Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,MigrationFromCountLocal,MigrationFromCountRegional,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected
10,340461476,100,2261,0,0,2261,3411,0,84240,158600,79300,399,0,369,0,0,0,245,40,38,0,0,13849.5,0.0739974,0,0,0,2261,0,0,0,768,0,0,0,0,0,0,0,0
11,340461476,100,1969,0,0,1969,3081,0,90162,145600,72800,348,0,346,0,0,0,216,42,34,0,0,14315.5,0.0873235,0,0,0,1969,0,0,0,694,0,0,0,0,0,0,0,0
12,340461476,100,1732,0,0,1732,2797,0,96118,126200,63100,321,0,279,0,0,0,173,27,37,0,0,14517.3,0.0983208,0,0,0,1732,0,0,0,600,0,0,0,0,0,0,0,0
13,340461476,100,1511,0,0,1511,2565,0,101789,103600,51800,257,0,234,0,0,0,172,27,22,0,0,14782.3,0.115034,0,0,0,1511,0,0,0,491,0,0,0,0,0,0,0,0
14,340461476,100,1331,0,0,1331,2316,0,106855,94800,47400,209,0,234,0,0,0,142,13,25,0,0,15438.3,0.142686,0,0,0,1331,0,0,0,443,0,0,0,0,0,0,0,0
15,340461476,100,1155,0,0,1155,2079,0,112160,83400,41700,194,0,206,0,0,0,130,20,26,0,0,15649.1,0.162851,0,0,0,1155,0,0,0,400,0,0,0,0,0,0,0,0
16,340461476,100,1013,0,0,1013,1875,0,117312,70200,35100,155,0,172,0,0,0,100,22,20,0,0,15814.2,0.18764,0,0,0,1013,0,0,0,327,0,0,0,0,0,0,0,0
17,340461476,100,875,0,0,875,1701,0,121965,63600,31800,158,0,142,0,0,0,113,19,6,0,0,16286.7,0.225274,0,0,0,875,0,0,0,300,0,0,0,0,0,0,0,0
18,340461476,100,777,0,0,777,1542,0,126741,54800,27400,116,0,136,0,0,0,76,12,10,0,0,16451.5,0.256081,0,0,0,777,0,0,0,252,0,0,0,0,0,0,0,0
19,340461476,100,702,0,0,702,1391,0,131194,47800,23900,107,0,121,0,0,0,58,7,10,0,0,16761.3,0.300211,0,0,0,702,0,0,0,228,0,0,0,0,0,0,0,0
20,340461476,100,605,0,0,605,1258,0,135278,44200,22100,100,0,109,0,0,0,75,10,12,0,0,17268.5,0.350655,0,0,0,605,0,0,0,209,0,0,0,0,0,0,0,0
21,340461476,100,518,0,0,518,1161,0,139890,37600,18800,91,0,93,0,0,0,64,10,13,0,0,17082.2,0.39069,0,0,0,518,0,0,0,184,0,0,0,0,0,0,0,0
22,340461476,100,453,0,0,453,1047,0,143484,32000,16000,83,0,72,0,0,0,56,5,4,0,0,17754.5,0.454314,0,0,0,453,0,0,0,155,0,0,0,0,0,0,0,0
23,340461476,100,387,0,0,387,947,2173,145411,27000,13500,59,0,73,0,0,0,52,7,7,0,0,19940,0.554827,0,0,0,387,0,0,0,132,0,0,0,0,0,0,0,0
24,340461476,100,335,0,0,335,843,3003,150421,24400,12200,48,0,72,0,0,0,39,10,3,0,0,18894.3,0.738517,0,0,0,335,0,0,0,120,0,0,0,0,0,0,0,0
25,340461476,100,301,0,0,301,764,3888,153656,22000,11000,50,0,55,0,0,0,29,4,1,0,0,19480.8,0.774356,0,0,0,301,0,0,0,105,0,0,0,0,0,0,0,0
26,340461476,100,273,0,0,273,687,4707,157369,18200,9100,43,0,44,0,0,0,20,7,1,0,0,19451.6,0.88549,0,0,0,273,0,0,0,87,0,0,0,0,0,0,0,0
27,340461476,100,943,0,0,943,1371,4121,159279,16400,8200,32,0,45,0,700,0,25,0,5,0,0,21092.6,1,0,0,0,943,0,0,0,77,0,0,0,0,0,0,0,0
28,340461476,100,1157,0,0,1157,1608,4247,159402,16800,8400,362,0,340,0,362,0,85,33,30,0,0,24392.7,1,0,0,0,1157,0,0,0,702,0,0,0,0,0,0,0,0
29,340461476,100,1404,0,0,1404,1850,4377,159700,11200,5600,173,0,191,0,401,0,118,18,18,0,0,27394.5,1,0,0,0,1404,0,0,0,364,0,0,0,0,0,0,0,0
30,340461476,100,1639,0,0,1639,2036,4510,154280,11400,5700,214,0,182,0,416,0,142,19,20,0,0,35995.3,1,0,0,0,1639,0,0,0,396,0,0,0,0,0,0,0,0
31,340461476,100,1801,0,0,1801,2272,4784,149464,95600,47800,420,0,388,0,422,0,183,32,45,0,0,43877.5,1,0,0,0,1801,0,0,0,808,0,0,0,0,0,0,0,0
32,340461476,100,1977,0,0,1977,2462,5001,177697,50200,25100,302,0,301,0,411,0,176,31,28,0,0,18600.3,0.45897,0,0,0,1977,0,0,0,603,0,0,0,0,0,0,0,0
33,340461476,100,2192,0,0,2192,2646,5209,178086,56400,28200,319,0,307,0,463,0,180,39,29,0,0,21060.5,0.370523,0,0,0,2192,0,0,0,626,0,0,0,0,0,0,0,0
34,340461476,100,2349,0,0,2349,2843,5483,180604,114600,57300,478,0,460,0,470,0,206,59,48,0,0,21289,0.373413,0,0,0,2349,0,0,0,938,0,0,0,0,0,0,0,0
35,340461476,100,2543,0,0,2543,3127,5565,182981,84000,42000,419,0,388,0,492,0,219,39,40,0,0,21559.6,0.185768,0,0,0,2543,0,0,0,807,0,0,0,0,0,0,0,0
36,340461476,100,2715,0,0,2715,3331,5644,185521,85000,42500,406,0,428,0,479,0,231,40,36,0,0,21571.8,0.256662,0,0,0,2715,0,0,0,834,0,0,0,0,0,0,0,0
37,340461476,100,2887,0,0,2887,3537,5737,187356,130200,65100,469,0,547,0,540,0,262,50,56,0,0,22197.1,0.253786,0,0,0,2887,0,0,0,1016,0,0,0,0,0,0,0,0
38,340461476,100,3075,0,0,3075,3755,5815,190221,115400,57700,507,0,508,0,542,0,248,43,63,0,0,21703.7,0.170484,0,0,0,3075,0,0,0,1015,0,0,0,0,0,0,0,0
39,340461476,100,3195,0,0,3195,3991,5841,192159,120600,60300,513,0,533,0,540,0,312,52,56,0,0,22051.8,0.188073,0,0,0,3195,0,0,0,1046,0,0,0,0,0,0,0,0
40,340461476,100,3351,0,0,3351,4125,6010,194215,146800,73400,581,0,590,0,523,0,263,53,51,0,0,22199.5,0.182851,0,0,0,3351,0,0,0,1171,0,0,0,0,0,0,0,0
41,340461476,100,3447,0,0,3447,4328,6160,196257,141400,70700,551,0,562,0,533,0,336,48,53,0,0,22281.9,0.151223,0,0,0,3447,0,0,0,1113,0,0,0,0,0,0,0,0
42,340461476,100,3522,0,0,3522,4489,6266,198079,147200,73600,619,0,547,0,563,0,357,69,62,0,0,22507.7,0.15758,0,0,0,3522,0,0,0,1166,0,0,0,0,0,0,0,0
43,340461476,100,3645,0,0,3645,4621,6472,200142,163400,81700,618,0,638,0,585,0,339,53,70,0,0,22418.7,0.152905,0,0,0,3645,0,0,0,1256,0,0,0,0,0,0,0,0
44,340461476,100,3805,0,0,3805,4802,6512,201804,154600,77300,653,0,585,0,638,0,358,55,65,0,0,22659.5,0.137201,0,0,0,3805,0,0,0,1238,0,0,0,0,0,0,0,0
45,340461476,100,3943,0,0,3943,4977,6571,203850,162800,81400,717,0,617,0,632,0,358,76,60,0,0,22447.9,0.146569,0,0,0,3943,0,0,0,1334,0,0,0,0,0,0,0,0
46,340461476,100,4041,0,0,4041,5128,6941,204773,175400,87700,736,0,647,0,627,0,378,77,74,0,0,23293.1,0.137886,0,0,0,4041,0,0,0,1383,0,0,0,0,0,0,0,0
47,340461476,100,4203,0,0,4203,5256,7143,206128,177800,88900,686,0,670,0,653,0,381,50,60,0,0,23642.6,0.1328,0,0,0,4203,0,0,0,1356,0,0,0,0,0,0,0,0
48,340461476,100,4308,0,0,4308,5370,7330,208088,190200,95100,733,0,739,0,633,0,391,73,64,0,0,23325.6,0.132973,0,0,0,4308,0,0,0,1472,0,0,0,0,0,0,0,0
49,340461476,100,4439,0,0,4439,5503,7400,209209,192600,96300,746,0,711,0,674,0,410,65,68,0,0,23788.5,0.122637,0,0,0,4439,0,0,0,1457,0,0,0,0,0,0,0,0
50,340461476,100,4635,0,0,4635,5743,6953,211145,198200,99100,783,0,734,0,748,0,403,71,78,0,0,23379.3,0.123513,0,0,0,4635,0,0,0,1517,0,0,0,0,0,0,0,0
51,340461476,100,4745,0,0,4745,5927,6718,212268,207000,103500,816,0,838,0,720,0,440,73,97,0,0,23728.1,0.117958,0,0,0,4745,0,0,0,1654,0,0,0,0,0,0,0,0
52,340461476,100,4903,0,0,4903,6009,5955,214737,213400,106700,810,0,826,0,730,0,417,80,75,0,0,22677.8,0.114628,0,0,0,4903,0,0,0,1636,0,0,0,0,0,0,0,0
53,340461476,100,4986,0,0,4986,6094,5194,215949,219400,109700,833,0,852,0,730,0,464,100,83,0,0,22833.5,0.106269,0,0,0,4986,0,0,0,1685,0,0,0,0,0,0,0,0
54,340461476,100,4948,0,0,4948,6134,8380,213433,232000,116000,913,0,837,0,583,0,443,92,86,0,0,26667.8,0.104072,0,0,0,4948,0,0,0,1750,0,0,0,0,0,0,0,0
55,340461476,100,4909,0,0,4909,6219,8449,217699,228800,114400,801,0,807,0,594,0,479,65,89,0,0,23672.7,0.114947,0,0,0,4909,0,0,0,1608,0,0,0,0,0,0,0,0
56,340461476,100,4711,0,0,4711,6048,9144,218501,236000,118000,829,0,823,0,421,0,462,70,87,0,0,24095.7,0.103464,0,0,0,4711,0,0,0,1652,0,0,0,0,0,0,0,0
57,340461476,100,4549,0,0,4549,5925,9686,219646,244000,122000,769,0,773,0,419,0,423,82,76,0,0,24131.6,0.1021,0,0,0,4549,0,0,0,1542,0,0,0,0,0,0,0,0
58,340461476,100,5600,0,0,5600,6945,7922,220301,227000,113500,710,0,722,0,1661,0,466,69,75,0,0,24615,0.0989,0,0,0,5600,0,0,0,1432,0,0,0,0,0,0,0,0
59,340461476,100,5570,0,0,5570,6933,8115,221755,230800,115400,1235,0,1297,0,720,0,517,122,111,0,0,24258.3,0.108436,0,0,0,5570,0,0,0,2532,0,0,0,0,0,0,0,0
60,340461476,100,5665,0,0,5665,7076,8251,222525,208400,104200,780,0,841,0,745,0,509,72,69,0,0,24546.1,0.105105,0,0,0,5665,0,0,0,1621,0,0,0,0,0,0,0,0
61,340461476,100,5758,0,0,5758,7110,8330,223351,202800,101400,812,0,800,0,816,0,561,82,80,0,0,24739.8,0.117784,0,0,0,5758,0,0,0,1612,0,0,0,0,0,0,0,0
62,340461476,100,5790,0,0,5790,7248,8338,224401,362800,181400,1215,0,1199,0,795,0,527,128,108,0,0,24672.7,0.121991,0,0,0,5790,0,0,0,2414,0,0,0,0,0,0,0,0
63,340461476,100,5851,0,0,5851,7327,8463,225103,231400,115700,909,0,859,0,782,0,539,101,81,0,0,24918.2,0.0680064,0,0,0,5851,0,0,0,1768,0,0,0,0,0,0,0,0
64,340461476,100,5897,0,0,5897,7541,8393,226255,228200,114100,920,0,827,0,820,0,598,84,92,0,0,24679.6,0.107685,0,0,0,5897,0,0,0,1747,0,0,0,0,0,0,0,0
65,340461476,100,5976,0,0,5976,7581,8465,227087,350400,175200,1189,0,1182,0,839,0,523,119,118,0,0,24728.1,0.108149,0,0,0,5976,0,0,0,2371,0,0,0,0,0,0,0,0
66,340461476,100,5999,0,0,5999,7666,8487,227572,244800,122400,936,0,951,0,827,0,599,103,102,0,0,25091.8,0.070571,0,0,0,5999,0,0,0,1887,0,0,0,0,0,0,0,0
67,340461476,100,6039,0,0,6039,7774,8563,228888,247800,123900,954,0,911,0,798,0,575,80,103,0,0,24594,0.102499,0,0,0,6039,0,0,0,1865,0,0,0,0,0,0,0,0
68,340461476,100,6025,0,0,6025,7841,8612,229334,337400,168700,1183,0,1106,0,789,0,559,143,101,0,0,24936.6,0.0992492,0,0,0,6025,0,0,0,2289,0,0,0,0,0,0,0,0
69,340461476,100,6127,0,0,6127,7920,8684,230253,262400,131200,941,0,985,0,849,0,555,103,89,0,0,24777.9,0.0739082,0,0,0,6127,0,0,0,1926,0,0,0,0,0,0,0,0
70,340461476,100,6144,0,0,6144,8072,8853,230598,262200,131100,984,0,1001,0,808,0,583,102,106,0,0,25165.7,0.0944279,0,0,0,6144,0,0,0,1985,0,0,0,0,0,0,0,0
71,340461476,100,6162,0,0,6162,8141,8921,231213,326000,163000,1144,0,1132,0,821,0,551,132,120,0,0,25257.2,0.0959792,0,0,0,6162,0,0,0,2276,0,0,0,0,0,0,0,0
72,340461476,100,6201,0,0,6201,8229,9026,231762,272600,136300,1019,0,980,0,853,0,600,101,113,0,0,25389.2,0.077476,0,0,0,6201,0,0,0,1999,0,0,0,0,0,0,0,0
73,340461476,100,6285,0,0,6285,8295,9081,232672,284200,142100,1018,0,1051,0,870,0,613,77,96,0,0,25135.6,0.0931372,0,0,0,6285,0,0,0,2069,0,0,0,0,0,0,0,0
74,340461476,100,6341,0,0,6341,8377,9150,232527,312200,156100,1125,0,1100,0,865,0,595,108,106,0,0,25913.4,0.0884435,0,0,0,6341,0,0,0,2225,0,0,0,0,0,0,0,0
75,340461476,100,6365,0,0,6365,8479,8969,233788,277400,138700,1009,0,1065,0,855,0,624,99,108,0,0,25262.4,0.0830027,0,0,0,6365,0,0,0,2074,0,0,0,0,0,0,0,0
76,340461476,100,6413,0,0,6413,8529,8918,234280,295200,147600,1074,0,1048,0,895,0,620,112,115,0,0,25358.5,0.0910686,0,0,0,6413,0,0,0,2122,0,0,0,0,0,0,0,0
77,340461476,100,6473,0,0,6473,8624,9253,234468,309000,154500,1098,0,1137,0,886,0,611,103,112,0,0,25737.3,0.0859026,0,0,0,6473,0,0,0,2235,0,0,0,0,0,0,0,0
78,340461476,100,6502,0,0,6502,8746,9335,235557,293400,146700,1084,0,1054,0,871,0,629,103,110,0,0,25194.7,0.0832922,0,0,0,6502,0,0,0,2138,0,0,0,0,0,0,0,0
79,340461476,100,6542,0,0,6542,8735,9480,235616,300000,150000,1080,0,1115,0,861,0,605,105,111,0,0,25662.4,0.0858715,0,0,0,6542,0,0,0,2195,0,0,0,0,0,0,0,0
80,340461476,100,6582,0,0,6582,8784,9438,236107,319400,159700,1151,0,1133,0,906,0,635,121,110,0,0,25679.1,0.0855414,0,0,0,6582,0,0,0,2284,0,0,0,0,0,0,0,0
81,340461476,100,6659,0,0,6659,8883,9375,236371,300800,150400,1116,0,1089,0,967,0,658,119,113,0,0,25904.6,0.0803981,0,0,0,6659,0,0,0,2205,0,0,0,0,0,0,0,0
82,340461476,100,6633,0,0,6633,8899,9370,236951,297400,148700,1111,0,1122,0,855,0,659,99,123,0,0,25796.4,0.086119,0,0,0,6633,0,0,0,2233,0,0,0,0,0,0,0,0
83,340461476,100,6707,0,0,6707,8968,9332,237965,324200,162100,1128,0,1164,0,924,0,606,120,124,0,0,25237.2,0.0867398,0,0,0,6707,0,0,0,2292,0,0,0,0,0,0,0,0
84,340461476,100,6732,0,0,6732,9037,9409,238015,305800,152900,1145,0,1082,0,913,0,667,130,91,0,0,25625.6,0.0778446,0,0,0,6732,0,0,0,2227,0,0,0,0,0,0,0,0
85,340461476,100,6740,0,0,6740,9119,9279,238321,308200,154100,1145,0,1120,0,924,0,672,117,127,0,0,25742.3,0.0837986,0,0,0,6740,0,0,0,2265,0,0,0,0,0,0,0,0
86,340461476,100,6769,0,0,6769,9192,9410,238619,321800,160900,1177,0,1140,0,898,0,641,117,111,0,0,25851.7,0.0835245,0,0,0,6769,0,0,0,2317,0,0,0,0,0,0,0,0
87,340461476,100,6848,0,0,6848,9123,9435,239093,318800,159400,1147,0,1125,0,932,0,660,98,95,0,0,25770.4,0.0803345,0,0,0,6848,0,0,0,2272,0,0,0,0,0,0,0,0
88,340461476,100,6891,0,0,6891,9238,9510,239342,314000,157000,1178,0,1131,0,934,0,646,123,122,0,0,25899.9,0.0808356,0,0,0,6891,0,0,0,2309,0,0,0,0,0,0,0,0
89,340461476,100,6983,0,0,6983,9173,9566,239797,325400,162700,1154,0,1174,0,941,0,649,87,113,0,0,25809.8,0.0824839,0,0,0,6983,0,0,0,2328,0,0,0,0,0,0,0,0
90,340461476,100,7064,0,0,7064,9205,9617,240091,333400,166700,1222,0,1169,0,945,0,630,135,99,0,0,25867.6,0.0793173,0,0,0,7064,0,0,0,2391,0,0,0,0,0,0,0,0
91,340461476,100,7111,0,0,7111,9231,9728,240148,321400,160700,1145,0,1176,0,896,0,644,105,100,0,0,26149.7,0.0775874,0,0,0,7111,0,0,0,2321,0,0,0,0,0,0,0,0
92,340461476,100,7114,0,0,7114,9287,9622,241143,343200,171600,1183,0,1204,0,933,0,675,127,128,0,0,25481.6,0.0813619,0,0,0,7114,0,0,0,2387,0,0,0,0,0,0,0,0
93,340461476,100,7122,0,0,7122,9396,9672,240604,336000,168000,1196,0,1188,0,919,0,661,137,113,0,0,26335.7,0.0742471,0,0,0,7122,0,0,0,2384,0,0,0,0,0,0,0,0
94,340461476,100,7174,0,0,7174,9414,9638,241264,333200,166600,1248,0,1131,0,936,0,659,123,102,0,0,25979.4,0.07838,0,0,0,7174,0,0,0,2379,0,0,0,0,0,0,0,0
95,340461476,100,7230,0,0,7230,9430,9644,241650,344200,172100,1239,0,1212,0,999,0,695,126,122,0,0,25886.3,0.0779695,0,0,0,7230,0,0,0,2451,0,0,0,0,0,0,0,0
96,340461476,100,7266,0,0,7266,9463,9689,241750,337200,168600,1221,0,1238,0,928,0,642,127,123,0,0,26068.5,0.075207,0,0,0,7266,0,0,0,2459,0,0,0,0,0,0,0,0
97,340461476,100,7241,0,0,7241,9472,9763,241556,340600,170300,1204,0,1198,0,918,0,704,124,115,0,0,26534.6,0.0773087,0,0,0,7241,0,0,0,2402,0,0,0,0,0,0,0,0
98,340461476,100,7204,0,0,7204,9493,9881,241859,350800,175400,1216,0,1246,0,894,0,681,128,122,0,0,26493.8,0.0779053,0,0,0,7204,0,0,0,2462,0,0,0,0,0,0,0,0
99,340461476,100,7239,0,0,7239,9588,9884,242396,341800,170900,1229,0,1169,0,940,0,665,130,110,0,0,26209.7,0.0755241,0,0,0,7239,0,0,0,2398,0,0,0,0,0,0,0,0
100,340461476,100,7257,0,0,7257,9591,9984,242623,341600,170800,1196,0,1231,0,936,0,672,137,109,0,0,26226.4,0.0766813,0,0,0,7257,0,0,0,2427,0,0,0,0,0,0,0,0
101,340461476,100,7288,0,0,7288,9635,9910,242989,346200,173100,1220,0,1250,0,964,0,699,116,118,0,0,26095.3,0.0767751,0,0,0,7288,0,0,0,2470,0,0,0,0,0,0,0,0
102,340461476,100,7310,0,0,7310,9724,9833,243294,341600,170800,1241,0,1202,0,977,0,691,149,115,0,0,26016.8,0.0753764,0,0,0,7310,0,0,0,2443,0,0,0,0,0,0,0,0
103,340461476,100,7336,0,0,7336,9677,9770,243273,343600,171800,1235,0,1256,0,976,0,718,112,120,0,0,26256.1,0.0761615,0,0,0,7336,0,0,0,2491,0,0,0,0,0,0,0,0
104,340461476,100,7408,0,0,7408,9678,9831,243551,348800,174400,1280,0,1217,0,963,0,648,134,109,0,0,26188.5,0.0764147,0,0,0,7408,0,0,0,2497,0,0,0,0,0,0,0,0
105,340461476,100,7351,0,0,7351,9689,9984,243286,344200,172100,1212,0,1229,0,919,0,715,120,141,0,0,26656.4,0.0750818,0,0,0,7351,0,0,0,2441,0,0,0,0,0,0,0,0
106,340461476,100,7359,0,0,7359,9612,9852,244191,346800,173400,1231,0,1191,0,964,0,716,122,118,0,0,25946.9,0.0774444,0,0,0,7359,0,0,0,2422,0,0,0,0,0,0,0,0
107,340461476,100,7373,0,0,7373,9683,9847,244152,352200,176100,1230,0,1259,0,929,0,675,120,120,0,0,26174.4,0.0748181,0,0,0,7373,0,0,0,2489,0,0,0,0,0,0,0,0
108,340461476,100,7434,0,0,7434,9766,9834,244514,355000,177500,1192,0,1297,0,1020,0,703,123,133,0,0,25994.1,0.0743169,0,0,0,7434,0,0,0,2489,0,0,0,0,0,0,0,0
109,340461476,100,7505,0,0,7505,9856,9814,244639,348200,174100,1315,0,1249,0,957,0,666,107,113,0,0,26044.3,0.0732229,0,0,0,7505,0,0,0,2564,0,0,0,0,0,0,0,0
110,340461476,100,7503,0,0,7503,9769,10009,244858,355800,177900,1273,0,1241,0,948,0,705,135,110,0,0,25994.1,0.0747969,0,0,0,7503,0,0,0,2514,0,0,0,0,0,0,0,0
111,340461476,100,7536,0,0,7536,9855,10018,244561,349000,174500,1262,0,1227,0,950,0,675,119,123,0,0,26453.9,0.0730582,0,0,0,7536,0,0,0,2489,0,0,0,0,0,0,0,0
112,340461476,100,7601,0,0,7601,9900,9931,244746,370600,185300,1330,0,1254,0,1011,0,683,138,125,0,0,26425.8,0.0757991,0,0,0,7601,0,0,0,2584,0,0,0,0,0,0,0,0
113,340461476,100,7573,0,0,7573,9858,9975,244851,358200,179100,1251,0,1324,0,983,0,743,124,144,0,0,26472,0.0713054,0,0,0,7573,0,0,0,2575,0,0,0,0,0,0,0,0
114,340461476,100,7545,0,0,7545,9942,9804,245302,348800,174400,1242,0,1269,0,985,0,753,130,130,0,0,26166.8,0.0739029,0,0,0,7545,0,0,0,2511,0,0,0,0,0,0,0,0
115,340461476,100,7530,0,0,7530,9963,9668,245436,357000,178500,1258,0,1270,0,967,0,734,127,121,0,0,26173.3,0.0750195,0,0,0,7530,0,0,0,2528,0,0,0,0,0,0,0,0
116,340461476,100,7499,0,0,7499,9947,9790,245277,359000,179500,1265,0,1261,0,930,0,704,132,125,0,0,26467.8,0.0733147,0,0,0,7499,0,0,0,2526,0,0,0,0,0,0,0,0
117,340461476,100,7489,0,0,7489,9997,9739,245598,349200,174600,1229,0,1211,0,920,0,682,118,130,0,0,26277.4,0.0737265,0,0,0,7489,0,0,0,2440,0,0,0,0,0,0,0,0
118,340461476,100,7497,0,0,7497,9961,9809,245508,362200,181100,1258,0,1247,0,938,0,685,125,120,0,0,26493.3,0.0752503,0,0,0,7497,0,0,0,2505,0,0,0,0,0,0,0,0
119,340461476,100,7435,0,0,7435,9890,9957,245714,371000,185500,1288,0,1295,0,929,0,726,128,137,0,0,26408.7,0.0731455,0,0,0,7435,0,0,0,2583,0,0,0,0,0,0,0,0
120,340461476,100,7483,0,0,7483,9922,9883,245763,345600,172800,1225,0,1196,0,994,0,719,121,106,0,0,26476.6,0.0711824,0,0,0,7483,0,0,0,2421,0,0,0,0,0,0,0,0
121,340461476,100,7457,0,0,7457,9887,10009,245971,353600,176800,1275,0,1265,0,940,0,712,107,147,0,0,26381.4,0.0766106,0,0,0,7457,0,0,0,2540,0,0,0,0,0,0,0,0
122,340461476,100,7470,0,0,7470,9913,9981,245936,352600,176300,1261,0,1230,0,1001,0,725,127,136,0,0,26525.1,0.0746081,0,0,0,7470,0,0,0,2491,0,0,0,0,0,0,0,0
123,340461476,100,7416,0,0,7416,9892,9961,246024,351400,175700,1294,0,1219,0,928,0,726,138,118,0,0,26541.9,0.0752272,0,0,0,7416,0,0,0,2513,0,0,0,0,0,0,0,0
124,340461476,100,7497,0,0,7497,9923,9902,246128,351200,175600,1261,0,1224,0,979,0,653,115,130,0,0,26538.9,0.0755319,0,0,0,7497,0,0,0,2485,0,0,0,0,0,0,0,0
125,340461476,100,7509,0,0,7509,9951,9885,246155,357400,178700,1294,0,1264,0,977,0,716,119,130,0,0,26609.3,0.0755664,0,0,0,7509,0,0,0,2558,0,0,0,0,0,0,0,0
126,340461476,100,7543,0,0,7543,10057,9952,246216,358400,179200,1275,0,1244,0,973,0,705,122,112,0,0,26642.2,0.0744524,0,0,0,7543,0,0,0,2519,0,0,0,0,0,0,0,0
127,340461476,100,7520,0,0,7520,10020,10001,246740,353000,176500,1266,0,1236,0,939,0,703,130,129,0,0,26208.6,0.0743364,0,0,0,7520,0,0,0,2502,0,0,0,0,0,0,0,0
128,340461476,100,7447,0,0,7447,10041,10110,246797,357400,178700,1230,0,1278,0,903,0,752,107,117,0,0,26238.8,0.0742454,0,0,0,7447,0,0,0,2508,0,0,0,0,0,0,0,0
129,340461476,100,7513,0,0,7513,10029,10133,246537,359600,179800,1222,0,1271,0,1006,0,695,116,129,0,0,26582.9,0.0734159,0,0,0,7513,0,0,0,2493,0,0,0,0,0,0,0,0
130,340461476,100,7506,0,0,7506,9966,10216,246472,349800,174900,1251,0,1275,0,997,0,746,132,126,0,0,26729,0.0739235,0,0,0,7506,0,0,0,2526,0,0,0,0,0,0,0,0
