Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader,A_IndividualProperties,B_IndividualProperties
1,4787,5021.11,0,1,1,242,0,0,13.1151,1,1,0,0,0,1,1,0,0,0,0,504,0,1,13.1151,1,1,0,0,0,1,1,0,0,0,0,None,None
2,4892,5079.83,0,1,1,52,0,0,13.4027,1,1,0,0,0,1,1,0,0,0,0,433,0,1,13.4027,1,1,0,0,0,1,1,0,0,0,0,None,None
3,4906,5054.31,0,1,1,23,0,0,13.4411,1,1,0,0,0,1,1,0,0,0,0,340,0,1,13.4411,1,1,0,0,0,1,1,0,0,0,0,None,None
4,4920,4949.74,0,1,1,509,0,0,13.4795,1,1,0,0,0,1,1,0,0,0,0,789,0,1,13.4795,1,1,0,0,0,1,1,0,0,0,0,None,None
5,4927,5351.93,0,1,1,838,0,0,13.4986,1,1,0,0,0,1,1,0,0,0,0,49,0,1,13.4986,1,1,0,0,0,1,1,0,0,0,0,None,None
6,4948,4994.36,0,1,1,892,0,0,13.5562,1,1,0,0,0,1,1,0,0,0,0,496,0,1,13.5562,1,1,0,0,0,1,1,0,0,0,0,None,None
7,4962,5292.53,0,1,1,566,0,0,13.5945,1,1,0,0,0,1,1,0,0,0,0,784,0,1,13.5945,1,1,0,0,0,1,1,0,0,0,0,None,None
8,4976,5542.24,0,1,1,759,0,0,13.6329,1,1,0,0,0,1,1,0,0,0,0,851,0,1,13.6329,1,1,0,0,0,1,1,0,0,0,0,None,None
9,4976,5601.08,0,1,1,909,0,0,13.6329,1,1,0,0,0,1,1,0,0,0,0,197,0,1,13.6329,1,1,0,0,0,1,1,0,0,0,0,None,None
10,4983,5604.26,0,1,1,646,0,0,13.6521,1,1,0,0,0,1,1,0,0,0,0,650,0,1,13.6521,1,1,0,0,0,1,1,0,0,0,0,None,None
11,5011,5839.42,0,1,1,8,0,0,13.7288,1,1,0,0,0,1,1,0,0,0,0,302,0,1,13.7288,1,1,0,0,0,1,1,0,0,0,0,None,None
