Time, NodeID, Population, VectorPopulation, AdultCount, InfectedCount, InfectiousCount, MaleCount, NewEggsCount, IndoorBitesCount, OutdoorBitesCount, NewAdults, DiedBeforeFeeding, DiedDuringFeedingIndoor, DiedDuringFeedingOutdoor, MigrationFromCountLocal, MigrationFromCountRegional, arabiensis_AvailableHabitat, funestus_AvailableHabitat, gambiae_AvailableHabitat, arabiensis_EggCrowdingCorrection, funestus_EggCrowdingCorrection, gambiae_EggCrowdingCorrection
0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,100,100000,100000,0,0,100000,0,1000,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,100,501,501,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,100,981,981,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,100,98518,98518,0,0,100000,0,985,0,0,0,0,0,2,0,0,0,0,0,0,0
2,3,100,990,990,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,100,1938,1938,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,100,97072,97072,0,0,100000,0,970,0,0,0,0,0,2,0,0,0,0,0,0,0
3,3,100,1499,1499,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,100,2869,2869,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,100,95632,95632,0,0,100000,0,956,0,0,0,0,0,2,0,0,0,0,0,0,0
4,3,100,1982,1982,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,100,3801,3801,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,100,94217,94217,0,0,100000,0,942,0,0,0,0,0,2,0,0,0,0,0,0,0
5,3,100,2470,2470,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,100,4703,4703,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,100,92827,92827,0,0,100000,0,928,0,0,0,0,0,2,0,0,0,0,0,0,0
6,3,100,2944,2944,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,100,5599,5599,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,100,91457,91457,0,0,100000,0,914,0,0,0,0,0,2,0,0,0,0,0,0,0
7,3,100,3370,3370,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,100,6460,6460,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,100,90170,90170,0,0,100000,0,901,0,0,0,0,0,2,0,0,0,0,0,0,0
8,3,100,3852,3852,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,100,7372,7372,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,100,88776,88776,0,0,100000,0,887,0,0,0,0,0,2,0,0,0,0,0,0,0
9,3,100,4293,4293,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,100,8257,8257,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,100,87450,87450,0,0,100000,0,874,0,0,0,0,0,2,0,0,0,0,0,0,0
10,3,100,4734,4734,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,100,9096,9096,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,100,86170,86170,0,0,100000,0,861,0,0,0,0,0,2,0,0,0,0,0,0,0
11,3,100,5191,5191,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,100,9954,9954,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,100,84855,84855,0,0,100000,0,848,0,0,0,0,0,2,0,0,0,0,0,0,0
12,3,100,5638,5638,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,100,10823,10823,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,100,83539,83539,0,0,100000,0,835,0,0,0,0,0,2,0,0,0,0,0,0,0
13,3,100,6083,6083,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,100,11656,11656,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,100,82261,82261,0,0,100000,0,822,0,0,0,0,0,2,0,0,0,0,0,0,0
14,3,100,6483,6483,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,100,12450,12450,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,100,81067,81067,0,0,100000,0,810,0,0,0,0,0,2,0,0,0,0,0,0,0
15,3,100,6899,6899,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,99,13258,13258,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,100,79843,79843,0,0,100000,0,798,0,0,0,0,0,2,0,0,0,0,0,0,0
16,3,100,7328,7328,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,99,13992,13992,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,100,78680,78680,0,0,100000,0,786,0,0,0,0,0,2,0,0,0,0,0,0,0
