Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG
0,1,X-At-Bt-Ct:X-At-Bt-Ct,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:Y-At-Bt-Ct,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:X-Aw-Bt-Ct,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:Y-Aw-Bt-Ct,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:X-At-Bw-Ct,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:Y-At-Bw-Ct,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:X-Aw-Bw-Ct,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:Y-Aw-Bw-Ct,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:X-At-Bt-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:Y-At-Bt-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:X-Aw-Bt-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:Y-Aw-Bt-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:X-At-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:Y-At-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:X-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Ct:Y-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-Aw-Bt-Ct:X-Aw-Bt-Ct,0,0,0,0,0,0,0,0
0,1,X-Aw-Bt-Ct:Y-Aw-Bt-Ct,0,0,0,0,0,0,0,0
0,1,X-Aw-Bt-Ct:X-Aw-Bw-Ct,0,0,0,0,0,0,0,0
0,1,X-Aw-Bt-Ct:Y-Aw-Bw-Ct,0,0,0,0,0,0,0,0
0,1,X-Aw-Bt-Ct:X-Aw-Bt-Cw,0,0,0,0,0,0,0,0
0,1,X-Aw-Bt-Ct:Y-Aw-Bt-Cw,0,0,0,0,0,0,0,0
0,1,X-Aw-Bt-Ct:X-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-Aw-Bt-Ct:Y-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bw-Ct:X-At-Bw-Ct,0,0,0,0,0,0,0,0
0,1,X-At-Bw-Ct:Y-At-Bw-Ct,0,0,0,0,0,0,0,0
0,1,X-At-Bw-Ct:X-Aw-Bw-Ct,0,0,0,0,0,0,0,0
0,1,X-At-Bw-Ct:Y-Aw-Bw-Ct,0,0,0,0,0,0,0,0
0,1,X-At-Bw-Ct:X-At-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bw-Ct:Y-At-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bw-Ct:X-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bw-Ct:Y-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-Aw-Bw-Ct:X-Aw-Bw-Ct,0,0,0,0,0,0,0,0
0,1,X-Aw-Bw-Ct:Y-Aw-Bw-Ct,0,0,0,0,0,0,0,0
0,1,X-Aw-Bw-Ct:X-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-Aw-Bw-Ct:Y-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Cw:X-At-Bt-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Cw:Y-At-Bt-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Cw:X-Aw-Bt-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Cw:Y-Aw-Bt-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Cw:X-At-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Cw:Y-At-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Cw:X-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bt-Cw:Y-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-Aw-Bt-Cw:X-Aw-Bt-Cw,0,0,0,0,0,0,0,0
0,1,X-Aw-Bt-Cw:Y-Aw-Bt-Cw,0,0,0,0,0,0,0,0
0,1,X-Aw-Bt-Cw:X-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-Aw-Bt-Cw:Y-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bw-Cw:X-At-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bw-Cw:Y-At-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bw-Cw:X-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-At-Bw-Cw:Y-Aw-Bw-Cw,0,0,0,0,0,0,0,0
0,1,X-Aw-Bw-Cw:X-Aw-Bw-Cw,9231,0,0,9231,0,0,0,305400
0,1,X-Aw-Bw-Cw:Y-Aw-Bw-Cw,0,0,0,0,8955,0,0,305400
1,1,X-At-Bt-Ct:X-At-Bt-Ct,0,0,0,0,0,0,0,0
1,1,X-At-Bt-Ct:Y-At-Bt-Ct,0,0,0,0,0,0,0,0
1,1,X-At-Bt-Ct:X-Aw-Bt-Ct,0,0,0,0,0,0,0,0
1,1,X-At-Bt-Ct:Y-Aw-Bt-Ct,0,0,0,0,0,0,0,0
