Time,NodeID,Genome,STATE_MALE
201,1,X-a0:Y-a0,116246
201,1,X-a0:Y-a1,1428
201,1,X-a1:Y-a0,3841
201,1,X-a1:Y-a1,44
202,1,X-a0:Y-a0,116978
202,1,X-a0:Y-a1,1418
202,1,X-a1:Y-a0,3471
202,1,X-a1:Y-a1,41
203,1,X-a0:Y-a0,117005
203,1,X-a0:Y-a1,1361
203,1,X-a1:Y-a0,3687
203,1,X-a1:Y-a1,39
204,1,X-a0:Y-a0,116961
204,1,X-a0:Y-a1,1304
204,1,X-a1:Y-a0,3692
204,1,X-a1:Y-a1,36
205,1,X-a0:Y-a0,117424
205,1,X-a0:Y-a1,1278
205,1,X-a1:Y-a0,3367
205,1,X-a1:Y-a1,34
206,1,X-a0:Y-a0,116550
206,1,X-a0:Y-a1,1304
206,1,X-a1:Y-a0,4198
206,1,X-a1:Y-a1,41
207,1,X-a0:Y-a0,116808
207,1,X-a0:Y-a1,1310
207,1,X-a1:Y-a0,4031
207,1,X-a1:Y-a1,36
208,1,X-a0:Y-a0,117128
208,1,X-a0:Y-a1,1284
208,1,X-a1:Y-a0,3694
208,1,X-a1:Y-a1,37
209,1,X-a0:Y-a0,115855
209,1,X-a0:Y-a1,1334
209,1,X-a1:Y-a0,4988
209,1,X-a1:Y-a1,66
210,1,X-a0:Y-a0,115583
210,1,X-a0:Y-a1,1383
210,1,X-a1:Y-a0,4788
210,1,X-a1:Y-a1,61
211,1,X-a0:Y-a0,115788
211,1,X-a0:Y-a1,1362
211,1,X-a1:Y-a0,4530
211,1,X-a1:Y-a1,62
212,1,X-a0:Y-a0,113841
212,1,X-a0:Y-a1,1428
212,1,X-a1:Y-a0,5898
212,1,X-a1:Y-a1,89
213,1,X-a0:Y-a0,114278
213,1,X-a0:Y-a1,1483
213,1,X-a1:Y-a0,5673
213,1,X-a1:Y-a1,94
214,1,X-a0:Y-a0,114555
214,1,X-a0:Y-a1,1513
214,1,X-a1:Y-a0,5334
214,1,X-a1:Y-a1,85
215,1,X-a0:Y-a0,112844
215,1,X-a0:Y-a1,1614
215,1,X-a1:Y-a0,6953
215,1,X-a1:Y-a1,130
216,1,X-a0:Y-a0,112843
216,1,X-a0:Y-a1,1698
216,1,X-a1:Y-a0,6660
216,1,X-a1:Y-a1,124
217,1,X-a0:Y-a0,113060
217,1,X-a0:Y-a1,1755
217,1,X-a1:Y-a0,6383
217,1,X-a1:Y-a1,112
218,1,X-a0:Y-a0,111729
218,1,X-a0:Y-a1,1849
218,1,X-a1:Y-a0,7839
218,1,X-a1:Y-a1,157
219,1,X-a0:Y-a0,111791
219,1,X-a0:Y-a1,1921
219,1,X-a1:Y-a0,7459
219,1,X-a1:Y-a1,148
220,1,X-a0:Y-a0,112309
220,1,X-a0:Y-a1,1993
220,1,X-a1:Y-a0,7086
220,1,X-a1:Y-a1,139
221,1,X-a0:Y-a0,110959
221,1,X-a0:Y-a1,2123
221,1,X-a1:Y-a0,8153
221,1,X-a1:Y-a1,183
222,1,X-a0:Y-a0,111193
222,1,X-a0:Y-a1,2197
222,1,X-a1:Y-a0,7713
222,1,X-a1:Y-a1,172
223,1,X-a0:Y-a0,111693
223,1,X-a0:Y-a1,2264
223,1,X-a1:Y-a0,7319
223,1,X-a1:Y-a1,159
224,1,X-a0:Y-a0,110819
224,1,X-a0:Y-a1,2358
224,1,X-a1:Y-a0,8310
224,1,X-a1:Y-a1,190
225,1,X-a0:Y-a0,111222
225,1,X-a0:Y-a1,2391
225,1,X-a1:Y-a0,7875
225,1,X-a1:Y-a1,180
226,1,X-a0:Y-a0,111554
226,1,X-a0:Y-a1,2427
226,1,X-a1:Y-a0,7344
226,1,X-a1:Y-a1,166
227,1,X-a0:Y-a0,111167
227,1,X-a0:Y-a1,2454
227,1,X-a1:Y-a0,7956
227,1,X-a1:Y-a1,182
228,1,X-a0:Y-a0,111532
228,1,X-a0:Y-a1,2461
228,1,X-a1:Y-a0,7426
228,1,X-a1:Y-a1,174
229,1,X-a0:Y-a0,111599
229,1,X-a0:Y-a1,2438
229,1,X-a1:Y-a0,7291
229,1,X-a1:Y-a1,171
230,1,X-a0:Y-a0,111321
230,1,X-a0:Y-a1,2425
230,1,X-a1:Y-a0,7658
230,1,X-a1:Y-a1,180
231,1,X-a0:Y-a0,111725
231,1,X-a0:Y-a1,2405
231,1,X-a1:Y-a0,7152
231,1,X-a1:Y-a1,172
232,1,X-a0:Y-a0,111455
232,1,X-a0:Y-a1,2383
232,1,X-a1:Y-a0,7506
232,1,X-a1:Y-a1,180
233,1,X-a0:Y-a0,111444
233,1,X-a0:Y-a1,2413
233,1,X-a1:Y-a0,7607
233,1,X-a1:Y-a1,176
234,1,X-a0:Y-a0,111855
234,1,X-a0:Y-a1,2402
234,1,X-a1:Y-a0,7061
234,1,X-a1:Y-a1,168
235,1,X-a0:Y-a0,111110
235,1,X-a0:Y-a1,2418
235,1,X-a1:Y-a0,8042
235,1,X-a1:Y-a1,196
236,1,X-a0:Y-a0,111037
236,1,X-a0:Y-a1,2423
236,1,X-a1:Y-a0,8110
236,1,X-a1:Y-a1,184
237,1,X-a0:Y-a0,111247
237,1,X-a0:Y-a1,2457
237,1,X-a1:Y-a0,7624
237,1,X-a1:Y-a1,181
238,1,X-a0:Y-a0,110036
238,1,X-a0:Y-a1,2501
238,1,X-a1:Y-a0,8930
238,1,X-a1:Y-a1,212
239,1,X-a0:Y-a0,110006
239,1,X-a0:Y-a1,2598
239,1,X-a1:Y-a0,8803
239,1,X-a1:Y-a1,213
240,1,X-a0:Y-a0,110353
240,1,X-a0:Y-a1,2656
240,1,X-a1:Y-a0,8404
240,1,X-a1:Y-a1,209
241,1,X-a0:Y-a0,108920
241,1,X-a0:Y-a1,2696
241,1,X-a1:Y-a0,9839
241,1,X-a1:Y-a1,264
242,1,X-a0:Y-a0,108973
242,1,X-a0:Y-a1,2743
242,1,X-a1:Y-a0,9735
242,1,X-a1:Y-a1,268
243,1,X-a0:Y-a0,109490
243,1,X-a0:Y-a1,2821
243,1,X-a1:Y-a0,9363
243,1,X-a1:Y-a1,264
244,1,X-a0:Y-a0,107693
244,1,X-a0:Y-a1,2916
244,1,X-a1:Y-a0,10793
244,1,X-a1:Y-a1,317
245,1,X-a0:Y-a0,107676
245,1,X-a0:Y-a1,3022
245,1,X-a1:Y-a0,10567
245,1,X-a1:Y-a1,328
246,1,X-a0:Y-a0,107947
246,1,X-a0:Y-a1,3094
246,1,X-a1:Y-a0,10339
246,1,X-a1:Y-a1,327
247,1,X-a0:Y-a0,106487
247,1,X-a0:Y-a1,3197
247,1,X-a1:Y-a0,11918
247,1,X-a1:Y-a1,411
248,1,X-a0:Y-a0,106532
248,1,X-a0:Y-a1,3345
248,1,X-a1:Y-a0,11677
248,1,X-a1:Y-a1,391
249,1,X-a0:Y-a0,106570
249,1,X-a0:Y-a1,3472
249,1,X-a1:Y-a0,11399
249,1,X-a1:Y-a1,396
250,1,X-a0:Y-a0,104779
250,1,X-a0:Y-a1,3609
250,1,X-a1:Y-a0,12785
250,1,X-a1:Y-a1,462
251,1,X-a0:Y-a0,105162
251,1,X-a0:Y-a1,3782
251,1,X-a1:Y-a0,12504
251,1,X-a1:Y-a1,451
252,1,X-a0:Y-a0,105264
252,1,X-a0:Y-a1,3841
252,1,X-a1:Y-a0,12254
252,1,X-a1:Y-a1,456
253,1,X-a0:Y-a0,104560
253,1,X-a0:Y-a1,3921
253,1,X-a1:Y-a0,13411
253,1,X-a1:Y-a1,506
254,1,X-a0:Y-a0,104921
254,1,X-a0:Y-a1,4036
254,1,X-a1:Y-a0,12976
254,1,X-a1:Y-a1,504
255,1,X-a0:Y-a0,104836
255,1,X-a0:Y-a1,4067
255,1,X-a1:Y-a0,12677
255,1,X-a1:Y-a1,512
256,1,X-a0:Y-a0,103843
256,1,X-a0:Y-a1,4073
256,1,X-a1:Y-a0,13614
256,1,X-a1:Y-a1,533
257,1,X-a0:Y-a0,104048
257,1,X-a0:Y-a1,4139
257,1,X-a1:Y-a0,13085
257,1,X-a1:Y-a1,514
258,1,X-a0:Y-a0,103632
258,1,X-a0:Y-a1,4181
258,1,X-a1:Y-a0,13156
258,1,X-a1:Y-a1,539
259,1,X-a0:Y-a0,102803
259,1,X-a0:Y-a1,4149
259,1,X-a1:Y-a0,13697
259,1,X-a1:Y-a1,585
260,1,X-a0:Y-a0,103480
260,1,X-a0:Y-a1,4222
260,1,X-a1:Y-a0,13153
260,1,X-a1:Y-a1,565
261,1,X-a0:Y-a0,102941
261,1,X-a0:Y-a1,4269
261,1,X-a1:Y-a0,13664
261,1,X-a1:Y-a1,581
262,1,X-a0:Y-a0,102333
262,1,X-a0:Y-a1,4335
262,1,X-a1:Y-a0,13797
262,1,X-a1:Y-a1,600
263,1,X-a0:Y-a0,102916
263,1,X-a0:Y-a1,4404
263,1,X-a1:Y-a0,13314
263,1,X-a1:Y-a1,574
264,1,X-a0:Y-a0,101718
264,1,X-a0:Y-a1,4466
264,1,X-a1:Y-a0,14057
264,1,X-a1:Y-a1,610
265,1,X-a0:Y-a0,101675
265,1,X-a0:Y-a1,4489
265,1,X-a1:Y-a0,14233
265,1,X-a1:Y-a1,617
266,1,X-a0:Y-a0,102036
266,1,X-a0:Y-a1,4574
266,1,X-a1:Y-a0,13911
266,1,X-a1:Y-a1,616
267,1,X-a0:Y-a0,100964
267,1,X-a0:Y-a1,4592
267,1,X-a1:Y-a0,14997
267,1,X-a1:Y-a1,669
268,1,X-a0:Y-a0,100571
268,1,X-a0:Y-a1,4692
268,1,X-a1:Y-a0,14987
268,1,X-a1:Y-a1,682
269,1,X-a0:Y-a0,100984
269,1,X-a0:Y-a1,4762
269,1,X-a1:Y-a0,14535
269,1,X-a1:Y-a1,692
270,1,X-a0:Y-a0,99216
270,1,X-a0:Y-a1,4811
270,1,X-a1:Y-a0,15873
270,1,X-a1:Y-a1,789
271,1,X-a0:Y-a0,99011
271,1,X-a0:Y-a1,4925
271,1,X-a1:Y-a0,15868
271,1,X-a1:Y-a1,791
272,1,X-a0:Y-a0,99492
272,1,X-a0:Y-a1,5002
272,1,X-a1:Y-a0,15540
272,1,X-a1:Y-a1,801
273,1,X-a0:Y-a0,97960
273,1,X-a0:Y-a1,5110
273,1,X-a1:Y-a0,17040
273,1,X-a1:Y-a1,943
274,1,X-a0:Y-a0,97789
274,1,X-a0:Y-a1,5269
274,1,X-a1:Y-a0,16940
274,1,X-a1:Y-a1,934
275,1,X-a0:Y-a0,97905
275,1,X-a0:Y-a1,5353
275,1,X-a1:Y-a0,16832
275,1,X-a1:Y-a1,942
276,1,X-a0:Y-a0,96427
276,1,X-a0:Y-a1,5441
276,1,X-a1:Y-a0,18256
276,1,X-a1:Y-a1,1077
277,1,X-a0:Y-a0,96521
277,1,X-a0:Y-a1,5649
277,1,X-a1:Y-a0,18140
277,1,X-a1:Y-a1,1102
278,1,X-a0:Y-a0,96713
278,1,X-a0:Y-a1,5797
278,1,X-a1:Y-a0,18082
278,1,X-a1:Y-a1,1117
279,1,X-a0:Y-a0,95064
279,1,X-a0:Y-a1,5828
279,1,X-a1:Y-a0,19405
279,1,X-a1:Y-a1,1214
280,1,X-a0:Y-a0,95111
280,1,X-a0:Y-a1,5950
280,1,X-a1:Y-a0,19314
280,1,X-a1:Y-a1,1244
281,1,X-a0:Y-a0,95402
281,1,X-a0:Y-a1,6090
281,1,X-a1:Y-a0,19124
281,1,X-a1:Y-a1,1267
282,1,X-a0:Y-a0,94154
282,1,X-a0:Y-a1,6159
282,1,X-a1:Y-a0,20316
282,1,X-a1:Y-a1,1392
283,1,X-a0:Y-a0,94124
283,1,X-a0:Y-a1,6227
283,1,X-a1:Y-a0,19985
283,1,X-a1:Y-a1,1407
284,1,X-a0:Y-a0,94058
284,1,X-a0:Y-a1,6404
284,1,X-a1:Y-a0,20080
284,1,X-a1:Y-a1,1453
285,1,X-a0:Y-a0,92847
285,1,X-a0:Y-a1,6521
285,1,X-a1:Y-a0,20894
285,1,X-a1:Y-a1,1557
286,1,X-a0:Y-a0,93052
286,1,X-a0:Y-a1,6673
286,1,X-a1:Y-a0,20455
286,1,X-a1:Y-a1,1533
287,1,X-a0:Y-a0,92451
287,1,X-a0:Y-a1,6764
287,1,X-a1:Y-a0,20591
287,1,X-a1:Y-a1,1568
288,1,X-a0:Y-a0,91665
288,1,X-a0:Y-a1,6848
288,1,X-a1:Y-a0,21121
288,1,X-a1:Y-a1,1661
289,1,X-a0:Y-a0,92183
289,1,X-a0:Y-a1,6888
289,1,X-a1:Y-a0,20785
289,1,X-a1:Y-a1,1653
290,1,X-a0:Y-a0,91530
290,1,X-a0:Y-a1,7011
290,1,X-a1:Y-a0,21223
290,1,X-a1:Y-a1,1750
291,1,X-a0:Y-a0,91101
291,1,X-a0:Y-a1,7094
291,1,X-a1:Y-a0,21727
291,1,X-a1:Y-a1,1836
292,1,X-a0:Y-a0,91512
292,1,X-a0:Y-a1,7190
292,1,X-a1:Y-a0,21173
292,1,X-a1:Y-a1,1820
293,1,X-a0:Y-a0,90687
293,1,X-a0:Y-a1,7325
293,1,X-a1:Y-a0,21826
293,1,X-a1:Y-a1,1919
294,1,X-a0:Y-a0,90401
294,1,X-a0:Y-a1,7394
294,1,X-a1:Y-a0,22211
294,1,X-a1:Y-a1,1990
295,1,X-a0:Y-a0,90704
295,1,X-a0:Y-a1,7509
295,1,X-a1:Y-a0,21766
295,1,X-a1:Y-a1,1938
296,1,X-a0:Y-a0,89703
296,1,X-a0:Y-a1,7520
296,1,X-a1:Y-a0,22681
296,1,X-a1:Y-a1,2084
297,1,X-a0:Y-a0,89405
297,1,X-a0:Y-a1,7649
297,1,X-a1:Y-a0,23011
297,1,X-a1:Y-a1,2125
298,1,X-a0:Y-a0,89149
298,1,X-a0:Y-a1,7682
298,1,X-a1:Y-a0,22931
298,1,X-a1:Y-a1,2099
299,1,X-a0:Y-a0,88121
299,1,X-a0:Y-a1,7729
299,1,X-a1:Y-a0,23968
299,1,X-a1:Y-a1,2255
300,1,X-a0:Y-a0,87602
300,1,X-a0:Y-a1,7876
300,1,X-a1:Y-a0,24244
300,1,X-a1:Y-a1,2272
301,1,X-a0:Y-a0,87337
301,1,X-a0:Y-a1,8073
301,1,X-a1:Y-a0,24217
301,1,X-a1:Y-a1,2250
302,1,X-a0:Y-a0,86084
302,1,X-a0:Y-a1,8127
302,1,X-a1:Y-a0,25095
302,1,X-a1:Y-a1,2422
303,1,X-a0:Y-a0,85769
303,1,X-a0:Y-a1,8272
303,1,X-a1:Y-a0,25263
303,1,X-a1:Y-a1,2544
304,1,X-a0:Y-a0,85665
304,1,X-a0:Y-a1,8420
304,1,X-a1:Y-a0,25300
304,1,X-a1:Y-a1,2534
305,1,X-a0:Y-a0,84283
305,1,X-a0:Y-a1,8416
305,1,X-a1:Y-a0,26488
305,1,X-a1:Y-a1,2716
306,1,X-a0:Y-a0,83758
306,1,X-a0:Y-a1,8612
306,1,X-a1:Y-a0,26651
306,1,X-a1:Y-a1,2784
307,1,X-a0:Y-a0,83613
307,1,X-a0:Y-a1,8726
307,1,X-a1:Y-a0,26688
307,1,X-a1:Y-a1,2795
308,1,X-a0:Y-a0,82472
308,1,X-a0:Y-a1,8814
308,1,X-a1:Y-a0,27562
308,1,X-a1:Y-a1,3007
309,1,X-a0:Y-a0,82189
309,1,X-a0:Y-a1,8989
309,1,X-a1:Y-a0,27501
309,1,X-a1:Y-a1,3092
310,1,X-a0:Y-a0,81890
310,1,X-a0:Y-a1,9102
310,1,X-a1:Y-a0,27579
310,1,X-a1:Y-a1,3160
311,1,X-a0:Y-a0,80883
311,1,X-a0:Y-a1,9183
311,1,X-a1:Y-a0,28366
311,1,X-a1:Y-a1,3314
312,1,X-a0:Y-a0,80822
312,1,X-a0:Y-a1,9335
312,1,X-a1:Y-a0,28166
312,1,X-a1:Y-a1,3325
313,1,X-a0:Y-a0,80286
313,1,X-a0:Y-a1,9526
313,1,X-a1:Y-a0,28496
313,1,X-a1:Y-a1,3406
314,1,X-a0:Y-a0,79293
314,1,X-a0:Y-a1,9582
314,1,X-a1:Y-a0,29375
314,1,X-a1:Y-a1,3591
315,1,X-a0:Y-a0,79251
315,1,X-a0:Y-a1,9710
315,1,X-a1:Y-a0,29185
315,1,X-a1:Y-a1,3634
316,1,X-a0:Y-a0,79124
316,1,X-a0:Y-a1,9891
316,1,X-a1:Y-a0,29330
316,1,X-a1:Y-a1,3792
317,1,X-a0:Y-a0,78343
317,1,X-a0:Y-a1,10031
317,1,X-a1:Y-a0,29979
317,1,X-a1:Y-a1,3933
318,1,X-a0:Y-a0,78092
318,1,X-a0:Y-a1,10168
318,1,X-a1:Y-a0,29767
318,1,X-a1:Y-a1,3941
319,1,X-a0:Y-a0,77459
319,1,X-a0:Y-a1,10224
319,1,X-a1:Y-a0,30153
319,1,X-a1:Y-a1,4112
320,1,X-a0:Y-a0,76774
320,1,X-a0:Y-a1,10258
320,1,X-a1:Y-a0,30455
320,1,X-a1:Y-a1,4188
321,1,X-a0:Y-a0,76976
321,1,X-a0:Y-a1,10454
321,1,X-a1:Y-a0,30248
321,1,X-a1:Y-a1,4236
322,1,X-a0:Y-a0,76232
322,1,X-a0:Y-a1,10585
322,1,X-a1:Y-a0,30741
322,1,X-a1:Y-a1,4411
323,1,X-a0:Y-a0,75437
323,1,X-a0:Y-a1,10661
323,1,X-a1:Y-a0,31058
323,1,X-a1:Y-a1,4508
324,1,X-a0:Y-a0,75435
324,1,X-a0:Y-a1,10784
324,1,X-a1:Y-a0,31086
324,1,X-a1:Y-a1,4506
325,1,X-a0:Y-a0,74589
325,1,X-a0:Y-a1,10877
325,1,X-a1:Y-a0,31740
325,1,X-a1:Y-a1,4681
326,1,X-a0:Y-a0,74106
326,1,X-a0:Y-a1,11076
326,1,X-a1:Y-a0,31990
326,1,X-a1:Y-a1,4769
327,1,X-a0:Y-a0,73753
327,1,X-a0:Y-a1,11319
327,1,X-a1:Y-a0,31897
327,1,X-a1:Y-a1,4832
328,1,X-a0:Y-a0,72862
328,1,X-a0:Y-a1,11311
328,1,X-a1:Y-a0,32557
328,1,X-a1:Y-a1,5133
329,1,X-a0:Y-a0,72077
329,1,X-a0:Y-a1,11496
329,1,X-a1:Y-a0,32867
329,1,X-a1:Y-a1,5249
330,1,X-a0:Y-a0,71902
330,1,X-a0:Y-a1,11675
330,1,X-a1:Y-a0,33009
330,1,X-a1:Y-a1,5346
331,1,X-a0:Y-a0,70894
331,1,X-a0:Y-a1,11686
331,1,X-a1:Y-a0,33799
331,1,X-a1:Y-a1,5604
332,1,X-a0:Y-a0,70545
332,1,X-a0:Y-a1,11757
332,1,X-a1:Y-a0,33999
332,1,X-a1:Y-a1,5724
333,1,X-a0:Y-a0,70134
333,1,X-a0:Y-a1,11841
333,1,X-a1:Y-a0,34018
333,1,X-a1:Y-a1,5846
334,1,X-a0:Y-a0,68922
334,1,X-a0:Y-a1,11921
334,1,X-a1:Y-a0,34676
334,1,X-a1:Y-a1,6085
335,1,X-a0:Y-a0,68394
335,1,X-a0:Y-a1,12019
335,1,X-a1:Y-a0,34875
335,1,X-a1:Y-a1,6236
336,1,X-a0:Y-a0,67926
336,1,X-a0:Y-a1,12138
336,1,X-a1:Y-a0,34890
336,1,X-a1:Y-a1,6414
337,1,X-a0:Y-a0,66815
337,1,X-a0:Y-a1,12217
337,1,X-a1:Y-a0,35494
337,1,X-a1:Y-a1,6649
338,1,X-a0:Y-a0,66565
338,1,X-a0:Y-a1,12333
338,1,X-a1:Y-a0,35741
338,1,X-a1:Y-a1,6753
339,1,X-a0:Y-a0,66275
339,1,X-a0:Y-a1,12366
339,1,X-a1:Y-a0,35919
339,1,X-a1:Y-a1,6909
340,1,X-a0:Y-a0,65462
340,1,X-a0:Y-a1,12431
340,1,X-a1:Y-a0,36420
340,1,X-a1:Y-a1,7205
341,1,X-a0:Y-a0,65081
341,1,X-a0:Y-a1,12600
341,1,X-a1:Y-a0,36388
341,1,X-a1:Y-a1,7330
342,1,X-a0:Y-a0,64451
342,1,X-a0:Y-a1,12705
342,1,X-a1:Y-a0,36590
342,1,X-a1:Y-a1,7484
343,1,X-a0:Y-a0,63605
343,1,X-a0:Y-a1,12750
343,1,X-a1:Y-a0,37193
343,1,X-a1:Y-a1,7802
344,1,X-a0:Y-a0,63334
344,1,X-a0:Y-a1,13043
344,1,X-a1:Y-a0,37170
344,1,X-a1:Y-a1,7903
345,1,X-a0:Y-a0,62695
345,1,X-a0:Y-a1,13119
345,1,X-a1:Y-a0,37405
345,1,X-a1:Y-a1,8157
346,1,X-a0:Y-a0,61989
346,1,X-a0:Y-a1,13250
346,1,X-a1:Y-a0,37870
346,1,X-a1:Y-a1,8444
347,1,X-a0:Y-a0,61717
347,1,X-a0:Y-a1,13373
347,1,X-a1:Y-a0,37981
347,1,X-a1:Y-a1,8504
348,1,X-a0:Y-a0,61297
348,1,X-a0:Y-a1,13479
348,1,X-a1:Y-a0,38219
348,1,X-a1:Y-a1,8721
349,1,X-a0:Y-a0,60540
349,1,X-a0:Y-a1,13584
349,1,X-a1:Y-a0,38596
349,1,X-a1:Y-a1,8921
350,1,X-a0:Y-a0,60432
350,1,X-a0:Y-a1,13726
350,1,X-a1:Y-a0,38623
350,1,X-a1:Y-a1,9031
351,1,X-a0:Y-a0,59872
351,1,X-a0:Y-a1,13775
351,1,X-a1:Y-a0,38981
351,1,X-a1:Y-a1,9304
352,1,X-a0:Y-a0,59295
352,1,X-a0:Y-a1,13940
352,1,X-a1:Y-a0,39184
352,1,X-a1:Y-a1,9503
353,1,X-a0:Y-a0,58984
353,1,X-a0:Y-a1,14187
353,1,X-a1:Y-a0,39347
353,1,X-a1:Y-a1,9450
354,1,X-a0:Y-a0,58339
354,1,X-a0:Y-a1,14270
354,1,X-a1:Y-a0,39520
354,1,X-a1:Y-a1,9695
355,1,X-a0:Y-a0,57962
355,1,X-a0:Y-a1,14486
355,1,X-a1:Y-a0,39656
355,1,X-a1:Y-a1,9978
356,1,X-a0:Y-a0,57754
356,1,X-a0:Y-a1,14672
356,1,X-a1:Y-a0,39791
356,1,X-a1:Y-a1,10116
357,1,X-a0:Y-a0,57152
357,1,X-a0:Y-a1,14719
357,1,X-a1:Y-a0,40057
357,1,X-a1:Y-a1,10429
358,1,X-a0:Y-a0,56413
358,1,X-a0:Y-a1,14836
358,1,X-a1:Y-a0,40338
358,1,X-a1:Y-a1,10700
359,1,X-a0:Y-a0,56088
359,1,X-a0:Y-a1,14944
359,1,X-a1:Y-a0,40354
359,1,X-a1:Y-a1,10837
360,1,X-a0:Y-a0,55147
360,1,X-a0:Y-a1,14945
360,1,X-a1:Y-a0,40730
360,1,X-a1:Y-a1,11128
361,1,X-a0:Y-a0,54660
361,1,X-a0:Y-a1,15018
361,1,X-a1:Y-a0,40998
361,1,X-a1:Y-a1,11391
362,1,X-a0:Y-a0,54242
362,1,X-a0:Y-a1,15181
362,1,X-a1:Y-a0,41159
362,1,X-a1:Y-a1,11632
363,1,X-a0:Y-a0,53576
363,1,X-a0:Y-a1,15315
363,1,X-a1:Y-a0,41485
363,1,X-a1:Y-a1,11886
364,1,X-a0:Y-a0,53178
364,1,X-a0:Y-a1,15399
364,1,X-a1:Y-a0,41562
364,1,X-a1:Y-a1,12117
365,1,X-a0:Y-a0,52691
365,1,X-a0:Y-a1,15575
365,1,X-a1:Y-a0,41798
365,1,X-a1:Y-a1,12310
366,1,X-a0:Y-a0,52068
366,1,X-a0:Y-a1,15650
366,1,X-a1:Y-a0,42143
366,1,X-a1:Y-a1,12557
367,1,X-a0:Y-a0,51763
367,1,X-a0:Y-a1,15671
367,1,X-a1:Y-a0,42178
367,1,X-a1:Y-a1,12741
368,1,X-a0:Y-a0,51148
368,1,X-a0:Y-a1,15780
368,1,X-a1:Y-a0,42225
368,1,X-a1:Y-a1,12902
369,1,X-a0:Y-a0,50380
369,1,X-a0:Y-a1,15948
369,1,X-a1:Y-a0,42583
369,1,X-a1:Y-a1,13270
370,1,X-a0:Y-a0,49932
370,1,X-a0:Y-a1,16085
370,1,X-a1:Y-a0,42626
370,1,X-a1:Y-a1,13451
371,1,X-a0:Y-a0,49425
371,1,X-a0:Y-a1,16124
371,1,X-a1:Y-a0,42764
371,1,X-a1:Y-a1,13696
372,1,X-a0:Y-a0,48618
372,1,X-a0:Y-a1,16115
372,1,X-a1:Y-a0,43044
372,1,X-a1:Y-a1,13994
373,1,X-a0:Y-a0,48215
373,1,X-a0:Y-a1,16132
373,1,X-a1:Y-a0,43065
373,1,X-a1:Y-a1,14292
374,1,X-a0:Y-a0,47614
374,1,X-a0:Y-a1,16271
374,1,X-a1:Y-a0,43232
374,1,X-a1:Y-a1,14647
375,1,X-a0:Y-a0,47207
375,1,X-a0:Y-a1,16368
375,1,X-a1:Y-a0,43363
375,1,X-a1:Y-a1,15007
376,1,X-a0:Y-a0,46790
376,1,X-a0:Y-a1,16474
376,1,X-a1:Y-a0,43402
376,1,X-a1:Y-a1,15218
377,1,X-a0:Y-a0,46218
377,1,X-a0:Y-a1,16458
377,1,X-a1:Y-a0,43654
377,1,X-a1:Y-a1,15645
378,1,X-a0:Y-a0,45681
378,1,X-a0:Y-a1,16522
378,1,X-a1:Y-a0,43785
378,1,X-a1:Y-a1,15898
379,1,X-a0:Y-a0,45292
379,1,X-a0:Y-a1,16498
379,1,X-a1:Y-a0,43703
379,1,X-a1:Y-a1,16154
380,1,X-a0:Y-a0,44655
380,1,X-a0:Y-a1,16626
380,1,X-a1:Y-a0,43758
380,1,X-a1:Y-a1,16509
381,1,X-a0:Y-a0,44288
381,1,X-a0:Y-a1,16705
381,1,X-a1:Y-a0,43886
381,1,X-a1:Y-a1,16820
382,1,X-a0:Y-a0,44052
382,1,X-a0:Y-a1,16827
382,1,X-a1:Y-a0,43933
382,1,X-a1:Y-a1,16991
383,1,X-a0:Y-a0,43553
383,1,X-a0:Y-a1,16754
383,1,X-a1:Y-a0,44003
383,1,X-a1:Y-a1,17342
384,1,X-a0:Y-a0,42980
384,1,X-a0:Y-a1,16822
384,1,X-a1:Y-a0,44132
384,1,X-a1:Y-a1,17613
385,1,X-a0:Y-a0,42680
385,1,X-a0:Y-a1,16888
385,1,X-a1:Y-a0,44158
385,1,X-a1:Y-a1,17845
386,1,X-a0:Y-a0,42092
386,1,X-a0:Y-a1,16873
386,1,X-a1:Y-a0,44356
386,1,X-a1:Y-a1,18156
387,1,X-a0:Y-a0,41712
387,1,X-a0:Y-a1,16970
387,1,X-a1:Y-a0,44531
387,1,X-a1:Y-a1,18397
388,1,X-a0:Y-a0,41390
388,1,X-a0:Y-a1,17107
388,1,X-a1:Y-a0,44454
388,1,X-a1:Y-a1,18582
389,1,X-a0:Y-a0,40920
389,1,X-a0:Y-a1,17189
389,1,X-a1:Y-a0,44555
389,1,X-a1:Y-a1,18878
390,1,X-a0:Y-a0,40398
390,1,X-a0:Y-a1,17241
390,1,X-a1:Y-a0,44572
390,1,X-a1:Y-a1,19170
391,1,X-a0:Y-a0,40152
391,1,X-a0:Y-a1,17251
391,1,X-a1:Y-a0,44695
391,1,X-a1:Y-a1,19459
392,1,X-a0:Y-a0,39664
392,1,X-a0:Y-a1,17296
392,1,X-a1:Y-a0,44994
392,1,X-a1:Y-a1,19699
393,1,X-a0:Y-a0,39099
393,1,X-a0:Y-a1,17426
393,1,X-a1:Y-a0,45078
393,1,X-a1:Y-a1,19969
394,1,X-a0:Y-a0,38790
394,1,X-a0:Y-a1,17433
394,1,X-a1:Y-a0,45031
394,1,X-a1:Y-a1,20204
395,1,X-a0:Y-a0,38337
395,1,X-a0:Y-a1,17408
395,1,X-a1:Y-a0,45195
395,1,X-a1:Y-a1,20620
