Time, Year, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
6,1960.52,252,20.1553,M,2,0,N/A,STIPostImmigrating,0,57,2,0,1,MARITAL,NORMAL,190,2,2
7,1960.52,188,33.0185,F,1,2,local,STIPreEmigrating,0,29,2,0,0,MARITAL,NORMAL,254,1,1
7,1960.52,254,48.1739,M,1,2,local,STIPreEmigrating,0,29,2,0,0,MARITAL,NORMAL,188,1,1
7,1960.52,89,47.8194,M,1,0,N/A,STIPostImmigrating,0,14,2,0,1,MARITAL,MIGRATING,295,1,0
7,1960.52,295,47.0635,F,1,0,N/A,STIPostImmigrating,0,14,2,0,1,MARITAL,NORMAL,89,1,1
7,1960.52,89,47.8194,M,2,1,local,STIPreEmigrating,0,14,2,0,0,MARITAL,NORMAL,295,2,2
7,1960.52,295,47.0607,F,2,1,local,STIPreEmigrating,0,14,2,0,0,MARITAL,NORMAL,89,2,2
7,1960.52,188,33.0185,F,2,0,N/A,STIPostImmigrating,0,29,2,0,1,MARITAL,MIGRATING,254,0,2
7,1960.52,254,48.1766,M,2,0,N/A,STIPostImmigrating,0,29,2,0,1,MARITAL,NORMAL,188,2,2
8,1960.52,62,24.377,M,1,2,local,STIPreEmigrating,0,9,2,0,0,MARITAL,NORMAL,308,1,1
8,1960.52,308,17.8809,F,1,2,local,STIPreEmigrating,0,9,2,0,0,MARITAL,NORMAL,62,1,1
8,1960.52,62,24.377,M,2,0,N/A,STIPostImmigrating,0,9,2,0,1,MARITAL,MIGRATING,308,2,0
8,1960.52,308,17.8836,F,2,0,N/A,STIPostImmigrating,0,9,2,0,1,MARITAL,NORMAL,62,2,2
12,1960.53,33,18.7176,F,1,0,N/A,STIPostImmigrating,0,44,3,0,1,MARITAL,MIGRATING,125,0,1
12,1960.53,125,23.7514,M,1,0,N/A,STIPostImmigrating,0,44,3,0,1,MARITAL,NORMAL,33,1,1
12,1960.53,33,18.7176,F,2,1,local,STIPreEmigrating,0,44,3,0,0,MARITAL,NORMAL,125,2,2
12,1960.53,125,23.7487,M,2,1,local,STIPreEmigrating,0,44,3,0,0,MARITAL,NORMAL,33,2,2
14,1960.54,238,42.7008,M,1,2,local,STIPreEmigrating,0,67,4,0,0,MARITAL,NORMAL,46,1,1
14,1960.54,46,24.453,F,1,2,local,STIPreEmigrating,0,67,4,0,0,MARITAL,NORMAL,238,1,1
14,1960.54,268,40.5665,M,1,2,local,STIPreEmigrating,0,31,7,0,0,MARITAL,NORMAL,300,1,1
14,1960.54,300,36.049,F,1,2,local,STIPreEmigrating,0,31,7,0,0,MARITAL,NORMAL,268,1,1
14,1960.54,46,24.453,F,2,0,N/A,STIPostImmigrating,0,67,4,0,1,MARITAL,MIGRATING,238,0,2
14,1960.54,238,42.7008,M,2,0,N/A,STIPostImmigrating,0,67,4,0,1,MARITAL,NORMAL,46,2,2
14,1960.54,268,40.5665,M,2,0,N/A,STIPostImmigrating,0,31,7,0,1,MARITAL,MIGRATING,300,2,0
14,1960.54,300,36.0517,F,2,0,N/A,STIPostImmigrating,0,31,7,0,1,MARITAL,NORMAL,268,2,2
16,1960.54,300,36.0572,F,1,0,N/A,STIPostImmigrating,0,31,7,0,1,MARITAL,MIGRATING,268,0,1
16,1960.54,268,40.5719,M,1,0,N/A,STIPostImmigrating,0,31,7,0,1,MARITAL,NORMAL,300,1,1
16,1960.54,300,36.0572,F,2,1,local,STIPreEmigrating,0,31,7,0,1,MARITAL,NORMAL,268,2,2
16,1960.54,268,40.5692,M,2,1,local,STIPreEmigrating,0,31,7,0,1,MARITAL,NORMAL,300,2,2
19,1960.55,17,31.7444,M,1,0,N/A,STIPostImmigrating,0,2,5,0,1,MARITAL,MIGRATING,123,1,0
19,1960.55,123,28.79,F,1,0,N/A,STIPostImmigrating,0,2,5,0,1,MARITAL,NORMAL,17,1,1
19,1960.55,17,31.7444,M,2,1,local,STIPreEmigrating,0,2,5,0,0,MARITAL,NORMAL,123,2,2
19,1960.55,123,28.7872,F,2,1,local,STIPreEmigrating,0,2,5,0,0,MARITAL,NORMAL,17,2,2
21,1960.56,49,21.0646,M,1,0,N/A,STIPostImmigrating,0,56,2,0,1,MARITAL,MIGRATING,24,1,0
21,1960.56,109,38.6844,M,1,0,N/A,STIPostImmigrating,0,20,9,0,1,MARITAL,MIGRATING,175,1,0
21,1960.56,175,25.8071,F,1,0,N/A,STIPostImmigrating,0,20,9,0,1,MARITAL,NORMAL,109,1,1
21,1960.56,24,21.385,F,1,0,N/A,STIPostImmigrating,0,56,2,0,1,MARITAL,NORMAL,49,1,1
21,1960.56,109,38.6844,M,2,1,local,STIPreEmigrating,0,20,9,0,0,MARITAL,NORMAL,175,2,2
21,1960.56,175,25.8043,F,2,1,local,STIPreEmigrating,0,20,9,0,0,MARITAL,NORMAL,109,2,2
21,1960.56,24,21.385,F,2,1,local,STIPreEmigrating,0,56,2,0,0,MARITAL,NORMAL,49,2,2
21,1960.56,49,21.0646,M,2,1,local,STIPreEmigrating,0,56,2,0,0,MARITAL,NORMAL,24,2,2
24,1960.57,155,60.6602,F,1,2,local,STIPreEmigrating,0,30,7,0,1,MARITAL,NORMAL,267,1,1
24,1960.57,267,66.9228,M,1,2,local,STIPreEmigrating,0,30,7,0,1,MARITAL,NORMAL,155,1,1
24,1960.57,149,34.8313,M,1,0,N/A,STIPostImmigrating,0,22,8,0,1,MARITAL,MIGRATING,325,1,0
24,1960.57,325,35.9733,F,1,0,N/A,STIPostImmigrating,0,22,8,0,1,MARITAL,NORMAL,149,1,1
24,1960.57,149,34.8313,M,2,1,local,STIPreEmigrating,0,22,8,0,0,MARITAL,NORMAL,325,2,2
24,1960.57,325,35.9706,F,2,1,local,STIPreEmigrating,0,22,8,0,0,MARITAL,NORMAL,149,2,2
24,1960.57,267,66.9228,M,2,0,N/A,STIPostImmigrating,0,30,7,0,1,MARITAL,MIGRATING,155,2,0
24,1960.57,155,60.6602,F,2,0,N/A,STIPostImmigrating,0,30,7,0,1,MARITAL,NORMAL,267,2,2
25,1960.57,109,38.6953,M,1,2,local,STIPreEmigrating,0,20,9,0,1,MARITAL,NORMAL,175,1,1
25,1960.57,175,25.818,F,1,2,local,STIPreEmigrating,0,20,9,0,1,MARITAL,NORMAL,109,1,1
25,1960.57,175,25.818,F,2,0,N/A,STIPostImmigrating,0,20,9,0,1,MARITAL,MIGRATING,109,0,2
25,1960.57,109,38.6953,M,2,0,N/A,STIPostImmigrating,0,20,9,0,1,MARITAL,NORMAL,175,2,2
29,1960.58,268,40.6076,M,1,2,local,STIPreEmigrating,0,31,11,0,1,MARITAL,NORMAL,300,1,1
29,1960.58,300,36.0901,F,1,2,local,STIPreEmigrating,0,31,11,0,1,MARITAL,NORMAL,268,1,1
29,1960.58,268,40.6076,M,2,0,N/A,STIPostImmigrating,0,31,11,0,1,MARITAL,MIGRATING,300,2,0
29,1960.58,300,36.0928,F,2,0,N/A,STIPostImmigrating,0,31,11,0,1,MARITAL,NORMAL,268,2,2
32,1960.59,53,48.4704,F,1,0,N/A,STIPostImmigrating,0,36,13,0,1,MARITAL,MIGRATING,271,0,1
32,1960.59,91,40.2356,M,1,0,N/A,STIPostImmigrating,0,16,13,0,1,MARITAL,MIGRATING,111,1,0
32,1960.59,111,37.5356,F,1,0,N/A,STIPostImmigrating,0,16,13,0,1,MARITAL,NORMAL,91,1,1
32,1960.59,271,59.7615,M,1,0,N/A,STIPostImmigrating,0,36,13,0,1,MARITAL,NORMAL,53,1,1
32,1960.59,111,37.5356,F,2,1,local,STIPreEmigrating,0,16,13,0,0,MARITAL,NORMAL,91,2,2
32,1960.59,91,40.2356,M,2,1,local,STIPreEmigrating,0,16,13,0,0,MARITAL,NORMAL,111,2,2
32,1960.59,271,59.7615,M,2,1,local,STIPreEmigrating,0,36,13,0,0,MARITAL,NORMAL,53,2,2
32,1960.59,53,48.4704,F,2,1,local,STIPreEmigrating,0,36,13,0,0,MARITAL,NORMAL,271,2,2
37,1960.6,336,13.5079,F,1,2,local,STIPreEmigrating,0,65,10,0,0,MARITAL,NORMAL,162,1,1
37,1960.6,162,21.8914,M,1,2,local,STIPreEmigrating,0,65,10,0,0,MARITAL,NORMAL,336,1,1
37,1960.6,162,21.8914,M,2,0,N/A,STIPostImmigrating,0,65,10,0,1,MARITAL,MIGRATING,336,2,0
37,1960.6,336,13.5079,F,2,0,N/A,STIPostImmigrating,0,65,10,0,1,MARITAL,NORMAL,162,2,2
39,1960.61,17,31.7992,M,1,2,local,STIPreEmigrating,0,2,12,0,1,MARITAL,NORMAL,123,1,1
39,1960.61,123,28.8448,F,1,2,local,STIPreEmigrating,0,2,12,0,1,MARITAL,NORMAL,17,1,1
39,1960.61,254,48.2643,M,1,0,N/A,STIPostImmigrating,0,29,8,0,1,MARITAL,MIGRATING,188,1,0
39,1960.61,188,33.1062,F,1,0,N/A,STIPostImmigrating,0,29,8,0,1,MARITAL,NORMAL,254,1,1
39,1960.61,188,33.1062,F,2,1,local,STIPreEmigrating,0,29,8,0,1,MARITAL,NORMAL,254,2,2
39,1960.61,254,48.2643,M,2,1,local,STIPreEmigrating,0,29,8,0,1,MARITAL,NORMAL,188,2,2
39,1960.61,123,28.8448,F,2,0,N/A,STIPostImmigrating,0,2,12,0,1,MARITAL,MIGRATING,17,0,2
39,1960.61,17,31.7992,M,2,0,N/A,STIPostImmigrating,0,2,12,0,1,MARITAL,NORMAL,123,2,2
40,1960.61,204,25.6904,F,1,2,local,STIPreEmigrating,0,47,14,0,0,MARITAL,NORMAL,214,1,1
40,1960.61,214,27.4999,M,1,2,local,STIPreEmigrating,0,47,14,0,0,MARITAL,NORMAL,204,1,1
40,1960.61,252,20.2485,M,1,0,N/A,STIPostImmigrating,0,57,12,0,1,MARITAL,MIGRATING,190,1,0
40,1960.61,190,26.8654,F,1,0,N/A,STIPostImmigrating,0,57,12,0,1,MARITAL,NORMAL,252,1,1
40,1960.61,252,20.2485,M,2,1,local,STIPreEmigrating,0,57,12,0,1,MARITAL,NORMAL,190,2,2
40,1960.61,190,26.8626,F,2,1,local,STIPreEmigrating,0,57,12,0,1,MARITAL,NORMAL,252,2,2
40,1960.61,204,25.6904,F,2,0,N/A,STIPostImmigrating,0,47,14,0,1,MARITAL,MIGRATING,214,0,2
40,1960.61,214,27.5027,M,2,0,N/A,STIPostImmigrating,0,47,14,0,1,MARITAL,NORMAL,204,2,2
41,1960.61,14,36.0244,F,1,2,local,STIPreEmigrating,0,19,17,0,0,MARITAL,NORMAL,104,1,1
41,1960.61,104,47.529,M,1,2,local,STIPreEmigrating,0,19,17,0,0,MARITAL,NORMAL,14,1,1
41,1960.61,14,36.0244,F,2,0,N/A,STIPostImmigrating,0,19,17,0,1,MARITAL,MIGRATING,104,0,2
41,1960.61,104,47.5317,M,2,0,N/A,STIPostImmigrating,0,19,17,0,1,MARITAL,NORMAL,14,2,2
44,1960.62,70,37.0794,F,1,2,local,STIPreEmigrating,0,25,15,0,0,MARITAL,NORMAL,208,1,1
44,1960.62,208,38.159,M,1,2,local,STIPreEmigrating,0,25,15,0,0,MARITAL,NORMAL,70,1,1
44,1960.62,70,37.0794,F,2,0,N/A,STIPostImmigrating,0,25,15,0,1,MARITAL,MIGRATING,208,0,2
44,1960.62,208,38.1618,M,2,0,N/A,STIPostImmigrating,0,25,15,0,1,MARITAL,NORMAL,70,2,2
46,1960.63,35,47.9215,F,1,0,N/A,STIPostImmigrating,0,32,20,0,1,MARITAL,MIGRATING,289,0,1
46,1960.63,289,47.3733,M,1,0,N/A,STIPostImmigrating,0,32,20,0,1,MARITAL,NORMAL,35,1,1
46,1960.63,35,47.9215,F,2,1,local,STIPreEmigrating,0,32,20,0,0,MARITAL,NORMAL,289,2,2
46,1960.63,289,47.3705,M,2,1,local,STIPreEmigrating,0,32,20,0,0,MARITAL,NORMAL,35,2,2
47,1960.63,208,38.17,M,1,0,N/A,STIPostImmigrating,0,25,18,0,1,MARITAL,MIGRATING,70,1,0
47,1960.63,70,37.0876,F,1,0,N/A,STIPostImmigrating,0,25,18,0,1,MARITAL,NORMAL,208,1,1
47,1960.63,70,37.0876,F,2,1,local,STIPreEmigrating,0,25,18,0,1,MARITAL,NORMAL,208,2,2
47,1960.63,208,38.17,M,2,1,local,STIPreEmigrating,0,25,18,0,1,MARITAL,NORMAL,70,2,2
48,1960.63,186,38.3043,F,1,2,local,STIPreEmigrating,0,45,18,0,0,MARITAL,NORMAL,200,1,1
48,1960.63,200,44.5798,M,1,2,local,STIPreEmigrating,0,45,18,0,0,MARITAL,NORMAL,186,1,1
48,1960.63,186,38.3043,F,2,0,N/A,STIPostImmigrating,0,45,18,0,1,MARITAL,MIGRATING,200,0,2
48,1960.63,200,44.5825,M,2,0,N/A,STIPostImmigrating,0,45,18,0,1,MARITAL,NORMAL,186,2,2
49,1960.63,260,34.1676,F,1,2,local,STIPreEmigrating,0,41,16,0,0,MARITAL,NORMAL,94,1,1
49,1960.63,94,37.286,M,1,2,local,STIPreEmigrating,0,41,16,0,0,MARITAL,NORMAL,260,1,1
49,1960.63,94,37.286,M,2,0,N/A,STIPostImmigrating,0,41,16,0,1,MARITAL,MIGRATING,260,2,0
49,1960.63,260,34.1676,F,2,0,N/A,STIPostImmigrating,0,41,16,0,1,MARITAL,NORMAL,94,2,2
51,1960.64,67,47.3024,M,1,0,N/A,STIPostImmigrating,0,8,19,0,1,MARITAL,MIGRATING,329,1,0
51,1960.64,153,37.5498,M,1,0,N/A,STIPostImmigrating,0,24,27,0,1,MARITAL,MIGRATING,287,1,0
51,1960.64,287,24.1946,F,1,0,N/A,STIPostImmigrating,0,24,27,0,1,MARITAL,NORMAL,153,1,1
51,1960.64,329,40.8129,F,1,0,N/A,STIPostImmigrating,0,8,19,0,1,MARITAL,NORMAL,67,1,1
51,1960.64,67,47.3024,M,2,1,local,STIPreEmigrating,0,8,19,0,0,MARITAL,NORMAL,329,2,2
51,1960.64,329,40.8102,F,2,1,local,STIPreEmigrating,0,8,19,0,0,MARITAL,NORMAL,67,2,2
51,1960.64,153,37.5498,M,2,1,local,STIPreEmigrating,0,24,27,0,0,MARITAL,NORMAL,287,2,2
51,1960.64,287,24.1919,F,2,1,local,STIPreEmigrating,0,24,27,0,0,MARITAL,NORMAL,153,2,2
53,1960.65,300,36.1586,F,1,0,N/A,STIPostImmigrating,0,31,20,0,1,MARITAL,MIGRATING,268,0,1
53,1960.65,268,40.6733,M,1,0,N/A,STIPostImmigrating,0,31,20,0,1,MARITAL,NORMAL,300,1,1
53,1960.65,268,40.6733,M,2,1,local,STIPreEmigrating,0,31,20,0,1,MARITAL,NORMAL,300,2,2
53,1960.65,300,36.1586,F,2,1,local,STIPreEmigrating,0,31,20,0,1,MARITAL,NORMAL,268,2,2
54,1960.65,279,59.8547,M,1,2,local,STIPreEmigrating,0,46,16,0,1,MARITAL,NORMAL,99,1,1
54,1960.65,99,40.0897,F,1,2,local,STIPreEmigrating,0,46,16,0,1,MARITAL,NORMAL,279,1,1
54,1960.65,325,36.0555,F,1,2,local,STIPreEmigrating,0,22,17,0,1,MARITAL,NORMAL,149,1,1
54,1960.65,149,34.9107,M,1,2,local,STIPreEmigrating,0,22,17,0,1,MARITAL,NORMAL,325,1,1
54,1960.65,152,30.638,F,1,0,N/A,STIPostImmigrating,0,37,16,0,1,MARITAL,MIGRATING,304,0,1
54,1960.65,304,41.4541,M,1,0,N/A,STIPostImmigrating,0,37,16,0,1,MARITAL,NORMAL,152,1,1
54,1960.65,304,41.4541,M,2,1,local,STIPreEmigrating,0,37,16,0,1,MARITAL,NORMAL,152,2,2
54,1960.65,152,30.638,F,2,1,local,STIPreEmigrating,0,37,16,0,1,MARITAL,NORMAL,304,2,2
54,1960.65,279,59.8547,M,2,0,N/A,STIPostImmigrating,0,46,16,0,1,MARITAL,MIGRATING,99,2,0
54,1960.65,99,40.0924,F,2,0,N/A,STIPostImmigrating,0,46,16,0,1,MARITAL,NORMAL,279,2,2
54,1960.65,325,36.0555,F,2,0,N/A,STIPostImmigrating,0,22,17,0,1,MARITAL,MIGRATING,149,0,2
54,1960.65,149,34.9135,M,2,0,N/A,STIPostImmigrating,0,22,17,0,1,MARITAL,NORMAL,325,2,2
56,1960.65,111,37.6014,F,1,2,local,STIPreEmigrating,0,16,23,0,1,MARITAL,NORMAL,91,1,1
56,1960.65,91,40.2986,M,1,2,local,STIPreEmigrating,0,16,23,0,1,MARITAL,NORMAL,111,1,1
56,1960.65,5,25.0631,M,1,0,N/A,STIPostImmigrating,0,54,20,0,1,MARITAL,MIGRATING,87,1,0
56,1960.65,87,16.4816,F,1,0,N/A,STIPostImmigrating,0,54,20,0,1,MARITAL,NORMAL,5,1,1
56,1960.65,5,25.0631,M,2,1,local,STIPreEmigrating,0,54,20,0,0,MARITAL,NORMAL,87,2,2
56,1960.65,87,16.4788,F,2,1,local,STIPreEmigrating,0,54,20,0,0,MARITAL,NORMAL,5,2,2
56,1960.65,111,37.6014,F,2,0,N/A,STIPostImmigrating,0,16,23,0,1,MARITAL,MIGRATING,91,0,2
56,1960.65,91,40.3014,M,2,0,N/A,STIPostImmigrating,0,16,23,0,1,MARITAL,NORMAL,111,2,2
57,1960.66,14,36.0682,F,1,0,N/A,STIPostImmigrating,0,19,26,0,1,MARITAL,MIGRATING,104,0,1
57,1960.66,104,47.5755,M,1,0,N/A,STIPostImmigrating,0,19,26,0,1,MARITAL,NORMAL,14,1,1
57,1960.66,14,36.0682,F,2,1,local,STIPreEmigrating,0,19,26,0,1,MARITAL,NORMAL,104,2,2
57,1960.66,104,47.5728,M,2,1,local,STIPreEmigrating,0,19,26,0,1,MARITAL,NORMAL,14,2,2
60,1960.66,76,22.713,F,1,2,local,STIPreEmigrating,0,39,22,0,0,MARITAL,NORMAL,26,1,1
60,1960.66,26,28.4457,M,1,2,local,STIPreEmigrating,0,39,22,0,0,MARITAL,NORMAL,76,1,1
60,1960.66,26,28.4457,M,2,0,N/A,STIPostImmigrating,0,39,22,0,1,MARITAL,MIGRATING,76,2,0
60,1960.66,76,22.713,F,2,0,N/A,STIPostImmigrating,0,39,22,0,1,MARITAL,NORMAL,26,2,2
61,1960.67,5,25.0768,M,1,2,local,STIPreEmigrating,0,54,22,0,1,MARITAL,NORMAL,87,1,1
61,1960.67,87,16.4925,F,1,2,local,STIPreEmigrating,0,54,22,0,1,MARITAL,NORMAL,5,1,1
61,1960.67,5,25.0768,M,2,0,N/A,STIPostImmigrating,0,54,22,0,1,MARITAL,MIGRATING,87,2,0
61,1960.67,87,16.4953,F,2,0,N/A,STIPostImmigrating,0,54,22,0,1,MARITAL,NORMAL,5,2,2
63,1960.67,331,40.5324,F,1,2,local,STIPreEmigrating,0,26,27,0,1,MARITAL,NORMAL,177,1,1
63,1960.67,177,51.8272,M,1,2,local,STIPreEmigrating,0,26,27,0,1,MARITAL,NORMAL,331,1,1
63,1960.67,177,51.8272,M,2,0,N/A,STIPostImmigrating,0,26,27,0,1,MARITAL,MIGRATING,331,2,0
63,1960.67,331,40.5324,F,2,0,N/A,STIPostImmigrating,0,26,27,0,1,MARITAL,NORMAL,177,2,2
65,1960.68,112,26.6483,F,1,2,local,STIPreEmigrating,0,3,27,0,0,MARITAL,NORMAL,6,1,1
65,1960.68,6,25.2347,M,1,2,local,STIPreEmigrating,0,3,27,0,0,MARITAL,NORMAL,112,1,1
65,1960.68,9,19.7864,F,1,0,N/A,STIPostImmigrating,0,60,3,0,1,MARITAL,MIGRATING,37,0,1
65,1960.68,37,18.8782,M,1,0,N/A,STIPostImmigrating,0,60,3,0,1,MARITAL,NORMAL,9,1,1
65,1960.68,9,19.7864,F,2,1,local,STIPreEmigrating,0,60,3,0,0,MARITAL,NORMAL,37,2,2
65,1960.68,37,18.8754,M,2,1,local,STIPreEmigrating,0,60,3,0,0,MARITAL,NORMAL,9,2,2
65,1960.68,6,25.2347,M,2,0,N/A,STIPostImmigrating,0,3,27,0,1,MARITAL,MIGRATING,112,2,0
65,1960.68,112,26.6483,F,2,0,N/A,STIPostImmigrating,0,3,27,0,1,MARITAL,NORMAL,6,2,2
67,1960.68,252,20.3225,M,1,2,local,STIPreEmigrating,0,57,23,0,1,MARITAL,NORMAL,190,1,1
67,1960.68,190,26.9393,F,1,2,local,STIPreEmigrating,0,57,23,0,1,MARITAL,NORMAL,252,1,1
67,1960.68,190,26.9393,F,2,0,N/A,STIPostImmigrating,0,57,23,0,1,MARITAL,MIGRATING,252,0,2
67,1960.68,252,20.3225,M,2,0,N/A,STIPostImmigrating,0,57,23,0,1,MARITAL,NORMAL,190,2,2
70,1960.69,308,18.0535,F,1,0,N/A,STIPostImmigrating,0,9,21,0,1,MARITAL,MIGRATING,62,0,1
70,1960.69,62,24.5469,M,1,0,N/A,STIPostImmigrating,0,9,21,0,1,MARITAL,NORMAL,308,1,1
70,1960.69,62,24.5469,M,2,1,local,STIPreEmigrating,0,9,21,0,1,MARITAL,NORMAL,308,2,2
70,1960.69,308,18.0535,F,2,1,local,STIPreEmigrating,0,9,21,0,1,MARITAL,NORMAL,62,2,2
71,1960.69,280,33.8769,M,1,2,local,STIPreEmigrating,0,35,33,0,0,MARITAL,NORMAL,16,1,1
71,1960.69,16,30.476,F,1,2,local,STIPreEmigrating,0,35,33,0,0,MARITAL,NORMAL,280,1,1
71,1960.69,252,20.3334,M,1,0,N/A,STIPostImmigrating,0,57,25,0,1,MARITAL,MIGRATING,190,1,0
71,1960.69,190,26.9503,F,1,0,N/A,STIPostImmigrating,0,57,25,0,1,MARITAL,NORMAL,252,1,1
71,1960.69,252,20.3334,M,2,1,local,STIPreEmigrating,0,57,25,0,1,MARITAL,NORMAL,190,2,2
71,1960.69,190,26.9476,F,2,1,local,STIPreEmigrating,0,57,25,0,1,MARITAL,NORMAL,252,2,2
71,1960.69,16,30.476,F,2,0,N/A,STIPostImmigrating,0,35,33,0,1,MARITAL,MIGRATING,280,0,2
71,1960.69,280,33.8769,M,2,0,N/A,STIPostImmigrating,0,35,33,0,1,MARITAL,NORMAL,16,2,2
72,1960.7,123,28.9352,F,1,0,N/A,STIPostImmigrating,0,2,26,0,1,MARITAL,MIGRATING,17,0,1
72,1960.7,17,31.8896,M,1,0,N/A,STIPostImmigrating,0,2,26,0,1,MARITAL,NORMAL,123,1,1
72,1960.7,123,28.9352,F,2,1,local,STIPreEmigrating,0,2,26,0,1,MARITAL,NORMAL,17,2,2
72,1960.7,17,31.8869,M,2,1,local,STIPreEmigrating,0,2,26,0,1,MARITAL,NORMAL,123,2,2
74,1960.7,144,21.5513,F,1,2,local,STIPreEmigrating,0,77,13,0,0,MARITAL,NORMAL,293,1,1
74,1960.7,293,18.3489,M,1,2,local,STIPreEmigrating,0,77,13,0,0,MARITAL,NORMAL,144,1,1
74,1960.7,293,18.3489,M,2,0,N/A,STIPostImmigrating,0,77,13,0,1,MARITAL,MIGRATING,144,2,0
74,1960.7,144,21.5513,F,2,0,N/A,STIPostImmigrating,0,77,13,0,1,MARITAL,NORMAL,293,2,2
75,1960.71,200,44.6565,M,1,0,N/A,STIPostImmigrating,0,45,27,0,1,MARITAL,MIGRATING,186,1,0
75,1960.71,186,38.3783,F,1,0,N/A,STIPostImmigrating,0,45,27,0,1,MARITAL,NORMAL,200,1,1
75,1960.71,186,38.3783,F,2,1,local,STIPreEmigrating,0,45,27,0,1,MARITAL,NORMAL,200,2,2
75,1960.71,200,44.6565,M,2,1,local,STIPreEmigrating,0,45,27,0,1,MARITAL,NORMAL,186,2,2
76,1960.71,188,33.2076,F,1,2,local,STIPreEmigrating,0,29,21,0,1,MARITAL,NORMAL,254,1,1
76,1960.71,254,48.3629,M,1,2,local,STIPreEmigrating,0,29,21,0,1,MARITAL,NORMAL,188,1,1
76,1960.71,188,33.2076,F,2,0,N/A,STIPostImmigrating,0,29,21,0,1,MARITAL,MIGRATING,254,0,2
76,1960.71,254,48.3657,M,2,0,N/A,STIPostImmigrating,0,29,21,0,1,MARITAL,NORMAL,188,2,2
77,1960.71,116,30.6942,M,1,2,local,STIPreEmigrating,0,43,33,0,0,MARITAL,NORMAL,182,1,1
77,1960.71,182,23.6569,F,1,2,local,STIPreEmigrating,0,43,33,0,0,MARITAL,NORMAL,116,1,1
77,1960.71,116,30.6942,M,2,0,N/A,STIPostImmigrating,0,43,33,0,1,MARITAL,MIGRATING,182,2,0
77,1960.71,182,23.6597,F,2,0,N/A,STIPostImmigrating,0,43,33,0,1,MARITAL,NORMAL,116,2,2
79,1960.72,48,29.3833,F,1,2,local,STIPreEmigrating,0,69,22,0,0,MARITAL,NORMAL,266,1,1
79,1960.72,266,28.8969,M,1,2,local,STIPreEmigrating,0,69,22,0,0,MARITAL,NORMAL,48,1,1
79,1960.72,48,29.3833,F,2,0,N/A,STIPostImmigrating,0,69,22,0,1,MARITAL,MIGRATING,266,0,2
79,1960.72,266,28.8996,M,2,0,N/A,STIPostImmigrating,0,69,22,0,1,MARITAL,NORMAL,48,2,2
81,1960.72,91,40.3698,M,1,0,N/A,STIPostImmigrating,0,16,31,0,1,MARITAL,MIGRATING,111,1,0
