Time,NodeID,Species,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,AvailableHabitat,EggCrowdingCorrection
118,340461476,organochlorines_resistant,1001,9909,203,1589,8117,30992,30348,184590,325680,162840,0,0,2274,17,2905,0,952,1807,187,26316.6,0.079662
119,340461476,pyrethroid_resistant,1001,12618,428,2110,10080,30797,30284,184607,442520,221260,0,0,3057,45,2911,0,1120,1512,308,26299.6,0.0648527
119,340461476,carbamate_resistant,1001,12483,480,2038,9965,30511,30146,184730,422040,211020,0,0,2929,54,2999,0,1161,1492,314,26176.6,0.0625648
119,340461476,organochlorines_resistant,1001,9893,201,1592,8100,30899,30458,184664,345480,172740,0,0,2352,28,2915,0,964,1726,241,26242.6,0.0808052
120,340461476,pyrethroid_resistant,1001,12446,404,2110,9932,30876,30218,184537,421720,210860,0,0,2969,48,2870,0,1233,1502,307,26369.6,0.0594315
120,340461476,carbamate_resistant,1001,12440,449,2082,9909,30579,30320,184489,418640,209320,0,0,3056,51,2951,0,1222,1446,326,26417.6,0.062024
120,340461476,organochlorines_resistant,1001,9841,197,1574,8070,30828,30432,184382,327120,163560,0,0,2300,26,2929,0,927,1802,252,26524.6,0.0759599
121,340461476,pyrethroid_resistant,1001,12398,388,2112,9898,30864,30123,184892,417800,208900,0,0,2830,49,2928,0,1254,1449,273,26014.6,0.0625288
121,340461476,carbamate_resistant,1001,12325,416,2062,9847,30502,30514,184530,415160,207580,0,0,2904,38,2838,0,1180,1495,278,26376.6,0.0631034
121,340461476,organochlorines_resistant,1001,9832,187,1552,8093,30967,30314,184440,329800,164900,0,0,2229,17,2971,0,957,1806,217,26466.6,0.0810853
122,340461476,pyrethroid_resistant,1001,12341,371,2121,9849,30879,30265,184212,435400,217700,0,0,2921,32,2900,0,1137,1501,319,26694.6,0.0622657
122,340461476,carbamate_resistant,1001,12471,418,2065,9988,30470,30249,184810,413800,206900,0,0,2900,36,2978,0,1166,1384,282,26096.6,0.0635336
122,340461476,organochlorines_resistant,1001,9761,172,1543,8046,30992,30172,184583,337160,168580,0,0,2357,19,2907,0,1005,1720,253,26323.6,0.0802505
123,340461476,pyrethroid_resistant,1001,12378,379,2144,9855,30891,30365,184331,421400,210700,0,0,3044,44,2911,0,1161,1445,268,26575.6,0.0613106
123,340461476,carbamate_resistant,1001,12399,395,2074,9930,30438,30395,184364,427920,213960,0,0,3011,54,2883,0,1213,1446,296,26542.6,0.0630658
123,340461476,organochlorines_resistant,1001,9870,180,1570,8120,30953,30332,184507,319600,159800,0,0,2325,24,2948,0,892,1719,228,26399.6,0.0780746
124,340461476,pyrethroid_resistant,1001,12406,376,2119,9911,30804,30457,184607,402400,201200,0,0,2806,33,2902,0,1200,1411,263,26299.6,0.0630651
124,340461476,carbamate_resistant,1001,12365,394,2073,9898,30578,30227,184941,411360,205680,0,0,2947,45,2953,0,1196,1476,315,25965.6,0.0620271
124,340461476,organochlorines_resistant,1001,9795,189,1573,8033,30927,30472,185033,316200,158100,0,0,2271,20,2884,0,988,1754,217,25873.6,0.0826021
125,340461476,pyrethroid_resistant,1001,12514,396,2059,10059,30806,30402,184613,417720,208860,0,0,2930,49,2967,0,1107,1452,300,26293.6,0.0653569
125,340461476,carbamate_resistant,1001,12355,391,2097,9867,30549,30208,184775,411200,205600,0,0,2887,29,2905,0,1157,1485,273,26131.6,0.0631214
125,340461476,organochlorines_resistant,1001,9867,196,1557,8114,31052,30412,185031,340080,170040,0,0,2346,26,2959,0,922,1742,223,25875.6,0.0818268
126,340461476,pyrethroid_resistant,1001,12523,399,2055,10069,30771,30359,185028,442520,221260,0,0,2913,42,2959,0,1152,1508,290,25878.6,0.0629456
126,340461476,carbamate_resistant,1001,12224,389,2030,9805,30454,30267,184218,424440,212220,0,0,2919,44,2924,0,1246,1513,296,26688.6,0.0635497
126,340461476,organochlorines_resistant,1001,9885,182,1520,8183,30878,30612,184747,330400,165200,0,0,2327,17,2944,0,909,1789,228,26159.6,0.0760869
127,340461476,pyrethroid_resistant,1001,12504,377,2077,10050,30773,30384,184279,413960,206980,0,0,2976,44,2968,0,1145,1525,317,26627.6,0.0584801
127,340461476,carbamate_resistant,1001,12277,372,2045,9860,30502,30318,184670,406520,203260,0,0,2909,42,2982,0,1216,1397,316,26236.6,0.0628796
127,340461476,organochlorines_resistant,1001,9891,193,1521,8177,30974,30739,184266,325080,162540,0,0,2323,17,2972,0,963,1791,212,26640.6,0.0791756
128,340461476,pyrethroid_resistant,1001,12378,363,2075,9940,30824,30353,184841,419160,209580,0,0,2926,43,2896,0,1217,1503,302,26065.6,0.0643241
128,340461476,carbamate_resistant,1001,12387,384,2080,9923,30335,30456,184025,406680,203340,0,0,3000,36,2961,0,1141,1412,298,26881.6,0.0645396
128,340461476,organochlorines_resistant,1001,9938,178,1546,8214,31007,30514,184805,322120,161060,0,0,2279,22,2959,0,934,1742,236,26101.6,0.081951
129,340461476,pyrethroid_resistant,1001,12433,346,2108,9979,30846,30457,184498,409920,204960,0,0,2878,29,2954,0,1162,1428,309,26408.6,0.0621854
129,340461476,carbamate_resistant,1001,12325,337,2090,9898,30278,30509,184629,416120,208060,0,0,2881,37,2896,0,1195,1476,287,26277.6,0.0661002
129,340461476,organochlorines_resistant,1001,9920,169,1540,8211,30977,30440,184633,337440,168720,0,0,2353,26,2959,0,950,1795,232,26273.6,0.0810307
130,340461476,pyrethroid_resistant,1001,12359,351,2081,9927,30792,30403,184611,415760,207880,0,0,2959,40,2892,0,1207,1495,264,26295.6,0.0644239
130,340461476,carbamate_resistant,1001,12256,321,2062,9873,30499,30680,184653,411960,205980,0,0,2794,40,2913,0,1223,1447,312,26253.6,0.0631492
130,340461476,organochlorines_resistant,1001,9935,148,1613,8174,31087,30338,184358,340680,170340,0,0,2405,12,2908,0,913,1737,243,26548.6,0.0778616
131,340461476,pyrethroid_resistant,1001,12392,349,2105,9938,30849,30347,184194,425120,212560,0,0,2983,45,2915,0,1186,1395,301,26712.6,0.0632471
131,340461476,carbamate_resistant,1001,12203,345,2069,9789,30638,30698,184505,426120,213060,0,0,2967,36,2913,0,1156,1515,295,26401.6,0.0637286
131,340461476,organochlorines_resistant,1001,10065,147,1636,8282,31240,29915,184555,321960,160980,0,0,2327,26,2949,0,931,1669,219,26351.6,0.0779283
132,340461476,pyrethroid_resistant,1001,12399,348,2094,9957,30778,30531,184608,405560,202780,0,0,2914,33,2895,0,1155,1442,291,26298.6,0.0628355
132,340461476,carbamate_resistant,1001,12335,352,2094,9889,30782,30495,184394,417400,208700,0,0,2912,28,2970,0,1150,1407,281,26512.6,0.0619582
132,340461476,organochlorines_resistant,1001,10169,146,1690,8333,31150,30138,184372,334120,167060,0,0,2374,14,2962,0,925,1709,224,26534.6,0.0818475
133,340461476,pyrethroid_resistant,1001,12468,348,2065,10055,30774,30242,184497,419360,209680,0,0,2901,44,3083,0,1212,1492,310,26409.6,0.0648452
133,340461476,carbamate_resistant,1001,12404,343,2088,9973,30671,30507,184131,390040,195020,0,0,2861,47,2987,0,1185,1405,328,26775.6,0.0635185
133,340461476,organochlorines_resistant,1001,9988,140,1632,8216,31035,30389,184380,353120,176560,0,0,2378,12,2856,0,963,1824,250,26526.6,0.0794165
134,340461476,pyrethroid_resistant,1001,12390,351,2114,9925,30721,30249,184542,424720,212360,0,0,3069,37,2954,0,1193,1540,299,26364.6,0.062976
134,340461476,carbamate_resistant,1001,12425,357,2100,9968,30721,30240,184437,414680,207340,0,0,3032,38,2979,0,1160,1484,314,26469.6,0.0686484
134,340461476,organochlorines_resistant,1001,9974,163,1639,8172,30994,30372,184914,334960,167480,0,0,2357,18,2907,0,974,1704,243,25992.6,0.0751207
135,340461476,pyrethroid_resistant,1001,12451,366,2134,9951,30685,30393,184481,415760,207880,0,0,2957,41,2920,0,1147,1408,304,26425.6,0.0620753
135,340461476,carbamate_resistant,1001,12349,349,2080,9920,30718,30365,184220,418600,209300,0,0,2883,41,2977,0,1223,1518,312,26686.6,0.0638314
135,340461476,organochlorines_resistant,1001,9963,178,1607,8178,30921,30649,184190,339800,169900,0,0,2358,19,2929,0,912,1779,249,26716.6,0.0775992
136,340461476,pyrethroid_resistant,1001,12509,376,2116,10017,30704,30219,184235,406440,203220,0,0,2887,32,2989,0,1177,1467,287,26671.6,0.0635598
136,340461476,carbamate_resistant,1001,12375,367,2045,9963,30632,30223,184645,400120,200060,0,0,2869,36,3007,0,1207,1472,302,26261.6,0.0637521
136,340461476,organochlorines_resistant,1001,9921,178,1628,8115,30970,30225,184655,339520,169760,0,0,2318,22,2980,0,973,1826,223,26251.6,0.0786246
137,340461476,pyrethroid_resistant,1001,12363,366,2124,9873,30728,30300,184419,435320,217660,0,0,3050,41,2803,0,1210,1436,303,26487.6,0.0656225
137,340461476,carbamate_resistant,1001,12417,340,2067,10010,30635,30027,184721,420840,210420,0,0,2941,38,3037,0,1169,1507,319,26185.6,0.0656344
137,340461476,organochlorines_resistant,1001,9972,180,1618,8174,30981,30148,184443,336480,168240,0,0,2438,29,2974,0,933,1755,235,26463.6,0.0773198
138,340461476,pyrethroid_resistant,1001,12385,368,2090,9927,30649,30240,184465,418480,209240,0,0,2888,28,2952,0,1180,1472,278,26441.6,0.0608463
138,340461476,carbamate_resistant,1001,12464,344,2123,9997,30523,30346,184869,403120,201560,0,0,3040,37,2930,0,1158,1429,296,26037.6,0.0622223
138,340461476,organochlorines_resistant,1001,9926,186,1629,8111,30826,30189,184802,334760,167380,0,0,2357,19,2879,0,907,1771,247,26104.6,0.0786484
139,340461476,pyrethroid_resistant,1001,12456,351,2122,9983,30558,30318,184395,402400,201200,0,0,2810,44,2987,0,1187,1431,298,26511.6,0.0631849
139,340461476,carbamate_resistant,1001,12472,361,2122,9989,30609,30121,185088,404640,202320,0,0,2868,33,2909,0,1172,1423,306,25818.6,0.0645903
139,340461476,organochlorines_resistant,1001,9940,176,1630,8134,30822,30334,184391,329520,164760,0,0,2302,22,2965,0,1005,1720,226,26515.6,0.0779801
140,340461476,pyrethroid_resistant,1001,12318,342,2079,9897,30563,30496,184604,427240,213620,0,0,2989,37,2899,0,1193,1506,338,26302.6,0.0658838
140,340461476,carbamate_resistant,1001,12621,368,2138,10115,30705,30172,184475,421880,210940,0,0,2951,44,2969,0,1112,1434,274,26431.6,0.0638064
140,340461476,organochlorines_resistant,1001,9954,179,1640,8135,30695,30246,184300,344200,172100,0,0,2399,21,2939,0,913,1758,254,26606.6,0.0804674
141,340461476,pyrethroid_resistant,1001,12354,346,2016,9992,30574,30226,184807,418240,209120,0,0,2902,26,2985,0,1154,1508,287,26099.6,0.0615641
141,340461476,carbamate_resistant,1001,12427,370,2094,9963,30587,30114,184878,436600,218300,0,0,2981,51,2861,0,1237,1518,300,26028.6,0.062652
141,340461476,organochlorines_resistant,1001,9910,179,1591,8140,30650,30261,184256,332320,166160,0,0,2354,15,2885,0,976,1721,232,26650.6,0.0772999
142,340461476,pyrethroid_resistant,1001,12303,347,2001,9955,30663,30298,184555,393240,196620,0,0,2927,39,2901,0,1197,1467,288,26351.6,0.0624035
142,340461476,carbamate_resistant,1001,12494,361,2087,10046,30563,30030,184526,412160,206080,0,0,2911,35,2973,0,1199,1435,272,26380.6,0.0596166
142,340461476,organochlorines_resistant,1001,9927,178,1598,8151,30543,30300,184827,323280,161640,0,0,2250,15,2987,0,946,1783,241,26079.6,0.0801957
143,340461476,pyrethroid_resistant,1001,12374,351,2004,10019,30746,30320,184403,415960,207980,0,0,2936,58,2994,0,1158,1467,298,26503.6,0.0670116
143,340461476,carbamate_resistant,1001,12309,354,2140,9815,30519,30228,184387,420000,210000,0,0,2888,38,2815,0,1204,1507,289,26519.6,0.0640058
143,340461476,organochlorines_resistant,1001,10020,157,1591,8272,30504,30201,184729,335440,167720,0,0,2414,17,3037,0,960,1718,266,26177.6,0.0806719
144,340461476,pyrethroid_resistant,1001,12432,339,2056,10037,30701,30211,184693,412920,206460,0,0,2913,40,2985,0,1191,1451,285,26213.6,0.0637168
144,340461476,carbamate_resistant,1001,12278,341,2130,9807,30599,30115,184869,424880,212440,0,0,2917,41,2959,0,1210,1474,306,26037.6,0.063142
144,340461476,organochlorines_resistant,1001,9902,148,1566,8188,30498,30370,184703,334320,167160,0,0,2352,13,2958,0,985,1859,232,26203.6,0.0780397
145,340461476,pyrethroid_resistant,1001,12379,328,2118,9933,30758,30227,184848,416480,208240,0,0,2890,40,2867,0,1152,1498,270,26058.6,0.0634835
145,340461476,carbamate_resistant,1001,12274,357,2130,9787,30535,30380,184725,407720,203860,0,0,2898,31,2933,0,1168,1483,286,26181.6,0.0612823
145,340461476,organochlorines_resistant,1001,9968,153,1572,8243,30393,30489,184634,320920,160460,0,0,2355,17,2908,0,895,1696,251,26272.6,0.0783789
146,340461476,pyrethroid_resistant,1001,12231,323,2113,9795,30660,30316,184442,414400,207200,0,0,2841,28,2854,0,1251,1462,289,26464.6,0.0625687
146,340461476,carbamate_resistant,1001,12386,364,2123,9899,30550,30444,184544,409720,204860,0,0,2870,39,2988,0,1173,1441,262,26362.6,0.0642147
146,340461476,organochlorines_resistant,1001,10046,157,1594,8295,30361,30265,185029,345120,172560,0,0,2361,18,2958,0,911,1717,252,25877.6,0.0818666
147,340461476,pyrethroid_resistant,1001,12276,325,2068,9883,30677,30279,184479,415680,207840,0,0,2864,40,3004,0,1220,1455,284,26427.6,0.0638625
147,340461476,carbamate_resistant,1001,12300,358,2089,9853,30678,30563,184547,416720,208360,0,0,2920,39,2900,0,1227,1464,295,26359.6,0.064343
147,340461476,organochlorines_resistant,1001,10035,162,1599,8274,30460,30245,184430,337400,168700,0,0,2355,21,2979,0,978,1764,248,26476.6,0.0749815
148,340461476,pyrethroid_resistant,1001,12187,315,2053,9819,30797,30426,184866,417280,208640,0,0,2901,44,2878,0,1156,1506,305,26040.6,0.0635768
148,340461476,carbamate_resistant,1001,12329,357,2089,9883,30664,30454,184744,411720,205860,0,0,2867,28,2910,0,1182,1440,259,26162.6,0.063255
148,340461476,organochlorines_resistant,1001,10145,183,1591,8371,30452,30195,184475,330840,165420,0,0,2386,18,3024,0,906,1764,244,26431.6,0.0784725
149,340461476,pyrethroid_resistant,1001,12189,307,2066,9816,30708,30401,184623,395720,197860,0,0,2849,42,2913,0,1214,1428,269,26283.6,0.0624056
149,340461476,carbamate_resistant,1001,12401,354,2062,9985,30743,30498,184144,406720,203360,0,0,2896,33,2968,0,1200,1402,294,26762.6,0.0635447
149,340461476,organochlorines_resistant,1001,10013,176,1619,8218,30509,30202,184704,341200,170600,0,0,2398,28,2901,0,961,1833,239,26202.6,0.0798925
150,340461476,pyrethroid_resistant,1002,12295,312,2046,9937,30683,30320,184627,409640,204820,4,0,2866,29,3036,0,1169,1452,309,26279.6,0.0664198
150,340461476,carbamate_resistant,1002,12358,344,2038,9976,30751,30382,184919,411920,205960,1,0,2927,29,2973,0,1204,1485,327,25987.6,0.0658011
150,340461476,organochlorines_resistant,1002,9848,172,1603,8073,30440,30434,184627,333200,166600,1,0,2279,17,2856,0,1030,1772,219,26279.6,0.0767955
151,340461476,pyrethroid_resistant,1002,12285,335,2049,9901,30720,30399,184778,406720,203360,3,0,2919,28,2958,0,1177,1486,305,26128.6,0.064153
151,340461476,carbamate_resistant,1002,12358,341,2054,9963,30759,30373,184368,405040,202520,1,0,2920,45,2948,0,1143,1532,273,26538.6,0.063089
151,340461476,organochlorines_resistant,1002,9866,172,1604,8090,30531,30399,184220,333560,166780,4,0,2326,22,2919,0,946,1707,248,26686.6,0.0788704
152,340461476,pyrethroid_resistant,1002,13341,373,2632,10336,30857,30304,184491,400240,200120,2920,43,2905,40,2885,0,1218,305,306,26415.6,0.0642423
152,340461476,carbamate_resistant,1002,13480,362,2623,10495,30599,30637,184672,409200,204600,2899,40,2901,41,2941,0,1204,310,305,26234.6,0.065521
152,340461476,organochlorines_resistant,1002,11332,203,2084,9045,30604,30445,184435,337880,168940,2328,13,2351,22,2923,0,944,271,242,26471.6,0.0800055
153,340461476,pyrethroid_resistant,1002,14655,417,2914,11324,30813,30198,184552,401560,200780,2205,28,2267,28,3038,0,1305,218,201,26354.6,0.0659995
153,340461476,carbamate_resistant,1002,14615,424,2953,11238,30725,30370,184760,409200,204600,2352,24,2219,16,2960,0,1327,240,258,26146.6,0.064112
153,340461476,organochlorines_resistant,1002,12759,235,2431,10093,30638,30474,184448,324240,162120,2101,17,2024,17,2965,0,1096,216,226,26458.6,0.0783462
154,340461476,pyrethroid_resistant,1002,15708,469,3236,12003,30789,30402,184569,406640,203320,2330,26,2296,31,2884,0,1402,215,214,26337.6,0.0656306
154,340461476,carbamate_resistant,1002,15654,467,3206,11981,30741,30392,184757,410760,205380,2264,23,2313,25,2870,0,1333,260,238,26149.6,0.0638969
154,340461476,organochlorines_resistant,1002,14016,280,2801,10935,30665,30530,184328,333520,166760,2102,16,2077,17,2902,0,1257,202,186,26578.6,0.081602
155,340461476,pyrethroid_resistant,1002,16503,518,3649,12336,30761,30483,184496,772400,386200,3214,50,3099,60,2963,0,1544,317,307,26410.6,0.0647689
155,340461476,carbamate_resistant,1002,16458,490,3651,12317,30723,30570,184372,785600,392800,3157,61,3192,53,2939,0,1483,330,322,26534.6,0.0636616
155,340461476,organochlorines_resistant,1002,15094,311,3280,11503,30713,30574,185047,622800,311400,2791,30,2796,26,2932,0,1310,280,264,25859.6,0.0796912
156,340461476,pyrethroid_resistant,1002,17255,574,3913,12768,30732,30540,184941,609680,304840,2801,35,2770,28,2888,0,1586,273,277,25965.6,0.0341929
156,340461476,carbamate_resistant,1002,17205,545,3913,12747,30814,30448,184730,612640,306320,2752,42,2831,33,2971,0,1603,300,321,26176.6,0.0337763
156,340461476,organochlorines_resistant,1002,15991,350,3603,12038,30756,30447,184395,541320,270660,2639,20,2544,37,2935,0,1543,248,247,26511.6,0.0415216
157,340461476,pyrethroid_resistant,1002,18026,652,4165,13209,30686,30444,184671,620840,310420,2760,54,2807,47,2958,0,1643,270,274,26235.6,0.0425889
157,340461476,carbamate_resistant,1002,18023,642,4173,13208,30730,30440,184510,614800,307400,2838,44,2805,36,2922,0,1544,276,284,26396.6,0.0427276
157,340461476,organochlorines_resistant,1002,16778,433,3868,12477,30883,30304,184384,561600,280800,2709,32,2628,27,2913,0,1599,291,236,26522.6,0.0489759
158,340461476,pyrethroid_resistant,1002,18552,709,4424,13419,30654,30389,184435,854760,427380,3370,73,3441,77,3000,0,1737,356,381,26471.6,0.0422583
158,340461476,carbamate_resistant,1002,18564,701,4523,13340,30837,30318,184585,859760,429880,3464,80,3332,100,2899,0,1684,330,344,26321.6,0.0429353
158,340461476,organochlorines_resistant,1002,17552,507,4173,12872,30859,30024,184983,741240,370620,3139,61,3058,49,2987,0,1624,304,285,25923.6,0.0472269
159,340461476,pyrethroid_resistant,1002,19073,749,4699,13625,30645,30618,184197,738680,369340,3142,47,3125,54,2971,0,1802,332,316,26709.6,0.0309697
159,340461476,carbamate_resistant,1002,19214,797,4680,13737,30887,30122,184535,743240,371620,3061,51,3142,62,3043,0,1728,338,327,26371.6,0.0306151
159,340461476,organochlorines_resistant,1002,18231,578,4495,13158,30848,30321,184209,697080,348540,3077,40,2973,41,2888,0,1616,295,298,26697.6,0.0349733
160,340461476,pyrethroid_resistant,1002,19514,969,4752,13793,30741,30602,184813,740320,370160,3108,55,3141,63,2917,0,1821,321,334,26093.6,0.0361586
160,340461476,carbamate_resistant,1002,19673,1013,4741,13919,30866,29958,184499,756840,378420,3216,66,3167,65,2972,0,1875,333,305,26407.6,0.035482
160,340461476,organochlorines_resistant,1002,18915,780,4560,13575,30811,30422,184518,713080,356540,3031,51,3020,47,2995,0,1733,286,292,26388.6,0.0382992
161,340461476,pyrethroid_resistant,1002,19740,1058,4832,13850,30713,30850,184545,905200,452600,3443,117,3553,116,2947,0,1910,375,436,26361.6,0.0352464
161,340461476,carbamate_resistant,1002,19985,1105,4872,14008,30824,30253,184200,910320,455160,3491,145,3612,119,2919,0,1900,358,349,26706.6,0.034892
161,340461476,organochlorines_resistant,1002,19250,887,4669,13694,30762,30456,184535,837200,418600,3390,96,3361,116,2934,0,1856,376,367,26371.6,0.0370065
162,340461476,pyrethroid_resistant,1002,20159,1134,5036,13989,30742,30680,184857,837320,418660,3438,110,3329,93,2979,0,1857,354,349,26049.6,0.0291224
162,340461476,carbamate_resistant,1002,20209,1190,4939,14080,30775,30349,184953,819840,409920,3304,84,3256,85,2850,0,1966,327,333,25953.6,0.0293376
162,340461476,organochlorines_resistant,1002,19561,998,4752,13811,30753,30356,184661,810120,405060,3306,72,3279,77,2873,0,1835,381,346,26245.6,0.0314998
163,340461476,pyrethroid_resistant,1002,20620,1308,5083,14229,30819,30410,184320,829520,414760,3402,96,3296,85,3015,0,1897,328,329,26586.6,0.0311107
163,340461476,carbamate_resistant,1002,20559,1365,4941,14253,30888,30474,184044,854200,427100,3299,84,3404,105,2929,0,1916,315,348,26862.6,0.0316569
163,340461476,organochlorines_resistant,1002,19956,1171,4817,13968,30749,30270,184749,816040,408020,3326,78,3212,75,2948,0,1868,345,340,26157.6,0.0323972
164,340461476,pyrethroid_resistant,1002,20904,1435,5198,14271,30839,30464,184030,933640,466820,3583,140,3693,140,2955,0,1949,384,338,26876.6,0.0320506
164,340461476,carbamate_resistant,1002,20712,1439,5115,14158,30933,30556,184667,952800,476400,3616,164,3658,163,2851,0,1973,359,366,26239.6,0.0314477
164,340461476,organochlorines_resistant,1002,20161,1262,4864,14035,30929,30061,184533,896360,448180,3557,143,3442,141,2956,0,1984,400,367,26373.6,0.0320543
165,340461476,pyrethroid_resistant,1002,21177,1485,5263,14429,30743,30380,184903,905480,452740,3535,122,3510,134,3013,0,2022,371,347,26003.6,0.0287869
165,340461476,carbamate_resistant,1002,21154,1575,5240,14339,31085,30369,184571,900040,450020,3447,120,3485,107,3061,0,1904,364,351,26335.6,0.0275395
165,340461476,organochlorines_resistant,1002,20344,1374,4921,14049,31017,29969,184526,863400,431700,3355,101,3514,107,2914,0,1989,360,382,26380.6,0.029423
166,340461476,pyrethroid_resistant,1002,21334,1615,5257,14462,30718,30374,184483,895320,447660,3481,142,3566,116,2927,0,2026,369,375,26423.6,0.0287181
166,340461476,carbamate_resistant,1002,21277,1689,5261,14327,31034,30361,184615,895800,447900,3518,121,3593,143,2889,0,2016,415,335,26291.6,0.0292605
166,340461476,organochlorines_resistant,1002,20647,1477,4973,14197,30932,30244,184712,860560,430280,3356,105,3439,125,2918,0,1935,372,308,26194.6,0.0305543
167,340461476,pyrethroid_resistant,1002,21340,1717,5220,14403,30738,30401,184547,968400,484200,3638,154,3716,172,2876,0,2096,391,383,26359.6,0.0295131
167,340461476,carbamate_resistant,1002,21527,1766,5308,14453,30983,30257,184484,971560,485780,3713,182,3662,169,3042,0,1986,393,413,26422.6,0.0293499
167,340461476,organochlorines_resistant,1002,20846,1561,4990,14295,30816,30137,184529,935880,467940,3568,139,3618,165,2998,0,1999,397,403,26377.6,0.030439
168,340461476,pyrethroid_resistant,1002,21479,1801,5255,14423,30769,30021,184923,942400,471200,3577,164,3562,148,2953,0,2098,351,365,25983.6,0.0272198
168,340461476,carbamate_resistant,1002,21596,1851,5357,14388,30962,30146,184694,943760,471880,3635,162,3665,164,2910,0,2077,386,378,26212.6,0.0271961
168,340461476,organochlorines_resistant,1002,21002,1623,5019,14360,30741,30079,184442,905200,452600,3506,136,3564,155,2884,0,1942,370,416,26464.6,0.0281848
169,340461476,pyrethroid_resistant,1002,21501,1843,5316,14342,30695,30038,184628,940600,470300,3654,146,3589,156,2907,0,2082,416,387,26278.6,0.0275718
169,340461476,carbamate_resistant,1002,21596,1955,5318,14323,30892,30227,184517,943760,471880,3576,185,3611,141,2857,0,2102,359,396,26389.6,0.0277747
169,340461476,organochlorines_resistant,1002,21206,1731,5078,14397,30708,30141,184190,928160,464080,3557,134,3549,133,2883,0,1932,379,368,26716.6,0.0292362
170,340461476,pyrethroid_resistant,1002,21605,1913,5200,14492,30772,29931,185015,954280,477140,3594,167,3670,179,2962,0,2125,377,356,25891.6,0.0279382
170,340461476,carbamate_resistant,1002,21633,1980,5347,14306,30905,30189,185127,965800,482900,3755,183,3580,173,2871,0,2077,403,354,25779.6,0.0279622
170,340461476,organochlorines_resistant,1002,21360,1783,5105,14472,30675,30031,184746,957960,478980,3576,170,3671,181,2958,0,2028,388,388,26160.6,0.0287845
171,340461476,pyrethroid_resistant,1002,21868,1976,5287,14605,30774,30107,184366,970440,485220,3708,205,3669,178,2965,0,1927,376,399,26540.6,0.0271321
171,340461476,carbamate_resistant,1002,21788,2018,5453,14317,30925,30081,185075,974480,487240,3626,166,3698,174,2958,0,2049,389,365,25831.6,0.0266925
171,340461476,organochlorines_resistant,1002,21447,1875,5147,14425,30648,30336,184739,942520,471260,3677,168,3578,160,2873,0,2007,405,374,26167.6,0.0273087
172,340461476,pyrethroid_resistant,1002,21889,2053,5326,14510,30726,30469,184267,964080,482040,3764,166,3633,159,2876,0,2074,422,359,26639.6,0.0273491
172,340461476,carbamate_resistant,1002,21855,2089,5486,14280,30852,30336,184354,961520,480760,3670,173,3686,167,2866,0,2041,366,392,26552.6,0.0265081
172,340461476,organochlorines_resistant,1002,21490,1919,5149,14422,30646,30423,184584,938760,469380,3503,167,3631,146,2876,0,2070,354,409,26322.6,0.0277635
173,340461476,pyrethroid_resistant,1002,21964,2108,5371,14485,30679,30662,184680,987600,493800,3686,213,3715,173,2835,0,2004,399,357,26226.6,0.0276322
173,340461476,carbamate_resistant,1002,21892,2212,5431,14249,30859,30456,184519,984840,492420,3754,189,3635,191,2934,0,2136,395,366,26387.6,0.0276153
173,340461476,organochlorines_resistant,1002,21583,1950,5198,14435,30704,30305,184391,976680,488340,3694,171,3655,155,2925,0,2020,409,403,26515.6,0.0280398
174,340461476,pyrethroid_resistant,1002,21925,2154,5403,14368,30715,30598,184671,989960,494980,3703,190,3698,210,2892,0,2090,420,421,26235.6,0.0265559
174,340461476,carbamate_resistant,1002,21922,2234,5399,14289,30989,30146,184710,977920,488960,3756,220,3687,202,2916,0,2114,383,389,26196.6,0.0267938
174,340461476,organochlorines_resistant,1002,21602,2025,5272,14305,30674,30551,184622,974000,487000,3762,183,3627,179,2777,0,1991,379,388,26284.6,0.0271487
175,340461476,pyrethroid_resistant,1002,22099,2165,5339,14595,30839,30439,184258,983600,491800,3689,177,3736,180,3092,0,2102,411,405,26648.6,0.0265017
175,340461476,carbamate_resistant,1002,21968,2310,5317,14341,30895,30638,183948,973680,486840,3635,185,3742,186,2962,0,2121,371,424,26958.6,0.0267881
175,340461476,organochlorines_resistant,1002,21765,2116,5180,14469,30782,30414,184593,947840,473920,3504,189,3601,159,3013,0,2110,352,388,26313.6,0.0269863
176,340461476,pyrethroid_resistant,1002,22103,2184,5373,14546,30836,30595,184457,991480,495740,3845,195,3761,173,2933,0,2109,401,419,26449.6,0.0270929
176,340461476,carbamate_resistant,1002,21993,2282,5406,14305,30960,30538,184897,984800,492400,3822,210,3627,214,2942,0,2163,386,368,26009.6,0.0276874
176,340461476,organochlorines_resistant,1002,21884,2137,5217,14530,30765,30381,184619,987920,493960,3741,197,3786,214,2967,0,2074,393,381,26287.6,0.0277617
177,340461476,pyrethroid_resistant,1002,22164,2274,5273,14617,30946,30337,185112,983760,491880,3719,182,3716,198,2950,0,2092,412,385,25794.6,0.0266769
