Time, NodeID, Species, Population, VectorPopulation, STATE_INFECTIOUS-Count, STATE_INFECTED-Count, STATE_ADULT-Count, STATE_MALE-Count, STATE_IMMATURE-Count, STATE_LARVA-Count, STATE_EGG-Count, NewEggsCount, IndoorBitesCount, OutdoorBitesCount, NewAdults, DiedBeforeFeeding, DiedDuringFeedingIndoor, DiedDuringFeedingOutdoor, MigrationFromCountLocal, MigrationFromCountRegional, AvailableHabitat, EggCrowdingCorrection
1608,340461476,gambiae,1004,1858,175,344,1339,100764,23146,982198,103690,51845,0,0,77,100,46,3,0,0,56860,1
1609,340461476,gambiae,1004,1824,177,338,1309,100893,23389,980406,104636,52318,0,0,93,97,24,6,0,0,57193,1
1610,340461476,gambiae,1004,1774,173,336,1265,101223,23291,979156,99932,49966,0,0,94,100,39,5,0,0,57471,1
1611,340461476,gambiae,1005,1739,164,345,1230,101641,23416,973563,99530,49765,0,0,91,92,31,3,0,0,57505,1
1612,340461476,gambiae,1005,1687,160,338,1189,101656,23493,968168,96790,48395,0,0,82,95,32,7,0,0,57434,1
1613,340461476,gambiae,1006,1664,153,336,1175,101959,23450,960706,87742,43871,0,0,85,81,23,4,0,0,57488,1
1614,340461476,gambiae,1005,1690,152,323,1215,102075,23552,944101,89018,44509,0,0,146,82,34,4,0,0,58124,1
1615,340461476,gambiae,1005,1679,152,309,1218,102384,23636,930435,90214,45107,0,0,103,78,34,2,0,0,58605,1
1616,340461476,gambiae,1005,1655,148,308,1199,102588,23560,919885,90014,45007,0,0,88,74,33,5,0,0,58894,1
1617,340461476,gambiae,1005,1683,150,303,1230,102949,23504,910328,79136,39568,0,0,135,75,32,0,0,0,59000,1
1618,340461476,gambiae,1005,1708,142,307,1259,103151,23383,890788,89602,44801,0,0,139,82,30,2,0,0,59311,1
1619,340461476,gambiae,1005,1692,136,315,1241,103199,22965,883288,87780,43890,0,0,110,91,32,3,0,0,59580,1
1620,340461476,gambiae,1006,1640,131,315,1194,103290,23339,874415,84572,42286,0,0,83,101,30,4,0,0,59908,1
1621,340461476,gambiae,1006,1625,135,313,1177,103170,23004,864252,87618,43809,0,0,104,90,25,4,0,0,60310,1
1622,340461476,gambiae,1007,1667,134,318,1215,103478,22128,857733,90704,45352,0,0,153,80,26,5,0,0,60287,1
1623,340461476,gambiae,1007,1661,134,322,1205,103045,21804,855500,85758,42879,0,0,117,98,25,0,0,0,60004,1
1624,340461476,gambiae,1007,1644,135,320,1189,102630,21048,848992,84328,42164,0,0,91,84,20,4,0,0,60420,1
1625,340461476,gambiae,1008,1661,135,321,1205,101972,20798,841663,82182,41091,0,0,127,76,30,4,0,0,60377,1
1626,340461476,gambiae,1008,1638,136,319,1183,100977,21185,832234,86818,43409,0,0,94,78,31,8,0,0,60412,1
1627,340461476,gambiae,1008,1590,137,305,1148,100392,21731,828714,83960,41980,0,0,84,101,28,3,0,0,60490,1
1628,340461476,gambiae,1008,1526,134,296,1096,99881,21540,822411,83154,41577,0,0,53,85,31,1,0,0,60487,1
1629,340461476,gambiae,1007,1525,135,295,1095,99596,21257,816375,83782,41891,0,0,93,58,29,7,0,0,60526,1
1630,340461476,gambiae,1008,1522,134,284,1104,99224,22067,810647,83148,41574,0,0,94,66,27,4,0,0,60568,1
1631,340461476,gambiae,1008,1521,131,281,1109,98755,22535,804932,81774,40887,0,0,101,78,20,4,0,0,60695,1
1632,340461476,gambiae,1008,1510,132,270,1108,99194,22298,798427,75576,37788,0,0,97,68,36,4,0,0,60729,1
1633,340461476,gambiae,1008,1472,126,273,1073,99401,21703,787005,81684,40842,0,0,72,80,28,2,0,0,60847,1
1634,340461476,gambiae,1008,1430,128,287,1015,99499,21182,782730,80886,40443,0,0,63,71,28,6,0,0,61122,1
1635,340461476,gambiae,1008,1438,130,290,1018,99208,20883,778113,78696,39348,0,0,90,60,20,2,0,0,61413,1
1636,340461476,gambiae,1007,1436,130,279,1027,98608,19626,772933,80970,40485,0,0,99,73,27,1,0,0,61429,1
1637,340461476,gambiae,1007,1432,122,277,1033,97981,18830,770797,72672,36336,0,0,104,81,22,5,0,0,61351,1
1638,340461476,gambiae,1007,1325,116,272,937,96542,18793,760322,69634,34817,0,0,13,85,34,1,0,0,61154,1
1639,340461476,gambiae,1007,1280,118,267,895,95272,18834,747877,73974,36987,0,0,43,61,24,3,0,0,61242,1
1640,340461476,gambiae,1007,1234,115,264,855,94120,17818,741652,76018,38009,0,0,42,61,23,4,0,0,61370,1
1641,340461476,gambiae,1007,1219,118,255,846,93222,17985,736668,71642,35821,0,0,70,64,20,1,0,0,61247,1
1642,340461476,gambiae,1007,1178,112,253,813,91549,18707,729017,72242,36121,0,0,47,56,31,1,0,0,61189,1
1643,340461476,gambiae,1007,1162,117,240,805,91047,18146,722143,68654,34327,0,0,61,59,16,2,0,0,61317,1
1644,340461476,gambiae,1007,1129,113,254,762,90394,18138,712834,61670,30835,0,0,46,53,23,3,0,0,61420,1
1645,340461476,gambiae,1007,1094,116,254,724,89432,18864,696714,65284,32642,0,0,30,42,22,1,0,0,61658,1
1646,340461476,gambiae,1007,1074,114,245,715,88832,18791,685786,60006,30003,0,0,70,69,19,2,0,0,61980,1
1647,340461476,gambiae,1008,1102,112,233,757,88699,17959,671363,61358,30679,0,0,105,49,25,3,0,0,62076,1
1648,340461476,gambiae,1007,1054,114,210,730,88157,17350,659088,58274,29137,0,0,34,53,23,6,0,0,62242,1
1649,340461476,gambiae,1008,1052,124,208,720,87283,17602,645800,58008,29004,0,0,70,52,20,0,0,0,62632,1
1650,340461476,gambiae,1009,1034,125,202,707,86085,17911,633212,58836,29418,0,0,60,50,25,3,0,0,62956,1
1651,340461476,gambiae,1009,1018,125,189,704,85527,17600,622750,52190,26095,0,0,60,60,16,0,0,0,63155,1
1652,340461476,gambiae,1009,1008,122,183,703,85104,17510,606636,53218,26609,0,0,61,50,21,0,0,0,63233,1
1653,340461476,gambiae,1010,1016,119,189,708,84353,17656,593084,55752,27876,0,0,63,39,12,4,0,0,63516,1
1654,340461476,gambiae,1010,986,117,184,685,83727,17649,583323,55416,27708,0,0,46,47,25,4,0,0,63587,1
1655,340461476,gambiae,1009,963,112,188,663,83295,16788,574569,54760,27380,0,0,47,57,11,2,0,0,63743,1
1656,340461476,gambiae,1009,919,105,175,639,82816,16678,565284,49406,24703,0,0,50,60,32,2,0,0,63782,1
1657,340461476,gambiae,1009,912,108,174,630,81840,17210,552328,48572,24286,0,0,51,36,21,1,0,0,63894,1
1658,340461476,gambiae,1009,871,110,171,590,81488,16751,539460,48180,24090,0,0,34,46,27,2,0,0,63976,1
1659,340461476,gambiae,1009,836,101,170,565,80956,16793,527528,48068,24034,0,0,33,41,21,6,0,0,64030,1
1660,340461476,gambiae,1009,816,102,162,552,80375,16089,517493,45180,22590,0,0,48,56,8,4,0,0,64008,1
1661,340461476,gambiae,1010,803,100,165,538,80020,15006,506044,45404,22702,0,0,46,40,18,1,0,0,64158,1
1662,340461476,gambiae,1010,804,96,164,544,79029,15242,495081,42328,21164,0,0,57,43,12,1,0,0,64262,1
1663,340461476,gambiae,1010,779,94,152,533,77823,15844,482184,39078,19539,0,0,45,52,17,1,0,0,64423,1
1664,340461476,gambiae,1010,748,88,154,506,77076,15629,467159,37892,18946,0,0,36,47,17,3,0,0,64639,1
1665,340461476,gambiae,1011,753,85,152,516,76444,15300,452803,41944,20972,0,0,53,32,14,2,0,0,64687,1
1666,340461476,gambiae,1011,745,88,152,505,75770,14771,444090,41664,20832,0,0,43,38,10,3,0,0,64865,1
1667,340461476,gambiae,1011,721,89,150,482,74975,13974,436828,41194,20597,0,0,31,34,20,1,0,0,64813,1
1668,340461476,gambiae,1012,709,82,149,478,74016,13613,429376,38454,19227,0,0,50,37,21,4,0,0,64657,1
1669,340461476,gambiae,1012,693,82,144,467,72789,13244,420110,37894,18947,0,0,29,33,12,0,0,0,64470,1
1670,340461476,gambiae,1012,655,76,138,441,71698,12945,411198,38366,19183,0,0,14,33,19,0,0,0,64485,1
1671,340461476,gambiae,1012,653,71,137,445,70424,12633,403983,36420,18210,0,0,48,34,14,2,0,0,64314,1
1672,340461476,gambiae,1012,634,69,133,432,69241,12318,395251,33234,16617,0,0,24,28,14,1,0,0,64321,1
1673,340461476,gambiae,1012,591,68,132,391,67871,12390,384393,35664,17832,0,0,6,29,18,2,0,0,64303,1
1674,340461476,gambiae,1012,556,70,123,363,66728,11823,377617,36544,18272,0,0,8,26,13,4,0,0,64184,1
1675,340461476,gambiae,1013,534,69,117,348,65792,11179,372577,35242,17621,0,0,14,22,10,4,0,0,64086,1
1676,340461476,gambiae,1013,533,71,110,352,64303,11524,365936,35608,17804,0,0,30,21,10,0,0,0,63890,1
1677,340461476,gambiae,1014,498,71,99,328,62973,11849,360538,31348,15674,0,0,6,30,11,0,0,0,63682,1
1678,340461476,gambiae,1014,497,69,102,326,61974,11624,351556,30888,15444,0,0,33,22,10,2,0,0,63829,1
1679,340461476,gambiae,1014,472,69,93,310,61120,10889,343080,27630,13815,0,0,11,28,7,1,0,0,63701,1
1680,340461476,gambiae,1014,451,70,85,296,60144,10149,332508,25178,12589,0,0,21,30,11,1,0,0,63873,1
1681,340461476,gambiae,1013,445,70,88,287,58868,10150,320736,27424,13712,0,0,16,15,7,0,0,0,64058,1
1682,340461476,gambiae,1014,439,68,81,290,57507,10177,312634,25632,12816,0,0,20,17,8,1,0,0,63978,1
1683,340461476,gambiae,1014,435,69,77,289,56494,9764,303694,24216,12108,0,0,26,22,7,1,0,0,63933,1
1684,340461476,gambiae,1014,437,65,82,290,55317,9605,294133,23868,11934,0,0,28,19,7,0,0,0,64076,1
1685,340461476,gambiae,1013,415,61,80,274,54156,9237,285278,23128,11564,0,0,11,23,9,1,0,0,64207,1
1686,340461476,gambiae,1012,409,61,77,271,53162,8585,276613,20522,10261,0,0,21,23,4,0,0,0,64292,1
1687,340461476,gambiae,1011,380,58,74,248,51824,8074,266670,22036,11018,0,0,3,25,5,2,0,0,64354,1
1688,340461476,gambiae,1011,353,51,77,225,50463,8378,258669,21448,10724,0,0,0,20,6,1,0,0,64239,1
1689,340461476,gambiae,1011,342,51,73,218,49109,8784,251033,18998,9499,0,0,12,15,8,0,0,0,64216,1
1690,340461476,gambiae,1011,321,49,70,202,48167,8793,241632,20576,10288,0,0,0,17,4,0,0,0,64360,1
1691,340461476,gambiae,1011,318,47,65,206,47290,8476,235006,20192,10096,0,0,21,14,10,0,0,0,64486,1
1692,340461476,gambiae,1013,337,43,66,228,46460,8113,228683,17394,8697,0,0,35,9,7,0,0,0,64496,1
1693,340461476,gambiae,1013,362,44,59,259,45655,7907,220097,18316,9158,0,0,44,10,9,0,0,0,64532,1
1694,340461476,gambiae,1013,353,41,57,255,44660,7842,213454,14318,7159,0,0,13,15,6,1,0,0,64605,1
1695,340461476,gambiae,1013,364,36,64,264,43803,7435,204057,17508,8754,0,0,38,18,9,0,0,0,64674,1
1696,340461476,gambiae,1015,365,36,68,261,42987,7403,198178,20178,10089,0,0,18,11,5,1,0,0,64741,1
1697,340461476,gambiae,1015,359,35,66,258,41861,7719,195422,19102,9551,0,0,20,16,9,1,0,0,64722,1
1698,340461476,gambiae,1015,355,32,66,257,41285,7550,191964,17320,8660,0,0,28,25,7,0,0,0,64923,1
1699,340461476,gambiae,1015,359,30,64,265,40647,7372,187282,20264,10132,0,0,29,16,9,0,0,0,65078,1
1700,340461476,gambiae,1015,366,30,62,274,39807,6966,185957,17170,8585,0,0,38,21,10,0,0,0,65131,1
1701,340461476,gambiae,1015,370,29,56,285,39064,6604,181972,17356,8678,0,0,38,24,10,0,0,0,65275,1
1702,340461476,gambiae,1014,356,27,58,271,38185,6252,178871,14642,7321,0,0,9,18,5,0,0,0,65372,1
1703,340461476,gambiae,1014,383,29,55,299,37359,5572,173860,20830,10415,0,0,43,10,6,0,0,0,65446,1
1704,340461476,gambiae,1014,364,31,52,281,36435,5456,175245,19692,9846,0,0,6,18,7,0,0,0,65536,1
1705,340461476,gambiae,1014,346,35,49,262,35118,5572,175634,20822,10411,0,0,4,14,6,2,0,0,65525,1
1706,340461476,gambiae,1014,347,34,48,265,34152,5250,177125,16426,8213,0,0,25,16,7,1,0,0,65387,1
1707,340461476,gambiae,1014,352,32,50,270,33173,5036,173956,19784,9892,0,0,27,16,5,1,0,0,65463,1
1708,340461476,gambiae,1015,328,30,53,245,32127,5042,174622,18928,9464,0,0,3,18,9,0,0,0,65557,1
1709,340461476,gambiae,1015,310,28,54,228,31310,4638,174615,19140,9570,0,0,7,15,9,1,0,0,65552,1
1710,340461476,gambiae,1015,298,25,56,217,30530,4577,174535,17478,8739,0,0,13,16,9,0,0,0,65541,1
1711,340461476,gambiae,1015,284,25,61,198,29485,4524,173171,19988,9994,0,0,11,15,9,1,0,0,65621,1
1712,340461476,gambiae,1015,284,24,57,203,28750,4154,174388,14890,7445,0,0,26,20,5,1,0,0,65592,1
1713,340461476,gambiae,1015,283,24,51,208,27806,4197,170386,15582,7791,0,0,22,17,5,1,0,0,65659,1
1714,340461476,gambiae,1016,269,26,48,195,26887,4315,167539,15376,7688,0,0,11,16,9,0,0,0,65715,1
1715,340461476,gambiae,1016,255,24,48,183,26184,3967,165023,13782,6891,0,0,8,15,7,0,0,0,65782,1
1716,340461476,gambiae,1016,252,23,51,178,25487,3790,160938,13078,6539,0,0,14,15,2,0,0,0,65824,1
1717,340461476,gambiae,1015,249,22,46,181,24628,3419,156837,17302,8651,0,0,15,12,5,1,0,0,65866,1
1718,340461476,gambiae,1015,238,20,48,170,24001,3276,157363,13622,6811,0,0,7,11,4,3,0,0,65907,1
1719,340461476,gambiae,1015,225,20,45,160,22995,3998,153523,13860,6930,0,0,8,13,6,2,0,0,65758,1
1720,340461476,gambiae,1015,213,21,43,149,22420,4162,150775,14052,7026,0,0,6,14,4,0,0,0,65788,1
1721,340461476,gambiae,1015,218,19,48,151,22195,3821,148730,12520,6260,0,0,18,8,5,0,0,0,65821,1
1722,340461476,gambiae,1016,201,17,48,136,21846,3932,144843,11690,5845,0,0,0,11,5,1,0,0,65851,1
1723,340461476,gambiae,1016,182,18,41,123,21280,3926,141033,11840,5920,0,0,0,13,4,2,0,0,65878,1
1724,340461476,gambiae,1015,176,18,39,119,21092,3771,137453,11694,5847,0,0,4,8,2,0,0,0,65905,1
1725,340461476,gambiae,1015,166,20,38,108,20552,3519,134496,12530,6265,0,0,0,9,1,0,0,0,65922,1
1726,340461476,gambiae,1015,151,22,32,97,20273,3729,132031,9278,4639,0,0,0,10,3,2,0,0,65949,1
1727,340461476,gambiae,1015,140,22,29,89,19640,4099,126593,9886,4943,0,0,0,6,5,0,0,0,65974,1
1728,340461476,gambiae,1015,128,20,26,82,19667,4121,122190,7410,3705,0,0,0,9,3,0,0,0,66003,1
1729,340461476,gambiae,1016,126,19,25,82,19460,3894,116122,8050,4025,0,0,8,8,2,0,0,0,66012,1
1730,340461476,gambiae,1016,130,19,21,90,19431,3769,110944,8052,4026,0,0,17,11,2,0,0,0,66024,1
1731,340461476,gambiae,1016,118,18,18,82,19024,3942,106326,7156,3578,0,0,0,10,2,0,0,0,66045,1
1732,340461476,gambiae,1018,111,17,19,75,18850,4049,101172,5698,2849,0,0,0,4,3,0,0,0,66065,1
1733,340461476,gambiae,1018,116,15,20,81,18682,3919,95270,4472,2236,0,0,8,2,1,0,0,0,66065,1
1734,340461476,gambiae,1019,118,15,23,80,18664,3931,88634,5452,2726,0,0,9,6,1,0,0,0,66088,1
1735,340461476,gambiae,1019,113,15,20,78,18466,3603,84018,6928,3464,0,0,0,5,0,0,0,0,66093,1
1736,340461476,gambiae,1019,114,14,20,80,18524,3213,81289,6606,3303,0,0,9,7,1,0,0,0,66098,1
1737,340461476,gambiae,1020,104,15,17,72,18130,3286,78291,6804,3402,0,0,0,9,1,0,0,0,66100,1
1738,340461476,gambiae,1020,95,14,14,67,17825,3092,76090,6504,3252,0,0,0,5,4,0,0,0,66107,1
1739,340461476,gambiae,1020,87,12,15,60,17507,2827,73829,5134,2567,0,0,0,5,3,0,0,0,66115,1
1740,340461476,gambiae,1021,80,11,13,56,16995,3233,70101,6876,3438,0,0,0,6,1,0,0,0,66120,1
1741,340461476,gambiae,1021,75,11,13,51,16578,3213,68823,4534,2267,0,0,0,3,2,0,0,0,66150,1
1742,340461476,gambiae,1021,71,12,10,49,16497,2893,65130,5086,2543,0,0,0,3,0,1,0,0,66150,1
1743,340461476,gambiae,1021,90,13,9,68,16139,2984,62400,5328,2664,0,0,23,3,1,0,0,0,66150,1
1744,340461476,gambiae,1021,85,12,9,64,15932,2840,60348,4762,2381,0,0,0,5,0,0,0,0,66150,1
1745,340461476,gambiae,1021,82,12,8,62,15729,2624,58104,4362,2181,0,0,0,3,0,0,0,0,66150,1
1746,340461476,gambiae,1022,72,11,11,50,15392,2469,55727,4598,2299,0,0,0,7,3,0,0,0,66150,1
1747,340461476,gambiae,1021,67,11,11,45,15024,2399,53742,5206,2603,0,0,0,3,2,0,0,0,66150,1
1748,340461476,gambiae,1021,57,11,8,38,14630,2490,52517,2756,1378,0,0,0,6,4,0,0,0,66150,1
1749,340461476,gambiae,1021,52,10,7,35,14199,2205,49069,3538,1769,0,0,0,4,1,0,0,0,66150,1
1750,340461476,gambiae,1021,47,11,6,30,13926,2075,46769,4310,2155,0,0,0,3,2,0,0,0,66150,1
1751,340461476,gambiae,1021,43,10,6,27,13537,1819,45860,2940,1470,0,0,0,3,1,0,0,0,66150,1
1752,340461476,gambiae,1021,39,8,7,24,13210,1566,43533,2580,1290,0,0,0,2,2,0,0,0,66150,1
1753,340461476,gambiae,1021,36,10,5,21,12609,1635,41232,2752,1376,0,0,0,2,1,0,0,0,66150,1
1754,340461476,gambiae,1021,34,9,5,20,12079,1637,39210,3076,1538,0,0,0,1,1,0,0,0,66150,1
1755,340461476,gambiae,1021,32,9,5,18,11642,1395,37871,1090,545,0,0,0,2,0,0,0,0,66150,1
1756,340461476,gambiae,1021,29,9,4,16,11224,1081,34917,1584,792,0,0,0,3,0,0,0,0,66150,1
1757,340461476,gambiae,1021,27,8,4,15,10654,1051,32634,1760,880,0,0,0,2,0,0,0,0,66150,1
1758,340461476,gambiae,1021,23,6,4,13,10022,1310,30467,1008,504,0,0,0,3,0,1,0,0,66150,1
1759,340461476,gambiae,1021,22,6,4,12,9584,1389,27807,1430,715,0,0,0,1,0,0,0,0,66150,1
1760,340461476,gambiae,1021,19,5,4,10,9330,1382,25873,682,341,0,0,0,3,0,0,0,0,66150,1
1761,340461476,gambiae,1021,16,4,3,9,9056,1432,23371,1166,583,0,0,0,2,1,0,0,0,66150,1
1762,340461476,gambiae,1021,15,4,3,8,8805,1234,21761,1090,545,0,0,0,0,1,0,0,0,66150,1
1763,340461476,gambiae,1022,14,4,2,8,8600,1256,20051,900,450,0,0,0,1,0,0,0,0,66150,1
1764,340461476,gambiae,1022,13,3,2,8,8247,1125,18622,870,435,0,0,0,1,0,0,0,0,66150,1
1765,340461476,gambiae,1022,11,2,3,6,8048,1041,17180,872,436,0,0,0,2,0,0,0,0,66150,1
1766,340461476,gambiae,1022,8,2,2,4,7647,1132,15836,532,266,0,0,0,2,1,0,0,0,66150,1
1767,340461476,gambiae,1022,8,2,2,4,7460,1063,14479,582,291,0,0,0,0,0,0,0,0,66150,1
1768,340461476,gambiae,1022,7,1,2,4,7245,980,13281,660,330,0,0,0,1,0,0,0,0,66150,1
1769,340461476,gambiae,1022,6,2,1,3,6972,960,12194,620,310,0,0,0,0,1,0,0,0,66150,1
1770,340461476,gambiae,1021,5,2,1,2,6705,1034,11105,360,180,0,0,0,1,0,0,0,0,66150,1
1771,340461476,gambiae,1021,5,2,1,2,6477,835,10081,332,166,0,0,0,0,0,0,0,0,66150,1
1772,340461476,gambiae,1021,5,2,1,2,6318,695,9045,452,226,0,0,0,0,0,0,0,0,66150,1
1773,340461476,gambiae,1022,4,1,1,2,5990,863,8143,400,200,0,0,0,0,1,0,0,0,66150,1
1774,340461476,gambiae,1022,3,0,1,2,5731,868,7361,200,100,0,0,0,1,0,0,0,0,66150,1
1775,340461476,gambiae,1022,3,1,0,2,5592,629,6540,360,180,0,0,0,0,0,0,0,0,66150,1
1776,340461476,gambiae,1023,2,0,0,2,5391,560,5951,200,100,0,0,0,1,0,0,0,0,66150,1
1777,340461476,gambiae,1023,2,0,0,2,5124,656,5187,0,0,0,0,0,0,0,0,0,0,66150,1
1778,340461476,gambiae,1023,2,0,0,2,4896,460,4577,200,100,0,0,0,0,0,0,0,0,66150,1
1779,340461476,gambiae,1023,1,0,0,1,4750,295,4170,200,100,0,0,0,1,0,0,0,0,66150,1
1780,340461476,gambiae,1023,1,0,0,1,4409,361,3773,100,50,0,0,0,0,0,0,0,0,66150,1
1781,340461476,gambiae,1023,1,0,0,1,4147,290,3394,0,0,0,0,0,0,0,0,0,0,66150,1
1782,340461476,gambiae,1022,1,0,0,1,3892,264,2922,0,0,0,0,0,0,0,0,0,0,66150,1
1783,340461476,gambiae,1022,1,0,0,1,3607,204,2567,0,0,0,0,0,0,0,0,0,0,66150,1
1784,340461476,gambiae,1021,1,0,0,1,3394,192,2202,0,0,0,0,0,0,0,0,0,0,66150,1
1785,340461476,gambiae,1021,1,0,0,1,3134,267,1855,200,100,0,0,0,0,0,0,0,0,66150,1
1786,340461476,gambiae,1021,1,0,0,1,2945,225,1773,0,0,0,0,0,0,0,0,0,0,66150,1
1787,340461476,gambiae,1022,1,0,0,1,2797,175,1507,0,0,0,0,0,0,0,0,0,0,66150,1
1788,340461476,gambiae,1022,1,0,0,1,2629,178,1262,0,0,0,0,0,0,0,0,0,0,66150,1
1789,340461476,gambiae,1021,1,0,0,1,2442,151,1086,0,0,0,0,0,0,0,0,0,0,66150,1
1790,340461476,gambiae,1021,1,0,0,1,2278,121,916,0,0,0,0,0,0,0,0,0,0,66150,1
1791,340461476,gambiae,1021,1,0,0,1,2130,133,764,200,100,0,0,0,0,0,0,0,0,66150,1
1792,340461476,gambiae,1021,1,0,0,1,1968,133,810,0,0,0,0,0,0,0,0,0,0,66150,1
1793,340461476,gambiae,1021,1,0,0,1,1812,100,689,200,100,0,0,0,0,0,0,0,0,66150,1
1794,340461476,gambiae,1021,1,0,0,1,1694,70,796,0,0,0,0,0,0,0,0,0,0,66150,1
1795,340461476,gambiae,1022,1,0,0,1,1573,82,659,0,0,0,0,0,0,0,0,0,0,66150,1
1796,340461476,gambiae,1022,1,0,0,1,1443,88,552,0,0,0,0,0,0,0,0,0,0,66150,1
1797,340461476,gambiae,1021,1,0,0,1,1348,60,476,0,0,0,0,0,0,0,0,0,0,66150,1
1798,340461476,gambiae,1021,1,0,0,1,1250,62,395,200,100,0,0,0,0,0,0,0,0,66150,1
1799,340461476,gambiae,1020,1,0,0,1,1150,58,531,0,0,0,0,0,0,0,0,0,0,66150,1
1800,340461476,gambiae,1020,1,0,0,1,1080,19,480,200,100,0,0,0,0,0,0,0,0,66150,1
1801,340461476,gambiae,1020,1,0,0,1,990,19,616,0,0,0,0,0,0,0,0,0,0,66150,1
1802,340461476,gambiae,1020,1,0,0,1,907,41,528,200,100,0,0,0,0,0,0,0,0,66150,1
1803,340461476,gambiae,1020,1,0,0,1,839,23,671,0,0,0,0,0,0,0,0,0,0,66150,1
1804,340461476,gambiae,1020,1,0,1,0,782,5,619,200,100,0,0,0,0,0,0,0,0,66150,1
1805,340461476,gambiae,1020,1,0,1,0,716,0,758,0,0,0,0,0,0,0,0,0,0,66150,1
1806,340461476,gambiae,1021,1,0,1,0,643,0,685,0,0,0,0,0,0,0,0,0,0,66150,1
1807,340461476,gambiae,1021,1,0,1,0,587,0,627,0,0,0,0,0,0,0,0,0,0,66150,1
1808,340461476,gambiae,1021,1,0,1,0,532,25,534,160,80,0,0,0,0,0,0,0,0,66150,1
1809,340461476,gambiae,1021,1,0,1,0,485,22,642,160,80,0,0,0,0,0,0,0,0,66150,1
1810,340461476,gambiae,1021,1,0,1,0,455,0,742,160,80,0,0,0,0,0,0,0,0,66150,1
1811,340461476,gambiae,1021,1,0,1,0,401,0,816,160,80,0,0,0,0,0,0,0,0,66150,1
1812,340461476,gambiae,1021,1,0,1,0,345,0,902,0,0,0,0,0,0,0,0,0,0,66150,1
1813,340461476,gambiae,1021,0,0,0,0,317,0,815,0,0,0,0,0,1,0,0,0,0,66150,1
1814,340461476,gambiae,1021,0,0,0,0,279,25,721,0,0,0,0,0,0,0,0,0,0,66150,1
1815,340461476,gambiae,1021,0,0,0,0,251,23,645,0,0,0,0,0,0,0,0,0,0,66150,1
1816,340461476,gambiae,1021,0,0,0,0,246,22,564,0,0,0,0,0,0,0,0,0,0,66150,1
1817,340461476,gambiae,1021,0,0,0,0,214,20,520,0,0,0,0,0,0,0,0,0,0,66150,1
1818,340461476,gambiae,1021,0,0,0,0,211,0,477,0,0,0,0,0,0,0,0,0,0,66150,1
1819,340461476,gambiae,1021,0,0,0,0,194,0,423,0,0,0,0,0,0,0,0,0,0,66150,1
1820,340461476,gambiae,1021,0,0,0,0,168,0,380,0,0,0,0,0,0,0,0,0,0,66150,1
1821,340461476,gambiae,1021,0,0,0,0,146,20,323,0,0,0,0,0,0,0,0,0,0,66150,1
1822,340461476,gambiae,1021,0,0,0,0,127,18,293,0,0,0,0,0,0,0,0,0,0,66150,1
1823,340461476,gambiae,1021,0,0,0,0,131,29,230,0,0,0,0,0,0,0,0,0,0,66150,1
1824,340461476,gambiae,1021,0,0,0,0,123,24,207,0,0,0,0,0,0,0,0,0,0,66150,1
1825,340461476,gambiae,1021,0,0,0,0,126,17,174,0,0,0,0,0,0,0,0,0,0,66150,1
1826,340461476,gambiae,1021,0,0,0,0,108,17,162,0,0,0,0,0,0,0,0,0,0,66150,1
1827,340461476,gambiae,1021,0,0,0,0,114,16,136,0,0,0,0,0,0,0,0,0,0,66150,1
1828,340461476,gambiae,1021,0,0,0,0,97,14,125,0,0,0,0,0,0,0,0,0,0,66150,1
1829,340461476,gambiae,1021,0,0,0,0,103,0,113,0,0,0,0,0,0,0,0,0,0,66150,1
1830,340461476,gambiae,1021,0,0,0,0,92,0,106,0,0,0,0,0,0,0,0,0,0,66150,1
1831,340461476,gambiae,1021,0,0,0,0,83,21,75,0,0,0,0,0,0,0,0,0,0,66150,1
1832,340461476,gambiae,1021,0,0,0,0,72,37,51,0,0,0,0,0,0,0,0,0,0,66150,1
1833,340461476,gambiae,1021,0,0,0,0,83,38,26,0,0,0,0,0,0,0,0,0,0,66150,1
1834,340461476,gambiae,1021,0,0,0,0,91,39,0,0,0,0,0,0,0,0,0,0,0,66150,1
1835,340461476,gambiae,1022,0,0,0,0,97,18,0,0,0,0,0,0,0,0,0,0,0,66150,1
1836,340461476,gambiae,1023,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,66150,1
1837,340461476,gambiae,1023,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,66150,1
1838,340461476,gambiae,1023,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,66150,1
1839,340461476,gambiae,1023,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,66150,1
1840,340461476,gambiae,1023,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,66150,1
1841,340461476,gambiae,1023,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,66150,1
1842,340461476,gambiae,1023,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,66150,1
1843,340461476,gambiae,1022,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,66150,1
1844,340461476,gambiae,1022,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,66150,1
1845,340461476,gambiae,1022,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,66150,1
