Time,NodeID,Gender,NumIndividuals,NumInfected,NodeProp=DiscoMatangaStatus
63.1731,10,F,0,0,OPEN
63.1731,9,M,0,0,OPEN
63.1731,9,F,0,0,OPEN
63.1731,8,M,0,0,OPEN
63.1731,8,F,0,0,OPEN
63.1731,7,M,0,0,OPEN
63.1731,7,F,0,0,OPEN
63.1731,6,M,0,0,OPEN
63.1731,6,F,0,0,OPEN
63.1731,5,M,0,0,OPEN
63.1731,5,F,0,0,OPEN
63.1731,4,M,0,0,OPEN
63.1731,4,F,0,0,OPEN
63.1731,3,M,0,0,OPEN
63.1731,3,F,0,0,OPEN
63.1731,2,M,0,0,OPEN
63.1731,2,F,0,0,OPEN
63.1731,1,M,10020,1012,OPEN
63.1731,1,F,10070,1015,OPEN
70.1923,11,M,0,0,OPEN
70.1923,11,F,0,0,OPEN
70.1923,10,M,0,0,OPEN
70.1923,10,F,0,0,OPEN
70.1923,9,M,0,0,OPEN
70.1923,9,F,0,0,OPEN
70.1923,8,M,0,0,OPEN
70.1923,8,F,0,0,OPEN
70.1923,7,M,0,0,OPEN
70.1923,7,F,0,0,OPEN
70.1923,6,M,0,0,OPEN
70.1923,6,F,0,0,OPEN
70.1923,5,M,0,0,OPEN
70.1923,5,F,0,0,OPEN
70.1923,4,M,0,0,OPEN
70.1923,4,F,0,0,OPEN
70.1923,3,M,0,0,OPEN
70.1923,3,F,0,0,OPEN
70.1923,2,M,0,0,OPEN
70.1923,2,F,0,0,OPEN
70.1923,1,M,10027,1016,OPEN
70.1923,1,F,10075,1019,OPEN
77.2115,11,M,0,0,OPEN
77.2115,11,F,0,0,OPEN
77.2115,10,M,0,0,OPEN
77.2115,10,F,0,0,OPEN
77.2115,9,M,0,0,OPEN
77.2115,9,F,0,0,OPEN
77.2115,8,M,0,0,OPEN
77.2115,8,F,0,0,OPEN
77.2115,7,M,0,0,OPEN
77.2115,7,F,0,0,OPEN
77.2115,6,M,0,0,OPEN
77.2115,6,F,0,0,OPEN
77.2115,5,M,0,0,OPEN
77.2115,5,F,0,0,OPEN
77.2115,4,M,0,0,OPEN
77.2115,4,F,0,0,OPEN
77.2115,3,M,0,0,OPEN
77.2115,3,F,0,0,OPEN
77.2115,2,M,0,0,OPEN
77.2115,2,F,0,0,OPEN
77.2115,1,M,10027,1016,OPEN
77.2115,1,F,10078,1017,OPEN
84.2308,11,M,0,0,OPEN
84.2308,11,F,0,0,OPEN
84.2308,10,M,0,0,OPEN
84.2308,10,F,0,0,OPEN
84.2308,9,M,0,0,OPEN
84.2308,9,F,0,0,OPEN
84.2308,8,M,0,0,OPEN
84.2308,8,F,0,0,OPEN
84.2308,7,M,0,0,OPEN
84.2308,7,F,0,0,OPEN
84.2308,6,M,0,0,OPEN
84.2308,6,F,0,0,OPEN
84.2308,5,M,0,0,OPEN
84.2308,5,F,0,0,OPEN
84.2308,4,M,0,0,OPEN
84.2308,4,F,0,0,OPEN
84.2308,3,M,0,0,OPEN
84.2308,3,F,0,0,OPEN
84.2308,2,M,0,0,OPEN
84.2308,2,F,0,0,OPEN
84.2308,1,M,10025,1021,OPEN
84.2308,1,F,10086,1021,OPEN
91.25,11,M,0,0,OPEN
91.25,11,F,0,0,OPEN
91.25,10,M,0,0,OPEN
91.25,10,F,0,0,OPEN
91.25,9,M,0,0,OPEN
91.25,9,F,0,0,OPEN
91.25,8,M,0,0,OPEN
91.25,8,F,0,0,OPEN
91.25,7,M,0,0,OPEN
91.25,7,F,0,0,OPEN
91.25,6,M,0,0,OPEN
91.25,6,F,0,0,OPEN
91.25,5,M,0,0,OPEN
91.25,5,F,0,0,OPEN
91.25,4,M,0,0,OPEN
91.25,4,F,0,0,OPEN
91.25,3,M,0,0,OPEN
91.25,3,F,0,0,OPEN
91.25,2,M,0,0,OPEN
91.25,2,F,0,0,OPEN
91.25,1,M,10037,1028,OPEN
91.25,1,F,10093,1022,OPEN
98.2692,11,M,0,0,OPEN
98.2692,11,F,0,0,OPEN
98.2692,10,M,0,0,OPEN
98.2692,10,F,0,0,OPEN
98.2692,9,M,0,0,OPEN
98.2692,9,F,0,0,OPEN
98.2692,8,M,0,0,OPEN
98.2692,8,F,0,0,OPEN
98.2692,7,M,0,0,OPEN
98.2692,7,F,0,0,OPEN
98.2692,6,M,0,0,OPEN
98.2692,6,F,0,0,OPEN
98.2692,5,M,0,0,OPEN
98.2692,5,F,0,0,OPEN
98.2692,4,M,0,0,OPEN
98.2692,4,F,0,0,OPEN
98.2692,3,M,0,0,OPEN
98.2692,3,F,0,0,OPEN
98.2692,2,M,0,0,OPEN
98.2692,2,F,0,0,OPEN
98.2692,1,M,10039,1028,OPEN
98.2692,1,F,10100,1022,OPEN
105.288,11,M,0,0,OPEN
105.288,11,F,0,0,OPEN
105.288,10,M,0,0,OPEN
105.288,10,F,0,0,OPEN
105.288,9,M,0,0,OPEN
105.288,9,F,0,0,OPEN
105.288,8,M,0,0,OPEN
105.288,8,F,0,0,OPEN
105.288,7,M,0,0,OPEN
105.288,7,F,0,0,OPEN
105.288,6,M,0,0,OPEN
105.288,6,F,0,0,OPEN
105.288,5,M,0,0,OPEN
105.288,5,F,0,0,OPEN
105.288,4,M,0,0,OPEN
105.288,4,F,0,0,OPEN
105.288,3,M,0,0,OPEN
105.288,3,F,0,0,OPEN
105.288,2,M,0,0,OPEN
105.288,2,F,0,0,OPEN
105.288,1,M,10043,1023,OPEN
105.288,1,F,10106,1021,OPEN
112.308,11,M,0,0,OPEN
112.308,11,F,0,0,OPEN
112.308,10,M,0,0,OPEN
112.308,10,F,0,0,OPEN
112.308,9,M,0,0,OPEN
112.308,9,F,0,0,OPEN
112.308,8,M,0,0,OPEN
112.308,8,F,0,0,OPEN
112.308,7,M,0,0,OPEN
112.308,7,F,0,0,OPEN
112.308,6,M,0,0,OPEN
112.308,6,F,0,0,OPEN
112.308,5,M,0,0,OPEN
112.308,5,F,0,0,OPEN
112.308,4,M,0,0,OPEN
112.308,4,F,0,0,OPEN
112.308,3,M,0,0,OPEN
112.308,3,F,0,0,OPEN
112.308,2,M,0,0,OPEN
112.308,2,F,0,0,OPEN
112.308,1,M,10047,1020,OPEN
112.308,1,F,10101,1018,OPEN
119.327,11,M,0,0,OPEN
119.327,11,F,0,0,OPEN
119.327,10,M,0,0,OPEN
119.327,10,F,0,0,OPEN
119.327,9,M,0,0,OPEN
119.327,9,F,0,0,OPEN
119.327,8,M,0,0,OPEN
119.327,8,F,0,0,OPEN
119.327,7,M,0,0,OPEN
119.327,7,F,0,0,OPEN
119.327,6,M,0,0,OPEN
119.327,6,F,0,0,OPEN
119.327,5,M,0,0,OPEN
119.327,5,F,0,0,OPEN
119.327,4,M,0,0,OPEN
119.327,4,F,0,0,OPEN
119.327,3,M,0,0,OPEN
119.327,3,F,0,0,OPEN
119.327,2,M,0,0,OPEN
119.327,2,F,0,0,OPEN
119.327,1,M,10057,1024,OPEN
119.327,1,F,10105,1010,OPEN
126.346,11,M,0,0,OPEN
126.346,11,F,0,0,OPEN
126.346,10,M,0,0,OPEN
126.346,10,F,0,0,OPEN
126.346,9,M,0,0,OPEN
126.346,9,F,0,0,OPEN
126.346,8,M,0,0,OPEN
126.346,8,F,0,0,OPEN
126.346,7,M,0,0,OPEN
126.346,7,F,0,0,OPEN
126.346,6,M,0,0,OPEN
126.346,6,F,0,0,OPEN
126.346,5,M,0,0,OPEN
126.346,5,F,0,0,OPEN
126.346,4,M,0,0,OPEN
126.346,4,F,0,0,OPEN
126.346,3,M,0,0,OPEN
126.346,3,F,0,0,OPEN
126.346,2,M,0,0,OPEN
126.346,2,F,0,0,OPEN
126.346,1,M,10067,1020,OPEN
126.346,1,F,10112,1011,OPEN
133.365,11,M,0,0,OPEN
133.365,11,F,0,0,OPEN
133.365,10,M,0,0,OPEN
133.365,10,F,0,0,OPEN
133.365,9,M,0,0,OPEN
133.365,9,F,0,0,OPEN
133.365,8,M,0,0,OPEN
133.365,8,F,0,0,OPEN
133.365,7,M,0,0,OPEN
133.365,7,F,0,0,OPEN
133.365,6,M,0,0,OPEN
133.365,6,F,0,0,OPEN
133.365,5,M,0,0,OPEN
133.365,5,F,0,0,OPEN
133.365,4,M,0,0,OPEN
133.365,4,F,0,0,OPEN
133.365,3,M,0,0,OPEN
133.365,3,F,0,0,OPEN
133.365,2,M,0,0,OPEN
133.365,2,F,0,0,OPEN
133.365,1,M,10072,1020,OPEN
133.365,1,F,10120,1014,OPEN
140.385,11,M,0,0,OPEN
140.385,11,F,0,0,OPEN
140.385,10,M,0,0,OPEN
140.385,10,F,0,0,OPEN
140.385,9,M,0,0,OPEN
140.385,9,F,0,0,OPEN
140.385,8,M,0,0,OPEN
140.385,8,F,0,0,OPEN
140.385,7,M,0,0,OPEN
140.385,7,F,0,0,OPEN
140.385,6,M,0,0,OPEN
140.385,6,F,0,0,OPEN
140.385,5,M,0,0,OPEN
140.385,5,F,0,0,OPEN
140.385,4,M,0,0,OPEN
140.385,4,F,0,0,OPEN
140.385,3,M,0,0,OPEN
140.385,3,F,0,0,OPEN
140.385,2,M,0,0,OPEN
140.385,2,F,0,0,OPEN
140.385,1,M,10073,1020,OPEN
140.385,1,F,10119,1014,OPEN
147.404,11,M,0,0,OPEN
147.404,11,F,0,0,OPEN
147.404,10,M,0,0,OPEN
147.404,10,F,0,0,OPEN
147.404,9,M,0,0,OPEN
147.404,9,F,0,0,OPEN
147.404,8,M,0,0,OPEN
147.404,8,F,0,0,OPEN
147.404,7,M,0,0,OPEN
147.404,7,F,0,0,OPEN
147.404,6,M,0,0,OPEN
147.404,6,F,0,0,OPEN
147.404,5,M,0,0,OPEN
147.404,5,F,0,0,OPEN
147.404,4,M,0,0,OPEN
147.404,4,F,0,0,OPEN
147.404,3,M,0,0,OPEN
147.404,3,F,0,0,OPEN
147.404,2,M,0,0,OPEN
147.404,2,F,0,0,OPEN
147.404,1,M,10080,1019,OPEN
147.404,1,F,10122,1018,OPEN
154.423,11,M,0,0,OPEN
154.423,11,F,0,0,OPEN
154.423,10,M,0,0,OPEN
154.423,10,F,0,0,OPEN
154.423,9,M,0,0,OPEN
154.423,9,F,0,0,OPEN
154.423,8,M,0,0,OPEN
154.423,8,F,0,0,OPEN
154.423,7,M,0,0,OPEN
154.423,7,F,0,0,OPEN
154.423,6,M,0,0,OPEN
154.423,6,F,0,0,OPEN
154.423,5,M,0,0,OPEN
154.423,5,F,0,0,OPEN
154.423,4,M,0,0,OPEN
154.423,4,F,0,0,OPEN
154.423,3,M,0,0,OPEN
154.423,3,F,0,0,OPEN
154.423,2,M,0,0,OPEN
154.423,2,F,0,0,OPEN
154.423,1,M,10088,1024,OPEN
154.423,1,F,10127,1024,OPEN
161.442,11,M,0,0,OPEN
161.442,11,F,0,0,OPEN
161.442,10,M,0,0,OPEN
161.442,10,F,0,0,OPEN
161.442,9,M,0,0,OPEN
161.442,9,F,0,0,OPEN
161.442,8,M,0,0,OPEN
161.442,8,F,0,0,OPEN
161.442,7,M,0,0,OPEN
161.442,7,F,0,0,OPEN
161.442,6,M,0,0,OPEN
161.442,6,F,0,0,OPEN
161.442,5,M,0,0,OPEN
161.442,5,F,0,0,OPEN
161.442,4,M,0,0,OPEN
161.442,4,F,0,0,OPEN
161.442,3,M,0,0,OPEN
161.442,3,F,0,0,OPEN
161.442,2,M,0,0,OPEN
161.442,2,F,0,0,OPEN
161.442,1,M,10088,1025,OPEN
161.442,1,F,10131,1028,OPEN
168.462,11,M,0,0,OPEN
168.462,11,F,0,0,OPEN
168.462,10,M,0,0,OPEN
168.462,10,F,0,0,OPEN
168.462,9,M,0,0,OPEN
168.462,9,F,0,0,OPEN
168.462,8,M,0,0,OPEN
168.462,8,F,0,0,OPEN
168.462,7,M,0,0,OPEN
168.462,7,F,0,0,OPEN
168.462,6,M,0,0,OPEN
168.462,6,F,0,0,OPEN
168.462,5,M,0,0,OPEN
168.462,5,F,0,0,OPEN
168.462,4,M,0,0,OPEN
168.462,4,F,0,0,OPEN
168.462,3,M,0,0,OPEN
168.462,3,F,0,0,OPEN
168.462,2,M,0,0,OPEN
168.462,2,F,0,0,OPEN
168.462,1,M,10099,1029,OPEN
168.462,1,F,10139,1026,OPEN
175.481,11,M,0,0,OPEN
175.481,11,F,0,0,OPEN
175.481,10,M,0,0,OPEN
175.481,10,F,0,0,OPEN
175.481,9,M,0,0,OPEN
175.481,9,F,0,0,OPEN
175.481,8,M,0,0,OPEN
175.481,8,F,0,0,OPEN
175.481,7,M,0,0,OPEN
175.481,7,F,0,0,OPEN
175.481,6,M,0,0,OPEN
175.481,6,F,0,0,OPEN
175.481,5,M,0,0,OPEN
175.481,5,F,0,0,OPEN
175.481,4,M,0,0,OPEN
175.481,4,F,0,0,OPEN
175.481,3,M,0,0,OPEN
175.481,3,F,0,0,OPEN
175.481,2,M,0,0,OPEN
175.481,2,F,0,0,OPEN
175.481,1,M,10110,1035,OPEN
175.481,1,F,10150,1029,OPEN
182.5,11,M,0,0,OPEN
182.5,11,F,0,0,OPEN
182.5,10,M,0,0,OPEN
182.5,10,F,0,0,OPEN
182.5,9,M,0,0,OPEN
182.5,9,F,0,0,OPEN
182.5,8,M,0,0,OPEN
182.5,8,F,0,0,OPEN
182.5,7,M,0,0,OPEN
182.5,7,F,0,0,OPEN
182.5,6,M,0,0,OPEN
182.5,6,F,0,0,OPEN
182.5,5,M,0,0,OPEN
182.5,5,F,0,0,OPEN
182.5,4,M,0,0,OPEN
182.5,4,F,0,0,OPEN
182.5,3,M,0,0,OPEN
182.5,3,F,0,0,OPEN
182.5,2,M,0,0,OPEN
182.5,2,F,0,0,OPEN
182.5,1,M,10119,1037,OPEN
182.5,1,F,10162,1027,OPEN
189.519,11,M,0,0,OPEN
189.519,11,F,0,0,OPEN
189.519,10,M,0,0,OPEN
189.519,10,F,0,0,OPEN
189.519,9,M,0,0,OPEN
189.519,9,F,0,0,OPEN
189.519,8,M,0,0,OPEN
189.519,8,F,0,0,OPEN
189.519,7,M,0,0,OPEN
189.519,7,F,0,0,OPEN
189.519,6,M,0,0,OPEN
189.519,6,F,0,0,OPEN
189.519,5,M,0,0,OPEN
189.519,5,F,0,0,OPEN
189.519,4,M,0,0,OPEN
189.519,4,F,0,0,OPEN
189.519,3,M,0,0,OPEN
189.519,3,F,0,0,OPEN
189.519,2,M,0,0,OPEN
189.519,2,F,0,0,OPEN
189.519,1,M,10124,1039,OPEN
189.519,1,F,10165,1031,OPEN
196.538,11,M,0,0,OPEN
196.538,11,F,0,0,OPEN
196.538,10,M,0,0,OPEN
196.538,10,F,0,0,OPEN
196.538,9,M,0,0,OPEN
196.538,9,F,0,0,OPEN
196.538,8,M,0,0,OPEN
196.538,8,F,0,0,OPEN
196.538,7,M,0,0,OPEN
196.538,7,F,0,0,OPEN
196.538,6,M,0,0,OPEN
196.538,6,F,0,0,OPEN
196.538,5,M,0,0,OPEN
196.538,5,F,0,0,OPEN
196.538,4,M,0,0,OPEN
196.538,4,F,0,0,OPEN
196.538,3,M,0,0,OPEN
196.538,3,F,0,0,OPEN
196.538,2,M,0,0,OPEN
196.538,2,F,0,0,OPEN
196.538,1,M,10130,1042,OPEN
196.538,1,F,10172,1036,OPEN
203.558,11,M,0,0,OPEN
203.558,11,F,0,0,OPEN
203.558,10,M,0,0,OPEN
203.558,10,F,0,0,OPEN
203.558,9,M,0,0,OPEN
203.558,9,F,0,0,OPEN
203.558,8,M,0,0,OPEN
203.558,8,F,0,0,OPEN
203.558,7,M,0,0,OPEN
203.558,7,F,0,0,OPEN
203.558,6,M,0,0,OPEN
203.558,6,F,0,0,OPEN
203.558,5,M,0,0,OPEN
203.558,5,F,0,0,OPEN
203.558,4,M,0,0,OPEN
203.558,4,F,0,0,OPEN
203.558,3,M,0,0,OPEN
203.558,3,F,0,0,OPEN
203.558,2,M,0,0,OPEN
203.558,2,F,0,0,OPEN
203.558,1,M,10140,1046,OPEN
203.558,1,F,10187,1040,OPEN
210.577,11,M,0,0,OPEN
210.577,11,F,0,0,OPEN
210.577,10,M,0,0,OPEN
210.577,10,F,0,0,OPEN
210.577,9,M,0,0,OPEN
210.577,9,F,0,0,OPEN
210.577,8,M,0,0,OPEN
210.577,8,F,0,0,OPEN
210.577,7,M,0,0,OPEN
210.577,7,F,0,0,OPEN
210.577,6,M,0,0,OPEN
210.577,6,F,0,0,OPEN
210.577,5,M,0,0,OPEN
210.577,5,F,0,0,OPEN
210.577,4,M,0,0,OPEN
210.577,4,F,0,0,OPEN
210.577,3,M,0,0,OPEN
210.577,3,F,0,0,OPEN
210.577,2,M,0,0,OPEN
210.577,2,F,0,0,OPEN
210.577,1,M,10148,1042,OPEN
210.577,1,F,10191,1042,OPEN
217.596,11,M,0,0,OPEN
217.596,11,F,0,0,OPEN
217.596,10,M,0,0,OPEN
217.596,10,F,0,0,OPEN
217.596,9,M,0,0,OPEN
217.596,9,F,0,0,OPEN
217.596,8,M,0,0,OPEN
217.596,8,F,0,0,OPEN
217.596,7,M,0,0,OPEN
217.596,7,F,0,0,OPEN
217.596,6,M,0,0,OPEN
217.596,6,F,0,0,OPEN
217.596,5,M,0,0,OPEN
217.596,5,F,0,0,OPEN
217.596,4,M,0,0,OPEN
217.596,4,F,0,0,OPEN
217.596,3,M,0,0,OPEN
217.596,3,F,0,0,OPEN
217.596,2,M,0,0,OPEN
217.596,2,F,0,0,OPEN
217.596,1,M,10151,1041,OPEN
217.596,1,F,10193,1042,OPEN
224.615,11,M,0,0,OPEN
224.615,11,F,0,0,OPEN
224.615,10,M,0,0,OPEN
224.615,10,F,0,0,OPEN
224.615,9,M,0,0,OPEN
224.615,9,F,0,0,OPEN
224.615,8,M,0,0,OPEN
224.615,8,F,0,0,OPEN
224.615,7,M,0,0,OPEN
224.615,7,F,0,0,OPEN
224.615,6,M,0,0,OPEN
224.615,6,F,0,0,OPEN
224.615,5,M,0,0,OPEN
224.615,5,F,0,0,OPEN
224.615,4,M,0,0,OPEN
224.615,4,F,0,0,OPEN
224.615,3,M,0,0,OPEN
224.615,3,F,0,0,OPEN
224.615,2,M,0,0,OPEN
224.615,2,F,0,0,OPEN
224.615,1,M,10161,1044,OPEN
224.615,1,F,10200,1047,OPEN
231.635,11,M,0,0,OPEN
231.635,11,F,0,0,OPEN
231.635,10,M,0,0,OPEN
231.635,10,F,0,0,OPEN
231.635,9,M,0,0,OPEN
231.635,9,F,0,0,OPEN
231.635,8,M,0,0,OPEN
231.635,8,F,0,0,OPEN
231.635,7,M,0,0,OPEN
231.635,7,F,0,0,OPEN
231.635,6,M,0,0,OPEN
231.635,6,F,0,0,OPEN
231.635,5,M,0,0,OPEN
231.635,5,F,0,0,OPEN
231.635,4,M,0,0,OPEN
231.635,4,F,0,0,OPEN
231.635,3,M,0,0,OPEN
231.635,3,F,0,0,OPEN
231.635,2,M,0,0,OPEN
231.635,2,F,0,0,OPEN
231.635,1,M,10160,1042,OPEN
231.635,1,F,10203,1046,OPEN
238.654,11,M,0,0,OPEN
238.654,11,F,0,0,OPEN
238.654,10,M,0,0,OPEN
238.654,10,F,0,0,OPEN
238.654,9,M,0,0,OPEN
238.654,9,F,0,0,OPEN
238.654,8,M,0,0,OPEN
238.654,8,F,0,0,OPEN
238.654,7,M,0,0,OPEN
238.654,7,F,0,0,OPEN
238.654,6,M,0,0,OPEN
238.654,6,F,0,0,OPEN
238.654,5,M,0,0,OPEN
238.654,5,F,0,0,OPEN
238.654,4,M,0,0,OPEN
238.654,4,F,0,0,OPEN
238.654,3,M,0,0,OPEN
238.654,3,F,0,0,OPEN
238.654,2,M,0,0,OPEN
238.654,2,F,0,0,OPEN
238.654,1,M,10169,1048,OPEN
238.654,1,F,10210,1050,OPEN
245.673,11,M,0,0,OPEN
245.673,11,F,0,0,OPEN
245.673,10,M,0,0,OPEN
245.673,10,F,0,0,OPEN
245.673,9,M,0,0,OPEN
245.673,9,F,0,0,OPEN
245.673,8,M,0,0,OPEN
245.673,8,F,0,0,OPEN
245.673,7,M,0,0,OPEN
245.673,7,F,0,0,OPEN
245.673,6,M,0,0,OPEN
245.673,6,F,0,0,OPEN
245.673,5,M,0,0,OPEN
245.673,5,F,0,0,OPEN
245.673,4,M,0,0,OPEN
245.673,4,F,0,0,OPEN
245.673,3,M,0,0,OPEN
245.673,3,F,0,0,OPEN
245.673,2,M,0,0,OPEN
245.673,2,F,0,0,OPEN
245.673,1,M,10180,1054,OPEN
245.673,1,F,10229,1051,OPEN
252.692,11,M,0,0,OPEN
252.692,11,F,0,0,OPEN
252.692,10,M,0,0,OPEN
