Time,Coordinator_Name,Event_Name
7559.64,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7559.64,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7559.64,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7559.64,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7559.64,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7559.64,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,TEC-Migrate to Node 2,People_Sent_To_Node_2
7566.66,TEC-Change IP Node 2,Changed_Node_2_IP_To_BUSY
7566.66,TEC-Migrate to Node 3,People_Sent_To_Node_3
7566.66,TEC-Change IP Node 3,Changed_Node_3_IP_To_BUSY
7566.66,TEC-Migrate to Node 4,People_Sent_To_Node_4
7566.66,TEC-Change IP Node 4,Changed_Node_4_IP_To_BUSY
7566.66,TEC-Migrate to Node 5,People_Sent_To_Node_5
7566.66,TEC-Change IP Node 5,Changed_Node_5_IP_To_BUSY
7566.66,TEC-Migrate to Node 6,People_Sent_To_Node_6
7566.66,TEC-Change IP Node 6,Changed_Node_6_IP_To_BUSY
7566.66,TEC-Migrate to Node 7,People_Sent_To_Node_7
7566.66,TEC-Change IP Node 7,Changed_Node_7_IP_To_BUSY
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_8
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_9
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_10
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_11
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7566.66,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,TEC-Migrate to Node 8,People_Sent_To_Node_8
7573.68,TEC-Change IP Node 8,Changed_Node_8_IP_To_BUSY
7573.68,TEC-Migrate to Node 9,People_Sent_To_Node_9
7573.68,TEC-Change IP Node 9,Changed_Node_9_IP_To_BUSY
7573.68,TEC-Migrate to Node 10,People_Sent_To_Node_10
7573.68,TEC-Change IP Node 10,Changed_Node_10_IP_To_BUSY
7573.68,TEC-Migrate to Node 11,People_Sent_To_Node_11
7573.68,TEC-Change IP Node 11,Changed_Node_11_IP_To_BUSY
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7573.68,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7580.7,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_2
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_3
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_4
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_5
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_6
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_7
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7587.72,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,TEC-Migrate to Node 2,People_Sent_To_Node_2
7594.74,TEC-Change IP Node 2,Changed_Node_2_IP_To_BUSY
7594.74,TEC-Migrate to Node 3,People_Sent_To_Node_3
7594.74,TEC-Change IP Node 3,Changed_Node_3_IP_To_BUSY
7594.74,TEC-Migrate to Node 4,People_Sent_To_Node_4
7594.74,TEC-Change IP Node 4,Changed_Node_4_IP_To_BUSY
7594.74,TEC-Migrate to Node 5,People_Sent_To_Node_5
7594.74,TEC-Change IP Node 5,Changed_Node_5_IP_To_BUSY
7594.74,TEC-Migrate to Node 6,People_Sent_To_Node_6
7594.74,TEC-Change IP Node 6,Changed_Node_6_IP_To_BUSY
7594.74,TEC-Migrate to Node 7,People_Sent_To_Node_7
7594.74,TEC-Change IP Node 7,Changed_Node_7_IP_To_BUSY
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_8
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_9
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_10
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_11
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7594.74,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,TEC-Migrate to Node 8,People_Sent_To_Node_8
7601.76,TEC-Change IP Node 8,Changed_Node_8_IP_To_BUSY
7601.76,TEC-Migrate to Node 9,People_Sent_To_Node_9
7601.76,TEC-Change IP Node 9,Changed_Node_9_IP_To_BUSY
7601.76,TEC-Migrate to Node 10,People_Sent_To_Node_10
7601.76,TEC-Change IP Node 10,Changed_Node_10_IP_To_BUSY
7601.76,TEC-Migrate to Node 11,People_Sent_To_Node_11
7601.76,TEC-Change IP Node 11,Changed_Node_11_IP_To_BUSY
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7601.76,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7608.78,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7608.78,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7608.78,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7608.78,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7608.78,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7608.78,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7608.78,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7608.78,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7608.78,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7608.78,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7608.78,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_2
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_3
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_4
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_5
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_6
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_7
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7615.8,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,TEC-Migrate to Node 2,People_Sent_To_Node_2
7622.81,TEC-Change IP Node 2,Changed_Node_2_IP_To_BUSY
7622.81,TEC-Migrate to Node 3,People_Sent_To_Node_3
7622.81,TEC-Change IP Node 3,Changed_Node_3_IP_To_BUSY
7622.81,TEC-Migrate to Node 4,People_Sent_To_Node_4
7622.81,TEC-Change IP Node 4,Changed_Node_4_IP_To_BUSY
7622.81,TEC-Migrate to Node 5,People_Sent_To_Node_5
7622.81,TEC-Change IP Node 5,Changed_Node_5_IP_To_BUSY
7622.81,TEC-Migrate to Node 6,People_Sent_To_Node_6
7622.81,TEC-Change IP Node 6,Changed_Node_6_IP_To_BUSY
7622.81,TEC-Migrate to Node 7,People_Sent_To_Node_7
7622.81,TEC-Change IP Node 7,Changed_Node_7_IP_To_BUSY
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_8
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_9
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_10
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_11
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7622.81,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,TEC-Migrate to Node 8,People_Sent_To_Node_8
7629.83,TEC-Change IP Node 8,Changed_Node_8_IP_To_BUSY
7629.83,TEC-Migrate to Node 9,People_Sent_To_Node_9
7629.83,TEC-Change IP Node 9,Changed_Node_9_IP_To_BUSY
7629.83,TEC-Migrate to Node 10,People_Sent_To_Node_10
7629.83,TEC-Change IP Node 10,Changed_Node_10_IP_To_BUSY
7629.83,TEC-Migrate to Node 11,People_Sent_To_Node_11
7629.83,TEC-Change IP Node 11,Changed_Node_11_IP_To_BUSY
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7629.83,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7636.85,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7643.87,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7643.87,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_2
7643.87,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7643.87,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_3
7643.87,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7643.87,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_4
7643.87,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7643.87,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_5
7643.87,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7643.87,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_6
7643.87,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7643.87,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_7
7643.87,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7643.87,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7643.87,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7643.87,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7643.87,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,TEC-Migrate to Node 2,People_Sent_To_Node_2
7650.89,TEC-Change IP Node 2,Changed_Node_2_IP_To_BUSY
7650.89,TEC-Migrate to Node 3,People_Sent_To_Node_3
7650.89,TEC-Change IP Node 3,Changed_Node_3_IP_To_BUSY
7650.89,TEC-Migrate to Node 4,People_Sent_To_Node_4
7650.89,TEC-Change IP Node 4,Changed_Node_4_IP_To_BUSY
7650.89,TEC-Migrate to Node 5,People_Sent_To_Node_5
7650.89,TEC-Change IP Node 5,Changed_Node_5_IP_To_BUSY
7650.89,TEC-Migrate to Node 6,People_Sent_To_Node_6
7650.89,TEC-Change IP Node 6,Changed_Node_6_IP_To_BUSY
7650.89,TEC-Migrate to Node 7,People_Sent_To_Node_7
7650.89,TEC-Change IP Node 7,Changed_Node_7_IP_To_BUSY
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_8
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_9
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_10
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,FirstNodeWithNodePropertyEventCoordinator,Send_People_To_Node_11
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7650.89,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7657.91,TEC-Migrate to Node 8,People_Sent_To_Node_8
7657.91,TEC-Change IP Node 8,Changed_Node_8_IP_To_BUSY
7657.91,TEC-Migrate to Node 9,People_Sent_To_Node_9
7657.91,TEC-Change IP Node 9,Changed_Node_9_IP_To_BUSY
7657.91,TEC-Migrate to Node 10,People_Sent_To_Node_10
7657.91,TEC-Change IP Node 10,Changed_Node_10_IP_To_BUSY
7657.91,TEC-Migrate to Node 11,People_Sent_To_Node_11
7657.91,TEC-Change IP Node 11,Changed_Node_11_IP_To_BUSY
7657.91,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7657.91,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
7657.91,BroadcastCoordinatorEventFromNode,Send_People_To_Node_For_Disco_Matanga
