Year, NodeId, On_Art_Dim, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative,Transmitters
1980.5,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,8,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,7,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,6,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,5,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,4,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,3,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,2,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,1,0,0,6168,413,642,0,240,198,0,0,0,0,0,0
1980.5,1,0,10,4164,415,494,0,84,77,0,0,0,0,0,91
1980.5,1,0,20,3107,439,428,0,7,0,0,0,0,0,0,142
1980.5,1,0,30,2435,300,291,0,1,0,0,0,0,0,0,49
1980.5,1,0,40,1863,227,227,0,10,1,0,0,0,0,0,19
1980.5,1,0,50,1248,127,130,0,10,1,0,0,0,0,0,10
1980.5,1,0,60,816,89,88,0,8,2,0,0,0,0,0,15
1980.5,1,0,70,384,44,44,0,13,0,0,0,0,0,0,1
1980.5,1,0,80,92,9,9,0,6,0,0,0,0,0,0,0
1980.5,1,0,90,4,1,0,0,0,0,0,0,0,0,0,0
1980.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1980.5,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,11,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,10,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,9,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,8,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,7,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,6,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,5,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,4,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1981,3,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1981,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1981,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1981,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0
