Time,NodeID,Alleles,STATE_MALE
115,1,Y,101791
116,1,Ad,0
116,1,Aw,101483
116,1,X,101483
116,1,Y,101483
117,1,Ad,0
117,1,Aw,101565
117,1,X,101565
117,1,Y,101565
118,1,Ad,0
118,1,Aw,101637
118,1,X,101637
118,1,Y,101637
119,1,Ad,0
119,1,Aw,101563
119,1,X,101563
119,1,Y,101563
120,1,Ad,0
120,1,Aw,101192
120,1,X,101192
120,1,Y,101192
121,1,Ad,0
121,1,Aw,101174
121,1,X,101174
121,1,Y,101174
122,1,Ad,0
122,1,Aw,101431
122,1,X,101431
122,1,Y,101431
123,1,Ad,0
123,1,Aw,101222
123,1,X,101222
123,1,Y,101222
124,1,Ad,0
124,1,Aw,100774
124,1,X,100774
124,1,Y,100774
125,1,Ad,0
125,1,Aw,100813
125,1,X,100813
125,1,Y,100813
126,1,Ad,0
126,1,Aw,100833
126,1,X,100833
126,1,Y,100833
127,1,Ad,0
127,1,Aw,101050
127,1,X,101050
127,1,Y,101050
128,1,Ad,0
128,1,Aw,101009
128,1,X,101009
128,1,Y,101009
129,1,Ad,0
129,1,Aw,100813
129,1,X,100813
129,1,Y,100813
130,1,Ad,0
130,1,Aw,100793
130,1,X,100793
130,1,Y,100793
131,1,Ad,0
131,1,Aw,101002
131,1,X,101002
131,1,Y,101002
132,1,Ad,0
132,1,Aw,100896
132,1,X,100896
132,1,Y,100896
133,1,Ad,0
133,1,Aw,100745
133,1,X,100745
133,1,Y,100745
134,1,Ad,0
134,1,Aw,100857
134,1,X,100857
134,1,Y,100857
135,1,Ad,0
135,1,Aw,100992
135,1,X,100992
135,1,Y,100992
136,1,Ad,0
136,1,Aw,100817
136,1,X,100817
136,1,Y,100817
137,1,Ad,0
137,1,Aw,100873
137,1,X,100873
137,1,Y,100873
138,1,Ad,0
138,1,Aw,100770
138,1,X,100770
138,1,Y,100770
139,1,Ad,0
139,1,Aw,100896
139,1,X,100896
139,1,Y,100896
140,1,Ad,0
140,1,Aw,100890
140,1,X,100890
140,1,Y,100890
141,1,Ad,0
141,1,Aw,100769
141,1,X,100769
141,1,Y,100769
142,1,Ad,0
142,1,Aw,100823
142,1,X,100823
142,1,Y,100823
143,1,Ad,0
143,1,Aw,101115
143,1,X,101115
143,1,Y,101115
144,1,Ad,0
144,1,Aw,101329
144,1,X,101329
144,1,Y,101329
145,1,Ad,0
145,1,Aw,101290
145,1,X,101290
145,1,Y,101290
146,1,Ad,0
146,1,Aw,101085
146,1,X,101085
146,1,Y,101085
147,1,Ad,0
147,1,Aw,101338
147,1,X,101338
147,1,Y,101338
148,1,Ad,0
148,1,Aw,101598
148,1,X,101598
148,1,Y,101598
149,1,Ad,0
149,1,Aw,101555
149,1,X,101555
149,1,Y,101555
150,1,Ad,0
150,1,Aw,101417
150,1,X,101417
150,1,Y,101417
151,1,Ad,0
151,1,Aw,101200
151,1,X,101200
151,1,Y,101200
152,1,Ad,0
152,1,Aw,101781
152,1,X,101781
152,1,Y,101781
153,1,Ad,0
153,1,Aw,101457
153,1,X,101457
153,1,Y,101457
154,1,Ad,0
154,1,Aw,101479
154,1,X,101479
154,1,Y,101479
155,1,Ad,0
155,1,Aw,101590
155,1,X,101590
155,1,Y,101590
156,1,Ad,0
156,1,Aw,101396
156,1,X,101396
156,1,Y,101396
157,1,Ad,0
157,1,Aw,101362
157,1,X,101362
157,1,Y,101362
158,1,Ad,0
158,1,Aw,101272
158,1,X,101272
158,1,Y,101272
159,1,Ad,0
159,1,Aw,101398
159,1,X,101398
159,1,Y,101398
160,1,Ad,0
160,1,Aw,101456
160,1,X,101456
160,1,Y,101456
161,1,Ad,0
161,1,Aw,101368
161,1,X,101368
161,1,Y,101368
162,1,Ad,0
162,1,Aw,100933
162,1,X,100933
162,1,Y,100933
163,1,Ad,0
163,1,Aw,100732
163,1,X,100732
163,1,Y,100732
164,1,Ad,0
164,1,Aw,100770
164,1,X,100770
164,1,Y,100770
165,1,Ad,0
165,1,Aw,100679
165,1,X,100679
165,1,Y,100679
166,1,Ad,0
166,1,Aw,100856
166,1,X,100856
166,1,Y,100856
167,1,Ad,0
167,1,Aw,100817
167,1,X,100817
167,1,Y,100817
168,1,Ad,0
168,1,Aw,100816
168,1,X,100816
168,1,Y,100816
169,1,Ad,0
169,1,Aw,100867
169,1,X,100867
169,1,Y,100867
170,1,Ad,0
170,1,Aw,101010
170,1,X,101010
170,1,Y,101010
171,1,Ad,0
171,1,Aw,100899
171,1,X,100899
171,1,Y,100899
172,1,Ad,0
172,1,Aw,100842
172,1,X,100842
172,1,Y,100842
173,1,Ad,0
173,1,Aw,100898
173,1,X,100898
173,1,Y,100898
174,1,Ad,0
174,1,Aw,100799
174,1,X,100799
174,1,Y,100799
175,1,Ad,0
175,1,Aw,100980
175,1,X,100980
175,1,Y,100980
176,1,Ad,0
176,1,Aw,100812
176,1,X,100812
176,1,Y,100812
177,1,Ad,0
177,1,Aw,100792
177,1,X,100792
177,1,Y,100792
178,1,Ad,0
178,1,Aw,100796
178,1,X,100796
178,1,Y,100796
179,1,Ad,0
179,1,Aw,100884
179,1,X,100884
179,1,Y,100884
180,1,Ad,0
180,1,Aw,100795
180,1,X,100795
180,1,Y,100795
181,1,Ad,0
181,1,Aw,100540
181,1,X,100540
181,1,Y,100540
182,1,Ad,0
182,1,Aw,100552
182,1,X,100552
182,1,Y,100552
183,1,Ad,0
183,1,Aw,100734
183,1,X,100734
183,1,Y,100734
184,1,Ad,0
184,1,Aw,100768
184,1,X,100768
184,1,Y,100768
185,1,Ad,0
185,1,Aw,100707
185,1,X,100707
185,1,Y,100707
186,1,Ad,0
186,1,Aw,100990
186,1,X,100990
186,1,Y,100990
187,1,Ad,0
187,1,Aw,100985
187,1,X,100985
187,1,Y,100985
188,1,Ad,0
188,1,Aw,101199
188,1,X,101199
188,1,Y,101199
189,1,Ad,0
189,1,Aw,101078
189,1,X,101078
189,1,Y,101078
190,1,Ad,0
190,1,Aw,101074
190,1,X,101074
190,1,Y,101074
191,1,Ad,0
191,1,Aw,100962
191,1,X,100962
191,1,Y,100962
192,1,Ad,0
192,1,Aw,100928
192,1,X,100928
192,1,Y,100928
193,1,Ad,0
193,1,Aw,100882
193,1,X,100882
193,1,Y,100882
194,1,Ad,0
194,1,Aw,100738
194,1,X,100738
194,1,Y,100738
195,1,Ad,0
195,1,Aw,100792
195,1,X,100792
195,1,Y,100792
196,1,Ad,0
196,1,Aw,100906
196,1,X,100906
196,1,Y,100906
197,1,Ad,0
197,1,Aw,100560
197,1,X,100560
197,1,Y,100560
198,1,Ad,0
198,1,Aw,100715
198,1,X,100715
198,1,Y,100715
199,1,Ad,0
199,1,Aw,100753
199,1,X,100753
199,1,Y,100753
200,1,Ad,0
200,1,Aw,100790
200,1,X,100790
200,1,Y,100790
201,1,Ad,0
201,1,Aw,101021
201,1,X,101021
201,1,Y,101021
202,1,Ad,0
202,1,Aw,101079
202,1,X,101079
202,1,Y,101079
203,1,Ad,0
203,1,Aw,100827
203,1,X,100827
203,1,Y,100827
204,1,Ad,0
204,1,Aw,100956
204,1,X,100956
204,1,Y,100956
205,1,Ad,0
205,1,Aw,101023
205,1,X,101023
205,1,Y,101023
206,1,Ad,0
206,1,Aw,100949
206,1,X,100949
206,1,Y,100949
207,1,Ad,0
207,1,Aw,100952
207,1,X,100952
207,1,Y,100952
208,1,Ad,0
208,1,Aw,100881
208,1,X,100881
208,1,Y,100881
209,1,Ad,0
209,1,Aw,100861
209,1,X,100861
209,1,Y,100861
210,1,Ad,0
210,1,Aw,100817
210,1,X,100817
210,1,Y,100817
211,1,Ad,0
211,1,Aw,100878
211,1,X,100878
211,1,Y,100878
212,1,Ad,0
212,1,Aw,100918
212,1,X,100918
212,1,Y,100918
213,1,Ad,0
213,1,Aw,100577
213,1,X,100577
213,1,Y,100577
214,1,Ad,0
214,1,Aw,100807
214,1,X,100807
214,1,Y,100807
215,1,Ad,0
215,1,Aw,100883
215,1,X,100883
215,1,Y,100883
216,1,Ad,0
216,1,Aw,100796
216,1,X,100796
216,1,Y,100796
217,1,Ad,0
217,1,Aw,100804
217,1,X,100804
217,1,Y,100804
218,1,Ad,0
218,1,Aw,100592
218,1,X,100592
218,1,Y,100592
219,1,Ad,0
219,1,Aw,100598
219,1,X,100598
219,1,Y,100598
220,1,Ad,0
220,1,Aw,100399
220,1,X,100399
220,1,Y,100399
221,1,Ad,0
221,1,Aw,100511
221,1,X,100511
221,1,Y,100511
222,1,Ad,0
222,1,Aw,100375
222,1,X,100375
222,1,Y,100375
223,1,Ad,0
223,1,Aw,100462
223,1,X,100462
223,1,Y,100462
224,1,Ad,0
224,1,Aw,100571
224,1,X,100571
224,1,Y,100571
225,1,Ad,0
225,1,Aw,100569
225,1,X,100569
225,1,Y,100569
226,1,Ad,0
226,1,Aw,100410
226,1,X,100410
226,1,Y,100410
227,1,Ad,0
227,1,Aw,100429
227,1,X,100429
227,1,Y,100429
228,1,Ad,0
228,1,Aw,100480
228,1,X,100480
228,1,Y,100480
229,1,Ad,0
229,1,Aw,100443
229,1,X,100443
229,1,Y,100443
230,1,Ad,0
230,1,Aw,100544
230,1,X,100544
230,1,Y,100544
231,1,Ad,0
231,1,Aw,100496
231,1,X,100496
231,1,Y,100496
232,1,Ad,0
232,1,Aw,100435
232,1,X,100435
232,1,Y,100435
233,1,Ad,0
233,1,Aw,100332
233,1,X,100332
233,1,Y,100332
234,1,Ad,0
234,1,Aw,100413
234,1,X,100413
234,1,Y,100413
235,1,Ad,0
235,1,Aw,100524
235,1,X,100524
235,1,Y,100524
236,1,Ad,0
236,1,Aw,100600
236,1,X,100600
236,1,Y,100600
237,1,Ad,0
237,1,Aw,100463
237,1,X,100463
237,1,Y,100463
238,1,Ad,0
238,1,Aw,100555
238,1,X,100555
238,1,Y,100555
239,1,Ad,0
239,1,Aw,100554
239,1,X,100554
239,1,Y,100554
240,1,Ad,0
240,1,Aw,100411
240,1,X,100411
240,1,Y,100411
241,1,Ad,0
241,1,Aw,100598
241,1,X,100598
241,1,Y,100598
242,1,Ad,0
242,1,Aw,100531
242,1,X,100531
242,1,Y,100531
243,1,Ad,0
243,1,Aw,100565
243,1,X,100565
243,1,Y,100565
244,1,Ad,0
244,1,Aw,100671
244,1,X,100671
244,1,Y,100671
245,1,Ad,0
245,1,Aw,100793
245,1,X,100793
245,1,Y,100793
246,1,Ad,0
246,1,Aw,100731
246,1,X,100731
246,1,Y,100731
247,1,Ad,0
247,1,Aw,100862
247,1,X,100862
247,1,Y,100862
248,1,Ad,0
248,1,Aw,100840
248,1,X,100840
248,1,Y,100840
249,1,Ad,0
249,1,Aw,100825
249,1,X,100825
249,1,Y,100825
250,1,Ad,0
250,1,Aw,100950
250,1,X,100950
250,1,Y,100950
251,1,Ad,0
251,1,Aw,100825
251,1,X,100825
251,1,Y,100825
252,1,Ad,0
252,1,Aw,100646
252,1,X,100646
252,1,Y,100646
253,1,Ad,0
253,1,Aw,100847
253,1,X,100847
253,1,Y,100847
254,1,Ad,0
254,1,Aw,100754
254,1,X,100754
254,1,Y,100754
255,1,Ad,0
255,1,Aw,100922
255,1,X,100922
255,1,Y,100922
256,1,Ad,0
256,1,Aw,101050
256,1,X,101050
256,1,Y,101050
257,1,Ad,0
257,1,Aw,101170
257,1,X,101170
257,1,Y,101170
258,1,Ad,0
258,1,Aw,101065
258,1,X,101065
258,1,Y,101065
259,1,Ad,0
259,1,Aw,100911
259,1,X,100911
259,1,Y,100911
260,1,Ad,0
260,1,Aw,101075
260,1,X,101075
260,1,Y,101075
261,1,Ad,0
261,1,Aw,100994
261,1,X,100994
261,1,Y,100994
262,1,Ad,0
262,1,Aw,100910
262,1,X,100910
262,1,Y,100910
263,1,Ad,0
263,1,Aw,100947
263,1,X,100947
263,1,Y,100947
264,1,Ad,0
264,1,Aw,100947
264,1,X,100947
264,1,Y,100947
265,1,Ad,0
265,1,Aw,100858
265,1,X,100858
265,1,Y,100858
266,1,Ad,0
266,1,Aw,100947
266,1,X,100947
266,1,Y,100947
267,1,Ad,0
267,1,Aw,100967
267,1,X,100967
267,1,Y,100967
268,1,Ad,0
268,1,Aw,101025
268,1,X,101025
268,1,Y,101025
269,1,Ad,0
269,1,Aw,101286
269,1,X,101286
269,1,Y,101286
270,1,Ad,0
270,1,Aw,101147
270,1,X,101147
270,1,Y,101147
271,1,Ad,0
271,1,Aw,101217
271,1,X,101217
271,1,Y,101217
272,1,Ad,0
272,1,Aw,101186
272,1,X,101186
272,1,Y,101186
273,1,Ad,0
273,1,Aw,100888
273,1,X,100888
273,1,Y,100888
274,1,Ad,0
274,1,Aw,100883
274,1,X,100883
274,1,Y,100883
275,1,Ad,0
275,1,Aw,100829
275,1,X,100829
275,1,Y,100829
276,1,Ad,0
276,1,Aw,100587
276,1,X,100587
276,1,Y,100587
277,1,Ad,0
277,1,Aw,100525
277,1,X,100525
277,1,Y,100525
278,1,Ad,0
278,1,Aw,100823
278,1,X,100823
278,1,Y,100823
279,1,Ad,0
279,1,Aw,101040
279,1,X,101040
279,1,Y,101040
280,1,Ad,0
280,1,Aw,101442
280,1,X,101442
280,1,Y,101442
281,1,Ad,0
281,1,Aw,101289
281,1,X,101289
281,1,Y,101289
282,1,Ad,0
282,1,Aw,101490
282,1,X,101490
282,1,Y,101490
283,1,Ad,0
283,1,Aw,101164
283,1,X,101164
283,1,Y,101164
284,1,Ad,0
284,1,Aw,101055
284,1,X,101055
284,1,Y,101055
285,1,Ad,0
285,1,Aw,101164
285,1,X,101164
285,1,Y,101164
286,1,Ad,0
286,1,Aw,101197
286,1,X,101197
286,1,Y,101197
287,1,Ad,0
287,1,Aw,101017
287,1,X,101017
287,1,Y,101017
288,1,Ad,0
288,1,Aw,101157
288,1,X,101157
288,1,Y,101157
289,1,Ad,0
289,1,Aw,101220
289,1,X,101220
289,1,Y,101220
290,1,Ad,0
290,1,Aw,101347
290,1,X,101347
290,1,Y,101347
291,1,Ad,0
291,1,Aw,101286
291,1,X,101286
291,1,Y,101286
292,1,Ad,0
292,1,Aw,101225
292,1,X,101225
292,1,Y,101225
293,1,Ad,0
293,1,Aw,100998
293,1,X,100998
293,1,Y,100998
294,1,Ad,0
294,1,Aw,101227
294,1,X,101227
294,1,Y,101227
295,1,Ad,0
295,1,Aw,101129
295,1,X,101129
295,1,Y,101129
296,1,Ad,0
296,1,Aw,101029
296,1,X,101029
296,1,Y,101029
297,1,Ad,0
297,1,Aw,101142
297,1,X,101142
297,1,Y,101142
298,1,Ad,0
298,1,Aw,101226
298,1,X,101226
298,1,Y,101226
299,1,Ad,0
299,1,Aw,101292
299,1,X,101292
299,1,Y,101292
300,1,Ad,0
300,1,Aw,101160
300,1,X,101160
300,1,Y,101160
301,1,Ad,0
301,1,Aw,101231
301,1,X,101231
301,1,Y,101231
302,1,Ad,0
302,1,Aw,100932
302,1,X,100932
302,1,Y,100932
303,1,Ad,0
303,1,Aw,101191
303,1,X,101191
303,1,Y,101191
304,1,Ad,0
304,1,Aw,101135
304,1,X,101135
304,1,Y,101135
305,1,Ad,0
305,1,Aw,101110
305,1,X,101110
305,1,Y,101110
306,1,Ad,0
306,1,Aw,100975
306,1,X,100975
306,1,Y,100975
307,1,Ad,0
307,1,Aw,101054
307,1,X,101054
307,1,Y,101054
308,1,Ad,0
308,1,Aw,100932
308,1,X,100932
308,1,Y,100932
309,1,Ad,0
309,1,Aw,100923
309,1,X,100923
309,1,Y,100923
310,1,Ad,0
310,1,Aw,101230
310,1,X,101230
310,1,Y,101230
311,1,Ad,0
311,1,Aw,101116
311,1,X,101116
311,1,Y,101116
312,1,Ad,0
312,1,Aw,101175
312,1,X,101175
312,1,Y,101175
313,1,Ad,0
313,1,Aw,101195
313,1,X,101195
313,1,Y,101195
314,1,Ad,0
314,1,Aw,101065
314,1,X,101065
314,1,Y,101065
315,1,Ad,0
315,1,Aw,100917
315,1,X,100917
315,1,Y,100917
316,1,Ad,0
316,1,Aw,101168
316,1,X,101168
316,1,Y,101168
317,1,Ad,0
317,1,Aw,100851
317,1,X,100851
317,1,Y,100851
318,1,Ad,0
318,1,Aw,100868
318,1,X,100868
318,1,Y,100868
319,1,Ad,0
319,1,Aw,100723
319,1,X,100723
319,1,Y,100723
320,1,Ad,0
320,1,Aw,100617
320,1,X,100617
320,1,Y,100617
321,1,Ad,0
321,1,Aw,100790
321,1,X,100790
321,1,Y,100790
322,1,Ad,0
322,1,Aw,100590
322,1,X,100590
322,1,Y,100590
323,1,Ad,0
323,1,Aw,100530
323,1,X,100530
323,1,Y,100530
324,1,Ad,0
324,1,Aw,100502
324,1,X,100502
324,1,Y,100502
325,1,Ad,0
325,1,Aw,100386
325,1,X,100386
325,1,Y,100386
326,1,Ad,0
326,1,Aw,100394
326,1,X,100394
326,1,Y,100394
327,1,Ad,0
327,1,Aw,100524
327,1,X,100524
327,1,Y,100524
328,1,Ad,0
328,1,Aw,100526
328,1,X,100526
328,1,Y,100526
329,1,Ad,0
329,1,Aw,100829
329,1,X,100829
329,1,Y,100829
330,1,Ad,0
330,1,Aw,100920
330,1,X,100920
330,1,Y,100920
331,1,Ad,0
331,1,Aw,100750
331,1,X,100750
331,1,Y,100750
332,1,Ad,0
332,1,Aw,100612
332,1,X,100612
332,1,Y,100612
333,1,Ad,0
333,1,Aw,100739
333,1,X,100739
333,1,Y,100739
334,1,Ad,0
334,1,Aw,100878
334,1,X,100878
334,1,Y,100878
335,1,Ad,0
335,1,Aw,100994
335,1,X,100994
335,1,Y,100994
336,1,Ad,0
336,1,Aw,100969
336,1,X,100969
336,1,Y,100969
337,1,Ad,0
337,1,Aw,100906
337,1,X,100906
337,1,Y,100906
338,1,Ad,0
338,1,Aw,101172
338,1,X,101172
338,1,Y,101172
339,1,Ad,0
339,1,Aw,101223
339,1,X,101223
339,1,Y,101223
340,1,Ad,0
340,1,Aw,101078
340,1,X,101078
340,1,Y,101078
341,1,Ad,0
341,1,Aw,100828
341,1,X,100828
341,1,Y,100828
342,1,Ad,0
342,1,Aw,100917
342,1,X,100917
342,1,Y,100917
343,1,Ad,0
343,1,Aw,100801
343,1,X,100801
343,1,Y,100801
344,1,Ad,0
344,1,Aw,100815
344,1,X,100815
344,1,Y,100815
345,1,Ad,0
345,1,Aw,100820
345,1,X,100820
345,1,Y,100820
346,1,Ad,0
346,1,Aw,101272
346,1,X,101272
346,1,Y,101272
347,1,Ad,0
347,1,Aw,101010
347,1,X,101010
347,1,Y,101010
348,1,Ad,0
348,1,Aw,101217
348,1,X,101217
348,1,Y,101217
349,1,Ad,0
