
Time,NodeID,TRANSITORY_M_Before_20,TRANSITORY_M_Before_30,TRANSITORY_M_Before_40,TRANSITORY_M_Before_50,TRANSITORY_M_After_20,TRANSITORY_M_After_30,TRANSITORY_M_After_40,TRANSITORY_M_After_50,TRANSITORY_F_Before_20,TRANSITORY_F_Before_40,TRANSITORY_F_After_20,TRANSITORY_F_After_40,INFORMAL_M_Before_20,INFORMAL_M_Before_40,INFORMAL_M_After_20,INFORMAL_M_After_40,INFORMAL_F_Before_20,INFORMAL_F_Before_30,INFORMAL_F_Before_40,INFORMAL_F_Before_50,INFORMAL_F_After_20,INFORMAL_F_After_30,INFORMAL_F_After_40,INFORMAL_F_After_50,MARITAL_M_Before_20,MARITAL_M_After_20,MARITAL_F_Before_10,MARITAL_F_Before_20,MARITAL_F_Before_30,MARITAL_F_Before_40,MARITAL_F_Before_50,MARITAL_F_After_10,MARITAL_F_After_20,MARITAL_F_After_30,MARITAL_F_After_40,MARITAL_F_After_50,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_20,TRANSITORY_LOW_M_30,TRANSITORY_LOW_M_40,TRANSITORY_LOW_M_50,TRANSITORY_LOW_F_20,TRANSITORY_LOW_F_40,TRANSITORY_HIGH_M_20,TRANSITORY_HIGH_M_30,TRANSITORY_HIGH_M_40,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_F_20,TRANSITORY_HIGH_F_40,INFORMAL_LOW_M_20,INFORMAL_LOW_M_40,INFORMAL_LOW_F_20,INFORMAL_LOW_F_30,INFORMAL_LOW_F_40,INFORMAL_LOW_F_50,INFORMAL_HIGH_M_20,INFORMAL_HIGH_M_40,INFORMAL_HIGH_F_20,INFORMAL_HIGH_F_30,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_50,MARITAL_LOW_M_20,MARITAL_LOW_F_10,MARITAL_LOW_F_20,MARITAL_LOW_F_30,MARITAL_LOW_F_40,MARITAL_LOW_F_50,MARITAL_HIGH_M_20,MARITAL_HIGH_F_10,MARITAL_HIGH_F_20,MARITAL_HIGH_F_30,MARITAL_HIGH_F_40,MARITAL_HIGH_F_50,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_20,desired_flow_TRANSITORY_M_30,desired_flow_TRANSITORY_M_40,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_F_20,desired_flow_TRANSITORY_F_40,desired_flow_INFORMAL_M_20,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_F_20,desired_flow_INFORMAL_F_30,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_50,desired_flow_MARITAL_M_20,desired_flow_MARITAL_F_10,desired_flow_MARITAL_F_20,desired_flow_MARITAL_F_30,desired_flow_MARITAL_F_40,desired_flow_MARITAL_F_50,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
772,1,39,68,86,73,35,59,79,60,14,19,0,0,4,6,0,0,21,190,94,49,19,187,90,48,108,107,0,1,4,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0.328434,0.328434,0.328434,0.328434,0.328434,0.328434,0.328434,0.328434,0.328434,0.328434,0.328434,0.328434,0.342262,0.342262,0.0855656,0.0855656,0.0855656,0.0855656,0.342262,0.342262,0.0855656,0.0855656,0.0855656,0.0855656,9.58203e-05,0,0,0,0,0,9.58203e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31373,1.31373,1.31373,1.31373,2.62747,2.62747,1.36905,1.36905,0.684525,0.684525,0.684525,0.684525,0.175159,0.0525478,0.0350319,0.0175159,0.0175159,0.0525478,0,0,0,0
773,1,39,68,86,73,35,59,79,60,14,19,0,0,4,6,0,0,21,190,94,49,19,187,90,48,108,107,0,1,4,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,1.31134,1.31134,1.31134,1.31134,0.374668,0.374668,1.31134,1.31134,1.31134,1.31134,0.374668,0.374668,1.36655,1.36655,0.0976108,0.0976108,0.0976108,0.0976108,1.36655,1.36655,0.0976108,0.0976108,0.0976108,0.0976108,9.57502e-05,0,0,0,0,0,9.57502e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31134,1.31134,1.31134,1.31134,2.62267,2.62267,1.36655,1.36655,0.683275,0.683275,0.683275,0.683275,0.17484,0.0524519,0.034968,0.017484,0.017484,0.0524519,0,0,0,0
774,1,39,68,86,73,35,59,79,60,14,19,0,0,4,6,0,0,21,190,94,49,19,187,90,48,108,107,0,1,4,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655155,0.655155,0,0,0,0,0.655155,0.655155,0,0,0.170685,0.170685,0.170685,0.170685,0,0,0.170685,0.170685,0.170685,0.170685,9.56228e-05,0,0,0,0,0,9.56228e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31031,1.31031,1.31031,1.31031,2.62062,2.62062,1.36548,1.36548,0.68274,0.68274,0.68274,0.68274,0.174703,0.0524108,0.0349406,0.0174703,0.0174703,0.0524108,0,0,0,0
775,1,39,68,86,73,35,59,79,60,14,19,0,0,4,6,0,0,21,190,94,49,19,187,90,48,108,107,0,1,4,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872398,0.872398,0,0,0,0,0.872398,0.872398,0,0,0.227283,0.227283,0.227283,0.227283,0,0,0.227283,0.227283,0.227283,0.227283,9.55501e-05,0,0,0,0,0,9.55501e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3086,1.3086,1.3086,1.3086,2.61719,2.61719,1.3637,1.3637,0.681848,0.681848,0.681848,0.681848,0.174475,0.0523424,0.0348949,0.0174475,0.0174475,0.0523424,0,0,0,0
776,1,40,68,86,73,34,62,72,63,14,22,0,0,5,11,0,0,24,187,95,50,22,184,90,44,108,107,0,1,4,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871256,0.871256,0,0,0,0,0.871256,0.871256,0,0,0.226985,0.226985,0.226985,0.226985,0,0,0.226985,0.226985,0.226985,0.226985,9.56871e-05,0,0,0,0,0,9.56871e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30688,1.30688,1.30688,1.30688,2.61377,2.61377,1.36191,1.36191,0.680956,0.680956,0.680956,0.680956,0.174246,0.0522739,0.0348492,0.0174246,0.0174246,0.0522739,0,0,0,0
777,1,40,68,86,73,34,62,72,63,14,22,0,0,5,11,0,0,24,187,95,50,22,184,90,44,108,107,0,1,4,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0.435971,0.435971,0.435971,0.435971,0.653956,0.653956,0.435971,0.435971,0.435971,0.435971,0.653956,0.653956,0.454327,0.454327,0.170373,0.170373,0.170373,0.170373,0.454327,0.454327,0.170373,0.170373,0.170373,0.170373,9.57623e-05,0,0,0,0,0,9.57623e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30791,1.30791,1.30791,1.30791,2.61582,2.61582,1.36298,1.36298,0.681491,0.681491,0.681491,0.681491,0.174383,0.052315,0.0348766,0.0174383,0.0174383,0.052315,0,0,0,0
778,1,40,68,86,73,34,62,72,63,14,22,0,0,5,11,0,0,24,187,95,50,22,184,90,44,108,107,0,1,4,5,0,0,0,4,5,0,0,0,0,0,0,0,0,0,1.30825,1.30825,1.30825,1.30825,0.87217,0.87217,1.30825,1.30825,1.30825,1.30825,0.87217,0.87217,1.36334,1.36334,0.227223,0.227223,0.227223,0.227223,1.36334,1.36334,0.227223,0.227223,0.227223,0.227223,9.57348e-05,0,0,0,0,0,9.57348e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30825,1.30825,1.30825,1.30825,2.61651,2.61651,1.36334,1.36334,0.681669,0.681669,0.681669,0.681669,0.174429,0.0523287,0.0348858,0.0174429,0.0174429,0.0523287,0,0,0,0
779,1,40,68,86,73,34,62,72,63,14,22,0,0,5,11,0,0,24,187,95,50,22,184,90,44,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,1.30962,1.30962,1.30962,1.30962,1.30962,1.30962,1.30962,1.30962,1.30962,1.30962,1.30962,1.30962,1.36477,1.36477,0.341192,0.341192,0.341192,0.341192,1.36477,1.36477,0.341192,0.341192,0.341192,0.341192,9.573e-05,0,0,0,0,0,9.573e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30962,1.30962,1.30962,1.30962,2.61925,2.61925,1.36477,1.36477,0.682383,0.682383,0.682383,0.682383,0.174611,0.0523834,0.0349223,0.0174611,0.0174611,0.0523834,0,0,0,0
780,1,40,68,86,73,34,62,72,63,14,22,0,0,5,11,0,0,24,187,95,50,22,184,90,44,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.654298,0.654298,0.654298,0.654298,0.523439,0.523439,0.654298,0.654298,0.654298,0.654298,0.523439,0.523439,0.681848,0.681848,0.13637,0.13637,0.13637,0.13637,0.681848,0.681848,0.13637,0.13637,0.13637,0.13637,9.59178e-05,0,0,0,0,0,9.59178e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3086,1.3086,1.3086,1.3086,2.61719,2.61719,1.3637,1.3637,0.681848,0.681848,0.681848,0.681848,0.174475,0.0523424,0.0348949,0.0174475,0.0174475,0.0523424,0,0,0,0
781,1,40,68,86,73,34,62,72,63,14,22,0,0,5,11,0,0,24,187,95,50,22,184,90,44,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.652929,0.652929,0.652929,0.652929,0.652929,0.652929,0.652929,0.652929,0.652929,0.652929,0.652929,0.652929,0.68042,0.68042,0.170105,0.170105,0.170105,0.170105,0.68042,0.68042,0.170105,0.170105,0.170105,0.170105,9.58751e-05,0,0,0,0,0,9.58751e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30586,1.30586,1.30586,1.30586,2.61171,2.61171,1.36084,1.36084,0.68042,0.68042,0.68042,0.68042,0.174109,0.0522328,0.0348218,0.0174109,0.0174109,0.0522328,0,0,0,0
782,1,40,68,86,73,34,62,72,63,14,22,0,0,5,11,0,0,24,187,95,50,22,184,90,44,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.434601,0.434601,0.434601,0.434601,0.869201,0.869201,0.434601,0.434601,0.434601,0.434601,0.869201,0.869201,0.4529,0.4529,0.22645,0.22645,0.22645,0.22645,0.4529,0.4529,0.22645,0.22645,0.22645,0.22645,9.58298e-05,0,0,0,0,0,9.58298e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3038,1.3038,1.3038,1.3038,2.6076,2.6076,1.3587,1.3587,0.67935,0.67935,0.67935,0.67935,0.173835,0.0521506,0.034767,0.0173835,0.0173835,0.0521506,0,0,0,0
783,1,41,75,79,73,41,64,74,65,7,17,0,0,2,11,0,0,28,189,92,46,27,186,89,40,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4354,0.4354,0,0,0,0,0.4354,0.4354,0,0,0.113433,0.113433,0.113433,0.113433,0,0,0.113433,0.113433,0.113433,0.113433,9.59531e-05,0,0,0,0,0,9.59531e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3062,1.3062,1.3062,1.3062,2.6124,2.6124,1.3612,1.3612,0.680599,0.680599,0.680599,0.680599,0.174155,0.0522465,0.034831,0.0174155,0.0174155,0.0522465,0,0,0,0
784,1,41,75,79,73,41,64,74,65,7,17,0,0,2,11,0,0,28,189,92,46,27,186,89,40,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,1.30757,1.30757,1.30757,1.30757,0.326892,0.326892,1.30757,1.30757,1.30757,1.30757,0.326892,0.326892,1.36263,1.36263,0.0851641,0.0851641,0.0851641,0.0851641,1.36263,1.36263,0.0851641,0.0851641,0.0851641,0.0851641,9.60008e-05,0,0,0,0,0,9.60008e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30757,1.30757,1.30757,1.30757,2.61514,2.61514,1.36263,1.36263,0.681313,0.681313,0.681313,0.681313,0.174338,0.0523013,0.0348675,0.0174338,0.0174338,0.0523013,0,0,0,0
785,1,41,75,79,73,41,64,74,65,7,17,0,0,2,11,0,0,28,189,92,46,27,186,89,40,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.218042,0.218042,0.218042,0.218042,0.436085,0.436085,0.218042,0.218042,0.218042,0.218042,0.436085,0.436085,0.227223,0.227223,0.113612,0.113612,0.113612,0.113612,0.227223,0.227223,0.113612,0.113612,0.113612,0.113612,9.59455e-05,0,0,0,0,0,9.59455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30825,1.30825,1.30825,1.30825,2.61651,2.61651,1.36334,1.36334,0.681669,0.681669,0.681669,0.681669,0.174429,0.0523287,0.0348858,0.0174429,0.0174429,0.0523287,0,0,0,0
786,1,41,75,79,73,41,64,74,65,7,17,0,0,2,11,0,0,28,189,92,46,27,186,89,40,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.145628,0.145628,0.145628,0.145628,0.436884,0.436884,0.145628,0.145628,0.145628,0.145628,0.436884,0.436884,0.15176,0.15176,0.11382,0.11382,0.11382,0.11382,0.15176,0.15176,0.11382,0.11382,0.11382,0.11382,9.58576e-05,0,0,0,0,0,9.58576e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31065,1.31065,1.31065,1.31065,2.6213,2.6213,1.36584,1.36584,0.682919,0.682919,0.682919,0.682919,0.174748,0.0524245,0.0349497,0.0174748,0.0174748,0.0524245,0,0,0,0
787,1,41,75,79,73,41,64,74,65,7,17,0,0,2,11,0,0,28,189,92,46,27,186,89,40,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.163831,0.163831,0.163831,0.163831,0.524261,0.524261,0.163831,0.163831,0.163831,0.163831,0.524261,0.524261,0.17073,0.17073,0.136584,0.136584,0.136584,0.136584,0.17073,0.17073,0.136584,0.136584,0.136584,0.136584,9.59629e-05,0,0,0,0,0,9.59629e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31065,1.31065,1.31065,1.31065,2.6213,2.6213,1.36584,1.36584,0.682919,0.682919,0.682919,0.682919,0.174748,0.0524245,0.0349497,0.0174748,0.0174748,0.0524245,0,0,0,0
788,1,41,75,79,73,41,64,74,65,7,17,0,0,2,11,0,0,28,189,92,46,27,186,89,40,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.186551,0.186551,0.186551,0.186551,0.870571,0.870571,0.186551,0.186551,0.186551,0.186551,0.870571,0.870571,0.194406,0.194406,0.226807,0.226807,0.226807,0.226807,0.194406,0.194406,0.226807,0.226807,0.226807,0.226807,9.61398e-05,0,0,0,0,0,9.61398e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30586,1.30586,1.30586,1.30586,2.61171,2.61171,1.36084,1.36084,0.68042,0.68042,0.68042,0.68042,0.174109,0.0522328,0.0348218,0.0174109,0.0174109,0.0522328,0,0,0,0
789,1,41,75,79,73,41,64,74,65,7,17,0,0,2,11,0,0,28,189,92,46,27,186,89,40,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.261103,0.261103,0.261103,0.261103,0.652757,0.652757,0.261103,0.261103,0.261103,0.261103,0.652757,0.652757,0.272097,0.272097,0.17006,0.17006,0.17006,0.17006,0.272097,0.272097,0.17006,0.17006,0.17006,0.17006,9.62209e-05,0,0,0,0,0,9.62209e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30551,1.30551,1.30551,1.30551,2.61103,2.61103,1.36048,1.36048,0.680242,0.680242,0.680242,0.680242,0.174064,0.0522191,0.0348127,0.0174064,0.0174064,0.0522191,0,0,0,0
790,1,49,78,83,72,41,71,73,68,16,13,0,0,7,15,0,0,30,192,94,42,26,185,89,36,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.217415,0.217415,0.217415,0.217415,1.30449,1.30449,0.217415,0.217415,0.217415,0.217415,1.30449,1.30449,0.226569,0.226569,0.339853,0.339853,0.339853,0.339853,0.226569,0.226569,0.339853,0.339853,0.339853,0.339853,9.63049e-05,0,0,0,0,0,9.63049e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30449,1.30449,1.30449,1.30449,2.60897,2.60897,1.35941,1.35941,0.679707,0.679707,0.679707,0.679707,0.173927,0.052178,0.0347853,0.0173927,0.0173927,0.052178,0,0,0,0
791,1,49,78,83,72,41,71,73,68,16,13,0,0,7,15,0,0,30,192,94,42,26,185,89,36,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.186649,0.186649,0.186649,0.186649,0.522617,0.522617,0.186649,0.186649,0.186649,0.186649,0.522617,0.522617,0.194508,0.194508,0.136155,0.136155,0.136155,0.136155,0.194508,0.194508,0.136155,0.136155,0.136155,0.136155,9.63499e-05,0,0,0,0,0,9.63499e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30654,1.30654,1.30654,1.30654,2.61308,2.61308,1.36155,1.36155,0.680777,0.680777,0.680777,0.680777,0.174201,0.0522602,0.0348401,0.0174201,0.0174201,0.0522602,0,0,0,0
792,1,49,78,83,72,41,71,73,68,16,13,0,0,7,15,0,0,30,192,94,42,26,185,89,36,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.2177,0.2177,0.2177,0.2177,0.52248,0.52248,0.2177,0.2177,0.2177,0.2177,0.52248,0.52248,0.226866,0.226866,0.13612,0.13612,0.13612,0.13612,0.226866,0.226866,0.13612,0.13612,0.13612,0.13612,9.63246e-05,0,0,0,0,0,9.63246e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3062,1.3062,1.3062,1.3062,2.6124,2.6124,1.3612,1.3612,0.680599,0.680599,0.680599,0.680599,0.174155,0.0522465,0.034831,0.0174155,0.0174155,0.0522465,0,0,0,0
793,1,49,78,83,72,41,71,73,68,16,13,0,0,7,15,0,0,30,192,94,42,26,185,89,36,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.261308,0.261308,0.261308,0.261308,0.522617,0.522617,0.261308,0.261308,0.261308,0.261308,0.522617,0.522617,0.272311,0.272311,0.136155,0.136155,0.136155,0.136155,0.272311,0.272311,0.136155,0.136155,0.136155,0.136155,9.64032e-05,0,0,0,0,0,9.64032e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30654,1.30654,1.30654,1.30654,2.61308,2.61308,1.36155,1.36155,0.680777,0.680777,0.680777,0.680777,0.174201,0.0522602,0.0348401,0.0174201,0.0174201,0.0522602,0,0,0,0
794,1,49,78,83,72,41,71,73,68,16,13,0,0,7,15,0,0,30,192,94,42,26,185,89,36,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.163446,0.163446,0.163446,0.163446,0.523028,0.523028,0.163446,0.163446,0.163446,0.163446,0.523028,0.523028,0.170328,0.170328,0.136263,0.136263,0.136263,0.136263,0.170328,0.170328,0.136263,0.136263,0.136263,0.136263,9.64256e-05,0,0,0,0,0,9.64256e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30757,1.30757,1.30757,1.30757,2.61514,2.61514,1.36263,1.36263,0.681313,0.681313,0.681313,0.681313,0.174338,0.0523013,0.0348675,0.0174338,0.0174338,0.0523013,0,0,0,0
795,1,49,78,83,72,41,71,73,68,16,13,0,0,7,15,0,0,30,192,94,42,26,185,89,36,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.163831,0.163831,0.163831,0.163831,0.655326,0.655326,0.163831,0.163831,0.163831,0.163831,0.655326,0.655326,0.17073,0.17073,0.17073,0.17073,0.17073,0.17073,0.17073,0.17073,0.17073,0.17073,0.17073,0.17073,9.64928e-05,0,0,0,0,0,9.64928e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31065,1.31065,1.31065,1.31065,2.6213,2.6213,1.36584,1.36584,0.682919,0.682919,0.682919,0.682919,0.174748,0.0524245,0.0349497,0.0174748,0.0174748,0.0524245,0,0,0,0
796,1,49,78,83,72,41,71,73,68,16,13,0,0,7,15,0,0,30,192,94,42,26,185,89,36,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.16366,0.16366,0.16366,0.16366,0.872855,0.872855,0.16366,0.16366,0.16366,0.16366,0.872855,0.872855,0.170551,0.170551,0.227402,0.227402,0.227402,0.227402,0.170551,0.170551,0.227402,0.227402,0.227402,0.227402,9.6392e-05,0,0,0,0,0,9.6392e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30928,1.30928,1.30928,1.30928,2.61856,2.61856,1.36441,1.36441,0.682205,0.682205,0.682205,0.682205,0.174566,0.0523697,0.0349132,0.0174566,0.0174566,0.0523697,0,0,0,0
797,1,50,80,84,72,48,70,71,66,14,17,0,0,3,9,0,0,29,190,91,37,26,189,85,35,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.163703,0.163703,0.163703,0.163703,0.52385,0.52385,0.163703,0.163703,0.163703,0.163703,0.52385,0.52385,0.170596,0.170596,0.136477,0.136477,0.136477,0.136477,0.170596,0.170596,0.136477,0.136477,0.136477,0.136477,9.65238e-05,0,0,0,0,0,9.65238e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30962,1.30962,1.30962,1.30962,2.61925,2.61925,1.36477,1.36477,0.682383,0.682383,0.682383,0.682383,0.174611,0.0523834,0.0349223,0.0174611,0.0174611,0.0523834,0,0,0,0
798,1,50,80,84,72,48,70,71,66,14,17,0,0,3,9,0,0,29,190,91,37,26,189,85,35,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.145552,0.145552,0.145552,0.145552,0.873311,0.873311,0.145552,0.145552,0.145552,0.145552,0.873311,0.873311,0.15168,0.15168,0.227521,0.227521,0.227521,0.227521,0.15168,0.15168,0.227521,0.227521,0.227521,0.227521,9.64957e-05,0,0,0,0,0,9.64957e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30997,1.30997,1.30997,1.30997,2.61993,2.61993,1.36512,1.36512,0.682562,0.682562,0.682562,0.682562,0.174657,0.0523971,0.0349314,0.0174657,0.0174657,0.0523971,0,0,0,0
799,1,50,80,84,72,48,70,71,66,14,17,0,0,3,9,0,0,29,190,91,37,26,189,85,35,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.11943,0.11943,0.11943,0.11943,0.437911,0.437911,0.11943,0.11943,0.11943,0.11943,0.437911,0.437911,0.124459,0.124459,0.114087,0.114087,0.114087,0.114087,0.124459,0.124459,0.114087,0.114087,0.114087,0.114087,9.63473e-05,0,0,0,0,0,9.63473e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31373,1.31373,1.31373,1.31373,2.62747,2.62747,1.36905,1.36905,0.684525,0.684525,0.684525,0.684525,0.175159,0.0525478,0.0350319,0.0175159,0.0175159,0.0525478,0,0,0,0
800,1,50,80,84,72,48,70,71,66,14,17,0,0,3,9,0,0,29,190,91,37,26,189,85,35,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.164131,0.164131,0.164131,0.164131,0.328262,0.328262,0.164131,0.164131,0.164131,0.164131,0.328262,0.328262,0.171042,0.171042,0.085521,0.085521,0.085521,0.085521,0.171042,0.171042,0.085521,0.085521,0.085521,0.085521,9.63501e-05,0,0,0,0,0,9.63501e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31305,1.31305,1.31305,1.31305,2.6261,2.6261,1.36834,1.36834,0.684168,0.684168,0.684168,0.684168,0.175068,0.0525204,0.0350136,0.0175068,0.0175068,0.0525204,0,0,0,0
801,1,50,80,84,72,48,70,71,66,14,17,0,0,3,9,0,0,29,190,91,37,26,189,85,35,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.18753,0.18753,0.18753,0.18753,0.375059,0.375059,0.18753,0.18753,0.18753,0.18753,0.375059,0.375059,0.195426,0.195426,0.0977128,0.0977128,0.0977128,0.0977128,0.195426,0.195426,0.0977128,0.0977128,0.0977128,0.0977128,9.61662e-05,0,0,0,0,0,9.61662e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31271,1.31271,1.31271,1.31271,2.62541,2.62541,1.36798,1.36798,0.683989,0.683989,0.683989,0.683989,0.175022,0.0525067,0.0350045,0.0175022,0.0175022,0.0525067,0,0,0,0
802,1,50,80,84,72,48,70,71,66,14,17,0,0,3,9,0,0,29,190,91,37,26,189,85,35,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.218842,0.218842,0.218842,0.218842,0.328262,0.328262,0.218842,0.218842,0.218842,0.218842,0.328262,0.328262,0.228056,0.228056,0.085521,0.085521,0.085521,0.085521,0.228056,0.228056,0.085521,0.085521,0.085521,0.085521,9.61913e-05,0,0,0,0,0,9.61913e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31305,1.31305,1.31305,1.31305,2.6261,2.6261,1.36834,1.36834,0.684168,0.684168,0.684168,0.684168,0.175068,0.0525204,0.0350136,0.0175068,0.0175068,0.0525204,0,0,0,0
803,1,50,80,84,72,48,70,71,66,14,17,0,0,3,9,0,0,29,190,91,37,26,189,85,35,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.218784,0.218784,0.218784,0.218784,0.291713,0.291713,0.218784,0.218784,0.218784,0.218784,0.291713,0.291713,0.227996,0.227996,0.0759988,0.0759988,0.0759988,0.0759988,0.227996,0.227996,0.0759988,0.0759988,0.0759988,0.0759988,9.61662e-05,0,0,0,0,0,9.61662e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31271,1.31271,1.31271,1.31271,2.62541,2.62541,1.36798,1.36798,0.683989,0.683989,0.683989,0.683989,0.175022,0.0525067,0.0350045,0.0175022,0.0175022,0.0525067,0,0,0,0
804,1,53,78,80,73,51,70,66,62,9,26,0,0,10,8,0,0,30,195,91,42,26,189,85,40,111,110,0,0,4,5,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0.437112,0.437112,0.437112,0.437112,0.262267,0.262267,0.437112,0.437112,0.437112,0.437112,0.262267,0.262267,0.455517,0.455517,0.0683275,0.0683275,0.0683275,0.0683275,0.455517,0.455517,0.0683275,0.0683275,0.0683275,0.0683275,9.63305e-05,0,0,0,0,0,9.63305e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31134,1.31134,1.31134,1.31134,2.62267,2.62267,1.36655,1.36655,0.683275,0.683275,0.683275,0.683275,0.17484,0.0524519,0.034968,0.017484,0.017484,0.0524519,0,0,0,0
