Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,*AAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
364,2,1001,7754,78,901,6775,10440,10108,248985,354320,177160,2577,18,0,0,1002,0,729,225,0,26383.8,0.0727043,18,18,0,6775,901,58,20,2363,196,18,1132,153,3398,2191547,0,0,43,41
364,3,999,7533,59,1088,6386,10268,10400,248804,341640,170820,2540,20,0,0,1002,0,730,291,0,26564.8,0.080764,20,20,0,6386,1088,46,13,2277,243,20,1588,223,4046,1754589,0,0,26,65
364,4,1001,7558,164,3228,4166,10435,10188,248875,332040,166020,2566,41,0,0,1007,0,686,273,0,26493.8,0.0793151,41,41,0,4166,3228,39,125,1765,760,41,5167,424,14528,5425551,0,0,82,134
365,1,999,7601,544,4615,2442,10359,10311,248596,306320,153160,2541,163,0,0,968,0,706,259,0,26772.8,0.0882532,163,163,0,2442,4615,13,531,1269,1109,163,17249,5833,32211,29195061,0,0,695,648
365,2,1001,7712,82,986,6644,10454,10133,248218,355160,177580,2572,18,0,0,979,0,774,247,0,27150.8,0.0744631,18,18,0,6644,986,59,23,2335,219,18,1252,171,3710,2330622,0,0,42,46
365,3,999,7601,65,1171,6365,10279,10257,248722,357720,178860,2627,19,0,0,1027,0,704,256,0,26646.8,0.0777566,19,19,0,6365,1171,50,15,2346,262,19,1709,236,4363,2040589,0,0,24,71
365,4,1001,7546,171,3404,3971,10411,10292,249013,308440,154220,2486,42,0,0,963,0,717,257,0,26355.8,0.0797908,42,42,0,3971,3404,39,132,1698,746,42,5630,426,15600,5706438,0,0,83,136
366,1,999,7607,549,4612,2446,10329,10282,248548,314240,157120,2572,175,0,0,1039,0,759,273,0,26820.8,0.0874012,175,175,0,2446,4612,15,534,1202,1195,175,17124,5686,32092,29149151,0,0,693,648
366,2,1000,7701,80,1064,6557,10445,10309,248652,359960,179980,2589,31,0,0,986,0,749,246,0,26716.8,0.0764465,31,31,0,6557,1064,54,26,2331,227,31,1367,159,3898,2284197,0,0,38,48
366,3,999,7626,60,1261,6305,10320,10181,248971,338120,169060,2548,19,0,0,1013,0,756,232,0,26397.8,0.0744905,19,19,0,6305,1261,48,12,2230,299,19,1831,228,4745,1844790,0,0,22,64
366,4,1002,7612,183,3571,3858,10463,10250,248840,331080,165540,2573,61,0,0,1036,0,700,273,0,26528.8,0.0854485,61,61,0,3858,3571,36,147,1681,831,61,6103,429,16587,5897283,0,0,89,143
367,1,1002,7625,563,4585,2477,10312,10298,249152,304480,152240,2557,149,0,0,1008,0,745,246,0,26216.8,0.0853512,149,149,0,2477,4585,12,551,1257,1151,149,17154,5524,32085,29372267,0,0,693,651
367,2,1000,7757,83,1171,6503,10431,10235,248164,353000,176500,2590,22,0,0,1030,0,714,263,0,27204.8,0.0742214,22,22,0,6503,1171,57,26,2333,235,22,1527,162,4314,2325085,0,0,40,50
367,3,997,7567,64,1296,6207,10353,10230,248762,332880,166440,2483,19,0,0,970,0,740,287,0,26606.8,0.0780721,19,19,0,6207,1296,47,17,2183,281,19,1887,227,4971,2002078,0,0,28,67
367,4,1001,7624,190,3739,3695,10465,10295,248521,325760,162880,2603,57,0,0,976,0,708,254,0,26847.8,0.0801279,57,57,0,3695,3739,30,160,1683,863,57,6593,457,17782,6418948,0,0,87,157
368,1,1000,7657,580,4625,2452,10301,10335,248866,308160,154080,2572,172,0,0,992,0,688,276,0,26502.8,0.0861034,172,172,0,2452,4625,13,567,1263,1137,172,17346,5671,32351,30491660,0,0,706,668
368,2,1001,7698,78,1296,6324,10382,10305,248565,351600,175800,2606,27,0,0,967,0,773,251,0,26803.8,0.0770673,27,27,0,6324,1296,51,27,2284,295,27,1722,165,4814,2146646,0,0,39,47
368,3,998,7590,65,1390,6135,10370,10231,248592,361400,180700,2647,22,0,0,967,0,690,253,0,26776.8,0.079929,22,22,0,6135,1390,45,20,2287,338,22,2082,226,5450,1820827,0,0,23,65
368,4,1001,7634,195,3849,3590,10373,10369,248726,317040,158520,2521,46,0,0,988,0,716,261,0,26642.8,0.0824157,46,46,0,3590,3849,31,164,1553,922,46,6986,491,18771,6767064,0,0,87,165
369,1,1001,7671,561,4620,2490,10312,10313,248720,314200,157100,2564,180,0,0,1021,0,745,261,0,26648.8,0.0860032,180,180,0,2490,4620,10,551,1210,1174,180,17410,5347,32476,29489270,0,0,692,660
369,2,999,7734,78,1406,6250,10395,10215,248923,362720,181360,2614,31,0,0,1020,0,707,277,0,26445.8,0.0762336,31,31,0,6250,1406,48,30,2285,298,31,1871,162,5237,2023616,0,0,37,48
369,3,998,7593,70,1464,6059,10388,10104,248909,343720,171860,2533,15,0,0,992,0,737,251,0,26459.8,0.0740917,15,15,0,6059,1464,52,18,2155,363,15,2195,233,5717,2066545,0,0,20,71
369,4,1002,7702,200,3974,3528,10391,10321,248784,318440,159220,2550,66,0,0,1057,0,732,259,0,26584.8,0.0840359,66,66,0,3528,3974,27,173,1534,950,66,7457,479,19780,6733249,0,0,89,173
370,1,1001,7678,562,4620,2496,10216,10154,248927,315880,157940,2631,166,0,0,1019,0,740,271,0,26441.8,0.0848146,166,166,0,2496,4620,9,553,1261,1204,166,17482,5284,32716,29399106,0,0,688,657
370,2,999,7748,79,1531,6138,10419,10085,248379,348800,174400,2601,23,0,0,998,0,738,246,0,26989.8,0.0729095,23,23,0,6138,1531,50,29,2253,325,23,2063,143,5792,1980108,0,0,35,50
370,3,998,7615,77,1543,5995,10358,10181,248740,337600,168800,2511,19,0,0,981,0,702,257,0,26628.8,0.0769805,19,19,0,5995,1543,53,24,2178,314,19,2273,244,6079,2442888,0,0,26,79
370,4,1002,7689,215,4101,3373,10415,10232,248659,329920,164960,2669,52,0,0,972,0,727,259,0,26709.8,0.0834843,52,52,0,3373,4101,31,184,1637,980,52,7890,504,20797,7727644,0,0,89,191
371,1,1000,7653,563,4672,2418,10204,10116,249243,305280,152640,2563,181,0,0,992,0,735,283,0,26125.8,0.0837082,181,181,0,2418,4672,7,556,1229,1153,181,17728,5406,32906,29709174,0,0,697,675
371,2,1000,7721,81,1645,5995,10382,10077,249099,350320,175160,2596,19,0,0,967,0,758,235,0,26269.8,0.0773789,19,19,0,5995,1645,51,30,2208,369,19,2229,161,6251,2042167,0,0,35,52
371,3,998,7662,70,1643,5949,10385,10095,248703,355800,177900,2606,25,0,0,1025,0,695,283,0,26665.8,0.0788766,25,25,0,5949,1643,44,26,2199,382,25,2435,227,6574,2252157,0,0,23,70
371,4,1002,7705,245,4161,3299,10438,10282,248409,315760,157880,2539,63,0,0,1016,0,729,271,0,26959.8,0.0809583,63,63,0,3299,4161,28,217,1473,1003,63,8352,474,21725,8709446,0,0,84,209
372,1,1000,7669,566,4647,2456,10175,10024,248486,312240,156120,2550,163,0,0,1003,0,720,271,0,26882.8,0.0855796,163,163,0,2456,4647,9,557,1223,1164,163,17757,5489,32882,30643721,0,0,710,669
372,2,1000,7739,79,1767,5893,10412,10141,248626,355360,177680,2602,27,0,0,995,0,708,267,0,26742.8,0.0749879,27,27,0,5893,1767,47,32,2192,383,27,2470,141,6848,1854725,0,0,32,51
372,3,999,7640,75,1762,5803,10443,10047,248867,342200,171100,2586,23,0,0,957,0,715,261,0,26501.8,0.0749459,23,23,0,5803,1762,45,30,2146,417,23,2670,268,7156,2442977,0,0,20,75
372,4,1001,7709,272,4258,3179,10429,10391,248756,309960,154980,2561,77,0,0,967,0,727,237,0,26612.8,0.0853805,77,77,0,3179,4258,30,242,1448,1036,77,8979,528,22903,9541821,0,0,93,230
373,1,1001,7626,579,4633,2414,10184,9958,248518,317440,158720,2602,168,0,0,984,0,754,276,0,26850.8,0.0860964,168,168,0,2414,4633,9,570,1242,1192,168,17880,5516,32871,30932749,0,0,723,665
373,2,999,7690,73,1891,5726,10380,10247,248745,348000,174000,2582,22,0,0,921,0,695,274,0,26623.8,0.0752554,22,22,0,5726,1891,43,30,2127,433,22,2695,135,7433,1647274,0,0,33,47
373,3,1000,7569,78,1881,5610,10447,10113,249032,347720,173860,2549,12,0,0,909,0,725,254,0,26336.8,0.0774452,12,12,0,5610,1881,43,35,2134,403,12,2844,260,7578,2465066,0,0,21,78
373,4,1000,7735,295,4338,3102,10509,10499,248525,335040,167520,2610,80,0,0,1021,0,734,260,0,26843.8,0.0858587,80,80,0,3102,4338,33,262,1453,1077,80,9500,630,24061,10694322,0,0,112,253
374,1,1001,7573,576,4627,2370,10141,9989,249043,309880,154940,2569,188,0,0,953,0,744,262,0,26325.8,0.0845853,188,188,0,2370,4627,6,570,1210,1171,188,18158,5623,33262,30908217,0,0,725,663
374,2,999,7627,73,2012,5542,10389,10238,248765,349280,174640,2515,19,0,0,955,0,770,250,0,26603.8,0.076505,19,19,0,5542,2012,41,32,2031,465,19,2930,141,8123,1846975,0,0,37,46
374,3,999,7618,90,1931,5597,10445,10130,248954,344240,172120,2470,28,0,0,1032,0,742,239,0,26414.8,0.0757413,28,28,0,5597,1931,40,50,2015,427,28,3004,296,7868,2703610,0,0,24,87
374,4,1001,7685,286,4448,2951,10566,10400,248775,313160,156580,2585,80,0,0,982,0,758,274,0,26593.8,0.080121,80,80,0,2951,4448,32,254,1441,1064,80,10034,622,24990,10221886,0,0,110,252
375,1,1001,7601,578,4621,2402,10183,9980,248815,315000,157500,2528,168,0,0,1010,0,714,269,0,26553.8,0.0849547,168,168,0,2402,4621,8,570,1202,1158,168,18194,5636,33265,31447676,0,0,725,675
375,2,999,7614,72,2117,5425,10379,10198,248806,347000,173500,2549,22,0,0,1016,0,751,276,0,26562.8,0.0761674,22,22,0,5425,2117,38,34,2039,488,22,3178,135,8659,1811299,0,0,35,45
375,3,999,7633,101,1994,5538,10349,10205,248707,336440,168220,2595,23,0,0,1013,0,726,269,0,26661.8,0.0767335,23,23,0,5538,1994,44,57,2084,488,23,3106,315,8136,3154035,0,0,33,101
375,4,1001,7610,290,4452,2868,10587,10333,248977,308560,154280,2511,100,0,0,993,0,795,277,0,26391.8,0.0849206,100,100,0,2868,4452,26,264,1339,1072,100,10374,662,25647,10665052,0,0,122,252
376,1,1002,7534,561,4647,2326,10176,9992,248561,310960,155480,2563,149,0,0,934,0,752,247,0,26807.8,0.0842976,149,149,0,2326,4647,10,551,1205,1209,149,18245,5372,33233,29976872,0,0,713,661
376,2,999,7642,76,2265,5301,10403,10157,248975,335960,167980,2592,25,0,0,1018,0,705,284,0,26393.8,0.0765497,25,25,0,5301,2265,39,37,2067,500,25,3467,127,9377,1868601,0,0,34,47
376,3,997,7607,112,2090,5405,10292,10378,248817,342480,171240,2598,23,0,0,977,0,722,282,0,26551.8,0.0792467,23,23,0,5405,2090,51,61,2090,485,23,3269,348,8679,3338204,0,0,33,110
376,4,1002,7702,293,4558,2851,10592,10220,248911,324520,162260,2643,70,0,0,1065,0,720,255,0,26457.8,0.085532,70,70,0,2851,4558,27,266,1404,1169,70,11010,691,26970,10934239,0,0,133,252
377,1,1001,7548,565,4620,2363,10149,10087,248448,304000,152000,2482,183,0,0,1010,0,727,267,0,26920.8,0.0862096,183,183,0,2363,4620,13,552,1144,1155,183,18268,5282,33178,29611910,0,0,709,656
377,2,999,7669,79,2456,5134,10485,10131,248804,342120,171060,2651,21,0,0,969,0,689,259,0,26564.8,0.0785622,21,21,0,5134,2456,39,40,2076,554,21,3787,157,10289,2118785,0,0,35,52
377,3,998,7595,117,2164,5314,10331,10352,248397,331880,165940,2500,40,0,0,991,0,739,262,0,26971.8,0.0775279,40,40,0,5314,2164,48,69,1974,486,40,3438,350,8999,3230804,0,0,37,117
377,4,1002,7749,314,4663,2772,10636,10038,248624,308840,154420,2636,90,0,0,1017,0,716,252,0,26744.8,0.0815289,90,90,0,2772,4663,22,292,1410,1136,90,11490,737,27776,11326248,0,0,136,274
378,1,1000,7502,572,4642,2288,10201,10177,248545,305160,152580,2554,159,0,0,923,0,704,266,0,26823.8,0.0885551,159,159,0,2288,4642,12,560,1235,1160,159,18384,5372,33183,30651321,0,0,724,673
378,2,998,7645,87,2539,5019,10409,10157,248415,338560,169280,2570,23,0,0,977,0,716,285,0,26953.8,0.0776475,23,23,0,5019,2539,46,41,1960,587,23,3997,170,10573,2599847,0,0,41,57
378,3,998,7599,118,2310,5171,10360,10359,248798,340680,170340,2595,29,0,0,977,0,712,260,0,26570.8,0.0812696,29,29,0,5171,2310,44,74,2020,546,29,3700,327,9593,3400721,0,0,32,117
378,4,1004,7763,340,4686,2737,10546,10101,248874,303480,151740,2541,90,0,0,1022,0,737,271,0,26494.8,0.0865974,90,90,0,2737,4686,17,323,1331,1120,90,11957,783,28533,12539816,0,0,134,296
379,1,1000,7454,572,4576,2306,10212,10236,249123,318040,159020,2533,182,0,0,963,0,753,258,0,26245.8,0.0879006,182,182,0,2306,4576,10,562,1135,1216,182,18427,5305,33251,29961928,0,0,726,672
379,2,998,7639,97,2643,4899,10416,10264,248769,329040,164520,2523,30,0,0,982,0,745,246,0,26599.8,0.0796129,30,30,0,4899,2643,44,53,1873,620,30,4310,210,11225,2873858,0,0,49,62
379,3,999,7622,119,2380,5123,10360,10320,249076,347040,173520,2584,32,0,0,1004,0,712,268,0,26292.8,0.0779933,32,32,0,5123,2380,49,70,1984,568,32,3883,324,9961,3750063,0,0,33,117
379,4,1003,7781,373,4757,2651,10507,10145,248566,326000,163000,2656,107,0,0,1027,0,754,253,0,26802.8,0.0873031,107,107,0,2651,4757,19,354,1345,1204,107,12585,880,29883,13435178,0,0,156,330
380,1,1000,7522,565,4531,2426,10186,10114,248809,300320,150160,2489,174,0,0,1028,0,700,263,0,26559.8,0.0825234,174,174,0,2426,4531,5,560,1156,1159,174,18289,5241,32952,30059649,0,0,703,664
380,2,998,7660,103,2778,4779,10361,10255,249047,343520,171760,2620,33,0,0,998,0,717,260,0,26321.8,0.0808405,33,33,0,4779,2778,39,64,1927,660,33,4629,214,12039,3048936,0,0,52,65
380,3,999,7691,124,2430,5137,10454,10247,248778,327320,163660,2527,33,0,0,1013,0,711,231,0,26590.8,0.0757629,33,33,0,5137,2430,54,70,1910,584,33,4053,354,10362,3782023,0,0,37,123
380,4,1003,7752,386,4824,2542,10489,10075,248967,317880,158940,2619,109,0,0,954,0,719,263,0,26401.8,0.082217,109,109,0,2542,4824,20,366,1283,1227,109,13085,957,30861,14634930,0,0,172,341
381,1,1000,7509,550,4577,2382,10160,10149,248634,309440,154720,2585,166,0,0,979,0,711,281,0,26734.8,0.0884382,166,166,0,2382,4577,3,547,1259,1160,166,18360,5212,33042,30294498,0,0,693,646
381,2,998,7664,113,2902,4649,10405,10203,248688,332440,166220,2563,27,0,0,1001,0,732,265,0,26680.8,0.0766236,27,27,0,4649,2902,41,72,1861,675,27,4882,238,12698,3450717,0,0,56,72
381,3,999,7681,131,2499,5051,10430,10155,248695,336280,168140,2571,38,0,0,1009,0,764,254,0,26673.8,0.0812378,38,38,0,5051,2499,55,76,1922,611,38,4282,408,10985,4073288,0,0,45,130
381,4,1003,7696,414,4806,2476,10466,10132,248657,308680,154340,2511,115,0,0,933,0,738,252,0,26711.8,0.0830557,115,115,0,2476,4806,17,397,1241,1155,115,13419,1050,31301,15110227,0,0,190,356
382,1,1000,7489,541,4560,2388,10241,10140,248900,304520,152260,2521,172,0,0,992,0,779,234,0,26468.8,0.0863972,172,172,0,2388,4560,1,540,1190,1159,172,18233,4964,32692,29360873,0,0,660,635
382,2,998,7678,121,2936,4621,10392,10228,248910,329840,164920,2557,39,0,0,1005,0,715,274,0,26458.8,0.0802573,39,39,0,4621,2936,48,73,1807,711,39,5024,250,13103,3618270,0,0,53,84
382,3,1000,7683,135,2609,4939,10517,10089,249290,337640,168820,2614,37,0,0,1018,0,735,281,0,26078.8,0.0793201,37,37,0,4939,2609,57,78,1954,623,37,4529,408,11461,4236520,0,0,44,136
382,4,1002,7618,412,4790,2416,10495,10124,248990,321920,160960,2576,124,0,0,1012,0,834,257,0,26378.8,0.0865354,124,124,0,2416,4790,12,400,1216,1236,124,13616,1066,31201,15974776,0,0,185,366
383,1,999,7449,562,4545,2342,10256,10166,248795,291520,145760,2466,151,0,0,965,0,734,273,0,26573.8,0.0869196,151,151,0,2342,4545,3,559,1190,1125,151,18139,4929,32393,30334742,0,0,689,635
383,2,998,7687,129,3071,4487,10362,10173,248726,332560,166280,2588,31,0,0,991,0,744,236,0,26642.8,0.0802169,31,31,0,4487,3071,47,82,1799,758,31,5408,287,14018,3786924,0,0,67,76
383,3,999,7637,139,2711,4787,10464,10247,248786,332560,166280,2622,40,0,0,969,0,738,279,0,26582.8,0.0772383,40,40,0,4787,2711,60,79,1932,650,40,4791,377,11980,4562602,0,0,42,139
383,4,1004,7641,426,4839,2376,10496,10061,248613,314720,157360,2615,136,0,0,993,0,698,270,0,26755.8,0.0819419,136,136,0,2376,4839,10,416,1256,1223,136,14065,1132,31773,16775027,0,0,184,385
384,1,1000,7424,565,4540,2319,10253,10185,248593,305200,152600,2524,157,0,0,969,0,714,281,0,26775.8,0.0911558,157,157,0,2319,4540,3,562,1222,1145,157,18084,4894,32338,29988969,0,0,694,636
384,2,998,7653,139,3152,4362,10376,10144,248841,326760,163380,2514,36,0,0,1003,0,757,277,0,26527.8,0.0801141,36,36,0,4362,3152,50,89,1727,751,36,5596,338,14546,4349788,0,0,82,72
384,3,997,7671,160,2805,4706,10457,10020,248405,332800,166400,2562,46,0,0,998,0,720,246,0,26963.8,0.0799337,46,46,0,4706,2805,62,98,1863,653,46,4985,403,12311,5511962,0,0,42,157
384,4,1005,7684,439,4881,2364,10417,10135,248922,302800,151400,2533,111,0,0,983,0,677,263,0,26446.8,0.0850145,111,111,0,2364,4881,12,427,1237,1185,111,14481,1239,32509,17985090,0,0,199,401
385,1,1000,7379,552,4540,2287,10351,10077,248760,310240,155120,2539,184,0,0,946,0,740,253,0,26608.8,0.0877318,184,184,0,2287,4540,3,549,1191,1164,184,18130,4570,32397,28548322,0,0,662,609
385,2,997,7679,141,3285,4253,10355,10145,248501,330520,165260,2574,47,0,0,1029,0,725,279,0,26867.8,0.0811842,47,47,0,4253,3285,45,96,1785,742,47,5982,342,15474,4403639,0,0,84,76
385,3,998,7643,159,2886,4598,10402,10109,248952,335880,167940,2616,44,0,0,914,0,710,231,0,26416.8,0.0810209,44,44,0,4598,2886,58,101,1845,727,44,5165,415,12723,5407944,0,0,41,155
385,4,1005,7653,448,4879,2326,10413,10102,248755,314600,157300,2583,136,0,0,970,0,745,254,0,26613.8,0.0873407,136,136,0,2326,4879,9,439,1177,1270,136,14791,1305,33006,18619713,0,0,215,410
386,1,999,7339,537,4500,2302,10343,10153,248785,287240,143620,2407,152,0,0,951,0,723,267,0,26583.8,0.0857683,152,152,0,2302,4500,3,534,1152,1103,152,17707,4671,31518,28853153,0,0,641,599
386,2,996,7636,158,3341,4137,10350,10219,248872,338240,169120,2668,45,0,0,942,0,726,262,0,26496.8,0.0812893,45,45,0,4137,3341,45,113,1762,861,45,6216,371,15836,5217665,0,0,96,94
386,3,1000,7648,174,2918,4556,10468,10198,248355,333440,166720,2526,43,0,0,953,0,730,219,0,27013.8,0.0786494,43,43,0,4556,2918,55,119,1765,718,43,5421,431,13091,5975479,0,0,39,173
386,4,1005,7628,469,4855,2304,10370,10216,248775,316360,158180,2578,139,0,0,977,0,713,286,0,26593.8,0.0845955,139,139,0,2304,4855,9,460,1188,1251,139,14989,1492,33317,19777020,0,0,231,439
387,1,1000,7413,528,4551,2334,10339,10237,248567,302400,151200,2521,164,0,0,1002,0,672,253,0,26801.8,0.0925489,164,164,0,2334,4551,2,526,1175,1182,164,17785,4735,31702,29135412,0,0,628,600
387,2,994,7612,184,3377,4051,10345,10292,248662,314240,157120,2462,49,0,0,957,0,737,245,0,26706.8,0.0783371,49,49,0,4051,3377,39,145,1612,801,49,6401,429,16316,5737105,0,0,115,107
387,3,1000,7718,192,2971,4555,10432,10236,248614,333200,166600,2565,53,0,0,1018,0,698,252,0,26754.8,0.0810153,53,53,0,4555,2971,49,143,1782,730,53,5615,451,13605,6658005,0,0,41,189
387,4,1006,7636,488,4915,2233,10390,10296,249016,311760,155880,2555,136,0,0,942,0,681,253,0,26352.8,0.0840617,136,136,0,2233,4915,10,478,1192,1227,136,15436,1633,34008,20734809,0,0,259,466
388,1,1000,7451,547,4494,2410,10260,10309,248449,309760,154880,2592,175,0,0,1025,0,712,278,0,26919.8,0.0886301,175,175,0,2410,4494,3,544,1237,1180,175,17801,4924,31808,30305552,0,0,643,612
388,2,993,7611,204,3432,3975,10433,10260,248794,324560,162280,2542,57,0,0,973,0,727,246,0,26574.8,0.0849884,57,57,0,3975,3432,41,163,1651,834,57,6589,505,16840,6847031,0,0,130,118
388,3,1001,7682,198,3035,4449,10398,10462,248777,343400,171700,2668,59,0,0,955,0,709,282,0,26591.8,0.0802964,59,59,0,4449,3035,44,154,1841,768,59,5791,525,14081,6892720,0,0,38,196
388,4,1006,7619,481,4833,2305,10394,10215,249031,317120,158560,2572,149,0,0,1014,0,749,280,0,26337.8,0.084529,149,149,0,2305,4833,10,471,1135,1288,149,15643,1721,34079,20848412,0,0,266,472
389,1,1000,7397,551,4456,2390,10212,10417,248428,284840,142420,2438,143,0,0,976,0,763,267,0,26940.8,0.0869052,143,143,0,2390,4456,7,544,1217,1078,143,17384,5074,31195,30900091,0,0,653,622
389,2,994,7549,213,3460,3876,10476,10200,249001,338320,169160,2636,62,0,0,960,0,749,273,0,26367.8,0.0818793,62,62,0,3876,3460,38,175,1684,890,62,6828,524,17370,7088328,0,0,133,125
389,3,1001,7656,215,3040,4401,10473,10466,248676,328840,164420,2535,51,0,0,958,0,746,239,0,26692.8,0.0774367,51,51,0,4401,3040,48,167,1711,773,51,5950,554,14396,7297672,0,0,43,216
389,4,1005,7593,494,4839,2260,10419,10201,248784,313800,156900,2617,147,0,0,976,0,737,264,0,26584.8,0.0830529,147,147,0,2260,4839,14,480,1218,1252,147,15902,1887,34298,22065524,0,0,301,489
390,1,1001,7442,533,4454,2455,10192,10472,248614,296680,148340,2466,169,0,0,980,0,678,257,0,26754.8,0.094582,169,169,0,2455,4454,8,525,1157,1140,169,17180,4984,30945,30257358,0,0,637,618
390,2,994,7558,224,3477,3857,10418,10257,248419,310920,155460,2471,65,0,0,1012,0,746,257,0,26949.8,0.0779373,65,65,0,3857,3477,47,177,1553,853,65,6973,592,17778,7593568,0,0,146,137
390,3,1001,7617,231,3033,4353,10493,10350,248941,329800,164900,2525,68,0,0,1001,0,769,271,0,26427.8,0.0811725,68,68,0,4353,3033,47,184,1718,739,68,6083,612,14548,8038335,0,0,38,233
390,4,1004,7543,495,4809,2239,10419,10225,248640,298400,149200,2492,133,0,0,952,0,733,269,0,26728.8,0.0847188,133,133,0,2239,4809,12,483,1134,1225,133,15875,2021,34133,22770891,0,0,332,502
391,1,1001,7484,511,4505,2468,10223,10395,248508,315480,157740,2548,168,0,0,1011,0,728,238,0,26860.8,0.0901805,168,168,0,2468,4505,7,504,1250,1130,168,17166,4839,31182,28875656,0,0,606,607
391,2,995,7518,226,3511,3781,10370,10213,248955,318840,159420,2553,62,0,0,965,0,746,261,0,26413.8,0.0866774,62,62,0,3781,3511,42,184,1607,884,62,7079,626,17804,7943047,0,0,151,136
391,3,1001,7629,232,3098,4299,10510,10146,248594,333680,166840,2591,59,0,0,1003,0,727,263,0,26774.8,0.0801327,59,59,0,4299,3098,51,181,1760,772,59,6307,621,14951,8403121,0,0,45,231
391,4,1003,7547,487,4799,2261,10402,10309,248833,309160,154580,2516,157,0,0,999,0,727,270,0,26535.8,0.0895736,157,157,0,2261,4799,8,479,1130,1229,157,15963,2049,34246,22835944,0,0,350,496
392,1,1001,7561,503,4563,2495,10264,10380,249112,302040,151020,2539,145,0,0,1022,0,696,250,0,26256.8,0.0851425,145,145,0,2495,4563,7,496,1257,1137,145,17378,4889,31656,28539625,0,0,619,607
392,2,995,7544,250,3590,3704,10474,10204,248904,327720,163860,2579,56,0,0,995,0,698,271,0,26464.8,0.0828433,56,56,0,3704,3590,40,210,1619,904,56,7305,660,18468,8938639,0,0,168,141
392,3,1002,7629,238,3132,4259,10579,10078,248737,321560,160780,2551,70,0,0,1016,0,743,272,0,26631.8,0.0802408,70,70,0,4259,3132,49,189,1719,762,70,6452,660,15227,8574191,0,0,49,239
392,4,1002,7552,521,4809,2222,10427,10206,248902,313560,156780,2590,148,0,0,982,0,709,268,0,26466.8,0.0858318,148,148,0,2222,4809,8,513,1196,1246,148,16186,2351,34847,25427188,0,0,389,542
393,1,1001,7643,512,4592,2539,10306,10311,248649,297480,148740,2507,145,0,0,1028,0,679,265,0,26719.8,0.0869314,145,145,0,2539,4592,7,505,1253,1109,145,17426,4808,31860,27750463,0,0,624,599
393,2,995,7599,270,3666,3663,10508,10308,248469,307920,153960,2485,80,0,0,954,0,664,239,0,26899.8,0.0807542,80,80,0,3663,3666,46,224,1547,858,80,7532,739,18919,10180046,0,0,187,161
393,3,1002,7667,253,3206,4208,10532,10130,248496,323120,161560,2557,78,0,0,997,0,689,270,0,26872.8,0.0828205,78,78,0,4208,3206,50,203,1718,761,78,6666,726,15753,9027619,0,0,53,255
393,4,1002,7577,552,4751,2274,10449,10289,249048,296200,148100,2482,142,0,0,1004,0,728,249,0,26320.8,0.0844073,142,142,0,2274,4751,11,541,1154,1186,142,16148,2614,34599,27360906,0,0,429,587
394,1,1001,7676,529,4621,2526,10267,10113,248892,317920,158960,2654,168,0,0,1004,0,701,272,0,26476.8,0.0898203,168,168,0,2526,4621,11,518,1299,1187,168,17584,4945,32196,29072627,0,0,654,616
394,2,998,7624,280,3735,3609,10510,10296,248710,330720,165360,2565,81,0,0,1008,0,746,236,0,26658.8,0.0873595,81,81,0,3609,3735,42,238,1550,934,81,7780,785,19508,10835076,0,0,197,165
394,3,1000,7691,276,3253,4162,10450,10226,248620,335680,167840,2624,84,0,0,988,0,707,259,0,26748.8,0.0831665,84,84,0,4162,3253,53,223,1712,828,84,6921,795,16099,9801091,0,0,60,278
394,4,1001,7603,538,4713,2352,10399,10143,248299,305360,152680,2530,170,0,0,1045,0,736,280,0,27069.8,0.0888614,170,170,0,2352,4713,11,527,1158,1202,170,16054,2643,34186,27144145,0,0,433,584
395,1,1001,7689,515,4631,2543,10245,10117,248627,310320,155160,2567,148,0,0,1004,0,738,251,0,26741.8,0.0832812,148,148,0,2543,4631,11,504,1253,1166,148,17370,4920,32117,28843574,0,0,630,611
395,2,996,7569,279,3764,3526,10436,10454,248413,319120,159560,2583,72,0,0,956,0,750,261,0,26955.8,0.0806082,72,72,0,3526,3764,37,242,1542,969,72,7874,800,19859,10754078,0,0,207,163
395,3,1001,7695,296,3294,4105,10433,10206,248658,323920,161960,2559,71,0,0,980,0,739,239,0,26710.8,0.0796853,71,71,0,4105,3294,56,240,1674,814,71,7176,806,16539,10611820,0,0,60,298
