Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,*AAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
155,2,1001,7681,0,0,7681,10410,10057,248047,367000,183500,2576,0,0,0,949,0,726,287,0,26456,0.0688326,0,0,0,7681,0,0,0,2576,0,0,0,0,0,0,0,0,0,0
155,3,1001,7565,0,0,7565,10482,10196,248396,350200,175100,2516,0,0,0,931,0,705,235,0,26107,0.0749318,0,0,0,7565,0,0,0,2516,0,0,0,0,0,0,0,0,0,0
155,4,999,7608,0,0,7608,10550,10046,248409,356600,178300,2566,0,0,0,979,0,712,269,0,26094,0.0726387,0,0,0,7608,0,0,0,2566,0,0,0,0,0,0,0,0,0,0
156,1,999,7656,28,252,7376,10186,10069,248073,357360,178680,2580,7,0,0,959,0,715,241,0,26461.2,0.0755131,7,7,0,7376,252,26,2,2501,72,7,257,28,921,847576,0,0,12,16
156,2,1001,7691,0,0,7691,10412,9984,247884,352600,176300,2479,0,0,0,996,0,733,251,0,26650.2,0.0720871,0,0,0,7691,0,0,0,2479,0,0,0,0,0,0,0,0,0,0
156,3,1001,7644,0,0,7644,10434,10094,247848,368000,184000,2564,0,0,0,1045,0,705,263,0,26686.2,0.0745487,0,0,0,7644,0,0,0,2564,0,0,0,0,0,0,0,0,0,0
156,4,999,7547,0,0,7547,10547,10071,247882,361600,180800,2568,0,0,0,952,0,757,254,0,26652.2,0.0731743,0,0,0,7547,0,0,0,2568,0,0,0,0,0,0,0,0,0,0
157,1,998,7559,30,249,7280,10145,10266,247928,368800,184400,2578,8,0,0,910,0,710,299,0,26636.3,0.0740463,8,8,0,7280,249,28,2,2518,52,8,253,30,891,909214,0,0,13,17
157,2,1001,7594,0,0,7594,10397,10035,248234,381000,190500,2667,0,0,0,928,0,729,294,0,26330.3,0.0755819,0,0,0,7594,0,0,0,2667,0,0,0,0,0,0,0,0,0,0
157,3,1001,7562,0,0,7562,10375,10233,247691,361200,180600,2617,0,0,0,920,0,735,266,0,26873.3,0.0725168,0,0,0,7562,0,0,0,2617,0,0,0,0,0,0,0,0,0,0
157,4,1000,7526,0,0,7526,10527,10052,247986,360600,180300,2524,0,0,0,961,0,717,266,0,26578.3,0.0737063,0,0,0,7526,0,0,0,2524,0,0,0,0,0,0,0,0,0,0
158,1,998,7661,31,230,7400,10171,10183,247743,350320,175160,2481,10,0,0,1045,0,718,227,0,26850.3,0.0722242,10,10,0,7400,230,28,3,2387,84,10,236,31,859,956347,0,0,14,17
158,2,1001,7596,0,0,7596,10314,10020,247895,366200,183100,2535,0,0,0,954,0,698,254,0,26698.3,0.0691084,0,0,0,7596,0,0,0,2535,0,0,0,0,0,0,0,0,0,0
158,3,1001,7462,0,0,7462,10369,10394,248040,355400,177700,2503,0,0,0,949,0,784,264,0,26553.3,0.0744,0,0,0,7462,0,0,0,2503,0,0,0,0,0,0,0,0,0,0
158,4,1000,7564,0,0,7564,10419,10156,248118,351200,175600,2511,0,0,0,1016,0,705,272,0,26475.3,0.0737057,0,0,0,7564,0,0,0,2511,0,0,0,0,0,0,0,0,0,0
159,1,999,7672,35,213,7424,10204,10224,247902,369880,184940,2644,9,0,0,1000,0,737,252,0,26719.3,0.076645,9,9,0,7424,213,31,4,2573,62,9,220,36,782,1156323,0,0,21,15
159,2,1000,7583,0,0,7583,10277,10054,247892,358400,179200,2538,0,0,0,944,0,688,269,0,26729.3,0.0729063,0,0,0,7583,0,0,0,2538,0,0,0,0,0,0,0,0,0,0
159,3,1001,7467,0,0,7467,10399,10375,248089,349600,174800,2463,0,0,0,988,0,724,258,0,26532.3,0.0747138,0,0,0,7467,0,0,0,2463,0,0,0,0,0,0,0,0,0,0
159,4,1000,7651,0,0,7651,10365,10178,248023,370800,185400,2643,0,0,0,1017,0,676,255,0,26598.3,0.0753852,0,0,0,7651,0,0,0,2643,0,0,0,0,0,0,0,0,0,0
160,1,1000,7643,39,193,7411,10248,10238,248308,352840,176420,2548,6,0,0,968,0,741,257,0,26340.2,0.0722376,6,6,0,7411,193,35,4,2497,45,6,202,40,732,1289852,0,0,26,14
160,2,999,7506,0,0,7506,10280,10206,247860,376600,188300,2614,0,0,0,947,0,740,283,0,26788.2,0.0745794,0,0,0,7506,0,0,0,2614,0,0,0,0,0,0,0,0,0,0
160,3,1001,7440,0,0,7440,10386,10248,247954,360400,180200,2543,0,0,0,988,0,771,243,0,26694.2,0.0758932,0,0,0,7440,0,0,0,2543,0,0,0,0,0,0,0,0,0,0
160,4,1000,7599,0,0,7599,10364,10208,248319,358800,179400,2590,0,0,0,918,0,719,252,0,26329.2,0.0717321,0,0,0,7599,0,0,0,2590,0,0,0,0,0,0,0,0,0,0
161,1,999,7688,41,162,7485,10221,10213,248691,346520,173260,2490,14,0,0,1056,0,761,253,0,25983.2,0.0746519,14,14,0,7485,162,37,4,2418,58,14,171,42,637,1321225,0,0,26,16
161,2,1000,7548,0,0,7548,10269,10155,248031,353600,176800,2497,0,0,0,984,0,714,229,0,26643.2,0.0711317,0,0,0,7548,0,0,0,2497,0,0,0,0,0,0,0,0,0,0
161,3,1001,7528,0,0,7528,10345,10126,247989,342400,171200,2462,0,0,0,1046,0,711,245,0,26685.2,0.0740682,0,0,0,7528,0,0,0,2462,0,0,0,0,0,0,0,0,0,0
161,4,1000,7640,0,0,7640,10317,10210,247982,352400,176200,2468,0,0,0,1014,0,707,264,0,26692.2,0.0733812,0,0,0,7640,0,0,0,2468,0,0,0,0,0,0,0,0,0,0
162,1,999,7614,46,141,7427,10209,10386,247840,370920,185460,2676,14,0,0,939,0,758,256,0,26859.2,0.0749831,14,14,0,7427,141,41,5,2611,51,14,150,47,554,1518641,0,0,27,20
162,2,1000,7561,0,0,7561,10239,10149,248250,352400,176200,2519,0,0,0,975,0,720,241,0,26449.2,0.0753483,0,0,0,7561,0,0,0,2519,0,0,0,0,0,0,0,0,0,0
162,3,1001,7622,0,0,7622,10369,10072,247782,341400,170700,2538,0,0,0,1044,0,698,253,0,26917.2,0.0779356,0,0,0,7622,0,0,0,2538,0,0,0,0,0,0,0,0,0,0
162,4,1000,7581,0,0,7581,10425,10195,248036,369000,184500,2623,0,0,0,953,0,752,259,0,26663.2,0.0757439,0,0,0,7581,0,0,0,2623,0,0,0,0,0,0,0,0,0,0
163,1,999,7607,47,122,7438,10260,10409,247897,357520,178760,2518,9,0,0,983,0,732,258,0,26826.3,0.0724123,9,9,0,7438,122,42,5,2477,32,9,129,48,464,1522352,0,0,29,19
163,2,1000,7597,0,0,7597,10261,10123,248153,364400,182200,2574,0,0,0,1041,0,727,277,0,26570.3,0.0750544,0,0,0,7597,0,0,0,2574,0,0,0,0,0,0,0,0,0,0
163,3,1000,7622,0,0,7622,10402,10087,248280,363800,181900,2650,0,0,0,993,0,738,256,0,26443.3,0.0788435,0,0,0,7622,0,0,0,2650,0,0,0,0,0,0,0,0,0,0
163,4,1001,7543,0,0,7543,10379,10208,248338,358000,179000,2518,0,0,0,975,0,759,254,0,26385.3,0.072258,0,0,0,7543,0,0,0,2518,0,0,0,0,0,0,0,0,0,0
164,1,998,7566,40,108,7418,10300,10387,248321,350400,175200,2502,16,0,0,963,0,730,274,0,26425.6,0.0750345,16,16,0,7418,108,37,3,2449,37,16,113,41,388,1185799,0,0,25,16
164,2,1001,7582,0,0,7582,10292,10079,248283,353000,176500,2574,0,0,0,993,0,755,253,0,26463.6,0.0729153,0,0,0,7582,0,0,0,2574,0,0,0,0,0,0,0,0,0,0
164,3,1000,7640,0,0,7640,10373,10232,248294,349000,174500,2526,0,0,0,960,0,711,231,0,26452.6,0.0726865,0,0,0,7640,0,0,0,2526,0,0,0,0,0,0,0,0,0,0
164,4,1001,7606,0,0,7606,10355,10232,248206,343000,171500,2437,0,0,0,1039,0,723,253,0,26540.6,0.0737021,0,0,0,7606,0,0,0,2437,0,0,0,0,0,0,0,0,0,0
165,1,998,7589,49,89,7451,10298,10350,247945,369560,184780,2572,13,0,0,1033,0,748,265,0,26824.1,0.0754156,13,13,0,7451,89,46,3,2520,39,13,94,50,307,1671919,0,0,29,21
165,2,1001,7533,0,0,7533,10284,10163,247979,353000,176500,2534,0,0,0,944,0,740,252,0,26790.1,0.0749678,0,0,0,7533,0,0,0,2534,0,0,0,0,0,0,0,0,0,0
165,3,1000,7669,0,0,7669,10366,10247,248144,356200,178100,2508,0,0,0,1006,0,731,248,0,26625.1,0.0757955,0,0,0,7669,0,0,0,2508,0,0,0,0,0,0,0,0,0,0
165,4,1001,7641,0,0,7641,10325,10096,248147,374800,187400,2672,0,0,0,1002,0,698,265,0,26622.1,0.0773779,0,0,0,7641,0,0,0,2672,0,0,0,0,0,0,0,0,0,0
166,1,998,7669,46,68,7555,10342,10229,248339,353040,176520,2578,8,0,0,1021,0,687,256,0,26451.7,0.0725838,8,8,0,7555,68,43,3,2553,17,8,73,47,234,1573554,0,0,32,15
166,2,1001,7489,0,0,7489,10306,10269,248158,355600,177800,2508,0,0,0,953,0,730,266,0,26632.7,0.0758925,0,0,0,7489,0,0,0,2508,0,0,0,0,0,0,0,0,0,0
166,3,1000,7674,0,0,7674,10334,10220,247876,387800,193900,2704,0,0,0,999,0,735,259,0,26914.7,0.0747475,0,0,0,7674,0,0,0,2704,0,0,0,0,0,0,0,0,0,0
166,4,1001,7664,0,0,7664,10350,10135,248220,354200,177100,2556,0,0,0,1023,0,748,251,0,26570.7,0.0710301,0,0,0,7664,0,0,0,2556,0,0,0,0,0,0,0,0,0,0
167,1,999,7635,42,56,7537,10358,10151,248226,352440,176220,2554,17,0,0,968,0,755,245,0,26585.5,0.0749255,17,17,0,7537,56,41,1,2515,22,17,59,43,189,1446109,0,0,29,13
167,2,1001,7497,0,0,7497,10293,10241,247928,356800,178400,2499,0,0,0,1025,0,755,262,0,26883.5,0.0748951,0,0,0,7497,0,0,0,2499,0,0,0,0,0,0,0,0,0,0
167,3,1000,7703,0,0,7703,10323,10346,248006,351000,175500,2531,0,0,0,989,0,706,255,0,26805.5,0.0694035,0,0,0,7703,0,0,0,2531,0,0,0,0,0,0,0,0,0,0
167,4,1000,7680,0,0,7680,10324,10173,248261,347200,173600,2538,0,0,0,980,0,715,250,0,26550.5,0.0750161,0,0,0,7680,0,0,0,2538,0,0,0,0,0,0,0,0,0,0
168,1,999,7595,41,45,7509,10341,10202,248809,362360,181180,2563,14,0,0,963,0,741,263,0,26022.6,0.0754328,14,14,0,7509,45,41,0,2530,19,14,47,42,147,1469002,0,0,27,14
168,2,1001,7523,0,0,7523,10274,10320,248481,355600,177800,2587,0,0,0,987,0,678,284,0,26350.6,0.0753462,0,0,0,7523,0,0,0,2587,0,0,0,0,0,0,0,0,0,0
168,3,1000,7741,0,0,7741,10372,10226,248180,350800,175400,2521,0,0,0,1013,0,715,259,0,26651.6,0.076369,0,0,0,7741,0,0,0,2521,0,0,0,0,0,0,0,0,0,0
168,4,1000,7660,0,0,7660,10333,9946,248614,378200,189100,2622,0,0,0,1018,0,748,289,0,26217.6,0.0764704,0,0,0,7660,0,0,0,2622,0,0,0,0,0,0,0,0,0,0
169,1,999,7598,44,35,7519,10316,10315,248011,365640,182820,2560,7,0,0,965,0,691,272,0,26840,0.0718143,7,7,0,7519,35,43,1,2545,8,7,36,45,117,1472563,0,0,28,16
169,2,1002,7546,0,0,7546,10225,10306,247984,351200,175600,2522,0,0,0,1007,0,706,276,0,26867,0.0741019,0,0,0,7546,0,0,0,2522,0,0,0,0,0,0,0,0,0,0
169,3,1000,7682,0,0,7682,10368,10306,248379,385400,192700,2722,0,0,0,977,0,751,287,0,26472,0.0759738,0,0,0,7682,0,0,0,2722,0,0,0,0,0,0,0,0,0,0
169,4,999,7618,0,0,7618,10225,10082,248125,355000,177500,2555,0,0,0,919,0,685,275,0,26726,0.0693221,0,0,0,7618,0,0,0,2555,0,0,0,0,0,0,0,0,0,0
170,1,999,7617,41,31,7545,10287,10350,248137,356280,178140,2515,14,0,0,1014,0,745,248,0,26732.7,0.0734055,14,14,0,7545,31,40,1,2488,13,14,32,42,98,1265688,0,0,25,16
170,2,1000,7551,0,0,7551,10274,10320,248172,359200,179600,2573,0,0,0,989,0,735,251,0,26697.7,0.0765006,0,0,0,7551,0,0,0,2573,0,0,0,0,0,0,0,0,0,0
170,3,1001,7664,0,0,7664,10367,10294,248423,352400,176200,2512,0,0,0,1015,0,755,277,0,26446.7,0.0686871,0,0,0,7664,0,0,0,2512,0,0,0,0,0,0,0,0,0,0
170,4,1000,7581,0,0,7581,10235,10042,248257,360200,180100,2515,0,0,0,985,0,748,275,0,26612.7,0.0752845,0,0,0,7581,0,0,0,2515,0,0,0,0,0,0,0,0,0,0
171,1,999,7605,41,24,7540,10317,10381,248113,366520,183260,2609,17,0,0,943,0,703,250,0,26774.7,0.0750327,17,17,0,7540,24,40,1,2580,12,17,25,42,64,1306061,0,0,25,16
171,2,1000,7524,0,0,7524,10330,10402,247888,355800,177900,2547,0,0,0,981,0,757,251,0,26999.7,0.0743253,0,0,0,7524,0,0,0,2547,0,0,0,0,0,0,0,0,0,0
171,3,1001,7725,0,0,7725,10477,10292,248243,359600,179800,2578,0,0,0,986,0,683,244,0,26644.7,0.0750473,0,0,0,7725,0,0,0,2578,0,0,0,0,0,0,0,0,0,0
171,4,1000,7637,0,0,7637,10241,10115,248190,371800,185900,2607,0,0,0,1022,0,725,241,0,26697.7,0.073883,0,0,0,7637,0,0,0,2607,0,0,0,0,0,0,0,0,0,0
172,1,1000,7680,44,15,7621,10365,10324,248228,357920,178960,2514,6,0,0,1032,0,710,249,0,26677,0.073051,6,6,0,7621,15,43,1,2506,2,6,16,45,26,1345963,0,0,27,17
172,2,1000,7618,0,0,7618,10359,10252,248187,346400,173200,2496,0,0,0,1047,0,714,241,0,26718,0.0758844,0,0,0,7618,0,0,0,2496,0,0,0,0,0,0,0,0,0,0
172,3,1000,7698,0,0,7698,10460,10344,248045,385200,192600,2678,0,0,0,974,0,720,277,0,26860,0.0740953,0,0,0,7698,0,0,0,2678,0,0,0,0,0,0,0,0,0,0
172,4,1000,7604,0,0,7604,10166,10383,247991,359400,179700,2595,0,0,0,961,0,731,263,0,26914,0.0718065,0,0,0,7604,0,0,0,2595,0,0,0,0,0,0,0,0,0,0
173,1,1000,7720,40,15,7665,10414,10243,248295,359320,179660,2582,16,0,0,1010,0,728,243,0,26626.7,0.0745334,16,16,0,7665,15,39,1,2559,7,16,16,41,26,1154941,0,0,25,15
173,2,999,7610,0,0,7610,10324,10240,248760,360600,180300,2611,0,0,0,978,0,708,279,0,26161.7,0.0771305,0,0,0,7610,0,0,0,2611,0,0,0,0,0,0,0,0,0,0
173,3,1000,7722,0,0,7722,10548,10319,248350,354400,177200,2536,0,0,0,960,0,702,233,0,26571.7,0.06973,0,0,0,7722,0,0,0,2536,0,0,0,0,0,0,0,0,0,0
173,4,1001,7629,0,0,7629,10134,10402,248605,348000,174000,2451,0,0,0,992,0,728,238,0,26316.7,0.0748859,0,0,0,7629,0,0,0,2451,0,0,0,0,0,0,0,0,0,0
174,1,1001,7691,36,12,7643,10452,10270,248713,370760,185380,2633,13,0,0,983,0,756,254,0,26224.8,0.0741031,13,13,0,7643,12,35,1,2614,6,13,13,37,15,1057378,0,0,24,12
174,2,998,7644,0,0,7644,10339,10125,248118,355200,177600,2517,0,0,0,1028,0,728,267,0,26819.8,0.0725505,0,0,0,7644,0,0,0,2517,0,0,0,0,0,0,0,0,0,0
174,3,1000,7738,0,0,7738,10497,10262,248563,368000,184000,2583,0,0,0,993,0,711,267,0,26374.8,0.0749766,0,0,0,7738,0,0,0,2583,0,0,0,0,0,0,0,0,0,0
174,4,1001,7665,0,0,7665,10175,10423,248390,372200,186100,2633,0,0,0,998,0,706,256,0,26547.8,0.0756228,0,0,0,7665,0,0,0,2633,0,0,0,0,0,0,0,0,0,0
175,1,1002,7746,34,9,7703,10444,10291,248049,353560,176780,2489,5,0,0,1026,0,714,257,0,26904.4,0.0707327,5,5,0,7703,9,34,0,2483,1,5,9,36,13,960951,0,0,20,14
175,2,997,7684,0,0,7684,10344,10003,248792,362400,181200,2583,0,0,0,1005,0,711,254,0,26161.4,0.0755063,0,0,0,7684,0,0,0,2583,0,0,0,0,0,0,0,0,0,0
175,3,999,7744,0,0,7744,10503,10238,248741,378000,189000,2651,0,0,0,1014,0,718,291,0,26212.4,0.0716708,0,0,0,7744,0,0,0,2651,0,0,0,0,0,0,0,0,0,0
175,4,1002,7630,0,0,7630,10289,10430,248316,368200,184100,2607,0,0,0,955,0,724,265,0,26637.4,0.0713268,0,0,0,7630,0,0,0,2607,0,0,0,0,0,0,0,0,0,0
176,1,1002,7788,28,20,7740,10515,10160,248592,374240,187120,2652,15,0,0,1002,0,724,237,0,26376.3,0.0760956,15,15,0,7740,20,28,0,2635,2,15,20,30,56,662359,0,0,16,12
176,2,997,7682,0,0,7682,10338,10045,247881,374400,187200,2615,0,0,0,964,0,716,248,0,27087.3,0.0721892,0,0,0,7682,0,0,0,2615,0,0,0,0,0,0,0,0,0,0
176,3,999,7754,0,0,7754,10486,10277,248140,364200,182100,2601,0,0,0,1005,0,740,255,0,26828.3,0.0693449,0,0,0,7754,0,0,0,2601,0,0,0,0,0,0,0,0,0,0
176,4,1002,7617,0,0,7617,10388,10245,248504,344400,172200,2460,0,0,0,1019,0,759,274,0,26464.3,0.0723449,0,0,0,7617,0,0,0,2460,0,0,0,0,0,0,0,0,0,0
177,1,1002,7737,24,30,7683,10449,10303,248398,375880,187940,2644,12,0,0,959,0,741,268,0,26584.8,0.0704798,12,12,0,7683,30,24,0,2629,3,12,30,26,102,515358,0,0,13,11
177,2,997,7636,0,0,7636,10322,10081,248655,358400,179200,2509,0,0,0,985,0,774,257,0,26327.8,0.0723487,0,0,0,7636,0,0,0,2509,0,0,0,0,0,0,0,0,0,0
177,3,999,7731,0,0,7731,10454,10260,248235,362200,181100,2573,0,0,0,955,0,721,256,0,26747.8,0.0736638,0,0,0,7731,0,0,0,2573,0,0,0,0,0,0,0,0,0,0
177,4,1002,7550,0,0,7550,10455,10234,248417,372800,186400,2632,0,0,0,952,0,774,247,0,26565.8,0.0768419,0,0,0,7550,0,0,0,2632,0,0,0,0,0,0,0,0,0,0
178,1,1001,7762,22,50,7690,10457,10239,248270,350320,175160,2476,2,0,0,1045,0,749,271,0,26726.7,0.0707268,2,2,0,7690,50,22,0,2472,2,2,50,24,168,479632,0,0,12,10
178,2,998,7570,0,0,7570,10304,10103,248055,360200,180100,2541,0,0,0,938,0,753,251,0,26941.7,0.0734592,0,0,0,7570,0,0,0,2541,0,0,0,0,0,0,0,0,0,0
178,3,1000,7766,0,0,7766,10514,10244,248119,368000,184000,2599,0,0,0,1005,0,738,230,0,26877.7,0.0738481,0,0,0,7766,0,0,0,2599,0,0,0,0,0,0,0,0,0,0
178,4,1001,7599,0,0,7599,10435,10085,248546,362000,181000,2535,0,0,0,1001,0,698,256,0,26450.7,0.0712601,0,0,0,7599,0,0,0,2535,0,0,0,0,0,0,0,0,0,0
179,1,1000,7792,20,70,7702,10421,10117,248578,379280,189640,2681,7,0,0,1033,0,758,246,0,26432.1,0.0762923,7,7,0,7702,70,20,0,2666,8,7,70,22,237,441676,0,0,12,8
179,2,998,7579,0,0,7579,10242,10048,248530,366200,183100,2527,0,0,0,974,0,716,251,0,26480.1,0.0747966,0,0,0,7579,0,0,0,2527,0,0,0,0,0,0,0,0,0,0
179,3,1001,7755,0,0,7755,10462,10225,248490,377000,188500,2665,0,0,0,970,0,714,265,0,26520.1,0.0730373,0,0,0,7755,0,0,0,2665,0,0,0,0,0,0,0,0,0,0
179,4,1001,7655,0,0,7655,10438,10036,248204,341200,170600,2503,0,0,0,1006,0,692,257,0,26806.1,0.0730683,0,0,0,7655,0,0,0,2503,0,0,0,0,0,0,0,0,0,0
180,1,1000,7728,19,94,7615,10378,10225,248303,365680,182840,2613,8,0,0,941,0,741,263,0,26720.1,0.0696903,8,8,0,7615,94,19,0,2597,8,8,94,21,321,378884,0,0,10,9
180,2,998,7624,0,0,7624,10272,10080,248312,358400,179200,2516,0,0,0,1009,0,704,259,0,26711.1,0.0723106,0,0,0,7624,0,0,0,2516,0,0,0,0,0,0,0,0,0,0
180,3,1001,7777,0,0,7777,10461,10282,248305,362800,181400,2572,0,0,0,1038,0,741,276,0,26718.1,0.0703452,0,0,0,7777,0,0,0,2572,0,0,0,0,0,0,0,0,0,0
180,4,1001,7670,0,0,7670,10321,10151,248307,381600,190800,2687,0,0,0,970,0,689,267,0,26716.1,0.0785643,0,0,0,7670,0,0,0,2687,0,0,0,0,0,0,0,0,0,0
181,1,1000,7725,16,126,7583,10398,10190,248220,345200,172600,2447,2,0,0,998,0,754,247,0,26815.5,0.0730695,2,2,0,7583,126,16,0,2426,19,2,127,18,432,304358,0,0,9,7
181,2,998,7642,0,0,7642,10270,10116,248203,355000,177500,2555,0,0,0,1000,0,710,272,0,26832.5,0.0745286,0,0,0,7642,0,0,0,2555,0,0,0,0,0,0,0,0,0,0
181,3,1002,7815,0,0,7815,10397,10463,248491,368800,184400,2658,0,0,0,1013,0,710,267,0,26544.5,0.0736441,0,0,0,7815,0,0,0,2658,0,0,0,0,0,0,0,0,0,0
181,4,1000,7690,0,0,7690,10305,10133,248391,364000,182000,2530,0,0,0,1019,0,761,236,0,26644.5,0.0700106,0,0,0,7690,0,0,0,2530,0,0,0,0,0,0,0,0,0,0
182,1,1002,7709,12,181,7516,10441,10207,248364,385360,192680,2684,3,0,0,985,0,727,273,0,26683.6,0.0776811,3,3,0,7516,181,12,0,2660,21,3,198,14,636,194411,0,0,7,5
182,2,997,7580,0,0,7580,10254,10140,248535,364800,182400,2576,0,0,0,927,0,742,247,0,26512.6,0.0755846,0,0,0,7580,0,0,0,2576,0,0,0,0,0,0,0,0,0,0
182,3,1001,7814,0,0,7814,10381,10322,248877,376000,188000,2674,0,0,0,1008,0,736,275,0,26170.6,0.0719754,0,0,0,7814,0,0,0,2674,0,0,0,0,0,0,0,0,0,0
182,4,1000,7723,0,0,7723,10317,10102,248259,351600,175800,2547,0,0,0,973,0,681,258,0,26788.6,0.0731993,0,0,0,7723,0,0,0,2547,0,0,0,0,0,0,0,0,0,0
183,1,1002,7756,10,255,7491,10356,10195,248386,366720,183360,2546,6,0,0,1028,0,719,262,0,26673.2,0.0692432,6,6,0,7491,255,10,0,2509,31,6,278,11,873,144080,0,0,6,4
183,2,997,7540,0,0,7540,10264,10243,248532,357000,178500,2524,0,0,0,934,0,744,231,0,26527.2,0.072677,0,0,0,7540,0,0,0,2524,0,0,0,0,0,0,0,0,0,0
183,3,1001,7808,0,0,7808,10428,10322,248170,367400,183700,2594,0,0,0,968,0,722,252,0,26889.2,0.0696026,0,0,0,7808,0,0,0,2594,0,0,0,0,0,0,0,0,0,0
183,4,1000,7723,0,0,7723,10301,10074,248486,379200,189600,2636,0,0,0,994,0,752,241,0,26573.2,0.0761904,0,0,0,7723,0,0,0,2636,0,0,0,0,0,0,0,0,0,0
184,1,1002,7803,11,333,7459,10375,10021,248604,351240,175620,2536,2,0,0,1006,0,718,241,0,26466.3,0.0727344,2,2,0,7459,333,10,1,2494,40,2,366,12,1134,148104,0,0,6,5
184,2,999,7551,0,0,7551,10263,10092,248291,353400,176700,2479,0,0,0,991,0,720,259,0,26779.3,0.0743058,0,0,0,7551,0,0,0,2479,0,0,0,0,0,0,0,0,0,0
184,3,1000,7833,0,0,7833,10457,10181,248446,371000,185500,2596,0,0,0,1058,0,786,247,0,26624.3,0.0731877,0,0,0,7833,0,0,0,2596,0,0,0,0,0,0,0,0,0,0
184,4,999,7715,0,0,7715,10363,9951,248786,359600,179800,2573,0,0,0,1002,0,755,256,0,26284.3,0.0700769,0,0,0,7715,0,0,0,2573,0,0,0,0,0,0,0,0,0,0
185,1,1001,7836,11,441,7384,10363,10043,248511,383920,191960,2726,3,0,0,990,0,689,268,0,26570.1,0.0753511,3,3,0,7384,441,10,1,2661,62,3,481,12,1497,142211,0,0,6,5
185,2,1001,7600,0,0,7600,10283,10107,248277,372200,186100,2645,0,0,0,984,0,674,262,0,26804.1,0.0757762,0,0,0,7600,0,0,0,2645,0,0,0,0,0,0,0,0,0,0
185,3,1000,7886,0,0,7886,10482,10057,248661,373800,186900,2708,0,0,0,1039,0,729,256,0,26420.1,0.0717636,0,0,0,7886,0,0,0,2708,0,0,0,0,0,0,0,0,0,0
185,4,998,7695,0,0,7695,10359,10038,248515,362400,181200,2594,0,0,0,986,0,729,277,0,26566.1,0.0730932,0,0,0,7695,0,0,0,2594,0,0,0,0,0,0,0,0,0,0
186,1,1001,7822,9,544,7269,10357,10106,248522,365760,182880,2616,6,0,0,974,0,735,257,0,26569.5,0.0692074,6,6,0,7269,544,8,1,2515,95,6,594,10,1858,125376,0,0,5,4
186,2,1001,7538,0,0,7538,10305,10076,248568,354200,177100,2542,0,0,0,960,0,760,259,0,26523.5,0.0720153,0,0,0,7538,0,0,0,2542,0,0,0,0,0,0,0,0,0,0
186,3,999,7842,0,0,7842,10457,10129,248241,362600,181300,2623,0,0,0,980,0,754,268,0,26850.5,0.0706798,0,0,0,7842,0,0,0,2623,0,0,0,0,0,0,0,0,0,0
186,4,999,7669,0,0,7669,10311,10049,248753,374000,187000,2616,0,0,0,982,0,769,240,0,26338.5,0.073306,0,0,0,7669,0,0,0,2616,0,0,0,0,0,0,0,0,0,0
187,1,1001,7815,9,636,7170,10349,10133,248462,358360,179180,2580,2,0,0,975,0,745,236,0,26639.5,0.0726418,2,2,0,7170,636,8,1,2473,105,2,698,10,2172,120410,0,0,5,4
187,2,1001,7502,0,0,7502,10324,9968,248285,344400,172200,2488,0,0,0,968,0,756,245,0,26816.5,0.0748827,0,0,0,7502,0,0,0,2488,0,0,0,0,0,0,0,0,0,0
187,3,1000,7780,0,0,7780,10455,10086,248643,368400,184200,2621,0,0,0,949,0,761,251,0,26458.5,0.0740498,0,0,0,7780,0,0,0,2621,0,0,0,0,0,0,0,0,0,0
187,4,998,7692,0,0,7692,10328,10106,248104,356200,178100,2557,0,0,0,983,0,737,226,0,26997.5,0.0704237,0,0,0,7692,0,0,0,2557,0,0,0,0,0,0,0,0,0,0
188,1,1001,7683,6,730,6947,10346,10394,248269,378760,189380,2657,3,0,0,923,0,766,287,0,26842.1,0.0743372,3,3,0,6947,730,6,0,2512,142,3,801,6,2515,59901,0,0,4,2
188,2,1000,7486,0,0,7486,10284,10058,248236,369600,184800,2566,0,0,0,942,0,708,250,0,26875.1,0.0778643,0,0,0,7486,0,0,0,2566,0,0,0,0,0,0,0,0,0,0
188,3,1001,7742,0,0,7742,10468,10165,248215,379800,189900,2638,0,0,0,961,0,724,274,0,26896.1,0.0718199,0,0,0,7742,0,0,0,2638,0,0,0,0,0,0,0,0,0,0
