Time,NodeID,Species,MicrosporidiaStrain,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,MicrosporidiaModifier
78,340461476,gambiae,NoMicrosporidia,0,0,0,0,2,0,0,0,1.49583
79,340461476,arabiensis,NoMicrosporidia,176,12,75,89,337,501,80862,584013,1.53125
79,340461476,arabiensis,Strain_A,39164,215,8934,30015,51710,50490,483119,1395507,1.53125
79,340461476,funestus,NoMicrosporidia,0,0,0,0,2,0,0,0,1.53125
79,340461476,gambiae,NoMicrosporidia,0,0,0,0,2,0,0,0,1.53125
80,340461476,arabiensis,NoMicrosporidia,169,11,76,82,346,534,92316,495160,1.49583
80,340461476,arabiensis,Strain_A,38956,239,9858,28859,51634,52356,450761,1119600,1.49583
80,340461476,funestus,NoMicrosporidia,0,0,0,0,2,0,0,0,1.49583
80,340461476,gambiae,NoMicrosporidia,0,0,0,0,1,0,0,0,1.49583
81,340461476,arabiensis,NoMicrosporidia,173,11,90,72,339,670,109577,560210,1.47292
81,340461476,arabiensis,Strain_A,38566,278,10662,27626,51177,53767,451463,1227030,1.47292
81,340461476,funestus,NoMicrosporidia,0,0,0,0,2,0,0,0,1.47292
81,340461476,gambiae,NoMicrosporidia,0,0,0,0,1,0,0,0,1.47292
82,340461476,arabiensis,NoMicrosporidia,161,13,86,62,328,864,119466,522393,1.58125
82,340461476,arabiensis,Strain_A,38755,357,11375,27023,51504,56488,436403,1351207,1.58125
82,340461476,funestus,NoMicrosporidia,0,0,0,0,1,0,0,0,1.58125
82,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.58125
83,340461476,arabiensis,NoMicrosporidia,166,14,91,61,319,1680,126182,410502,1.67083
83,340461476,arabiensis,Strain_A,38857,473,12281,26103,51710,70224,415059,1227538,1.67083
83,340461476,funestus,NoMicrosporidia,0,0,0,0,1,0,0,0,1.67083
83,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.67083
84,340461476,arabiensis,NoMicrosporidia,167,12,92,63,330,2182,132957,503620,1.53542
84,340461476,arabiensis,Strain_A,39323,662,12900,25761,52192,68981,418279,1217260,1.53542
84,340461476,funestus,NoMicrosporidia,0,0,0,0,1,0,0,0,1.53542
84,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.53542
85,340461476,arabiensis,NoMicrosporidia,199,15,91,93,373,2761,139043,611622,1.38333
85,340461476,arabiensis,Strain_A,39417,1182,13387,24848,52559,67797,409873,1164418,1.38333
85,340461476,funestus,NoMicrosporidia,0,0,0,0,1,0,0,0,1.38333
85,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.38333
86,340461476,arabiensis,NoMicrosporidia,219,16,106,97,421,3352,149331,465431,1.57222
86,340461476,arabiensis,Strain_A,40503,1495,13967,25041,53618,64566,401582,1195209,1.57222
86,340461476,funestus,NoMicrosporidia,0,0,0,0,1,0,0,0,1.57222
86,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.57222
87,340461476,arabiensis,NoMicrosporidia,355,15,118,222,679,3753,152370,658792,1.26389
87,340461476,arabiensis,Strain_A,45102,1742,14802,28558,58272,54128,395612,1043368,1.26389
87,340461476,funestus,NoMicrosporidia,0,0,0,0,1,0,0,0,1.26389
87,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.26389
88,340461476,arabiensis,NoMicrosporidia,434,16,188,230,818,4712,163807,697154,1.25833
88,340461476,arabiensis,Strain_A,44574,2032,17250,25292,58294,52320,387840,1093646,1.25833
88,340461476,funestus,NoMicrosporidia,0,0,0,0,1,0,0,0,1.25833
88,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.25833
89,340461476,arabiensis,NoMicrosporidia,521,14,237,270,1037,5561,174411,560465,1.42222
89,340461476,arabiensis,Strain_A,44346,1747,18106,24493,58092,51286,380027,1133375,1.42222
89,340461476,funestus,NoMicrosporidia,0,0,0,0,1,0,0,0,1.42222
89,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.42222
90,340461476,arabiensis,NoMicrosporidia,595,21,283,291,1254,7495,177450,511921,1.5625
90,340461476,arabiensis,Strain_A,44082,2483,17776,23823,57767,50077,375742,1289079,1.5625
90,340461476,funestus,NoMicrosporidia,0,0,0,0,1,0,0,0,1.5625
90,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.5625
91,340461476,arabiensis,NoMicrosporidia,714,22,328,364,1549,9987,179323,673713,1.5375
91,340461476,arabiensis,Strain_A,43701,2693,17879,23129,57295,47094,384871,1619567,1.5375
91,340461476,funestus,NoMicrosporidia,0,0,0,0,1,0,0,0,1.5375
91,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.5375
92,340461476,arabiensis,NoMicrosporidia,899,17,424,458,1990,12251,180807,589069,1.41875
92,340461476,arabiensis,Strain_A,43131,2345,18547,22239,56690,43215,392962,1174611,1.41875
92,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.41875
92,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.41875
93,340461476,arabiensis,NoMicrosporidia,1138,16,539,583,2306,14740,185885,658519,1.34583
93,340461476,arabiensis,Strain_A,42679,2530,18423,21726,56290,40766,398085,1169321,1.34583
93,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.34583
93,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.34583
94,340461476,arabiensis,NoMicrosporidia,1566,15,674,877,3078,16110,192192,837341,1.25208
94,340461476,arabiensis,Strain_A,42150,2729,18348,21073,55718,39026,400850,1288059,1.25208
94,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.25208
94,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.25208
95,340461476,arabiensis,NoMicrosporidia,2103,17,929,1157,4049,18283,200611,644252,1.33542
95,340461476,arabiensis,Strain_A,41297,2868,18276,20153,54677,41765,398593,1117308,1.33542
95,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.33542
95,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.33542
96,340461476,arabiensis,NoMicrosporidia,2540,22,1228,1290,5067,18626,208174,618355,1.40417
96,340461476,arabiensis,Strain_A,40266,3118,17858,19290,52976,42181,405032,1177725,1.40417
96,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.40417
96,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.40417
97,340461476,arabiensis,NoMicrosporidia,3032,26,1508,1498,6060,18319,211436,684312,1.425
97,340461476,arabiensis,Strain_A,39687,3307,17281,19099,51930,42735,407480,1349528,1.425
97,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.425
97,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.425
98,340461476,arabiensis,NoMicrosporidia,3483,30,1796,1657,6894,13292,219521,701909,1.29167
98,340461476,arabiensis,Strain_A,39157,3523,16876,18758,50945,30987,423842,1097971,1.29167
98,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.29167
98,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.29167
99,340461476,arabiensis,NoMicrosporidia,4194,46,2104,2044,8278,11957,220569,698976,1.29792
99,340461476,arabiensis,Strain_A,39895,4154,16056,19685,51212,31348,411140,1080344,1.29792
99,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.29792
99,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.29792
100,340461476,arabiensis,NoMicrosporidia,4511,62,2474,1975,8888,11768,229294,658675,1.44583
100,340461476,arabiensis,Strain_A,39225,4210,16262,18753,50412,31402,413990,1263605,1.44583
100,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.44583
100,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.44583
101,340461476,arabiensis,NoMicrosporidia,4686,67,2689,1930,9350,13004,229549,598280,1.49583
101,340461476,arabiensis,Strain_A,38982,4361,15676,18945,50080,30578,416327,1204280,1.49583
101,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.49583
101,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.49583
102,340461476,arabiensis,NoMicrosporidia,4121,85,2814,1222,8112,15961,230423,662302,1.40417
102,340461476,arabiensis,Strain_A,33988,4410,15374,14204,45694,38080,420237,1133298,1.40417
102,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.40417
102,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.40417
103,340461476,arabiensis,NoMicrosporidia,4353,110,2615,1628,8866,17746,231712,819830,1.33125
103,340461476,arabiensis,Strain_A,34833,4431,13092,17310,45639,35481,421073,1236370,1.33125
103,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.33125
103,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.33125
104,340461476,arabiensis,NoMicrosporidia,4515,119,2701,1695,9207,19218,236839,676124,1.41667
104,340461476,arabiensis,Strain_A,34395,4477,12804,17114,45126,34853,421684,1134276,1.41667
104,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.41667
104,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.41667
105,340461476,arabiensis,NoMicrosporidia,4887,129,2742,2016,9874,18761,239991,705540,1.37917
105,340461476,arabiensis,Strain_A,34119,4543,12272,17304,44698,34833,422612,1115580,1.37917
105,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37917
105,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37917
106,340461476,arabiensis,NoMicrosporidia,5067,185,2729,2153,10007,19367,243997,568301,1.30417
106,340461476,arabiensis,Strain_A,33870,4551,11820,17499,44343,37227,420063,822499,1.30417
106,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.30417
106,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.30417
107,340461476,arabiensis,NoMicrosporidia,5611,240,2668,2703,10825,18531,250872,798159,1.27292
107,340461476,arabiensis,Strain_A,33392,4465,11119,17808,43646,39428,418743,1069761,1.27292
107,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.27292
107,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.27292
108,340461476,arabiensis,NoMicrosporidia,6066,310,2720,3036,11539,18623,257908,720969,1.35
108,340461476,arabiensis,Strain_A,33131,4371,10597,18163,43059,41087,416672,1064511,1.35
108,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.35
108,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.35
109,340461476,arabiensis,NoMicrosporidia,6159,379,2752,3028,11829,19985,260898,562074,1.46875
109,340461476,arabiensis,Strain_A,33134,4265,10055,18814,42798,41985,415745,953046,1.46875
109,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.46875
109,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.46875
110,340461476,arabiensis,NoMicrosporidia,6352,452,2667,3233,12039,21895,259411,715069,1.38125
110,340461476,arabiensis,Strain_A,33767,4190,9471,20106,43375,40893,417323,1078451,1.38125
110,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.38125
110,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.38125
111,340461476,arabiensis,NoMicrosporidia,6489,528,2612,3349,12244,23563,262023,799894,1.275
111,340461476,arabiensis,Strain_A,34014,4233,8945,20836,43922,41186,417007,991666,1.275
111,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.275
111,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.275
112,340461476,arabiensis,NoMicrosporidia,6743,584,2568,3591,12721,23624,270067,704405,1.35417
112,340461476,arabiensis,Strain_A,34523,4151,8512,21860,44092,41023,414416,943795,1.35417
112,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.35417
112,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.35417
113,340461476,arabiensis,NoMicrosporidia,7036,601,2502,3933,13240,23346,274723,700263,1.4375
113,340461476,arabiensis,Strain_A,34892,4136,8014,22742,44246,41465,411805,1102897,1.4375
113,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.4375
113,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.4375
114,340461476,arabiensis,NoMicrosporidia,7518,551,2566,4401,13917,22070,275823,762675,1.42708
114,340461476,arabiensis,Strain_A,35273,3598,8076,23599,44420,38722,415609,1136325,1.42708
114,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.42708
114,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.42708
115,340461476,arabiensis,NoMicrosporidia,7907,600,2575,4732,14554,22671,274387,683671,1.47917
115,340461476,arabiensis,Strain_A,35832,3587,7560,24685,44693,38641,412693,1061089,1.47917
115,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.47917
115,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.47917
116,340461476,arabiensis,NoMicrosporidia,8104,594,2597,4913,14699,22297,275589,759513,1.45
116,340461476,arabiensis,Strain_A,35982,3438,7316,25228,44914,38758,413095,1158647,1.45
116,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.45
116,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.45
117,340461476,arabiensis,NoMicrosporidia,8189,615,2561,5013,14948,21883,276042,764366,1.49167
117,340461476,arabiensis,Strain_A,36294,3336,7031,25927,45252,38799,411835,1194674,1.49167
117,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.49167
117,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.49167
118,340461476,arabiensis,NoMicrosporidia,8207,611,2594,5002,14883,22340,275936,758134,1.50208
118,340461476,arabiensis,Strain_A,35512,3263,6798,25451,44510,40118,412834,1160226,1.50208
118,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.50208
118,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.50208
119,340461476,arabiensis,NoMicrosporidia,8524,629,2590,5305,15700,22664,274414,789502,1.5
119,340461476,arabiensis,Strain_A,35956,3109,6420,26427,44595,39573,411929,1238618,1.5
119,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.5
119,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.5
120,340461476,arabiensis,NoMicrosporidia,8657,652,2653,5352,15601,31306,266175,905517,1.35
120,340461476,arabiensis,Strain_A,36166,2973,6361,26832,44761,51797,399520,1139803,1.35
120,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.35
120,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.35
121,340461476,arabiensis,NoMicrosporidia,8713,647,2715,5351,15541,32957,257861,865401,1.38125
121,340461476,arabiensis,Strain_A,36310,2826,6365,27119,44913,51641,381630,1123879,1.38125
121,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.38125
121,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.38125
122,340461476,arabiensis,NoMicrosporidia,8931,652,2768,5511,15706,34463,242238,836890,1.37917
122,340461476,arabiensis,Strain_A,36245,2687,6408,27150,44829,51525,356024,1090990,1.37917
122,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37917
122,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37917
123,340461476,arabiensis,NoMicrosporidia,9189,666,3008,5515,16225,34544,228865,865081,1.4875
123,340461476,arabiensis,Strain_A,36344,2558,6490,27296,44680,51646,333297,1268079,1.4875
123,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.4875
123,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.4875
124,340461476,arabiensis,NoMicrosporidia,10728,650,3189,6889,19152,28976,215259,822793,1.48889
124,340461476,arabiensis,Strain_A,41783,2437,6671,32675,48849,43819,311893,1202487,1.48889
124,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.48889
124,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.48889
125,340461476,arabiensis,NoMicrosporidia,10898,637,3751,6510,18896,29113,201712,841389,1.40833
125,340461476,arabiensis,Strain_A,41559,2375,8168,31016,49779,43903,291876,1126811,1.40833
125,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.40833
125,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.40833
126,340461476,arabiensis,NoMicrosporidia,11258,651,4087,6520,19643,29900,189902,873322,1.45625
126,340461476,arabiensis,Strain_A,41506,2254,8608,30644,49826,43587,275031,1204638,1.45625
126,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.45625
126,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.45625
127,340461476,arabiensis,NoMicrosporidia,11495,634,4401,6460,20140,30225,179071,951433,1.33125
127,340461476,arabiensis,Strain_A,41365,2190,9010,30165,49797,43391,258966,1120327,1.33125
127,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.33125
127,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.33125
128,340461476,arabiensis,NoMicrosporidia,11454,636,4926,5892,20208,30340,171529,1235052,1.41042
128,340461476,arabiensis,Strain_A,41397,2116,9551,29730,50104,43097,243036,1589148,1.41042
128,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.41042
128,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.41042
129,340461476,arabiensis,NoMicrosporidia,11719,631,5208,5880,20572,29608,163399,965143,1.39722
129,340461476,arabiensis,Strain_A,41616,2034,10208,29374,50225,42450,229184,1218617,1.39722
129,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.39722
129,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.39722
130,340461476,arabiensis,NoMicrosporidia,12177,650,5645,5882,21177,28552,155881,985993,1.37083
130,340461476,arabiensis,Strain_A,41684,1975,10970,28739,50040,43014,215333,1177087,1.37083
130,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37083
130,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37083
131,340461476,arabiensis,NoMicrosporidia,12327,695,6153,5479,21491,27955,149444,1205617,1.37083
131,340461476,arabiensis,Strain_A,41391,1902,11688,27801,49992,43061,202327,1449023,1.37083
131,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37083
131,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.37083
132,340461476,arabiensis,NoMicrosporidia,12469,725,6565,5179,21502,19909,151869,1030785,1.32917
132,340461476,arabiensis,Strain_A,41294,1877,12374,27043,50172,30591,203046,1181335,1.32917
132,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.32917
132,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.32917
133,340461476,arabiensis,NoMicrosporidia,12620,716,6924,4980,21436,19963,137426,1199698,1.13542
133,340461476,arabiensis,Strain_A,40876,1872,12963,26041,50124,31179,180591,1042662,1.13542
133,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13542
133,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13542
134,340461476,arabiensis,NoMicrosporidia,12759,765,7368,4626,21672,19823,137858,1300726,1.24167
134,340461476,arabiensis,Strain_A,40826,1875,13500,25451,50107,30765,170161,1281554,1.24167
134,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.24167
134,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.24167
135,340461476,arabiensis,NoMicrosporidia,12950,808,7691,4451,21790,19799,134487,1183205,1.16458
135,340461476,arabiensis,Strain_A,40727,1913,14207,24607,49982,30879,159278,1069515,1.16458
135,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.16458
135,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.16458
136,340461476,arabiensis,NoMicrosporidia,11341,970,7901,2470,19189,23760,134439,1192829,1.16875
136,340461476,arabiensis,Strain_A,35466,2312,14521,18633,45705,35109,153794,1067811,1.16875
136,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.16875
136,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.16875
137,340461476,arabiensis,NoMicrosporidia,11587,819,7395,3373,19864,20576,133080,1329341,1.13958
137,340461476,arabiensis,Strain_A,35843,1956,13147,20740,45326,29173,147995,1120419,1.13958
137,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13958
137,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13958
138,340461476,arabiensis,NoMicrosporidia,11611,887,7587,3137,19961,17801,130070,1189159,1.175
138,340461476,arabiensis,Strain_A,35715,1993,13726,19996,45329,24312,139967,1066441,1.175
138,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.175
138,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.175
139,340461476,arabiensis,NoMicrosporidia,11766,951,7779,3036,20186,11220,131455,1322940,0.998393
139,340461476,arabiensis,Strain_A,35653,2073,14321,19259,45086,14376,138967,922620,0.998393
139,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,0.998393
139,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,0.998393
140,340461476,arabiensis,NoMicrosporidia,11562,1040,7682,2840,19895,9459,126087,866825,1.13958
140,340461476,arabiensis,Strain_A,34222,2148,14722,17352,43488,12995,127992,742135,1.13958
140,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13958
140,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13958
141,340461476,arabiensis,NoMicrosporidia,10931,1089,7562,2280,19000,9110,124352,1222163,1.10208
141,340461476,arabiensis,Strain_A,31941,2314,14306,15321,41303,12867,122846,967957,1.10208
141,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.10208
141,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.10208
142,340461476,arabiensis,NoMicrosporidia,10422,1156,7231,2035,18335,9020,122349,1178263,1.13333
142,340461476,arabiensis,Strain_A,30076,2461,13436,14179,39344,12799,117084,981897,1.13333
142,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13333
142,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.13333
143,340461476,arabiensis,NoMicrosporidia,9131,1267,6888,976,16388,11442,120757,873646,1.25625
143,340461476,arabiensis,Strain_A,26207,2568,12701,10938,35759,16075,112426,844634,1.25625
143,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.25625
143,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.25625
144,340461476,arabiensis,NoMicrosporidia,8735,1366,6053,1316,15931,11783,116999,1015798,1.21042
144,340461476,arabiensis,Strain_A,25033,2690,10997,11346,33963,15624,108419,910962,1.21042
144,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.21042
144,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.21042
145,340461476,arabiensis,NoMicrosporidia,8349,1429,5611,1309,15162,11728,114827,980840,1.11458
145,340461476,arabiensis,Strain_A,23641,2837,10467,10337,32624,15274,104872,781960,1.11458
145,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.11458
145,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.11458
146,340461476,arabiensis,NoMicrosporidia,8092,1210,5566,1316,14628,11623,113640,859908,1.08333
146,340461476,arabiensis,Strain_A,22591,2484,10360,9747,31351,14710,100900,651172,1.08333
146,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.08333
146,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.08333
147,340461476,arabiensis,NoMicrosporidia,7783,1303,5208,1272,14176,8380,115732,743540,1.08125
147,340461476,arabiensis,Strain_A,21663,2583,9939,9141,30005,10252,101242,563780,1.08125
147,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.08125
147,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.08125
148,340461476,arabiensis,NoMicrosporidia,7536,1336,4930,1270,13785,8201,110244,763937,1.22292
148,340461476,arabiensis,Strain_A,20588,2687,9369,8532,28815,10079,94872,702343,1.22292
148,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.22292
148,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.22292
149,340461476,arabiensis,NoMicrosporidia,7307,1395,4673,1239,13277,8252,108127,725070,1.10625
149,340461476,arabiensis,Strain_A,19483,2773,8866,7844,27738,10043,92789,562690,1.10625
149,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.10625
149,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.10625
150,340461476,arabiensis,NoMicrosporidia,7125,1272,4584,1269,12866,6584,108693,610818,1.24583
150,340461476,arabiensis,Strain_A,18806,2452,8812,7542,26644,7876,92083,561862,1.24583
150,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.24583
150,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.24583
151,340461476,arabiensis,NoMicrosporidia,6192,1576,4142,474,11434,9725,103426,736118,1.07083
151,340461476,arabiensis,Strain_A,16329,3139,7858,5332,24257,10314,88407,538362,1.07083
151,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.07083
151,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.07083
152,340461476,arabiensis,NoMicrosporidia,6240,1389,3776,1075,11334,9852,97734,647566,1.05417
152,340461476,arabiensis,Strain_A,15758,2767,6949,6042,23179,9921,82272,460234,1.05417
152,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.05417
152,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.05417
153,340461476,arabiensis,NoMicrosporidia,6191,1417,3707,1067,11094,10382,91775,609146,1.06667
153,340461476,arabiensis,Strain_A,15183,2752,6562,5869,22356,9565,76223,431214,1.06667
153,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.06667
153,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.06667
154,340461476,arabiensis,NoMicrosporidia,5725,1433,3595,697,10297,11312,87510,665091,1.04792
154,340461476,arabiensis,Strain_A,13749,2681,6337,4731,20919,10182,71450,463389,1.04792
154,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.04792
154,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.04792
155,340461476,arabiensis,NoMicrosporidia,5980,1396,3303,1281,10547,10221,82773,430829,1.11875
155,340461476,arabiensis,Strain_A,13481,2565,5810,5106,20036,9347,66568,328291,1.11875
155,340461476,funestus,NoMicrosporidia,0,0,0,0,0,0,0,0,1.11875
155,340461476,gambiae,NoMicrosporidia,0,0,0,0,0,0,0,0,1.11875
