Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_previous_num_coital_acts,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_previous_num_coital_acts,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
1,0,13.0101,0,F,1,1,234,0,0,25.3911,0,1,1,0,0,0,1,1,0,0,0,0,1190,0,1,28.1313,0,1,1,0,0,0,1,1,0,0,0,0
2,0,646.447,0,F,1,1,333,0,0,21.7195,0,1,1,0,0,0,1,1,0,0,0,0,24,0,1,15.7567,0,1,1,0,0,0,1,1,0,0,0,0
3,0,299.14,0,F,1,1,375,0,0,20.4378,0,1,1,0,0,0,1,1,0,0,0,0,175,0,1,17.5234,0,1,1,0,0,0,1,1,0,0,0,0
4,0,354.983,0,F,1,1,405,0,0,20.5235,0,1,1,0,0,0,1,1,0,0,0,0,754,0,1,21.2585,0,1,1,0,0,0,1,1,0,0,0,0
5,0,292.391,0,F,1,1,407,0,0,29.5788,0,1,1,0,0,0,1,1,0,0,0,0,149,0,1,24.6798,0,1,1,0,0,0,1,1,0,0,0,0
6,0,301.124,0,F,1,1,484,0,0,27.3384,0,1,1,0,0,0,1,1,0,0,0,0,419,0,1,30.6933,0,1,1,0,0,0,1,1,0,0,0,0
7,0,193.755,0,F,1,1,514,0,0,27.4946,0,1,1,0,0,0,1,1,0,0,0,0,204,0,1,17.4358,0,1,1,0,0,0,1,1,0,0,0,0
8,0,584.798,0,F,1,1,524,0,0,20.6601,0,1,1,0,0,0,1,1,0,0,0,0,155,0,1,24.6388,0,1,1,0,0,0,1,1,0,0,0,0
9,0,450.899,0,F,1,1,535,0,0,24.6376,0,1,1,0,0,0,1,1,0,0,0,0,240,0,1,17.6921,0,1,1,0,0,0,1,1,0,0,0,0
10,0,236.154,0,F,1,1,538,0,0,26.9018,0,1,1,0,0,0,1,1,0,0,0,0,414,0,1,23.6714,0,1,1,0,0,0,1,1,0,0,0,0
11,0,91.1272,0,F,1,1,596,0,0,25.9709,0,1,1,0,0,0,1,1,0,0,0,0,756,0,1,20.5641,0,1,1,0,0,0,1,1,0,0,0,0
12,0,52.0188,0,F,1,1,599,0,0,24.9295,0,1,1,0,0,0,1,1,0,0,0,0,827,0,1,24.3604,0,1,1,0,0,0,1,1,0,0,0,0
13,0,368.329,0,F,1,1,622,0,0,24.1533,0,1,1,0,0,0,1,1,0,0,0,0,940,0,1,21.3686,0,1,1,0,0,0,1,1,0,0,0,0
14,0,250.131,0,F,1,1,624,0,0,19.2054,0,1,1,0,0,0,1,1,0,0,0,0,584,0,1,17.4086,0,1,1,0,0,0,1,1,0,0,0,0
15,0,328.886,0,F,1,1,636,0,0,23.1332,0,1,1,0,0,0,1,1,0,0,0,0,695,0,1,16.8377,0,1,1,0,0,0,1,1,0,0,0,0
16,0,87.2618,0,F,1,1,704,0,0,17.566,0,1,1,0,0,0,1,1,0,0,0,0,304,0,1,19.7389,0,1,1,0,0,0,1,1,0,0,0,0
17,0,690.681,0,F,1,1,782,0,0,31.5447,0,1,1,0,0,0,1,1,0,0,0,0,1020,0,1,21.8526,0,1,1,0,0,0,1,1,0,0,0,0
18,0,123.33,0,F,1,1,789,0,0,30.3592,0,1,1,0,0,0,1,1,0,0,0,0,554,0,1,26.4014,0,1,1,0,0,0,1,1,0,0,0,0
19,0,46.0883,0,F,1,1,833,0,0,17.2585,0,1,1,0,0,0,1,1,0,0,0,0,593,0,1,18.017,0,1,1,0,0,0,1,1,0,0,0,0
20,0,232.925,0,F,1,1,834,0,0,24.8416,0,1,1,0,0,0,1,1,0,0,0,0,950,0,1,24.1681,0,1,1,0,0,0,1,1,0,0,0,0
21,0,173.227,0,F,1,1,852,0,0,16.955,0,1,1,0,0,0,1,1,0,0,0,0,775,0,1,15.9205,0,1,1,0,0,0,1,1,0,0,0,0
22,0,123.516,0,F,1,1,873,0,0,61.075,0,1,1,0,0,0,1,1,0,0,0,0,2428,0,1,45.1321,0,1,1,0,0,0,1,1,0,0,0,0
23,0,672.787,0,F,1,1,874,0,0,37.6864,0,1,1,0,0,0,1,1,0,0,0,0,264,0,1,37.4476,0,1,1,0,0,0,1,1,0,0,0,0
24,0,381.76,0,F,1,1,898,0,0,20.7868,0,1,1,0,0,0,1,1,0,0,0,0,1177,0,1,20.8933,0,1,1,0,0,0,1,1,0,0,0,0
25,0,268.956,0,F,1,1,911,0,0,54.3616,0,1,1,0,0,0,1,1,0,0,0,0,2180,0,1,43.0464,0,1,1,0,0,0,1,1,0,0,0,0
26,0,135.851,0,F,1,1,958,0,0,17.1214,0,1,1,0,0,0,1,1,0,0,0,0,860,0,1,16.0077,0,1,1,0,0,0,1,1,0,0,0,0
27,0,1.45003,0,F,1,1,1196,0,0,25.1187,0,1,1,0,0,0,1,1,0,0,0,0,1169,0,1,23.2925,0,1,1,0,0,0,1,1,0,0,0,0
28,0,373.048,0,F,1,1,1273,0,0,25.932,0,1,1,0,0,0,1,1,0,0,0,0,1211,0,1,20.6872,0,1,1,0,0,0,1,1,0,0,0,0
29,0,185.691,0,F,1,1,1386,0,0,44.6004,0,1,1,0,0,0,1,1,0,0,0,0,3075,0,1,46.1006,0,1,1,0,0,0,1,1,0,0,0,0
30,0,1.03411,0,F,1,1,1399,0,0,24.5801,0,1,1,0,0,0,1,1,0,0,0,0,881,0,1,15.2677,0,1,1,0,0,0,1,1,0,0,0,0
31,0,284.208,0,F,1,1,1407,0,0,19.9738,0,1,1,0,0,0,1,1,0,0,0,0,1420,0,1,20.2181,0,1,1,0,0,0,1,1,0,0,0,0
32,0,116.644,0,F,1,1,1456,0,0,27.4559,0,1,1,0,0,0,1,1,0,0,0,0,1524,0,1,23.3716,0,1,1,0,0,0,1,1,0,0,0,0
33,0,28.7518,0,F,1,1,1500,0,0,27.497,0,1,1,0,0,0,1,1,0,0,0,0,918,0,1,19.1746,0,1,1,0,0,0,1,1,0,0,0,0
34,0,219.983,0,F,1,1,1562,0,0,29.3393,0,1,1,0,0,0,1,1,0,0,0,0,1531,0,1,24.376,0,1,1,0,0,0,1,1,0,0,0,0
35,0,1385.17,0,F,1,1,1660,0,0,20.9307,0,1,1,0,0,0,1,1,0,0,0,0,1059,0,1,19.7835,0,1,1,0,0,0,1,1,0,0,0,0
36,0,374.189,0,F,1,1,1702,0,0,24.7138,0,1,1,0,0,0,1,1,0,0,0,0,1069,0,1,18.834,0,1,1,0,0,0,1,1,0,0,0,0
37,0,52.1036,0,F,1,1,1821,0,0,35.9972,0,1,1,0,0,0,1,1,0,0,0,0,2953,0,1,30.7526,0,1,1,0,0,0,1,1,0,0,0,0
38,0,171.656,0,F,1,1,1866,0,0,23.2588,0,1,1,0,0,0,1,1,0,0,0,0,1134,0,1,17.8165,0,1,1,0,0,0,1,1,0,0,0,0
39,0,647.678,0,F,1,1,1885,0,0,29.7097,0,1,1,0,0,0,1,1,0,0,0,0,1464,0,1,20.6383,0,1,1,0,0,0,1,1,0,0,0,0
40,0,210.085,0,F,1,1,1987,0,0,48.1051,0,1,1,0,0,0,1,1,0,0,0,0,1749,0,1,40.8194,0,1,1,0,0,0,1,1,0,0,0,0
41,0,473.667,0,F,1,1,2034,0,0,24.7838,0,1,1,0,0,0,1,1,0,0,0,0,1829,0,1,24.3242,0,1,1,0,0,0,1,1,0,0,0,0
42,0,365.68,0,F,1,1,2056,0,0,39.1292,0,1,1,0,0,0,1,1,0,0,0,0,1202,0,1,17.9356,0,1,1,0,0,0,1,1,0,0,0,0
43,0,230.791,0,F,1,1,2120,0,0,20.4621,0,1,1,0,0,0,1,1,0,0,0,0,1252,0,1,18.1235,0,1,1,0,0,0,1,1,0,0,0,0
44,0,292.059,0,F,1,1,2128,0,0,34.7122,0,1,1,0,0,0,1,1,0,0,0,0,1372,0,1,29.4889,0,1,1,0,0,0,1,1,0,0,0,0
45,0,419.633,0,F,1,1,2154,0,0,23.4758,0,1,1,0,0,0,1,1,0,0,0,0,1299,0,1,19.4501,0,1,1,0,0,0,1,1,0,0,0,0
46,0,319.744,0,F,1,1,2182,0,0,36.3077,0,1,1,0,0,0,1,1,0,0,0,0,1620,0,1,20.4966,0,1,1,0,0,0,1,1,0,0,0,0
47,0,84.512,0,F,1,1,2214,0,0,34.4784,0,1,1,0,0,0,1,1,0,0,0,0,2736,0,1,33.5402,0,1,1,0,0,0,1,1,0,0,0,0
48,0,74.6452,0,F,1,1,2315,0,0,21.2227,0,1,1,0,0,0,1,1,0,0,0,0,1901,0,1,24.6885,0,1,1,0,0,0,1,1,0,0,0,0
49,0,397.736,0,F,1,1,2336,0,0,33.3431,0,1,1,0,0,0,1,1,0,0,0,0,2016,0,1,20.4702,0,1,1,0,0,0,1,1,0,0,0,0
50,0,292.626,0,F,1,1,2344,0,0,24.785,0,1,1,0,0,0,1,1,0,0,0,0,557,0,1,26.6089,0,1,1,0,0,0,1,1,0,0,0,0
51,0,529.068,0,F,1,1,2405,0,0,23.6186,0,1,1,0,0,0,1,1,0,0,0,0,2237,0,1,20.6251,0,1,1,0,0,0,1,1,0,0,0,0
52,0,72.6562,0,F,1,1,2436,0,0,22.7791,0,1,1,0,0,0,1,1,0,0,0,0,1990,0,1,24.9892,0,1,1,0,0,0,1,1,0,0,0,0
53,0,239.31,0,F,1,1,2462,0,0,50.1919,0,1,1,0,0,0,1,1,0,0,0,0,3469,0,1,37.9356,0,1,1,0,0,0,1,1,0,0,0,0
54,0,14.2119,0,F,1,1,2515,0,0,17.3774,0,1,1,0,0,0,1,1,0,0,0,0,2411,0,1,21.8839,0,1,1,0,0,0,1,1,0,0,0,0
55,0,160.404,0,F,1,1,2539,0,0,27.3827,0,1,1,0,0,0,1,1,0,0,0,0,2092,0,1,24.2083,0,1,1,0,0,0,1,1,0,0,0,0
56,0,66.3533,0,F,1,1,2549,0,0,30.5483,0,1,1,0,0,0,1,1,0,0,0,0,2816,0,1,22.2812,0,1,1,0,0,0,1,1,0,0,0,0
57,0,414.025,0,F,1,1,2584,0,0,27.3344,0,1,1,0,0,0,1,1,0,0,0,0,3095,0,1,20.4282,0,1,1,0,0,0,1,1,0,0,0,0
58,0,147.698,0,F,1,1,2643,0,0,19.587,0,1,1,0,0,0,1,1,0,0,0,0,2185,0,1,17.6482,0,1,1,0,0,0,1,1,0,0,0,0
59,0,252.526,0,F,1,1,2677,0,0,30.631,0,1,1,0,0,0,1,1,0,0,0,0,2595,0,1,29.523,0,1,1,0,0,0,1,1,0,0,0,0
60,0,299.366,0,F,1,1,2693,0,0,29.6514,0,1,1,0,0,0,1,1,0,0,0,0,1661,0,1,16.8661,0,1,1,0,0,0,1,1,0,0,0,0
61,0,310.46,0,F,1,1,2765,0,0,23.2552,0,1,1,0,0,0,1,1,0,0,0,0,2005,0,1,15.4941,0,1,1,0,0,0,1,1,0,0,0,0
62,0,1115.88,0,F,1,1,2834,0,0,22.3643,0,1,1,0,0,0,1,1,0,0,0,0,2742,0,1,19.9879,0,1,1,0,0,0,1,1,0,0,0,0
63,0,302.431,0,F,1,1,2839,0,0,17.8759,0,1,1,0,0,0,1,1,0,0,0,0,2532,0,1,22.9424,0,1,1,0,0,0,1,1,0,0,0,0
64,0,315.673,0,F,1,1,2861,0,0,17.4296,0,1,1,0,0,0,1,1,0,0,0,0,1882,0,1,26.7037,0,1,1,0,0,0,1,1,0,0,0,0
65,0,45.2096,0,F,1,1,2864,0,0,26.6303,0,1,1,0,0,0,1,1,0,0,0,0,2070,0,1,17.4392,0,1,1,0,0,0,1,1,0,0,0,0
66,0,146.33,0,F,1,1,2886,0,0,20.5181,0,1,1,0,0,0,1,1,0,0,0,0,3671,0,1,16.9119,0,1,1,0,0,0,1,1,0,0,0,0
67,0,1481.48,0,F,1,1,3052,0,0,36.0914,0,1,1,0,0,0,1,1,0,0,0,0,3300,0,1,31.3046,0,1,1,0,0,0,1,1,0,0,0,0
68,0,100.707,0,F,1,1,3068,0,0,26.2934,0,1,1,0,0,0,1,1,0,0,0,0,3148,0,1,26.1749,0,1,1,0,0,0,1,1,0,0,0,0
69,0,862.638,0,F,1,1,3182,0,0,16.1221,0,1,1,0,0,0,1,1,0,0,0,0,3168,0,1,21.0997,0,1,1,0,0,0,1,1,0,0,0,0
