Time,NodeID,IndividualID,Gender,AgeYears,InfectionID,Infectiousness,Duration,Hepatocytes,IRBCs,Gametocytes
3860,340461476,12,F,10.5781,48007,0.00123389,17,0,1851382055,0
3860,340461476,13,M,10.5781,44191,0.00281398,132,0,2294,711156
3860,340461476,13,M,10.5781,45096,0.00281398,82,0,4247640,6720308
3860,340461476,13,M,10.5781,48260,0.00281398,11,0,1138954,0
3860,340461476,14,F,10.5781,45482,0.0761339,66,0,179515170,2747258
3860,340461476,14,F,10.5781,45614,0.0761339,62,0,3308659,51334383
3860,340461476,14,F,10.5781,45828,0.0761339,57,0,6540142,565793
3860,340461476,15,F,10.5781,45336,0.00408437,71,0,41816013,538660
3860,340461476,15,F,10.5781,46175,0.00408437,51,0,3495096,3587378
3860,340461476,15,F,10.5781,48508,0.00408437,6,1,0,0
3860,340461476,16,M,10.5781,46946,0.395694,38,0,3078385983,395832656
3860,340461476,16,M,10.5781,48412,0.395694,8,0,33190,0
3860,340461476,17,F,10.5781,44305,0.00680464,126,0,0,92347
3860,340461476,17,F,10.5781,45219,0.00680464,76,0,294135641,28091273
3860,340461476,17,F,10.5781,47273,0.00680464,32,0,1450162,98224
3860,340461476,18,M,10.5781,44559,0.0192974,110,0,17675512,262612
3860,340461476,18,M,10.5781,45653,0.0192974,61,0,853286,18986545
3860,340461476,18,M,10.5781,47610,0.0192974,26,0,73982837342,6878354
3860,340461476,19,F,10.5781,44897,0.00460899,92,0,0,171333
3860,340461476,19,F,10.5781,45740,0.00460899,59,0,21282,2961763
3860,340461476,19,F,10.5781,48750,0.00460899,1,2,0,0
3860,340461476,20,F,10.5781,45263,4.44663e-05,74,0,52,35589
3860,340461476,20,F,10.5781,47781,4.44663e-05,22,0,1086216552,0
3860,340461476,20,F,10.5781,48646,4.44663e-05,3,1,0,0
3860,340461476,21,M,10.5781,45138,0.195744,80,0,1155,6512235
3860,340461476,21,M,10.5781,46176,0.195744,51,0,2501929,6304834
3860,340461476,21,M,10.5781,46295,0.195744,49,0,9874518895,979797712
3860,340461476,22,M,10.5781,43830,0.0107996,151,0,376936,1430353
3860,340461476,22,M,10.5781,45177,0.0107996,78,0,3677069880,10930325
3860,340461476,22,M,10.5781,45287,0.0107996,73,0,5298,645129
3860,340461476,23,M,10.5781,43687,0.148617,158,0,120725116,100239
3860,340461476,23,M,10.5781,45337,0.148617,71,0,216689,3487932
3860,340461476,23,M,10.5781,47115,0.148617,35,0,155810,112739356
3860,340461476,24,M,10.5781,45314,0.103089,72,0,0,1538923
3860,340461476,24,M,10.5781,47388,0.103089,30,0,6215779,73283210
3860,340461476,24,M,10.5781,47503,0.103089,28,0,32720516,8821
3860,340461476,25,M,10.5781,44360,0.00216689,122,0,28574,1365192
3860,340461476,25,M,10.5781,45578,0.00216689,63,0,22999074,351130
3860,340461476,25,M,10.5781,48214,0.00216689,12,0,6220228,0
3860,340461476,26,M,10.5781,45520,0.0227172,65,0,2290479605,6578307
3860,340461476,26,M,10.5781,45989,0.0227172,54,0,20836630,6780719
3860,340461476,26,M,10.5781,46117,0.0227172,52,0,141428564,11766788
3860,340461476,27,M,10.5781,44728,0.000700673,101,0,26,531599
3860,340461476,27,M,10.5781,48215,0.000700673,12,0,12082604,0
3860,340461476,27,M,10.5781,48565,0.000700673,5,2,0,0
3860,340461476,28,F,10.5781,45654,0.00665721,61,0,7981215,9026601
3860,340461476,28,F,10.5781,45990,0.00665721,54,0,646443,1148959
3860,340461476,28,F,10.5781,47735,0.00665721,23,0,1680846175,73790
3860,340461476,29,F,10.5781,44541,0.0481843,111,0,2911998,141219
3860,340461476,29,F,10.5781,45655,0.0481843,61,0,7462410,34512014
3860,340461476,29,F,10.5781,48566,0.0481843,5,1,0,0
3860,340461476,30,F,10.5781,44064,0.00175924,139,0,21297924,755378
3860,340461476,30,F,10.5781,44390,0.00175924,120,0,627,1324383
3860,340461476,30,F,10.5781,47896,0.00175924,20,0,408094854,1529
3860,340461476,31,M,10.5781,45546,0.000426535,64,0,23868,2197857
3860,340461476,31,M,10.5781,47974,0.000426535,18,0,4495688096,0
3860,340461476,31,M,10.5781,48751,0.000426535,1,1,0,0
3860,340461476,32,M,10.5781,48176,0,13,0,343628,0
3860,340461476,32,M,10.5781,48509,0,6,1,0,0
3860,340461476,33,M,10.5781,46554,0.0466391,45,0,14539683,1292011
3860,340461476,33,M,10.5781,46669,0.0466391,43,0,1976,9744771
3860,340461476,33,M,10.5781,46739,0.0466391,42,0,2694489,21642948
3860,340461476,34,M,10.5781,45521,0.0953693,65,0,0,764411
3860,340461476,34,M,10.5781,47175,0.0953693,34,0,31177900,1994642432
3860,340461476,34,M,10.5781,47897,0.0953693,20,0,6832599809,0
3860,340461476,35,M,10.5781,45242,0.0110745,75,0,0,1322264
3860,340461476,35,M,10.5781,46236,0.0110745,50,0,5133837,2980068
3860,340461476,35,M,10.5781,47274,0.0110745,32,0,6657587,4161254
3860,340461476,36,F,10.5781,43279,0.00336626,180,0,902094,342570
3860,340461476,36,F,10.5781,46607,0.00336626,44,0,163,5762337
3860,340461476,36,F,10.5781,47736,0.00336626,23,0,3134144083,68936
3860,340461476,37,M,10.5781,45080,0.0172037,83,0,2019484,11835
3860,340461476,37,M,10.5781,45452,0.0172037,67,0,3230879,8677530
3860,340461476,37,M,10.5781,47443,0.0172037,29,0,264892659,3543724
3860,340461476,38,F,10.5781,44542,0.124275,111,0,1851408,221127
3860,340461476,38,F,10.5781,45829,0.124275,57,0,58999,96883346
3860,340461476,38,F,10.5781,47934,0.124275,19,0,316614,0
3860,340461476,39,F,10.5781,46488,0.000212049,46,0,0,38291
3860,340461476,39,F,10.5781,47176,0.000212049,34,0,966796,408285
3860,340461476,39,F,10.5781,48413,0.000212049,8,1,0,0
3860,340461476,40,F,10.5781,45694,0.0455425,60,0,70128124,718202
3860,340461476,40,F,10.5781,45780,0.0455425,58,0,1482,36294729
3860,340461476,40,F,10.5781,48647,0.0455425,3,2,0,0
3860,340461476,41,F,10.5781,45315,0.136626,72,0,472494,102286974
3860,340461476,41,F,10.5781,45937,0.136626,55,0,224599396,29419188
3860,340461476,41,F,10.5781,47229,0.136626,33,0,14776130,116630696
3860,340461476,42,M,10.5781,45161,0.0152609,79,0,624718,197580
3860,340461476,42,M,10.5781,46489,0.0152609,46,0,112942808,10651682
3860,340461476,43,M,10.5781,45991,0.000123545,54,0,2,83909
3860,340461476,43,M,10.5781,48307,0.000123545,10,0,888054,0
3860,340461476,43,M,10.5781,48353,0.000123545,9,0,68057,0
3860,340461476,44,F,10.5781,45483,2.1417e-05,66,0,37263129,50013
3860,340461476,44,F,10.5781,47898,2.1417e-05,20,0,21931048388,0
3860,340461476,44,F,10.5781,48752,2.1417e-05,1,3,0,0
3860,340461476,45,F,10.5781,46355,0.205417,48,0,205769630,1382732
3860,340461476,45,F,10.5781,46490,0.205417,46,0,614696378,8005748
3860,340461476,45,F,10.5781,46947,0.205417,38,0,752725115,297784732
3860,340461476,46,F,10.5781,45426,0.0323145,68,0,17798678,25503
3860,340461476,46,F,10.5781,46237,0.0323145,50,0,3302992,148738278
3860,340461476,46,F,10.5781,47782,0.0323145,22,0,81116579729,26495
3860,340461476,47,M,10.5781,45395,0.0416912,69,0,92471453,5027752
3860,340461476,47,M,10.5781,45830,0.0416912,57,0,8412677391,112754798
3860,340461476,47,M,10.5781,48216,0.0416912,12,0,1623095,0
3860,340461476,48,M,10.5781,46892,0.287303,39,0,26918062118,1048172586
3860,340461476,48,M,10.5781,46948,0.287303,38,0,175350088,251089180
3860,340461476,49,F,10.5781,45220,0.131616,76,0,301423,1344291
3860,340461476,49,F,10.5781,45656,0.131616,61,0,22639604,13346823
3860,340461476,49,F,10.5781,46356,0.131616,48,0,65902868,192738200
3860,340461476,50,M,10.5781,43095,0.0795075,191,0,730170,1545
3860,340461476,50,M,10.5781,46060,0.0795075,53,0,33167519,56188784
3860,340461476,50,M,10.5781,47177,0.0795075,34,0,1557775,4912742
3860,340461476,51,F,10.5781,45992,0.0297465,54,0,50187139,175951336
3860,340461476,51,F,10.5781,46118,0.0297465,52,0,32686244,2141408
3860,340461476,51,F,10.5781,47737,0.0297465,23,0,46808485252,11995
3860,340461476,52,F,10.5781,43208,0.000161153,184,0,31754594,118787
3860,340461476,52,F,10.5781,48753,0.000161153,1,3,0,0
3860,340461476,53,M,10.5781,46296,0.0483535,49,0,37166811,8251630
3860,340461476,53,M,10.5781,46357,0.0483535,48,0,0,420387
3860,340461476,53,M,10.5781,46419,0.0483535,47,0,459649,26382665
3860,340461476,54,M,10.5781,44821,0.20529,96,0,35472703,283170
3860,340461476,54,M,10.5781,46238,0.20529,50,0,25738893,176859416
3860,340461476,54,M,10.5781,46297,0.20529,49,0,0,2755
3860,340461476,55,F,10.5781,45696,0.00477572,60,0,2534696338,18915311
3860,340461476,55,F,10.5781,47504,0.00477572,28,0,2290320662,6599802
3860,340461476,55,F,10.5781,47846,0.00477572,21,0,4528490246,0
3860,340461476,56,F,10.5781,45938,0.00287878,55,0,9366,499787
3860,340461476,56,F,10.5781,46239,0.00287878,50,0,2663298,1753025
3860,340461476,56,F,10.5781,48104,0.00287878,15,0,261309437,0
3860,340461476,57,M,10.5781,43782,0.0119793,153,0,167359,2023
3860,340461476,57,M,10.5781,45579,0.0119793,63,0,7977275,491437
3860,340461476,57,M,10.5781,46740,0.0119793,42,0,267907,7725275
3860,340461476,58,F,10.5781,42759,0.0109777,208,0,70313548,26082
3860,340461476,58,F,10.5781,45162,0.0109777,79,0,1793066901,23212916
3860,340461476,58,F,10.5781,45939,0.0109777,55,0,14915,520054
3860,340461476,59,M,10.5781,44171,0.0122435,133,0,0,127032
3860,340461476,59,M,10.5781,44589,0.0122435,108,0,2405886,619777
3860,340461476,59,M,10.5781,46061,0.0122435,53,0,54122092,8369955
3860,340461476,60,M,10.5781,45362,0.000806361,70,0,4785998,2259805
3860,340461476,60,M,10.5781,47847,0.000806361,21,0,10396851602,3355
3860,340461476,60,M,10.5781,48060,0.000806361,16,0,2241362,0
3860,340461476,61,M,10.5781,45697,0.00283377,60,0,103585044,2263133
3860,340461476,61,M,10.5781,48061,0.00283377,16,0,36497144,0
3860,340461476,61,M,10.5781,48354,0.00283377,9,0,1129122,0
3860,340461476,62,M,10.5781,46240,0.11024,50,0,67054123,1848643
3860,340461476,62,M,10.5781,46298,0.11024,49,0,3,645666
3860,340461476,62,M,10.5781,47275,0.11024,32,0,704278,77205862
3860,340461476,63,F,10.5781,46608,0.231503,44,0,133114380,90150322
3860,340461476,63,F,10.5781,46670,0.231503,43,0,921769,2352513
3860,340461476,63,F,10.5781,46741,0.231503,42,0,8291197580,113218370
3860,340461476,64,M,10.5781,43013,0.00021121,195,0,2954304,14916
3860,340461476,64,M,10.5781,45781,0.00021121,58,0,0,129220
3860,340461476,64,M,10.5781,47975,0.00021121,18,0,3713603,0
3860,340461476,65,M,10.5781,45880,0.0445475,56,0,111359331,71421357
3860,340461476,65,M,10.5781,46420,0.0445475,47,0,655537866,6452717
3860,340461476,65,M,10.5781,47899,0.0445475,20,0,78424405,1095
3860,340461476,66,F,10.5781,44690,0.17007,103,0,38251698,68480
3860,340461476,66,F,10.5781,45484,0.17007,66,0,119,5807
3860,340461476,66,F,10.5781,45993,0.17007,54,0,23499,130695900
3860,340461476,67,M,10.5781,46062,0.0652594,53,0,208500456,670587
3860,340461476,67,M,10.5781,46177,0.0652594,51,0,207789,381698
3860,340461476,67,M,10.5781,47276,0.0652594,32,0,4259232,64752071
3860,340461476,68,M,10.5781,45940,4.48439e-05,55,0,0,30177
3860,340461476,68,M,10.5781,48217,4.48439e-05,12,0,24474,0
3860,340461476,69,F,10.5781,45053,0.124706,84,0,0,555582
3860,340461476,69,F,10.5781,46178,0.124706,51,0,55093306,6184516
3860,340461476,69,F,10.5781,46949,0.124706,38,0,89792042,94310765
3860,340461476,70,M,10.5781,45548,0.00402903,64,0,7076,3480577
3860,340461476,70,M,10.5781,47067,0.00402903,36,0,3123206,8147623
3860,340461476,70,M,10.5781,47560,0.00402903,27,0,2262631204,92622
3860,340461476,71,M,10.5781,44832,0.00134895,95,0,6635209,415768
3860,340461476,71,M,10.5781,46241,0.00134895,50,0,89,322269
3860,340461476,71,M,10.5781,47561,0.00134895,27,0,155057114,2409119
3860,340461476,72,F,10.5781,47116,0.29102,35,0,1438235372,875081858
3860,340461476,72,F,10.5781,48648,0.29102,3,3,0,0
3860,340461476,73,M,10.5781,44801,0.00242742,97,0,0,103419
3860,340461476,73,M,10.5781,44849,0.00242742,94,0,27,11040
3860,340461476,73,M,10.5781,45179,0.00242742,78,0,327026,1533123
3860,340461476,74,F,10.5781,44290,0.00230933,127,0,20756268,636219
3860,340461476,74,F,10.5781,45034,0.00230933,85,0,20818732,38587
3860,340461476,74,F,10.5781,47389,0.00230933,30,0,12408546,1393426
3860,340461476,75,M,10.5781,44999,0.00667877,87,0,95858574,125652
3860,340461476,75,M,10.5781,45338,0.00667877,71,0,1,583446
3860,340461476,75,M,10.5781,46242,0.00667877,50,0,157594,4304273
3860,340461476,76,M,10.5781,43951,0.00417902,145,0,1125,649237
3860,340461476,76,M,10.5781,45486,0.00417902,66,0,7146,2096952
3860,340461476,76,M,10.5781,46063,0.00417902,53,0,487,282549
3860,340461476,77,F,10.5781,44379,0.00927361,121,0,29257236,1282453
3860,340461476,77,F,10.5781,45427,0.00927361,68,0,44826220,6917230
3860,340461476,77,F,10.5781,48649,0.00927361,3,2,0,0
3860,340461476,78,M,10.5781,46842,0.0531332,40,0,10057446523,397744472
3860,340461476,78,M,10.5781,47783,0.0531332,22,0,17676193012,24194
3860,340461476,78,M,10.5781,47900,0.0531332,20,0,1853151773,0
3860,340461476,79,M,10.5781,45831,0.0218031,57,0,30006,69288
3860,340461476,79,M,10.5781,46179,0.0218031,51,0,16272135,11041395
3860,340461476,79,M,10.5781,46421,0.0218031,47,0,5955471,3973173
3860,340461476,80,M,10.5781,44105,0.00481648,137,0,38059,909007
3860,340461476,80,M,10.5781,45741,0.00481648,59,0,104,2542610
3860,340461476,80,M,10.5781,45881,0.00481648,56,0,10857161,205353
3860,340461476,81,M,10.5781,45288,0.000368492,73,0,5574443,1025724
3860,340461476,81,M,10.5781,45657,0.000368492,61,0,6475811,171957
3860,340461476,81,M,10.5781,47784,0.000368492,22,0,12744959019,4335
3860,340461476,82,M,10.5781,43600,5.28004e-05,163,0,2945391,36670
3860,340461476,82,M,10.5781,45018,5.28004e-05,86,0,12,550750
3860,340461476,82,M,10.5781,47785,5.28004e-05,22,0,120176131890,10345
3860,340461476,83,M,10.5781,44106,0.00700072,137,0,4487,643428
3860,340461476,83,M,10.5781,45115,0.00700072,81,0,0,361224
3860,340461476,83,M,10.5781,46950,0.00700072,38,0,92183878,5427815
3860,340461476,84,F,10.5781,44574,0.0430829,109,0,21353017,26590
3860,340461476,84,F,10.5781,45618,0.0430829,62,0,166578221,55210563
3860,340461476,84,F,10.5781,46843,0.0430829,40,0,59652845,12894768
3860,340461476,85,F,10.5781,45698,0.0105772,60,0,1203,7988657
3860,340461476,85,F,10.5781,48308,0.0105772,10,0,408832,0
3860,340461476,86,F,10.5781,46491,0.0523894,46,0,4445289020,34778592
3860,340461476,86,F,10.5781,47001,0.0523894,37,0,94596,2247828
3860,340461476,86,F,10.5781,47562,0.0523894,27,0,116445690,2161667
3860,340461476,87,M,10.5781,46671,0.203472,43,0,136302,84111902
3860,340461476,87,M,10.5781,46844,0.203472,40,0,1501381,70540846
3860,340461476,87,M,10.5781,47117,0.203472,35,0,242555,1087896
3860,340461476,88,F,10.5781,44472,0.579318,115,0,463015,2034
3860,340461476,88,F,10.5781,47068,0.579318,36,0,530630,797467584
3860,340461476,88,F,10.5781,47611,0.579318,26,0,292560667,76921
3860,340461476,89,F,10.5781,45882,0.00381445,56,0,289683,9123622
3860,340461476,89,F,10.5781,45995,0.00381445,54,0,17293,144188
3860,340461476,89,F,10.5781,47444,0.00381445,29,0,5750519,150871
3860,340461476,90,F,10.5781,45316,0.107607,72,0,10381132,461025
3860,340461476,90,F,10.5781,45658,0.107607,61,0,5295705,154164
3860,340461476,90,F,10.5781,46555,0.107607,45,0,204741075,99502629
3860,340461476,91,F,10.5781,43222,0.224619,183,0,2964333,185971
3860,340461476,91,F,10.5781,45267,0.224619,74,0,868049,623753
3860,340461476,91,F,10.5781,46556,0.224619,45,0,976628630,177298904
3860,340461476,92,M,10.5781,46557,0.134709,45,0,1283971375,127454379
3860,340461476,92,M,10.5781,46609,0.134709,44,0,365294362,6105041
3860,340461476,92,M,10.5781,46672,0.134709,43,0,83120,21456227
3860,340461476,93,M,10.5781,45619,0.00316587,62,0,617,2143712
3860,340461476,93,M,10.5781,47563,0.00316587,27,0,14377906,16533
3860,340461476,93,M,10.5781,48309,0.00316587,10,0,338545,0
3860,340461476,94,M,10.5781,45549,0.205603,64,0,39749950,5096330
3860,340461476,94,M,10.5781,46492,0.205603,46,0,212417437,3038175
3860,340461476,94,M,10.5781,47069,0.205603,36,0,1340335884,479299920
3860,340461476,95,M,10.5781,44362,0.13308,122,0,95607151,31193
3860,340461476,95,M,10.5781,45487,0.13308,66,0,390597,50836
3860,340461476,95,M,10.5781,46789,0.13308,41,0,7004812210,421048960
3860,340461476,96,M,10.5781,43910,0.214261,147,0,2183,663257
3860,340461476,96,M,10.5781,44631,0.214261,106,0,14029066,922777
3860,340461476,96,M,10.5781,45742,0.214261,59,0,14304,163223817
3860,340461476,97,F,10.5781,45097,0.0739557,82,0,2364812,12052
3860,340461476,97,F,10.5781,45453,0.0739557,67,0,99667731,51880507
3860,340461476,97,F,10.5781,45782,0.0739557,58,0,4785,49808867
3860,340461476,98,M,10.5781,45035,0.0385671,85,0,2548381,1839454
3860,340461476,98,M,10.5781,46742,0.0385671,42,0,59611379,25508185
3860,340461476,99,F,10.5781,46064,0.00682708,53,0,19893200,8960710
3860,340461476,99,F,10.5781,46243,0.00682708,50,0,258261590,1999593
3860,340461476,99,F,10.5781,47612,0.00682708,26,0,51512663903,1115315
3860,340461476,100,M,10.5781,45488,0.267973,66,0,13332504,39746
3860,340461476,100,M,10.5781,46790,0.267973,41,0,2411182219,224581141
3860,340461476,100,M,10.5781,48177,0.267973,13,0,1651029,0
3860,340461476,101,M,10.5781,45489,0.140704,66,0,51328082,429238
3860,340461476,101,M,10.5781,46610,0.140704,44,0,1193876421,107325517
3860,340461476,101,M,10.5781,48467,0.140704,7,0,17593,0
3860,340461476,102,M,10.5699,45832,0.120333,57,0,28521529,31967724
3860,340461476,102,M,10.5699,46611,0.120333,44,0,779979039,23989287
3860,340461476,102,M,10.5699,46893,0.120333,39,0,9547500009,289600340
3860,340461476,103,F,10.5699,45833,0.125053,57,0,161144908,51891353
3860,340461476,103,F,10.5699,45883,0.125053,56,0,3142593,52515616
3860,340461476,103,F,10.5699,45941,0.125053,55,0,55698,719422
3860,340461476,104,F,10.5562,43452,0.031175,171,0,3,194723
3860,340461476,104,F,10.5562,45550,0.031175,64,0,837100,21264526
3860,340461476,104,F,10.5562,48310,0.031175,10,0,1299020,0
3860,340461476,105,F,10.5397,43391,0.00155555,175,0,9,388412
3860,340461476,105,F,10.5397,44729,0.00155555,101,0,3636706,675675
3860,340461476,105,F,10.5397,48355,0.00155555,9,0,12537,0
3860,340461476,106,M,10.537,46065,0.000507852,53,0,2620096,859840
3860,340461476,106,M,10.537,47935,0.000507852,19,0,1522527305,0
3860,340461476,106,M,10.537,48689,0.000507852,2,1,0,0
3860,340461476,107,M,10.5315,46066,0.839982,53,0,9333,1240769304
3860,340461476,107,M,10.5315,47936,0.839982,19,0,1008279,0
3860,340461476,107,M,10.5315,48567,0.839982,5,4,0,0
3860,340461476,108,M,10.5315,45140,0.000699378,80,0,16104420,466268
3860,340461476,108,M,10.5315,45620,0.000699378,62,0,17715027,183642
3860,340461476,109,M,10.5315,45037,0.110122,85,0,8,4752
3860,340461476,109,M,10.5315,46119,0.110122,52,0,134376255,862326
3860,340461476,109,M,10.5315,46358,0.110122,48,0,109220702,179881308
3860,340461476,110,F,10.5288,47331,0.0694772,31,0,440608,222301352
3860,340461476,110,F,10.5288,47738,0.0694772,23,0,1483019252,41725
3860,340461476,110,F,10.5288,48468,0.0694772,7,0,9216,0
3860,340461476,111,M,10.5233,46067,0.232434,53,0,14529255,1631092
3860,340461476,111,M,10.5233,46180,0.232434,51,0,3921960,341069744
3860,340461476,111,M,10.5233,46791,0.232434,41,0,7316,21854709
3860,340461476,112,M,10.4822,44380,0.0140362,121,0,143,408423
3860,340461476,112,M,10.4822,45744,0.0140362,59,0,7736,8434806
3860,340461476,112,M,10.4822,45884,0.0140362,56,0,24577152,679965
3860,340461476,113,F,10.4712,45885,0.00649888,56,0,3942740,10688937
3860,340461476,113,F,10.4712,47657,0.00649888,25,0,48074197345,136308
3860,340461476,113,F,10.4712,48356,0.00649888,9,0,409190,0
3860,340461476,114,M,10.4603,45621,0.00436769,62,0,1443276525,11903274
3860,340461476,114,M,10.4603,46120,0.00436769,52,0,1185424599,283448
3860,340461476,114,M,10.4603,47976,0.00436769,18,0,498048825,0
3860,340461476,115,M,10.4521,45318,0.0997737,72,0,556076,1322331
3860,340461476,115,M,10.4521,45886,0.0997737,56,0,657370,7946107
3860,340461476,115,M,10.4521,46493,0.0997737,46,0,328080362,61348452
3860,340461476,116,M,10.4192,45580,0.00129197,63,0,2916622,62077
3860,340461476,116,M,10.4192,45887,0.00129197,56,0,12933800,3854351
3860,340461476,117,M,10.4192,44745,0.0150512,100,0,141,20050410
3860,340461476,117,M,10.4192,46845,0.0150512,40,0,2893403398,300573180
3860,340461476,117,M,10.4192,47739,0.0150512,23,0,46048055551,6954
3860,340461476,118,F,10.3945,43362,0.013695,176,0,10,292055
3860,340461476,118,F,10.3945,45000,0.013695,87,0,7395615,8994806
3860,340461476,118,F,10.3945,48178,0.013695,13,0,886121,0
3860,340461476,119,F,10.3836,44960,0.0449207,89,0,68010997,1787889
3860,340461476,119,F,10.3836,46359,0.0449207,48,0,174546676,35920139
3860,340461476,120,M,10.3753,44823,0.00697558,96,0,371573,151298
3860,340461476,120,M,10.3753,45001,0.00697558,87,0,2651966,786227
3860,340461476,120,M,10.3753,46299,0.00697558,49,0,314876942,4744507
3860,340461476,121,F,10.3589,46068,0.000979695,53,0,561360,889342
3860,340461476,121,F,10.3589,47564,0.000979695,27,0,2356303045,6762604
3860,340461476,121,F,10.3589,47848,0.000979695,21,0,60572737241,16156
3860,340461476,122,M,10.3452,45396,0.0164337,69,0,6766339,64886383
3860,340461476,122,M,10.3452,45522,0.0164337,65,0,18032073,742388
3860,340461476,122,M,10.3452,46792,0.0164337,41,0,386,585426
3860,340461476,123,M,10.326,45888,0.110573,56,0,204511299,122490714
3860,340461476,123,M,10.326,46244,0.110573,50,0,109146712,1428594
3860,340461476,123,M,10.326,48357,0.110573,9,0,26079,0
3860,340461476,124,M,10.3205,44981,0.027953,88,0,49659160,37157
3860,340461476,124,M,10.3205,45054,0.027953,84,0,1566,17718033
3860,340461476,124,M,10.3205,45199,0.027953,77,0,18237966,5185486
3860,340461476,125,F,10.3178,45783,0.331867,58,0,1696,3033086
3860,340461476,125,F,10.3178,45942,0.331867,55,0,3239256,162064
3860,340461476,125,F,10.3178,47332,0.331867,31,0,3903554,265127084
3860,340461476,126,F,10.2986,46181,0.170168,51,0,950595068,8089360
3860,340461476,126,F,10.2986,46673,0.170168,43,0,82141820,220015316
3860,340461476,126,F,10.2986,46793,0.170168,41,0,8954706524,251693780
3860,340461476,127,F,10.2986,44440,0.0150306,117,0,373,10046773
3860,340461476,127,F,10.2986,44562,0.0150306,110,0,223160,17877
3860,340461476,127,F,10.2986,48105,0.0150306,15,0,2837621,0
3860,340461476,128,F,10.2959,45339,0.113162,71,0,1327573,53827593
3860,340461476,128,F,10.2959,45745,0.113162,59,0,104073415,5993038
3860,340461476,128,F,10.2959,45834,0.113162,57,0,749224497,53266482
3860,340461476,129,M,10.2877,43710,0.00204231,157,0,100303155,44340
3860,340461476,129,M,10.2877,45290,0.00204231,73,0,1543524,363509
3860,340461476,129,M,10.2877,45622,0.00204231,62,0,85930,1083048
3860,340461476,130,M,10.2767,44851,0.0318724,94,0,1309575,160967
3860,340461476,130,M,10.2767,45363,0.0318724,70,0,11799519,89289268
3860,340461476,130,M,10.2767,45428,0.0318724,68,0,12549,217355
3860,340461476,131,F,10.274,45623,0.0131445,62,0,428,613350
3860,340461476,131,F,10.274,46300,0.0131445,49,0,249728033,17359909
3860,340461476,131,F,10.274,46360,0.0131445,48,0,285507,3143123
3860,340461476,132,F,10.263,44491,0.0867921,114,0,9288076,89494
3860,340461476,132,F,10.263,46846,0.0867921,40,0,536627470,73184394
3860,340461476,132,F,10.263,48754,0.0867921,1,2,0,0
3860,340461476,133,F,10.2575,45996,0.000288806,54,0,0,584895
3860,340461476,133,F,10.2575,46301,0.000288806,49,0,20127,5185357
3860,340461476,133,F,10.2575,47849,0.000288806,21,0,27715543255,0
3860,340461476,134,M,10.2466,46894,0.0736892,39,0,41901461,51721228
3860,340461476,134,M,10.2466,48650,0.0736892,3,1,0,0
3860,340461476,134,M,10.2466,48755,0.0736892,1,2,0,0
3860,340461476,135,M,10.2329,46558,0.00509055,45,0,266503280,3839671
3860,340461476,135,M,10.2329,46794,0.00509055,41,0,79611,3033291
3860,340461476,135,M,10.2329,48568,0.00509055,5,9,0,0
3860,340461476,136,M,10.2219,44457,0.00214061,116,0,41,584161
