Year,Node_ID,Event_Name,Individual_ID,Age,Gender,Infectiousness
2000.33,1,PostDebut,10917,12866.3,M,0
2000.33,1,PreDebut,17264,2007.5,M,0
2000.33,1,PreDebut,17528,1551.25,M,0
2000.33,1,PostDebut,2337,19308.9,F,0
2000.33,1,PostDebut,12845,9581.25,M,0
2000.33,1,PostDebut,12368,10341.7,M,0
2000.33,1,PostDebut,10468,13657.1,F,0
2000.33,1,PostDebut,2341,14759.4,F,0
2000.33,1,PostDebut,12457,10220,F,0
2000.33,1,PostDebut,10339,13900.5,F,0
2000.33,1,PostDebut,12977,9337.91,F,0
2000.33,1,PostDebut,11232,12288.4,F,0
2000.33,1,PostDebut,10444,13718,F,0
2000.33,1,PostDebut,2347,15766,M,0
2000.33,1,PostDebut,13615,8182.07,F,0
2000.33,1,PreDebut,16293,3650,M,0
2000.33,1,PreDebut,15866,4349.59,M,0
2000.33,1,PostDebut,2351,18343.4,M,0
2000.33,1,PostDebut,2352,16557.8,M,0
2000.33,1,PostDebut,14694,6387.49,F,0
2000.33,1,PostDebut,2354,18780.4,M,0
2000.33,1,PostDebut,2355,19793.7,M,0
2000.33,1,PostDebut,12113,10797.9,M,0
2000.33,1,PostDebut,13183,8972.91,M,0
2000.33,1,PreDebut,15798,4471.25,F,0
2000.33,1,PostDebut,13566,8273.32,F,0
2000.33,1,PostDebut,2360,19465.2,M,0
2000.33,1,PostDebut,13247,8820.82,M,0
2000.33,1,PostDebut,12147,10737.1,M,0
2000.33,1,PreDebut,16980,2494.17,F,0
2000.33,1,PostDebut,2364,18225.2,M,0
2000.33,1,PreDebut,16055,4045.42,M,0
2000.33,1,PostDebut,14774,6265.83,F,0
2000.33,1,PostDebut,10641,13353,F,0
2000.33,1,PostDebut,11704,11497.5,M,0
2000.33,1,PreDebut,16579,3193.75,M,0
2000.33,1,PreDebut,17860,1003.75,F,0
2000.33,1,PostDebut,10071,14417.5,M,0
2000.33,1,PostDebut,2372,17789.2,F,0
2000.33,1,PreDebut,16163,3862.92,F,0
2000.33,1,PostDebut,14442,6782.91,M,0
2000.33,1,PreDebut,15837,4410.42,F,0
2000.33,1,PreDebut,16456,3376.25,M,0
2000.33,1,PreDebut,16000,4136.67,M,0
2000.33,1,PostDebut,2378,20067.7,M,0
2000.33,1,PostDebut,10937,12835.9,F,0
2000.33,1,PreDebut,16736,2920,F,0
2000.33,1,PostDebut,2381,15546.1,M,0
2000.33,1,PostDebut,2382,18827.1,F,0
2000.33,1,PostDebut,2383,17260.7,M,0
2000.33,1,PostDebut,2384,19361.1,F,0
2000.33,1,PostDebut,2385,16275.2,M,0
2000.33,1,PreDebut,16128,3923.75,F,0
2000.33,1,PreDebut,18327,273.75,M,0
2000.33,1,PreDebut,16824,2767.92,F,0
2000.33,1,PreDebut,17025,2433.33,M,0
2000.33,1,PreDebut,16180,3832.5,F,0
2000.33,1,PostDebut,14008,7482.49,F,0
2000.33,1,PreDebut,15836,4410.42,M,0
2000.33,1,PostDebut,2393,15636.1,M,0
2000.33,1,PreDebut,16306,3619.59,F,0
2000.33,1,PreDebut,15396,5140.42,M,0
2000.33,1,PreDebut,16089,3984.59,M,0
2000.33,1,PostDebut,14028,7452.07,F,0
2000.33,1,PostDebut,12176,10676.3,F,0
2000.33,1,PreDebut,18326,273.75,F,0
2000.33,1,PostDebut,14336,6965.41,M,0
2000.33,1,PreDebut,15540,4897.08,F,0
2000.33,1,PreDebut,16292,3650,M,0
2000.33,1,PostDebut,2403,15401.6,F,0
2000.33,1,PostDebut,2404,16036.4,F,0
2000.33,1,PreDebut,18325,273.75,M,0
2000.33,1,PreDebut,16266,3710.84,F,0
2000.33,1,PreDebut,16649,3072.08,M,0
2000.33,1,PreDebut,17906,942.917,M,0
2000.33,1,PostDebut,14086,7360.82,M,0
2000.33,1,PostDebut,2410,18514.3,F,0
2000.33,1,PostDebut,11649,11619.2,M,0
2000.33,1,PostDebut,11723,11467.1,M,0
2000.33,1,PostDebut,11322,12166.7,F,0
2000.33,1,PostDebut,12220,10585,F,0
2000.33,1,PostDebut,11672,11558.4,M,0
2000.33,1,PostDebut,13440,8486.24,F,0
2000.33,1,PreDebut,18484,0,M,0
2000.33,1,PostDebut,12006,10980.4,M,0
2000.33,1,PostDebut,12309,10432.9,F,0
2000.33,1,PostDebut,12262,10524.2,M,0
2000.33,1,PreDebut,16602,3163.34,F,0
2000.33,1,PreDebut,17527,1551.25,F,0
2000.33,1,PostDebut,12327,10402.5,F,0
2000.33,1,PostDebut,14335,6965.41,M,0
2000.33,1,PostDebut,11913,11132.5,M,0
2000.33,1,PreDebut,17989,790.833,M,0
2000.33,1,PostDebut,2427,19432.5,M,0
2000.33,1,PostDebut,2428,18632.5,F,0
2000.33,1,PostDebut,10600,13444.2,F,0
2000.33,1,PostDebut,12479,10189.6,F,0
2000.33,1,PreDebut,15932,4258.34,M,0
2000.33,1,PostDebut,13684,8060.4,F,0
2000.33,1,PostDebut,12478,10189.6,F,0
2000.33,1,PostDebut,2434,16021.6,M,0
2000.33,1,PostDebut,2435,18033,F,0
2000.33,1,PostDebut,14027,7452.07,F,0
2000.33,1,PreDebut,17988,790.833,F,0
2000.33,1,PostDebut,15030,5809.58,F,0
2000.33,1,PreDebut,17561,1490.42,F,0
2000.33,1,PostDebut,13114,9094.58,F,0
2000.33,1,PostDebut,14317,6995.82,F,0
2000.33,1,PreDebut,17760,1155.83,F,0
2000.33,1,PostDebut,2443,17634.8,M,0
2000.33,1,PreDebut,16179,3832.5,F,0
2000.33,1,PreDebut,18364,182.5,M,0
2000.33,1,PostDebut,11964,11041.3,F,0
2000.33,1,PostDebut,13294,8729.57,M,0
2000.33,1,PostDebut,12456,10220,M,0
2000.33,1,PostDebut,2449,16681.8,F,0
2000.33,1,PostDebut,14861,6113.74,F,0
2000.33,1,PostDebut,10629,13383.4,F,0
2000.33,1,PreDebut,16034,4075.84,F,0
2000.33,1,PreDebut,15339,5231.67,M,0
2000.33,1,PreDebut,15931,4258.34,M,0
2000.33,1,PostDebut,10422,13748.4,M,0
2000.33,1,PostDebut,2456,16420,F,0
2000.33,1,PostDebut,2457,18405.5,F,0
2000.33,1,PostDebut,2458,15617.4,M,0
2000.33,1,PostDebut,12895,9490,M,0
2000.33,1,PostDebut,2460,16724.8,F,0
2000.33,1,PostDebut,10560,13505,M,0
2000.33,1,PostDebut,2462,16649.2,F,0
2000.33,1,PostDebut,2463,15049.3,M,0
2000.33,1,PreDebut,17024,2433.33,F,0
2000.33,1,PreDebut,16127,3923.75,F,0
2000.33,1,PreDebut,15726,4592.92,M,0
2000.33,1,PostDebut,11546,11801.7,M,0
2000.33,1,PreDebut,17151,2190,M,0
2000.33,1,PostDebut,15472,5018.75,M,0
2000.33,1,PostDebut,2470,19324.9,M,0
2000.33,1,PostDebut,14069,7391.24,F,0
2000.33,1,PostDebut,11275,12227.5,F,0
2000.33,1,PostDebut,2473,16227.5,M,0
2000.33,1,PostDebut,11757,11406.3,F,0
2000.33,1,PostDebut,13090,9155.41,F,0
2000.33,1,PostDebut,11775,11375.8,F,0
2000.33,1,PostDebut,2477,15600.9,M,0
2000.33,1,PostDebut,12394,10311.3,M,0
2000.33,1,PostDebut,13356,8638.32,F,0
2000.33,1,PostDebut,2480,16517.2,M,0
2000.33,1,PreDebut,15655,4714.58,F,0
2000.33,1,PostDebut,2482,15268.1,M,0
2000.33,1,PostDebut,13193,8942.49,F,0
2000.33,1,PreDebut,15539,4897.08,F,0
2000.33,1,PostDebut,2485,15940.1,M,0
2000.33,1,PostDebut,12477,10189.6,F,0
2000.33,1,PostDebut,10449,13687.5,F,0
2000.33,1,PreDebut,17172,2159.58,M,0
2000.33,1,PostDebut,12476,10189.6,M,0
2000.33,1,PostDebut,13683,8060.4,M,0
2000.33,1,PostDebut,2491,16790.2,F,0
2000.33,1,PostDebut,13272,8759.99,M,0
2000.33,1,PostDebut,14465,6752.49,F,0
2000.33,1,PostDebut,12367,10341.7,F,0
2000.33,1,PostDebut,14085,7360.82,M,0
2000.33,1,PreDebut,16807,2798.33,M,0
2000.33,1,PreDebut,18170,517.083,F,0
2000.33,1,PostDebut,13271,8759.99,M,0
2000.33,1,PreDebut,15445,5049.17,M,0
2000.33,1,PostDebut,12097,10828.3,F,0
2000.33,1,PostDebut,12208,10615.4,F,0
2000.33,1,PreDebut,15865,4349.59,M,0
2000.33,1,PreDebut,15749,4562.5,M,0
2000.33,1,PreDebut,18324,273.75,M,0
2000.33,1,PostDebut,2505,15765.8,F,0
2000.33,1,PostDebut,2506,17158.9,F,0
2000.33,1,PostDebut,14484,6722.07,M,0
2000.33,1,PostDebut,12588,9976.67,F,0
2000.33,1,PostDebut,14351,6934.99,F,0
2000.33,1,PreDebut,16915,2615.83,M,0
2000.33,1,PostDebut,14733,6326.66,M,0
2000.33,1,PostDebut,2512,18664.4,M,0
2000.33,1,PreDebut,16720,2950.42,F,0
2000.33,1,PostDebut,2514,18981.9,M,0
2000.33,1,PreDebut,16578,3193.75,M,0
2000.33,1,PostDebut,2516,15221.9,M,0
2000.33,1,PostDebut,13926,7634.57,F,0
2000.33,1,PostDebut,2518,17508.8,M,0
2000.33,1,PostDebut,12823,9611.66,M,0
2000.33,1,PostDebut,2520,17411.4,M,0
2000.33,1,PostDebut,14508,6691.66,F,0
2000.33,1,PostDebut,2522,17281.7,F,0
2000.33,1,PreDebut,16648,3072.08,F,0
2000.33,1,PreDebut,15471,5018.75,M,0
2000.33,1,PostDebut,11217,12318.8,F,0
2000.33,1,PostDebut,13015,9277.08,M,0
2000.33,1,PostDebut,11963,11041.3,M,0
2000.33,1,PreDebut,15315,5292.5,M,0
2000.33,1,PreDebut,17400,1764.17,F,0
2000.33,1,PostDebut,13317,8699.15,F,0
2000.33,1,PreDebut,17905,942.917,F,0
2000.33,1,PreDebut,17226,2068.33,M,0
2000.33,1,PreDebut,16405,3467.5,M,0
2000.33,1,PostDebut,13182,8972.91,M,0
2000.33,1,PreDebut,17210,2098.75,F,0
2000.33,1,PreDebut,16944,2555,F,0
2000.33,1,PreDebut,18069,669.167,M,0
2000.33,1,PreDebut,15609,4775.42,M,0
2000.33,1,PostDebut,2539,18868.7,F,0
2000.33,1,PreDebut,16088,3984.59,M,0
2000.33,1,PreDebut,17496,1612.08,M,0
2000.33,1,PreDebut,15258,5383.75,M,0
2000.33,1,PostDebut,2543,20060.3,F,0
2000.33,1,PostDebut,2544,15148.7,F,0
2000.33,1,PreDebut,15369,5201.25,F,0
2000.33,1,PostDebut,2546,18321.7,F,0
2000.33,1,PostDebut,2547,17008.5,F,0
2000.33,1,PreDebut,16855,2707.08,F,0
2000.33,1,PostDebut,11831,11284.6,F,0
2000.33,1,PreDebut,16787,2828.75,F,0
2000.33,1,PreDebut,16735,2920,F,0
2000.33,1,PostDebut,2552,15870.1,F,0
2000.33,1,PostDebut,10467,13657.1,M,0
2000.33,1,PreDebut,15044,5779.16,F,0
2000.33,1,PreDebut,16328,3589.17,F,0
2000.33,1,PostDebut,11545,11801.7,F,0
2000.33,1,PreDebut,16054,4045.42,F,0
2000.33,1,PostDebut,2558,16595.3,F,0
2000.33,1,PostDebut,11260,12257.9,F,0
2000.33,1,PostDebut,10278,14022.1,M,0
2000.33,1,PostDebut,2561,14743.3,M,0
2000.33,1,PostDebut,2562,14737,F,0
2000.33,1,PreDebut,17132,2220.42,M,0
2000.33,1,PostDebut,12219,10585,F,0
2000.33,1,PostDebut,13875,7725.82,F,0
2000.33,1,PostDebut,2566,19624.1,F,0
2000.33,1,PostDebut,11231,12288.4,M,0
2000.33,1,PostDebut,2568,17115.7,F,0
2000.33,1,PostDebut,2569,15349.8,F,0
2000.33,1,PostDebut,2570,19784.2,F,0
2000.33,1,PostDebut,11490,11892.9,M,0
2000.33,1,PreDebut,18282,334.583,M,0
2000.33,1,PostDebut,12061,10889.2,M,0
2000.33,1,PreDebut,16823,2767.92,F,0
2000.33,1,PostDebut,14693,6387.49,M,0
2000.33,1,PostDebut,10311,13961.3,F,0
2000.33,1,PreDebut,15558,4866.67,M,0
2000.33,1,PostDebut,14773,6265.83,M,0
2000.33,1,PostDebut,14528,6661.24,F,0
2000.33,1,PreDebut,17495,1612.08,M,0
2000.33,1,PostDebut,2581,17887.2,M,0
2000.33,1,PostDebut,14420,6813.32,M,0
2000.33,1,PostDebut,10119,14326.3,M,0
2000.33,1,PreDebut,18297,304.167,F,0
2000.33,1,PostDebut,2585,19000.6,M,0
2000.33,1,PostDebut,14364,6904.57,F,0
2000.33,1,PostDebut,10527,13565.9,M,0
2000.33,1,PostDebut,2588,19293.5,M,0
2000.33,1,PostDebut,11201,12349.2,M,0
2000.33,1,PostDebut,12894,9490,M,0
2000.33,1,PostDebut,10763,13170.5,F,0
2000.33,1,PreDebut,15276,5353.33,F,0
2000.33,1,PreDebut,16282,3680.42,M,0
2000.33,1,PostDebut,2594,19932.8,F,0
2000.33,1,PostDebut,2595,17666,F,0
2000.33,1,PostDebut,13181,8972.91,M,0
2000.33,1,PreDebut,15748,4562.5,F,0
2000.33,1,PreDebut,15395,5140.42,M,0
2000.33,1,PostDebut,13799,7877.9,F,0
2000.33,1,PostDebut,2600,18188.6,M,0
2000.33,1,PreDebut,18469,30.4167,F,0
2000.33,1,PostDebut,13533,8334.15,F,0
2000.33,1,PostDebut,11274,12227.5,F,0
2000.33,1,PostDebut,13246,8820.82,M,0
2000.33,1,PreDebut,18026,730,M,0
2000.33,1,PostDebut,14967,5900.83,F,0
2000.33,1,PreDebut,14586,6569.99,M,0
2000.33,1,PostDebut,10900,12896.7,M,0
2000.33,1,PostDebut,2609,19853.7,F,0
2000.33,1,PostDebut,12282,10493.8,M,0
2000.33,1,PreDebut,15767,4532.09,M,0
2000.33,1,PreDebut,17804,1095,M,0
2000.33,1,PostDebut,2613,17862.3,F,0
2000.33,1,PostDebut,14675,6417.91,F,0
2000.33,1,PostDebut,12893,9490,F,0
2000.33,1,PostDebut,11648,11619.2,F,0
2000.33,1,PostDebut,2617,18147.1,M,0
2000.33,1,PreDebut,15632,4745,F,0
2000.33,1,PostDebut,2619,16204.7,M,0
2000.33,1,PostDebut,12207,10615.4,M,0
2000.33,1,PostDebut,13293,8729.57,F,0
2000.33,1,PreDebut,15715,4623.33,M,0
2000.33,1,PostDebut,2623,16885.8,M,0
2000.33,1,PostDebut,10848,13018.4,F,0
2000.33,1,PostDebut,2625,16145.7,F,0
2000.33,1,PostDebut,14692,6387.49,F,0
2000.33,1,PreDebut,16473,3345.84,F,0
2000.33,1,PostDebut,13874,7725.82,F,0
2000.33,1,PostDebut,10499,13596.3,F,0
2000.33,1,PostDebut,2630,14724.1,M,0
2000.33,1,PostDebut,14303,7026.24,F,0
2000.33,1,PostDebut,12239,10554.6,M,0
2000.33,1,PreDebut,16756,2889.58,F,0
2000.33,1,PostDebut,15169,5535.83,F,0
2000.33,1,PostDebut,13261,8790.41,M,0
2000.33,1,PostDebut,2636,17035.5,F,0
2000.33,1,PostDebut,2637,16925.3,M,0
2000.33,1,PreDebut,18105,608.333,M,0
2000.33,1,PostDebut,2639,19312.8,M,0
2000.33,1,PreDebut,17197,2129.17,M,0
2000.33,1,PostDebut,2641,18804.3,M,0
2000.33,1,PostDebut,13798,7877.9,F,0
2000.33,1,PostDebut,13367,8607.9,F,0
2000.33,1,PostDebut,13366,8607.9,F,0
2000.33,1,PostDebut,2645,19434.3,F,0
2000.33,1,PostDebut,11408,12014.6,M,0
2000.33,1,PostDebut,2647,15023.8,F,0
2000.33,1,PostDebut,14181,7208.74,M,0
2000.33,1,PostDebut,14316,6995.82,F,0
2000.33,1,PreDebut,17888,973.334,M,0
2000.33,1,PostDebut,10651,13322.5,F,0
2000.33,1,PostDebut,13365,8607.9,M,0
2000.33,1,PostDebut,10371,13839.6,M,0
2000.33,1,PostDebut,2654,16484.2,M,0
2000.33,1,PreDebut,18468,30.4167,F,0
2000.33,1,PreDebut,15444,5049.17,M,0
2000.33,1,PostDebut,11075,12562.1,M,0
2000.33,1,PreDebut,15942,4227.92,F,0
2000.33,1,PostDebut,10182,14235,F,0
2000.33,1,PostDebut,2660,15304.2,F,0
2000.33,1,PostDebut,10640,13353,M,0
2000.33,1,PreDebut,16197,3802.09,F,0
2000.33,1,PostDebut,2663,19590.7,M,0
2000.33,1,PostDebut,2664,18921.2,M,0
2000.33,1,PreDebut,18056,699.583,M,0
2000.33,1,PostDebut,2666,19398.5,M,0
2000.33,1,PostDebut,12639,9915.83,F,0
2000.33,1,PreDebut,17676,1307.92,M,0
2000.33,1,PreDebut,15394,5140.42,M,0
2000.33,1,PreDebut,15518,4927.5,F,0
2000.33,1,PostDebut,2671,14814.9,M,0
2000.33,1,PostDebut,11612,11680,F,0
2000.33,1,PostDebut,10310,13961.3,F,0
2000.33,1,PostDebut,10559,13505,F,0
2000.33,1,PostDebut,14911,6022.49,F,0
2000.33,1,PostDebut,2676,18468.3,M,0
2000.33,1,PreDebut,17560,1490.42,M,0
2000.33,1,PostDebut,10297,13991.7,M,0
2000.33,1,PostDebut,2679,19925.8,M,0
2000.33,1,PostDebut,2680,18554.4,M,0
2000.33,1,PreDebut,16806,2798.33,M,0
2000.33,1,PostDebut,2682,15908,M,0
2000.33,1,PostDebut,10052,14448,M,0
2000.33,1,PostDebut,11146,12440.4,F,0
2000.33,1,PostDebut,2685,16216,F,0
2000.33,1,PostDebut,13364,8607.9,M,0
2000.33,1,PostDebut,13494,8394.98,M,0
2000.33,1,PostDebut,2688,16322.3,F,0
2000.33,1,PostDebut,2689,15782.1,F,0
2000.33,1,PreDebut,17976,821.25,F,0
2000.33,1,PreDebut,15434,5079.58,M,0
2000.33,1,PostDebut,2692,19313.3,F,0
2000.33,1,PostDebut,2693,19484.1,F,0
2000.33,1,PostDebut,13702,8029.98,F,0
2000.33,1,PostDebut,10719,13231.3,F,0
2000.33,1,PostDebut,2696,18246.2,F,0
2000.33,1,PreDebut,18190,486.667,F,0
2000.33,1,PostDebut,13105,9124.99,F,0
2000.33,1,PostDebut,13245,8820.82,F,0
2000.33,1,PreDebut,15257,5383.75,M,0
2000.33,1,PostDebut,2701,16621.4,M,0
2000.33,1,PostDebut,2702,14873.8,M,0
2000.33,1,PostDebut,10006,14508.8,M,0
2000.33,1,PostDebut,13384,8577.49,M,0
2000.33,1,PostDebut,13202,8912.07,M,0
2000.33,1,PreDebut,18419,91.25,F,0
2000.33,1,PostDebut,12892,9490,M,0
2000.33,1,PreDebut,15672,4684.17,M,0
2000.33,1,PostDebut,2709,16556.3,M,0
2000.33,1,PreDebut,18080,638.75,F,0
2000.33,1,PostDebut,11145,12440.4,F,0
2000.33,1,PreDebut,14956,5931.24,F,0
2000.33,1,PostDebut,2713,16441.9,F,0
2000.33,1,PostDebut,2714,15406.9,M,0
2000.33,1,PreDebut,15168,5535.83,M,0
2000.33,1,PreDebut,17640,1368.75,M,0
2000.33,1,PostDebut,2717,19535.8,M,0
2000.33,1,PostDebut,2718,18282.3,F,0
2000.33,1,PostDebut,2719,16157.6,F,0
2000.33,1,PostDebut,13565,8273.32,F,0
2000.33,1,PostDebut,2721,17160.8,F,0
2000.33,1,PostDebut,13454,8455.82,F,0
2000.33,1,PostDebut,2723,17861.1,M,0
2000.33,1,PostDebut,13363,8607.9,M,0
2000.33,1,PreDebut,15714,4623.33,M,0
2000.33,1,PostDebut,13637,8121.23,M,0
2000.33,1,PostDebut,13174,9003.32,M,0
2000.33,1,PostDebut,13701,8029.98,F,0
2000.33,1,PreDebut,15338,5231.67,M,0
2000.33,1,PreDebut,16033,4075.84,F,0
2000.33,1,PostDebut,11074,12562.1,M,0
2000.33,1,PostDebut,14419,6813.32,F,0
2000.33,1,PostDebut,2733,16867.8,M,0
2000.33,1,PostDebut,2734,18702,F,0
2000.33,1,PostDebut,13954,7573.74,M,0
2000.33,1,PostDebut,14236,7117.49,M,0
2000.33,1,PreDebut,16162,3862.92,F,0
2000.33,1,PostDebut,2738,15615,M,0
2000.33,1,PostDebut,14384,6874.16,F,0
2000.33,1,PostDebut,14103,7330.4,M,0
2000.33,1,PreDebut,14831,6174.58,M,0
2000.33,1,PostDebut,12326,10402.5,F,0
2000.33,1,PostDebut,2743,19339.4,F,0
2000.33,1,PostDebut,11366,12075.4,F,0
2000.33,1,PostDebut,10780,13140,M,0
2000.33,1,PostDebut,14842,6144.16,F,0
2000.33,1,PostDebut,11703,11497.5,M,0
2000.33,1,PostDebut,12308,10432.9,F,0
2000.33,1,PostDebut,12490,10159.2,M,0
2000.33,1,PostDebut,2750,15913.4,F,0
2000.33,1,PostDebut,10421,13748.4,M,0
2000.33,1,PostDebut,2752,17851.4,M,0
2000.33,1,PostDebut,2753,16369.9,F,0
2000.33,1,PostDebut,10847,13018.4,F,0
2000.33,1,PostDebut,12503,10128.8,F,0
2000.33,1,PostDebut,13532,8334.15,F,0
2000.33,1,PostDebut,2757,16100.1,F,0
2000.33,1,PostDebut,14483,6722.07,M,0
2000.33,1,PostDebut,13531,8334.15,M,0
2000.33,1,PostDebut,12806,9642.08,F,0
2000.33,1,PreDebut,15783,4501.67,M,0
2000.33,1,PreDebut,17032,2402.92,M,0
2000.33,1,PostDebut,11830,11284.6,F,0
2000.33,1,PostDebut,14044,7421.65,M,0
2000.33,1,PostDebut,2765,18083.2,M,0
2000.33,1,PostDebut,2766,18597.3,F,0
2000.33,1,PostDebut,10890,12927.1,F,0
2000.33,1,PostDebut,11797,11345.4,F,0
2000.33,1,PostDebut,13623,8151.65,F,0
2000.33,1,PostDebut,14527,6661.24,F,0
2000.33,1,PostDebut,2771,19346.8,M,0
2000.33,1,PostDebut,2772,16348.1,M,0
2000.33,1,PostDebut,2773,17603.9,F,0
2000.33,1,PostDebut,2774,15071.6,M,0
2000.33,1,PreDebut,15959,4197.5,F,0
2000.33,1,PreDebut,16455,3376.25,F,0
2000.33,1,PostDebut,2777,19926.7,F,0
2000.33,1,PreDebut,17096,2281.25,M,0
2000.33,1,PostDebut,2779,18477.7,F,0
2000.33,1,PostDebut,2780,17647.9,F,0
2000.33,1,PreDebut,17620,1399.17,M,0
2000.33,1,PostDebut,12475,10189.6,F,0
2000.33,1,PreDebut,17225,2068.33,F,0
2000.33,1,PreDebut,17712,1247.08,F,0
2000.33,1,PostDebut,2785,19138.9,F,0
2000.33,1,PostDebut,13700,8029.98,F,0
2000.33,1,PostDebut,2787,14845,F,0
2000.33,1,PostDebut,12844,9581.25,M,0
2000.33,1,PostDebut,2789,16596.6,F,0
2000.33,1,PostDebut,14637,6478.74,M,0
2000.33,1,PreDebut,16087,3984.59,M,0
2000.33,1,PostDebut,12146,10737.1,F,0
2000.33,1,PreDebut,18323,273.75,M,0
2000.33,1,PostDebut,10384,13809.2,M,0
2000.33,1,PreDebut,16281,3680.42,M,0
2000.33,1,PreDebut,17675,1307.92,M,0
2000.33,1,PostDebut,12410,10280.8,M,0
2000.33,1,PostDebut,2798,16881.6,M,0
2000.33,1,PreDebut,16690,3011.25,M,0
2000.33,1,PostDebut,14708,6357.08,F,0
2000.33,1,PostDebut,13699,8029.98,M,0
2000.33,1,PreDebut,16305,3619.59,M,0
2000.33,1,PreDebut,16053,4045.42,F,0
2000.33,1,PreDebut,15654,4714.58,F,0
2000.33,1,PostDebut,11983,11010.8,M,0
2000.33,1,PostDebut,14892,6052.91,F,0
2000.33,1,PostDebut,12638,9915.83,F,0
2000.33,1,PreDebut,17639,1368.75,F,0
2000.33,1,PostDebut,10448,13687.5,F,0
2000.33,1,PostDebut,11524,11832.1,F,0
2000.33,1,PostDebut,10815,13079.2,F,0
2000.33,1,PreDebut,17844,1034.17,F,0
2000.33,1,PreDebut,18418,91.25,F,0
2000.33,1,PreDebut,17954,851.667,F,0
2000.33,1,PostDebut,12891,9490,F,0
2000.33,1,PostDebut,14441,6782.91,M,0
2000.33,1,PostDebut,2817,16009.9,M,0
2000.33,1,PreDebut,16943,2555,F,0
2000.33,1,PreDebut,16942,2555,M,0
2000.33,1,PreDebut,18068,669.167,F,0
2000.33,1,PostDebut,13737,7969.15,F,0
2000.33,1,PostDebut,2822,19243.7,M,0
2000.33,1,PostDebut,10889,12927.1,F,0
2000.33,1,PreDebut,16997,2463.75,M,0
2000.33,1,PostDebut,10814,13079.2,M,0
2000.33,1,PostDebut,2826,19749.6,M,0
2000.33,1,PostDebut,2827,16902.7,F,0
2000.33,1,PostDebut,14068,7391.24,F,0
2000.33,1,PreDebut,16941,2555,M,0
2000.33,1,PostDebut,10420,13748.4,F,0
2000.33,1,PostDebut,2831,16272.8,F,0
2000.33,1,PreDebut,16489,3315.42,F,0
2000.33,1,PreDebut,18483,0,F,0
2000.33,1,PostDebut,11468,11923.4,F,0
2000.33,1,PostDebut,13260,8790.41,F,0
2000.33,1,PostDebut,2836,18112.6,M,0
2000.33,1,PostDebut,13833,7817.07,M,0
2000.33,1,PostDebut,2838,16426,M,0
2000.33,1,PostDebut,12539,10067.9,F,0
2000.33,1,PostDebut,14874,6083.33,F,0
2000.33,1,PostDebut,13548,8303.73,F,0
2000.33,1,PreDebut,15608,4775.42,F,0
2000.33,1,PostDebut,2843,18116.1,F,0
2000.33,1,PostDebut,13614,8182.07,M,0
2000.33,1,PostDebut,10738,13200.9,M,0
2000.33,1,PreDebut,17058,2342.08,F,0
2000.33,1,PreDebut,17975,821.25,M,0
2000.33,1,PreDebut,17031,2402.92,M,0
2000.33,1,PostDebut,2849,18180.7,F,0
2000.33,1,PostDebut,14164,7239.15,F,0
2000.33,1,PreDebut,17759,1155.83,M,0
2000.33,1,PostDebut,2852,17478.8,F,0
2000.33,1,PostDebut,12145,10737.1,F,0
2000.33,1,PostDebut,12218,10585,F,0
2000.33,1,PostDebut,14691,6387.49,F,0
2000.33,1,PostDebut,2856,14882.7,M,0
2000.33,1,PostDebut,13192,8942.49,F,0
2000.33,1,PostDebut,2858,17823.3,M,0
2000.33,1,PostDebut,11812,11315,F,0
2000.33,1,PostDebut,12538,10067.9,F,0
2000.33,1,PreDebut,16610,3132.92,F,0
2000.33,1,PostDebut,2862,17605.5,F,0
2000.33,1,PostDebut,11627,11649.6,M,0
2000.33,1,PostDebut,11321,12166.7,M,0
2000.33,1,PostDebut,14570,6600.41,F,0
2000.33,1,PreDebut,16914,2615.83,M,0
2000.33,1,PreDebut,16178,3832.5,F,0
2000.33,1,PreDebut,17209,2098.75,M,0
2000.33,1,PostDebut,2869,19258.6,F,0
2000.33,1,PreDebut,17224,2068.33,M,0
2000.33,1,PostDebut,13244,8820.82,M,0
2000.33,1,PostDebut,14350,6934.99,F,0
2000.33,1,PostDebut,10419,13748.4,F,0
2000.33,1,PostDebut,14276,7056.66,F,0
2000.33,1,PostDebut,13698,8029.98,M,0
2000.33,1,PostDebut,12805,9642.08,F,0
2000.33,1,PreDebut,18322,273.75,F,0
2000.33,1,PostDebut,10036,14478.4,F,0
2000.33,1,PostDebut,12745,9733.33,F,0
2000.33,1,PostDebut,12075,10858.8,F,0
2000.33,1,PostDebut,11874,11193.3,M,0
2000.33,1,PostDebut,11144,12440.4,M,0
2000.33,1,PostDebut,13270,8759.99,F,0
2000.33,1,PostDebut,2884,14807.7,F,0
2000.33,1,PreDebut,14860,6113.74,M,0
2000.33,1,PreDebut,15557,4866.67,F,0
2000.33,1,PreDebut,16647,3072.08,F,0
2000.33,1,PreDebut,17363,1825,F,0
2000.33,1,PostDebut,2889,16133.1,M,0
2000.33,1,PostDebut,13234,8851.24,M,0
2000.33,1,PreDebut,15329,5262.08,M,0
2000.33,1,PostDebut,2892,18404.9,M,0
2000.33,1,PostDebut,12925,9429.16,F,0
2000.33,1,PostDebut,13259,8790.41,F,0
2000.33,1,PostDebut,2895,16411.1,F,0
2000.33,1,PostDebut,11523,11832.1,F,0
