
time,Node_ID,Before/After,RelationshipType,# of Males,# of Females,Male_Bin_Index_1,Male_Bin_Index_2,Male_Bin_Index_3,Male_Bin_Index_4,Male_Bin_Index_5,Male_Bin_Index_6,Male_Bin_Index_7,Male_Bin_Index_8,Male_Bin_Index_9,Male_Bin_Index_10,Male_Bin_Index_11,Male_Bin_Index_12,Male_Bin_Index_13,Male_Bin_Index_14,Male_Bin_Index_15,Male_Bin_Index_16,Male_Bin_Index_17,Male_Bin_Index_18,Male_Bin_Index_19,Male_Bin_Index_20,Female_Bin_Index_1,Female_Bin_Index_2,Female_Bin_Index_3,Female_Bin_Index_4,Female_Bin_Index_5,Female_Bin_Index_6,Female_Bin_Index_7,Female_Bin_Index_8,Female_Bin_Index_9,Female_Bin_Index_10,Female_Bin_Index_11,Female_Bin_Index_12,Female_Bin_Index_13,Female_Bin_Index_14,Female_Bin_Index_15,Female_Bin_Index_16,Female_Bin_Index_17,Female_Bin_Index_18,Female_Bin_Index_19,Female_Bin_Index_20
6,1,AFTER,INFORMAL,50,1,3,3,6,6,10,6,4,2,2,3,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,1,BEFORE,MARITAL,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,AFTER,MARITAL,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
6,1,AFTER,COMMERCIAL,0,0,0,0,0,0
7,1,BEFORE,TRANSITORY,21,13,4,3,2,2,1,3,2,1,0,2,0,0,0,0,0,0,0,0,1,0,3,1,2,1,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
7,1,AFTER,TRANSITORY,12,4,2,1,1,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
7,1,BEFORE,INFORMAL,55,10,3,4,6,7,11,7,4,2,2,3,1,0,1,0,0,0,0,1,2,1,0,1,1,1,2,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0
7,1,AFTER,INFORMAL,46,1,2,4,6,7,9,5,4,2,0,2,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,1,BEFORE,MARITAL,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,AFTER,MARITAL,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
7,1,AFTER,COMMERCIAL,0,0,0,0,0,0
8,1,BEFORE,TRANSITORY,22,10,3,2,3,2,2,3,2,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,1,2,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0
8,1,AFTER,TRANSITORY,15,3,1,1,3,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
8,1,BEFORE,INFORMAL,50,9,2,5,6,7,9,6,5,3,0,2,1,0,1,0,0,0,0,0,2,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
8,1,AFTER,INFORMAL,42,1,1,4,5,7,7,6,5,3,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1,BEFORE,MARITAL,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8,1,AFTER,MARITAL,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
8,1,AFTER,COMMERCIAL,0,0,0,0,0,0
9,1,BEFORE,TRANSITORY,22,14,2,1,4,4,2,3,2,0,1,1,0,0,1,0,0,0,0,0,1,0,3,0,4,1,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
9,1,AFTER,TRANSITORY,11,3,1,0,1,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
9,1,BEFORE,INFORMAL,52,7,1,6,6,8,8,7,5,3,0,0,0,1,1,1,0,1,0,0,2,2,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9,1,AFTER,INFORMAL,47,2,1,6,4,7,8,7,5,3,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,1,BEFORE,MARITAL,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
9,1,AFTER,MARITAL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
9,1,AFTER,COMMERCIAL,0,0,0,0,0,0
10,1,BEFORE,TRANSITORY,17,7,2,0,2,2,1,3,2,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0
10,1,AFTER,TRANSITORY,12,2,2,0,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10,1,BEFORE,INFORMAL,49,12,1,6,5,7,8,7,5,3,0,1,0,1,1,1,0,0,0,0,1,2,2,2,1,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0
10,1,AFTER,INFORMAL,40,3,0,5,4,5,7,6,5,3,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1,BEFORE,MARITAL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10,1,AFTER,MARITAL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
10,1,AFTER,COMMERCIAL,0,0,0,0,0,0
11,1,BEFORE,TRANSITORY,20,9,2,2,3,4,1,3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
11,1,AFTER,TRANSITORY,14,3,1,2,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
11,1,BEFORE,INFORMAL,42,13,0,5,5,5,7,6,5,4,0,1,0,1,1,1,0,0,0,0,1,0,2,2,2,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11,1,AFTER,INFORMAL,31,2,0,5,3,4,3,4,4,3,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,1,BEFORE,MARITAL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11,1,AFTER,MARITAL,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
11,1,AFTER,COMMERCIAL,0,0,0,0,0,0
12,1,BEFORE,TRANSITORY,21,10,1,2,2,3,2,6,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
12,1,AFTER,TRANSITORY,13,2,0,1,0,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,1,BEFORE,INFORMAL,36,8,0,5,4,4,3,4,5,4,0,3,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0
12,1,AFTER,INFORMAL,30,2,0,5,4,4,2,4,3,2,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12,1,BEFORE,MARITAL,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12,1,AFTER,MARITAL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
12,1,AFTER,COMMERCIAL,0,0,0,0,0,0
13,1,BEFORE,TRANSITORY,21,9,0,2,0,5,3,6,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
13,1,AFTER,TRANSITORY,15,3,0,1,0,3,1,5,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
13,1,BEFORE,INFORMAL,38,11,0,5,4,5,3,5,4,4,1,3,0,1,0,1,0,0,1,0,1,0,1,3,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
13,1,AFTER,INFORMAL,29,2,0,4,4,3,2,4,2,4,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13,1,BEFORE,MARITAL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,AFTER,MARITAL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
13,1,AFTER,COMMERCIAL,0,0,0,0,0,0
14,1,BEFORE,TRANSITORY,23,12,0,1,2,4,3,6,2,0,2,1,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,2,0,1,0,0,0,2,1,0,1,0,0,0,0,0
14,1,AFTER,TRANSITORY,16,5,0,1,2,3,3,2,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0
14,1,BEFORE,INFORMAL,36,13,0,4,4,4,2,5,3,4,2,4,0,3,0,1,0,0,0,0,0,0,0,1,1,1,3,0,2,1,0,1,0,0,0,1,0,1,0,1,0,0
14,1,AFTER,INFORMAL,26,3,0,3,4,3,2,2,3,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
14,1,BEFORE,MARITAL,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,AFTER,MARITAL,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
14,1,AFTER,COMMERCIAL,0,0,0,0,0,0
15,1,BEFORE,TRANSITORY,26,15,2,2,2,4,3,3,2,0,2,1,1,0,1,0,0,1,0,0,1,1,1,0,1,3,1,2,1,1,0,0,0,2,1,0,1,0,0,0,1,0
15,1,AFTER,TRANSITORY,14,3,2,2,2,1,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
15,1,BEFORE,INFORMAL,31,12,0,3,4,4,3,2,4,3,2,3,0,2,1,0,0,0,0,0,0,0,1,3,2,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0
15,1,AFTER,INFORMAL,23,4,0,0,3,3,2,2,3,2,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0
15,1,BEFORE,MARITAL,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,AFTER,MARITAL,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
15,1,AFTER,COMMERCIAL,0,0,0,0,0,0
16,1,BEFORE,TRANSITORY,24,10,5,3,3,1,3,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
16,1,AFTER,TRANSITORY,18,4,5,2,1,1,1,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
16,1,BEFORE,INFORMAL,30,11,2,0,3,5,3,2,3,2,3,3,1,2,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,2,0,0,0,1,0,0,0,1,0,1,0,0
16,1,AFTER,INFORMAL,23,4,2,0,0,5,2,2,3,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0
16,1,BEFORE,MARITAL,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,AFTER,MARITAL,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
16,1,AFTER,COMMERCIAL,0,0,0,0,0,0
17,1,BEFORE,TRANSITORY,25,14,5,4,2,1,1,4,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,3,2,1,0,1,0,1,0,3,1,0,0,0,0,0,0,0
17,1,AFTER,TRANSITORY,15,4,4,3,1,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
17,1,BEFORE,INFORMAL,28,11,2,1,0,6,3,2,3,1,3,3,1,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0
17,1,AFTER,INFORMAL,23,6,2,1,0,4,3,1,1,1,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0
17,1,BEFORE,MARITAL,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
17,1,AFTER,MARITAL,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
17,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
17,1,AFTER,COMMERCIAL,0,0,0,0,0,0
18,1,BEFORE,TRANSITORY,22,15,4,3,3,1,2,3,2,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,4,0,0,1,0,1,1,2,0,2,1,1,0,0,0,0,0,0
18,1,AFTER,TRANSITORY,11,4,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0
18,1,BEFORE,INFORMAL,32,15,3,3,0,5,4,1,1,1,4,3,2,1,3,0,0,0,1,0,0,0,1,2,0,1,1,2,0,5,0,1,0,0,0,0,0,1,0,1,0,0
18,1,AFTER,INFORMAL,23,6,3,3,0,3,3,0,1,0,2,2,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0
18,1,BEFORE,MARITAL,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
18,1,AFTER,MARITAL,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
18,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
18,1,AFTER,COMMERCIAL,0,0,0,0,0,0
19,1,BEFORE,TRANSITORY,17,12,3,3,4,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0
19,1,AFTER,TRANSITORY,9,4,1,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0
19,1,BEFORE,INFORMAL,32,8,3,3,0,6,3,1,3,0,2,3,2,0,4,0,1,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0
