
time,Node_ID,Before/After,RelationshipType,# of Males,# of Females,Male_Bin_Index_1,Male_Bin_Index_2,Male_Bin_Index_3,Male_Bin_Index_4,Male_Bin_Index_5,Male_Bin_Index_6,Male_Bin_Index_7,Male_Bin_Index_8,Male_Bin_Index_9,Male_Bin_Index_10,Male_Bin_Index_11,Male_Bin_Index_12,Male_Bin_Index_13,Male_Bin_Index_14,Male_Bin_Index_15,Male_Bin_Index_16,Male_Bin_Index_17,Male_Bin_Index_18,Male_Bin_Index_19,Male_Bin_Index_20,Female_Bin_Index_1,Female_Bin_Index_2,Female_Bin_Index_3,Female_Bin_Index_4,Female_Bin_Index_5,Female_Bin_Index_6,Female_Bin_Index_7,Female_Bin_Index_8,Female_Bin_Index_9,Female_Bin_Index_10,Female_Bin_Index_11,Female_Bin_Index_12,Female_Bin_Index_13,Female_Bin_Index_14,Female_Bin_Index_15,Female_Bin_Index_16,Female_Bin_Index_17,Female_Bin_Index_18,Female_Bin_Index_19,Female_Bin_Index_20
0,1,BEFORE,TRANSITORY,8,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,AFTER,TRANSITORY,5,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,BEFORE,INFORMAL,11,0,1,1,0,3,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,AFTER,INFORMAL,11,0,1,1,0,3,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,BEFORE,MARITAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,AFTER,MARITAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
0,1,AFTER,COMMERCIAL,0,0,0,0,0,0
1,1,BEFORE,TRANSITORY,6,10,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,AFTER,TRANSITORY,3,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,BEFORE,INFORMAL,21,3,3,1,1,4,1,5,0,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,AFTER,INFORMAL,18,0,3,0,1,4,0,5,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,BEFORE,MARITAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,AFTER,MARITAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
1,1,AFTER,COMMERCIAL,0,0,0,0,0,0
2,1,BEFORE,TRANSITORY,13,17,3,0,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,7,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,AFTER,TRANSITORY,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,BEFORE,INFORMAL,35,1,4,1,4,4,3,6,1,3,1,1,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,AFTER,INFORMAL,35,1,4,1,4,4,3,6,1,3,1,1,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,BEFORE,MARITAL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,AFTER,MARITAL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
2,1,AFTER,COMMERCIAL,0,0,0,0,0,0
3,1,BEFORE,TRANSITORY,10,11,1,2,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
3,1,AFTER,TRANSITORY,4,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
3,1,BEFORE,INFORMAL,42,6,5,1,5,5,5,6,1,3,2,2,3,0,0,1,0,0,0,1,1,1,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,1,AFTER,INFORMAL,37,1,4,1,5,4,5,5,1,2,2,2,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,1,BEFORE,MARITAL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,AFTER,MARITAL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
3,1,AFTER,COMMERCIAL,0,0,0,0,0,0
4,1,BEFORE,TRANSITORY,20,10,2,4,2,3,2,1,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0
4,1,AFTER,TRANSITORY,13,3,1,3,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
4,1,BEFORE,INFORMAL,50,7,4,2,7,6,8,7,2,2,2,3,2,0,1,1,0,0,0,1,1,1,0,2,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
4,1,AFTER,INFORMAL,44,1,4,2,6,4,8,7,2,2,1,3,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,BEFORE,MARITAL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,AFTER,MARITAL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
4,1,AFTER,COMMERCIAL,0,0,0,0,0,0
5,1,BEFORE,TRANSITORY,20,13,3,3,3,2,3,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2,2,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0
5,1,AFTER,TRANSITORY,11,4,2,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5,1,BEFORE,INFORMAL,52,8,4,2,6,5,9,8,3,3,2,4,1,0,1,0,0,0,0,1,2,1,1,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,AFTER,INFORMAL,45,1,4,2,6,4,9,6,2,1,2,3,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,1,BEFORE,MARITAL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,AFTER,MARITAL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
5,1,AFTER,COMMERCIAL,0,0,0,0,0,0
6,1,BEFORE,TRANSITORY,19,11,2,4,2,2,3,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6,1,AFTER,TRANSITORY,11,3,2,3,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6,1,BEFORE,INFORMAL,55,6,4,3,6,6,10,7,4,2,2,3,2,0,1,1,0,0,0,1,2,1,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0
