Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,male_ID,female_ID,male_age,female_age,num_total_coital_acts,Termination_Reason
28,1,3,5.46648,6,0,F,9111,2895,27.1992,20.6204,2,BROKEUP
13,1,2,7.21484,8,0,F,743,4022,23.03,16.6112,6,BROKEUP
37,1,4,10.0447,11,0,F,16544,6849,30.7332,22.0554,4,BROKEUP
65,1,6,16.0616,17,0,F,13991,12621,25.7948,18.8705,5,BROKEUP
12,1,2,19.8095,20,0,F,5527,14279,17.3583,21.1971,8,BROKEUP
194,1,14,19.149,20,0,F,11327,14370,24.9976,16.8698,2,BROKEUP
325,1,23,24.8348,25,0,F,13258,5453,32.4311,20.8997,1,BROKEUP
22,1,2,25.8396,26,0,F,15647,10361,24.2515,20.2774,7,BROKEUP
310,1,22,25.4173,26,0,F,10270,16290,17.2063,15.3828,1,BROKEUP
52,1,5,28.8827,29,0,F,8341,5724,20.864,22.3775,10,BROKEUP
83,1,7,29.3059,30,0,F,9408,12979,19.1889,22.1675,11,BROKEUP
418,1,30,30.4533,31,0,F,4971,9198,35.0883,30.7938,1,BROKEUP
206,1,15,32.9187,33,0,F,12800,11245,75.3745,60.8096,8,BROKEUP
366,1,26,39.5534,40,0,F,6817,9434,17.8531,20.9279,7,BROKEUP
26,1,3,41.4618,42,0,F,6011,15960,24.5268,21.2679,16,BROKEUP
163,1,12,44.0726,45,0,F,4435,5364,18.7975,18.2228,10,BROKEUP
21,1,2,45.8464,46,0,F,14213,9348,27.5696,21.605,19,BROKEUP
20,1,2,47.2507,48,0,F,10849,8626,20.9697,21.3874,20,BROKEUP
174,1,13,48.4866,49,0,F,8909,4123,26.1424,22.283,13,BROKEUP
541,1,40,50.1189,51,0,F,15476,12488,21.4362,17.528,7,BROKEUP
421,1,30,51.4934,52,0,F,9572,13942,24.411,17.9904,7,BROKEUP
285,1,20,53.8307,54,0,F,15282,5201,18.1029,18.7849,11,BROKEUP
173,1,13,58.5301,59,0,F,7639,8127,18.9174,19.487,20,BROKEUP
527,1,39,59.7427,60,0,F,1355,5972,30.5468,30.9098,6,BROKEUP
688,1,54,61.7685,62,0,F,2327,301,24.5458,26.3359,1,BROKEUP
689,1,54,61.8139,62,0,F,2536,9049,14.4806,20.1875,9,BROKEUP
69,1,6,62.4984,63,0,F,15707,368,26.8665,26.7989,20,BROKEUP
116,1,9,62.2211,63,0,F,2230,10413,25.5964,34.1946,24,BROKEUP
479,1,35,62.6038,63,0,F,891,15728,21.164,22.8232,14,BROKEUP
369,1,26,65.6619,66,0,F,12577,11414,19.3458,21.8136,11,BROKEUP
360,1,25,67.294,68,0,F,10097,9762,32.2355,24.8242,12,BROKEUP
68,1,6,68.152,69,0,F,3344,10741,33.4907,23.9506,19,BROKEUP
212,1,15,68.8392,69,0,F,2223,9730,31.8039,24.9039,18,BROKEUP
263,1,18,68.441,69,0,F,12740,17155,44.9293,37.3815,14,BROKEUP
710,1,55,68.683,69,0,F,13513,3796,30.6279,22.1026,4,BROKEUP
313,1,22,69.6571,70,0,F,9196,4498,21.0483,17.7223,13,BROKEUP
382,1,27,69.172,70,0,F,15767,7404,28.5494,14.9772,15,BROKEUP
787,1,61,69.3912,70,0,F,2045,13685,36.8936,25.9498,2,BROKEUP
119,1,9,70.4543,71,0,F,14726,13045,18.364,16.496,15,BROKEUP
143,1,11,72.7647,73,0,F,10379,13307,37.323,45.0003,17,BROKEUP
493,1,36,72.5655,73,0,F,4094,7056,28.3131,20.5819,16,BROKEUP
691,1,54,75.7794,76,0,F,11710,10276,34.2448,21.2621,7,BROKEUP
245,1,17,77.2781,78,0,F,60,15303,21.6988,23.3225,26,BROKEUP
709,1,55,77.3272,78,0,F,13013,1486,22.3396,25.767,6,BROKEUP
6,1,1,78.9017,79,0,F,14912,8592,17.6251,23.5989,29,BROKEUP
150,1,11,78.1225,79,1,F,13199,11417,21.2956,23.8298,32,BROKEUP
834,1,64,78.4239,79,1,F,15642,4169,22.6814,22.9003,6,BROKEUP
355,1,25,79.8379,80,0,F,16541,3743,33.4892,38.9171,17,BROKEUP
373,1,26,80.5561,81,0,F,16513,3719,18.5821,15.244,16,BROKEUP
926,1,72,82.5093,83,0,F,5413,14341,25.0383,24.3067,6,BROKEUP
175,1,13,83.1898,84,0,F,10819,15352,29.0581,24.8146,32,BROKEUP
324,1,23,84.899,85,0,F,7838,797,28.3929,19.9173,16,BROKEUP
843,1,65,84.9477,85,0,F,13779,10288,30.9932,25.5171,11,BROKEUP
205,1,15,85.5514,86,0,F,349,10069,60.4783,51.4731,27,BROKEUP
258,1,18,85.0241,86,0,F,423,12315,28.1744,21.9878,26,BROKEUP
294,1,21,86.95,87,0,F,10460,3305,20.6355,27.5243,28,BROKEUP
273,1,19,87.1593,88,0,F,10903,13956,18.9971,21.993,22,BROKEUP
891,1,69,88.3885,89,0,F,7871,8060,17.4066,15.4642,5,BROKEUP
558,1,42,89.7134,90,0,F,3011,1627,29.2117,19.628,15,BROKEUP
54,1,5,91.2559,92,0,F,10850,3015,43.4027,35.2733,25,BROKEUP
518,1,38,91.2967,92,0,F,16044,13187,35.7217,41.7055,16,BROKEUP
255,1,18,95.7618,96,0,F,5918,9834,32.2279,34.3932,26,BROKEUP
129,1,10,96.264,97,0,F,7532,4326,28.0734,21.6676,27,BROKEUP
693,1,54,96.1448,97,0,F,12770,12716,28.4387,23.7454,14,BROKEUP
98,1,8,97.1472,98,0,F,4158,8488,31.7188,20.7643,29,BROKEUP
406,1,29,97.2102,98,0,F,4103,15557,43.7014,29.4009,25,BROKEUP
465,1,34,97.7155,98,0,F,16624,17209,21.2857,15.5066,29,BROKEUP
113,1,9,98.0639,99,0,F,16214,7858,21.296,20.9346,34,BROKEUP
992,1,78,98.284,99,0,F,11401,763,22.5793,26.3534,13,BROKEUP
731,1,57,99.0146,100,0,F,10050,11783,27.952,22.1891,24,BROKEUP
164,1,12,100.084,101,0,F,6013,1599,25.0128,24.2056,27,BROKEUP
818,1,63,100.064,101,0,F,12920,14691,18.6594,16.242,14,BROKEUP
1181,1,94,100.043,101,0,F,13485,15602,24.2628,27.632,5,BROKEUP
49,1,5,101.26,102,0,F,3343,3582,27.5218,20.1476,31,BROKEUP
1160,1,93,101.063,102,0,F,1661,3108,21.2176,18.9954,4,BROKEUP
82,1,7,102.922,103,0,F,4573,6852,17.9878,21.2126,36,BROKEUP
447,1,33,102.432,103,0,F,6723,5145,18.5487,19.3567,19,BROKEUP
1197,1,96,102.093,103,0,F,5477,16699,24.9605,23.1769,4,BROKEUP
540,1,40,103.269,104,0,F,10393,13596,20.5473,25.9784,31,BROKEUP
368,1,26,104.057,105,0,F,8181,15598,25.016,16.8094,25,BROKEUP
14,1,2,106.466,107,0,F,3239,8939,36.0864,31.2688,40,BROKEUP
539,1,40,107.297,108,0,F,10024,15759,29.8456,27.1023,19,BROKEUP
1219,1,98,107.705,108,0,F,7936,15421,16.4562,19.2236,5,BROKEUP
426,1,31,110.207,111,0,F,10664,8234,25.5696,23.9963,28,BROKEUP
450,1,33,110.896,111,0,F,857,11356,27.943,27.7062,23,BROKEUP
289,1,20,111.65,112,0,F,9856,5749,30.1556,27.0956,24,BROKEUP
190,1,14,112.154,113,0,F,13756,15637,31.0822,22.5784,34,BROKEUP
1351,1,109,112.337,113,0,F,12942,12525,24.9403,16.8224,1,BROKEUP
732,1,57,114.316,115,0,F,10601,8057,24.7277,19.9646,24,BROKEUP
885,1,69,115.81,116,0,F,91,15396,19.6744,19.9142,16,BROKEUP
1262,1,101,115.915,116,0,F,11784,1302,22.7313,19.2158,6,BROKEUP
524,1,39,116.082,117,0,F,1167,3106,16.5007,15.6651,17,BROKEUP
778,1,60,116.569,117,0,F,16084,12584,31.3092,29.1253,21,BROKEUP
1387,1,113,116.498,117,0,F,11641,16289,20.7415,14.0228,2,BROKEUP
1046,1,83,117.921,118,0,F,4903,11085,26.2485,23.2445,16,BROKEUP
1349,1,109,117.397,118,0,F,10284,1070,24.8265,16.6709,2,BROKEUP
344,1,24,118.466,119,0,F,12209,7788,25.5791,20.1427,31,BROKEUP
1424,1,117,118.788,119,0,F,3761,12075,31.0139,34.2113,3,BROKEUP
240,1,17,120.953,121,0,F,8779,12749,39.4527,23.065,36,BROKEUP
774,1,60,120.479,121,0,F,10654,4071,46.0807,45.7864,20,BROKEUP
958,1,75,120.031,121,0,F,9073,7493,28.0892,28.5811,15,BROKEUP
396,1,28,121.913,122,0,F,16908,17191,26.5841,21.8322,31,BROKEUP
611,1,47,121.4,122,0,F,14689,10361,22.9149,20.5404,33,BROKEUP
786,1,61,121.222,122,0,F,1682,10257,28.7655,28.5245,26,BROKEUP
227,1,16,122.422,123,0,F,5925,8679,25.9097,26.5015,28,BROKEUP
526,1,39,123.371,124,0,F,9532,9869,23.9711,19.4683,28,BROKEUP
1094,1,87,123.166,124,0,F,8864,895,19.6086,17.2062,11,BROKEUP
530,1,39,125.78,126,1,F,14843,1873,39.0927,26.3588,25,BROKEUP
410,1,29,126.485,127,0,F,8410,14315,20.5224,19.3042,33,BROKEUP
644,1,50,126.077,127,0,F,10605,15580,24.2542,19.9073,23,BROKEUP
1031,1,82,126.323,127,0,F,3891,5740,41.1769,27.2164,16,BROKEUP
816,1,63,127.52,128,0,F,6633,17063,39.9135,31.3605,21,BROKEUP
728,1,56,128.609,129,1,F,3662,7888,35.7516,29.6339,20,BROKEUP
730,1,57,128.22,129,0,F,2293,1404,16.0509,17.285,25,BROKEUP
739,1,57,128.311,129,1,F,2244,2434,44.5541,43.2422,16,BROKEUP
752,1,58,128.812,129,1,F,5483,14536,17.2859,17.0747,28,BROKEUP
243,1,17,129.044,130,0,F,15030,16124,28.3622,19.4766,33,BROKEUP
764,1,59,129.319,130,1,F,2228,6590,26.1015,16.8789,27,BROKEUP
1047,1,83,129.83,130,0,F,7792,16882,26.9654,15.8064,12,BROKEUP
1415,1,116,129.707,130,0,F,14489,10180,28.8007,22.6697,6,BROKEUP
430,1,31,131.718,132,1,F,12329,4639,30.6384,31.5442,30,BROKEUP
215,1,15,132.89,133,0,F,2696,15583,31.7336,27.8833,43,BROKEUP
1510,1,125,132.16,133,0,F,10195,4724,25.5435,19.702,2,BROKEUP
1141,1,91,133.101,134,0,F,7324,12031,19.4146,19.8338,26,BROKEUP
1234,1,99,133.601,134,0,F,16717,7248,26.8962,16.7414,10,BROKEUP
262,1,18,134.949,135,0,F,9885,8006,39.0685,39.349,30,BROKEUP
1338,1,108,134.023,135,0,F,5172,12784,33.8165,28.3731,7,BROKEUP
1386,1,113,134.993,135,0,F,10744,12341,22.2977,16.5834,12,BROKEUP
228,1,16,135.138,136,0,F,9613,1637,29.2199,24.5613,25,BROKEUP
449,1,33,135.698,136,0,F,15018,2894,44.1989,46.8553,34,BROKEUP
