Time,Node_ID,Rel_ID,A_ID,B_ID,A_Gender,B_Gender,A_Age,B_Age,A_Is_Infected,B_Is_Infected,Did_Use_Condom,A_Num_Current_Rels,B_Num_Current_Rels,A_Is_Circumcised,B_Is_Circumcised,A_Has_CoInfection,B_Has_CoInfection,A_HIV_Infection_Stage,B_HIV_Infection_Stage,A_Is_On_ART,B_Is_On_ART
0,1,8,77,11608,MALE,FEMALE,25.835,23.0769,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,9,164,4848,MALE,FEMALE,36.2657,42.3945,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,10,503,16043,MALE,FEMALE,21.2465,21.6207,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,1,926,7092,MALE,FEMALE,26.5657,19.6345,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,2,1314,11883,MALE,FEMALE,29.5194,20.4802,0,0,1,1,1,0,0,0,0,-1,-1,0,0
0,1,3,3173,1798,MALE,FEMALE,27.5024,16.5008,0,0,1,1,1,0,0,0,0,-1,-1,0,0
0,1,4,5455,16566,MALE,FEMALE,39.1212,33.4024,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,5,5607,11620,MALE,FEMALE,32.9513,17.5935,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,11,8700,8869,MALE,FEMALE,28.8023,29.7871,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,6,10787,4798,MALE,FEMALE,16.3954,17.4584,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,7,11037,14709,MALE,FEMALE,18.0366,16.6614,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,12,11493,693,MALE,FEMALE,22.0859,26.3608,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,13,16331,5378,MALE,FEMALE,23.834,17.4925,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,22,1864,5487,MALE,FEMALE,26.8449,13.8677,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,15,3806,6838,MALE,FEMALE,28.5617,28.7861,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,16,4731,4438,MALE,FEMALE,30.6154,17.9735,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,1,5,5607,11620,MALE,FEMALE,32.954,17.5962,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,1,17,5875,13570,MALE,FEMALE,24.7643,17.3629,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,1,23,6191,2419,MALE,FEMALE,27.0235,21.1391,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,21,8445,16833,MALE,FEMALE,43.4269,24.5955,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,11,8700,8869,MALE,FEMALE,28.805,29.7899,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,18,10283,16691,MALE,FEMALE,24.0917,18.8247,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,1,7,11037,14709,MALE,FEMALE,18.0393,16.6641,1,1,0,1,1,0,0,0,0,-1,-1,0,0
1,1,19,14107,7045,MALE,FEMALE,23.7288,20.2582,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,14,15116,6451,MALE,FEMALE,38.2364,30.2813,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,1,20,15998,17101,MALE,FEMALE,23.8193,18.8445,0,1,0,1,1,0,0,0,0,-1,-1,0,0
