SIM_TIME,YEAR,NODE_ID,REL_ID,REL_TYPE (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,SRC_ID,SRC_INFECTED,SRC_GENDER,SRC_AGE,SRC_IP,SRC_current_relationship_count,SRC_lifetime_relationship_count,SRC_relationships_in_last_6_months,SRC_FLAGS,SRC_CIRCUMSIZED,SRC_STI,SRC_SUPERSPREADER,SRC_INF_AGE,DEST_ID,DEST_INFECTED,DEST_GENDER,DEST_AGE,DEST_IP,DEST_current_relationship_count,DEST_lifetime_relationship_count,DEST_relationships_in_last_6_months,DEST_FLAGS,DEST_CIRCUMSIZED,DEST_STI,DEST_SUPERSPREADER
58,1960.66,1,747,0,0,9103,1,1,5902.01,"",1,1,1,0,0,0,0,5844.01,9667,1,0,8787.87,"",1,1,1,0,0,0,0
58,1960.66,1,755,1,0,15399,1,1,6310.98,"",1,1,1,0,0,0,0,6253.98,13686,1,0,8158.41,"",1,1,1,0,0,0,0
58,1960.66,1,748,0,0,7908,1,1,6342.19,"",1,1,1,0,0,0,0,6284.19,14516,1,0,8866.68,"",1,1,1,0,0,0,0
59,1960.66,1,765,1,0,8418,1,1,5603.87,"",1,1,1,0,0,0,0,5545.87,7232,1,0,9867.56,"",1,1,1,0,0,0,0
60,1960.66,1,771,0,0,17381,1,1,6715.23,"",1,1,1,0,0,0,0,6656.23,6627,1,0,9198.62,"",1,1,1,0,0,0,0
60,1960.66,1,782,1,0,14303,1,1,7033.75,"",1,1,1,0,0,0,0,6974.75,9664,1,0,10515.9,"",1,1,1,0,0,0,0
60,1960.66,1,775,0,0,12120,1,1,6040.74,"",1,1,1,0,0,0,0,5981.74,10800,1,0,7898.34,"",1,1,1,0,0,0,0
60,1960.66,1,776,0,0,8638,1,1,7090.07,"",1,1,1,0,0,0,0,7030.07,12239,1,0,7348.02,"",1,1,1,0,0,0,0
60,1960.66,1,783,1,0,11529,1,1,5610.75,"",1,1,1,0,0,0,0,5550.75,12654,1,0,8155.13,"",1,1,1,0,0,0,0
61,1960.67,1,797,1,0,5510,1,1,7303.84,"",1,1,1,0,0,0,0,7242.84,5653,1,0,8062.26,"",1,1,1,0,0,0,0
61,1960.67,1,792,0,0,3307,1,1,7017.83,"",1,1,1,0,0,0,0,6956.83,17000,1,0,7855.84,"",1,1,1,0,0,0,0
62,1960.67,1,807,1,0,1976,1,0,7195.75,"",1,1,1,0,0,0,0,7133.75,4183,1,1,8501.95,"",1,1,1,0,0,0,0
62,1960.67,1,802,0,0,1782,1,1,6094.95,"",1,1,1,0,0,0,0,6032.95,4418,1,0,8295.3,"",1,1,1,0,0,0,0
63,1960.67,1,813,0,0,2009,1,1,7298.79,"",1,1,1,0,0,0,0,7235.79,3282,1,0,10181.9,"",1,1,1,0,0,0,0
63,1960.67,1,814,0,0,12380,1,1,7218.14,"",1,1,1,0,0,0,0,7156.14,3956,1,0,8859.95,"",1,1,1,0,0,0,0
63,1960.67,1,820,1,0,8553,1,1,7124.1,"",1,1,1,0,0,0,0,7062.1,6644,1,0,10116.6,"",1,1,1,0,0,0,0
63,1960.67,1,817,0,0,13129,1,1,6392.36,"",1,1,1,0,0,0,0,6330.36,11555,1,0,10491.5,"",1,1,1,0,0,0,0
63,1960.67,1,818,0,0,12920,1,0,6773.67,"",1,1,1,0,0,0,0,6710.67,14691,1,1,5891.32,"",1,1,1,0,0,0,0
63,1960.67,1,821,1,0,15793,1,1,6586.15,"",1,1,1,0,0,0,0,6524.15,15398,1,0,7890.55,"",1,1,1,0,0,0,0
64,1960.68,1,827,0,0,14388,1,1,7161.72,"",1,1,1,0,0,0,0,7098.72,7937,1,0,8188.88,"",1,1,1,0,0,0,0
64,1960.68,1,830,0,0,9099,1,1,5686.26,"",1,1,1,0,0,0,0,5622.26,12802,1,0,8524.88,"",1,1,1,0,0,0,0
64,1960.68,1,832,1,0,10036,1,0,6545.57,"",1,1,1,0,0,0,0,6481.57,15067,1,1,5820.44,"",1,1,1,0,0,0,0
65,1960.68,1,840,0,0,13482,1,1,6327.02,"",1,1,1,0,0,0,0,6263.02,9813,1,0,9947.72,"",1,1,1,0,0,0,0
66,1960.68,1,848,0,0,6698,1,1,6540.13,"",1,1,1,0,0,0,0,6474.13,6793,1,0,10575.2,"",1,1,1,0,0,0,0
66,1960.68,1,850,0,0,1699,1,1,7307.69,"",1,1,1,0,0,0,0,7241.69,14518,1,0,9412.28,"",1,1,1,0,0,0,0
67,1960.68,1,860,0,0,15514,1,0,6332.24,"",1,1,1,0,0,0,0,6266.24,980,1,1,7674.95,"",1,1,1,0,0,0,0
67,1960.68,1,863,1,0,1882,1,1,6788.88,"",1,1,1,0,0,0,0,6721.88,2321,1,0,12527.5,"",1,1,1,0,0,0,0
67,1960.68,1,857,0,0,2534,1,0,7313.57,"",1,1,1,0,0,0,0,7246.57,2690,1,1,7407.97,"",1,1,1,0,0,0,0
67,1960.68,1,861,1,0,3702,1,1,6162.96,"",1,1,1,0,0,0,0,6095.96,12453,1,0,9219.32,"",1,1,1,0,0,0,0
68,1960.69,1,875,1,0,2733,1,1,6916.44,"",1,1,1,0,0,0,0,6848.44,3851,1,0,7888.72,"",1,1,1,0,0,0,0
68,1960.69,1,880,1,0,12660,1,1,6214.42,"",1,1,1,0,0,0,0,6147.42,5264,1,0,9283,"",1,1,1,0,0,0,0
68,1960.69,1,870,0,0,1295,1,0,6252.44,"",1,1,1,0,0,0,0,6184.44,9696,1,1,6284.91,"",1,1,1,0,0,0,0
68,1960.69,1,872,0,0,15008,1,1,6996.11,"",1,1,1,0,0,0,0,6929.11,11722,1,0,9895.54,"",1,1,1,0,0,0,0
68,1960.69,1,873,0,0,3336,1,1,7109.92,"",1,1,1,0,0,0,0,7041.92,17006,1,0,8307.18,"",1,1,1,0,0,0,0
69,1960.69,1,895,1,0,5409,1,1,7210.01,"",1,1,1,0,0,0,0,7142.01,4985,1,0,7420.05,"",1,1,1,0,0,0,0
69,1960.69,1,889,0,0,1039,1,1,6636.21,"",1,1,1,0,0,0,0,6567.21,5900,1,0,10298,"",1,1,1,0,0,0,0
69,1960.69,1,892,0,0,12294,1,1,5815.59,"",1,1,1,0,0,0,0,5746.59,16263,1,0,9694.85,"",1,1,1,0,0,0,0
70,1960.69,1,896,0,0,14959,1,1,5584.82,"",1,1,1,0,0,0,0,5515.82,4520,1,0,8346.15,"",1,1,1,0,0,0,0
70,1960.69,1,899,0,0,8644,1,1,6148.53,"",1,1,1,0,0,0,0,6079.53,8559,1,0,9184.68,"",1,1,1,0,0,0,0
70,1960.69,1,900,0,0,5070,1,1,6997.93,"",1,1,1,0,0,0,0,6927.93,10623,1,0,11429.4,"",1,1,1,0,0,0,0
70,1960.69,1,907,1,0,11453,1,1,6507.06,"",1,1,1,0,0,0,0,6438.06,10651,1,0,9016,"",1,1,1,0,0,0,0
71,1960.69,1,908,0,0,15110,1,1,5606.78,"",1,1,1,0,0,0,0,5536.78,259,1,0,10910.1,"",1,1,1,0,0,0,0
71,1960.69,1,909,0,0,5482,1,1,6204.28,"",1,1,1,0,0,0,0,6134.28,1465,1,0,9488.56,"",1,1,1,0,0,0,0
71,1960.69,1,920,1,0,8861,1,1,5617.43,"",1,1,1,0,0,0,0,5547.43,1957,1,0,8921,"",1,1,1,0,0,0,0
71,1960.69,1,921,1,0,13228,1,1,6351,"",1,1,1,0,0,0,0,6281,2287,1,0,8143.99,"",1,1,1,0,0,0,0
71,1960.69,1,914,0,0,16785,1,0,6139.03,"",1,1,1,0,0,0,0,6069.03,3742,1,1,7394.23,"",1,1,1,0,0,0,0
71,1960.69,1,918,1,0,8042,1,1,7107.76,"",1,1,1,0,0,0,0,7036.76,8591,1,0,9657.9,"",1,1,1,0,0,0,0
71,1960.69,1,910,0,0,5328,1,0,5618.23,"",1,1,1,0,0,0,0,5547.23,12888,1,1,7523.23,"",1,1,1,0,0,0,0
71,1960.69,1,911,0,0,6839,1,1,7005.34,"",1,1,1,0,0,0,0,6934.34,13432,1,0,7713.49,"",1,1,1,0,0,0,0
71,1960.69,1,913,0,0,2449,1,1,5652.06,"",1,1,1,0,0,0,0,5581.06,15825,1,0,10459.5,"",1,1,1,0,0,0,0
72,1960.7,1,928,0,0,15516,1,1,7261.15,"",1,1,1,0,0,0,0,7190.15,9446,1,0,8661.61,"",1,1,1,0,0,0,0
72,1960.7,1,923,0,0,2609,1,0,5810.92,"",1,1,1,0,0,0,0,5738.92,11107,1,1,9672.7,"",1,1,1,0,0,0,0
72,1960.7,1,924,0,0,3611,1,0,7060.52,"",1,1,1,0,0,0,0,6988.52,16107,1,1,5826.01,"",1,1,1,0,0,0,0
73,1960.7,1,931,0,0,12064,1,1,7170.6,"",1,1,1,0,0,0,0,7098.6,145,1,0,12293.3,"",1,1,1,0,0,0,0
73,1960.7,1,932,0,0,3869,1,1,6130.77,"",1,1,1,0,0,0,0,6058.77,1025,1,0,9927.51,"",1,1,1,0,0,0,0
73,1960.7,1,940,1,0,16051,1,1,7162.6,"",1,1,1,0,0,0,0,7090.6,1892,1,0,10442,"",1,1,1,0,0,0,0
73,1960.7,1,938,1,0,15990,1,0,6329.91,"",1,1,1,0,0,0,0,6257.91,8351,1,1,7604.76,"",1,1,1,0,0,0,0
74,1960.7,1,946,0,0,15934,1,1,5815.3,"",1,1,1,0,0,0,0,5742.3,5800,1,0,8281.56,"",1,1,1,0,0,0,0
74,1960.7,1,944,0,0,4038,1,0,6518.78,"",1,1,1,0,0,0,0,6444.78,7379,1,1,5421.8,"",1,1,1,0,0,0,0
74,1960.7,1,950,1,0,9295,1,0,6371.85,"",1,1,1,0,0,0,0,6297.85,13481,1,1,8729.28,"",1,1,1,0,0,0,0
74,1960.7,1,951,1,0,3967,1,1,6332.81,"",1,1,1,0,0,0,0,6258.81,13672,1,0,8975.09,"",1,1,1,0,0,0,0
76,1960.71,1,968,1,0,17091,1,1,5686.46,"",1,1,1,0,0,0,0,5611.46,1240,1,0,9346.46,"",1,1,1,0,0,0,0
77,1960.71,1,979,1,0,5319,1,1,6012.82,"",1,1,1,0,0,0,0,5936.82,2752,1,0,10020.4,"",1,1,1,0,0,0,0
77,1960.71,1,978,0,0,15799,1,1,6340.02,"",1,1,1,0,0,0,0,6263.02,16428,1,0,8491.27,"",1,1,1,0,0,0,0
78,1960.71,1,987,0,0,17097,1,1,6986.32,"",1,1,1,0,0,0,0,6909.32,2106,1,0,10623.6,"",1,1,1,0,0,0,0
78,1960.71,1,994,0,0,5891,1,1,6357.12,"",1,1,1,0,0,0,0,6279.12,14955,1,0,8085.41,"",1,1,1,0,0,0,0
80,1960.72,1,1009,0,0,2362,1,0,6516.63,"",1,1,1,0,0,0,0,6436.63,15223,1,1,8012.49,"",1,1,1,0,0,0,0
81,1960.72,1,1022,0,0,560,1,0,7255.19,"",1,1,1,0,0,0,0,7174.19,16746,1,1,7459.78,"",1,1,1,0,0,0,0
82,1960.72,1,1029,0,0,4160,1,1,6135.91,"",1,1,1,0,0,0,0,6054.91,2156,1,0,8608.41,"",1,1,1,0,0,0,0
82,1960.72,1,1028,0,0,532,1,0,6757.35,"",1,1,1,0,0,0,0,6675.35,2455,1,1,5113.54,"",1,1,1,0,0,0,0
82,1960.72,1,1042,1,0,862,1,1,5975.86,"",1,1,1,0,0,0,0,5893.86,2902,1,0,8634.67,"",1,1,1,0,0,0,0
82,1960.72,1,1040,1,0,13081,1,1,7053.5,"",1,1,1,0,0,0,0,6972.5,8560,1,0,10303.5,"",1,1,1,0,0,0,0
82,1960.72,1,1043,1,0,12859,1,0,6949.07,"",1,1,1,0,0,0,0,6867.07,16594,1,1,4971.6,"",1,1,1,0,0,0,0
82,1960.72,1,1036,0,0,1730,1,1,6062.52,"",1,1,1,0,0,0,0,5980.52,17133,1,0,9594.94,"",1,1,1,0,0,0,0
83,1960.73,1,1044,0,0,9429,1,1,6212.68,"",1,1,1,0,0,0,0,6130.68,1496,1,0,6484.84,"",1,1,1,0,0,0,0
83,1960.73,1,1049,1,0,2770,1,1,6005.32,"",1,1,1,0,0,0,0,5923.32,1706,1,0,9279.49,"",1,1,1,0,0,0,0
83,1960.73,1,1045,0,0,16345,1,1,6695.37,"",1,1,1,0,0,0,0,6613.37,3998,1,0,12363.7,"",1,1,1,0,0,0,0
83,1960.73,1,1047,0,0,16882,1,1,5722.33,"",1,1,1,0,0,0,0,5640.33,7792,1,0,9796.38,"",1,1,1,0,0,0,0
83,1960.73,1,1048,0,0,686,1,1,6178.99,"",1,1,1,0,0,0,0,6095.99,9050,1,0,8115.28,"",1,1,1,0,0,0,0
84,1960.73,1,1064,1,0,6244,1,1,7018.83,"",1,1,1,0,0,0,0,6935.83,4344,1,0,8954.71,"",1,1,1,0,0,0,0
84,1960.73,1,1055,0,0,16433,1,1,6760.8,"",1,1,1,0,0,0,0,6677.8,6011,1,0,8995.28,"",1,2,2,0,0,0,0
84,1960.73,1,1063,1,0,4396,1,1,7286.58,"",1,1,1,0,0,0,0,7202.58,15624,1,0,7411.77,"",1,1,1,0,0,0,0
85,1960.73,1,1071,0,0,8092,1,0,6475.68,"",1,1,1,0,0,0,0,6391.68,1474,1,1,7835.15,"",1,1,1,0,0,0,0
85,1960.73,1,1078,1,0,12788,1,1,6606.69,"",1,1,1,0,0,0,0,6522.69,5126,1,0,8937.29,"",1,1,1,0,0,0,0
85,1960.73,1,1073,0,0,11924,1,0,6116.36,"",1,1,1,0,0,0,0,6032.36,11468,1,1,5554.11,"",1,1,1,0,0,0,0
86,1960.74,1,1090,1,0,9758,1,1,5825.89,"",1,1,1,0,0,0,0,5740.89,883,1,0,8770.98,"",1,1,1,0,0,0,0
86,1960.74,1,1083,0,0,9794,1,1,6292.23,"",1,1,1,0,0,0,0,6206.23,10363,1,0,9188.68,"",1,1,1,0,0,0,0
87,1960.74,1,1097,0,0,14486,1,0,5900.43,"",1,1,1,0,0,0,0,5814.43,1676,1,1,6074.56,"",1,1,1,0,0,0,0
87,1960.74,1,1098,1,0,14144,1,1,6031.74,"",1,1,1,0,0,0,0,5945.74,2330,1,0,11171.6,"",1,1,1,0,0,0,0
87,1960.74,1,1102,1,0,15013,1,1,6358.31,"",1,1,1,0,0,0,0,6272.31,5097,1,0,8540.18,"",1,1,1,0,0,0,0
87,1960.74,1,1092,0,0,11592,1,1,5624.49,"",1,1,1,0,0,0,0,5538.49,7652,1,0,8273.17,"",1,1,1,0,0,0,0
87,1960.74,1,1093,0,0,10609,1,1,5996.26,"",1,1,1,0,0,0,0,5910.26,8530,1,0,9213.4,"",1,1,1,0,0,0,0
87,1960.74,1,1100,1,0,133,1,1,6461.2,"",1,1,1,0,0,0,0,6374.2,17281,1,0,12219.8,"",1,1,1,0,0,0,0
88,1960.74,1,1103,0,0,8577,1,1,5959.56,"",1,1,1,0,0,0,0,5872.56,644,1,0,9261.73,"",1,1,1,0,0,0,0
88,1960.74,1,1110,1,0,3567,1,1,6540.52,"",1,1,1,0,0,0,0,6453.52,1360,1,0,9051.89,"",1,1,1,0,0,0,0
88,1960.74,1,1104,0,0,269,1,1,5843.18,"",1,1,1,0,0,0,0,5755.18,2380,1,0,7417.94,"",1,1,1,0,0,0,0
89,1960.74,1,1115,0,0,3284,1,1,6536.52,"",1,1,1,0,0,0,0,6448.52,1105,1,0,11722.2,"",1,1,1,0,0,0,0
89,1960.74,1,1126,1,0,16609,1,1,6829.53,"",1,1,1,0,0,0,0,6741.53,5434,1,0,6750.59,"",1,1,1,0,0,0,0
89,1960.74,1,1119,0,0,13722,1,0,6954.53,"",1,1,1,0,0,0,0,6866.53,6163,1,1,8701.08,"",1,1,1,0,0,0,0
89,1960.74,1,1123,0,0,17384,1,0,5908.43,"",1,1,1,0,0,0,0,5820.43,16842,1,1,7981.21,"",1,1,1,0,0,0,0
90,1960.75,1,1135,1,0,11252,1,0,6562.21,"",1,1,1,0,0,0,0,6473.21,623,1,1,7697.84,"",1,1,1,0,0,0,0
91,1960.75,1,1139,0,0,9894,1,1,6815.19,"",1,1,1,0,0,0,0,6725.19,60,1,0,7934.07,"",1,2,2,0,0,0,0
91,1960.75,1,783,1,0,12654,1,0,8185.13,"",1,1,1,0,0,0,0,8155.13,11529,1,1,5641.75,"",1,1,1,0,0,0,0
91,1960.75,1,1141,0,0,7324,1,0,7044.33,"",1,1,1,0,0,0,0,6953.33,12031,1,1,7197.35,"",1,1,1,0,0,0,0
92,1960.75,1,1155,1,0,6696,1,1,6679.98,"",1,1,1,0,0,0,0,6588.98,3160,1,0,8755.42,"",1,1,1,0,0,0,0
92,1960.75,1,1152,0,0,672,1,0,6267.28,"",1,1,1,0,0,0,0,6175.28,9127,1,1,10114.8,"",1,1,1,0,0,0,0
93,1960.75,1,1160,0,0,3108,1,1,6924.31,"",1,1,1,0,0,0,0,6832.31,1661,1,0,7736.43,"",1,1,1,0,0,0,0
93,1960.75,1,1174,1,0,15741,1,1,6367.73,"",1,1,1,0,0,0,0,6275.73,7517,1,0,8114.51,"",1,1,1,0,0,0,0
93,1960.75,1,1169,1,0,8180,1,1,7070.15,"",1,1,1,0,0,0,0,6977.15,11226,1,0,7956.42,"",1,1,1,0,0,0,0
93,1960.75,1,1161,0,0,11414,1,1,7989.98,"",1,2,2,0,0,0,0,7922.98,11785,1,0,7807.22,"",1,1,1,0,0,0,0
93,1960.75,1,1170,1,0,10707,1,1,5776.83,"",1,1,1,0,0,0,0,5683.83,11789,1,0,10654,"",1,1,1,0,0,0,0
93,1960.75,1,1068,0,0,4471,1,0,6499.86,"",1,1,1,0,0,0,0,6406.86,15818,1,1,6817.79,"",1,1,1,0,0,0,0
94,1960.76,1,1176,0,0,4197,1,1,6101.85,"",1,1,1,0,0,0,0,6008.85,1537,1,0,7788.84,"",1,1,1,0,0,0,0
94,1960.76,1,1177,0,0,13399,1,1,5928.74,"",1,1,1,0,0,0,0,5835.74,1937,1,0,8757.08,"",1,1,1,0,0,0,0
95,1960.76,1,1195,1,0,15440,1,1,6694.3,"",1,1,1,0,0,0,0,6600.3,11913,1,0,8934,"",1,1,1,0,0,0,0
96,1960.76,1,1203,1,0,12136,1,1,7309.56,"",1,1,1,0,0,0,0,7214.56,2857,1,0,10022.1,"",1,1,1,0,0,0,0
96,1960.76,1,1033,0,0,9905,1,1,6599.99,"",1,1,1,0,0,0,0,6503.99,11097,1,0,7240.63,"",1,1,1,0,0,0,0
96,1960.76,1,1202,1,0,15782,1,1,6437.83,"",1,1,1,0,0,0,0,6342.83,15720,1,0,10658,"",1,1,1,0,0,0,0
97,1960.77,1,1212,0,0,12001,1,1,6874.99,"",1,1,1,0,0,0,0,6778.99,6185,1,0,10275.9,"",1,1,1,0,0,0,0
97,1960.77,1,1004,1,0,10152,1,1,6686.44,"",1,1,1,0,0,0,0,6590.44,6329,1,0,6852.84,"",1,1,1,0,0,0,0
97,1960.77,1,1208,0,0,10655,1,1,6503.38,"",1,1,1,0,0,0,0,6406.38,13080,1,0,9718.4,"",1,1,1,0,0,0,0
97,1960.77,1,1209,0,0,1939,1,1,6387.77,"",1,1,1,0,0,0,0,6290.77,16306,1,0,8837.62,"",1,1,1,0,0,0,0
98,1960.77,1,1218,0,0,13511,1,1,6666.39,"",1,1,1,0,0,0,0,6569.39,2230,1,0,9378.67,"",1,2,2,0,0,0,0
98,1960.77,1,1217,0,0,13100,1,0,7076.93,"",1,1,1,0,0,0,0,6979.93,7601,1,1,7404.93,"",1,1,1,0,0,0,0
98,1960.77,1,1224,1,0,4765,1,0,6512.01,"",1,1,1,0,0,0,0,6414.01,13247,1,1,4974.47,"",1,1,1,0,0,0,0
99,1960.77,1,813,0,0,3282,1,0,10216.9,"",1,1,1,0,0,0,0,10181.9,2009,1,1,7334.79,"",1,1,1,0,0,0,0
99,1960.77,1,1237,1,0,2424,1,1,6095.04,"",1,1,1,0,0,0,0,5996.04,9369,1,0,8357.31,"",1,1,1,0,0,0,0
99,1960.77,1,1238,1,0,488,1,1,6982.37,"",1,1,1,0,0,0,0,6883.37,9477,1,0,6216.69,"",1,1,1,0,0,0,0
99,1960.77,1,1236,1,0,5487,1,0,7282.4,"",1,1,1,0,0,0,0,7183.4,13418,1,1,8570.25,"",1,1,1,0,0,0,0
100,1960.77,1,1253,1,0,16244,1,0,6190.03,"",1,1,1,0,0,0,0,6091.03,968,1,1,8173.36,"",1,1,1,0,0,0,0
100,1960.77,1,736,1,0,13762,1,0,6920.35,"",1,1,1,0,0,0,0,6821.35,3323,1,1,6174.18,"",1,1,1,0,0,0,0
100,1960.77,1,1254,1,0,3381,1,1,6236.84,"",1,1,1,0,0,0,0,6136.84,12369,1,0,7530.48,"",1,1,1,0,0,0,0
100,1960.77,1,636,0,0,831,1,1,6245.24,"",1,1,1,0,0,0,0,6145.24,12650,1,0,6063.4,"",1,1,1,0,0,0,0
100,1960.77,1,1250,0,0,16807,1,1,6662.86,"",1,1,1,0,0,0,0,6562.86,17106,1,0,8487.11,"",1,1,1,0,0,0,0
101,1960.78,1,141,0,0,5394,1,0,8784.73,"",1,1,1,0,0,0,0,8695.73,1747,1,1,6063.86,"",1,1,1,0,0,0,0
101,1960.78,1,1266,1,0,5571,1,1,5638.12,"",1,1,1,0,0,0,0,5538.12,4293,1,0,9075.86,"",1,1,1,0,0,0,0
101,1960.78,1,1262,0,0,1302,1,1,6999.77,"",1,1,1,0,0,0,0,6898.77,11784,1,0,8282.91,"",1,1,1,0,0,0,0
102,1960.78,1,1269,0,0,899,1,1,5777.81,"",1,1,1,0,0,0,0,5675.81,2727,1,0,6551.07,"",1,1,1,0,0,0,0
102,1960.78,1,342,0,0,3364,1,1,6839.1,"",1,1,1,0,0,0,0,6738.1,3033,1,0,6256.85,"",1,1,1,0,0,0,0
102,1960.78,1,1274,1,0,13849,1,1,7292.68,"",1,1,1,0,0,0,0,7191.68,7396,1,0,10829.8,"",1,1,1,0,0,0,0
102,1960.78,1,780,1,0,13147,1,1,7073.49,"",1,1,1,0,0,0,0,6972.49,8029,1,0,5907.82,"",1,1,1,0,0,0,0
102,1960.78,1,1040,1,0,8560,1,0,10323.5,"",1,1,1,0,0,0,0,10303.5,13081,1,1,7074.5,"",1,1,1,0,0,0,0
102,1960.78,1,1270,0,0,3086,1,1,6517.36,"",1,1,1,0,0,0,0,6415.36,15414,1,0,9536.33,"",1,1,1,0,0,0,0
102,1960.78,1,1271,0,0,10699,1,1,7030.71,"",1,1,1,0,0,0,0,6928.71,15441,1,0,9751.58,"",1,1,1,0,0,0,0
102,1960.78,1,1272,0,0,17060,1,1,6592.17,"",1,1,1,0,0,0,0,6491.17,16144,1,0,9617.7,"",1,1,1,0,0,0,0
103,1960.78,1,1282,1,0,11470,1,1,6237.63,"",1,1,1,0,0,0,0,6135.63,2693,1,0,9685.72,"",1,1,1,0,0,0,0
103,1960.78,1,118,0,0,7628,1,1,6177.26,"",1,1,1,0,0,0,0,6075.26,3360,1,0,6027.52,"",1,1,1,0,0,0,0
103,1960.78,1,1110,1,0,1360,1,0,9066.89,"",1,1,1,0,0,0,0,9051.89,3567,1,1,6556.52,"",1,1,1,0,0,0,0
103,1960.78,1,401,1,0,4862,1,1,6418.31,"",1,1,1,0,0,0,0,6316.31,4186,1,0,6032.41,"",1,1,1,0,0,0,0
103,1960.78,1,502,1,0,13863,1,0,8417.02,"",1,1,1,0,0,0,0,8351.02,5894,1,1,7200.32,"",1,1,1,0,0,0,0
103,1960.78,1,71,1,0,4221,1,1,5554.71,"",1,1,1,0,0,0,0,5457.71,7804,1,0,6438.96,"",1,1,1,0,0,0,0
103,1960.78,1,1281,0,0,5341,1,1,6621.07,"",1,1,1,0,0,0,0,6518.07,9578,1,0,8844.47,"",1,1,1,0,0,0,0
103,1960.78,1,435,1,0,826,1,0,12530.1,"",1,1,1,0,0,0,0,12458.1,9617,1,1,6833.92,"",1,1,1,0,0,0,0
103,1960.78,1,1283,1,0,898,1,1,6815.69,"",1,1,1,0,0,0,0,6712.69,10153,1,0,12631,"",1,1,1,0,0,0,0
103,1960.78,1,359,0,0,7682,1,0,7522.3,"",1,1,1,0,0,0,0,7444.3,15141,1,1,6766.01,"",1,1,1,0,0,0,0
104,1960.78,1,34,0,0,7696,1,0,7056.5,"",1,1,1,0,0,0,0,6953.5,455,1,1,7261.43,"",1,1,1,0,0,0,0
104,1960.78,1,47,0,0,13083,1,1,6417.17,"",1,1,1,0,0,0,0,6314.17,1294,1,0,6521.74,"",1,1,1,0,0,0,0
104,1960.78,1,503,2,0,7742,1,0,7522.5,"",1,1,1,0,0,0,0,7455.5,4572,1,1,7181.61,"",1,1,1,0,0,0,0
104,1960.78,1,1293,0,0,16448,1,0,6713.6,"",1,1,1,0,0,0,0,6610.6,5607,1,1,4872.63,"",1,1,1,0,0,0,0
104,1960.78,1,1290,0,0,14680,1,1,6626.88,"",1,1,1,0,0,0,0,6523.88,9450,1,0,8859.25,"",1,1,1,0,0,0,0
104,1960.78,1,1174,1,0,7517,1,0,8125.51,"",1,1,1,0,0,0,0,8114.51,15741,1,1,6379.73,"",1,1,1,0,0,0,0
105,1960.79,1,863,1,0,2321,1,0,12564.5,"",1,1,1,0,0,0,0,12527.5,1882,1,1,6826.88,"",1,1,1,0,0,0,0
105,1960.79,1,924,0,0,16107,1,1,5858.01,"",1,1,1,0,0,0,0,5826.01,3611,1,0,7093.52,"",1,1,1,0,0,0,0
105,1960.79,1,1299,0,0,2314,1,1,7058.65,"",1,1,1,0,0,0,0,6953.65,11762,1,0,7554.29,"",1,1,1,0,0,0,0
105,1960.79,1,880,1,0,5264,1,0,9320,"",1,1,1,0,0,0,0,9283,12660,1,1,6252.42,"",1,1,1,0,0,0,0
105,1960.79,1,1301,1,0,5185,1,1,5588.17,"",1,1,1,0,0,0,0,5483.17,16772,1,0,8609.67,"",1,1,1,0,0,0,0
106,1960.79,1,1307,0,0,8368,1,1,7216.65,"",1,1,1,0,0,0,0,7111.65,2674,1,0,7760.68,"",1,1,1,0,0,0,0
106,1960.79,1,370,0,0,12954,1,0,9125.89,"",1,1,1,0,0,0,0,9046.89,3294,1,1,6300.31,"",1,1,1,0,0,0,0
106,1960.79,1,271,1,0,13887,1,0,9124.06,"",1,1,1,0,0,0,0,9037.06,5878,1,1,6940.67,"",1,1,1,0,0,0,0
106,1960.79,1,1309,0,0,10008,1,1,5952.19,"",1,1,1,0,0,0,0,5847.19,7532,1,0,10256.8,"",1,2,2,0,0,0,0
106,1960.79,1,1310,0,0,10992,1,1,6071.95,"",1,1,1,0,0,0,0,5966.95,8095,1,0,8072.02,"",1,1,1,0,0,0,0
106,1960.79,1,1314,1,0,10649,1,1,6062.5,"",1,1,1,0,0,0,0,5957.5,9045,1,0,7438.16,"",1,1,1,0,0,0,0
106,1960.79,1,690,0,0,9819,1,1,6266.23,"",1,1,1,0,0,0,0,6161.23,9518,1,0,5864.33,"",1,1,1,0,0,0,0
106,1960.79,1,598,1,0,7373,1,0,7096.98,"",1,1,1,0,0,0,0,6990.98,12974,1,1,7034.82,"",1,1,1,0,0,0,0
106,1960.79,1,1315,1,0,14451,1,0,6328.44,"",1,1,1,0,0,0,0,6222.44,15236,1,1,8375.3,"",1,1,1,0,0,0,0
107,1960.79,1,545,0,0,13012,1,0,9958.49,"",1,1,1,0,0,0,0,9893.49,525,1,1,6701.05,"",1,1,1,0,0,0,0
107,1960.79,1,1319,0,0,9105,1,1,6752.8,"",1,1,1,0,0,0,0,6646.8,1261,1,0,10034.8,"",1,1,1,0,0,0,0
107,1960.79,1,524,0,0,1167,1,0,6013.74,"",1,1,1,0,0,0,0,5906.74,3106,1,1,5708.75,"",1,1,1,0,0,0,0
