Year, NodeId, Gender, HasHIV, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative, HasIntervention(MC_1),VMMC_1
1962,1,0,1,35,16,16,0,0,1,1,0,0,0,0,0,0,0
1962,1,0,1,36,14,14,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,37,9,9,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,38,9,9,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,39,5,5,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,40,9,9,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,41,13,13,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,42,13,13,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,43,13,13,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,44,11,11,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,45,13,13,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,46,10,10,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,47,10,10,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,48,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,49,11,11,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,50,5,5,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,51,8,8,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,1,52,6,6,0,0,1,1,0,0,0,0,0,0,0
1962,1,0,1,53,4,4,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,54,6,6,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,55,6,6,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,56,9,9,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,57,6,6,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,58,4,4,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,59,7,7,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,1,60,4,4,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,61,5,5,0,0,1,0,0,0,0,0,0,0,0
1962,1,0,1,62,5,5,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,63,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,64,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,65,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,66,4,4,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,67,5,5,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,68,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,69,5,5,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,70,5,5,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,71,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,72,4,4,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,73,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,75,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,76,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,78,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,80,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,85,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,88,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,90,0,0,0,0,1,1,0,0,0,0,0,0,0
1962,1,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,0,169,0,0,0,9,0,0,0,0,0,0,0,0
1962,1,1,0,1,177,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,2,137,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,3,154,0,0,0,2,0,0,0,0,0,0,0,0
1962,1,1,0,4,151,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,5,154,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,6,154,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,7,135,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,8,121,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,9,138,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,10,116,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,11,112,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,12,91,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,13,127,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,14,96,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,15,112,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,16,88,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,17,61,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,18,71,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,19,70,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,20,59,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,21,60,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,22,60,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,23,63,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,24,61,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,25,69,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,26,64,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,27,58,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,28,60,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,29,59,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,30,50,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,31,55,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,32,63,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,33,57,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,34,50,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,35,38,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,36,47,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,37,46,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,38,47,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,39,45,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,40,47,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,41,45,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,42,44,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,43,50,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,44,53,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,45,54,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,46,42,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,47,32,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,48,33,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,49,30,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,50,35,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,51,32,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,52,45,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,53,41,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,54,33,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,55,41,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,56,26,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,57,26,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,58,29,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,59,27,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,60,23,0,0,0,2,0,0,0,0,0,0,0,0
1962,1,1,0,61,27,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,62,15,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,63,15,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,64,27,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,65,21,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,66,17,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,67,21,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,68,7,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,69,7,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,70,10,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,71,14,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,72,10,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,73,8,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,74,4,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,75,8,0,0,0,1,0,0,0,0,0,0,0,0
1962,1,1,0,76,11,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,77,5,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,78,3,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,79,4,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,80,3,0,0,0,2,0,0,0,0,0,0,0,0
1962,1,1,0,81,2,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,82,3,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,85,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,87,4,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,0,2,2,2,0,2,2,0,0,0,0,0,0,0
1962,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,14,0,0,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,15,4,4,1,0,1,1,0,0,0,0,0,0,0
1962,1,1,1,16,13,13,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,17,15,15,2,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,18,18,18,3,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,19,20,20,3,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,20,22,22,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,21,9,9,2,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,22,14,14,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,23,10,10,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,24,10,10,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,25,7,7,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,26,6,6,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,27,8,8,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,28,6,6,2,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,29,7,7,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,30,4,4,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,31,4,4,2,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,32,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,33,4,4,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,34,4,4,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,35,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,36,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,37,4,4,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,39,3,3,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,40,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,41,0,0,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,42,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,44,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,47,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,48,2,2,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,49,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,51,2,2,1,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,58,1,1,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,1,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,0,171,0,0,0,5,0,0,0,0,0,0,0,0
1962.5,1,0,0,1,148,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,2,122,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,3,91,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,4,105,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,5,103,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,6,111,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,7,80,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,8,84,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,9,87,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,10,84,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,11,80,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,12,78,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,13,65,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,14,67,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,15,72,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,16,66,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,17,77,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,18,62,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,19,62,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,20,52,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,21,72,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,22,53,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,23,57,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,24,46,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,25,53,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,26,51,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,27,55,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,29,41,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,30,41,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,31,42,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,32,35,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,33,36,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,34,47,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,35,36,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,36,29,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,37,47,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,38,37,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,39,26,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,40,34,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,41,26,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,42,35,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,43,37,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,44,30,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,45,38,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,46,25,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,47,34,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,48,28,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,49,16,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,51,29,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,52,24,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,53,15,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,54,22,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,55,14,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,56,20,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,57,24,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,58,21,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,59,25,0,0,0,2,0,0,0,0,0,0,0,0
1962.5,1,0,0,60,10,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,61,16,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,62,14,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,63,10,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,64,19,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,65,18,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,66,12,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,67,12,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,68,8,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,69,9,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,70,9,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,71,4,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,72,4,0,0,0,1,0,0,0,0,0,0,0,0
1962.5,1,0,0,73,7,0,0,0,2,0,0,0,0,0,0,0,0
1962.5,1,0,0,74,2,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,75,11,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,76,5,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,77,4,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,78,4,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,79,5,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,80,3,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,1,0,4,4,1,0,2,2,0,0,0,0,0,0,0
1962.5,1,0,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0
1962.5,1,0,1,2,20,20,0,0,6,6,0,0,0,0,0,0,0
1962.5,1,0,1,3,21,21,0,0,2,2,0,0,0,0,0,0,0
