Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG
0,1,X-a0-b0:X-a0-b0,284,0,0,284,0,0,8724
0,1,X-a0-b0:X-a1-b0,187,0,0,187,0,0,5727
0,1,X-a0-b0:X-a0-b1,666,0,0,666,0,0,21686
0,1,X-a0-b0:X-a1-b1,441,0,0,441,0,0,13690
0,1,X-a1-b0:X-a0-b0,185,0,0,185,0,0,6212
0,1,X-a1-b0:X-a1-b0,121,0,0,121,0,0,4089
0,1,X-a1-b0:X-a0-b1,429,0,0,429,0,0,14726
0,1,X-a1-b0:X-a1-b1,293,0,0,293,0,0,9149
0,1,X-a0-b1:X-a0-b0,648,0,0,648,0,0,21988
0,1,X-a0-b1:X-a1-b0,432,0,0,432,0,0,14960
0,1,X-a0-b1:X-a0-b1,1545,0,0,1545,0,0,51650
0,1,X-a0-b1:X-a1-b1,1024,0,0,1024,0,0,33325
0,1,X-a1-b1:X-a0-b0,450,0,0,450,0,0,14830
0,1,X-a1-b1:X-a1-b0,303,0,0,303,0,0,9777
0,1,X-a1-b1:X-a0-b1,1033,0,0,1033,0,0,34186
0,1,X-a1-b1:X-a1-b1,688,0,0,688,0,0,22987
1,1,X-a0-b0:X-a0-b0,244,0,0,244,0,5724,8915
1,1,X-a0-b0:X-a1-b0,163,0,0,163,0,3771,6563
1,1,X-a0-b0:X-a0-b1,570,0,0,570,0,14360,20673
1,1,X-a0-b0:X-a1-b1,382,0,0,382,0,8978,14028
1,1,X-a1-b0:X-a0-b0,161,0,0,161,0,4057,5699
1,1,X-a1-b0:X-a1-b0,109,0,0,109,0,2649,3982
1,1,X-a1-b0:X-a0-b1,380,0,0,380,0,9845,13410
1,1,X-a1-b0:X-a1-b1,254,0,0,254,0,6051,9087
1,1,X-a0-b1:X-a0-b0,561,0,0,561,0,14516,19886
1,1,X-a0-b1:X-a1-b0,370,0,0,370,0,9867,13589
1,1,X-a0-b1:X-a0-b1,1332,0,0,1332,0,34160,48947
1,1,X-a0-b1:X-a1-b1,889,0,0,889,0,22031,32049
1,1,X-a1-b1:X-a0-b0,401,0,0,401,0,9775,12700
1,1,X-a1-b1:X-a1-b0,268,0,0,268,0,6425,9023
1,1,X-a1-b1:X-a0-b1,882,0,0,882,0,22628,31717
1,1,X-a1-b1:X-a1-b1,586,0,0,586,0,15174,20442
2,1,X-a0-b0:X-a0-b0,217,0,0,217,0,7967,8386
2,1,X-a0-b0:X-a1-b0,134,0,0,134,0,5389,5011
2,1,X-a0-b0:X-a0-b1,486,0,0,486,0,19381,18500
2,1,X-a0-b0:X-a1-b1,321,0,0,321,0,12430,12325
2,1,X-a1-b0:X-a0-b0,134,0,0,134,0,5383,5710
2,1,X-a1-b0:X-a1-b0,97,0,0,97,0,3578,3707
2,1,X-a1-b0:X-a0-b1,331,0,0,331,0,13057,13221
2,1,X-a1-b0:X-a1-b1,222,0,0,222,0,8277,8678
2,1,X-a0-b1:X-a0-b0,472,0,0,472,0,19375,18423
2,1,X-a0-b1:X-a1-b0,318,0,0,318,0,13085,12395
2,1,X-a0-b1:X-a0-b1,1185,0,0,1185,0,45725,42510
2,1,X-a0-b1:X-a1-b1,770,0,0,770,0,29678,29939
2,1,X-a1-b1:X-a0-b0,344,0,0,344,0,12744,12152
2,1,X-a1-b1:X-a1-b0,227,0,0,227,0,8605,8503
2,1,X-a1-b1:X-a0-b1,762,0,0,762,0,30194,30084
2,1,X-a1-b1:X-a1-b1,501,0,0,501,0,20172,20139
3,1,X-a0-b0:X-a0-b0,187,0,0,187,0,10278,5676
3,1,X-a0-b0:X-a1-b0,113,0,0,113,0,6718,3721
3,1,X-a0-b0:X-a0-b1,413,0,0,413,0,24489,14450
3,1,X-a0-b0:X-a1-b1,285,0,0,285,0,15708,8948
3,1,X-a1-b0:X-a0-b0,117,0,0,117,0,7103,3911
3,1,X-a1-b0:X-a1-b0,77,0,0,77,0,4592,2436
3,1,X-a1-b0:X-a0-b1,291,0,0,291,0,16671,9492
3,1,X-a1-b0:X-a1-b1,189,0,0,189,0,10790,5560
3,1,X-a0-b1:X-a0-b0,411,0,0,411,0,24485,14460
3,1,X-a0-b1:X-a1-b0,266,0,0,266,0,16451,9737
3,1,X-a0-b1:X-a0-b1,1033,0,0,1033,0,57097,33840
3,1,X-a0-b1:X-a1-b1,667,0,0,667,0,37975,20911
3,1,X-a1-b1:X-a0-b0,281,0,0,281,0,16161,9350
3,1,X-a1-b1:X-a1-b0,200,0,0,200,0,10924,6001
3,1,X-a1-b1:X-a0-b1,651,0,0,651,0,38773,21278
3,1,X-a1-b1:X-a1-b1,424,0,0,424,0,25838,14028
4,1,X-a0-b0:X-a0-b0,159,0,0,159,0,12209,5667
4,1,X-a0-b0:X-a1-b0,95,0,0,95,0,7961,4150
4,1,X-a0-b0:X-a0-b1,348,0,0,348,0,29488,13099
4,1,X-a0-b0:X-a1-b1,245,0,0,245,0,18678,8634
4,1,X-a1-b0:X-a0-b0,100,0,0,100,0,8418,3726
4,1,X-a1-b0:X-a1-b0,67,0,0,67,0,5382,2787
4,1,X-a1-b0:X-a0-b1,258,0,0,258,0,19794,8507
4,1,X-a1-b0:X-a1-b1,170,0,0,170,0,12585,5575
4,1,X-a0-b1:X-a0-b0,345,0,0,345,0,29473,12802
4,1,X-a0-b1:X-a1-b0,225,0,0,225,0,19822,8541
4,1,X-a0-b1:X-a0-b1,886,0,0,886,0,68885,32241
4,1,X-a0-b1:X-a1-b1,570,0,0,570,0,44996,20075
4,1,X-a1-b1:X-a0-b0,241,0,0,241,0,19383,8413
4,1,X-a1-b1:X-a1-b0,172,0,0,172,0,12886,5473
4,1,X-a1-b1:X-a0-b1,551,0,0,551,0,45899,19950
4,1,X-a1-b1:X-a1-b1,362,0,0,362,0,30413,12765
5,1,X-a0-b0:X-a0-b0,139,0,0,139,0,14120,5195
5,1,X-a0-b0:X-a1-b0,87,0,0,87,0,9505,2965
5,1,X-a0-b0:X-a0-b1,297,0,0,297,0,33871,10896
