Time,NodeID,NumIndividuals,NumInfected,AvgInfectiousness,AvgParasiteDensity,AvgGametocyteDensity,AvgVariantFractionPfEMP1Major,AvgNumInfections,AvgInfectionClearedDuration,NumInfectionsCleared,NumHasFever,NumHasClinicalSymptoms,TotalUniqueGenomes,TotalUniqueBarcodes,UniqueGenomesLast_1_Years,UniqueBarcodesLast_1_Years,CurrentUniqueGenomes,CurrentUniqueBarcodes,CurrentNumInfections,NumBitesDeliveredCurrentInfections,NumBitesDeliveredMultipleCurrentInfections,NumNewInfectionsInLastYear,NumTotalRoots,FractionOfRootsPresentInLastYear,TA,AT,TT,OtherBarcodes,TA,AT,TT,OtherDrugResistance
41,2,1000,1000,1,2.23861e-05,1853.8,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
41,1,1000,1000,1,0,1115.67,0.0165799,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
42,4,1000,1000,1,24.6835,2566.13,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
42,3,1000,1000,1,0.201537,2060.28,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
42,2,1000,1000,1,1.30822e-05,1404.94,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
42,1,1000,1000,0.999992,0,845.51,0.0165799,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
43,4,1000,1000,1,2.63604,3353.3,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
43,3,1000,1000,1,0.0158413,2031.72,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
43,2,1000,1000,1,5.29562e-07,1116.85,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
43,1,1000,1000,0.999827,0,641.415,0.0165799,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,0,1000,0,0,0,1000
44,4,1000,1000,1,4.41133,2541.4,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
44,3,1000,1000,1,0.0198006,1539.78,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
44,2,1000,1000,0.999998,2.6178e-07,846.426,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
44,1,1000,623,0.621818,0,251.836,0.0165799,1,35,377,0,0,4000,4,4000,4,623,1,623,0,0,4000,4000,1,0,0,0,623,0,0,0,623
45,4,1000,1000,1,0.480106,2398.75,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
45,3,1000,1000,1,0.0016336,1238.53,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
45,2,1000,1000,0.999902,1.09399e-08,643.084,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
45,1,1000,623,0.617747,0,190.892,0.0165799,1,0,0,0,0,4000,4,4000,4,623,1,623,0,0,4000,4000,1,0,0,0,623,0,0,0,623
46,4,1000,1000,1,0.820882,1817.99,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
46,3,1000,1000,1,0.00214491,938.654,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
46,2,1000,1000,0.999178,7.29797e-09,487.376,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
46,1,1000,0,0,0,0,0.0165799,0,37,623,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
47,4,1000,1000,1,0.0914088,1489.26,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
47,3,1000,1000,0.999985,0.000186159,719.232,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
47,2,1000,1000,0.995763,5.21116e-10,369.407,0.0165266,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,1000,0,0,0,1000,0,0,0
47,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
48,4,1000,1000,1,0.159965,1128.7,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
48,3,1000,1000,0.999757,0.000255676,545.091,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
48,2,1000,997,0.981999,0,278.752,0.0165266,1,39,3,0,0,4000,4,4000,4,997,1,997,0,0,4000,4000,1,997,0,0,0,997,0,0,0
48,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
49,4,1000,1000,1,0.0182306,876.959,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
49,3,1000,1000,0.998305,2.30587e-05,413.828,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
49,2,1000,997,0.95717,0,211.26,0.0165266,1,0,0,0,0,4000,4,4000,4,997,1,997,0,0,4000,4000,1,997,0,0,0,997,0,0,0
49,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
50,4,1000,1000,0.999978,0.0326379,664.642,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
50,3,1000,1000,0.992353,3.12822e-05,313.631,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
50,2,1000,230,0.204151,0,31.5335,0.0165266,1,41,767,0,0,4000,4,4000,4,230,1,230,0,0,4000,4000,1,230,0,0,0,230,0,0,0
50,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
51,4,1000,1000,0.999673,0.0038013,507.542,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
51,3,1000,1000,0.975741,2.88896e-06,237.757,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
51,2,1000,230,0.186191,0,23.9035,0.0165266,1,0,0,0,0,4000,4,4000,4,230,1,230,0,0,4000,4000,1,230,0,0,0,230,0,0,0
51,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
52,4,1000,1000,0.997779,0.00694791,384.662,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
52,3,1000,1000,0.941178,3.56308e-06,180.191,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
52,2,1000,0,0,0,0,0.0165266,0,43,230,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
52,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
53,4,1000,1000,0.990447,0.000825249,292.199,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
53,3,1000,1000,0.884232,3.09133e-07,136.568,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
53,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
53,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
54,4,1000,1000,0.970702,0.00153845,221.456,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
54,3,1000,1000,0.805893,3.67308e-07,103.502,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
54,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
54,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
55,4,1000,1000,0.931445,0.000186229,167.959,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
55,3,1000,1000,0.712203,3.22197e-08,78.4428,0.0165399,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,1000,0,0,0,1000,0,0
55,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
55,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
56,4,1000,1000,0.869027,0.000352433,127.295,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
56,3,1000,938,0.569107,2.48016e-08,54.9644,0.0165399,1,47,62,0,0,4000,4,4000,4,938,1,938,0,0,4000,4000,1,0,938,0,0,0,938,0,0
56,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
56,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
57,4,1000,1000,0.786008,4.32662e-05,96.4984,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
57,3,1000,938,0.47598,2.80021e-09,41.6585,0.0165399,1,0,0,0,0,4000,4,4000,4,938,1,938,0,0,4000,4000,1,0,938,0,0,0,938,0,0
57,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
57,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
58,4,1000,1000,0.689324,8.05216e-05,73.1355,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
58,3,1000,586,0.233511,2.2e-09,18.6332,0.0165399,1,49,352,0,0,4000,4,4000,4,586,1,586,0,0,4000,4000,1,0,586,0,0,0,586,0,0
58,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
58,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
59,4,1000,1000,0.587829,9.89544e-06,55.4333,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
59,3,1000,586,0.18741,0,14.1241,0.0165399,1,0,0,0,0,4000,4,4000,4,586,1,586,0,0,4000,4000,1,0,586,0,0,0,586,0,0
59,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
59,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
60,4,1000,1000,0.489255,1.73925e-05,42.0127,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
60,3,1000,9,0.00228532,0,0.16479,0.0165399,1,51,577,0,0,4000,4,4000,4,9,1,9,0,0,4000,4000,1,0,9,0,0,0,9,0,0
60,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
60,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
61,4,1000,1000,0.399096,2.10258e-06,31.8422,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
61,3,1000,9,0.00179216,0,0.124915,0.0165399,1,0,0,0,0,4000,4,4000,4,9,1,9,0,0,4000,4000,1,0,9,0,0,0,9,0,0
61,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
61,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
62,4,1000,1000,0.32027,3.33352e-06,24.1331,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
62,3,1000,0,0,0,0,0.0165399,0,53,9,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
62,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
62,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
63,4,1000,1000,0.253696,3.85459e-07,18.2905,0.0165699,1,0,0,0,0,4000,4,4000,4,1000,1,1000,0,0,4000,4000,1,0,0,1000,0,0,0,1000,0
63,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
63,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
63,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
64,4,1000,963,0.191651,5.15983e-07,13.3569,0.0165699,1,55,37,0,0,4000,4,4000,4,963,1,963,0,0,4000,4000,1,0,0,963,0,0,0,963,0
64,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
64,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
64,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
65,4,1000,963,0.149088,5.97955e-08,10.1234,0.0165699,1,0,0,0,0,4000,4,4000,4,963,1,963,0,0,4000,4000,1,0,0,963,0,0,0,963,0
65,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
65,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
65,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
66,4,1000,772,0.0924403,9.69931e-08,6.15395,0.0165699,1,57,191,0,0,4000,4,4000,4,772,1,772,0,0,4000,4000,1,0,0,772,0,0,0,772,0
66,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
66,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
66,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
67,4,1000,772,0.0711393,1.23813e-08,4.66458,0.0165699,1,0,0,0,0,4000,4,4000,4,772,1,772,0,0,4000,4000,1,0,0,772,0,0,0,772,0
67,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
67,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
67,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
68,4,1000,343,0.0241273,1.46517e-08,1.56364,0.0165699,1,58.9991,429,0,0,4000,4,4000,4,343,1,343,0,0,4000,4000,1,0,0,343,0,0,0,343,0
68,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
68,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
68,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
69,4,1000,343,0.0184499,2.37519e-09,1.18528,0.0165699,1,0,0,0,0,4000,4,4000,4,343,1,343,0,0,4000,4000,1,0,0,343,0,0,0,343,0
69,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
69,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
69,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
70,4,1000,14,0.000568926,0,0.0363008,0.0165699,1,60.9977,329,0,0,4000,4,4000,4,14,1,14,0,0,4000,4000,1,0,0,14,0,0,0,14,0
70,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
70,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
70,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
71,4,1000,14,0.00043343,0,0.0275164,0.0165699,1,0,0,0,0,4000,4,4000,4,14,1,14,0,0,4000,4000,1,0,0,14,0,0,0,14,0
71,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
71,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
71,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
72,4,1000,0,0,0,0,0.0165699,0,63,14,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
72,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
72,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
72,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
73,4,1000,0,0,0,0,0.0165699,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
73,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
73,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
73,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
74,4,1000,0,0,0,0,0.0165699,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
74,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
74,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
74,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
75,4,1000,0,0,0,0,0.0165699,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
75,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
75,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
75,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
76,4,1000,0,0,0,0,0.0165699,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
76,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
76,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
76,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
77,4,1000,0,0,0,0,0.0165699,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
77,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
77,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
77,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
78,4,1000,0,0,0,0,0.0165699,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
78,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
78,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
78,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
79,4,1000,0,0,0,0,0.0165699,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
79,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
79,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
79,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
80,4,1000,0,0,0,0,0.0165699,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
80,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
80,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
80,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
81,4,1000,0,0,0,0,0.0165699,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
81,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
81,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
81,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
82,4,1000,0,0,0,0,0.0165699,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
82,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
82,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
82,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
83,4,1000,0,0,0,0,0.0165699,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
83,3,1000,0,0,0,0,0.0165399,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
83,2,1000,0,0,0,0,0.0165266,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
83,1,1000,0,0,0,0,0.0165799,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
84,4,1000,0,0,0,0,0.0165699,0,0,0,0,0,4000,4,4000,4,0,0,0,0,0,4000,4000,1,0,0,0,0,0,0,0,0
