Time,Node_ID,Rel_ID,A_ID,B_ID,A_Gender,B_Gender,A_Age,B_Age,A_Is_Infected,B_Is_Infected,Did_Use_Condom,A_Num_Current_Rels,B_Num_Current_Rels,A_Is_Circumcised,B_Is_Circumcised,A_Has_CoInfection,B_Has_CoInfection,A_HIV_Infection_Stage,B_HIV_Infection_Stage,A_Is_On_ART,B_Is_On_ART
0,4,1,1061,1123,MALE,FEMALE,18.4167,22.1574,0,0,1,1,1,0,0,0,0,-1,-1,0,0
0,4,14,1068,1231,MALE,FEMALE,61.8809,59.276,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,4,4,1131,1060,MALE,FEMALE,30.1627,25.512,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,4,5,1135,1045,MALE,FEMALE,42.4753,33.0127,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,4,6,1145,1150,MALE,FEMALE,22.344,24.5945,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,4,13,1347,1264,MALE,FEMALE,24.3726,19.5079,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,4,9,1369,1289,MALE,FEMALE,16.2846,16.838,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,3,31,699,731,MALE,FEMALE,73.7818,36.2325,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,3,35,884,930,MALE,FEMALE,55.4022,55.9652,0,0,1,1,1,0,0,0,0,-1,-1,0,0
0,3,18,896,813,MALE,FEMALE,23.9493,21.7414,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,3,18,896,813,MALE,FEMALE,23.9493,21.7414,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,3,19,905,1013,MALE,FEMALE,27.9369,25.3772,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,3,37,951,1014,MALE,FEMALE,46.974,44.069,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,3,38,980,745,MALE,FEMALE,39.0688,33.0918,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,3,30,989,712,MALE,FEMALE,34.0473,34.4551,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,2,54,391,392,MALE,FEMALE,51.0599,48.0165,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,2,45,403,393,MALE,FEMALE,36.207,22.3842,0,0,1,1,1,0,0,0,0,-1,-1,0,0
0,2,55,418,461,MALE,FEMALE,44.2331,35.3437,0,0,1,1,1,0,0,0,0,-1,-1,0,0
0,2,56,514,668,MALE,FEMALE,38.4969,35.609,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,2,57,575,414,MALE,FEMALE,33.6209,28.2556,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,72,93,277,MALE,FEMALE,49.5485,49.3871,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,62,191,275,MALE,FEMALE,22.2476,18.9388,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,64,255,43,MALE,FEMALE,26.0762,22.8746,0,0,0,1,1,0,0,0,0,-1,-1,0,0
0,1,64,255,43,MALE,FEMALE,26.0762,22.8746,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,4,11,1052,1300,MALE,FEMALE,34.6864,25.8744,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,4,15,1070,1084,MALE,FEMALE,58.1897,43.7303,1,0,0,1,1,0,0,0,0,-1,-1,0,0
1,4,15,1070,1084,MALE,FEMALE,58.1897,43.7303,1,0,0,1,1,0,0,0,0,-1,-1,0,0
1,4,79,1086,1313,MALE,FEMALE,38.3643,30.5185,1,1,0,1,1,0,0,0,0,-1,-1,0,0
1,4,6,1145,1150,MALE,FEMALE,22.3468,24.5973,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,4,76,1235,1129,MALE,FEMALE,25.5853,19.5375,1,1,0,1,1,0,0,0,0,-1,-1,0,0
1,4,83,1285,1368,MALE,FEMALE,32.7001,33.1079,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,4,13,1347,1264,MALE,FEMALE,24.3754,19.5107,1,0,0,1,1,0,0,0,0,-1,-1,0,0
1,3,21,713,814,MALE,FEMALE,27.3074,21.081,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,3,22,714,922,MALE,FEMALE,31.7963,24.9414,1,0,1,1,1,0,0,0,0,-1,-1,0,0
1,3,23,739,726,MALE,FEMALE,21.1417,15.9528,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,3,23,739,726,MALE,FEMALE,21.1417,15.9528,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,3,94,764,1004,MALE,FEMALE,49.4708,20.0848,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,3,89,768,962,MALE,FEMALE,25.6552,18.057,1,1,0,1,1,0,0,0,0,-1,-1,0,0
1,3,89,768,962,MALE,FEMALE,25.6552,18.057,1,1,0,1,1,0,0,0,0,-1,-1,0,0
1,3,25,795,971,MALE,FEMALE,29.9298,23.616,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,3,97,823,1024,MALE,FEMALE,25.1956,22.3166,1,0,0,1,1,0,0,0,0,-1,-1,0,0
1,3,19,905,1013,MALE,FEMALE,27.9396,25.3799,1,0,1,1,1,0,0,0,0,-1,-1,0,0
1,3,28,919,753,MALE,FEMALE,24.304,18.8138,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,3,28,919,753,MALE,FEMALE,24.304,18.8138,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,3,37,951,1014,MALE,FEMALE,46.9768,44.0718,1,1,0,1,1,0,0,0,0,-1,-1,0,0
1,3,37,951,1014,MALE,FEMALE,46.9768,44.0718,1,1,0,1,1,0,0,0,0,-1,-1,0,0
1,3,93,1036,926,MALE,FEMALE,28.0822,22.0243,1,0,0,1,1,0,0,0,0,-1,-1,0,0
1,3,86,961,929,MALE,FEMALE,34.1231,23.8061,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,3,86,961,929,MALE,FEMALE,34.1231,23.8061,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,3,30,989,712,MALE,FEMALE,34.05,34.4578,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,3,99,996,789,MALE,FEMALE,33.6881,29.4849,1,0,0,1,1,0,0,0,0,-1,-1,0,0
1,2,53,372,562,MALE,FEMALE,49.1015,56.0507,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,2,53,372,562,MALE,FEMALE,49.1015,56.0507,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,2,53,372,562,MALE,FEMALE,49.1015,56.0507,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,2,103,421,417,MALE,FEMALE,20.276,22.4252,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,2,46,473,423,MALE,FEMALE,26.7137,24.0575,0,1,1,1,1,0,0,0,0,-1,-1,0,0
1,2,106,561,371,MALE,FEMALE,23.0337,19.9607,1,1,0,1,1,0,0,0,0,-1,-1,0,0
1,2,114,579,578,MALE,FEMALE,23.1786,21.397,1,0,0,1,1,0,0,0,0,-1,-1,0,0
1,2,114,579,578,MALE,FEMALE,23.1786,21.397,1,0,0,1,1,0,0,0,0,-1,-1,0,0
1,2,47,596,690,MALE,FEMALE,17.5311,16.662,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,2,47,596,690,MALE,FEMALE,17.5311,16.662,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,2,48,623,549,MALE,FEMALE,27.8501,31.3347,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,2,117,633,520,MALE,FEMALE,59.899,39.3125,1,1,0,1,1,0,0,0,0,-1,-1,0,0
1,2,42,647,642,MALE,FEMALE,21.4304,17.5883,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,2,49,655,395,MALE,FEMALE,18.0725,20.041,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,2,49,655,395,MALE,FEMALE,18.0725,20.041,0,0,0,1,1,0,0,0,0,-1,-1,0,0
1,2,102,659,555,MALE,FEMALE,31.7898,25.7771,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,2,51,670,492,MALE,FEMALE,23.7395,22.4394,1,0,0,1,1,0,0,0,0,-1,-1,0,0
1,2,109,675,649,MALE,FEMALE,56.9715,48.5449,0,1,0,1,1,0,0,0,0,-1,-1,0,0
1,1,60,50,337,MALE,FEMALE,18.6407,20.7304,1,0,1,1,1,0,0,0,0,-1,-1,0,0
1,1,60,50,337,MALE,FEMALE,18.6407,20.7304,1,0,0,1,1,0,0,0,0,-1,-1,0,0
