Time, NodeID, NumIndividuals, NumInfected,AvgParasiteDensity,AvgGametocyteDensity,NumInfections,NoMarkers,gm1,gm2,gm3,gm4,gm1-gm2,gm1-gm3,gm1-gm4,gm2-gm3,gm2-gm4,gm3-gm4,gm1-gm2-gm3,gm1-gm2-gm4,gm1-gm3-gm4,gm2-gm3-gm4,gm1-gm2-gm3-gm4
493,340461476,1000,993,836.926,72.5804,3865,523,388,1033,640,453,78,124,68,138,144,135,27,55,10,37,12
494,340461476,1000,993,1058.75,68.7973,3854,529,389,1023,631,452,77,125,70,134,145,137,27,55,10,37,13
495,340461476,1000,993,736.345,67.399,3827,528,382,1020,621,450,76,128,70,134,145,136,25,52,10,37,13
496,340461476,1000,994,868.668,65.7001,3812,530,381,1016,617,450,74,125,68,133,143,136,27,53,9,37,13
497,340461476,1000,992,719.864,65.0422,3790,530,382,1008,615,450,72,122,69,133,137,137,23,53,9,37,13
498,340461476,1000,993,744.545,66.908,3793,534,381,1008,615,456,72,123,65,131,139,137,21,52,9,37,13
499,340461476,1000,992,753.34,65.9653,3801,531,380,1008,618,463,72,121,66,134,139,137,20,52,9,37,14
500,340461476,1000,991,711.548,67.5163,3785,525,382,1005,616,458,72,121,64,133,142,136,20,51,9,37,14
501,340461476,1000,991,755.754,68.6472,3770,521,377,1004,612,460,72,117,64,133,140,136,22,52,9,37,14
502,340461476,1000,992,699.694,66.8291,3773,518,374,1007,612,463,72,114,63,135,141,136,22,56,9,37,14
503,340461476,1000,992,711.906,70.3382,3739,508,374,1002,607,453,72,111,66,134,141,136,21,56,7,37,14
504,340461476,1000,992,704.025,64.7961,3740,515,375,997,607,456,71,109,63,134,140,139,22,54,7,37,14
505,340461476,1000,993,650.298,67.4958,3745,516,374,993,616,458,68,108,63,136,139,140,22,53,7,37,15
506,340461476,1000,993,711.512,61.3944,3709,509,375,977,608,450,73,110,63,135,136,143,22,50,7,36,15
507,340461476,1000,993,627.621,61.0792,3693,498,371,972,607,458,73,108,64,135,135,142,22,51,6,34,17
508,340461476,1000,993,634.074,57.1722,3709,502,372,976,608,460,72,107,65,138,136,146,22,49,6,33,17
509,340461476,1000,993,564.745,55.0972,3709,501,368,976,603,462,74,110,64,138,136,148,22,50,7,34,16
510,340461476,1000,993,508.832,53.7667,3725,502,375,979,604,462,75,108,64,140,141,148,21,52,5,33,16
511,340461476,1000,994,460.824,51.6623,3785,513,380,994,615,472,75,110,66,138,143,149,23,53,5,33,16
512,340461476,1000,997,439.39,51.3417,3801,519,381,1002,609,476,77,109,66,134,144,149,25,53,5,35,17
513,340461476,1000,997,403.327,49.6664,3832,528,379,1008,624,478,77,104,66,134,148,152,25,54,5,34,16
514,340461476,1000,997,436.882,48.9696,3867,534,379,1013,637,484,78,107,67,139,147,148,24,56,5,34,15
515,340461476,1000,997,441.511,48.3234,3868,533,379,1005,634,488,81,110,66,140,146,149,25,57,4,35,16
516,340461476,1000,996,464.846,46.487,3852,536,378,995,636,482,80,113,67,136,145,149,25,58,4,33,15
517,340461476,1000,996,539.567,46.8697,3849,539,375,994,637,484,78,112,65,136,145,148,25,61,5,30,15
518,340461476,1000,995,502.137,45.0255,3817,534,370,985,624,482,82,113,64,134,141,151,25,61,5,31,15
519,340461476,1000,993,599.512,44.3126,3796,530,370,977,621,479,80,111,63,129,143,152,25,65,5,31,15
520,340461476,1000,994,497.158,42.3393,3773,529,366,973,621,468,83,107,63,128,145,150,25,64,4,32,15
521,340461476,1000,994,576.368,40.0584,3769,528,364,975,618,464,86,107,65,125,145,152,24,64,4,32,16
522,340461476,1000,994,455.263,37.5006,3740,529,364,958,619,462,86,104,65,123,143,149,24,63,4,32,15
523,340461476,1000,995,537.031,35.4132,3735,526,361,953,618,462,86,106,68,123,144,150,24,63,3,32,16
524,340461476,1000,995,425.357,32.9254,3729,521,355,951,627,458,88,106,68,124,143,148,24,63,3,32,18
525,340461476,1000,994,530.305,31.9258,3697,521,351,933,622,452,89,105,67,126,143,146,24,64,3,33,18
526,340461476,1000,993,429.354,31.0512,3681,518,350,929,619,449,90,106,66,127,145,144,23,63,3,31,18
527,340461476,1000,993,568.332,30.5947,3711,517,357,930,623,447,93,112,63,132,144,150,23,65,5,31,19
528,340461476,1000,993,464.069,32.0021,3693,519,353,918,623,444,93,112,63,132,144,149,24,68,5,28,18
529,340461476,1000,992,613.218,31.5979,3685,526,348,915,624,444,94,112,62,128,142,150,24,68,5,26,17
530,340461476,1000,992,525.729,33.9374,3687,526,347,923,623,441,94,113,65,131,139,150,23,66,4,25,17
531,340461476,1000,993,632.291,32.8442,3707,530,346,932,624,439,93,116,67,132,137,154,23,66,4,27,17
532,340461476,1000,994,634.336,34.5472,3693,528,343,926,620,434,93,120,68,134,136,155,23,66,4,26,17
533,340461476,1000,994,655.138,32.6803,3711,528,344,920,616,438,94,124,72,140,141,154,24,68,4,27,17
534,340461476,1000,993,749.561,33.7933,3747,538,346,929,621,438,96,121,73,141,147,156,24,69,4,27,17
535,340461476,1000,993,681.956,31.6242,3736,544,344,929,621,432,94,119,72,136,147,157,24,70,4,26,17
536,340461476,1000,994,799.923,32.9071,3757,551,346,934,615,434,97,121,75,134,148,158,24,72,4,27,17
537,340461476,1000,994,669.45,30.9164,3791,557,346,944,623,437,98,121,79,134,146,159,24,74,4,28,17
538,340461476,1000,994,767.802,33.0869,3765,553,346,935,619,433,98,118,77,133,148,161,22,73,4,28,17
539,340461476,1000,994,621.315,31.4812,3759,556,347,923,617,428,102,119,77,132,150,161,23,72,4,31,17
540,340461476,1000,993,693.826,34.226,3776,560,351,927,620,428,101,121,78,132,148,160,24,73,4,32,17
541,340461476,1000,995,608.977,33.439,3764,557,352,923,617,426,101,121,78,130,150,158,24,73,4,33,17
542,340461476,1000,996,646.291,35.6135,3752,558,347,911,619,429,94,123,77,135,147,157,26,73,5,34,17
543,340461476,1000,996,633.18,36.7433,3766,565,349,914,622,428,93,121,78,134,149,157,27,72,6,34,17
544,340461476,1000,992,622.286,37.9065,3745,561,351,915,612,425,93,121,78,133,147,153,26,73,6,34,17
545,340461476,1000,993,658.95,40.8002,3735,562,348,909,612,425,92,121,78,131,146,152,27,75,6,34,17
546,340461476,1000,994,571.178,41.0293,3741,563,347,906,615,419,96,122,79,131,150,151,27,74,6,37,18
547,340461476,1000,993,620.597,44.2196,3739,560,348,908,610,421,99,122,79,131,146,151,27,76,6,37,18
548,340461476,1000,993,560.875,43.1696,3727,561,347,903,610,417,102,122,77,134,143,145,27,78,7,37,17
549,340461476,1000,994,615.344,45.3745,3721,560,345,905,612,416,101,120,76,135,142,143,27,77,7,37,18
550,340461476,1000,993,665.243,43.3556,3732,561,349,913,611,419,101,119,75,134,142,143,29,76,7,36,17
551,340461476,1000,993,636.336,44.1828,3713,560,346,903,615,412,100,121,74,135,140,143,29,75,7,37,16
552,340461476,1000,993,750.435,42.569,3716,559,346,892,618,417,101,122,78,134,140,143,29,75,7,39,16
553,340461476,1000,994,650.195,42.5696,3701,557,346,892,612,418,100,120,77,132,140,140,29,75,7,40,16
554,340461476,1000,994,716.084,42.0728,3702,556,345,887,606,425,99,121,79,133,140,140,31,75,7,42,16
555,340461476,1000,992,631.848,41.5051,3688,555,346,892,595,423,100,120,79,131,137,140,31,73,8,42,16
556,340461476,1000,995,615.045,42.0851,3666,554,345,888,588,420,99,120,77,127,138,138,31,74,8,43,16
557,340461476,1000,995,578.341,40.3989,3673,554,342,890,586,420,101,121,78,128,139,139,31,74,8,45,17
558,340461476,1000,995,563.056,40.7299,3682,559,347,888,590,421,102,121,78,128,139,137,30,73,8,44,17
559,340461476,1000,996,556.027,39.3335,3685,559,346,888,597,419,103,118,76,129,138,136,32,73,10,44,17
560,340461476,1000,995,516.475,39.5132,3717,564,347,894,599,424,105,120,77,131,140,137,32,72,10,48,17
561,340461476,1000,994,528.785,40.5879,3715,564,350,888,594,415,107,119,78,136,147,138,31,72,10,48,18
562,340461476,1000,993,459.54,40.1983,3712,564,346,883,595,421,107,120,79,136,146,137,31,70,11,49,17
563,340461476,1000,994,461.657,42.8978,3746,565,346,901,596,434,107,120,81,138,145,134,30,71,12,49,17
564,340461476,1000,995,447.509,42.0791,3752,564,348,909,603,430,106,121,81,137,142,131,31,72,12,48,17
565,340461476,1000,994,410.428,43.5535,3723,558,341,904,599,426,105,122,80,139,141,126,32,73,12,48,17
566,340461476,1000,994,505.203,42.622,3700,556,337,901,591,428,103,122,79,138,141,120,32,74,13,48,17
567,340461476,1000,995,434.075,42.0115,3682,555,335,893,584,429,101,120,81,139,143,119,33,73,13,47,17
568,340461476,1000,996,514.797,40.7606,3637,552,331,872,574,425,102,121,78,140,143,119,33,72,13,46,16
569,340461476,1000,994,479.826,39.7092,3608,545,336,860,566,424,101,119,78,136,144,117,33,71,14,48,16
570,340461476,1000,993,458.37,38.7678,3560,534,334,853,555,420,101,117,78,134,142,116,33,68,14,45,16
571,340461476,1000,993,454.053,37.2016,3542,526,333,846,554,419,100,115,80,133,140,114,33,73,14,45,17
572,340461476,1000,990,374.975,36.6522,3511,517,330,848,547,414,98,115,79,136,136,109,34,73,13,46,16
573,340461476,1000,989,411.518,34.6102,3489,507,329,844,538,412,98,115,79,138,137,105,35,75,13,47,17
574,340461476,1000,988,356.182,33.5329,3478,503,327,842,532,413,102,115,78,137,138,106,34,74,13,47,17
575,340461476,1000,988,410.222,32.4404,3450,504,326,827,527,413,99,112,78,136,139,103,37,73,13,46,17
576,340461476,1000,984,426.251,30.6221,3421,503,320,818,526,411,100,107,78,133,137,102,39,71,13,48,15
577,340461476,1000,982,464.465,31.5986,3410,502,320,815,532,407,99,106,77,132,136,100,39,70,13,48,14
578,340461476,1000,982,535.356,30.2798,3395,504,317,811,526,407,98,103,78,129,136,97,40,70,15,48,16
579,340461476,1000,982,514.589,31.2893,3405,505,316,812,524,408,98,105,79,132,136,102,40,70,15,47,16
580,340461476,1000,982,575.224,31.1128,3414,507,318,811,520,408,104,103,78,136,134,106,40,70,14,47,18
581,340461476,1000,982,490.833,30.6048,3392,498,313,807,514,412,105,101,79,138,132,105,39,69,14,48,18
582,340461476,1000,981,548.241,30.5257,3388,497,311,802,513,415,105,101,79,140,130,106,39,70,14,48,18
583,340461476,1000,978,492.264,28.5541,3392,502,304,808,512,412,107,102,78,142,129,107,39,70,14,48,18
584,340461476,1000,974,562.372,28.4164,3350,495,294,803,508,417,101,98,77,140,127,105,39,67,13,47,19
585,340461476,1000,976,543.329,26.7115,3340,486,294,797,507,420,103,99,78,143,128,101,39,67,13,47,18
586,340461476,1000,975,600.579,26.828,3329,493,287,796,502,423,101,97,78,142,126,100,39,67,13,47,18
587,340461476,1000,971,572.788,26.9343,3299,487,280,786,501,420,101,98,76,143,128,97,38,67,13,46,18
588,340461476,1000,970,572.959,27.5806,3269,483,277,783,500,412,103,96,72,140,127,97,38,67,13,44,17
589,340461476,1000,973,517.137,29.5935,3277,492,275,779,498,414,106,95,72,137,126,100,39,68,15,44,17
590,340461476,1000,973,487.754,30.1282,3266,480,275,769,500,414,108,93,71,140,132,98,39,68,15,47,17
591,340461476,1000,974,426.257,32.2847,3230,467,277,763,492,410,106,94,70,141,128,97,39,67,15,47,17
592,340461476,1000,974,427.966,31.7289,3216,464,281,757,496,404,104,91,65,143,129,101,38,66,15,45,17
593,340461476,1000,978,383.885,33.0197,3208,465,276,748,499,397,107,90,63,148,128,101,38,69,15,47,17
594,340461476,1000,974,385.214,32.3538,3203,461,279,749,493,392,110,91,60,149,127,103,41,68,15,48,17
595,340461476,1000,973,366.293,33.6251,3210,457,276,751,500,391,110,91,61,152,126,107,41,67,14,49,17
596,340461476,1000,974,329.061,33.6678,3207,453,273,751,502,393,110,86,61,154,125,109,41,66,14,52,17
597,340461476,1000,971,341.337,35.1817,3192,454,268,742,504,390,110,85,60,152,127,110,40,67,14,52,17
598,340461476,1000,970,318.919,35.3866,3178,449,267,738,504,388,109,87,60,155,121,111,39,66,14,53,17
599,340461476,1000,970,382.017,35.956,3156,446,264,732,505,386,108,84,56,159,120,110,37,65,15,53,16
600,340461476,1000,972,356.688,35.1631,3148,447,262,724,501,383,107,87,56,161,122,111,37,66,15,53,16
601,340461476,1000,973,448.314,34.4147,3138,445,259,721,496,382,107,87,57,165,122,112,37,64,14,54,16
602,340461476,1000,974,378.837,32.4839,3146,450,260,712,499,386,109,87,57,166,122,112,37,64,14,55,16
603,340461476,1000,975,429.554,31.5203,3134,447,257,715,499,377,110,86,57,168,119,113,37,63,14,56,16
604,340461476,1000,976,362.955,29.6595,3146,447,258,717,497,379,112,85,57,170,120,115,39,64,14,57,15
605,340461476,1000,977,377.696,28.557,3172,455,255,730,501,382,111,84,58,169,123,115,38,64,14,58,15
606,340461476,1000,974,345.909,27.3742,3144,446,251,730,496,374,108,85,58,167,124,115,38,65,14,58,15
607,340461476,1000,974,344.032,25.7051,3125,443,247,725,496,370,107,82,58,166,125,116,38,65,14,58,15
608,340461476,1000,975,333.18,24.929,3124,442,250,721,494,371,111,83,56,167,125,116,37,64,14,59,14
609,340461476,1000,971,334.238,23.5919,3100,437,248,717,489,368,111,85,54,167,124,115,35,63,15,58,14
610,340461476,1000,969,314.61,24.0694,3086,433,244,715,490,366,110,86,55,167,121,116,35,61,14,59,14
611,340461476,1000,969,342.95,23.3309,3085,436,244,710,492,360,114,86,51,166,122,119,35,65,14,56,15
612,340461476,1000,968,305.11,25.0582,3059,434,247,696,487,365,109,87,50,164,120,118,35,63,14,55,15
613,340461476,1000,968,352.623,24.3977,3041,434,242,687,485,357,114,86,52,164,121,117,35,63,14,55,15
614,340461476,1000,966,326.305,25.4454,3035,429,244,680,488,356,114,84,55,164,122,119,34,62,14,55,15
615,340461476,1000,967,356.423,24.6302,3028,426,245,680,489,350,113,84,54,165,124,119,33,61,15,55,15
616,340461476,1000,969,361.776,24.639,3006,427,245,673,488,345,113,82,53,162,123,117,33,58,15,58,14
617,340461476,1000,970,355.469,23.9207,3020,431,246,678,486,349,115,84,53,163,123,117,35,58,14,55,13
618,340461476,1000,971,365.672,23.4407,3010,440,245,678,484,341,113,84,53,162,120,116,34,57,15,55,13
619,340461476,1000,968,363.511,22.8715,2981,437,243,666,476,334,116,82,54,162,121,115,35,57,14,55,14
620,340461476,1000,965,381.856,22.4886,2986,443,238,663,473,336,119,82,54,162,125,114,35,60,13,55,14
621,340461476,1000,964,366.866,21.7479,2967,448,236,658,469,331,118,80,55,159,124,113,34,60,14,55,13
622,340461476,1000,964,406.633,21.9555,2941,450,234,644,467,329,122,81,54,153,123,110,36,58,14,53,13
623,340461476,1000,963,370.769,21.0498,2941,455,232,646,460,324,122,80,58,154,125,110,37,56,15,55,12
624,340461476,1000,965,398.256,21.625,2944,451,228,650,471,323,123,81,57,149,124,111,35,57,17,55,12
625,340461476,1000,964,374.478,21.2346,2939,452,227,650,470,323,121,79,58,152,124,110,35,55,17,54,12
626,340461476,1000,966,378.283,21.6426,2930,449,226,656,466,319,122,77,57,151,126,110,37,53,16,53,12
627,340461476,1000,965,350.273,22.0328,2947,452,220,659,474,326,125,77,59,148,125,109,38,51,17,55,12
628,340461476,1000,966,347.357,22.1201,2925,447,213,662,469,318,128,78,57,149,124,109,39,49,19,54,10
629,340461476,1000,967,336.656,22.4655,2915,450,211,659,467,316,128,77,59,145,125,110,37,48,19,54,10
630,340461476,1000,971,328.53,22.5994,2929,451,215,656,465,324,129,78,59,145,124,113,36,49,20,53,12
631,340461476,1000,969,348.488,23.1366,2915,449,217,652,461,320,125,79,60,147,124,112,36,48,20,53,12
632,340461476,1000,969,319.428,23.0481,2898,452,214,650,454,315,124,79,63,145,123,112,34,46,20,54,13
633,340461476,1000,968,338.249,24.0114,2925,451,221,665,454,311,127,80,63,146,124,110,35,49,20,54,15
634,340461476,1000,967,304.782,23.7373,2900,447,212,653,449,311,129,84,63,146,124,107,38,47,20,55,15
635,340461476,1000,968,320.151,24.3123,2899,445,214,654,448,312,128,84,65,145,123,106,38,49,20,55,13
636,340461476,1000,969,307.389,24.1579,2901,443,217,652,452,308,128,83,66,144,122,107,38,50,20,56,15
637,340461476,1000,968,347.889,24.2482,2890,444,214,649,454,304,125,84,67,143,122,107,37,50,21,53,16
638,340461476,1000,967,326.465,23.7141,2889,446,219,655,442,304,124,86,67,141,120,108,38,49,21,52,17
639,340461476,1000,966,390.053,23.3909,2878,444,227,646,440,302,124,86,66,140,119,103,38,50,27,51,15
640,340461476,1000,962,314.386,22.9331,2866,442,225,646,438,299,121,85,68,139,117,104,40,49,27,51,15
641,340461476,1000,962,389.022,22.3745,2859,445,222,642,435,295,121,86,70,139,116,106,41,50,26,51,14
642,340461476,1000,963,285.321,22.5092,2862,444,223,644,436,296,124,84,69,136,115,106,42,49,26,51,17
643,340461476,1000,960,341.107,21.8544,2863,435,220,643,434,300,128,85,68,135,118,105,42,51,31,50,18
644,340461476,1000,962,271.231,21.9714,2855,438,219,643,433,297,129,86,67,133,115,101,42,50,32,50,20
645,340461476,1000,965,301.732,21.267,2850,445,218,631,430,297,128,87,69,130,111,105,44,48,34,52,21
646,340461476,1000,967,294.709,21.2024,2847,449,216,629,427,295,130,84,71,131,110,105,43,49,34,53,21
647,340461476,1000,970,309.385,20.7467,2846,447,212,627,431,294,129,85,74,131,110,105,43,49,37,51,21
648,340461476,1000,970,348.249,21.3261,2843,443,214,624,431,297,127,87,76,130,110,101,43,50,36,52,22
649,340461476,1000,971,327.125,20.9936,2840,444,213,622,429,297,127,90,75,131,108,102,43,49,38,50,22
650,340461476,1000,969,371.36,22.4078,2820,447,212,613,428,296,125,88,75,127,107,101,43,47,39,50,22
651,340461476,1000,972,346.885,21.3416,2815,445,209,608,430,296,125,90,76,126,105,102,45,46,39,51,22
652,340461476,1000,972,364.896,22.7999,2809,442,210,610,431,295,128,89,75,123,106,97,45,45,39,52,22
653,340461476,1000,972,364.864,21.1538,2819,445,213,608,432,295,125,93,75,129,105,94,46,44,39,54,22
654,340461476,1000,973,390.013,21.7424,2813,442,211,603,425,295,126,93,73,129,104,101,47,46,39,56,23
655,340461476,1000,972,351.086,20.3331,2802,437,211,602,422,295,128,92,74,123,108,97,48,47,39,56,23
656,340461476,1000,970,393.601,20.253,2783,430,209,602,419,291,128,91,74,125,107,96,48,47,38,55,23
657,340461476,1000,972,326.371,19.8338,2773,431,206,590,419,291,130,91,74,125,108,93,48,48,38,58,23
658,340461476,1000,973,361.428,19.7329,2778,428,207,599,419,295,127,91,73,119,109,98,48,48,37,56,24
659,340461476,1000,974,323.891,20.5284,2763,428,203,605,416,290,128,89,73,119,108,96,48,48,37,51,24
660,340461476,1000,971,324.691,20.3485,2755,427,205,593,418,290,130,88,70,118,107,99,50,48,37,51,24
661,340461476,1000,967,348.416,21.3906,2755,435,205,588,417,287,130,87,69,121,105,101,50,48,37,51,24
662,340461476,1000,965,340.031,21.4433,2747,433,205,587,414,284,133,87,69,119,105,99,53,47,37,51,24
663,340461476,1000,964,385.982,21.9609,2745,433,203,586,415,280,134,86,69,119,108,101,53,47,37,50,24
664,340461476,1000,963,405.196,22.2035,2742,433,204,581,417,276,138,85,68,119,107,102,53,47,37,50,25
665,340461476,1000,962,372.897,23.0818,2736,431,202,582,416,270,139,86,69,120,108,101,53,46,37,51,25
666,340461476,1000,961,428.641,22.5791,2724,433,203,575,409,270,139,85,68,121,106,101,52,49,36,52,25
667,340461476,1000,959,337.192,23.6025,2730,434,199,574,412,275,137,86,67,121,106,102,51,49,36,52,29
668,340461476,1000,955,399.192,22.5906,2721,434,199,573,409,274,132,86,70,125,103,102,50,47,36,53,28
669,340461476,1000,955,326.482,22.9797,2717,430,201,575,407,275,134,83,69,126,103,101,51,45,36,53,28
670,340461476,1000,951,374.791,22.3348,2715,429,200,579,411,270,135,82,69,128,101,101,50,43,37,52,28
671,340461476,1000,955,346.214,21.8699,2712,429,199,579,411,266,138,82,69,129,99,99,49,46,37,52,28
672,340461476,1000,953,380.416,22.1714,2726,430,194,582,419,267,136,84,68,128,98,101,50,49,37,55,28
673,340461476,1000,950,370.834,21.8518,2697,424,189,574,417,261,135,83,67,128,98,101,48,53,37,54,28
674,340461476,1000,948,390.942,22.697,2659,419,187,566,409,257,132,83,69,126,94,102,47,51,37,53,27
675,340461476,1000,948,351.659,23.5791,2657,418,191,561,401,259,130,85,69,128,96,102,50,51,36,53,27
676,340461476,1000,945,357.746,23.3469,2650,414,192,564,402,258,128,85,67,126,96,102,50,51,36,52,27
677,340461476,1000,946,343.372,24.8116,2628,411,186,565,394,261,127,84,66,127,92,102,48,49,36,53,27
678,340461476,1000,945,336.064,23.5314,2631,403,191,557,400,266,133,85,62,126,91,103,50,48,36,53,27
679,340461476,1000,943,350.222,24.4693,2617,399,189,551,400,263,130,87,61,127,94,102,51,47,36,53,27
680,340461476,1000,938,344.597,23.2428,2597,390,187,550,392,263,130,87,63,128,93,101,51,47,34,54,27
681,340461476,1000,941,339.034,23.6922,2588,392,184,547,390,264,130,87,66,128,92,101,51,46,31,53,26
682,340461476,1000,938,349.266,23.1399,2583,392,183,544,385,257,131,85,69,126,97,105,54,46,29,53,27
683,340461476,1000,936,316.981,23.5499,2569,389,183,541,383,253,133,85,69,127,95,103,53,45,27,55,28
684,340461476,1000,939,320.208,23.503,2559,390,182,542,377,251,131,85,67,128,92,103,54,48,27,54,28
685,340461476,1000,934,288.048,24.0245,2558,389,181,539,385,249,128,85,69,128,92,103,53,48,28,54,27
686,340461476,1000,933,298.935,23.531,2556,387,179,543,377,250,130,85,71,126,91,102,54,49,30,55,27
687,340461476,1000,931,258.862,23.453,2551,392,181,536,373,247,129,85,77,123,90,102,53,51,30,55,27
688,340461476,1000,930,308.286,23.1028,2541,390,179,527,378,248,130,86,75,123,89,102,52,51,30,55,26
689,340461476,1000,932,239.574,22.6157,2531,391,175,520,381,249,130,86,74,121,88,102,51,51,31,55,26
690,340461476,1000,927,306.801,22.6538,2497,384,170,510,376,244,128,86,73,117,88,99,53,53,32,55,29
691,340461476,1000,927,230.131,22.474,2498,381,170,512,378,244,129,84,73,122,87,97,55,51,33,53,29
692,340461476,1000,928,272.384,22.2384,2483,381,169,509,372,239,129,88,69,123,88,99,54,47,33,54,29
693,340461476,1000,929,227.132,22.3822,2467,381,168,507,367,238,125,86,67,122,87,98,53,48,35,55,30
694,340461476,1000,932,244.602,21.7955,2479,377,173,519,368,237,126,87,69,123,85,97,54,48,32,54,30
695,340461476,1000,930,254.538,21.5478,2450,375,171,507,362,233,125,87,68,123,85,96,53,48,33,55,29
696,340461476,1000,930,256.098,20.7386,2442,374,171,510,357,231,126,87,69,124,84,94,51,48,33,54,29
697,340461476,1000,929,329.064,20.4693,2427,372,166,508,356,230,125,86,69,121,86,92,52,48,35,53,28
698,340461476,1000,928,286.963,19.271,2399,365,168,506,349,229,126,86,66,121,81,89,53,47,33,51,29
699,340461476,1000,922,392.092,19.753,2372,356,171,497,341,224,125,85,65,122,85,87,54,47,31,53,29
700,340461476,1000,923,288.581,18.2281,2374,349,176,491,348,222,123,84,67,121,86,92,55,46,32,53,29
701,340461476,1000,921,408.103,19.0278,2371,350,175,485,348,219,126,84,72,123,86,91,55,45,32,52,28
702,340461476,1000,922,286.065,17.5689,2348,344,176,483,334,217,127,90,71,123,84,89,54,45,29,52,30
703,340461476,1000,920,421.556,17.8066,2336,342,177,480,337,216,122,86,71,120,82,94,54,46,29,51,29
704,340461476,1000,919,293.922,16.8031,2333,345,175,477,338,217,121,85,71,119,81,97,54,46,28,51,28
705,340461476,1000,920,412.759,16.5494,2315,346,176,473,329,212,122,86,69,118,81,95,54,45,29,51,29
706,340461476,1000,914,304.778,16.5326,2305,342,179,471,331,210,120,85,70,115,80,96,54,45,28,51,28
707,340461476,1000,916,362.436,16.2842,2303,339,178,469,331,212,121,86,71,111,82,97,55,43,28,51,29
708,340461476,1000,915,318.499,17.8311,2279,334,177,466,328,212,118,87,70,108,80,97,54,42,29,47,30
709,340461476,1000,915,318.065,17.4924,2281,335,183,461,329,211,117,89,71,110,78,97,54,42,29,46,29
710,340461476,1000,915,314.579,20.0115,2270,337,182,462,327,208,118,85,73,105,76,98,51,43,29,47,29
711,340461476,1000,913,269.819,18.9731,2260,341,184,453,326,204,118,86,72,109,75,95,51,43,29,45,29
712,340461476,1000,911,302.041,21.4871,2261,341,192,447,323,201,118,84,73,110,78,95,50,46,29,45,29
713,340461476,1000,909,250.248,19.9704,2250,339,193,443,323,201,116,85,73,105,79,93,49,47,29,44,31
714,340461476,1000,908,283.504,22.4772,2237,337,191,438,319,201,112,88,74,102,78,95,48,46,29,48,31
715,340461476,1000,907,272.041,20.848,2250,340,189,443,321,201,115,87,75,101,80,96,49,46,29,47,31
716,340461476,1000,904,288.46,22.8845,2241,333,189,444,319,200,114,84,76,100,79,97,48,47,30,50,31
717,340461476,1000,902,307.644,21.6038,2233,332,188,435,320,197,118,87,76,102,79,95,47,47,30,50,30
718,340461476,1000,906,315.167,22.2963,2262,340,185,436,322,197,121,88,78,105,81,98,48,48,29,56,30
719,340461476,1000,901,318.105,21.7386,2247,341,183,426,320,196,117,88,78,105,81,96,47,49,30,60,30
720,340461476,1000,901,335.458,21.3874,2246,336,184,430,326,193,119,91,78,101,78,95,48,49,30,58,30
721,340461476,1000,903,301.473,21.2464,2248,330,182,436,323,199,121,91,78,100,79,97,47,49,30,55,31
722,340461476,1000,902,341.054,20.0329,2247,327,183,434,324,199,122,90,78,101,77,100,47,49,30,56,30
723,340461476,1000,903,275.393,20.1828,2249,325,182,437,328,196,122,91,77,99,80,98,49,49,30,57,29
724,340461476,1000,907,328.533,18.877,2269,324,182,444,333,197,125,93,77,98,81,100,51,49,30,57,28
725,340461476,1000,912,255.788,18.8794,2276,325,183,448,331,200,123,91,79,99,81,99,50,48,30,60,29
726,340461476,1000,907,309.096,18.4429,2287,322,186,452,330,198,126,92,79,101,79,100,53,48,31,60,30
727,340461476,1000,905,254.275,18.4302,2289,317,188,453,326,197,128,93,78,102,81,100,56,49,31,59,31
728,340461476,1000,906,300.202,18.8129,2300,319,186,459,326,201,127,95,78,106,81,99,56,47,30,59,31
729,340461476,1000,906,268.163,19.1322,2297,317,183,459,324,202,127,96,76,109,81,99,57,46,30,61,30
