Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,arabiensis_AvailableHabitat,funestus_AvailableHabitat,gambiae_AvailableHabitat,arabiensis_EggCrowdingCorrection,funestus_EggCrowdingCorrection,gambiae_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived
0,26,0,913,0,0,913,882,0,0,65400,32700,0,0,0,0,0,0,87,0,0,55028.4,2985,6114.27,1,1,1,0,0,0
0,25,1,89,0,0,89,88,0,0,6600,3300,29,0,1,0,0,0,11,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,24,10,83,0,0,83,89,0,0,5800,2900,25,0,3,0,0,0,17,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,23,15,182,0,0,182,176,0,0,13600,6800,54,0,10,0,0,0,18,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,22,0,358,0,0,358,360,0,0,25400,12700,0,0,0,0,0,0,42,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,21,0,354,0,0,354,358,0,0,23800,11900,0,0,0,0,0,0,46,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,20,10,91,0,0,91,86,0,0,5800,2900,24,0,3,0,0,0,9,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,19,10,87,0,0,87,86,0,0,6000,3000,26,0,4,0,0,0,13,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,18,10,95,0,0,95,89,0,0,6000,3000,21,0,8,0,0,0,5,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,17,5,188,0,0,188,178,0,0,11400,5700,43,0,8,0,0,0,12,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,16,0,364,0,0,364,367,0,0,24400,12200,0,0,0,0,0,0,36,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,15,5,88,0,0,88,86,0,0,6400,3200,26,0,6,0,0,0,12,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,14,0,94,0,0,94,89,0,0,5600,2800,0,0,0,0,0,0,6,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,13,10,87,0,0,87,90,0,0,6200,3100,25,0,5,0,0,0,13,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,12,15,86,0,0,86,90,0,0,7600,3800,32,0,4,0,0,0,14,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,11,10,174,0,0,174,178,0,0,12200,6100,52,0,5,0,0,0,26,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,10,10,46,0,0,46,42,0,0,2800,1400,12,0,2,0,0,0,4,0,0,1375.71,74.625,152.857,1,1,1,0,0,0
0,9,10,97,0,0,97,93,0,0,4400,2200,18,0,2,0,0,0,3,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,8,10,89,0,0,89,93,0,0,6400,3200,24,0,6,0,0,0,11,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,7,0,88,0,0,88,92,0,0,7000,3500,0,0,0,0,0,0,12,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,6,10,91,0,0,91,93,0,0,7200,3600,28,0,6,0,0,0,9,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,5,15,46,0,0,46,44,0,0,3200,1600,11,0,3,0,0,0,4,0,0,1375.71,74.625,152.857,1,1,1,0,0,0
0,4,5,44,0,0,44,44,0,0,3000,1500,12,0,3,0,0,0,6,0,0,1375.71,74.625,152.857,1,1,1,0,0,0
0,3,1,90,0,0,90,92,0,0,6200,3100,24,0,4,0,0,0,10,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,2,10,88,0,0,88,92,0,0,6600,3300,23,0,7,0,0,0,12,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,1,5,86,0,0,86,89,0,0,4600,2300,17,0,5,0,0,0,14,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
1,26,0,816,0,0,816,790,0,30653,50400,25200,0,0,0,0,0,0,97,0,0,59163.2,1496.15,2879.69,1,0.160484,0.24263,0,0,0
1,25,1,90,0,0,90,77,0,2244,5400,2700,26,0,6,0,0,0,8,0,0,2238.16,61.7575,165.685,1,0.074625,0.109183,0,0,0
1,24,10,72,0,0,72,79,0,2656,5400,2700,23,0,3,0,0,0,13,0,0,1838.16,68.7575,146.685,1,0.074625,0.191071,0,0,0
1,23,14,156,0,0,156,160,0,5306,10800,5400,53,0,9,0,0,0,12,0,0,17190.8,390.787,660.423,1,0.207292,0.218367,0,0,0
1,22,0,275,0,0,275,327,0,11759,18600,9300,0,0,0,0,0,0,18,0,0,33181.6,723.575,1431.85,1,0.213214,0.272958,0,0,0
1,21,0,273,0,0,273,321,0,11802,20200,10100,0,0,0,0,0,0,35,0,0,33181.6,688.575,1423.85,1,0.207292,0.325227,0,0,0
1,20,10,83,0,0,83,75,0,2056,6600,3300,32,0,2,0,0,0,10,0,0,2438.16,71.7575,143.685,1,0.074625,0.138961,0,0,0
1,19,9,94,0,0,94,78,0,2454,5800,2900,23,0,5,0,0,0,11,0,0,2038.16,61.7575,155.685,1,0.0678409,0.169841,0,0,0
1,18,10,92,0,0,92,75,0,3235,6200,3100,32,0,7,0,0,0,14,0,0,1280.16,67.7575,126.685,0.98265,0.14925,0.138961,0,0,0
1,17,5,164,0,0,164,153,0,5875,11200,5600,54,0,6,0,0,0,21,0,0,16590.8,393.787,688.423,1,0.266518,0.305713,0,0,0
1,16,0,273,0,0,273,330,0,11529,18400,9200,0,0,0,0,0,0,33,0,0,33381.6,703.575,1481.85,1,0.207292,0.299719,0,0,0
1,15,5,80,0,0,80,81,0,2271,5200,2600,22,0,3,0,0,0,12,0,0,2238.16,58.7575,141.685,1,0.0678409,0.127381,0,0,0
1,14,0,90,0,0,90,81,0,2462,6800,3400,0,0,0,0,0,0,13,0,0,2038.16,71.7575,137.685,1,0.0829167,0.169841,0,0,0
1,13,9,79,0,0,79,82,0,2712,5200,2600,26,0,2,0,0,0,15,0,0,1838.16,65.7575,93.6847,1,0.106607,0.117582,0,0,0
1,12,16,92,0,0,92,84,0,2254,6400,3200,32,0,7,0,0,0,11,0,0,2238.16,80.7575,136.685,1,0.0533036,0.101904,0,0,0
1,11,8,151,0,0,151,156,0,6059,9600,4800,46,0,5,0,0,0,12,0,0,16390.8,393.787,704.423,1,0.233203,0.293955,0,0,0
1,10,11,59,0,0,59,38,0,1035,3800,1900,17,0,3,0,0,0,5,0,0,1219.08,41.3788,59.3424,1,0.124375,0.109183,0,0,0
1,9,11,105,0,0,105,88,0,1480,6200,3100,28,0,4,0,0,0,10,0,0,3038.16,61.7575,129.685,1,0.0829167,0.191071,0,0,0
1,8,11,78,0,0,78,83,0,2670,5200,2600,23,0,3,0,0,0,15,0,0,1838.16,62.7575,138.685,1,0.074625,0.138961,0,0,0
1,7,0,81,0,0,81,76,0,2467,5200,2600,0,0,0,0,0,0,8,0,0,2038.16,71.7575,132.685,1,0.0574038,0.127381,0,0,0
1,6,10,98,0,0,98,88,0,2447,5400,2700,21,0,6,0,0,0,9,0,0,2038.16,55.7575,168.685,1,0.0621875,0.109183,0,0,0
1,5,16,64,0,0,64,39,0,1023,4600,2300,20,0,5,0,0,0,5,0,0,1219.08,43.3788,69.3424,1,0.0466406,0.191071,0,0,0
1,4,5,59,0,0,59,40,0,1414,4800,2400,22,0,4,0,0,0,9,0,0,819.081,42.3788,79.3424,1,0.124375,0.127381,0,0,0
1,3,2,75,0,0,75,86,0,2829,4200,2100,16,0,4,0,0,0,13,0,0,1638.16,79.7575,162.685,1,0.0932812,0.138961,0,0,0
1,2,9,101,0,0,101,77,0,3177,5600,2800,27,0,1,0,0,0,10,0,0,1291.16,69.7575,171.685,0.98265,0.0678409,0.191071,0,0,0
1,1,5,74,0,0,74,83,0,2071,4400,2200,22,0,3,0,0,0,5,0,0,2438.16,53.7575,146.685,1,0.186562,0.138961,0,0,0
2,26,0,713,0,0,713,719,0,47740,47200,23600,0,0,0,0,0,0,103,0,0,70269.3,1695.6,3294.92,1,0.0997433,0.145439,0,0,0
2,25,1,93,0,0,93,73,0,3665,6400,3200,27,0,8,0,0,0,9,0,0,2217.02,83.5299,184.446,1,0.0441125,0.0637249,0,0,0
2,24,10,82,0,0,82,65,0,4444,4200,2100,19,0,4,0,0,0,14,0,0,1470.02,85.5299,150.446,1,0.0381986,0.0814915,0,0,0
2,23,15,123,0,0,123,137,0,8650,9200,4600,42,0,8,0,0,0,18,0,0,20807.1,448.65,844.231,1,0.0976969,0.165106,0,0,0
2,22,0,203,0,0,203,292,0,19180,12400,6200,0,0,0,0,0,0,16,0,0,39753.2,832.299,1734.46,1,0.109633,0.255687,0,0,0
2,21,0,207,0,0,207,287,0,17972,11600,5800,0,0,0,0,0,0,25,0,0,40935.2,901.299,1691.46,1,0.10759,0.165564,0,0,0
2,20,10,79,0,0,79,67,0,4068,4600,2300,24,0,3,0,0,0,10,0,0,1814.02,96.5299,171.446,1,0.0448484,0.0478949,0,0,0
2,19,10,86,0,0,86,72,0,4450,5800,2900,28,0,2,0,0,0,16,0,0,1450.02,93.5299,156.446,1,0.0385984,0.0707658,0,0,0
2,18,10,91,0,0,91,68,0,4420,6000,3000,30,0,6,0,0,0,9,0,0,1490.02,87.5299,152.446,0.800102,0.0307989,0.0527853,0,0,0
2,17,6,146,0,0,146,139,0,9250,9800,4900,55,0,9,0,0,0,16,0,0,20271.1,441.65,787.231,1,0.140638,0.122933,0,0,0
2,16,0,217,0,0,217,298,0,16389,15000,7500,0,0,0,0,0,0,26,0,0,42569.2,913.299,1628.46,1,0.11348,0.17641,0,0,0
2,15,5,72,0,0,72,68,0,3671,4800,2400,20,0,5,0,0,0,10,0,0,2224.02,87.5299,167.446,1,0.0367234,0.0644021,0,0,0
2,14,0,83,0,0,83,69,0,3851,7000,3500,0,0,0,0,0,0,10,0,0,2062.02,82.5299,154.446,1,0.0597979,0.0327821,0,0,0
