Time,NodeID,Gender,AgeYears,NumIndividuals,NumInfected
0,9,M,40,180,0
0,9,M,80,165,0
0,9,M,125,167,0
0,9,F,40,156,0
0,9,F,80,171,0
0,9,F,125,161,0
0,8,M,40,163,0
0,8,M,80,157,0
0,8,M,125,164,0
0,8,F,40,176,0
0,8,F,80,174,0
0,8,F,125,166,0
0,7,M,40,163,0
0,7,M,80,158,0
0,7,M,125,173,0
0,7,F,40,166,0
0,7,F,80,174,0
0,7,F,125,166,0
0,6,M,40,151,0
0,6,M,80,174,0
0,6,M,125,159,0
0,6,F,40,174,0
0,6,F,80,175,0
0,6,F,125,167,0
0,5,M,40,170,0
0,5,M,80,147,0
0,5,M,125,180,0
0,5,F,40,162,0
0,5,F,80,161,0
0,5,F,125,180,0
0,4,M,40,173,0
0,4,M,80,185,0
0,4,M,125,155,0
0,4,F,40,172,0
0,4,F,80,157,0
0,4,F,125,158,0
0,3,M,40,157,0
0,3,M,80,161,0
0,3,M,125,182,0
0,3,F,40,163,0
0,3,F,80,172,0
0,3,F,125,165,0
0,2,M,40,160,0
0,2,M,80,168,0
0,2,M,125,142,0
0,2,F,40,203,0
0,2,F,80,154,0
0,2,F,125,173,0
0,1,M,40,173,0
0,1,M,80,171,0
0,1,M,125,169,0
0,1,F,40,155,0
0,1,F,80,172,0
0,1,F,125,160,0
1,9,M,40,159,0
1,9,M,80,156,0
1,9,M,125,270,0
1,9,F,40,105,0
1,9,F,80,94,0
1,9,F,125,214,0
1,8,M,40,88,0
1,8,M,80,82,0
1,8,M,125,192,0
1,8,F,40,166,0
1,8,F,80,170,0
1,8,F,125,279,0
1,7,M,40,143,0
1,7,M,80,152,0
1,7,M,125,287,0
1,7,F,40,109,0
1,7,F,80,103,0
1,7,F,125,216,0
1,6,M,40,78,0
1,6,M,80,208,0
1,6,M,125,90,0
1,6,F,40,162,0
1,6,F,80,315,0
1,6,F,125,175,0
1,5,M,40,173,0
1,5,M,80,272,0
1,5,M,125,193,0
1,5,F,40,82,0
1,5,F,80,176,0
1,5,F,125,91,0
1,4,M,40,95,0
1,4,M,80,225,0
1,4,M,125,86,0
1,4,F,40,161,0
1,4,F,80,283,0
1,4,F,125,161,0
1,3,M,40,274,0
1,3,M,80,141,0
1,3,M,125,149,0
1,3,F,40,209,0
1,3,F,80,104,0
1,3,F,125,98,0
1,2,M,40,190,0
1,2,M,80,97,0
1,2,M,125,79,0
1,2,F,40,324,0
1,2,F,80,158,0
1,2,F,125,164,0
1,1,M,40,290,0
1,1,M,80,153,0
1,1,M,125,145,0
1,1,F,40,209,0
1,1,F,80,107,0
1,1,F,125,98,0
2,9,M,40,138,0
2,9,M,80,134,0
2,9,M,125,347,0
2,9,F,40,60,0
2,9,F,80,52,0
2,9,F,125,240,0
2,8,M,40,45,0
2,8,M,80,44,0
2,8,M,125,192,0
2,8,F,40,150,0
2,8,F,80,173,0
2,8,F,125,375,0
2,7,M,40,118,0
2,7,M,80,145,0
2,7,M,125,399,0
2,7,F,40,61,0
2,7,F,80,62,0
2,7,F,125,252,0
2,6,M,40,45,0
2,6,M,80,203,0
2,6,M,125,55,0
2,6,F,40,166,0
2,6,F,80,396,0
2,6,F,125,171,0
2,5,M,40,159,0
2,5,M,80,391,0
2,5,M,125,165,0
2,5,F,40,48,0
2,5,F,80,171,0
2,5,F,125,47,0
2,4,M,40,52,0
2,4,M,80,231,0
2,4,M,125,49,0
2,4,F,40,157,0
2,4,F,80,378,0
2,4,F,125,148,0
2,3,M,40,368,0
2,3,M,80,128,0
2,3,M,125,125,0
2,3,F,40,233,0
2,3,F,80,60,0
2,3,F,125,68,0
2,2,M,40,199,0
2,2,M,80,58,0
2,2,M,125,46,0
2,2,F,40,423,0
2,2,F,80,152,0
2,2,F,125,143,0
2,1,M,40,366,0
2,1,M,80,152,0
2,1,M,125,113,0
2,1,F,40,229,0
2,1,F,80,66,0
2,1,F,125,52,0
3,9,M,40,105,0
3,9,M,80,115,0
3,9,M,125,421,0
3,9,F,40,35,0
3,9,F,80,30,0
3,9,F,125,247,0
3,8,M,40,31,0
3,8,M,80,25,0
3,8,M,125,203,0
3,8,F,40,130,0
3,8,F,80,149,0
3,8,F,125,487,0
3,7,M,40,95,0
3,7,M,80,126,0
3,7,M,125,459,0
3,7,F,40,38,0
3,7,F,80,36,0
3,7,F,125,251,0
3,6,M,40,29,0
3,6,M,80,211,0
3,6,M,125,33,0
3,6,F,40,144,0
3,6,F,80,471,0
3,6,F,125,165,0
3,5,M,40,141,0
3,5,M,80,483,0
3,5,M,125,145,0
3,5,F,40,13,0
3,5,F,80,169,0
3,5,F,125,18,0
3,4,M,40,32,0
3,4,M,80,232,0
3,4,M,125,23,0
3,4,F,40,138,0
3,4,F,80,452,0
3,4,F,125,146,0
3,3,M,40,427,0
3,3,M,80,119,0
3,3,M,125,94,0
3,3,F,40,256,0
3,3,F,80,36,0
3,3,F,125,36,0
3,2,M,40,202,0
3,2,M,80,37,0
3,2,M,125,22,0
3,2,F,40,531,0
3,2,F,80,125,0
3,2,F,125,115,0
3,1,M,40,428,0
3,1,M,80,138,0
3,1,M,125,91,0
3,1,F,40,242,0
3,1,F,80,42,0
3,1,F,125,31,0
4,9,M,40,84,0
4,9,M,80,110,0
4,9,M,125,475,0
4,9,F,40,24,0
4,9,F,80,17,0
4,9,F,125,228,0
4,8,M,40,20,0
4,8,M,80,14,0
4,8,M,125,174,0
4,8,F,40,117,0
4,8,F,80,122,0
4,8,F,125,575,0
4,7,M,40,78,0
4,7,M,80,109,0
4,7,M,125,518,0
4,7,F,40,20,0
4,7,F,80,18,0
4,7,F,125,260,0
4,6,M,40,21,0
4,6,M,80,199,0
4,6,M,125,18,0
4,6,F,40,133,0
4,6,F,80,534,0
4,6,F,125,157,0
4,5,M,40,125,0
4,5,M,80,581,0
4,5,M,125,139,0
4,5,F,40,5,0
4,5,F,80,148,0
4,5,F,125,12,0
4,4,M,40,19,0
4,4,M,80,214,0
4,4,M,125,10,0
4,4,F,40,124,0
4,4,F,80,507,0
4,4,F,125,139,0
4,3,M,40,485,0
4,3,M,80,114,0
4,3,M,125,66,0
4,3,F,40,249,0
4,3,F,80,20,0
4,3,F,125,21,0
4,2,M,40,178,0
4,2,M,80,24,0
4,2,M,125,14,0
4,2,F,40,613,0
4,2,F,80,116,0
4,2,F,125,88,0
4,1,M,40,480,0
4,1,M,80,121,0
4,1,M,125,77,0
4,1,F,40,242,0
4,1,F,80,28,0
4,1,F,125,16,0
5,9,M,40,68,0
5,9,M,80,103,0
5,9,M,125,513,0
5,9,F,40,17,0
5,9,F,80,10,0
5,9,F,125,222,0
5,8,M,40,10,0
5,8,M,80,9,0
5,8,M,125,150,0
5,8,F,40,89,0
5,8,F,80,108,0
5,8,F,125,663,0
5,7,M,40,63,0
5,7,M,80,94,0
5,7,M,125,563,0
5,7,F,40,12,0
5,7,F,80,13,0
5,7,F,125,256,0
5,6,M,40,12,0
5,6,M,80,192,0
5,6,M,125,11,0
5,6,F,40,126,0
5,6,F,80,576,0
5,6,F,125,137,0
5,5,M,40,103,0
5,5,M,80,654,0
5,5,M,125,125,0
5,5,F,40,3,0
5,5,F,80,117,0
5,5,F,125,5,0
5,4,M,40,13,0
5,4,M,80,203,0
5,4,M,125,8,0
5,4,F,40,110,0
5,4,F,80,551,0
5,4,F,125,122,0
5,3,M,40,528,0
5,3,M,80,102,0
5,3,M,125,51,0
5,3,F,40,250,0
5,3,F,80,13,0
5,3,F,125,11,0
5,2,M,40,161,0
5,2,M,80,14,0
5,2,M,125,5,0
5,2,F,40,693,0
5,2,F,80,102,0
5,2,F,125,71,0
5,1,M,40,532,0
5,1,M,80,115,0
5,1,M,125,65,0
5,1,F,40,227,0
5,1,F,80,19,0
5,1,F,125,10,0
6,9,M,40,54,0
6,9,M,80,93,0
6,9,M,125,549,0
6,9,F,40,13,0
6,9,F,80,4,0
6,9,F,125,220,0
6,8,M,40,6,0
6,8,M,80,3,0
6,8,M,125,125,0
6,8,F,40,73,0
6,8,F,80,97,0
6,8,F,125,730,0
6,7,M,40,45,0
6,7,M,80,90,0
6,7,M,125,598,0
6,7,F,40,8,0
6,7,F,80,10,0
6,7,F,125,252,0
6,6,M,40,4,0
6,6,M,80,171,0
6,6,M,125,7,0
6,6,F,40,125,0
6,6,F,80,616,0
6,6,F,125,118,0
6,5,M,40,98,0
6,5,M,80,732,0
6,5,M,125,117,0
6,5,F,40,1,0
6,5,F,80,92,0
6,5,F,125,4,0
6,4,M,40,6,0
6,4,M,80,191,0
6,4,M,125,3,0
6,4,F,40,106,0
6,4,F,80,581,0
6,4,F,125,102,0
6,3,M,40,566,0
6,3,M,80,95,0
6,3,M,125,37,0
6,3,F,40,234,0
6,3,F,80,6,0
6,3,F,125,9,0
6,2,M,40,134,0
6,2,M,80,7,0
6,2,M,125,3,0
6,2,F,40,756,0
6,2,F,80,93,0
6,2,F,125,56,0
6,1,M,40,577,0
6,1,M,80,104,0
6,1,M,125,52,0
6,1,F,40,211,0
6,1,F,80,10,0
6,1,F,125,6,0
7,9,M,40,38,0
7,9,M,80,78,0
7,9,M,125,581,0
7,9,F,40,6,0
7,9,F,80,3,0
7,9,F,125,209,0
7,8,M,40,3,0
7,8,M,80,2,0
7,8,M,125,102,0
7,8,F,40,62,0
7,8,F,80,71,0
7,8,F,125,798,0
7,7,M,40,32,0
7,7,M,80,87,0
7,7,M,125,635,0
7,7,F,40,4,0
7,7,F,80,6,0
7,7,F,125,245,0
7,6,M,40,2,0
7,6,M,80,149,0
7,6,M,125,4,0
7,6,F,40,111,0
7,6,F,80,650,0
7,6,F,125,97,0
7,5,M,40,77,0
7,5,M,80,809,0
7,5,M,125,95,0
7,5,F,40,0,0
7,5,F,80,73,0
7,5,F,125,3,0
7,4,M,40,3,0
7,4,M,80,165,0
7,4,M,125,2,0
7,4,F,40,95,0
7,4,F,80,620,0
7,4,F,125,97,0
7,3,M,40,603,0
7,3,M,80,99,0
7,3,M,125,28,0
7,3,F,40,225,0
7,3,F,80,3,0
7,3,F,125,6,0
7,2,M,40,115,0
7,2,M,80,4,0
7,2,M,125,2,0
7,2,F,40,818,0
7,2,F,80,78,0
7,2,F,125,39,0
7,1,M,40,617,0
7,1,M,80,93,0
7,1,M,125,42,0
7,1,F,40,206,0
7,1,F,80,5,0
7,1,F,125,3,0
8,9,M,40,28,0
8,9,M,80,69,0
8,9,M,125,603,0
8,9,F,40,5,0
8,9,F,80,1,0
8,9,F,125,191,0
8,8,M,40,1,0
8,8,M,80,2,0
8,8,M,125,90,0
8,8,F,40,43,0
8,8,F,80,62,0
8,8,F,125,855,0
8,7,M,40,25,0
8,7,M,80,83,0
8,7,M,125,658,0
8,7,F,40,4,0
8,7,F,80,4,0
8,7,F,125,216,0
8,6,M,40,1,0
8,6,M,80,137,0
8,6,M,125,1,0
8,6,F,40,113,0
8,6,F,80,674,0
8,6,F,125,98,0
8,5,M,40,59,0
8,5,M,80,876,0
8,5,M,125,82,0
8,5,F,40,0,0
8,5,F,80,67,0
8,5,F,125,2,0
8,4,M,40,3,0
8,4,M,80,134,0
8,4,M,125,1,0
8,4,F,40,80,0
8,4,F,80,642,0
8,4,F,125,99,0
8,3,M,40,631,0
8,3,M,80,92,0
8,3,M,125,19,0
8,3,F,40,200,0
8,3,F,80,0,0
8,3,F,125,3,0
8,2,M,40,99,0
8,2,M,80,3,0
8,2,M,125,2,0
8,2,F,40,883,0
8,2,F,80,57,0
8,2,F,125,32,0
8,1,M,40,643,0
8,1,M,80,90,0
8,1,M,125,35,0
8,1,F,40,199,0
8,1,F,80,2,0
8,1,F,125,1,0
9,9,M,40,22,0
9,9,M,80,66,0
9,9,M,125,624,0
9,9,F,40,3,0
9,9,F,80,1,0
9,9,F,125,176,0
9,8,M,40,1,0
9,8,M,80,2,0
9,8,M,125,77,0
9,8,F,40,26,0
9,8,F,80,53,0
9,8,F,125,912,0
9,7,M,40,18,0
9,7,M,80,70,0
9,7,M,125,682,0
9,7,F,40,1,0
9,7,F,80,3,0
9,7,F,125,195,0
9,6,M,40,1,0
9,6,M,80,132,0
9,6,M,125,0,0
9,6,F,40,104,0
9,6,F,80,693,0
9,6,F,125,96,0
9,5,M,40,53,0
9,5,M,80,921,0
9,5,M,125,66,0
9,5,F,40,0,0
9,5,F,80,56,0
9,5,F,125,2,0
9,4,M,40,2,0
9,4,M,80,131,0
9,4,M,125,1,0
9,4,F,40,74,0
9,4,F,80,659,0
9,4,F,125,88,0
9,3,M,40,650,0
9,3,M,80,78,0
9,3,M,125,15,0
9,3,F,40,179,0
9,3,F,80,0,0
9,3,F,125,2,0
9,2,M,40,83,0
9,2,M,80,2,0
9,2,M,125,2,0
9,2,F,40,952,0
9,2,F,80,42,0
9,2,F,125,25,0
9,1,M,40,660,0
9,1,M,80,84,0
9,1,M,125,24,0
9,1,F,40,188,0
9,1,F,80,2,0
9,1,F,125,1,0
10,9,M,40,18,0
10,9,M,80,55,0
10,9,M,125,640,0
10,9,F,40,1,0
10,9,F,80,0,0
10,9,F,125,170,0
10,8,M,40,1,0
10,8,M,80,2,0
10,8,M,125,73,0
10,8,F,40,18,0
10,8,F,80,42,0
10,8,F,125,953,0
10,7,M,40,14,0
10,7,M,80,58,0
10,7,M,125,701,0
10,7,F,40,1,0
10,7,F,80,1,0
10,7,F,125,176,0
10,6,M,40,1,0
10,6,M,80,128,0
10,6,M,125,0,0
10,6,F,40,85,0
10,6,F,80,710,0
10,6,F,125,87,0
10,5,M,40,51,0
10,5,M,80,967,0
10,5,M,125,52,0
10,5,F,40,0,0
10,5,F,80,46,0
10,5,F,125,2,0
10,4,M,40,1,0
10,4,M,80,120,0
10,4,M,125,1,0
10,4,F,40,74,0
10,4,F,80,673,0
10,4,F,125,87,0
10,3,M,40,660,0
10,3,M,80,77,0
10,3,M,125,11,0
10,3,F,40,173,0
10,3,F,80,0,0
10,3,F,125,1,0
10,2,M,40,69,0
10,2,M,80,1,0
10,2,M,125,0,0
10,2,F,40,1012,0
10,2,F,80,36,0
10,2,F,125,20,0
10,1,M,40,675,0
10,1,M,80,78,0
10,1,M,125,13,0
10,1,F,40,163,0
10,1,F,80,1,0
10,1,F,125,1,0
11,9,M,40,13,0
11,9,M,80,49,0
11,9,M,125,652,0
11,9,F,40,1,0
11,9,F,80,0,0
11,9,F,125,164,0
11,8,M,40,0,0
11,8,M,80,1,0
11,8,M,125,54,0
11,8,F,40,13,0
11,8,F,80,34,0
11,8,F,125,1002,0
11,7,M,40,9,0
11,7,M,80,58,0
11,7,M,125,719,0
