Year,Node_ID,Event_Name,Individual_ID,Age,Gender,Infectiousness
0.0520548,1,Vaccinated,7827,15534.7,M,0
0.0520548,1,Vaccinated,8084,16207.3,M,0
0.0520548,1,Vaccinated,8236,14753.4,M,0
0.0520548,1,Vaccinated,8419,16704.7,F,0
0.0520548,1,Vaccinated,8765,17750.8,M,0
0.0520548,1,Vaccinated,8869,15198.7,M,0
0.0520548,1,Vaccinated,9811,17504.1,M,0
0.0958904,1,Vaccinated,26,8114.36,M,0
0.0958904,1,Vaccinated,36,9499.57,M,0.3
0.0958904,1,Vaccinated,188,10391.9,M,0
0.0958904,1,Vaccinated,235,8999.68,M,0
0.0958904,1,Vaccinated,250,10067.4,M,0
0.0958904,1,Vaccinated,389,8035.66,M,0
0.0958904,1,Vaccinated,402,8635.55,M,0
0.0958904,1,Vaccinated,614,8263.63,M,0
0.0958904,1,Vaccinated,640,9118.48,M,0
0.0958904,1,Vaccinated,679,7524.68,M,0
0.0958904,1,Vaccinated,724,9043.71,M,0
0.0958904,1,Vaccinated,1079,9945.4,M,0
0.0958904,1,Vaccinated,1405,9299.25,M,0
0.0958904,1,Vaccinated,1719,9752.45,M,0
0.0958904,1,Vaccinated,2035,8905.14,M,0
0.0958904,1,Vaccinated,2037,9255.92,M,0
0.0958904,1,Vaccinated,2086,9505.76,M,0
0.0958904,1,Vaccinated,2145,8162.46,M,0
0.0958904,1,Vaccinated,2170,9803.17,M,0
0.0958904,1,Vaccinated,2321,7480.79,M,0
0.0958904,1,Vaccinated,2405,9425.27,M,0
0.0958904,1,Vaccinated,2480,9481.85,M,0
0.0958904,1,Vaccinated,2646,8482.71,M,0
0.0958904,1,Vaccinated,2718,9147.45,M,0
0.0958904,1,Vaccinated,2875,9571.43,M,0
0.0958904,1,Vaccinated,2983,7943.46,M,0.3
0.0958904,1,Vaccinated,3031,7728.74,M,0
0.0958904,1,Vaccinated,3050,9581.3,M,0
0.0958904,1,Vaccinated,3265,10537.5,M,0
0.0958904,1,Vaccinated,3377,8744.69,M,0
0.0958904,1,Vaccinated,3791,7769.29,M,0
0.0958904,1,Vaccinated,4034,8011.68,M,0
0.0958904,1,Vaccinated,4243,9399.72,M,0
0.0958904,1,Vaccinated,4551,9253.04,M,0
0.0958904,1,Vaccinated,4591,10107.4,M,0
0.0958904,1,Vaccinated,4692,10247.3,M,0
0.0958904,1,Vaccinated,5148,8552.72,M,0.3
0.0958904,1,Vaccinated,5236,8089.18,M,0.3
0.0958904,1,Vaccinated,5316,7429.1,M,0
0.0958904,1,Vaccinated,5565,8774.42,M,0
0.0958904,1,Vaccinated,5795,9374.42,M,0
0.0958904,1,Vaccinated,5852,8975.6,M,0
0.0958904,1,Vaccinated,5913,10381.8,M,0
0.0958904,1,Vaccinated,6119,8235.05,M,0
0.0958904,1,Vaccinated,6300,7803.95,M,0
0.0958904,1,Vaccinated,6333,9531.83,M,0.3
0.0958904,1,Vaccinated,6385,9147.86,M,0.3
0.0958904,1,Vaccinated,6438,7407.44,M,0
0.0958904,1,Vaccinated,6576,8618.3,M,0
0.0958904,1,Vaccinated,6586,9558.58,M,0
0.0958904,1,Vaccinated,6713,10273.8,M,0
0.0958904,1,Vaccinated,6733,8719.74,M,0
0.0958904,1,Vaccinated,6739,10274,M,0
0.0958904,1,Vaccinated,6801,9598.87,M,0
0.0958904,1,Vaccinated,6919,7742.8,M,0
0.0958904,1,Vaccinated,6954,10391.5,M,0
0.0958904,1,Vaccinated,7091,7386.57,M,0
0.0958904,1,Vaccinated,7456,8201.17,M,0
0.0958904,1,Vaccinated,7499,8996.61,M,0
0.0958904,1,Vaccinated,7536,9580.6,M,0
0.0958904,1,Vaccinated,7601,10491.4,M,0
0.0958904,1,Vaccinated,7641,10387.1,M,0
0.0958904,1,Vaccinated,7702,9292.41,M,0
0.0958904,1,Vaccinated,7763,10037.5,M,0
0.0958904,1,Vaccinated,7812,8782.94,M,0.3
0.0958904,1,Vaccinated,8161,7942.64,M,0
0.0958904,1,Vaccinated,8299,9606.6,M,0
0.0958904,1,Vaccinated,8362,10583.7,M,0
0.0958904,1,Vaccinated,8479,10135.7,M,0
0.0958904,1,Vaccinated,8534,8266.64,M,0
0.0958904,1,Vaccinated,8713,7458.11,M,0
0.0958904,1,Vaccinated,9050,8007.24,M,0
0.0958904,1,Vaccinated,9214,7309.65,M,0
0.0958904,1,Vaccinated,9244,8864.59,M,0
0.0958904,1,Vaccinated,9360,9582.09,M,0.3
0.0958904,1,Vaccinated,9492,9155.36,M,0.3
0.0958904,1,Vaccinated,9530,10124.8,M,0
0.0958904,1,Vaccinated,9641,9338.66,M,0
0.0958904,1,Vaccinated,9713,8360.64,M,0
0.0958904,1,Vaccinated,9776,9003.99,M,0
0.0958904,1,Vaccinated,117,9811.81,F,0.3
0.0958904,1,Vaccinated,424,8993.71,F,0
0.0958904,1,Vaccinated,1277,8870.49,F,0
0.0958904,1,Vaccinated,1455,9472.13,F,0
0.0958904,1,Vaccinated,1513,9613.66,F,0
0.0958904,1,Vaccinated,1788,9593.43,F,0
0.0958904,1,Vaccinated,1830,8442.09,F,0
0.0958904,1,Vaccinated,1981,7842.52,F,0
0.0958904,1,Vaccinated,2093,9360.71,F,0
0.0958904,1,Vaccinated,2361,8560.52,F,0
0.0958904,1,Vaccinated,2419,10026.8,F,0
0.0958904,1,Vaccinated,2619,7308.42,F,0
0.0958904,1,Vaccinated,2797,9108.89,F,0
0.0958904,1,Vaccinated,2962,9934.85,F,0
0.0958904,1,Vaccinated,3359,9436.87,F,0.3
0.0958904,1,Vaccinated,3622,7543.27,F,0
0.0958904,1,Vaccinated,3797,7326.67,F,0
0.0958904,1,Vaccinated,3830,7638.63,F,0
0.0958904,1,Vaccinated,3864,9536.07,F,0
0.0958904,1,Vaccinated,3876,7703.48,F,0
0.0958904,1,Vaccinated,3945,9848.26,F,0
0.0958904,1,Vaccinated,4116,8376.89,F,0
0.0958904,1,Vaccinated,4263,8104.91,F,0.3
0.0958904,1,Vaccinated,4284,9055.37,F,0
0.0958904,1,Vaccinated,4338,10360.6,F,0
0.0958904,1,Vaccinated,4444,8331.67,F,0
0.0958904,1,Vaccinated,4567,9041.39,F,0
0.0958904,1,Vaccinated,4716,9082.25,F,0
0.0958904,1,Vaccinated,4819,10548.2,F,0.3
0.0958904,1,Vaccinated,5276,9453.95,F,0.3
0.0958904,1,Vaccinated,5313,7352,F,0.3
0.0958904,1,Vaccinated,5330,8205.66,F,0
0.0958904,1,Vaccinated,5430,9514.68,F,0
0.0958904,1,Vaccinated,5504,9117.96,F,0
0.0958904,1,Vaccinated,5557,8590.6,F,0
0.0958904,1,Vaccinated,5665,10394.8,F,0
0.0958904,1,Vaccinated,5708,10321.4,F,0
0.0958904,1,Vaccinated,5843,9709.1,F,0
0.0958904,1,Vaccinated,5968,8540.07,F,0
0.0958904,1,Vaccinated,6059,8085.9,F,0
