Time, NodeID, AgeYears, NumIndividuals, NumInfected, NodeProp=Accessibility
105,2,125,10,0,YES
105,1,125,10,0,YES
106,10,125,10,0,YES
106,9,125,10,0,YES
106,8,125,10,2,YES
106,7,125,10,0,YES
106,6,125,10,0,YES
106,5,125,10,0,YES
106,4,125,10,0,YES
106,3,125,10,0,YES
106,2,125,10,0,YES
106,1,125,10,0,YES
107,10,125,10,0,YES
107,9,125,10,0,YES
107,8,125,10,2,YES
107,7,125,10,0,YES
107,6,125,10,0,YES
107,5,125,10,0,YES
107,4,125,10,0,YES
107,3,125,10,0,YES
107,2,125,10,0,YES
107,1,125,10,0,YES
108,10,125,10,0,YES
108,9,125,10,0,YES
108,8,125,10,2,YES
108,7,125,10,0,YES
108,6,125,10,0,YES
108,5,125,10,0,YES
108,4,125,10,0,YES
108,3,125,10,0,YES
108,2,125,10,0,YES
108,1,125,10,0,YES
109,10,125,10,0,YES
109,9,125,10,0,YES
109,8,125,10,2,YES
109,7,125,10,0,YES
109,6,125,10,0,YES
109,5,125,10,0,YES
109,4,125,10,0,YES
109,3,125,10,0,YES
109,2,125,10,0,YES
109,1,125,10,0,YES
110,10,125,10,0,YES
110,9,125,10,0,YES
110,8,125,10,2,YES
110,7,125,10,0,YES
110,6,125,10,0,YES
110,5,125,10,0,YES
110,4,125,10,0,YES
110,3,125,10,0,YES
110,2,125,10,0,YES
110,1,125,10,0,YES
111,10,125,10,0,YES
111,9,125,10,0,YES
111,8,125,10,2,YES
111,7,125,10,0,YES
111,6,125,10,0,YES
111,5,125,10,0,YES
111,4,125,10,0,YES
111,3,125,10,0,YES
111,2,125,10,0,YES
111,1,125,10,0,YES
112,10,125,10,0,YES
112,9,125,10,0,YES
112,8,125,10,2,YES
112,7,125,10,0,YES
112,6,125,10,0,YES
112,5,125,10,0,YES
112,4,125,10,0,YES
112,3,125,10,0,YES
112,2,125,10,0,YES
112,1,125,10,0,YES
113,10,125,10,0,YES
113,9,125,10,0,YES
113,8,125,10,2,YES
113,7,125,10,0,YES
113,6,125,10,0,YES
113,5,125,10,0,YES
113,4,125,10,0,YES
113,3,125,10,0,YES
113,2,125,10,0,YES
113,1,125,10,0,YES
114,10,125,10,0,YES
114,9,125,10,0,YES
114,8,125,10,2,YES
114,7,125,10,0,YES
114,6,125,10,0,YES
114,5,125,10,0,YES
114,4,125,10,0,YES
114,3,125,10,0,YES
114,2,125,10,0,YES
114,1,125,10,0,YES
115,10,125,10,0,YES
115,9,125,10,0,YES
115,8,125,10,2,YES
115,7,125,10,0,YES
115,6,125,10,0,YES
115,5,125,10,0,YES
115,4,125,10,0,YES
115,3,125,10,0,YES
115,2,125,10,0,YES
115,1,125,10,0,YES
116,10,125,10,0,YES
116,9,125,10,0,YES
116,8,125,10,2,YES
116,7,125,10,0,YES
116,6,125,10,0,YES
116,5,125,10,0,YES
116,4,125,10,0,YES
116,3,125,10,0,YES
116,2,125,10,0,YES
116,1,125,10,0,YES
117,10,125,10,0,YES
117,9,125,10,0,YES
117,8,125,10,2,YES
117,7,125,10,0,YES
117,6,125,10,0,YES
117,5,125,10,0,YES
117,4,125,10,0,YES
117,3,125,10,0,YES
117,2,125,10,0,YES
117,1,125,10,0,YES
118,10,125,10,0,YES
118,9,125,10,0,YES
118,8,125,10,2,YES
118,7,125,10,0,YES
118,6,125,10,0,YES
118,5,125,10,0,YES
118,4,125,10,0,YES
118,3,125,10,0,YES
118,2,125,10,0,YES
118,1,125,10,0,YES
119,10,125,10,0,YES
119,9,125,10,0,YES
119,8,125,10,2,YES
119,7,125,10,0,YES
119,6,125,10,0,YES
119,5,125,10,0,YES
119,4,125,10,0,YES
119,3,125,10,0,YES
119,2,125,10,0,YES
119,1,125,10,0,YES
120,10,125,10,0,YES
120,9,125,10,0,YES
120,8,125,10,2,YES
120,7,125,10,0,YES
120,6,125,10,0,YES
120,5,125,10,0,YES
120,4,125,10,0,YES
120,3,125,10,0,YES
120,2,125,10,0,YES
120,1,125,10,0,YES
121,10,125,10,0,YES
121,9,125,10,0,YES
121,8,125,10,2,YES
121,7,125,10,0,YES
121,6,125,10,0,YES
121,5,125,10,0,YES
121,4,125,10,0,YES
121,3,125,10,0,YES
121,2,125,10,0,YES
121,1,125,10,0,YES
122,10,125,10,0,YES
122,9,125,10,0,YES
122,8,125,10,2,YES
122,7,125,10,0,YES
122,6,125,10,0,YES
122,5,125,10,0,YES
122,4,125,10,0,YES
122,3,125,10,0,YES
122,2,125,10,0,YES
122,1,125,10,0,YES
123,10,125,10,0,YES
123,9,125,10,0,YES
123,8,125,10,2,YES
123,7,125,10,0,YES
123,6,125,10,0,YES
123,5,125,10,0,YES
123,4,125,10,0,YES
123,3,125,10,0,YES
123,2,125,10,0,YES
123,1,125,10,0,YES
124,10,125,10,0,YES
124,9,125,10,0,YES
124,8,125,10,2,YES
124,7,125,10,0,YES
124,6,125,10,0,YES
124,5,125,10,0,YES
124,4,125,10,0,YES
124,3,125,10,0,YES
124,2,125,10,0,YES
124,1,125,10,0,YES
125,10,125,10,0,YES
125,9,125,10,0,YES
125,8,125,10,2,YES
125,7,125,10,0,YES
125,6,125,10,0,YES
125,5,125,10,0,YES
125,4,125,10,0,YES
125,3,125,10,0,YES
125,2,125,10,0,YES
125,1,125,10,0,YES
126,10,125,10,0,YES
126,9,125,10,0,YES
126,8,125,10,2,YES
126,7,125,10,0,YES
126,6,125,10,0,YES
126,5,125,10,0,YES
126,4,125,10,0,YES
126,3,125,10,0,YES
126,2,125,10,0,YES
126,1,125,10,0,YES
127,10,125,10,0,YES
127,9,125,10,0,YES
127,8,125,10,2,YES
127,7,125,10,0,YES
127,6,125,10,0,YES
127,5,125,10,0,YES
127,4,125,10,0,YES
127,3,125,10,0,YES
127,2,125,10,0,YES
127,1,125,10,0,YES
128,10,125,10,0,YES
128,9,125,10,0,YES
128,8,125,10,2,YES
128,7,125,10,0,YES
128,6,125,10,0,YES
128,5,125,10,0,YES
128,4,125,10,0,YES
128,3,125,10,0,YES
128,2,125,10,0,YES
128,1,125,10,0,YES
129,10,125,10,0,YES
129,9,125,10,0,YES
129,8,125,10,2,YES
129,7,125,10,0,YES
129,6,125,10,0,YES
129,5,125,10,0,YES
129,4,125,10,0,YES
129,3,125,10,0,YES
129,2,125,10,0,YES
129,1,125,10,0,YES
130,10,125,10,0,YES
130,9,125,10,0,YES
130,8,125,10,1,YES
130,7,125,10,0,YES
130,6,125,10,0,YES
130,5,125,10,0,YES
130,4,125,10,0,YES
130,3,125,10,0,YES
130,2,125,10,0,YES
130,1,125,10,0,YES
131,10,125,10,0,YES
131,9,125,10,0,YES
131,8,125,10,1,YES
131,7,125,10,0,YES
131,6,125,10,0,YES
131,5,125,10,0,YES
131,4,125,10,0,YES
131,3,125,10,0,YES
131,2,125,10,0,YES
131,1,125,10,0,YES
132,10,125,10,0,YES
132,9,125,10,0,YES
132,8,125,10,1,YES
132,7,125,10,0,YES
132,6,125,10,0,YES
132,5,125,10,0,YES
132,4,125,10,0,YES
132,3,125,10,0,YES
132,2,125,10,0,YES
132,1,125,10,0,YES
133,10,125,10,0,YES
133,9,125,10,0,YES
133,8,125,10,1,YES
133,7,125,10,0,YES
133,6,125,10,0,YES
133,5,125,10,0,YES
133,4,125,10,0,YES
133,3,125,10,0,YES
133,2,125,10,0,YES
133,1,125,10,0,YES
134,10,125,10,0,YES
134,9,125,10,0,YES
134,8,125,10,1,YES
134,7,125,10,0,YES
134,6,125,10,0,YES
134,5,125,10,0,YES
134,4,125,10,0,YES
134,3,125,10,0,YES
134,2,125,10,0,YES
134,1,125,10,0,YES
135,10,125,10,0,YES
135,9,125,10,0,YES
135,8,125,10,1,YES
135,7,125,10,0,YES
135,6,125,10,0,YES
135,5,125,10,0,YES
135,4,125,10,0,YES
135,3,125,10,0,YES
135,2,125,10,0,YES
135,1,125,10,0,YES
136,10,125,10,0,YES
136,9,125,10,0,YES
136,8,125,10,1,YES
136,7,125,10,0,YES
136,6,125,10,0,YES
136,5,125,10,0,YES
136,4,125,10,0,YES
136,3,125,10,0,YES
136,2,125,10,0,YES
136,1,125,10,0,YES
137,10,125,10,0,YES
137,9,125,10,0,YES
137,8,125,10,1,YES
137,7,125,10,0,YES
137,6,125,10,0,YES
137,5,125,10,0,YES
137,4,125,10,0,YES
137,3,125,10,0,YES
137,2,125,10,0,YES
137,1,125,10,0,YES
138,10,125,10,0,YES
138,9,125,10,0,YES
138,8,125,10,1,YES
138,7,125,10,0,YES
138,6,125,10,0,YES
138,5,125,10,0,YES
138,4,125,10,0,YES
138,3,125,10,0,YES
138,2,125,10,0,YES
138,1,125,10,0,YES
139,10,125,10,0,YES
139,9,125,10,0,YES
139,8,125,10,1,YES
139,7,125,10,0,YES
139,6,125,10,0,YES
139,5,125,10,0,YES
139,4,125,10,0,YES
139,3,125,10,0,YES
139,2,125,10,0,YES
139,1,125,10,0,YES
140,10,125,10,0,YES
140,9,125,10,0,YES
140,8,125,10,1,YES
140,7,125,10,0,YES
140,6,125,10,0,YES
140,5,125,10,0,YES
140,4,125,10,0,YES
140,3,125,10,0,YES
140,2,125,10,0,YES
140,1,125,10,0,YES
141,10,125,10,0,YES
141,9,125,10,0,YES
141,8,125,10,1,YES
141,7,125,10,0,YES
141,6,125,10,0,YES
141,5,125,10,0,YES
141,4,125,10,0,YES
141,3,125,10,0,YES
141,2,125,10,0,YES
141,1,125,10,0,YES
142,10,125,10,0,YES
142,9,125,10,0,YES
142,8,125,10,1,YES
142,7,125,10,0,YES
142,6,125,10,0,YES
142,5,125,10,0,YES
142,4,125,10,0,YES
142,3,125,10,0,YES
142,2,125,10,0,YES
142,1,125,10,0,YES
143,10,125,10,0,YES
143,9,125,10,0,YES
143,8,125,10,1,YES
143,7,125,10,0,YES
143,6,125,10,0,YES
143,5,125,10,0,YES
143,4,125,10,0,YES
143,3,125,10,0,YES
143,2,125,10,0,YES
143,1,125,10,0,YES
144,10,125,10,0,YES
144,9,125,10,0,YES
144,8,125,10,1,YES
144,7,125,10,0,YES
144,6,125,10,0,YES
144,5,125,10,0,YES
144,4,125,10,0,YES
144,3,125,10,0,YES
144,2,125,10,0,YES
144,1,125,10,0,YES
145,10,125,10,0,YES
145,9,125,10,0,YES
145,8,125,10,1,YES
145,7,125,10,0,YES
145,6,125,10,0,YES
145,5,125,10,0,YES
145,4,125,10,0,YES
145,3,125,10,0,YES
145,2,125,10,0,YES
145,1,125,10,0,YES
146,10,125,10,0,YES
146,9,125,10,0,YES
146,8,125,10,1,YES
146,7,125,10,0,YES
146,6,125,10,0,YES
146,5,125,10,0,YES
146,4,125,10,0,YES
146,3,125,10,0,YES
146,2,125,10,0,YES
146,1,125,10,0,YES
147,10,125,10,0,YES
147,9,125,10,0,YES
147,8,125,10,1,YES
147,7,125,10,0,YES
147,6,125,10,0,YES
147,5,125,10,0,YES
147,4,125,10,0,YES
147,3,125,10,0,YES
147,2,125,10,0,YES
147,1,125,10,0,YES
148,10,125,10,0,YES
148,9,125,10,0,YES
148,8,125,10,1,YES
148,7,125,10,0,YES
148,6,125,10,0,YES
148,5,125,10,0,YES
148,4,125,10,0,YES
148,3,125,10,0,YES
148,2,125,10,0,YES
148,1,125,10,0,YES
149,10,125,10,0,YES
149,9,125,10,0,YES
149,8,125,10,1,YES
149,7,125,10,0,YES
149,6,125,10,0,YES
149,5,125,10,0,YES
149,4,125,10,0,YES
149,3,125,10,0,YES
149,2,125,10,0,YES
149,1,125,10,0,YES
150,10,125,10,0,YES
150,9,125,10,0,YES
150,8,125,10,1,YES
150,7,125,10,0,YES
150,6,125,10,0,YES
150,5,125,10,0,YES
150,4,125,10,0,YES
150,3,125,10,0,YES
150,2,125,10,0,YES
150,1,125,10,0,YES
151,10,125,10,0,YES
151,9,125,10,0,YES
151,8,125,10,1,YES
151,7,125,10,0,YES
151,6,125,10,0,YES
151,5,125,10,0,YES
151,4,125,10,0,YES
151,3,125,10,0,YES
151,2,125,10,0,YES
151,1,125,10,0,YES
152,10,125,10,0,YES
152,9,125,10,0,YES
152,8,125,10,1,YES
152,7,125,10,0,YES
152,6,125,10,0,YES
152,5,125,10,0,YES
152,4,125,10,0,YES
152,3,125,10,0,YES
152,2,125,10,0,YES
152,1,125,10,0,YES
153,10,125,10,0,YES
153,9,125,10,0,YES
153,8,125,10,1,YES
153,7,125,10,0,YES
153,6,125,10,0,YES
153,5,125,10,0,YES
153,4,125,10,0,YES
153,3,125,10,0,YES
153,2,125,10,0,YES
153,1,125,10,0,YES
154,10,125,10,0,YES
154,9,125,10,0,YES
154,8,125,10,1,YES
154,7,125,10,0,YES
154,6,125,10,0,YES
154,5,125,10,0,YES
154,4,125,10,0,YES
154,3,125,10,0,YES
154,2,125,10,0,YES
154,1,125,10,0,YES
155,10,125,10,0,YES
155,9,125,10,0,YES
155,8,125,10,1,YES
155,7,125,10,0,YES
155,6,125,10,0,YES
155,5,125,10,0,YES
155,4,125,10,0,YES
155,3,125,10,0,YES
155,2,125,10,0,YES
155,1,125,10,0,YES
156,10,125,10,0,YES
156,9,125,10,0,YES
156,8,125,10,1,YES
156,7,125,10,0,YES
156,6,125,10,0,YES
156,5,125,10,0,YES
156,4,125,10,0,YES
156,3,125,10,0,YES
156,2,125,10,0,YES
156,1,125,10,0,YES
157,10,125,10,0,YES
157,9,125,10,0,YES
157,8,125,10,1,YES
157,7,125,10,0,YES
157,6,125,10,0,YES
157,5,125,10,0,YES
157,4,125,10,0,YES
157,3,125,10,0,YES
157,2,125,10,0,YES
157,1,125,10,0,YES
158,10,125,10,0,YES
158,9,125,10,0,YES
158,8,125,10,1,YES
158,7,125,10,0,YES
158,6,125,10,0,YES
158,5,125,10,0,YES
158,4,125,10,0,YES
158,3,125,10,0,YES
158,2,125,10,0,YES
158,1,125,10,0,YES
159,10,125,10,0,YES
159,9,125,10,0,YES
159,8,125,10,1,YES
159,7,125,10,0,YES
159,6,125,10,0,YES
159,5,125,10,0,YES
159,4,125,10,0,YES
159,3,125,10,0,YES
159,2,125,10,0,YES
159,1,125,10,0,YES
160,10,125,10,0,YES
160,9,125,10,0,YES
160,8,125,10,1,YES
160,7,125,10,0,YES
160,6,125,10,0,YES
160,5,125,10,0,YES
160,4,125,10,0,YES
160,3,125,10,0,YES
160,2,125,10,0,YES
160,1,125,10,0,YES
161,10,125,10,0,YES
161,9,125,10,0,YES
161,8,125,10,1,YES
161,7,125,10,0,YES
161,6,125,10,0,YES
161,5,125,10,0,YES
161,4,125,10,0,YES
161,3,125,10,0,YES
161,2,125,10,0,YES
161,1,125,10,0,YES
162,10,125,10,0,YES
162,9,125,10,0,YES
162,8,125,10,1,YES
162,7,125,10,0,YES
162,6,125,10,0,YES
162,5,125,10,0,YES
162,4,125,10,0,YES
162,3,125,10,0,YES
162,2,125,10,0,YES
162,1,125,10,0,YES
163,10,125,10,0,YES
163,9,125,10,0,YES
163,8,125,10,1,YES
163,7,125,10,0,YES
163,6,125,10,0,YES
163,5,125,10,0,YES
163,4,125,10,0,YES
163,3,125,10,0,YES
163,2,125,10,0,YES
163,1,125,10,0,YES
164,10,125,10,0,YES
164,9,125,10,0,YES
164,8,125,10,1,YES
164,7,125,10,0,YES
164,6,125,10,0,YES
164,5,125,10,0,YES
164,4,125,10,0,YES
164,3,125,10,0,YES
164,2,125,10,0,YES
164,1,125,10,0,YES
165,10,125,10,0,YES
165,9,125,10,0,YES
165,8,125,10,1,YES
165,7,125,10,0,YES
165,6,125,10,0,YES
165,5,125,10,0,YES
165,4,125,10,0,YES
165,3,125,10,0,YES
165,2,125,10,0,YES
165,1,125,10,0,YES
166,10,125,10,0,YES
166,9,125,10,0,YES
166,8,125,10,1,YES
166,7,125,10,0,YES
166,6,125,10,0,YES
166,5,125,10,0,YES
166,4,125,10,0,YES
166,3,125,10,0,YES
166,2,125,10,0,YES
166,1,125,10,0,YES
167,10,125,10,0,YES
167,9,125,10,0,YES
167,8,125,10,1,YES
167,7,125,10,0,YES
167,6,125,10,0,YES
167,5,125,10,0,YES
167,4,125,10,0,YES
167,3,125,10,0,YES
167,2,125,10,0,YES
167,1,125,10,0,YES
168,10,125,10,0,YES
168,9,125,10,0,YES
168,8,125,10,1,YES
168,7,125,10,0,YES
168,6,125,10,0,YES
168,5,125,10,0,YES
168,4,125,10,0,YES
168,3,125,10,0,YES
168,2,125,10,0,YES
168,1,125,10,0,YES
169,10,125,10,0,YES
169,9,125,10,0,YES
169,8,125,10,1,YES
169,7,125,10,0,YES
169,6,125,10,0,YES
169,5,125,10,0,YES
169,4,125,10,0,YES
169,3,125,10,0,YES
169,2,125,10,0,YES
169,1,125,10,0,YES
170,10,125,10,0,YES
170,9,125,10,0,YES
170,8,125,10,1,YES
170,7,125,10,0,YES
170,6,125,10,0,YES
170,5,125,10,0,YES
170,4,125,10,0,YES
170,3,125,10,0,YES
170,2,125,10,0,YES
170,1,125,10,0,YES
171,10,125,10,0,YES
171,9,125,10,0,YES
171,8,125,10,1,YES
171,7,125,10,0,YES
171,6,125,10,0,YES
171,5,125,10,0,YES
171,4,125,10,0,YES
171,3,125,10,0,YES
171,2,125,10,0,YES
171,1,125,10,0,YES
172,10,125,10,0,YES
172,9,125,10,0,YES
172,8,125,10,1,YES
172,7,125,10,0,YES
172,6,125,10,0,YES
172,5,125,10,0,YES
172,4,125,10,0,YES
172,3,125,10,0,YES
172,2,125,10,0,YES
172,1,125,10,0,YES
173,10,125,10,0,YES
173,9,125,10,0,YES
173,8,125,10,1,YES
173,7,125,10,0,YES
173,6,125,10,0,YES
173,5,125,10,0,YES
173,4,125,10,0,YES
173,3,125,10,0,YES
173,2,125,10,0,YES
173,1,125,10,0,YES
174,10,125,10,0,YES
174,9,125,10,0,YES
174,8,125,10,1,YES
174,7,125,10,0,YES
174,6,125,10,0,YES
174,5,125,10,0,YES
174,4,125,10,0,YES
174,3,125,10,0,YES
174,2,125,10,0,YES
174,1,125,10,0,YES
175,10,125,10,0,YES
175,9,125,10,0,YES
175,8,125,10,1,YES
175,7,125,10,0,YES
175,6,125,10,0,YES
175,5,125,10,0,YES
175,4,125,10,0,YES
175,3,125,10,0,YES
175,2,125,10,0,YES
175,1,125,10,0,YES
176,10,125,10,0,YES
176,9,125,10,0,YES
176,8,125,10,1,YES
176,7,125,10,0,YES
176,6,125,10,0,YES
176,5,125,10,0,YES
176,4,125,10,0,YES
176,3,125,10,0,YES
176,2,125,10,0,YES
176,1,125,10,0,YES
177,10,125,10,0,YES
177,9,125,10,0,YES
177,8,125,10,1,YES
177,7,125,10,0,YES
177,6,125,10,0,YES
177,5,125,10,0,YES
177,4,125,10,0,YES
177,3,125,10,0,YES
177,2,125,10,0,YES
177,1,125,10,0,YES
178,10,125,10,0,YES
178,9,125,10,0,YES
178,8,125,10,1,YES
178,7,125,10,0,YES
178,6,125,10,0,YES
178,5,125,10,0,YES
178,4,125,10,0,YES
178,3,125,10,0,YES
178,2,125,10,0,YES
178,1,125,10,0,YES
179,10,125,10,0,YES
179,9,125,10,0,YES
179,8,125,10,1,YES
179,7,125,10,0,YES
179,6,125,10,0,YES
179,5,125,10,0,YES
179,4,125,10,0,YES
179,3,125,10,0,YES
179,2,125,10,0,YES
179,1,125,10,0,YES
180,10,125,10,0,YES
180,9,125,10,0,YES
180,8,125,10,1,YES
180,7,125,10,0,YES
180,6,125,10,0,YES
180,5,125,10,0,YES
180,4,125,10,0,YES
180,3,125,10,0,YES
180,2,125,10,0,YES
180,1,125,10,0,YES
181,10,125,10,0,YES
181,9,125,10,0,YES
181,8,125,10,1,YES
181,7,125,10,0,YES
181,6,125,10,0,YES
181,5,125,10,0,YES
181,4,125,10,0,YES
181,3,125,10,0,YES
181,2,125,10,0,YES
181,1,125,10,0,YES
182,10,125,10,0,YES
182,9,125,10,0,YES
182,8,125,10,1,YES
182,7,125,10,0,YES
182,6,125,10,0,YES
182,5,125,10,0,YES
182,4,125,10,0,YES
182,3,125,10,0,YES
182,2,125,10,0,YES
182,1,125,10,0,YES
183,10,125,10,0,YES
183,9,125,10,0,YES
183,8,125,10,1,YES
183,7,125,10,0,YES
183,6,125,10,0,YES
183,5,125,10,0,YES
183,4,125,10,0,YES
183,3,125,10,0,YES
183,2,125,10,0,YES
183,1,125,10,0,YES
184,10,125,10,0,YES
184,9,125,10,0,YES
184,8,125,10,1,YES
184,7,125,10,0,YES
184,6,125,10,0,YES
184,5,125,10,0,YES
184,4,125,10,0,YES
184,3,125,10,0,YES
184,2,125,10,0,YES
184,1,125,10,0,YES
185,10,125,10,0,YES
185,9,125,10,0,YES
185,8,125,10,1,YES
185,7,125,10,0,YES
185,6,125,10,0,YES
185,5,125,10,0,YES
185,4,125,10,0,YES
185,3,125,10,0,YES
185,2,125,10,0,YES
185,1,125,10,0,YES
186,10,125,10,0,YES
186,9,125,10,0,YES
186,8,125,10,1,YES
186,7,125,10,0,YES
186,6,125,10,0,YES
186,5,125,10,0,YES
186,4,125,10,0,YES
186,3,125,10,0,YES
186,2,125,10,0,YES
186,1,125,10,0,YES
187,10,125,10,0,YES
187,9,125,10,0,YES
187,8,125,10,1,YES
187,7,125,10,0,YES
187,6,125,10,0,YES
187,5,125,10,0,YES
187,4,125,10,0,YES
187,3,125,10,0,YES
187,2,125,10,0,YES
187,1,125,10,0,YES
188,10,125,10,0,YES
188,9,125,10,0,YES
188,8,125,10,1,YES
188,7,125,10,0,YES
188,6,125,10,0,YES
188,5,125,10,0,YES
188,4,125,10,0,YES
188,3,125,10,0,YES
188,2,125,10,0,YES
188,1,125,10,0,YES
189,10,125,10,0,YES
189,9,125,10,0,YES
189,8,125,10,1,YES
189,7,125,10,0,YES
189,6,125,10,0,YES
189,5,125,10,0,YES
189,4,125,10,0,YES
189,3,125,10,0,YES
189,2,125,10,0,YES
189,1,125,10,0,YES
190,10,125,10,0,YES
190,9,125,10,0,YES
190,8,125,10,1,YES
190,7,125,10,0,YES
190,6,125,10,0,YES
190,5,125,10,0,YES
190,4,125,10,0,YES
190,3,125,10,0,YES
190,2,125,10,0,YES
190,1,125,10,0,YES
191,10,125,10,0,YES
191,9,125,10,0,YES
191,8,125,10,1,YES
191,7,125,10,0,YES
191,6,125,10,0,YES
191,5,125,10,0,YES
191,4,125,10,0,YES
191,3,125,10,0,YES
191,2,125,10,0,YES
191,1,125,10,0,YES
192,10,125,10,0,YES
192,9,125,10,0,YES
192,8,125,10,1,YES
192,7,125,10,0,YES
192,6,125,10,0,YES
192,5,125,10,0,YES
192,4,125,10,0,YES
192,3,125,10,0,YES
192,2,125,10,0,YES
192,1,125,10,0,YES
193,10,125,10,0,YES
193,9,125,10,0,YES
193,8,125,10,1,YES
193,7,125,10,0,YES
193,6,125,10,0,YES
193,5,125,10,0,YES
193,4,125,10,0,YES
193,3,125,10,0,YES
193,2,125,10,0,YES
193,1,125,10,0,YES
194,10,125,10,0,YES
194,9,125,10,0,YES
194,8,125,10,1,YES
194,7,125,10,0,YES
194,6,125,10,0,YES
194,5,125,10,0,YES
194,4,125,10,0,YES
194,3,125,10,0,YES
194,2,125,10,0,YES
194,1,125,10,0,YES
195,10,125,10,0,YES
195,9,125,10,0,YES
195,8,125,10,1,YES
195,7,125,10,0,YES
195,6,125,10,0,YES
195,5,125,10,0,YES
195,4,125,10,0,YES
195,3,125,10,0,YES
195,2,125,10,0,YES
195,1,125,10,0,YES
196,10,125,10,0,YES
196,9,125,10,0,YES
196,8,125,10,1,YES
196,7,125,10,0,YES
196,6,125,10,0,YES
196,5,125,10,0,YES
196,4,125,10,0,YES
196,3,125,10,0,YES
196,2,125,10,0,YES
196,1,125,10,0,YES
197,10,125,10,0,YES
197,9,125,10,0,YES
197,8,125,10,1,YES
197,7,125,10,0,YES
197,6,125,10,0,YES
197,5,125,10,0,YES
197,4,125,10,0,YES
197,3,125,10,0,YES
197,2,125,10,0,YES
197,1,125,10,0,YES
198,10,125,10,0,YES
198,9,125,10,0,YES
198,8,125,10,1,YES
198,7,125,10,0,YES
198,6,125,10,0,YES
198,5,125,10,0,YES
198,4,125,10,0,YES
198,3,125,10,0,YES
198,2,125,10,0,YES
198,1,125,10,0,YES
199,10,125,10,0,YES
199,9,125,10,0,YES
199,8,125,10,1,YES
199,7,125,10,0,YES
199,6,125,10,0,YES
199,5,125,10,0,YES
199,4,125,10,0,YES
199,3,125,10,0,YES
199,2,125,10,0,YES
199,1,125,10,0,YES
200,10,125,10,0,YES
200,9,125,10,0,YES
200,8,125,10,1,YES
200,7,125,10,0,YES
200,6,125,10,0,YES
200,5,125,10,0,YES
200,4,125,10,0,YES
200,3,125,10,0,YES
200,2,125,10,0,YES
200,1,125,10,0,YES
201,10,125,10,0,YES
201,9,125,10,0,YES
201,8,125,10,1,YES
201,7,125,10,0,YES
201,6,125,10,0,YES
201,5,125,10,0,YES
201,4,125,10,0,YES
201,3,125,10,0,YES
201,2,125,10,0,YES
201,1,125,10,0,YES
202,10,125,10,0,YES
202,9,125,10,0,YES
202,8,125,10,1,YES
202,7,125,10,0,YES
202,6,125,10,0,YES
202,5,125,10,0,YES
202,4,125,10,0,YES
202,3,125,10,0,YES
202,2,125,10,0,YES
202,1,125,10,0,YES
203,10,125,10,0,YES
203,9,125,10,0,YES
203,8,125,10,1,YES
203,7,125,10,0,YES
203,6,125,10,0,YES
203,5,125,10,0,YES
203,4,125,10,0,YES
203,3,125,10,0,YES
203,2,125,10,0,YES
203,1,125,10,0,YES
204,10,125,10,0,YES
204,9,125,10,0,YES
204,8,125,10,1,YES
204,7,125,10,0,YES
204,6,125,10,0,YES
204,5,125,10,0,YES
204,4,125,10,0,YES
204,3,125,10,0,YES
204,2,125,10,0,YES
204,1,125,10,0,YES
205,10,125,10,0,YES
205,9,125,10,0,YES
205,8,125,10,1,YES
205,7,125,10,0,YES
205,6,125,10,0,YES
205,5,125,10,0,YES
205,4,125,10,0,YES
205,3,125,10,0,YES
205,2,125,10,0,YES
205,1,125,10,0,YES
206,10,125,10,0,YES
206,9,125,10,0,YES
206,8,125,10,1,YES
206,7,125,10,0,YES
206,6,125,10,0,YES
206,5,125,10,0,YES
206,4,125,10,0,YES
206,3,125,10,0,YES
206,2,125,10,0,YES
206,1,125,10,0,YES
207,10,125,10,0,YES
207,9,125,10,0,YES
207,8,125,10,1,YES
207,7,125,10,0,YES
207,6,125,10,0,YES
207,5,125,10,0,YES
207,4,125,10,0,YES
207,3,125,10,0,YES
207,2,125,10,0,YES
207,1,125,10,0,YES
208,10,125,10,0,YES
208,9,125,10,0,YES
208,8,125,10,1,YES
208,7,125,10,0,YES
208,6,125,10,0,YES
208,5,125,10,0,YES
208,4,125,10,0,YES
208,3,125,10,0,YES
208,2,125,10,0,YES
208,1,125,10,0,YES
209,10,125,10,0,YES
209,9,125,10,0,YES
209,8,125,10,1,YES
209,7,125,10,0,YES
209,6,125,10,0,YES
209,5,125,10,0,YES
209,4,125,10,0,YES
209,3,125,10,0,YES
209,2,125,10,0,YES
209,1,125,10,0,YES
210,10,125,10,0,YES
210,9,125,10,0,YES
210,8,125,10,1,YES
210,7,125,10,0,YES
210,6,125,10,0,YES
210,5,125,10,0,YES
210,4,125,10,0,YES
210,3,125,10,0,YES
210,2,125,10,0,YES
210,1,125,10,0,YES
211,10,125,10,0,YES
211,9,125,10,0,YES
211,8,125,10,1,YES
211,7,125,10,0,YES
211,6,125,10,0,YES
211,5,125,10,0,YES
211,4,125,10,0,YES
211,3,125,10,0,YES
211,2,125,10,0,YES
211,1,125,10,0,YES
212,10,125,10,0,YES
212,9,125,10,0,YES
212,8,125,10,1,YES
212,7,125,10,0,YES
212,6,125,10,0,YES
212,5,125,10,0,YES
212,4,125,10,0,YES
212,3,125,10,0,YES
212,2,125,10,0,YES
212,1,125,10,0,YES
213,10,125,10,0,YES
