
Time,NodeID,TRANSITORY_M_Before_50,TRANSITORY_M_Before_85,TRANSITORY_M_After_50,TRANSITORY_M_After_85,TRANSITORY_F_Before_50,TRANSITORY_F_Before_85,TRANSITORY_F_After_50,TRANSITORY_F_After_85,INFORMAL_M_Before_40,INFORMAL_M_Before_65,INFORMAL_M_Before_90,INFORMAL_M_After_40,INFORMAL_M_After_65,INFORMAL_M_After_90,INFORMAL_F_Before_40,INFORMAL_F_Before_65,INFORMAL_F_Before_90,INFORMAL_F_After_40,INFORMAL_F_After_65,INFORMAL_F_After_90,MARITAL_M_Before_100,MARITAL_M_After_100,MARITAL_F_Before_100,MARITAL_F_After_100,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_50,TRANSITORY_LOW_M_85,TRANSITORY_LOW_F_50,TRANSITORY_LOW_F_85,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_M_85,TRANSITORY_HIGH_F_50,TRANSITORY_HIGH_F_85,INFORMAL_LOW_M_40,INFORMAL_LOW_M_65,INFORMAL_LOW_M_90,INFORMAL_LOW_F_40,INFORMAL_LOW_F_65,INFORMAL_LOW_F_90,INFORMAL_HIGH_M_40,INFORMAL_HIGH_M_65,INFORMAL_HIGH_M_90,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_65,INFORMAL_HIGH_F_90,MARITAL_LOW_M_100,MARITAL_LOW_F_100,MARITAL_HIGH_M_100,MARITAL_HIGH_F_100,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_M_85,desired_flow_TRANSITORY_F_50,desired_flow_TRANSITORY_F_85,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_M_65,desired_flow_INFORMAL_M_90,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_65,desired_flow_INFORMAL_F_90,desired_flow_MARITAL_M_100,desired_flow_MARITAL_F_100,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
285,1,170,15,157,0,111,13,96,0,31,152,2,25,151,0,169,6,1,167,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.00146196,0.00146196,0.00129454,0.00129454,0.00146196,0.00146196,0.00129454,0.00129454,0.000602452,0.000602452,0.000602452,0.000524809,0.000524809,0.000524809,0.000602452,0.000602452,0.000602452,0.000524809,0.000524809,0.000524809,9.73715e-05,8.59837e-05,9.73715e-05,8.59837e-05,0,0,0,0,0,0,0,0,3.16515,3.16515,3.16515,3.16515,1.09947,1.09947,1.09947,1.09947,1.09947,1.09947,0.211004,0.211004,0,0,0,0
286,1,178,15,161,0,119,17,104,0,32,161,0,20,159,0,171,12,2,171,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.00145987,0.00145987,0.00129514,0.00129514,0.00145987,0.00145987,0.00129514,0.00129514,0.000601416,0.000601416,0.000601416,0.000524836,0.000524836,0.000524836,0.000601416,0.000601416,0.000601416,0.000524836,0.000524836,0.000524836,9.72772e-05,8.60575e-05,9.72772e-05,8.60575e-05,0,0,0,0,0,0,0,0,3.15625,3.15625,3.15625,3.15625,1.09638,1.09638,1.09638,1.09638,1.09638,1.09638,0.21041,0.21041,0,0,0,0
287,1,178,15,161,0,119,17,104,0,32,161,0,20,159,0,171,12,2,171,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.00145945,0.00145945,0.00129336,0.00129336,0.00145945,0.00145945,0.00129336,0.00129336,0.0006015,0.0006015,0.0006015,0.000523469,0.000523469,0.000523469,0.0006015,0.0006015,0.0006015,0.000523469,0.000523469,0.000523469,9.72036e-05,8.61151e-05,9.72036e-05,8.61151e-05,0,0,0,0,0,0,0,0,3.14803,3.14803,3.14803,3.14803,1.09353,1.09353,1.09353,1.09353,1.09353,1.09353,0.209863,0.209863,0,0,0,0
288,1,178,15,161,0,119,17,104,0,32,161,0,20,159,0,171,12,2,171,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.0014579,0.0014579,0.00129298,0.00129298,0.0014579,0.0014579,0.00129298,0.00129298,0.000600584,0.000600584,0.000600584,0.000523423,0.000523423,0.000523423,0.000600584,0.000600584,0.000600584,0.000523423,0.000523423,0.000523423,9.71455e-05,8.61607e-05,9.71455e-05,8.61607e-05,0,0,0,0,0,0,0,0,3.14324,3.14324,3.14324,3.14324,1.09186,1.09186,1.09186,1.09186,1.09186,1.09186,0.209543,0.209543,0,0,0,0
289,1,178,15,161,0,119,17,104,0,32,161,0,20,159,0,171,12,2,171,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.001456,0.001456,0.00129502,0.00129502,0.001456,0.001456,0.00129502,0.00129502,0.000599798,0.000599798,0.000599798,0.000523492,0.000523492,0.000523492,0.000599798,0.000599798,0.000599798,0.000523492,0.000523492,0.000523492,9.70185e-05,8.62609e-05,9.70185e-05,8.62609e-05,0,0,0,0,0,0,0,0,3.13913,3.13913,3.13913,3.13913,1.09043,1.09043,1.09043,1.09043,1.09043,1.09043,0.209269,0.209269,0,0,0,0
290,1,178,15,161,0,119,17,104,0,32,161,0,20,159,0,171,12,2,171,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.00145413,0.00145413,0.0012965,0.0012965,0.00145413,0.00145413,0.0012965,0.0012965,0.000598422,0.000598422,0.000598422,0.000523583,0.000523583,0.000523583,0.000598422,0.000598422,0.000598422,0.000523583,0.000523583,0.000523583,9.68492e-05,8.63952e-05,9.68492e-05,8.63952e-05,0,0,0,0,0,0,0,0,3.13365,3.13365,3.13365,3.13365,1.08853,1.08853,1.08853,1.08853,1.08853,1.08853,0.208904,0.208904,0,0,0,0
291,1,178,15,161,0,119,17,104,0,32,161,0,20,159,0,171,12,2,171,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.00145302,0.00145302,0.00130007,0.00130007,0.00145302,0.00145302,0.00130007,0.00130007,0.00059809,0.00059809,0.00059809,0.000524913,0.000524913,0.000524913,0.00059809,0.00059809,0.00059809,0.000524913,0.000524913,0.000524913,9.67755e-05,8.64539e-05,9.67755e-05,8.64539e-05,0,0,0,0,0,0,0,0,3.13707,3.13707,3.13707,3.13707,1.08972,1.08972,1.08972,1.08972,1.08972,1.08972,0.209132,0.209132,0,0,0,0
292,1,178,15,161,0,119,17,104,0,32,161,0,20,159,0,171,12,2,171,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.00145556,0.00145556,0.00130019,0.00130019,0.00145556,0.00145556,0.00130019,0.00130019,0.000599134,0.000599134,0.000599134,0.000524819,0.000524819,0.000524819,0.000599134,0.000599134,0.000599134,0.000524819,0.000524819,0.000524819,9.67208e-05,8.64976e-05,9.67208e-05,8.64976e-05,0,0,0,0,0,0,0,0,3.14255,3.14255,3.14255,3.14255,1.09162,1.09162,1.09162,1.09162,1.09162,1.09162,0.209497,0.209497,0,0,0,0
293,1,175,10,163,0,120,12,110,0,23,162,2,12,159,0,181,11,3,179,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.00145409,0.00145409,0.00129922,0.00129922,0.00145409,0.00145409,0.00129922,0.00129922,0.000598684,0.000598684,0.000598684,0.000524822,0.000524822,0.000524822,0.000598684,0.000598684,0.000598684,0.000524822,0.000524822,0.000524822,9.67122e-05,8.65045e-05,9.67122e-05,8.65045e-05,0,0,0,0,0,0,0,0,3.13502,3.13502,3.13502,3.13502,1.08901,1.08901,1.08901,1.08901,1.08901,1.08901,0.208995,0.208995,0,0,0,0
294,1,175,10,163,0,120,12,110,0,23,162,2,12,159,0,181,11,3,179,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.00145385,0.00145385,0.00129942,0.00129942,0.00145385,0.00145385,0.00129942,0.00129942,0.000598359,0.000598359,0.000598359,0.000524754,0.000524754,0.000524754,0.000598359,0.000598359,0.000598359,0.000524754,0.000524754,0.000524754,9.67408e-05,8.64816e-05,9.67408e-05,8.64816e-05,0,0,0,0,0,0,0,0,3.13159,3.13159,3.13159,3.13159,1.08782,1.08782,1.08782,1.08782,1.08782,1.08782,0.208767,0.208767,0,0,0,0
295,1,175,10,163,0,120,12,110,0,23,162,2,12,159,0,181,11,3,179,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.0014525,0.0014525,0.00130212,0.00130212,0.0014525,0.0014525,0.00130212,0.00130212,0.000597373,0.000597373,0.000597373,0.000525769,0.000525769,0.000525769,0.000597373,0.000597373,0.000597373,0.000525769,0.000525769,0.000525769,9.66512e-05,8.65533e-05,9.66512e-05,8.65533e-05,0,0,0,0,0,0,0,0,3.13159,3.13159,3.13159,3.13159,1.08782,1.08782,1.08782,1.08782,1.08782,1.08782,0.208767,0.208767,0,0,0,0
296,1,175,10,163,0,120,12,110,0,23,162,2,12,159,0,181,11,3,179,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.00145134,0.00145134,0.00130198,0.00130198,0.00145134,0.00145134,0.00130198,0.00130198,0.00059705,0.00059705,0.00059705,0.00052589,0.00052589,0.00052589,0.00059705,0.00059705,0.00059705,0.00052589,0.00052589,0.00052589,9.65292e-05,8.66514e-05,9.65292e-05,8.66514e-05,0,0,0,0,0,0,0,0,3.12474,3.12474,3.12474,3.12474,1.08544,1.08544,1.08544,1.08544,1.08544,1.08544,0.20831,0.20831,0,0,0,0
297,1,175,10,163,0,120,12,110,0,23,162,2,12,159,0,181,11,3,179,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.00145125,0.00145125,0.00130152,0.00130152,0.00145125,0.00145125,0.00130152,0.00130152,0.000596004,0.000596004,0.000596004,0.000526176,0.000526176,0.000526176,0.000596004,0.000596004,0.000596004,0.000526176,0.000526176,0.000526176,9.65225e-05,8.66568e-05,9.65225e-05,8.66568e-05,0,0,0,0,0,0,0,0,3.11584,3.11584,3.11584,3.11584,1.08234,1.08234,1.08234,1.08234,1.08234,1.08234,0.207716,0.207716,0,0,0,0
298,1,175,10,163,0,120,12,110,0,23,162,2,12,159,0,181,11,3,179,0,0,23,14,9,0,0,0,0,0,0,0,0,0,0.00144898,0.00144898,0.00130226,0.00130226,0.00144898,0.00144898,0.00130226,0.00130226,0.000595021,0.000595021,0.000595021,0.000526622,0.000526622,0.000526622,0.000595021,0.000595021,0.000595021,0.000526622,0.000526622,0.000526622,9.65061e-05,8.66701e-05,9.65061e-05,8.66701e-05,0,0,0,0,0,0,0,0,3.11241,3.11241,3.11241,3.11241,1.08115,1.08115,1.08115,1.08115,1.08115,1.08115,0.207488,0.207488,0,0,0,0
299,1,175,10,163,0,120,12,110,0,23,162,2,12,159,0,181,11,3,179,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145118,0.00145118,0.00130375,0.00130375,0.00145118,0.00145118,0.00130375,0.00130375,0.000595544,0.000595544,0.000595544,0.000526895,0.000526895,0.000526895,0.000595544,0.000595544,0.000595544,0.000526895,0.000526895,0.000526895,9.65177e-05,8.66607e-05,9.65177e-05,8.66607e-05,0,0,0,0,0,0,0,0,3.11858,3.11858,3.11858,3.11858,1.0833,1.0833,1.0833,1.0833,1.0833,1.0833,0.207899,0.207899,0,0,0,0
300,1,180,16,164,0,143,16,127,0,16,165,0,14,164,0,184,2,1,184,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145089,0.00145089,0.00130453,0.00130453,0.00145089,0.00145089,0.00130453,0.00130453,0.000594825,0.000594825,0.000594825,0.000527574,0.000527574,0.000527574,0.000594825,0.000594825,0.000594825,0.000527574,0.000527574,0.000527574,9.63646e-05,8.67845e-05,9.63646e-05,8.67845e-05,0,0,0,0,0,0,0,0,3.11652,3.11652,3.11652,3.11652,1.08258,1.08258,1.08258,1.08258,1.08258,1.08258,0.207762,0.207762,0,0,0,0
301,1,180,16,164,0,143,16,127,0,16,165,0,14,164,0,184,2,1,184,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145168,0.00145168,0.00130226,0.00130226,0.00145168,0.00145168,0.00130226,0.00130226,0.000594694,0.000594694,0.000594694,0.000526622,0.000526622,0.000526622,0.000594694,0.000594694,0.000594694,0.000526622,0.000526622,0.000526622,9.64612e-05,8.67063e-05,9.64612e-05,8.67063e-05,0,0,0,0,0,0,0,0,3.11241,3.11241,3.11241,3.11241,1.08115,1.08115,1.08115,1.08115,1.08115,1.08115,0.207488,0.207488,0,0,0,0
302,1,180,16,164,0,143,16,127,0,16,165,0,14,164,0,184,2,1,184,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145256,0.00145256,0.00130103,0.00130103,0.00145256,0.00145256,0.00130103,0.00130103,0.000594694,0.000594694,0.000594694,0.000525719,0.000525719,0.000525719,0.000594694,0.000594694,0.000594694,0.000525719,0.000525719,0.000525719,9.65182e-05,8.66603e-05,9.65182e-05,8.66603e-05,0,0,0,0,0,0,0,0,3.10556,3.10556,3.10556,3.10556,1.07877,1.07877,1.07877,1.07877,1.07877,1.07877,0.207032,0.207032,0,0,0,0
303,1,180,16,164,0,143,16,127,0,16,165,0,14,164,0,184,2,1,184,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145303,0.00145303,0.00130175,0.00130175,0.00145303,0.00145303,0.00130175,0.00130175,0.000594431,0.000594431,0.000594431,0.000525675,0.000525675,0.000525675,0.000594431,0.000594431,0.000594431,0.000525675,0.000525675,0.000525675,9.65041e-05,8.66716e-05,9.65041e-05,8.66716e-05,0,0,0,0,0,0,0,0,3.10077,3.10077,3.10077,3.10077,1.07711,1.07711,1.07711,1.07711,1.07711,1.07711,0.206712,0.206712,0,0,0,0
304,1,180,16,164,0,143,16,127,0,16,165,0,14,164,0,184,2,1,184,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145139,0.00145139,0.00130417,0.00130417,0.00145139,0.00145139,0.00130417,0.00130417,0.000594037,0.000594037,0.000594037,0.000526097,0.000526097,0.000526097,0.000594037,0.000594037,0.000594037,0.000526097,0.000526097,0.000526097,9.63952e-05,8.67597e-05,9.63952e-05,8.67597e-05,0,0,0,0,0,0,0,0,3.09871,3.09871,3.09871,3.09871,1.0764,1.0764,1.0764,1.0764,1.0764,1.0764,0.206575,0.206575,0,0,0,0
305,1,180,16,164,0,143,16,127,0,16,165,0,14,164,0,184,2,1,184,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145179,0.00145179,0.00130386,0.00130386,0.00145179,0.00145179,0.00130386,0.00130386,0.000594299,0.000594299,0.000594299,0.000526006,0.000526006,0.000526006,0.000594299,0.000594299,0.000594299,0.000526006,0.000526006,0.000526006,9.64213e-05,8.67386e-05,9.64213e-05,8.67386e-05,0,0,0,0,0,0,0,0,3.09666,3.09666,3.09666,3.09666,1.07568,1.07568,1.07568,1.07568,1.07568,1.07568,0.206438,0.206438,0,0,0,0
306,1,180,16,164,0,143,16,127,0,16,165,0,14,164,0,184,2,1,184,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145209,0.00145209,0.00130198,0.00130198,0.00145209,0.00145209,0.00130198,0.00130198,0.000593836,0.000593836,0.000593836,0.000525171,0.000525171,0.000525171,0.000593836,0.000593836,0.000593836,0.000525171,0.000525171,0.000525171,9.65309e-05,8.66501e-05,9.65309e-05,8.66501e-05,0,0,0,0,0,0,0,0,3.0857,3.0857,3.0857,3.0857,1.07187,1.07187,1.07187,1.07187,1.07187,1.07187,0.205707,0.205707,0,0,0,0
307,1,188,17,178,0,154,10,137,0,22,175,5,9,174,0,192,13,1,187,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145479,0.00145479,0.00130091,0.00130091,0.00145479,0.00145479,0.00130091,0.00130091,0.000595089,0.000595089,0.000595089,0.000524377,0.000524377,0.000524377,0.000595089,0.000595089,0.000595089,0.000524377,0.000524377,0.000524377,9.66645e-05,8.65427e-05,9.66645e-05,8.65427e-05,0,0,0,0,0,0,0,0,3.08707,3.08707,3.08707,3.08707,1.07235,1.07235,1.07235,1.07235,1.07235,1.07235,0.205799,0.205799,0,0,0,0
308,1,188,17,178,0,154,10,137,0,22,175,5,9,174,0,192,13,1,187,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.0014558,0.0014558,0.00130175,0.00130175,0.0014558,0.0014558,0.00130175,0.00130175,0.000595882,0.000595882,0.000595882,0.000523981,0.000523981,0.000523981,0.000595882,0.000595882,0.000595882,0.000523981,0.000523981,0.000523981,9.66405e-05,8.65619e-05,9.66405e-05,8.65619e-05,0,0,0,0,0,0,0,0,3.08775,3.08775,3.08775,3.08775,1.07259,1.07259,1.07259,1.07259,1.07259,1.07259,0.205844,0.205844,0,0,0,0
309,1,188,17,178,0,154,10,137,0,22,175,5,9,174,0,192,13,1,187,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145702,0.00145702,0.0012997,0.0012997,0.00145702,0.00145702,0.0012997,0.0012997,0.000595686,0.000595686,0.000595686,0.00052319,0.00052319,0.00052319,0.000595686,0.000595686,0.000595686,0.00052319,0.00052319,0.00052319,9.66745e-05,8.65347e-05,9.66745e-05,8.65347e-05,0,0,0,0,0,0,0,0,3.08159,3.08159,3.08159,3.08159,1.07045,1.07045,1.07045,1.07045,1.07045,1.07045,0.205433,0.205433,0,0,0,0
310,1,188,17,178,0,154,10,137,0,22,175,5,9,174,0,192,13,1,187,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145507,0.00145507,0.00130126,0.00130126,0.00145507,0.00145507,0.00130126,0.00130126,0.000594891,0.000594891,0.000594891,0.000523516,0.000523516,0.000523516,0.000594891,0.000594891,0.000594891,0.000523516,0.000523516,0.000523516,9.66365e-05,8.65651e-05,9.66365e-05,8.65651e-05,0,0,0,0,0,0,0,0,3.07748,3.07748,3.07748,3.07748,1.06902,1.06902,1.06902,1.06902,1.06902,1.06902,0.205159,0.205159,0,0,0,0
311,1,188,17,178,0,154,10,137,0,22,175,5,9,174,0,192,13,1,187,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145402,0.00145402,0.00130155,0.00130155,0.00145402,0.00145402,0.00130155,0.00130155,0.000594032,0.000594032,0.000594032,0.000523632,0.000523632,0.000523632,0.000594032,0.000594032,0.000594032,0.000523632,0.000523632,0.000523632,9.65216e-05,8.66575e-05,9.65216e-05,8.66575e-05,0,0,0,0,0,0,0,0,3.07817,3.07817,3.07817,3.07817,1.06926,1.06926,1.06926,1.06926,1.06926,1.06926,0.205205,0.205205,0,0,0,0
312,1,188,17,178,0,154,10,137,0,22,175,5,9,174,0,192,13,1,187,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.0014584,0.0014584,0.0012997,0.0012997,0.0014584,0.0014584,0.0012997,0.0012997,0.000595354,0.000595354,0.000595354,0.000522424,0.000522424,0.000522424,0.000595354,0.000595354,0.000595354,0.000522424,0.000522424,0.000522424,9.6629e-05,8.65711e-05,9.6629e-05,8.65711e-05,0,0,0,0,0,0,0,0,3.08159,3.08159,3.08159,3.08159,1.07045,1.07045,1.07045,1.07045,1.07045,1.07045,0.205433,0.205433,0,0,0,0
313,1,188,17,178,0,154,10,137,0,22,175,5,9,174,0,192,13,1,187,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145702,0.00145702,0.00130135,0.00130135,0.00145702,0.00145702,0.00130135,0.00130135,0.000595023,0.000595023,0.000595023,0.000522679,0.000522679,0.000522679,0.000595023,0.000595023,0.000595023,0.000522679,0.000522679,0.000522679,9.672e-05,8.64983e-05,9.672e-05,8.64983e-05,0,0,0,0,0,0,0,0,3.08159,3.08159,3.08159,3.08159,1.07045,1.07045,1.07045,1.07045,1.07045,1.07045,0.205433,0.205433,0,0,0,0
314,1,191,19,176,0,157,15,138,0,14,184,0,9,184,0,194,5,0,194,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145617,0.00145617,0.00130094,0.00130094,0.00145617,0.00145617,0.00130094,0.00130094,0.000594494,0.000594494,0.000594494,0.000522399,0.000522399,0.000522399,0.000594494,0.000594494,0.000594494,0.000522399,0.000522399,0.000522399,9.67543e-05,8.64708e-05,9.67543e-05,8.64708e-05,0,0,0,0,0,0,0,0,3.07543,3.07543,3.07543,3.07543,1.06831,1.06831,1.06831,1.06831,1.06831,1.06831,0.205022,0.205022,0,0,0,0
315,1,191,19,176,0,157,15,138,0,14,184,0,9,184,0,194,5,0,194,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145771,0.00145771,0.00130355,0.00130355,0.00145771,0.00145771,0.00130355,0.00130355,0.000595023,0.000595023,0.000595023,0.000523702,0.000523702,0.000523702,0.000595023,0.000595023,0.000595023,0.000523702,0.000523702,0.000523702,9.672e-05,8.64983e-05,9.672e-05,8.64983e-05,0,0,0,0,0,0,0,0,3.08159,3.08159,3.08159,3.08159,1.07045,1.07045,1.07045,1.07045,1.07045,1.07045,0.205433,0.205433,0,0,0,0
316,1,191,19,176,0,157,15,138,0,14,184,0,9,184,0,194,5,0,194,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145815,0.00145815,0.00130431,0.00130431,0.00145815,0.00145815,0.00130431,0.00130431,0.000595687,0.000595687,0.000595687,0.000523889,0.000523889,0.000523889,0.000595687,0.000595687,0.000595687,0.000523889,0.000523889,0.000523889,9.67948e-05,8.64385e-05,9.67948e-05,8.64385e-05,0,0,0,0,0,0,0,0,3.07817,3.07817,3.07817,3.07817,1.06926,1.06926,1.06926,1.06926,1.06926,1.06926,0.205205,0.205205,0,0,0,0
317,1,191,19,176,0,157,15,138,0,14,184,0,9,184,0,194,5,0,194,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145649,0.00145649,0.00130676,0.00130676,0.00145649,0.00145649,0.00130676,0.00130676,0.000594957,0.000594957,0.000594957,0.000524825,0.000524825,0.000524825,0.000594957,0.000594957,0.000594957,0.000524825,0.000524825,0.000524825,9.67302e-05,8.64901e-05,9.67302e-05,8.64901e-05,0,0,0,0,0,0,0,0,3.07611,3.07611,3.07611,3.07611,1.06854,1.06854,1.06854,1.06854,1.06854,1.06854,0.205068,0.205068,0,0,0,0
318,1,191,19,176,0,157,15,138,0,14,184,0,9,184,0,194,5,0,194,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145661,0.00145661,0.00130612,0.00130612,0.00145661,0.00145661,0.00130612,0.00130612,0.000595489,0.000595489,0.000595489,0.000524381,0.000524381,0.000524381,0.000595489,0.000595489,0.000595489,0.000524381,0.000524381,0.000524381,9.67836e-05,8.64475e-05,9.67836e-05,8.64475e-05,0,0,0,0,0,0,0,0,3.072,3.072,3.072,3.072,1.06712,1.06712,1.06712,1.06712,1.06712,1.06712,0.204794,0.204794,0,0,0,0
319,1,191,19,176,0,157,15,138,0,14,184,0,9,184,0,194,5,0,194,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00146021,0.00146021,0.00130327,0.00130327,0.00146021,0.00146021,0.00130327,0.00130327,0.000597024,0.000597024,0.000597024,0.000523166,0.000523166,0.000523166,0.000597024,0.000597024,0.000597024,0.000523166,0.000523166,0.000523166,9.6929e-05,8.63318e-05,9.6929e-05,8.63318e-05,0,0,0,0,0,0,0,0,3.06789,3.06789,3.06789,3.06789,1.06569,1.06569,1.06569,1.06569,1.06569,1.06569,0.20452,0.20452,0,0,0,0
320,1,191,19,176,0,157,15,138,0,14,184,0,9,184,0,194,5,0,194,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00146038,0.00146038,0.0013026,0.0013026,0.00146038,0.00146038,0.0013026,0.0013026,0.000597297,0.000597297,0.000597297,0.000523259,0.000523259,0.000523259,0.000597297,0.000597297,0.000597297,0.000523259,0.000523259,0.000523259,9.69857e-05,8.62869e-05,9.69857e-05,8.62869e-05,0,0,0,0,0,0,0,0,3.06241,3.06241,3.06241,3.06241,1.06379,1.06379,1.06379,1.06379,1.06379,1.06379,0.204155,0.204155,0,0,0,0
321,1,205,20,191,0,160,14,140,0,20,192,3,12,187,0,202,8,5,199,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00146031,0.00146031,0.00130103,0.00130103,0.00146031,0.00146031,0.00130103,0.00130103,0.000597237,0.000597237,0.000597237,0.000522251,0.000522251,0.000522251,0.000597237,0.000597237,0.000597237,0.000522251,0.000522251,0.000522251,9.71189e-05,8.61817e-05,9.71189e-05,8.61817e-05,0,0,0,0,0,0,0,0,3.05351,3.05351,3.05351,3.05351,1.06069,1.06069,1.06069,1.06069,1.06069,1.06069,0.203561,0.203561,0,0,0,0
322,1,205,20,191,0,160,14,140,0,20,192,3,12,187,0,202,8,5,199,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145946,0.00145946,0.00130062,0.00130062,0.00145946,0.00145946,0.00130062,0.00130062,0.000596031,0.000596031,0.000596031,0.000521454,0.000521454,0.000521454,0.000596031,0.000596031,0.000596031,0.000521454,0.000521454,0.000521454,9.70617e-05,8.62268e-05,9.70617e-05,8.62268e-05,0,0,0,0,0,0,0,0,3.04734,3.04734,3.04734,3.04734,1.05855,1.05855,1.05855,1.05855,1.05855,1.05855,0.20315,0.20315,0,0,0,0
323,1,205,20,191,0,160,14,140,0,20,192,3,12,187,0,202,8,5,199,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145819,0.00145819,0.00130053,0.00130053,0.00145819,0.00145819,0.00130053,0.00130053,0.000595898,0.000595898,0.000595898,0.000521007,0.000521007,0.000521007,0.000595898,0.000595898,0.000595898,0.000521007,0.000521007,0.000521007,9.70236e-05,8.62569e-05,9.70236e-05,8.62569e-05,0,0,0,0,0,0,0,0,3.04323,3.04323,3.04323,3.04323,1.05712,1.05712,1.05712,1.05712,1.05712,1.05712,0.202876,0.202876,0,0,0,0
324,1,205,20,191,0,160,14,140,0,20,192,3,12,187,0,202,8,5,199,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.00145971,0.00145971,0.00129877,0.00129877,0.00145971,0.00145971,0.00129877,0.00129877,0.000595765,0.000595765,0.000595765,0.000520303,0.000520303,0.000520303,0.000595765,0.000595765,0.000595765,0.000520303,0.000520303,0.000520303,9.70317e-05,8.62504e-05,9.70317e-05,8.62504e-05,0,0,0,0,0,0,0,0,3.03912,3.03912,3.03912,3.03912,1.0557,1.0557,1.0557,1.0557,1.0557,1.0557,0.202602,0.202602,0,0,0,0
325,1,205,20,191,0,160,14,140,0,20,192,3,12,187,0,202,8,5,199,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0.0014629,0.0014629,0.00129626,0.00129626,0.0014629,0.0014629,0.00129626,0.00129626,0.000597316,0.000597316,0.000597316,0.000519674,0.000519674,0.000519674,0.000597316,0.000597316,0.000597316,0.000519674,0.000519674,0.000519674,9.70564e-05,8.6231e-05,9.70564e-05,8.6231e-05,0,0,0,0,0,0,0,0,3.03844,3.03844,3.03844,3.03844,1.05546,1.05546,1.05546,1.05546,1.05546,1.05546,0.202557,0.202557,0,0,0,0
