Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG
0,340461476,X-a0:X-a0,2147,0,0,2147,0,0,74825
0,340461476,X-a0:X-a1,2210,0,0,2210,0,0,74075
0,340461476,X-a1:X-a0,2204,0,0,2204,0,0,75825
0,340461476,X-a1:X-a1,2188,0,0,2188,0,0,75175
1,340461476,X-a0:X-a0,1870,0,0,1870,0,2577,68200
1,340461476,X-a0:X-a1,1915,0,0,1915,0,2560,66750
1,340461476,X-a1:X-a0,1935,0,0,1935,0,2614,69050
1,340461476,X-a1:X-a1,1930,0,0,1930,0,2517,67000
2,340461476,X-a0:X-a0,1640,0,0,1640,0,3421,62100
2,340461476,X-a0:X-a1,1677,0,0,1677,0,3352,61350
2,340461476,X-a1:X-a0,1704,0,0,1704,0,3484,62850
2,340461476,X-a1:X-a1,1669,0,0,1669,0,3306,61700
3,340461476,X-a0:X-a0,1444,0,0,1444,0,4270,50600
3,340461476,X-a0:X-a1,1455,0,0,1455,0,4199,50000
3,340461476,X-a1:X-a0,1504,0,0,1504,0,4336,51550
3,340461476,X-a1:X-a1,1464,0,0,1464,0,4169,51150
4,340461476,X-a0:X-a0,1245,0,0,1245,0,5109,44375
4,340461476,X-a0:X-a1,1267,0,0,1267,0,4944,43775
4,340461476,X-a1:X-a0,1308,0,0,1308,0,5068,45225
4,340461476,X-a1:X-a1,1280,0,0,1280,0,4913,45025
5,340461476,X-a0:X-a0,1076,0,0,1076,0,5704,40675
5,340461476,X-a0:X-a1,1098,0,0,1098,0,5572,42025
5,340461476,X-a1:X-a0,1146,0,0,1146,0,5747,41575
5,340461476,X-a1:X-a1,1094,0,0,1094,0,5650,40925
6,340461476,X-a0:X-a0,932,0,0,932,0,6286,33800
6,340461476,X-a0:X-a1,947,0,0,947,0,6194,32400
6,340461476,X-a1:X-a0,1001,0,0,1001,0,6356,34900
6,340461476,X-a1:X-a1,959,0,0,959,0,6245,33800
7,340461476,X-a0:X-a0,826,0,0,826,0,6772,29800
7,340461476,X-a0:X-a1,839,0,0,839,0,6650,30550
7,340461476,X-a1:X-a0,875,0,0,875,0,6873,30050
7,340461476,X-a1:X-a1,843,0,0,843,0,6690,30000
8,340461476,X-a0:X-a0,713,0,0,713,0,7280,24775
8,340461476,X-a0:X-a1,743,0,0,743,0,7082,26875
8,340461476,X-a1:X-a0,763,0,0,763,0,7337,25625
8,340461476,X-a1:X-a1,722,0,0,722,0,7097,26825
9,340461476,X-a0:X-a0,618,0,0,618,0,7663,22625
9,340461476,X-a0:X-a1,639,0,0,639,0,7579,21475
9,340461476,X-a1:X-a0,660,0,0,660,0,7764,22425
