Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,VectorPopulationNumDied,InfectiousNumDied,InfectedNumDied,AdultNumDied,MaleNumDied,VectorPopulationAvgAgeAtDeath,InfectiousAvgAgeAtDeath,InfectedAvgAgeAtDeath,AdultAvgAgeAtDeath,MaleAvgAgeAtDeath
8,1,X2:X1,755,0,0,755,0,0,248802,26250,110,0,0,110,0,10.9455,0,0,10.9455,0
8,1,X2:X2,354,0,0,354,0,0,118353,11450,55,0,0,55,0,11.0909,0,0,11.0909,0
8,1,X2:Y1,0,0,0,0,627,0,221424,22950,0,0,0,0,99,0,0,0,0,10.9798
8,1,X2:Y2,0,0,0,0,427,0,146484,14750,0,0,0,0,52,0,0,0,0,10.9615
9,1,X1:X1,1277,0,0,1277,0,0,500762,41150,217,0,0,217,0,12.0783,0,0,12.0783,0
9,1,X1:X2,627,0,0,627,0,0,248136,19850,96,0,0,96,0,11.9167,0,0,11.9167,0
9,1,X1:Y1,0,0,0,0,1097,0,449008,37100,0,0,0,0,195,0,0,0,0,11.9333
9,1,X1:Y2,0,0,0,0,760,0,300030,23900,0,0,0,0,121,0,0,0,0,12.0661
9,1,X2:X1,660,0,0,660,0,0,251344,19250,95,0,0,95,0,12.0737,0,0,12.0737,0
9,1,X2:X2,295,0,0,295,0,0,118569,9150,59,0,0,59,0,11.9661,0,0,11.9661,0
9,1,X2:Y1,0,0,0,0,558,0,223282,16900,0,0,0,0,69,0,0,0,0,11.971
9,1,X2:Y2,0,0,0,0,375,0,147179,11500,0,0,0,0,52,0,0,0,0,12.1154
10,1,X1:X1,1092,0,0,1092,0,0,494788,36550,185,0,0,185,0,12.9514,0,0,12.9514,0
10,1,X1:X2,546,0,0,546,0,0,244426,19350,81,0,0,81,0,13.1235,0,0,13.1235,0
10,1,X1:Y1,0,0,0,0,961,0,443238,32750,0,0,0,0,136,0,0,0,0,13.0221
10,1,X1:Y2,0,0,0,0,653,0,295386,23150,0,0,0,0,107,0,0,0,0,13.1121
10,1,X2:X1,545,0,0,545,0,0,246646,17550,115,0,0,115,0,12.8696,0,0,12.8696,0
10,1,X2:X2,243,0,0,243,0,0,116334,10750,52,0,0,52,0,13,0,0,13,0
10,1,X2:Y1,0,0,0,0,476,0,219201,17050,0,0,0,0,82,0,0,0,0,13
10,1,X2:Y2,0,0,0,0,310,0,144933,11250,0,0,0,0,65,0,0,0,0,13.0462
11,1,X1:X1,956,0,0,956,0,0,484400,32100,136,0,0,136,0,14.0368,0,0,14.0368,0
11,1,X1:X2,467,0,0,467,0,0,240633,16500,79,0,0,79,0,14.0506,0,0,14.0506,0
11,1,X1:Y1,0,0,0,0,813,0,433865,29000,0,0,0,0,148,0,0,0,0,14.0541
11,1,X1:Y2,0,0,0,0,580,0,290653,19600,0,0,0,0,73,0,0,0,0,13.9863
11,1,X2:X1,471,0,0,471,0,0,240678,16300,74,0,0,74,0,13.7973,0,0,13.7973,0
11,1,X2:X2,214,0,0,214,0,0,115975,6700,29,0,0,29,0,13.8621,0,0,13.8621,0
11,1,X2:Y1,0,0,0,0,412,0,215419,13800,0,0,0,0,64,0,0,0,0,13.8594
11,1,X2:Y2,0,0,0,0,259,0,142544,9200,0,0,0,0,51,0,0,0,0,13.9804
12,1,X1:X1,820,0,0,820,0,0,470373,24900,136,0,0,136,0,14.8456,0,0,14.8456,0
12,1,X1:X2,406,0,0,406,0,0,234207,13500,61,0,0,61,0,15.0492,0,0,15.0492,0
12,1,X1:Y1,0,0,0,0,680,0,421762,22950,0,0,0,0,133,0,0,0,0,15.0301
12,1,X1:Y2,0,0,0,0,481,0,282741,15450,0,0,0,0,99,0,0,0,0,15.0505
12,1,X2:X1,400,0,0,400,0,0,234185,11400,71,0,0,71,0,14.9577,0,0,14.9577,0
12,1,X2:X2,183,0,0,183,0,0,111717,5600,31,0,0,31,0,15.0323,0,0,15.0323,0
12,1,X2:Y1,0,0,0,0,350,0,208694,9550,0,0,0,0,62,0,0,0,0,14.9677
12,1,X2:Y2,0,0,0,0,217,0,138294,7450,0,0,0,0,42,0,0,0,0,15.0714
13,1,X1:X1,683,0,0,683,0,0,450521,23100,137,0,0,137,0,16.0876,0,0,16.0876,0
13,1,X1:X2,348,0,0,348,0,0,225351,13200,58,0,0,58,0,16.1034,0,0,16.1034,0
13,1,X1:Y1,0,0,0,0,578,0,404545,21200,0,0,0,0,102,0,0,0,0,15.9902
13,1,X1:Y2,0,0,0,0,405,0,271185,15100,0,0,0,0,76,0,0,0,0,15.9605
13,1,X2:X1,339,0,0,339,0,0,223326,10800,61,0,0,61,0,15.8525,0,0,15.8525,0
13,1,X2:X2,156,0,0,156,0,0,106797,7100,27,0,0,27,0,15.963,0,0,15.963,0
13,1,X2:Y1,0,0,0,0,281,0,198500,11200,0,0,0,0,69,0,0,0,0,16.029
13,1,X2:Y2,0,0,0,0,178,0,132741,6700,0,0,0,0,39,0,0,0,0,15.9487
14,1,X1:X1,575,0,0,575,0,0,430703,19750,108,0,0,108,0,16.9815,0,0,16.9815,0
14,1,X1:X2,292,0,0,292,0,0,217216,9450,56,0,0,56,0,16.9286,0,0,16.9286,0
14,1,X1:Y1,0,0,0,0,473,0,387430,18050,0,0,0,0,105,0,0,0,0,17.0762
14,1,X1:Y2,0,0,0,0,340,0,260440,11150,0,0,0,0,65,0,0,0,0,17
14,1,X2:X1,281,0,0,281,0,0,212945,10150,58,0,0,58,0,16.9483,0,0,16.9483,0
14,1,X2:X2,122,0,0,122,0,0,103679,4150,34,0,0,34,0,17.0294,0,0,17.0294,0
14,1,X2:Y1,0,0,0,0,230,0,190753,8450,0,0,0,0,51,0,0,0,0,16.8627
14,1,X2:Y2,0,0,0,0,147,0,126653,5850,0,0,0,0,31,0,0,0,0,17.129
15,1,X1:X1,468,0,0,468,0,0,409842,14150,107,0,0,107,0,18,0,0,18,0
15,1,X1:X2,237,0,0,237,0,0,206304,7450,55,0,0,55,0,17.8909,0,0,17.8909,0
15,1,X1:Y1,0,0,0,0,384,0,368545,12950,0,0,0,0,89,0,0,0,0,17.8876
15,1,X1:Y2,0,0,0,0,277,0,246849,8650,0,0,0,0,63,0,0,0,0,18.0317
15,1,X2:X1,239,0,0,239,0,0,202941,7250,42,0,0,42,0,18.0476,0,0,18.0476,0
15,1,X2:X2,113,0,0,113,0,0,97862,3250,9,0,0,9,0,17.7778,0,0,17.7778,0
15,1,X2:Y1,0,0,0,0,185,0,181337,5750,0,0,0,0,45,0,0,0,0,17.8444
15,1,X2:Y2,0,0,0,0,123,0,120239,4750,0,0,0,0,24,0,0,0,0,17.875
16,1,X1:X1,383,0,0,383,0,0,385009,13100,85,0,0,85,0,19.0471,0,0,19.0471,0
16,1,X1:X2,198,0,0,198,0,0,194042,7250,39,0,0,39,0,19.0513,0,0,19.0513,0
16,1,X1:Y1,0,0,0,0,309,0,346623,12100,0,0,0,0,75,0,0,0,0,19
16,1,X1:Y2,0,0,0,0,217,0,231767,8250,0,0,0,0,60,0,0,0,0,18.9333
16,1,X2:X1,201,0,0,201,0,0,190911,5900,38,0,0,38,0,19.2105,0,0,19.2105,0
16,1,X2:X2,92,0,0,92,0,0,91646,4050,21,0,0,21,0,19.0476,0,0,19.0476,0
16,1,X2:Y1,0,0,0,0,159,0,169885,6200,0,0,0,0,26,0,0,0,0,18.8846
16,1,X2:Y2,0,0,0,0,96,0,113426,3750,0,0,0,0,27,0,0,0,0,18.7407
17,1,X1:X1,318,0,0,318,0,0,361454,11250,65,0,0,65,0,19.9385,0,0,19.9385,0
17,1,X1:X2,162,0,0,162,0,0,182741,5950,36,0,0,36,0,19.8333,0,0,19.8333,0
17,1,X1:Y1,0,0,0,0,266,0,325711,10600,0,0,0,0,43,0,0,0,0,20
17,1,X1:Y2,0,0,0,0,176,0,218014,6600,0,0,0,0,41,0,0,0,0,19.6585
17,1,X2:X1,174,0,0,174,0,0,178858,6350,27,0,0,27,0,19.8519,0,0,19.8519,0
17,1,X2:X2,85,0,0,85,0,0,87132,2950,7,0,0,7,0,20.1429,0,0,20.1429,0
17,1,X2:Y1,0,0,0,0,136,0,159934,5600,0,0,0,0,23,0,0,0,0,19.9565
17,1,X2:Y2,0,0,0,0,72,0,106597,3700,0,0,0,0,24,0,0,0,0,19.9583
18,1,X1:X1,261,0,0,261,0,23742,314461,7300,57,0,0,57,0,20.9474,0,0,20.9474,0
18,1,X1:X2,129,0,0,129,0,11992,159226,4300,33,0,0,33,0,20.9091,0,0,20.9091,0
18,1,X1:Y1,0,0,0,0,215,21986,283335,6800,0,0,0,0,51,0,0,0,0,20.902
18,1,X1:Y2,0,0,0,0,147,13754,190265,4800,0,0,0,0,29,0,0,0,0,21.069
18,1,X2:X1,141,0,0,141,0,11833,156155,3600,33,0,0,33,0,21.1212,0,0,21.1212,0
18,1,X2:X2,68,0,0,68,0,5750,76089,1900,17,0,0,17,0,21,0,0,21,0
18,1,X2:Y1,0,0,0,0,112,10592,139708,3000,0,0,0,0,24,0,0,0,0,21.2083
18,1,X2:Y2,0,0,0,0,61,7241,92916,2500,0,0,0,0,11,0,0,0,0,21
19,1,X1:X1,205,0,0,205,0,43319,270064,6900,56,0,0,56,0,22.0893,0,0,22.0893,0
19,1,X1:X2,105,0,0,105,0,21658,137521,4250,24,0,0,24,0,21.7917,0,0,21.7917,0
19,1,X1:Y1,0,0,0,0,163,38973,244040,6450,0,0,0,0,52,0,0,0,0,21.75
19,1,X1:Y2,0,0,0,0,121,25911,163468,4700,0,0,0,0,26,0,0,0,0,21.8462
19,1,X2:X1,116,0,0,116,0,21618,133952,3600,25,0,0,25,0,21.92,0,0,21.92,0
19,1,X2:X2,61,0,0,61,0,10812,65010,2250,7,0,0,7,0,21.5714,0,0,21.5714,0
19,1,X2:Y1,0,0,0,0,89,19526,119418,3550,0,0,0,0,23,0,0,0,0,21.8261
19,1,X2:Y2,0,0,0,0,49,13125,80275,2300,0,0,0,0,12,0,0,0,0,22.25
20,1,X1:X1,158,0,0,158,0,58738,231779,6050,47,0,0,47,0,22.9574,0,0,22.9574,0
20,1,X1:X2,89,0,0,89,0,29575,118685,3300,16,0,0,16,0,23.125,0,0,23.125,0
20,1,X1:Y1,0,0,0,0,134,53134,209705,5900,0,0,0,0,29,0,0,0,0,22.7241
20,1,X1:Y2,0,0,0,0,96,35215,140794,3450,0,0,0,0,25,0,0,0,0,23.16
20,1,X2:X1,89,0,0,89,0,29585,114745,3650,27,0,0,27,0,23.037,0,0,23.037,0
20,1,X2:X2,52,0,0,52,0,14315,56644,1800,9,0,0,9,0,22.7778,0,0,22.7778,0
20,1,X2:Y1,0,0,0,0,72,26340,102996,3300,0,0,0,0,17,0,0,0,0,22.3529
20,1,X2:Y2,0,0,0,0,41,17769,69002,2150,0,0,0,0,8,0,0,0,0,23.25
21,1,X1:X1,127,0,0,127,0,69945,199043,3450,31,0,0,31,0,23.871,0,0,23.871,0
21,1,X1:X2,74,0,0,74,0,34992,102290,2000,15,0,0,15,0,24.1333,0,0,24.1333,0
21,1,X1:Y1,0,0,0,0,107,63598,180363,2850,0,0,0,0,27,0,0,0,0,24.1481
21,1,X1:Y2,0,0,0,0,72,41612,120999,2600,0,0,0,0,24,0,0,0,0,24
21,1,X2:X1,65,0,0,65,0,35177,99083,2150,24,0,0,24,0,23.7917,0,0,23.7917,0
21,1,X2:X2,44,0,0,44,0,16632,49390,1100,8,0,0,8,0,23.75,0,0,23.75,0
21,1,X2:Y1,0,0,0,0,59,31020,89397,1550,0,0,0,0,13,0,0,0,0,24.0769
21,1,X2:Y2,0,0,0,0,31,21083,59582,1700,0,0,0,0,10,0,0,0,0,23.9
22,1,X1:X1,15996,0,0,15996,0,62694,168106,3500,20,0,0,20,0,24.9,0,0,24.9,0
22,1,X1:X2,8044,0,0,8044,0,30997,87073,1850,11,0,0,11,0,24.9091,0,0,24.9091,0
22,1,X1:Y1,0,0,0,0,14959,55984,152878,2900,0,0,0,0,30,0,0,0,0,24.9333
22,1,X1:Y2,0,0,0,0,9235,38253,102230,2450,0,0,0,0,18,0,0,0,0,24.6667
22,1,X2:X1,7898,0,0,7898,0,31781,83975,2000,14,0,0,14,0,24.7143,0,0,24.7143,0
22,1,X2:X2,3906,0,0,3906,0,15066,42002,1550,5,0,0,5,0,24.4,0,0,24.4,0
22,1,X2:Y1,0,0,0,0,7112,27837,75681,2100,0,0,0,0,11,0,0,0,0,25.2727
22,1,X2:Y2,0,0,0,0,4939,18786,51025,1450,0,0,0,0,4,0,0,0,0,25
23,1,X1:X1,28950,0,0,28950,0,56515,141299,3700,1610,0,0,1610,0,1.29627,0,0,1.29627,0
23,1,X1:X2,14335,0,0,14335,0,27779,73810,1550,885,0,0,885,0,1.53559,0,0,1.53559,0
23,1,X1:Y1,0,0,0,0,26216,50399,128617,3550,0,0,0,0,1469,0,0,0,0,1.2403
23,1,X1:Y2,0,0,0,0,17320,33897,86580,1700,0,0,0,0,921,0,0,0,0,1.24104
23,1,X2:X1,14406,0,0,14406,0,28644,70933,1800,772,0,0,772,0,1.41451,0,0,1.41451,0
23,1,X2:X2,7241,0,0,7241,0,12938,36427,750,440,0,0,440,0,1.17273,0,0,1.17273,0
23,1,X2:Y1,0,0,0,0,13079,24893,64222,1350,0,0,0,0,701,0,0,0,0,1.24536
23,1,X2:Y2,0,0,0,0,8890,16679,43448,1200,0,0,0,0,490,0,0,0,0,1.25102
24,1,X1:X1,39077,0,0,39077,0,49330,120002,1550,2971,0,0,2971,0,1.64793,0,0,1.64793,0
24,1,X1:X2,19518,0,0,19518,0,24214,62573,1100,1499,0,0,1499,0,1.6531,0,0,1.6531,0
24,1,X1:Y1,0,0,0,0,35470,44123,109618,1150,0,0,0,0,2665,0,0,0,0,1.66492
24,1,X1:Y2,0,0,0,0,23433,29393,73622,1500,0,0,0,0,1737,0,0,0,0,1.56419
24,1,X2:X1,19808,0,0,19808,0,24584,60365,1050,1454,0,0,1454,0,1.6685,0,0,1.6685,0
24,1,X2:X2,9531,0,0,9531,0,11171,31124,600,748,0,0,748,0,1.8369,0,0,1.8369,0
24,1,X2:Y1,0,0,0,0,17483,21627,54653,750,0,0,0,0,1359,0,0,0,0,1.65636
24,1,X2:Y2,0,0,0,0,11859,14390,37386,900,0,0,0,0,926,0,0,0,0,1.57667
25,1,X1:X1,46442,0,0,46442,0,43887,99630,1800,3927,0,0,3927,0,2.04049,0,0,2.04049,0
25,1,X1:X2,22980,0,0,22980,0,21650,52457,900,2014,0,0,2014,0,2.10179,0,0,2.10179,0
25,1,X1:Y1,0,0,0,0,42050,38898,91014,1300,0,0,0,0,3745,0,0,0,0,2.0964
25,1,X1:Y2,0,0,0,0,27453,26584,61511,1400,0,0,0,0,2587,0,0,0,0,2.03711
25,1,X2:X1,23419,0,0,23419,0,21831,50476,600,2021,0,0,2021,0,2.0574,0,0,2.0574,0
25,1,X2:X2,11024,0,0,11024,0,10368,26025,800,958,0,0,958,0,2.19624,0,0,2.19624,0
25,1,X2:Y1,0,0,0,0,20537,19671,45208,800,0,0,0,0,1765,0,0,0,0,2.07195
25,1,X2:Y2,0,0,0,0,14034,12655,31706,600,0,0,0,0,1200,0,0,0,0,2.08083
26,1,X1:X1,51837,0,0,51837,0,39003,82537,1032900,4827,0,0,4827,0,2.61115,0,0,2.61115,0
26,1,X1:X2,25586,0,0,25586,0,19033,43856,511400,2382,0,0,2382,0,2.65953,0,0,2.65953,0
26,1,X1:Y1,0,0,0,0,46672,34645,75286,939550,0,0,0,0,4299,0,0,0,0,2.61945
26,1,X1:Y2,0,0,0,0,31103,22780,51817,604750,0,0,0,0,2860,0,0,0,0,2.52622
26,1,X2:X1,26112,0,0,26112,0,19401,41453,506900,2474,0,0,2474,0,2.57154,0,0,2.57154,0
26,1,X2:X2,12427,0,0,12427,0,8938,22206,250400,1148,0,0,1148,0,2.61063,0,0,2.61063,0
26,1,X2:Y1,0,0,0,0,22969,17538,37324,462950,0,0,0,0,2198,0,0,0,0,2.55414
26,1,X2:Y2,0,0,0,0,15657,11104,26630,294350,0,0,0,0,1468,0,0,0,0,2.56744
27,1,X1:X1,55924,0,0,55924,0,33387,1100190,939450,5498,0,0,5498,0,3.08949,0,0,3.08949,0
27,1,X1:X2,27578,0,0,27578,0,16236,547403,463300,2702,0,0,2702,0,3.0681,0,0,3.0681,0
27,1,X1:Y1,0,0,0,0,50255,29880,1000864,834850,0,0,0,0,4921,0,0,0,0,3.08555
27,1,X1:Y2,0,0,0,0,33274,19421,647199,567900,0,0,0,0,3350,0,0,0,0,3.06507
27,1,X2:X1,28066,0,0,28066,0,16196,541027,478850,2784,0,0,2784,0,3.06106,0,0,3.06106,0
27,1,X2:X2,13189,0,0,13189,0,7659,268838,236500,1323,0,0,1323,0,3.21844,0,0,3.21844,0
27,1,X2:Y1,0,0,0,0,24770,14791,493574,428550,0,0,0,0,2371,0,0,0,0,3.10966
27,1,X2:Y2,0,0,0,0,16736,9440,316313,286800,0,0,0,0,1658,0,0,0,0,3.08625
28,1,X1:X1,57525,0,0,57525,0,29356,1927679,855900,6086,0,0,6086,0,3.57575,0,0,3.57575,0
28,1,X1:X2,28577,0,0,28577,0,14358,955174,427050,2873,0,0,2873,0,3.64393,0,0,3.64393,0
28,1,X1:Y1,0,0,0,0,51900,26072,1734393,765600,0,0,0,0,5391,0,0,0,0,3.56576
28,1,X1:Y2,0,0,0,0,34094,17398,1149063,517350,0,0,0,0,3581,0,0,0,0,3.56995
28,1,X2:X1,28720,0,0,28720,0,14177,965149,422700,3006,0,0,3006,0,3.65103,0,0,3.65103,0
28,1,X2:X2,13475,0,0,13475,0,7256,477939,212050,1397,0,0,1397,0,3.68576,0,0,3.68576,0
28,1,X2:Y1,0,0,0,0,25539,13211,871823,384800,0,0,0,0,2556,0,0,0,0,3.61385
28,1,X2:Y2,0,0,0,0,17110,8460,570821,249950,0,0,0,0,1772,0,0,0,0,3.69865
29,1,X1:X1,58510,0,0,58510,0,25307,2189636,1433850,6175,0,0,6175,0,4.13781,0,0,4.13781,0
29,1,X1:X2,28965,0,0,28965,0,12428,1086198,719350,3108,0,0,3108,0,4.09459,0,0,4.09459,0
29,1,X1:Y1,0,0,0,0,52701,22729,1967382,1311750,0,0,0,0,5444,0,0,0,0,4.13942
29,1,X1:Y2,0,0,0,0,34934,14908,1309052,841450,0,0,0,0,3593,0,0,0,0,4.17506
29,1,X2:X1,29099,0,0,29099,0,12257,1093652,685150,3060,0,0,3060,0,4.12582,0,0,4.12582,0
29,1,X2:X2,13837,0,0,13837,0,5914,543290,345750,1461,0,0,1461,0,4.21629,0,0,4.21629,0
29,1,X2:Y1,0,0,0,0,26067,11216,990406,628650,0,0,0,0,2792,0,0,0,0,4.13395
29,1,X2:Y2,0,0,0,0,17189,7344,646090,402250,0,0,0,0,1921,0,0,0,0,4.17543
30,1,X1:X1,58514,0,0,58514,0,21103,2182923,1316100,6336,0,0,6336,0,4.63747,0,0,4.63747,0
30,1,X1:X2,28822,0,0,28822,0,10694,1083637,656000,3113,0,0,3113,0,4.64439,0,0,4.64439,0
30,1,X1:Y1,0,0,0,0,52726,19306,1964141,1182550,0,0,0,0,5647,0,0,0,0,4.63308
30,1,X1:Y2,0,0,0,0,34768,12800,1302695,789550,0,0,0,0,3768,0,0,0,0,4.625
30,1,X2:X1,29278,0,0,29278,0,9812,1086358,664400,3144,0,0,3144,0,4.60464,0,0,4.60464,0
30,1,X2:X2,13793,0,0,13793,0,4953,539837,329800,1519,0,0,1519,0,4.78209,0,0,4.78209,0
30,1,X2:Y1,0,0,0,0,26222,8957,984120,596050,0,0,0,0,2756,0,0,0,0,4.69122
30,1,X2:Y2,0,0,0,0,17085,6223,640934,398150,0,0,0,0,1911,0,0,0,0,4.64417
31,1,X1:X1,57248,0,0,57248,0,18255,2195643,1212850,6411,0,0,6411,0,5.15895,0,0,5.15895,0
31,1,X1:X2,28047,0,0,28047,0,9683,1090571,602550,3189,0,0,3189,0,5.13609,0,0,5.13609,0
