Time,NodeID,Alleles,VectorPopulation,STATE_MALE,VectorPopulationNumDied,MaleNumDied,VectorPopulationAvgAgeAtDeath,MaleAvgAgeAtDeath
256,1,Y1,0,368146,0,44281,0,8.32863
256,1,Y2,0,240461,0,28900,0,8.33882
257,1,X1,812994,406991,97555,48828,8.31604,8.34277
257,1,X2,403884,201642,48083,24115,8.28195,8.35409
257,1,Y1,0,368148,0,44105,0,8.34007
257,1,Y2,0,240485,0,28838,0,8.35637
258,1,X1,813862,407390,97206,48733,8.35206,8.31609
258,1,X2,404480,201704,48380,24076,8.38545,8.36119
258,1,Y1,0,367988,0,44292,0,8.34823
258,1,Y2,0,241106,0,28517,0,8.30424
259,1,X1,812819,407703,97764,48682,8.2728,8.28479
259,1,X2,405017,201730,48392,24025,8.30488,8.40541
259,1,Y1,0,368342,0,43818,0,8.33997
259,1,Y2,0,241091,0,28889,0,8.3014
260,1,X1,812424,407885,97795,48919,8.3694,8.32599
260,1,X2,404642,201453,48715,24169,8.35905,8.28665
260,1,Y1,0,368286,0,44331,0,8.3022
260,1,Y2,0,241052,0,28757,0,8.32959
261,1,X1,812766,408214,97506,48871,8.33225,8.31311
261,1,X2,404418,201828,48720,24017,8.34044,8.36637
261,1,Y1,0,368499,0,44154,0,8.33669
261,1,Y2,0,241543,0,28734,0,8.3214
262,1,X1,812812,408058,97274,48878,8.32935,8.32696
262,1,X2,404874,201825,48026,24050,8.37632,8.3558
262,1,Y1,0,368373,0,44062,0,8.35877
262,1,Y2,0,241510,0,28866,0,8.30243
263,1,X1,812750,408254,97683,48789,8.34069,8.35992
263,1,X2,404552,202016,48801,24052,8.34479,8.39386
263,1,Y1,0,368954,0,43889,0,8.36556
263,1,Y2,0,241316,0,28952,0,8.37956
264,1,X1,812820,407591,97326,48856,8.35023,8.30565
264,1,X2,404074,202245,48668,24324,8.28427,8.28203
264,1,Y1,0,369207,0,44012,0,8.27976
264,1,Y2,0,240629,0,29168,0,8.32501
265,1,X1,812719,407409,97448,49282,8.35211,8.35735
265,1,X2,404445,202377,48178,24399,8.35178,8.36792
265,1,Y1,0,369647,0,44557,0,8.35211
265,1,Y2,0,240139,0,29124,0,8.37423
266,1,X1,812418,407254,97324,48620,8.37572,8.3804
266,1,X2,404022,202510,48824,24160,8.37099,8.39549
266,1,Y1,0,369777,0,44197,0,8.3457
266,1,Y2,0,239987,0,28583,0,8.4468
267,1,X1,812735,406886,97424,48963,8.33484,8.35363
267,1,X2,403829,202456,48524,24134,8.37464,8.26999
267,1,Y1,0,369188,0,44380,0,8.30088
267,1,Y2,0,240154,0,28717,0,8.36487
268,1,X1,813105,407136,97254,48996,8.27857,8.34654
268,1,X2,403333,202797,48624,24134,8.34255,8.35328
268,1,Y1,0,369537,0,44372,0,8.36284
268,1,Y2,0,240396,0,28758,0,8.32704
269,1,X1,813848,406929,97320,49097,8.34958,8.26466
269,1,X2,403460,202480,48472,24342,8.32545,8.3017
269,1,Y1,0,369411,0,44418,0,8.28506
269,1,Y2,0,239998,0,29021,0,8.2645
270,1,X1,813108,406713,98081,48752,8.31699,8.32563
270,1,X2,402984,202355,48595,24590,8.28034,8.34852
270,1,Y1,0,369094,0,44566,0,8.32875
270,1,Y2,0,239974,0,28776,0,8.34035
271,1,X1,813191,406886,97115,48640,8.34822,8.4132
271,1,X2,403113,202488,48399,24194,8.38796,8.3159
271,1,Y1,0,369460,0,44158,0,8.37724
271,1,Y2,0,239914,0,28676,0,8.38649
272,1,X1,812925,406862,97771,48835,8.37607,8.35941
272,1,X2,403027,202241,48345,24291,8.39311,8.35301
272,1,Y1,0,369238,0,44403,0,8.37756
272,1,Y2,0,239865,0,28723,0,8.32594
273,1,X1,812619,406573,97441,48789,8.35977,8.36555
273,1,X2,403535,202479,48199,24136,8.37046,8.35217
273,1,Y1,0,369188,0,44226,0,8.33161
273,1,Y2,0,239864,0,28699,0,8.4066
274,1,X1,811896,405803,97787,48875,8.30597,8.31435
274,1,X2,403682,202324,48613,24277,8.29902,8.35289
274,1,Y1,0,368402,0,44528,0,8.29319
274,1,Y2,0,239725,0,28624,0,8.37996
275,1,X1,811985,405737,97662,48652,8.34234,8.29869
275,1,X2,403023,202220,48758,24279,8.35133,8.36727
275,1,Y1,0,368480,0,44157,0,8.30543
275,1,Y2,0,239477,0,28774,0,8.34622
276,1,X1,811855,405508,97145,48797,8.39641,8.39224
276,1,X2,402703,202213,48237,24192,8.35411,8.34482
276,1,Y1,0,368101,0,44333,0,8.36269
276,1,Y2,0,239620,0,28656,0,8.39793
277,1,X1,811403,405743,96840,48500,8.31768,8.36802
277,1,X2,402703,202111,48434,24144,8.36561,8.28848
277,1,Y1,0,367861,0,44305,0,8.33152
277,1,Y2,0,239993,0,28339,0,8.35732
278,1,X1,812018,405620,97783,48733,8.35739,8.36068
278,1,X2,401974,202348,48509,24104,8.31369,8.35766
278,1,Y1,0,367797,0,44208,0,8.31901
278,1,Y2,0,240171,0,28629,0,8.42247
279,1,X1,812226,405881,97091,48374,8.31354,8.31676
279,1,X2,401572,202274,48499,24299,8.27939,8.37804
279,1,Y1,0,367638,0,43867,0,8.36424
279,1,Y2,0,240517,0,28806,0,8.29615
280,1,X1,813009,405698,97339,48769,8.35737,8.30608
280,1,X2,402095,202206,48167,24303,8.35867,8.2696
280,1,Y1,0,367977,0,43823,0,8.28811
280,1,Y2,0,239927,0,29249,0,8.30268
281,1,X1,813249,405166,97324,48925,8.29584,8.35673
281,1,X2,402265,202203,48146,24244,8.29548,8.31315
281,1,Y1,0,367507,0,44194,0,8.35009
281,1,Y2,0,239862,0,28975,0,8.33039
282,1,X1,813068,405273,97572,48738,8.24546,8.358
282,1,X2,402518,202779,48292,24045,8.30916,8.35696
282,1,Y1,0,367830,0,44147,0,8.35001
282,1,Y2,0,240222,0,28636,0,8.36943
283,1,X1,812920,405660,97596,48610,8.37338,8.32958
283,1,X2,403048,203007,48156,24060,8.34542,8.34136
283,1,Y1,0,368591,0,43888,0,8.30573
283,1,Y2,0,240076,0,28782,0,8.37579
284,1,X1,812276,405194,97585,49130,8.37696,8.32638
284,1,X2,402880,202956,48315,24357,8.34929,8.37472
284,1,Y1,0,368485,0,44543,0,8.35168
284,1,Y2,0,239665,0,28944,0,8.32812
285,1,X1,813048,405257,97518,48587,8.37288,8.3327
285,1,X2,403430,203098,48244,24326,8.36975,8.36891
285,1,Y1,0,368466,0,44066,0,8.28966
285,1,Y2,0,239889,0,28847,0,8.42899
286,1,X1,812689,405498,97622,48397,8.32767,8.32952
286,1,X2,403505,203167,48284,24189,8.3612,8.35338
286,1,Y1,0,368657,0,43968,0,8.35549
286,1,Y2,0,240008,0,28618,0,8.3098
287,1,X1,812415,406277,97570,48348,8.32229,8.34492
287,1,X2,403595,203355,48270,24312,8.36793,8.38594
287,1,Y1,0,369401,0,44162,0,8.36312
287,1,Y2,0,240231,0,28498,0,8.35171
288,1,X1,811258,406267,97898,48530,8.3517,8.31519
288,1,X2,402982,203186,48698,24310,8.31465,8.30407
288,1,Y1,0,368875,0,44421,0,8.34247
288,1,Y2,0,240578,0,28419,0,8.26303
289,1,X1,811082,406579,97645,48615,8.30982,8.35769
289,1,X2,403334,203139,48615,24355,8.25511,8.26824
289,1,Y1,0,368767,0,44221,0,8.31845
289,1,Y2,0,240951,0,28749,0,8.34227
290,1,X1,811753,406472,97122,48564,8.34561,8.37884
290,1,X2,403775,203149,48294,24167,8.30062,8.38044
290,1,Y1,0,368776,0,44095,0,8.36991
290,1,Y2,0,240845,0,28636,0,8.39394
291,1,X1,812736,406260,96910,48738,8.35657,8.43742
291,1,X2,404222,202927,48196,24441,8.30656,8.37445
291,1,Y1,0,368613,0,44168,0,8.41804
291,1,Y2,0,240574,0,29011,0,8.41388
292,1,X1,812039,406160,97877,48698,8.27278,8.32905
292,1,X2,404463,202882,48293,24356,8.208,8.37839
292,1,Y1,0,368502,0,44307,0,8.36225
292,1,Y2,0,240540,0,28747,0,8.31969
293,1,X1,813760,406578,96883,48464,8.32422,8.33949
293,1,X2,404724,202727,48549,24614,8.36295,8.4183
293,1,Y1,0,368564,0,44487,0,8.36229
293,1,Y2,0,240741,0,28591,0,8.37187
294,1,X1,813496,406982,97767,48751,8.36288,8.32637
294,1,X2,404580,202769,48593,24176,8.29506,8.27875
294,1,Y1,0,368702,0,44065,0,8.30187
294,1,Y2,0,241049,0,28862,0,8.32389
295,1,X1,813490,406707,97225,48779,8.29473,8.31337
295,1,X2,404468,202526,48235,24253,8.39679,8.36849
295,1,Y1,0,368565,0,44126,0,8.35072
295,1,Y2,0,240668,0,28906,0,8.3026
296,1,X1,814614,407038,97823,48592,8.30903,8.37092
296,1,X2,404632,202475,48135,24358,8.37237,8.32708
296,1,Y1,0,368738,0,44157,0,8.35347
296,1,Y2,0,240775,0,28793,0,8.36061
297,1,X1,814947,406230,97512,49205,8.36826,8.34312
297,1,X2,404497,202458,48694,24205,8.36982,8.36183
297,1,Y1,0,368334,0,44367,0,8.33856
297,1,Y2,0,240354,0,29043,0,8.36566
298,1,X1,814085,406361,98125,48694,8.29337,8.33889
298,1,X2,403625,202183,48591,24560,8.29114,8.37968
298,1,Y1,0,368496,0,44381,0,8.31854
298,1,Y2,0,240048,0,28873,0,8.40488
299,1,X1,813142,406270,98261,48727,8.30994,8.3307
299,1,X2,402712,201965,48885,24328,8.37142,8.4293
299,1,Y1,0,368206,0,44297,0,8.33325
299,1,Y2,0,240029,0,28758,0,8.41018
300,1,X1,812592,406303,98218,48720,8.3546,8.35729
300,1,X2,403092,202128,48032,24169,8.37733,8.30299
300,1,Y1,0,368200,0,44222,0,8.31019
300,1,Y2,0,240231,0,28667,0,8.38417
301,1,X1,813169,406608,97127,48668,8.30679,8.35623
301,1,X2,402603,202109,48741,24202,8.32063,8.37662
301,1,Y1,0,368540,0,44083,0,8.31976
301,1,Y2,0,240177,0,28787,0,8.42922
302,1,X1,812447,405929,97952,49128,8.33907,8.31628
302,1,X2,403001,201844,47982,24356,8.37391,8.31003
302,1,Y1,0,367700,0,44577,0,8.32835
302,1,Y2,0,240073,0,28907,0,8.29239
303,1,X1,812133,405966,97891,48974,8.34393,8.2592
303,1,X2,403133,202211,48583,24017,8.31945,8.39151
303,1,Y1,0,368141,0,44187,0,8.32996
303,1,Y2,0,240036,0,28804,0,8.26097
304,1,X1,812666,406121,97308,48459,8.30874,8.34221
304,1,X2,402624,201833,48404,24344,8.33297,8.29917
304,1,Y1,0,368326,0,43898,0,8.33095
304,1,Y2,0,239628,0,28905,0,8.32306
305,1,X1,812730,406180,97307,48698,8.31723,8.31736
305,1,X2,402898,202057,48265,24406,8.37789,8.31546
305,1,Y1,0,368560,0,44365,0,8.31351
305,1,Y2,0,239677,0,28739,0,8.32169
306,1,X1,813129,406147,96919,48804,8.32458,8.33389
306,1,X2,403253,202222,48311,24085,8.3338,8.31709
306,1,Y1,0,368334,0,44514,0,8.3334
306,1,Y2,0,240035,0,28375,0,8.32039
307,1,X1,813043,406557,97789,48781,8.32756,8.34214
307,1,X2,403251,202118,48353,24185,8.28172,8.34803
307,1,Y1,0,368771,0,44026,0,8.351
307,1,Y2,0,239904,0,28940,0,8.33359
308,1,X1,812704,406996,97297,48382,8.31707,8.33657
308,1,X2,403578,201933,48293,24390,8.36655,8.37265
308,1,Y1,0,369089,0,44096,0,8.31935
308,1,Y2,0,239840,0,28676,0,8.39374
309,1,X1,812779,407615,97449,48345,8.43409,8.34514
309,1,X2,403791,201837,48385,24357,8.32279,8.3158
309,1,Y1,0,369590,0,43865,0,8.31105
309,1,Y2,0,239862,0,28837,0,8.37223
310,1,X1,812930,408009,97870,48656,8.33785,8.26276
310,1,X2,404182,201904,48000,24021,8.30702,8.36093
310,1,Y1,0,369906,0,43976,0,8.25691
310,1,Y2,0,240007,0,28701,0,8.35389
311,1,X1,814200,407321,96685,49170,8.29931,8.30201
311,1,X2,404408,202080,48369,24059,8.30183,8.28347
311,1,Y1,0,369667,0,44443,0,8.29168
311,1,Y2,0,239734,0,28786,0,8.30247
312,1,X1,813934,406633,97136,48915,8.31464,8.36355
312,1,X2,403706,202032,48592,24359,8.29925,8.37333
312,1,Y1,0,368760,0,44515,0,8.34332
312,1,Y2,0,239905,0,28759,0,8.40314
313,1,X1,813228,406648,97874,48895,8.2948,8.37887
313,1,X2,403572,202076,48626,24277,8.31541,8.35149
313,1,Y1,0,368883,0,44221,0,8.34983
313,1,Y2,0,239841,0,28951,0,8.40026
314,1,X1,813115,406720,97737,48841,8.36308,8.34291
314,1,X2,403951,201521,48191,24626,8.40464,8.32234
314,1,Y1,0,368674,0,44553,0,8.31818
314,1,Y2,0,239567,0,28914,0,8.36349
315,1,X1,813687,406204,97069,48927,8.36707,8.3336
315,1,X2,404707,201460,48279,24353,8.39514,8.31918
315,1,Y1,0,368252,0,44328,0,8.33419
315,1,Y2,0,239412,0,28952,0,8.32057
316,1,X1,813044,406561,97956,48509,8.32521,8.36521
316,1,X2,403974,201669,48782,24393,8.32127,8.29422
316,1,Y1,0,368351,0,44281,0,8.34432
316,1,Y2,0,239879,0,28621,0,8.33703
317,1,X1,813165,406627,97011,48637,8.34535,8.30629
317,1,X2,404377,201862,48507,23832,8.31845,8.29301
317,1,Y1,0,368600,0,43787,0,8.33318
317,1,Y2,0,239889,0,28682,0,8.2542
318,1,X1,812569,406694,97564,48589,8.328,8.26282
318,1,X2,404015,202386,49080,23944,8.33197,8.28049
318,1,Y1,0,369147,0,43745,0,8.24839
318,1,Y2,0,239933,0,28788,0,8.29943
319,1,X1,811917,406151,97753,48890,8.36992,8.34678
319,1,X2,404059,202132,48501,24446,8.28034,8.32238
319,1,Y1,0,368337,0,44484,0,8.36582
319,1,Y2,0,239946,0,28852,0,8.29676
320,1,X1,811465,406227,97700,48556,8.34094,8.33143
320,1,X2,404143,201941,48474,24345,8.29954,8.36599
320,1,Y1,0,368208,0,44456,0,8.36522
320,1,Y2,0,239960,0,28445,0,8.30821
321,1,X1,811265,405968,97691,48870,8.34787,8.39472
321,1,X2,404259,201734,48365,24296,8.3407,8.35985
321,1,Y1,0,367965,0,44208,0,8.38416
321,1,Y2,0,239737,0,28958,0,8.38159
322,1,X1,812353,406051,96750,48188,8.36666,8.38167
322,1,X2,404793,201456,48012,24280,8.2893,8.29432
322,1,Y1,0,367413,0,43990,0,8.3925
322,1,Y2,0,240094,0,28478,0,8.29047
323,1,X1,812168,405683,97308,48806,8.33864,8.38778
323,1,X2,404648,201461,48728,24096,8.36057,8.34964
323,1,Y1,0,367506,0,44057,0,8.34932
323,1,Y2,0,239638,0,28845,0,8.41466
324,1,X1,811764,406205,97908,48479,8.34052,8.35444
324,1,X2,404216,201513,48762,24076,8.34502,8.36676
324,1,Y1,0,367787,0,44010,0,8.37285
324,1,Y2,0,239931,0,28545,0,8.33645
325,1,X1,812761,406641,96956,48547,8.32921,8.38155
325,1,X2,404149,201491,48512,24281,8.36195,8.3378
325,1,Y1,0,367744,0,44032,0,8.34632
325,1,Y2,0,240388,0,28796,0,8.39853
326,1,X1,812841,406792,97680,48706,8.3244,8.37622
326,1,X2,404133,201172,48932,24308,8.26337,8.30529
326,1,Y1,0,367593,0,44396,0,8.3542
326,1,Y2,0,240371,0,28618,0,8.35013
327,1,X1,812380,406797,97305,48798,8.36145,8.37194
327,1,X2,403898,201142,48469,24183,8.29761,8.39222
327,1,Y1,0,367485,0,44107,0,8.38661
327,1,Y2,0,240454,0,28874,0,8.36652
328,1,X1,812144,407065,97417,48679,8.3364,8.3233
328,1,X2,402908,200990,48987,24167,8.31108,8.33997
328,1,Y1,0,367789,0,43836,0,8.33838
328,1,Y2,0,240266,0,29010,0,8.31441
329,1,X1,812920,406600,97168,49154,8.36125,8.34626
329,1,X2,403482,201433,48218,23940,8.36746,8.36612
329,1,Y1,0,367804,0,44215,0,8.35054
329,1,Y2,0,240229,0,28879,0,8.35618
330,1,X1,812248,407066,98008,48250,8.32234,8.33229
330,1,X2,403532,201031,48476,24102,8.39686,8.34532
330,1,Y1,0,367630,0,43988,0,8.3388
330,1,Y2,0,240467,0,28364,0,8.33327
331,1,X1,812550,406926,97302,48835,8.3487,8.38765
331,1,X2,403668,201242,48790,23851,8.32013,8.33504
331,1,Y1,0,368171,0,43825,0,8.39256
331,1,Y2,0,239997,0,28861,0,8.33672
332,1,X1,811653,406336,97741,48984,8.34851,8.35812
332,1,X2,403687,200958,48491,24221,8.30558,8.34738
332,1,Y1,0,367940,0,44145,0,8.35979
332,1,Y2,0,239354,0,29060,0,8.34663
333,1,X1,811698,406425,97287,48586,8.31945,8.32771
333,1,X2,403306,201014,48307,24187,8.32625,8.39025
333,1,Y1,0,368203,0,44014,0,8.32378
333,1,Y2,0,239236,0,28759,0,8.38631
334,1,X1,812125,406486,96220,48777,8.33526,8.38241
334,1,X2,403169,201353,48256,24033,8.35736,8.41847
334,1,Y1,0,368892,0,43831,0,8.37476
334,1,Y2,0,238947,0,28979,0,8.42389
335,1,X1,811256,405773,98021,48963,8.33744,8.28675
335,1,X2,403218,201534,48417,24151,8.2759,8.37348
335,1,Y1,0,368660,0,44241,0,8.31313
335,1,Y2,0,238647,0,28873,0,8.31888
336,1,X1,811527,405822,97343,48646,8.30859,8.29275
336,1,X2,402585,201648,48769,24339,8.29312,8.32162
336,1,Y1,0,368967,0,44229,0,8.28217
336,1,Y2,0,238503,0,28756,0,8.33346
337,1,X1,812693,405855,96675,48778,8.35915,8.35204
337,1,X2,402705,201789,48365,24193,8.40494,8.28384
337,1,Y1,0,369417,0,44304,0,8.35496
337,1,Y2,0,238227,0,28667,0,8.28998
338,1,X1,812720,406210,97828,48614,8.37207,8.37339
338,1,X2,403136,201726,48208,24293,8.3532,8.35146
338,1,Y1,0,369391,0,44325,0,8.34098
338,1,Y2,0,238545,0,28582,0,8.40501
339,1,X1,812972,406093,97109,48837,8.38149,8.33346
339,1,X2,403024,201741,48423,23980,8.39266,8.35505
339,1,Y1,0,369472,0,44124,0,8.32601
339,1,Y2,0,238362,0,28693,0,8.36295
340,1,X1,812361,406125,97430,48681,8.31174,8.35046
340,1,X2,403081,201643,48104,24287,8.33899,8.25129
340,1,Y1,0,369568,0,44309,0,8.36401
340,1,Y2,0,238200,0,28659,0,8.24547
341,1,X1,811861,406248,97793,48739,8.33172,8.35464
341,1,X2,403491,201518,48401,24438,8.29942,8.27011
341,1,Y1,0,369268,0,44474,0,8.31965
341,1,Y2,0,238498,0,28703,0,8.3369
342,1,X1,811987,406048,97629,48960,8.35227,8.36471
342,1,X2,403857,201386,48267,24240,8.32921,8.30062
342,1,Y1,0,368687,0,44690,0,8.33616
342,1,Y2,0,238747,0,28510,0,8.35496
343,1,X1,812459,405825,96891,48869,8.33228,8.32342
343,1,X2,404295,201530,48297,24101,8.31843,8.34791
343,1,Y1,0,368602,0,44294,0,8.32946
343,1,Y2,0,238753,0,28676,0,8.33467
344,1,X1,811378,405807,97241,48673,8.36048,8.35153
344,1,X2,404076,201523,48559,24264,8.31012,8.33136
344,1,Y1,0,368451,0,44307,0,8.3455
344,1,Y2,0,238879,0,28630,0,8.34377
345,1,X1,810908,406592,97708,48400,8.34128,8.27519
345,1,X2,404562,201462,48016,24165,8.32827,8.3179
345,1,Y1,0,369043,0,43989,0,8.30596
345,1,Y2,0,239011,0,28576,0,8.26393
346,1,X1,811215,406570,96825,48537,8.37913,8.32686
346,1,X2,404361,201351,48375,24277,8.2893,8.23883
346,1,Y1,0,368652,0,44340,0,8.27756
346,1,Y2,0,239269,0,28474,0,8.32858
347,1,X1,811802,406420,96884,48925,8.36993,8.35503
347,1,X2,405226,201757,47808,24049,8.3978,8.33868
347,1,Y1,0,368618,0,44348,0,8.379
347,1,Y2,0,239559,0,28626,0,8.30416
348,1,X1,812144,405772,97209,48785,8.35985,8.32971
348,1,X2,405582,202016,48293,24032,8.35601,8.32823
348,1,Y1,0,368449,0,43952,0,8.30172
348,1,Y2,0,239339,0,28865,0,8.37111
349,1,X1,812088,405830,97530,48572,8.33275,8.32426
349,1,X2,405410,201967,48756,24041,8.31793,8.3843
349,1,Y1,0,367994,0,44141,0,8.35577
349,1,Y2,0,239803,0,28472,0,8.32611
350,1,X1,812568,406746,96640,48543,8.32187,8.32149
350,1,X2,405832,202033,48448,24116,8.32038,8.30847
350,1,Y1,0,368396,0,44169,0,8.31404
350,1,Y2,0,240383,0,28490,0,8.32201
351,1,X1,813113,406859,97723,48638,8.38812,8.32061
351,1,X2,406051,201902,48499,24380,8.33353,8.35541
351,1,Y1,0,368326,0,44319,0,8.30982
351,1,Y2,0,240435,0,28699,0,8.36684
352,1,X1,813182,406433,97178,48940,8.35409,8.31459
352,1,X2,405440,202072,49060,24053,8.34949,8.34312
352,1,Y1,0,368174,0,44033,0,8.35498
352,1,Y2,0,240331,0,28960,0,8.27687
353,1,X1,812644,406775,97799,48707,8.36983,8.39598
353,1,X2,405458,202056,48679,24191,8.27209,8.33368
353,1,Y1,0,368254,0,44169,0,8.37922
353,1,Y2,0,240577,0,28729,0,8.36928
354,1,X1,813172,406725,97545,48831,8.32135,8.37564
354,1,X2,405574,201669,48193,24544,8.34349,8.36636
354,1,Y1,0,368058,0,44199,0,8.37616
354,1,Y2,0,240336,0,29176,0,8.36705
355,1,X1,812913,406745,97496,48816,8.34419,8.35597
355,1,X2,405361,201649,48862,24189,8.40721,8.28757
355,1,Y1,0,368274,0,44091,0,8.36246
355,1,Y2,0,240120,0,28914,0,8.28886
356,1,X1,812953,406708,97232,48629,8.31672,8.31156
356,1,X2,405727,202068,48182,24079,8.37244,8.3908
356,1,Y1,0,368474,0,44006,0,8.3385
356,1,Y2,0,240302,0,28702,0,8.33674
357,1,X1,811879,406407,97538,49237,8.3838,8.28554
357,1,X2,404763,202146,48792,24141,8.29892,8.44124
357,1,Y1,0,368400,0,44565,0,8.34911
357,1,Y2,0,240153,0,28813,0,8.31767
358,1,X1,812043,406631,97669,48876,8.32972,8.34493
358,1,X2,404317,202363,48777,24199,8.37651,8.3453
358,1,Y1,0,368994,0,44070,0,8.37121
358,1,Y2,0,240000,0,29005,0,8.30533
359,1,X1,813017,406743,97067,48598,8.31844,8.33483
359,1,X2,404489,202300,48455,24260,8.35811,8.35016
359,1,Y1,0,369210,0,44149,0,8.32361
359,1,Y2,0,239833,0,28709,0,8.36504
360,1,X1,813016,407085,97853,48555,8.31312,8.39294
360,1,X2,404978,202536,48231,24096,8.38656,8.29337
360,1,Y1,0,369668,0,44137,0,8.34547
360,1,Y2,0,239953,0,28514,0,8.38227
361,1,X1,812260,407212,97602,48925,8.3483,8.29537
361,1,X2,404422,203028,48508,24037,8.35596,8.31897
361,1,Y1,0,369886,0,44327,0,8.30674
361,1,Y2,0,240354,0,28635,0,8.29757
362,1,X1,812504,407114,97272,49034,8.33043,8.30467
362,1,X2,404364,202860,48320,24366,8.33121,8.3083
362,1,Y1,0,369839,0,44370,0,8.29944
362,1,Y2,0,240135,0,29030,0,8.31571
363,1,X1,813158,406543,97097,48988,8.30206,8.30585
363,1,X2,404598,202798,48435,24356,8.32359,8.34341
363,1,Y1,0,369764,0,44334,0,8.36275
363,1,Y2,0,239577,0,29010,0,8.25043
364,1,X1,813458,406053,97461,49034,8.34517,8.29977
364,1,X2,404530,202197,48313,24687,8.335,8.2872
364,1,Y1,0,369061,0,44788,0,8.27628
364,1,Y2,0,239189,0,28933,0,8.32541
365,1,X1,814144,406314,97571,48838,8.34297,8.30804
365,1,X2,403518,202371,48823,23991,8.35917,8.44121
365,1,Y1,0,369140,0,44056,0,8.31399
365,1,Y2,0,239545,0,28773,0,8.40997
366,1,X1,813777,406153,97745,48798,8.31898,8.35891
366,1,X2,403509,202533,48161,24146,8.3329,8.32581
366,1,Y1,0,368947,0,44476,0,8.35577
366,1,Y2,0,239739,0,28468,0,8.33575
367,1,X1,813018,406100,97626,48750,8.35335,8.4233
367,1,X2,403692,202070,48082,24715,8.39532,8.41906
367,1,Y1,0,368615,0,44439,0,8.3945
367,1,Y2,0,239555,0,29026,0,8.46379
368,1,X1,812750,406490,97726,48298,8.28924,8.37898
368,1,X2,403808,201992,48298,24395,8.32229,8.32289
368,1,Y1,0,368856,0,43975,0,8.36391
368,1,Y2,0,239626,0,28718,0,8.35441
369,1,X1,812459,406908,97755,48345,8.37136,8.36552
369,1,X2,403861,201977,48263,24187,8.38439,8.34295
369,1,Y1,0,369287,0,43806,0,8.36671
369,1,Y2,0,239598,0,28726,0,8.34471
370,1,X1,812005,406264,97765,48935,8.31113,8.38954
370,1,X2,404123,202495,48555,23982,8.34526,8.23922
370,1,Y1,0,368787,0,44360,0,8.35271
370,1,Y2,0,239972,0,28557,0,8.32052
371,1,X1,811879,405883,97742,48937,8.33181,8.36349
371,1,X2,403983,202765,48674,24097,8.38571,8.41702
371,1,Y1,0,368990,0,44031,0,8.37222
371,1,Y2,0,239658,0,29003,0,8.39472
372,1,X1,812057,406085,97378,48428,8.34487,8.38986
372,1,X2,403617,203005,48394,24111,8.35192,8.35486
372,1,Y1,0,369444,0,43990,0,8.38859
372,1,Y2,0,239646,0,28549,0,8.36225
373,1,X1,811874,406113,97540,48747,8.36605,8.30332
373,1,X2,403508,203046,48560,24406,8.36168,8.3854
373,1,Y1,0,369678,0,44416,0,8.32333
373,1,Y2,0,239481,0,28737,0,8.3421
374,1,X1,811992,405910,96913,48780,8.3656,8.29998
374,1,X2,403528,202814,47993,24317,8.43392,8.33002
374,1,Y1,0,369409,0,44356,0,8.3232
374,1,Y2,0,239315,0,28741,0,8.28955
375,1,X1,811612,406118,97311,48473,8.38276,8.29491
375,1,X2,403062,202785,48363,24361,8.39177,8.28817
375,1,Y1,0,369355,0,44112,0,8.27718
375,1,Y2,0,239548,0,28722,0,8.31641
376,1,X1,812011,405807,97578,48724,8.30927,8.318
376,1,X2,403361,202794,48398,24592,8.4039,8.32372
376,1,Y1,0,369083,0,44386,0,8.33339
376,1,Y2,0,239518,0,28930,0,8.29924
377,1,X1,812556,405756,97532,48865,8.2828,8.31014
377,1,X2,403054,202780,48690,24286,8.31082,8.27077
377,1,Y1,0,369013,0,44408,0,8.30393
377,1,Y2,0,239523,0,28743,0,8.28647
378,1,X1,813081,406128,97473,48266,8.35113,8.35315
378,1,X2,403137,202751,48633,24380,8.3781,8.31641
378,1,Y1,0,369413,0,43999,0,8.34348
378,1,Y2,0,239466,0,28647,0,8.33672
379,1,X1,811614,406085,97723,48669,8.32254,8.36658
379,1,X2,403172,202794,48477,24338,8.3133,8.36157
379,1,Y1,0,369263,0,44468,0,8.36165
379,1,Y2,0,239616,0,28539,0,8.36998
380,1,X1,811302,406464,97467,48594,8.29789,8.35284
380,1,X2,402758,202733,48505,24262,8.32924,8.30022
380,1,Y1,0,369568,0,44038,0,8.31716
380,1,Y2,0,239629,0,28818,0,8.36307
381,1,X1,811327,406693,97947,48815,8.35459,8.32875
381,1,X2,402885,202839,48349,24124,8.33025,8.30206
381,1,Y1,0,369558,0,44380,0,8.32862
381,1,Y2,0,239974,0,28559,0,8.30642
382,1,X1,811354,406774,97025,48677,8.28742,8.33289
382,1,X2,403254,203173,48229,24113,8.33115,8.40638
382,1,Y1,0,370234,0,43965,0,8.38108
382,1,Y2,0,239713,0,28825,0,8.32087
383,1,X1,812181,407410,96915,48404,8.34493,8.34032
383,1,X2,403363,203081,48091,24562,8.30669,8.34606
383,1,Y1,0,370282,0,44378,0,8.34456
383,1,Y2,0,240209,0,28588,0,8.33867
384,1,X1,811946,407468,97663,48699,8.36622,8.30169
384,1,X2,402846,202871,48523,24372,8.31828,8.30773
384,1,Y1,0,370265,0,44454,0,8.30245
384,1,Y2,0,240074,0,28617,0,8.30566
385,1,X1,812073,407078,97140,49255,8.32659,8.29089
