Time,NodeID,Alleles,VectorPopulation,STATE_MALE,VectorPopulationNumDied,MaleNumDied,VectorPopulationAvgAgeAtDeath,MaleAvgAgeAtDeath
127,1,Y2,0,240886,0,28936,0,8.34182
128,1,X1,812721,407401,97916,48699,8.28989,8.36502
128,1,X2,403601,201551,48168,24143,8.39094,8.30821
128,1,Y1,0,368014,0,43934,0,8.34556
128,1,Y2,0,240938,0,28908,0,8.34714
129,1,X1,812809,407735,97329,48733,8.35588,8.32727
129,1,X2,403785,201352,48319,24409,8.33285,8.25925
129,1,Y1,0,367994,0,44078,0,8.32141
129,1,Y2,0,241093,0,29064,0,8.27904
130,1,X1,813274,407285,97310,49056,8.34801,8.27687
130,1,X2,403250,201133,48426,24067,8.32398,8.2953
130,1,Y1,0,367333,0,44225,0,8.27032
130,1,Y2,0,241085,0,28898,0,8.30224
131,1,X1,813723,406499,97564,49255,8.34531,8.33075
131,1,X2,403843,201253,48364,24081,8.35956,8.38312
131,1,Y1,0,367134,0,44096,0,8.33638
131,1,Y2,0,240618,0,29240,0,8.36539
132,1,X1,813411,406432,97850,49183,8.34136,8.35126
132,1,X2,404131,201669,48348,23971,8.34186,8.3596
132,1,Y1,0,367443,0,44112,0,8.36675
132,1,Y2,0,240658,0,29042,0,8.33462
133,1,X1,813741,405764,97305,49375,8.28382,8.31945
133,1,X2,403957,201877,48413,24077,8.31775,8.33667
133,1,Y1,0,366964,0,44283,0,8.32952
133,1,Y2,0,240677,0,29169,0,8.31839
134,1,X1,813092,405501,97784,48623,8.33834,8.32592
134,1,X2,403736,201998,48660,24215,8.35236,8.31794
134,1,Y1,0,366738,0,44014,0,8.33821
134,1,Y2,0,240761,0,28824,0,8.30044
135,1,X1,812222,405431,98093,48862,8.32889,8.35885
135,1,X2,403658,202340,48535,23986,8.33345,8.3397
135,1,Y1,0,366627,0,44000,0,8.36484
135,1,Y2,0,241144,0,28848,0,8.33378
136,1,X1,812259,405567,97104,48611,8.31593,8.40935
136,1,X2,404179,202232,47996,24273,8.3124,8.2668
136,1,Y1,0,366778,0,43803,0,8.38402
136,1,Y2,0,241021,0,29081,0,8.32853
137,1,X1,812234,405550,97125,48277,8.29141,8.35439
137,1,X2,404010,202134,48507,24239,8.34978,8.31284
137,1,Y1,0,366321,0,43771,0,8.36526
137,1,Y2,0,241363,0,28745,0,8.3028
138,1,X1,813435,405741,97401,48779,8.35859,8.36223
138,1,X2,403881,202293,48603,24267,8.31601,8.25776
138,1,Y1,0,366690,0,43941,0,8.33584
138,1,Y2,0,241344,0,29105,0,8.31496
139,1,X1,813373,405798,97791,48694,8.31938,8.31556
139,1,X2,403881,202438,48167,24250,8.33695,8.36219
139,1,Y1,0,366682,0,44175,0,8.34218
139,1,Y2,0,241554,0,28769,0,8.31398
140,1,X1,813828,405646,97661,48868,8.38513,8.35641
140,1,X2,404578,202571,47955,24359,8.44208,8.34665
140,1,Y1,0,366640,0,44156,0,8.38067
140,1,Y2,0,241577,0,29071,0,8.31138
141,1,X1,813846,405937,98276,48623,8.30123,8.32822
141,1,X2,403640,202274,48812,24261,8.27624,8.29809
141,1,Y1,0,366571,0,43955,0,8.34463
141,1,Y2,0,241640,0,28929,0,8.27803
142,1,X1,813503,406280,97054,48540,8.31392,8.27888
142,1,X2,403509,202751,48372,23952,8.34303,8.30603
142,1,Y1,0,366884,0,43629,0,8.31259
142,1,Y2,0,242147,0,28863,0,8.25046
143,1,X1,814187,406336,96759,48689,8.36203,8.33426
143,1,X2,402989,202312,48863,24453,8.35327,8.36245
143,1,Y1,0,366580,0,43999,0,8.3288
143,1,Y2,0,242068,0,29143,0,8.36616
144,1,X1,815357,406276,96903,48667,8.30281,8.32716
144,1,X2,402963,201762,48223,24356,8.29797,8.37716
144,1,Y1,0,366454,0,43901,0,8.35587
144,1,Y2,0,241584,0,29122,0,8.3257
145,1,X1,814354,406616,98492,48593,8.34683,8.35557
145,1,X2,403074,201942,48074,24209,8.36003,8.38779
145,1,Y1,0,366434,0,44234,0,8.39723
145,1,Y2,0,242124,0,28568,0,8.31836
146,1,X1,814076,406964,98000,48528,8.32935,8.29362
146,1,X2,402834,202043,48608,23959,8.31966,8.40365
146,1,Y1,0,366317,0,43838,0,8.33053
146,1,Y2,0,242690,0,28649,0,8.32916
147,1,X1,813745,407080,97568,48934,8.37498,8.37297
147,1,X2,402239,202065,48614,24219,8.3587,8.35245
147,1,Y1,0,366514,0,44011,0,8.39152
147,1,Y2,0,242631,0,29142,0,8.32791
148,1,X1,813757,406668,97293,48826,8.37299,8.38152
148,1,X2,402703,201869,47875,24339,8.39576,8.36813
148,1,Y1,0,366335,0,44143,0,8.39463
148,1,Y2,0,242202,0,29022,0,8.35036
149,1,X1,813778,406537,97371,48794,8.31291,8.35449
149,1,X2,403014,201671,48055,24345,8.3707,8.30364
149,1,Y1,0,366170,0,43993,0,8.34885
149,1,Y2,0,242038,0,29146,0,8.32052
150,1,X1,813324,406371,97788,48839,8.34411,8.33766
150,1,X2,403390,201230,48176,24200,8.36201,8.38037
150,1,Y1,0,365797,0,43963,0,8.32834
150,1,Y2,0,241804,0,29076,0,8.3873
151,1,X1,813496,406303,97419,48730,8.35817,8.34121
151,1,X2,403412,201349,48325,23991,8.31721,8.36405
151,1,Y1,0,365742,0,43858,0,8.34461
151,1,Y2,0,241910,0,28863,0,8.35502
152,1,X1,813112,406060,97566,48885,8.31605,8.37558
152,1,X2,402782,201540,48684,24163,8.307,8.3471
152,1,Y1,0,365535,0,44121,0,8.34546
152,1,Y2,0,242065,0,28927,0,8.39773
153,1,X1,812423,406719,98069,48341,8.33381,8.34445
153,1,X2,402007,201728,48517,24044,8.32772,8.41237
153,1,Y1,0,366359,0,43405,0,8.38334
153,1,Y2,0,242088,0,28980,0,8.34255
154,1,X1,812458,406230,97746,49066,8.36194,8.29986
154,1,X2,403086,202191,47594,24035,8.36231,8.36701
154,1,Y1,0,366421,0,44015,0,8.33802
154,1,Y2,0,242000,0,29086,0,8.2976
155,1,X1,812509,406202,97423,48805,8.32015,8.32068
155,1,X2,402887,202271,48473,24476,8.3564,8.37951
155,1,Y1,0,366525,0,44199,0,8.34951
155,1,Y2,0,241948,0,29082,0,8.32639
156,1,X1,813923,406032,97232,49078,8.36279,8.32069
156,1,X2,403109,202232,48630,24278,8.33734,8.35069
156,1,Y1,0,366364,0,44193,0,8.31543
156,1,Y2,0,241900,0,29163,0,8.35363
157,1,X1,813064,405733,97913,48764,8.34248,8.26472
157,1,X2,403064,202631,48349,23950,8.31266,8.35411
157,1,Y1,0,366838,0,43563,0,8.26256
157,1,Y2,0,241526,0,29151,0,8.34139
158,1,X1,813411,406528,97058,48201,8.38142,8.38298
158,1,X2,403237,202531,48174,24521,8.35413,8.30488
158,1,Y1,0,367301,0,43976,0,8.36579
158,1,Y2,0,241758,0,28746,0,8.34266
159,1,X1,814136,406716,97366,48367,8.32414,8.37912
159,1,X2,403774,202251,47844,24411,8.3269,8.31285
159,1,Y1,0,367223,0,43920,0,8.33354
159,1,Y2,0,241744,0,28858,0,8.39244
160,1,X1,813896,406368,98086,48727,8.2965,8.34611
160,1,X2,403772,202247,48678,24227,8.30537,8.25988
160,1,Y1,0,367196,0,44032,0,8.31152
160,1,Y2,0,241419,0,28922,0,8.32653
161,1,X1,812904,405805,97887,49219,8.32448,8.3366
161,1,X2,403624,202307,48467,24119,8.32125,8.28227
161,1,Y1,0,367210,0,44297,0,8.27914
161,1,Y2,0,240902,0,29041,0,8.37912
162,1,X1,813464,405514,97261,48714,8.32228,8.33021
162,1,X2,403744,202018,48149,24432,8.3479,8.34565
162,1,Y1,0,366950,0,44181,0,8.28766
162,1,Y2,0,240582,0,28965,0,8.40815
163,1,X1,814236,405109,96983,48796,8.32621,8.34027
163,1,X2,404184,201819,48083,24413,8.30574,8.33216
163,1,Y1,0,366418,0,44163,0,8.33062
163,1,Y2,0,240510,0,29046,0,8.34814
164,1,X1,813980,405531,97685,48346,8.35681,8.31982
164,1,X2,404724,202135,48677,24061,8.31993,8.28448
164,1,Y1,0,366574,0,43701,0,8.28011
164,1,Y2,0,241092,0,28706,0,8.35066
165,1,X1,814228,405662,97033,48643,8.35479,8.28051
165,1,X2,404626,201930,48581,24244,8.32498,8.38583
165,1,Y1,0,366350,0,44110,0,8.33401
165,1,Y2,0,241242,0,28777,0,8.28724
166,1,X1,814515,405801,97551,48690,8.35786,8.31906
166,1,X2,404595,201612,48625,24317,8.33242,8.34202
166,1,Y1,0,366131,0,43910,0,8.33478
166,1,Y2,0,241282,0,29097,0,8.31453
167,1,X1,815029,406264,97118,48531,8.34633,8.42297
167,1,X2,405571,201663,47802,24141,8.38536,8.38694
167,1,Y1,0,366496,0,43870,0,8.43276
167,1,Y2,0,241431,0,28802,0,8.37786
168,1,X1,814940,406107,97385,48745,8.33689,8.35056
168,1,X2,405296,201733,48505,24123,8.29853,8.34573
168,1,Y1,0,366411,0,43880,0,8.34647
168,1,Y2,0,241429,0,28988,0,8.35273
169,1,X1,814675,406265,97919,48593,8.32428,8.30245
169,1,X2,405565,201704,48385,24319,8.37253,8.34821
169,1,Y1,0,366590,0,44154,0,8.32217
169,1,Y2,0,241379,0,28758,0,8.31087
170,1,X1,814293,406395,97655,48394,8.38002,8.36248
170,1,X2,404915,201439,48811,24439,8.423,8.32825
170,1,Y1,0,366734,0,43711,0,8.32285
170,1,Y2,0,241100,0,29122,0,8.39324
171,1,X1,813074,406337,98473,48744,8.38304,8.31706
171,1,X2,404306,201340,48977,24123,8.35288,8.29781
171,1,Y1,0,366484,0,43946,0,8.32756
171,1,Y2,0,241193,0,28921,0,8.28505
172,1,X1,812108,406604,97541,48628,8.33593,8.31576
172,1,X2,403652,201765,48651,23837,8.42209,8.33393
172,1,Y1,0,366838,0,43899,0,8.29192
172,1,Y2,0,241531,0,28566,0,8.36757
173,1,X1,812281,406721,97650,48741,8.34946,8.2946
173,1,X2,404019,201557,48484,24283,8.37115,8.35222
173,1,Y1,0,366904,0,44063,0,8.34167
173,1,Y2,0,241374,0,28961,0,8.2713
174,1,X1,812363,407095,97312,48468,8.37002,8.36205
174,1,X2,404023,201332,48104,24246,8.37471,8.31098
174,1,Y1,0,367069,0,43713,0,8.32656
174,1,Y2,0,241358,0,29001,0,8.37285
175,1,X1,812974,406823,97250,49075,8.35307,8.37981
175,1,X2,404368,201338,48452,24068,8.3649,8.35844
175,1,Y1,0,366793,0,44168,0,8.33696
175,1,Y2,0,241368,0,28975,0,8.42737
176,1,X1,813568,406448,97337,49135,8.32333,8.31367
176,1,X2,404544,201291,48395,24216,8.35528,8.39313
176,1,Y1,0,366381,0,44166,0,8.36342
176,1,Y2,0,241358,0,29185,0,8.3043
177,1,X1,813705,406034,98024,48957,8.33357,8.39214
177,1,X2,404775,201073,48420,24232,8.29624,8.36241
177,1,Y1,0,365746,0,44229,0,8.38748
177,1,Y2,0,241361,0,28960,0,8.37438
178,1,X1,813250,406007,97894,48798,8.32564,8.33139
178,1,X2,404074,201299,48516,24223,8.32554,8.25662
178,1,Y1,0,365774,0,44106,0,8.30021
178,1,Y2,0,241532,0,28915,0,8.31631
179,1,X1,812158,405911,97743,48506,8.30093,8.28883
179,1,X2,403860,201209,48457,24354,8.30526,8.31913
179,1,Y1,0,365531,0,43855,0,8.27837
179,1,Y2,0,241589,0,29005,0,8.33008
180,1,X1,812360,406139,97067,48611,8.35023,8.33961
180,1,X2,403130,201339,48695,24113,8.36398,8.30627
180,1,Y1,0,365555,0,43865,0,8.33195
180,1,Y2,0,241923,0,28859,0,8.3234
181,1,X1,812974,406540,96996,48749,8.30852,8.3724
181,1,X2,403298,201411,48390,23955,8.34145,8.35805
181,1,Y1,0,366015,0,43724,0,8.34972
181,1,Y2,0,241936,0,28980,0,8.39476
182,1,X1,812953,406905,97161,48454,8.31749,8.33308
182,1,X2,403343,201567,48395,24065,8.3216,8.32412
182,1,Y1,0,366590,0,43667,0,8.35338
182,1,Y2,0,241882,0,28852,0,8.29488
183,1,X1,812211,406886,97400,48623,8.32941,8.36479
183,1,X2,402763,201272,48562,24303,8.31372,8.4032
183,1,Y1,0,366447,0,43692,0,8.41001
183,1,Y2,0,241711,0,29234,0,8.32914
184,1,X1,811452,406730,97941,48946,8.34189,8.35746
184,1,X2,403228,201374,48239,24223,8.35894,8.28584
184,1,Y1,0,366527,0,44021,0,8.31194
184,1,Y2,0,241577,0,29148,0,8.36668
185,1,X1,812586,406971,96821,48673,8.40703,8.3752
185,1,X2,403672,201586,48215,23935,8.39815,8.37832
185,1,Y1,0,366716,0,43843,0,8.37459
185,1,Y2,0,241841,0,28765,0,8.37872
186,1,X1,812376,407034,97314,48697,8.33105,8.31482
186,1,X2,403954,201496,48098,24284,8.34841,8.30436
186,1,Y1,0,366736,0,43841,0,8.3208
186,1,Y2,0,241794,0,29140,0,8.29712
187,1,X1,812207,406779,97501,49042,8.37576,8.37627
187,1,X2,404317,201260,48111,24257,8.35902,8.38216
187,1,Y1,0,366606,0,44119,0,8.37664
187,1,Y2,0,241433,0,29180,0,8.3806
188,1,X1,813445,406942,96283,48910,8.32494,8.28622
188,1,X2,404193,201158,48399,23869,8.34385,8.29859
188,1,Y1,0,366740,0,43785,0,8.33395
188,1,Y2,0,241360,0,28994,0,8.22432
189,1,X1,813709,406829,97415,48994,8.34478,8.31614
189,1,X2,403607,201573,48575,24150,8.36873,8.34021
189,1,Y1,0,367031,0,44042,0,8.30986
189,1,Y2,0,241371,0,29102,0,8.34561
190,1,X1,812816,406850,97676,48710,8.3497,8.30012
190,1,X2,403802,201834,48348,24157,8.36359,8.35199
190,1,Y1,0,367003,0,43899,0,8.31607
190,1,Y2,0,241681,0,28968,0,8.31921
191,1,X1,813100,407286,97319,48470,8.34735,8.35727
191,1,X2,403844,202005,48403,24018,8.32907,8.36764
191,1,Y1,0,367689,0,43718,0,8.3757
191,1,Y2,0,241602,0,28770,0,8.33792
192,1,X1,812903,407351,97723,48643,8.32731,8.30825
192,1,X2,404033,201829,48327,24363,8.34146,8.38911
192,1,Y1,0,367540,0,43935,0,8.31656
192,1,Y2,0,241640,0,29071,0,8.36345
193,1,X1,814157,407198,96662,48608,8.35896,8.34196
193,1,X2,404221,201999,48436,23998,8.30486,8.36953
193,1,Y1,0,367586,0,43631,0,8.34508
193,1,Y2,0,241611,0,28975,0,8.3601
194,1,X1,813890,407124,97241,49106,8.35227,8.3648
194,1,X2,404344,202020,48231,24286,8.34536,8.35103
194,1,Y1,0,367695,0,44295,0,8.35103
194,1,Y2,0,241449,0,29097,0,8.37427
195,1,X1,814111,406945,97335,48980,8.38463,8.37274
195,1,X2,404399,201552,48419,24547,8.36614,8.32477
195,1,Y1,0,367432,0,44342,0,8.33118
195,1,Y2,0,241065,0,29185,0,8.39555
196,1,X1,814229,406659,97451,49082,8.33865,8.33356
196,1,X2,403991,201647,48543,24066,8.32985,8.28966
196,1,Y1,0,366989,0,44356,0,8.30889
196,1,Y2,0,241317,0,28792,0,8.33488
197,1,X1,814004,406412,97732,48755,8.3397,8.32872
197,1,X2,403840,201716,48518,24070,8.34334,8.31753
197,1,Y1,0,366943,0,43744,0,8.37137
197,1,Y2,0,241185,0,29081,0,8.25532
198,1,X1,812854,406313,98227,48786,8.35417,8.31546
198,1,X2,404030,201781,48569,24290,8.37627,8.30758
198,1,Y1,0,367045,0,43927,0,8.33121
198,1,Y2,0,241049,0,29149,0,8.28516
199,1,X1,813077,406452,97299,48638,8.37225,8.35036
199,1,X2,404075,201458,48423,24495,8.41955,8.35375
199,1,Y1,0,366816,0,44156,0,8.36269
199,1,Y2,0,241094,0,28977,0,8.33444
200,1,X1,811759,406538,98351,48542,8.31935,8.36521
200,1,X2,404075,201846,48577,23879,8.28367,8.32225
200,1,Y1,0,367193,0,43750,0,8.35616
200,1,Y2,0,241191,0,28671,0,8.34324
201,1,X1,811347,406364,97286,48919,8.33543,8.3359
201,1,X2,403811,202175,48526,24000,8.31507,8.31246
201,1,Y1,0,367268,0,44094,0,8.30458
201,1,Y2,0,241271,0,28825,0,8.3643
202,1,X1,810612,406840,98108,48273,8.40686,8.32983
202,1,X2,404012,202209,48352,24284,8.34576,8.32491
202,1,Y1,0,367768,0,43914,0,8.3388
202,1,Y2,0,241281,0,28643,0,8.31191
203,1,X1,811090,407115,96970,48639,8.3858,8.31909
203,1,X2,403730,201713,48768,24615,8.32486,8.4063
203,1,Y1,0,367568,0,44357,0,8.33388
203,1,Y2,0,241260,0,28897,0,8.37066
204,1,X1,812073,406514,96343,49255,8.34111,8.39277
204,1,X2,404283,201850,48165,24171,8.28967,8.29825
204,1,Y1,0,367237,0,44409,0,8.38094
204,1,Y2,0,241127,0,29017,0,8.33215
205,1,X1,812171,406014,97058,48756,8.29648,8.3739
205,1,X2,404353,201761,48368,24110,8.29044,8.2988
205,1,Y1,0,366896,0,44055,0,8.36352
205,1,Y2,0,240879,0,28811,0,8.32692
206,1,X1,812067,406438,97474,48649,8.30076,8.33618
206,1,X2,403967,201644,48668,24068,8.33377,8.2596
206,1,Y1,0,367171,0,43908,0,8.29471
206,1,Y2,0,240911,0,28809,0,8.33542
207,1,X1,812185,407044,97131,48208,8.3374,8.3605
207,1,X2,403985,201372,48203,24406,8.36296,8.34246
207,1,Y1,0,367642,0,43744,0,8.34793
207,1,Y2,0,240774,0,28870,0,8.36429
208,1,X1,812167,406765,97492,49196,8.33296,8.36588
208,1,X2,403749,201521,48442,24209,8.35232,8.31885
208,1,Y1,0,367936,0,44244,0,8.36538
208,1,Y2,0,240350,0,29161,0,8.32759
209,1,X1,812390,406840,97532,48613,8.37983,8.33345
209,1,X2,403902,201359,48480,24361,8.33577,8.33328
209,1,Y1,0,368296,0,43846,0,8.28979
209,1,Y2,0,239903,0,29128,0,8.39903
210,1,X1,812453,406907,97597,48691,8.3275,8.32491
210,1,X2,403851,201577,48565,24124,8.35657,8.33473
210,1,Y1,0,368464,0,44047,0,8.29314
210,1,Y2,0,240020,0,28768,0,8.38178
211,1,X1,812469,406989,97438,48649,8.37459,8.36171
211,1,X2,403863,201616,48654,24173,8.39481,8.32127
211,1,Y1,0,368425,0,44147,0,8.32115
211,1,Y2,0,240180,0,28675,0,8.39006
212,1,X1,812469,407270,97528,48379,8.3509,8.35261
212,1,X2,403533,201576,48740,24160,8.37651,8.3697
212,1,Y1,0,368578,0,43748,0,8.38943
212,1,Y2,0,240268,0,28791,0,8.311
213,1,X1,812751,406825,97139,49282,8.30672,8.37371
213,1,X2,403711,201695,48145,24120,8.33378,8.3376
213,1,Y1,0,368435,0,44372,0,8.38488
213,1,Y2,0,240085,0,29030,0,8.32663
214,1,X1,812895,407217,97318,48586,8.40486,8.30126
214,1,X2,403855,201748,48364,23965,8.32288,8.35777
214,1,Y1,0,368972,0,43637,0,8.29269
214,1,Y2,0,239993,0,28914,0,8.36104
215,1,X1,812942,406925,97401,49023,8.30608,8.32067
215,1,X2,403812,201477,48319,24209,8.31855,8.3811
215,1,Y1,0,368441,0,44273,0,8.31518
215,1,Y2,0,239961,0,28959,0,8.37957
216,1,X1,813792,407001,97322,48788,8.28819,8.28638
216,1,X2,403926,201734,48428,24053,8.315,8.4049
216,1,Y1,0,368676,0,44075,0,8.31297
216,1,Y2,0,240059,0,28766,0,8.34475
217,1,X1,814099,407089,97119,48606,8.30116,8.39489
217,1,X2,403463,201606,48647,24253,8.34004,8.35509
217,1,Y1,0,368571,0,44117,0,8.39339
217,1,Y2,0,240124,0,28742,0,8.36361
218,1,X1,814002,407062,97534,48986,8.37754,8.31139
218,1,X2,403298,201609,48606,24367,8.33084,8.23384
218,1,Y1,0,368546,0,44222,0,8.30566
218,1,Y2,0,240125,0,29131,0,8.25523
219,1,X1,813298,407244,97799,48407,8.3492,8.27913
219,1,X2,403086,201680,48613,24052,8.32203,8.33656
219,1,Y1,0,368630,0,43869,0,8.30639
219,1,Y2,0,240294,0,28590,0,8.28562
220,1,X1,813830,407240,97362,48506,8.32229,8.33526
220,1,X2,402942,201561,48534,24323,8.33455,8.37944
220,1,Y1,0,368203,0,44251,0,8.37434
220,1,Y2,0,240598,0,28578,0,8.31234
221,1,X1,812742,407040,98099,49142,8.33349,8.41514
221,1,X2,402614,201675,48279,23987,8.35554,8.31763
221,1,Y1,0,368160,0,44190,0,8.41041
221,1,Y2,0,240555,0,28939,0,8.34155
222,1,X1,813992,406749,96837,49120,8.31469,8.36853
222,1,X2,403310,201464,47639,24439,8.33216,8.37043
222,1,Y1,0,367399,0,44575,0,8.37956
222,1,Y2,0,240814,0,28984,0,8.35316
223,1,X1,813311,406741,97730,48791,8.36143,8.35242
223,1,X2,402895,201531,48542,24143,8.41216,8.33546
223,1,Y1,0,367373,0,44052,0,8.35513
223,1,Y2,0,240899,0,28882,0,8.33412
224,1,X1,814137,406843,96718,48539,8.36481,8.33252
224,1,X2,403477,201574,48164,24199,8.35541,8.32278
224,1,Y1,0,367411,0,44081,0,8.36435
224,1,Y2,0,241006,0,28657,0,8.27533
225,1,X1,814929,406964,97667,48818,8.31913,8.33469
225,1,X2,403381,201767,48689,24120,8.31987,8.37782
225,1,Y1,0,367130,0,44099,0,8.37779
225,1,Y2,0,241601,0,28839,0,8.30486
226,1,X1,815447,406455,97507,48747,8.31275,8.31171
226,1,X2,403639,201682,48079,24321,8.27573,8.35151
226,1,Y1,0,366952,0,44112,0,8.36391
226,1,Y2,0,241185,0,28956,0,8.26561
227,1,X1,815047,406299,97938,48519,8.35653,8.41429
227,1,X2,404619,201805,48342,24176,8.32129,8.30911
227,1,Y1,0,367173,0,43928,0,8.36159
227,1,Y2,0,240931,0,28767,0,8.40637
228,1,X1,815004,406714,97635,48468,8.35077,8.3629
228,1,X2,404224,201847,48669,24165,8.32709,8.41659
228,1,Y1,0,367378,0,43896,0,8.37006
228,1,Y2,0,241183,0,28737,0,8.39712
229,1,X1,815595,406659,97326,48758,8.35414,8.326
229,1,X2,404491,201753,48442,24201,8.2645,8.36622
229,1,Y1,0,367558,0,43891,0,8.36349
229,1,Y2,0,240854,0,29068,0,8.30288
230,1,X1,815623,406554,98083,48578,8.33734,8.34608
230,1,X2,404189,202262,48729,23954,8.32361,8.27511
230,1,Y1,0,368065,0,43722,0,8.30285
230,1,Y2,0,240751,0,28810,0,8.35269
231,1,X1,815842,406446,97375,48880,8.36392,8.36995
231,1,X2,404064,202499,48299,24047,8.32686,8.25271
231,1,Y1,0,368360,0,43955,0,8.33061
231,1,Y2,0,240585,0,28972,0,8.33232
232,1,X1,815093,406982,98324,48806,8.33612,8.36397
232,1,X2,403867,202049,48816,24560,8.27522,8.3055
232,1,Y1,0,368413,0,44437,0,8.38943
232,1,Y2,0,240618,0,28929,0,8.27523
233,1,X1,814320,406853,98038,48930,8.33888,8.34496
233,1,X2,403822,202318,48474,23915,8.32151,8.3272
233,1,Y1,0,368689,0,44109,0,8.31774
233,1,Y2,0,240482,0,28736,0,8.37197
234,1,X1,815089,406921,97722,48858,8.31175,8.3413
234,1,X2,404505,202202,48140,24335,8.32009,8.32303
234,1,Y1,0,368730,0,44155,0,8.3297
234,1,Y2,0,240393,0,29038,0,8.34362
235,1,X1,814412,406489,97786,48996,8.38219,8.37648
235,1,X2,404522,202396,48308,24086,8.33243,8.32454
235,1,Y1,0,368540,0,44336,0,8.34529
235,1,Y2,0,240345,0,28746,0,8.38106
236,1,X1,814032,406569,97951,48498,8.33331,8.35769
236,1,X2,404078,202498,48441,24313,8.34991,8.33431
236,1,Y1,0,368817,0,43987,0,8.34128
236,1,Y2,0,240250,0,28824,0,8.363
237,1,X1,814670,407301,97596,48684,8.36182,8.29194
237,1,X2,404448,202627,48192,24243,8.32458,8.39727
237,1,Y1,0,369615,0,43868,0,8.30373
237,1,Y2,0,240313,0,29059,0,8.36202
238,1,X1,814934,407208,97758,48448,8.34895,8.36679
238,1,X2,404162,202260,48694,24423,8.37925,8.2781
238,1,Y1,0,369175,0,44141,0,8.36331
238,1,Y2,0,240293,0,28730,0,8.29673
239,1,X1,814275,406941,97497,48957,8.34588,8.35648
239,1,X2,403977,202463,48373,24152,8.35292,8.27526
239,1,Y1,0,369230,0,44215,0,8.32297
239,1,Y2,0,240174,0,28894,0,8.33986
240,1,X1,813869,406760,97852,48961,8.28923,8.33098
240,1,X2,404707,202399,48016,24121,8.38017,8.3943
240,1,Y1,0,368930,0,44220,0,8.36054
240,1,Y2,0,240229,0,28862,0,8.33861
241,1,X1,813956,407067,97820,48493,8.35463,8.34547
241,1,X2,404842,202522,48360,24072,8.38478,8.36412
241,1,Y1,0,369299,0,43753,0,8.35831
241,1,Y2,0,240290,0,28812,0,8.34156
242,1,X1,813812,407036,97666,49087,8.39243,8.30313
242,1,X2,405016,202214,48052,24348,8.37911,8.40303
242,1,Y1,0,369340,0,44214,0,8.36638
242,1,Y2,0,239910,0,29221,0,8.29068
243,1,X1,814198,407409,97168,48785,8.30813,8.35542
243,1,X2,405462,202449,48472,24306,8.31408,8.41463
243,1,Y1,0,369792,0,44309,0,8.38085
243,1,Y2,0,240066,0,28782,0,8.36627
244,1,X1,813966,407068,97709,49014,8.30229,8.33705
244,1,X2,405316,202266,48761,24260,8.31538,8.319
244,1,Y1,0,369123,0,44780,0,8.32541
244,1,Y2,0,240211,0,28494,0,8.33997
245,1,X1,813639,406808,97788,48945,8.35101,8.31511
245,1,X2,404877,202165,48570,24357,8.35127,8.3872
245,1,Y1,0,368782,0,44243,0,8.32609
245,1,Y2,0,240191,0,29059,0,8.35882
246,1,X1,813002,407246,98225,48720,8.35764,8.31624
246,1,X2,404964,202212,47979,24103,8.40937,8.32627
246,1,Y1,0,368980,0,44165,0,8.30214
246,1,Y2,0,240478,0,28658,0,8.3464
247,1,X1,814033,407106,97242,48871,8.32188,8.31278
247,1,X2,405633,201909,48412,24398,8.31273,8.33363
247,1,Y1,0,368386,0,44565,0,8.3487
247,1,Y2,0,240629,0,28704,0,8.27474
248,1,X1,814573,407259,97808,48663,8.35269,8.39089
248,1,X2,405605,201923,48232,24315,8.40119,8.32026
248,1,Y1,0,368371,0,44000,0,8.40632
248,1,Y2,0,240811,0,28978,0,8.3082
249,1,X1,813370,407253,97953,49003,8.36708,8.3029
249,1,X2,404904,201676,48925,24276,8.36237,8.36419
249,1,Y1,0,368237,0,44235,0,8.34785
249,1,Y2,0,240692,0,29044,0,8.28567
250,1,X1,814581,407669,97177,48697,8.2971,8.31657
250,1,X2,404721,201733,48855,24082,8.366,8.3447
250,1,Y1,0,368596,0,44054,0,8.32458
250,1,Y2,0,240806,0,28725,0,8.32787
251,1,X1,813946,407600,97771,48840,8.33308,8.32369
251,1,X2,404458,201806,48347,23944,8.35266,8.28909
251,1,Y1,0,368625,0,43904,0,8.29988
251,1,Y2,0,240781,0,28880,0,8.3312
252,1,X1,813397,407400,97874,49019,8.30263,8.38291
252,1,X2,403947,201443,48826,24278,8.36952,8.3955
252,1,Y1,0,368149,0,44317,0,8.40226
252,1,Y2,0,240694,0,28980,0,8.36387
253,1,X1,812539,407116,98014,48883,8.30693,8.30105
253,1,X2,403479,201430,48714,24156,8.30125,8.41555
253,1,Y1,0,367974,0,44245,0,8.35403
253,1,Y2,0,240572,0,28794,0,8.31569
254,1,X1,812545,407512,97346,48839,8.38074,8.3842
254,1,X2,403513,201318,48450,24257,8.42159,8.37643
254,1,Y1,0,368169,0,44240,0,8.36275
254,1,Y2,0,240661,0,28856,0,8.41056
255,1,X1,812150,407431,97687,48889,8.38218,8.32516
255,1,X2,403244,201515,48373,24089,8.36628,8.29192
255,1,Y1,0,368097,0,44059,0,8.32683
255,1,Y2,0,240849,0,28919,0,8.29493
256,1,X1,812666,406977,97179,48908,8.34465,8.3423
256,1,X2,403362,201630,48131,24273,8.32842,8.31323
