Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = transitory 1 = informal 2 = marital),Original_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_transitory_rels,A_num_active_informal_rels,A_num_active_marital_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_transitory_rels,B_num_active_informal_rels,B_num_active_marital_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader,A_IndividualProperties,B_IndividualProperties,A_CD4_count,B_CD4_count,A_viral_load,B_viral_load,A_HIV_disease_stage,B_HIV_disease_stage,A_STI_CoInfection,B_STI_CoInfection,A_HIV_Tested_Positive,B_HIV_Tested_Positive,A_HIV_Received_Results,B_HIV_Received_Results
1,29,518.496,0,1,540,0,0,16.8806,1,1,0,0,1,1,0,0,0,0,15251,0,1,17.4539,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
2,29,867.862,0,1,4185,0,0,22.9635,1,1,0,0,1,1,0,0,0,0,9762,0,1,29.4311,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
3,29,326.668,0,1,5483,0,0,28.2032,1,1,0,0,1,1,0,0,0,0,111,0,1,23.0991,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4,29,59.5547,0,1,5588,0,0,23.8889,1,1,0,0,1,1,0,0,0,0,9853,0,1,26.494,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
5,29,80.3894,0,1,7396,0,0,23.7789,1,1,0,0,1,1,0,0,0,0,1765,0,1,20.1119,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
6,29,182.932,0,1,15701,0,0,28.9578,1,1,0,0,1,1,0,0,0,0,16020,0,1,16.5848,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
7,29,90.2038,0,1,254,0,0,22.4095,1,1,0,0,1,1,0,0,0,0,7142,0,1,27.3193,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
8,29,293.114,0,1,1074,0,0,34.5048,1,1,0,0,1,1,0,0,0,0,14334,0,1,26.796,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
9,29,854.656,0,1,8659,0,0,23.6096,1,1,0,0,1,1,0,0,0,0,14764,0,1,23.8078,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,UNKNOWN
10,29,594.941,0,1,9703,0,0,21.3295,1,1,0,0,1,1,0,0,0,0,7030,0,1,20.8463,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,UNKNOWN
11,29,843.072,0,1,15777,0,0,35.7267,1,1,0,0,1,1,0,0,0,0,12031,0,1,27.0758,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
12,29,38.1044,0,1,16483,0,0,17.9577,1,1,0,0,1,1,0,0,0,0,7591,0,1,24.2499,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
13,29,236.551,0,1,16628,0,0,17.8228,1,1,0,0,1,1,0,0,0,0,5488,0,1,15.6895,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
14,29,392.455,0,1,48,0,0,23.2839,1,1,0,0,1,1,0,0,0,0,16763,0,1,24.6603,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
15,29,422.24,0,1,698,0,0,20.1024,1,1,0,0,1,1,0,0,0,0,15091,0,1,20.5073,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
16,29,339.373,0,1,2666,0,0,24.6986,1,1,0,0,1,1,0,0,0,0,6563,0,1,16.9075,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
17,29,367.818,0,1,2853,0,0,40.4421,1,1,0,0,1,1,0,0,0,0,13900,0,1,35.2878,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
18,29,103.043,0,1,5900,0,0,25.4776,1,1,0,0,1,1,0,0,0,0,8129,0,1,31.6848,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
19,29,87.4977,0,1,7388,0,0,24.6133,1,1,0,0,1,1,0,0,0,0,3473,0,1,20.6025,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
20,29,333.545,0,1,8320,0,0,18.6023,1,1,0,0,1,1,0,0,0,0,11768,0,1,15.9474,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
21,29,64.7139,0,1,14887,0,0,32.7996,1,1,0,0,1,1,0,0,0,0,2121,0,1,26.4822,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
22,29,127.671,0,1,148,0,0,36.2511,1,1,0,0,1,1,0,0,0,0,1577,0,1,17.9223,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,UNKNOWN
23,29,134.058,0,1,937,0,0,24.1178,1,1,0,0,1,1,0,0,0,0,3109,0,1,29.2575,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,UNKNOWN,NEGATIVE
24,29,269.009,0,1,1949,0,0,20.4759,1,1,0,0,1,1,0,0,0,0,3032,0,1,25.1317,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
25,29,597.11,0,1,7279,0,0,23.2822,1,1,0,0,1,1,0,0,0,0,13160,0,1,21.1461,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
26,29,47.67,0,1,9442,0,0,24.6248,1,1,0,0,1,1,0,0,0,0,3996,0,1,21.5504,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,UNKNOWN
27,29,826.071,0,1,12793,0,0,30.5219,1,1,0,0,1,1,0,0,0,0,16580,0,1,33.5996,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
28,29,313.657,0,1,13438,0,0,27.7765,1,1,0,0,1,1,0,0,0,0,5648,0,1,21.4187,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
29,29,34.2491,0,1,13501,0,0,29.4206,1,1,0,0,1,1,0,0,0,0,15934,0,1,18.5792,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,UNKNOWN,NEGATIVE
30,29,102.42,0,1,144,0,0,24.5264,1,1,0,0,1,1,0,0,0,0,7763,0,1,17.3534,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
31,29,90.2806,0,1,6484,0,0,32.0743,1,1,0,0,1,1,0,0,0,0,12306,0,1,28.4497,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
32,29,202.167,0,1,6526,0,0,17.96,1,1,0,0,1,1,0,0,0,0,1108,0,1,23.4015,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
33,29,77.5433,0,1,8907,0,0,22.9151,1,1,0,0,1,1,0,0,0,0,4210,0,1,27.4488,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
34,29,104.857,0,1,14558,0,0,32.9957,1,1,0,0,1,1,0,0,0,0,10515,0,1,33.6761,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,UNKNOWN
35,29,40.5554,0,1,16644,0,0,29.9575,1,1,0,0,1,1,0,0,0,0,2925,0,1,17.2955,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
36,29,744.824,0,1,1192,0,0,40.8493,1,1,0,0,1,1,0,0,0,0,8068,0,1,25.7361,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
37,29,1072.17,0,1,2761,0,0,32.4152,1,1,0,0,1,1,0,0,0,0,565,0,1,32.4217,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
38,29,434.402,0,1,5516,0,0,24.3612,1,1,0,0,1,1,0,0,0,0,10433,0,1,29.6054,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,UNKNOWN,NEGATIVE
39,29,124.731,0,1,6761,0,0,29.9833,1,1,0,0,1,1,0,0,0,0,17349,0,1,17.7064,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
40,29,155.611,0,1,7597,0,0,26.6089,1,1,0,0,1,1,0,0,0,0,4219,0,1,24.3448,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
41,29,883.989,0,1,8615,0,0,73.0275,1,1,0,0,1,1,0,0,0,0,14573,0,1,55.2459,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
42,29,483.35,0,1,12179,0,0,21.4686,1,1,0,0,1,1,0,0,0,0,9364,0,1,19.8634,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
43,29,373.523,0,1,13705,0,0,16.2191,1,1,0,0,1,1,0,0,0,0,2402,0,1,18.6517,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
44,29,52.3656,0,1,3085,0,0,31.1506,1,1,0,0,1,1,0,0,0,0,12576,0,1,32.6865,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
45,29,245.102,0,1,3748,0,0,17.271,1,1,0,0,1,1,0,0,0,0,5983,0,1,18.7445,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,UNKNOWN
46,29,392.297,0,1,4015,0,0,22.8503,1,1,0,0,1,1,0,0,0,0,16921,0,1,23.4013,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
47,29,249.721,0,1,5596,0,0,26.5853,1,1,0,0,1,1,0,0,0,0,13457,0,1,20.6956,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,UNKNOWN,NEGATIVE
48,29,375.255,0,1,7336,0,0,18.0965,1,1,0,0,1,1,0,0,0,0,11630,0,1,14.9385,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,UNKNOWN,UNKNOWN
49,29,197.132,0,1,8385,0,0,28.8453,1,1,0,0,1,1,0,0,0,0,13588,0,1,25.2064,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
50,29,1062.51,0,1,9174,0,0,15.9845,1,1,0,0,1,1,0,0,0,0,6726,0,1,16.537,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
51,29,269.184,0,1,10174,0,0,18.6076,1,1,0,0,1,1,0,0,0,0,10245,0,1,15.1264,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
52,29,73.6956,0,1,10596,0,0,38.3879,1,1,0,0,1,1,0,0,0,0,2815,0,1,31.3715,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
53,29,84.9422,0,1,11561,0,0,27.6783,1,1,0,0,1,1,0,0,0,0,6837,0,1,17.5427,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
54,29,286.328,0,1,11968,0,0,50.2656,1,1,0,0,1,1,0,0,0,0,16038,0,1,36.0508,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
55,29,140.288,0,1,12198,0,0,17.1082,1,1,0,0,1,1,0,0,0,0,8057,0,1,20.1264,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
56,29,245.862,0,1,12459,0,0,26.5943,1,1,0,0,1,1,0,0,0,0,14871,0,1,19.3897,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,UNKNOWN,NEGATIVE
57,29,190.526,0,1,15424,0,0,23.492,1,1,0,0,1,1,0,0,0,0,11945,0,1,18.2123,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
58,29,176.452,0,1,15574,0,0,21.8311,1,1,0,0,1,1,0,0,0,0,16319,0,1,19.9241,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,UNKNOWN,NEGATIVE
59,29,37.5684,0,1,16023,0,0,30.2731,1,1,0,0,1,1,0,0,0,0,14799,0,1,30.4638,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
60,29,190.445,0,1,2583,0,0,32.2664,1,1,0,0,1,1,0,0,0,0,13546,0,1,27.9196,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
61,29,154.401,0,1,5606,0,0,21.4501,1,1,0,0,1,1,0,0,0,0,11405,0,1,18.2413,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
62,29,1116.2,0,1,6207,0,0,19.5534,1,1,0,0,1,1,0,0,0,0,3362,0,1,27.1062,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
63,29,843.354,0,1,6554,0,0,43.8141,1,1,0,0,1,1,0,0,0,0,5565,0,1,33,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
64,29,263.381,0,1,9112,0,0,22.3912,1,1,0,0,1,1,0,0,0,0,15289,0,1,22.6729,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
65,29,336.914,0,1,9768,0,0,26.8826,1,1,0,0,1,1,0,0,0,0,10639,0,1,17.432,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
66,29,419.419,0,1,10724,0,0,17.0897,1,1,0,0,1,1,0,0,0,0,3946,0,1,17.6087,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
67,29,110.245,0,1,11656,0,0,21.3771,1,1,0,0,1,1,0,0,0,0,2415,0,1,15.6529,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
68,29,658.675,0,1,14192,0,0,21.7521,1,1,0,0,1,1,0,0,0,0,2405,0,1,20.1914,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
69,29,269.684,0,1,14861,0,0,24.5514,1,1,0,0,1,1,0,0,0,0,10556,0,1,17.8173,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
70,29,213.673,0,1,3069,0,0,21.98,1,1,0,0,1,1,0,0,0,0,7201,0,1,26.69,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
71,29,285.597,0,1,7745,0,0,33.1724,1,1,0,0,1,1,0,0,0,0,14707,0,1,29.6521,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,UNKNOWN,UNKNOWN
72,29,147.752,0,1,8937,0,0,32.3209,1,1,0,0,1,1,0,0,0,0,8950,0,1,31.6079,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
73,29,1212.15,0,1,15096,0,0,18.1288,1,1,0,0,1,1,0,0,0,0,15615,0,1,23.1246,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
74,29,1188.21,0,1,16203,0,0,20.6166,1,1,0,0,1,1,0,0,0,0,8271,0,1,19.1399,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
75,29,310.095,0,1,1607,0,0,53.5997,1,1,0,0,1,1,0,0,0,0,16128,0,1,32.9756,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
76,29,793.906,0,1,5064,0,0,26.1686,1,1,0,0,1,1,0,0,0,0,14138,0,1,19.7238,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
77,29,178.93,0,1,7634,0,0,38.519,1,1,0,0,1,1,0,0,0,0,10327,0,1,25.1963,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
78,29,892.943,0,1,11069,0,0,15.2209,1,1,0,0,1,1,0,0,0,0,5756,0,1,16.4596,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
79,29,323.04,0,1,11155,0,0,17.2739,1,1,0,0,1,1,0,0,0,0,3693,0,1,17.8608,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,UNKNOWN
80,29,95.0415,0,1,13507,0,0,28.8161,1,1,0,0,1,1,0,0,0,0,2553,0,1,20.9765,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
81,29,889.161,0,1,14663,0,0,20.3974,1,1,0,0,1,1,0,0,0,0,16175,0,1,17.5004,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
82,29,304.65,0,1,14990,0,0,33.3616,1,1,0,0,1,1,0,0,0,0,7031,0,1,37.127,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
83,29,80.7608,0,1,1749,0,0,20.5593,1,1,0,0,1,1,0,0,0,0,58,0,1,24.2787,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
84,29,267.327,0,1,4368,0,0,29.5491,1,1,0,0,1,1,0,0,0,0,4782,0,1,23.8662,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
85,29,346.372,0,1,8379,0,0,37.4425,1,1,0,0,1,1,0,0,0,0,15658,0,1,26.6437,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
86,29,1228.99,0,1,9392,0,0,47.6039,1,1,0,0,1,1,0,0,0,0,1842,0,1,39.7846,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
87,29,306.205,0,1,11532,0,0,36.0862,1,1,0,0,1,1,0,0,0,0,8700,0,1,31.3712,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
88,29,67.4867,0,1,13147,0,0,33.8105,1,1,0,0,1,1,0,0,0,0,3440,0,1,26.3796,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
89,29,343.476,0,1,15027,0,0,60.9945,1,1,0,0,1,1,0,0,0,0,6944,0,1,59.0184,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,UNKNOWN,NEGATIVE
90,29,72.7001,0,1,16099,0,0,33.4563,1,1,0,0,1,1,0,0,0,0,3271,0,1,27.2243,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
91,29,94.0645,0,1,247,0,0,15.3167,1,1,0,0,1,1,0,0,0,0,5977,0,1,16.8874,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
92,29,373.629,0,1,1268,0,0,48.5759,1,1,0,0,1,1,0,0,0,0,8282,0,1,45.7977,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
93,29,107.248,0,1,3337,0,0,27.0392,1,1,0,0,1,1,0,0,0,0,199,0,1,25.8614,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
94,29,121.101,0,1,4222,0,0,16.2458,1,1,0,0,1,1,0,0,0,0,952,0,1,21.1921,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
95,29,126.477,0,1,6869,0,0,27.452,1,1,0,0,1,1,0,0,0,0,16013,0,1,16.6355,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
96,29,139.196,0,1,7623,0,0,29.0138,1,1,0,0,1,1,0,0,0,0,3270,0,1,17.4835,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
97,29,77.2254,0,1,11026,0,0,19.888,1,1,0,0,1,1,0,0,0,0,13669,0,1,19.9733,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
98,29,546.394,0,1,517,0,0,44.5993,1,1,0,0,1,1,0,0,0,0,8675,0,1,35.1632,1,1,0,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
