Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = transitory 1 = informal 2 = marital),Original_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_transitory_rels,A_num_active_informal_rels,A_num_active_marital_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_transitory_rels,B_num_active_informal_rels,B_num_active_marital_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader,A_IndividualProperties,B_IndividualProperties,A_CD4_count,B_CD4_count,A_viral_load,B_viral_load,A_HIV_disease_stage,B_HIV_disease_stage,A_STI_CoInfection,B_STI_CoInfection,A_HIV_Tested_Positive,B_HIV_Tested_Positive,A_HIV_Received_Results,B_HIV_Received_Results
4649,569,1302.05,1,1,13848,1,0,24.3596,1,0,1,0,3,2,0,0,0,0,4526,1,1,16.4631,1,0,1,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,508.706,494.412,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4650,569,1085.99,1,1,1247,1,0,20.4204,1,0,1,0,1,1,0,0,0,0,7976,1,1,18.478,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,486.187,510.026,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4651,569,754.285,1,1,14356,1,0,27.0143,1,0,1,0,3,2,0,0,0,0,12232,1,1,25.949,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,488.52,453.495,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4652,569,1284.46,1,1,15168,1,0,19.5525,1,0,1,0,1,1,0,0,0,0,16319,1,1,21.4035,1,0,1,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,519.782,468.378,10000,10000,2,2,0,0,1,1,NEGATIVE,NEGATIVE
4653,569,1250.46,1,1,6679,0,0,15.7535,1,0,1,0,2,1,0,0,0,0,17024,0,1,18.9286,1,0,1,0,3,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4654,569,1083.78,1,1,14681,1,0,49.5907,1,0,1,0,2,1,0,0,0,0,10690,1,1,43.3593,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,450.273,466.879,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4655,569,1328.04,1,1,204,1,0,30.1383,1,0,1,0,4,3,0,0,0,0,8664,1,1,31.9965,1,0,1,0,2,1,0,0,0,0,Accessibility-No,Accessibility-Yes,495.632,295.101,10000,10000,2,2,0,0,1,1,POSITIVE,NEGATIVE
4656,569,880.156,1,1,1514,0,0,24.7722,1,0,1,0,3,2,0,0,0,0,17298,0,1,26.1298,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4657,569,1306.58,1,1,2133,0,0,29.9812,1,0,1,0,2,1,0,0,0,0,8384,0,1,19.5703,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4658,569,1939.17,1,1,10139,0,0,23.6653,1,0,1,0,2,1,0,0,0,0,11365,1,1,20.8875,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,507.447,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4659,569,1139.93,1,1,10850,0,0,24.2277,1,0,1,0,2,1,0,0,0,0,5648,0,1,22.8982,1,0,1,0,5,4,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4660,569,2143,1,1,16881,0,0,37.0611,1,0,1,0,1,1,0,0,0,0,10597,0,1,26.015,1,0,1,0,2,2,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4661,569,1066.5,1,1,11386,0,0,34.4766,1,0,1,0,2,1,0,0,0,0,1738,1,1,18.8075,1,0,1,0,2,1,0,0,0,0,Accessibility-No,Accessibility-No,540.55,484.257,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4662,569,1007.41,1,1,13371,0,0,22.0856,1,0,1,0,2,1,0,0,0,0,10413,1,1,17.7131,1,0,1,0,2,2,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,506.048,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4663,569,1383.23,1,1,16141,0,0,36.3055,1,0,1,0,1,1,0,0,0,0,6701,0,1,26.3586,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4664,569,1257.4,1,1,2981,0,0,41.3316,1,0,1,0,1,1,0,0,0,0,5994,0,1,40.5955,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4665,569,1311.87,1,1,12108,1,0,35.3902,1,0,1,0,2,1,0,0,0,0,13826,1,1,29.7728,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,472.371,496.491,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4666,569,765.197,1,1,438,0,0,30.7427,1,0,1,0,2,1,0,0,0,0,5521,1,1,29.9319,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,494.995,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4667,569,737.978,1,1,3874,0,0,51.2548,1,0,1,0,1,1,0,0,0,0,13996,0,1,37.7174,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4668,569,844.539,1,1,10542,1,0,28.0917,1,0,1,0,2,1,0,0,0,0,12115,0,1,23.8839,1,0,1,0,3,2,0,0,0,0,Accessibility-No,Accessibility-No,399.524,540.55,10000,-1,2,0,0,0,1,0,NEGATIVE,NEGATIVE
4669,569,1033.34,1,1,15907,0,0,28.2329,1,0,1,0,2,1,0,0,0,0,2598,0,1,22.9094,1,0,1,0,3,2,0,0,0,0,Accessibility-No,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4670,569,929.122,1,1,7747,0,0,27.0428,1,0,1,0,2,1,0,0,0,0,9917,1,1,17.74,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,506.21,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4671,569,1072.51,1,1,3146,0,0,16.9327,1,0,1,0,2,1,0,0,0,0,13876,0,1,13.7992,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4672,569,1051.63,1,1,10197,1,0,25.4623,1,0,1,0,4,4,0,0,0,0,11379,1,1,27.777,1,0,1,0,3,2,0,0,0,0,Accessibility-Yes,Accessibility-Yes,474.023,512.007,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4673,569,1087.09,1,1,13494,0,0,17.3417,1,0,1,0,1,1,0,0,0,0,277,0,1,14.8051,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4674,569,885.913,1,1,513,0,0,33.9387,1,0,1,0,2,2,0,0,0,0,7232,1,1,17.8563,1,0,1,0,4,3,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,517.151,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4675,569,1305.18,1,1,2772,0,0,16.7094,1,0,1,0,3,1,0,0,0,0,5393,0,1,13.8849,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4676,569,1234.42,1,1,8684,1,0,32.4966,1,0,1,0,2,1,0,0,0,0,6976,1,1,28.4438,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,488.838,518.811,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4677,569,1928.06,1,1,2049,0,0,30.6077,1,0,1,0,2,1,0,0,0,0,1603,0,1,28.9128,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4678,569,884.811,1,1,8352,0,0,54.6978,1,0,1,0,1,1,0,0,0,0,3921,0,1,47.9512,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4679,569,1050.26,1,1,12090,0,0,41.4261,1,0,1,0,1,1,0,0,0,0,12812,0,1,38.3994,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4680,569,1253.41,1,1,4645,1,0,23.0672,1,0,1,0,2,1,0,0,0,0,2695,1,1,16.6123,1,0,1,0,2,1,0,0,0,0,Accessibility-No,Accessibility-No,513.405,518.099,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4681,569,2295.14,1,1,12908,0,0,32.4232,1,0,1,0,2,1,0,0,0,0,10163,0,1,25.205,1,0,1,0,4,3,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4682,569,970.105,1,1,17260,0,0,14.9793,1,0,1,0,1,1,0,0,0,0,7552,1,1,20.4073,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,501.625,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4683,569,867.765,1,1,8134,0,0,19.7292,1,0,1,0,2,1,0,0,0,0,16984,0,1,15.7443,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4684,569,1028.58,1,1,2547,1,0,29.7717,1,0,1,0,2,1,0,0,0,0,12048,0,1,30.6888,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,441.987,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
4685,569,988.86,1,1,12326,0,0,20.4386,1,0,1,0,1,1,0,0,0,0,3982,0,1,16.8242,1,0,1,0,2,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4686,569,1071.98,1,1,16091,0,0,36.532,1,0,1,0,1,1,0,0,0,0,3823,0,1,30.1701,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4687,569,967.827,1,1,3761,1,0,38.325,1,0,1,0,2,1,0,0,0,0,4755,1,1,29.2915,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-No,512.516,503.464,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4688,569,1623.05,1,1,6792,0,0,33.2879,1,0,1,0,1,1,0,0,0,0,13945,0,1,34.9336,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4689,569,937.648,1,1,7274,0,0,25.9529,1,0,1,0,2,1,0,0,0,0,5405,0,1,17.0122,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4690,569,1050.2,1,1,10065,0,0,45.9402,1,0,1,0,2,1,0,0,0,0,7033,0,1,35.3596,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4691,569,892.132,1,1,11316,1,0,43.3912,1,0,1,0,2,1,0,0,0,0,10971,0,1,44.5564,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,417.501,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
4692,569,700.528,1,1,12391,1,0,38.4083,1,0,1,0,2,1,0,0,0,0,3750,1,1,34.5023,1,0,1,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,389.193,505.702,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4693,569,1020.23,1,1,1826,0,0,36.2712,1,0,1,0,1,1,0,0,0,0,9543,0,1,29.8269,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4694,569,820.592,1,1,5367,0,0,21.1858,1,0,1,0,2,1,0,0,0,0,4729,1,1,19.1004,1,0,1,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,487.727,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4695,569,1300.82,1,1,9989,1,0,33.7922,1,0,1,0,3,2,0,0,0,0,12247,0,1,33.3284,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-No,505.231,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
4696,569,1040.37,1,1,7870,0,0,52.4526,1,0,1,0,1,1,0,0,0,0,14360,0,1,47.3152,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4697,569,831.204,1,1,11981,0,0,41.6355,1,0,1,0,2,1,0,0,0,0,5840,0,1,46.4039,1,0,1,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4698,569,1103.25,1,1,16485,1,0,24.7596,1,0,1,0,3,2,0,0,0,0,15695,1,1,22.1809,1,0,1,0,3,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,487.319,496.719,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4699,569,999.388,1,1,7592,0,0,31.466,1,0,1,0,2,1,0,0,0,0,1655,0,1,23.0785,1,0,1,0,3,2,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4700,569,775.827,1,1,1578,1,0,29.5802,1,0,1,0,2,1,0,0,0,0,2840,1,1,22.9898,1,0,1,0,3,2,0,0,0,0,Accessibility-No,Accessibility-Yes,503.42,510.951,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4701,569,1370.16,1,1,4349,1,0,20.2268,1,0,1,0,2,1,0,0,0,0,15106,1,1,26.7816,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,506.256,485.214,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4702,569,1222.05,1,1,6771,0,0,44.9039,1,0,1,0,2,1,0,0,0,0,407,0,1,37.6878,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4703,569,746.577,1,1,7173,0,0,28.3039,1,0,1,0,3,2,0,0,0,0,7330,0,1,28.0749,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4704,569,1713.81,1,1,12755,0,0,38.9621,1,0,1,0,1,1,0,0,0,0,3198,0,1,23.4918,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4705,569,841.25,1,1,3562,1,0,25.8506,1,0,1,0,2,1,0,0,0,0,302,1,1,15.9814,1,0,1,0,2,2,0,0,0,0,Accessibility-Yes,Accessibility-Yes,448.613,453.932,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4706,569,2000.77,1,1,17047,0,0,23.6466,1,0,1,0,3,3,0,0,0,0,428,0,1,24.7713,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4707,569,998.298,1,1,383,0,0,56.0001,1,0,1,0,1,1,0,0,0,0,6301,1,1,56.4458,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,261.08,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4708,569,975.944,1,1,1735,0,0,42.665,1,0,1,0,1,1,0,0,0,0,16259,0,1,38.6782,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4709,569,871.284,1,1,1964,0,0,23.6903,1,0,1,0,3,1,0,0,0,0,8857,0,1,16.174,1,0,1,0,3,2,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4710,569,989.26,1,1,17134,0,0,56.1992,1,0,1,0,1,1,0,0,0,0,15968,0,1,41.3051,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4711,569,1037.28,1,1,7318,1,0,29.0449,1,0,1,0,3,2,0,0,0,0,14264,0,1,30.73,1,0,1,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,487.115,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
4712,569,1660.52,1,1,9041,1,0,21.6465,1,0,1,0,2,1,0,0,0,0,11469,1,1,21.2275,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,519.912,507.571,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4713,569,1593.71,1,1,12371,0,0,27.0794,1,0,1,0,3,1,0,0,0,0,8076,0,1,25.9399,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4714,569,1284.21,1,1,2467,0,0,47.3696,1,0,1,0,2,2,0,0,0,0,15548,0,1,41.3803,1,0,1,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4715,569,1075.9,1,1,12467,0,0,45.7014,1,0,1,0,1,1,0,0,0,0,8202,0,1,41.3045,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4716,569,1111.71,1,1,1346,0,0,15.9256,1,0,1,0,1,1,0,0,0,0,6737,0,1,17.2281,1,0,1,0,3,2,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4717,569,1880.01,1,1,9597,0,0,34.1885,1,0,1,0,2,1,0,0,0,0,16685,0,1,38.0044,1,0,1,0,2,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4718,569,1641.74,1,1,13117,0,0,25.9452,1,0,1,0,3,2,0,0,0,0,10038,0,1,16.9296,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4719,569,1180.51,1,1,16773,1,0,37.6372,1,0,1,0,1,1,0,0,0,0,16009,0,1,34.9314,1,0,1,0,2,2,0,0,0,0,Accessibility-Yes,Accessibility-No,434.084,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
4720,569,1243.48,1,1,6289,1,0,22.833,1,0,1,0,2,1,0,0,0,0,4025,1,1,24.6212,1,0,1,0,2,1,0,0,0,0,Accessibility-No,Accessibility-Yes,379.916,520.976,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4721,569,1251.92,1,1,9034,1,0,30.7414,1,0,1,0,3,1,0,0,0,0,5681,1,1,22.6373,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,459.529,461.727,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4722,569,1458.77,1,1,11189,0,0,36.0192,1,0,1,0,2,1,0,0,0,0,8827,0,1,34.1599,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4723,569,946.499,1,1,13495,0,0,28.4381,1,0,1,0,3,2,0,0,0,0,12306,1,1,29.9292,1,0,1,0,2,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,477.425,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4724,569,1286.94,1,1,4151,0,0,27.665,1,0,1,0,2,1,0,0,0,0,2908,0,1,27.4495,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4725,569,1093.39,1,1,4302,1,0,30.374,1,0,1,0,2,1,0,0,0,0,10122,1,1,25.5694,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,485.192,484.795,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4726,569,774.219,1,1,9661,1,0,43.7299,1,0,1,0,1,1,0,0,0,0,15538,0,1,25.8904,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,369.449,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
4727,569,1193.3,1,1,16645,1,0,50.7887,1,0,1,0,1,1,0,0,0,0,12126,0,1,33.7114,1,0,1,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,496.696,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
4728,569,1582.07,1,1,11103,1,0,16.3209,1,0,1,0,1,1,0,0,0,0,1438,0,1,16.6547,1,0,1,0,2,1,0,0,0,0,Accessibility-No,Accessibility-Yes,508.475,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
4729,569,1173.68,1,1,13044,0,0,43.891,1,0,1,0,1,1,0,0,0,0,4360,0,1,40.3485,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4730,569,654.965,1,1,6456,0,0,46.1215,1,0,1,0,1,1,0,0,0,0,5654,1,1,41.0261,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,472.594,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4731,569,1308.84,1,1,11501,0,0,20.4608,1,0,1,0,2,1,0,0,0,0,10047,0,1,15.6371,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4732,569,659.617,1,1,13423,1,0,33.9323,1,0,1,0,2,1,0,0,0,0,4018,0,1,27.4705,1,0,1,0,2,1,0,0,0,0,Accessibility-No,Accessibility-Yes,484.265,540.55,10000,-1,2,0,0,0,1,0,POSITIVE,NEGATIVE
4733,569,2512.51,1,1,12983,0,0,44.3807,1,0,1,0,3,2,0,0,0,0,1760,1,1,28.8876,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,540.55,339.774,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4734,569,846.574,1,1,15031,1,0,49.2452,1,0,1,0,1,1,0,0,0,0,8148,1,1,51.2366,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-No,260.385,459.172,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4735,569,859.628,1,1,4004,0,0,49.8904,1,0,1,0,1,1,0,0,0,0,6658,1,1,42.35,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,501.028,-1,10000,0,2,0,0,0,1,NEGATIVE,POSITIVE
4736,569,1563.57,1,1,9079,0,0,58.767,1,0,1,0,1,1,0,0,0,0,5954,0,1,47.7876,1,0,1,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4737,569,1123.58,1,1,994,1,0,74.5408,1,0,1,0,1,1,0,0,0,0,9678,1,1,61.1059,1,0,1,0,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,364.456,492.793,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4738,569,15168.4,2,1,4152,0,0,43.8785,1,0,0,1,1,1,0,0,0,0,10511,0,1,32.3063,1,0,0,1,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4739,569,10538.2,2,1,15389,0,0,49.9367,1,0,0,1,1,1,0,0,0,0,4685,0,1,44.6197,1,0,0,1,1,1,0,0,0,0,Accessibility-No,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4740,569,16905,2,1,14509,1,0,48.5729,1,0,0,1,1,1,0,0,0,0,15527,1,1,43.6433,1,0,0,1,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,282.08,451.705,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4741,599,783.426,0,1,14475,1,0,18.7008,1,1,0,0,2,1,0,0,0,0,7405,1,1,15.949,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,484.21,501.964,10000,10000,2,2,0,0,1,1,POSITIVE,POSITIVE
4742,599,717.775,0,1,1949,0,0,22.0375,1,1,0,0,3,1,0,0,0,0,14238,0,1,22.1067,1,1,0,0,2,1,0,0,0,0,Accessibility-No,Accessibility-No,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4743,599,1154.97,0,1,6788,0,0,17.2537,1,1,0,0,1,1,0,0,0,0,3154,0,1,15.349,1,1,0,0,2,2,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4744,599,807.858,0,1,13657,0,0,22.5987,1,1,0,0,2,1,0,0,0,0,1902,0,1,23.1908,1,1,0,0,2,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4745,599,630.752,0,1,10079,0,0,22.1721,1,1,0,0,3,1,0,0,0,0,6201,0,1,16.9831,1,1,0,0,1,1,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
4746,599,698.609,0,1,12461,0,0,26.3451,1,1,0,0,2,1,0,0,0,0,13264,0,1,24.184,1,1,0,0,3,2,0,0,0,0,Accessibility-Yes,Accessibility-Yes,540.55,540.55,-1,-1,0,0,0,0,0,0,NEGATIVE,NEGATIVE
