Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_previous_num_coital_acts,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_previous_num_coital_acts,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
1,6,74.3443,0,F,1,1,235,0,0,46.9496,0,1,1,0,0,0,1,1,0,0,0,0,3798,0,1,15.901,0,1,1,0,0,0,1,1,0,0,0,0
2,6,159.171,0,F,1,1,1099,0,0,60.0628,0,1,1,0,0,0,1,1,0,0,0,0,6126,0,1,16.2255,0,1,1,0,0,0,1,1,0,0,0,0
3,6,307.274,0,F,1,1,3082,0,0,38.0464,0,1,1,0,0,0,1,1,0,0,0,0,11349,0,1,19.0204,0,1,1,0,0,0,1,1,0,0,0,0
4,6,573.879,0,F,1,1,4093,0,0,66.4632,0,1,1,0,0,0,1,1,0,0,0,0,690,0,1,62.3891,0,1,1,0,0,0,1,1,0,0,0,0
5,6,260.935,0,F,1,1,4591,0,0,13.5674,0,1,1,0,0,0,1,1,0,0,0,0,4501,1,1,34.3195,0,1,1,0,0,0,1,1,0,0,0,0
6,6,298.414,0,F,1,1,4679,0,0,36.4588,0,1,1,0,0,0,1,1,0,0,0,0,5502,1,1,32.5886,0,1,1,0,0,0,1,1,0,0,0,0
7,6,189.789,0,F,1,1,7522,0,0,35.3692,0,1,1,0,0,0,1,1,0,0,0,0,5630,0,1,45.6232,0,1,1,0,0,0,1,1,0,0,0,0
8,6,124.958,0,F,1,1,8728,1,0,20.7946,0,1,1,0,0,0,1,1,0,0,0,0,5873,0,1,44.7779,0,1,1,0,0,0,1,1,0,0,0,0
9,6,161.196,0,F,1,1,15358,0,0,60.5518,0,1,1,0,0,0,1,1,0,0,0,0,3652,0,1,19.9924,0,1,1,0,0,0,1,1,0,0,0,0
10,6,824.29,0,F,1,1,16272,0,0,54.9451,0,1,1,0,0,0,1,1,0,0,0,0,4735,0,1,17.2172,0,1,1,0,0,0,1,1,0,0,0,0
11,6,569.537,0,F,1,1,17028,0,0,70.193,0,1,1,0,0,0,1,1,0,0,0,0,5870,1,1,17.0268,0,1,1,0,0,0,1,1,0,0,0,0
