Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_previous_num_coital_acts,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_previous_num_coital_acts,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
1,0,27.1939,0,F,1,1,4,0,0,38.618,0,1,1,0,0,0,1,1,0,0,0,0,17,0,1,34.5907,0,1,1,0,0,0,1,1,0,0,0,0
2,0,9.59542,0,F,1,1,13,0,0,28.5972,0,1,1,0,0,0,1,1,0,0,0,0,27,0,1,31.7068,0,1,1,0,0,0,1,1,0,0,0,0
3,0,23.655,0,F,1,1,30,0,0,36.5505,0,1,1,0,0,0,1,1,0,0,0,0,31,0,1,16.5516,0,1,1,0,0,0,1,1,0,0,0,0
4,0,11.9055,0,F,1,1,45,0,0,16.0839,0,1,1,0,0,0,1,1,0,0,0,0,33,0,1,21.7508,0,1,1,0,0,0,1,1,0,0,0,0
5,0,17.5356,0,F,1,1,57,0,0,46.9712,0,1,1,0,0,0,1,1,0,0,0,0,46,0,1,45.9247,0,1,1,0,0,0,1,1,0,0,0,0
6,0,15.2704,0,F,1,1,99,0,0,26.6433,0,1,1,0,0,0,1,1,0,0,0,0,42,0,1,18.3539,0,1,1,0,0,0,1,1,0,0,0,0
7,0,8.0009,0,F,1,1,108,0,0,13.5685,0,1,1,0,0,0,1,1,0,0,0,0,61,0,1,33.5636,0,1,1,0,0,0,1,1,0,0,0,0
8,0,4.96081,0,F,1,1,118,0,0,21.9026,0,1,1,0,0,0,1,1,0,0,0,0,73,0,1,31.0216,0,1,1,0,0,0,1,1,0,0,0,0
9,0,43.1662,0,F,1,1,122,0,0,29.2701,0,1,1,0,0,0,1,1,0,0,0,0,76,0,1,25.14,0,1,1,0,0,0,1,1,0,0,0,0
10,0,35.4732,0,F,1,1,128,0,0,44.8495,0,1,1,0,0,0,1,1,0,0,0,0,79,0,1,28.9666,0,1,1,0,0,0,1,1,0,0,0,0
11,0,7.52352,0,F,1,1,132,0,0,23.0813,0,1,1,0,0,0,1,1,0,0,0,0,84,0,1,36.5896,0,1,1,0,0,0,1,1,0,0,0,0
12,0,48.6617,0,F,1,1,139,0,0,50.4153,0,1,1,0,0,0,1,1,0,0,0,0,96,0,1,41.9463,0,1,1,0,0,0,1,1,0,0,0,0
13,0,26.0975,0,F,1,1,143,0,0,27.1614,0,1,1,0,0,0,1,1,0,0,0,0,119,0,1,24.7255,0,1,1,0,0,0,1,1,0,0,0,0
