Time, NodeID, NumIndividuals, NumInfected, NodeProp=InterventionStatus
0,1486303252,10,1,NONE
0,1486368789,10,0,NONE
1,1486303252,10,1,NONE
1,1486368789,10,0,NONE
2,1486303252,10,1,NONE
2,1486368789,10,0,NONE
3,1486303252,10,1,NONE
3,1486368789,10,0,NONE
4,1486303252,10,1,NONE
4,1486368789,10,0,NONE
5,1486303252,10,1,NONE
5,1486368789,10,0,NONE
6,1486303252,10,1,NONE
6,1486368789,10,0,NONE
7,1486303252,10,1,NONE
7,1486368789,10,0,NONE
8,1486303252,10,1,NONE
8,1486368789,10,0,NONE
9,1486303252,10,1,NONE
9,1486368789,10,0,NONE
10,1486303252,10,1,NONE
10,1486368789,10,0,NONE
11,1486303252,10,1,NONE
11,1486368789,10,0,NONE
12,1486303252,10,1,NONE
12,1486368789,10,0,NONE
13,1486303252,10,1,NONE
13,1486368789,10,0,NONE
14,1486303252,10,1,NONE
14,1486368789,10,0,NONE
15,1486303252,10,1,NONE
15,1486368789,10,0,NONE
16,1486303252,10,1,NONE
16,1486368789,10,0,NONE
17,1486303252,10,1,NONE
17,1486368789,10,0,NONE
18,1486303252,10,1,NONE
18,1486368789,10,0,NONE
19,1486303252,10,1,NONE
19,1486368789,10,0,NONE
20,1486303252,10,1,NONE
20,1486368789,10,0,NONE
21,1486303252,10,1,NONE
21,1486368789,10,0,NONE
22,1486303252,10,1,NONE
22,1486368789,10,0,NONE
23,1486303252,10,1,NONE
23,1486368789,10,0,NONE
24,1486303252,10,1,NONE
24,1486368789,10,0,NONE
25,1486303252,10,1,NONE
25,1486368789,10,0,NONE
26,1486303252,10,1,NONE
26,1486368789,10,0,NONE
27,1486303252,10,1,NONE
27,1486368789,10,0,NONE
28,1486303252,10,1,NONE
28,1486368789,10,0,NONE
29,1486303252,10,1,NONE
29,1486368789,10,0,NONE
30,1486303252,10,1,NONE
30,1486368789,10,0,NONE
31,1486303252,10,1,NONE
31,1486368789,10,0,NONE
32,1486303252,10,1,NONE
32,1486368789,10,0,NONE
33,1486303252,10,1,NONE
33,1486368789,10,0,NONE
34,1486303252,10,1,NONE
34,1486368789,10,0,NONE
35,1486303252,10,1,NONE
35,1486368789,10,0,NONE
36,1486303252,10,1,NONE
36,1486368789,10,0,NONE
37,1486303252,10,1,NONE
37,1486368789,10,0,NONE
38,1486303252,10,1,NONE
38,1486368789,10,0,NONE
39,1486303252,10,1,NONE
39,1486368789,10,0,NONE
40,1486303252,10,1,NONE
40,1486368789,10,0,NONE
41,1486303252,10,1,NONE
41,1486368789,10,0,NONE
42,1486303252,10,1,NONE
42,1486368789,10,0,NONE
43,1486303252,10,1,NONE
43,1486368789,10,0,NONE
44,1486303252,10,1,NONE
44,1486368789,10,0,NONE
