Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,arabiensis_AvailableHabitat,funestus_AvailableHabitat,gambiae_AvailableHabitat,arabiensis_EggCrowdingCorrection,funestus_EggCrowdingCorrection,gambiae_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived
0,26,0,913,0,0,913,882,0,0,65400,32700,0,0,0,0,0,0,87,0,0,55028.4,2985,6114.27,1,1,1,0,0,0
0,25,1,89,0,0,89,88,0,0,6600,3300,29,0,1,0,0,0,11,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,24,10,83,0,0,83,89,0,0,5800,2900,25,0,3,0,0,0,17,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,23,15,182,0,0,182,176,0,0,13600,6800,54,0,10,0,0,0,18,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,22,0,352,0,0,352,361,0,0,24200,12100,0,0,0,0,0,0,48,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,21,0,359,0,0,359,360,0,0,23600,11800,0,0,0,0,0,0,41,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,20,10,88,0,0,88,88,0,0,6000,3000,25,0,5,0,0,0,12,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,19,10,89,0,0,89,85,0,0,6200,3100,26,0,4,0,0,0,11,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,18,10,93,0,0,93,89,0,0,5800,2900,20,0,8,0,0,0,7,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,17,5,192,0,0,192,180,0,0,11400,5700,46,0,6,0,0,0,8,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,16,0,365,0,0,365,363,0,0,23200,11600,0,0,0,0,0,0,35,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,15,5,90,0,0,90,91,0,0,7000,3500,29,0,6,0,0,0,10,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,14,0,94,0,0,94,89,0,0,5800,2900,0,0,0,0,0,0,6,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,13,10,87,0,0,87,90,0,0,6200,3100,25,0,5,0,0,0,13,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,12,15,88,0,0,88,91,0,0,7600,3800,31,0,6,0,0,0,12,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,11,10,167,0,0,167,173,0,0,12200,6100,48,0,9,0,0,0,33,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,10,10,44,0,0,44,44,0,0,2800,1400,11,0,3,0,0,0,6,0,0,1375.71,74.625,152.857,1,1,1,0,0,0
0,9,10,92,0,0,92,88,0,0,4400,2200,19,0,3,0,0,0,8,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,8,10,89,0,0,89,92,0,0,6200,3100,25,0,5,0,0,0,11,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,7,0,85,0,0,85,86,0,0,6400,3200,0,0,0,0,0,0,15,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,6,10,93,0,0,93,94,0,0,7400,3700,27,0,7,0,0,0,7,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,5,15,44,0,0,44,48,0,0,2400,1200,9,0,2,0,0,0,6,0,0,1375.71,74.625,152.857,1,1,1,0,0,0
0,4,5,43,0,0,43,44,0,0,3000,1500,8,0,5,0,0,0,7,0,0,1375.71,74.625,152.857,1,1,1,0,0,0
0,3,1,91,0,0,91,95,0,0,6800,3400,25,0,8,0,0,0,9,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,2,10,92,0,0,92,90,0,0,7600,3800,28,0,7,0,0,0,8,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,1,5,84,0,0,84,90,0,0,4800,2400,17,0,4,0,0,0,16,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
1,26,0,810,0,0,810,802,0,30657,51000,25500,0,0,0,0,0,0,103,0,0,59163.2,1508.15,2863.69,1,0.160484,0.24263,0,0,0
1,25,2,107,0,0,107,79,0,2263,7400,3700,31,0,7,0,0,0,9,0,0,2238.16,75.7575,132.685,1,0.074625,0.109183,0,0,0
1,24,10,82,0,0,82,82,0,2676,6200,3100,30,0,2,0,0,0,13,0,0,1838.16,57.7575,137.685,1,0.074625,0.191071,0,0,0
1,23,15,156,0,0,156,162,0,5252,11000,5500,48,0,12,0,0,0,14,0,0,17190.8,349.787,755.423,1,0.207292,0.218367,0,0,0
1,22,0,213,0,0,213,329,0,11540,15000,7500,0,0,0,0,0,0,23,0,0,33381.6,712.575,1461.85,1,0.207292,0.305713,0,0,0
1,21,0,231,0,0,231,327,0,12167,16200,8100,0,0,0,0,0,0,31,0,0,32781.6,745.575,1401.85,1,0.233203,0.318451,0,0,0
1,20,9,93,0,0,93,76,0,2091,5600,2800,32,0,3,0,0,0,14,0,0,2438.16,48.7575,131.685,1,0.074625,0.127381,0,0,0
1,19,9,105,0,0,105,73,0,2109,7000,3500,37,0,5,0,0,0,9,0,0,2438.16,58.7575,103.685,1,0.0678409,0.127381,0,0,0
1,18,11,97,0,0,97,74,0,3194,7200,3600,32,0,6,0,0,0,12,0,0,1281.16,61.7575,172.685,0.98265,0.186562,0.138961,0,0,0
1,17,4,143,0,0,143,157,0,5529,10400,5200,49,0,7,0,0,0,10,0,0,16990.8,336.787,691.423,1,0.233203,0.305713,0,0,0
1,16,0,215,0,0,215,328,0,11571,14400,7200,0,0,0,0,0,0,30,0,0,33381.6,709.575,1433.85,1,0.219485,0.325227,0,0,0
1,15,5,115,0,0,115,86,0,2433,7800,3900,36,0,10,0,0,0,10,0,0,2038.16,71.7575,166.685,1,0.0574038,0.127381,0,0,0
1,14,0,57,0,0,57,82,0,2657,4600,2300,0,0,0,0,0,0,5,0,0,1838.16,69.7575,144.685,1,0.0829167,0.169841,0,0,0
1,13,9,86,0,0,86,78,0,2638,5400,2700,29,0,4,0,0,0,10,0,0,1838.16,66.7575,166.685,1,0.106607,0.117582,0,0,0
1,12,16,90,0,0,90,84,0,2050,6200,3100,30,0,2,0,0,0,14,0,0,2438.16,79.7575,141.685,1,0.04975,0.101904,0,0,0
1,11,11,145,0,0,145,155,0,6289,8600,4300,38,0,10,0,0,0,23,0,0,16190.8,342.787,725.423,1,0.233203,0.305713,0,0,0
1,10,10,78,0,0,78,38,0,1027,5200,2600,28,0,2,0,0,0,8,0,0,1219.08,29.3788,79.3424,1,0.124375,0.109183,0,0,0
1,9,10,112,0,0,112,76,0,1441,8800,4400,40,0,8,0,0,0,8,0,0,3038.16,78.7575,151.685,1,0.0932812,0.169841,0,0,0
1,8,10,110,0,0,110,80,0,2662,7400,3700,37,0,8,0,0,0,11,0,0,1838.16,76.7575,132.685,1,0.0829167,0.138961,0,0,0
1,7,0,47,0,0,47,78,0,2452,3200,1600,0,0,0,0,0,0,7,0,0,2038.16,80.7575,138.685,1,0.074625,0.127381,0,0,0
1,6,9,117,0,0,117,81,0,2669,7200,3600,38,0,3,0,0,0,16,0,0,1838.16,67.7575,134.685,1,0.0678409,0.101904,0,0,0
1,5,15,76,0,0,76,41,0,1008,4400,2200,21,0,2,0,0,0,9,0,0,1219.08,44.3788,83.3424,1,0.0621875,0.382142,0,0,0
1,4,6,71,0,0,71,38,0,1593,4400,2200,22,0,6,0,0,0,8,0,0,640.081,48.3788,73.3424,0.98265,0.124375,0.152857,0,0,0
1,3,1,90,0,0,90,82,0,3209,6200,3100,25,0,7,0,0,0,16,0,0,1297.16,64.7575,138.685,0.98265,0.0829167,0.138961,0,0,0
1,2,10,104,0,0,104,79,0,3224,7200,3600,37,0,4,0,0,0,14,0,0,1286.16,80.7575,118.685,0.91714,0.0574038,0.152857,0,0,0
1,1,5,103,0,0,103,81,0,2049,6600,3300,33,0,4,0,0,0,8,0,0,2438.16,76.7575,145.685,1,0.14925,0.138961,0,0,0
2,26,0,701,0,0,701,716,0,48126,48000,24000,0,0,0,0,0,0,109,0,0,69857.3,1764.6,3251.92,1,0.0966763,0.147613,0,0,0
2,25,2,117,0,0,117,67,0,4450,6400,3200,36,0,3,0,0,0,16,0,0,1442.02,87.5299,170.446,1,0.0473484,0.0368569,0,0,0
2,24,10,90,0,0,90,70,0,4450,4600,2300,27,0,5,0,0,0,7,0,0,1420.02,91.5299,188.446,0.835528,0.0262534,0.0764915,0,0,0
2,23,15,143,0,0,143,142,0,9227,8200,4100,44,0,7,0,0,0,17,0,0,20248.1,425.65,849.231,1,0.0971632,0.188856,0,0,0
2,22,0,122,0,0,122,296,0,18072,6600,3300,0,0,0,0,0,0,13,0,0,40922.2,902.299,1603.46,1,0.178144,0.261044,0,0,0
2,21,0,155,0,0,155,287,0,18213,7800,3900,0,0,0,0,0,0,14,0,0,40839.2,856.299,1591.46,1,0.149115,0.226104,0,0,0
2,20,10,99,0,0,99,63,0,3087,7800,3900,30,0,11,0,0,0,7,0,0,2825.02,79.5299,158.446,1,0.0243788,0.050648,0,0,0
2,19,8,109,0,0,109,61,0,3863,6400,3200,32,0,3,0,0,0,14,0,0,2027.02,75.5299,184.446,1,0.0293788,0.0324015,0,0,0
2,18,11,100,0,0,100,63,0,4422,7000,3500,34,0,7,0,0,0,11,0,0,1504.02,76.5299,147.446,0.915116,0.0280716,0.047968,0,0,0
2,17,5,127,0,0,127,143,0,9754,8600,4300,42,0,6,0,0,0,8,0,0,19674.1,481.65,840.231,1,0.140328,0.164625,0,0,0
2,16,0,128,0,0,128,295,0,16638,8600,4300,0,0,0,0,0,0,26,0,0,42364.2,867.299,1630.46,1,0.177394,0.224039,0,0,0
2,15,4,109,0,0,109,76,0,4412,5800,2900,34,0,4,0,0,0,12,0,0,1487.02,92.5299,158.446,0.727915,0.0239192,0.0833424,0,0,0
