Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG
0,340461476,X-a0:X-a0,2185,0,0,2185,0,0,74650
0,340461476,X-a0:X-a1,2201,0,0,2201,0,0,76000
0,340461476,X-a1:X-a0,2186,0,0,2186,0,0,75600
0,340461476,X-a1:X-a1,2178,0,0,2178,0,0,76750
1,340461476,X-a0:X-a0,1948,0,0,1948,0,22783,69275
1,340461476,X-a0:X-a1,1958,0,0,1958,0,23448,66875
1,340461476,X-a1:X-a0,1923,0,0,1923,0,23358,70175
1,340461476,X-a1:X-a1,1934,0,0,1934,0,23615,66075
2,340461476,X-a0:X-a0,1680,0,0,1680,0,30474,62825
2,340461476,X-a0:X-a1,1706,0,0,1706,0,30763,64275
2,340461476,X-a1:X-a0,1684,0,0,1684,0,30966,61475
2,340461476,X-a1:X-a1,1695,0,0,1695,0,30856,62025
3,340461476,X-a0:X-a0,1490,0,0,1490,0,38375,49775
3,340461476,X-a0:X-a1,1478,0,0,1478,0,38826,50475
3,340461476,X-a1:X-a0,1493,0,0,1493,0,38602,50825
3,340461476,X-a1:X-a1,1484,0,0,1484,0,38361,50825
4,340461476,X-a0:X-a0,1294,0,0,1294,0,45010,47050
4,340461476,X-a0:X-a1,1293,0,0,1293,0,45389,44700
4,340461476,X-a1:X-a0,1294,0,0,1294,0,45334,47200
4,340461476,X-a1:X-a1,1295,0,0,1295,0,45371,44450
5,340461476,X-a0:X-a0,1137,0,0,1137,0,51397,41525
5,340461476,X-a0:X-a1,1135,0,0,1135,0,51168,42525
5,340461476,X-a1:X-a0,1140,0,0,1140,0,51563,41825
5,340461476,X-a1:X-a1,1139,0,0,1139,0,51001,43625
6,340461476,X-a0:X-a0,980,0,0,980,0,56543,34150
6,340461476,X-a0:X-a1,994,0,0,994,0,56490,33400
6,340461476,X-a1:X-a0,1005,0,0,1005,0,56818,33150
6,340461476,X-a1:X-a1,1001,0,0,1001,0,56685,33800
