Time,NodeID,Alleles,VectorPopulation,VectorPopulationNumDied,VectorPopulationAvgAgeAtDeath
108,1,a0.b0,97520,14661,6.69047
108,1,a1.b1,0,0,0
109,1,X,97701,14539,6.6398
109,1,Y,0,0,0
109,1,a0,97701,14539,6.6398
109,1,a1,0,0,0
109,1,b0,97701,14539,6.6398
109,1,b1,0,0,0
109,1,a0.b0,97701,14539,6.6398
109,1,a1.b1,0,0,0
110,1,X,97593,14806,6.63278
110,1,Y,0,0,0
110,1,a0,97593,14806,6.63278
110,1,a1,0,0,0
110,1,b0,97593,14806,6.63278
110,1,b1,0,0,0
110,1,a0.b0,97593,14806,6.63278
110,1,a1.b1,0,0,0
111,1,X,97424,14681,6.70915
111,1,Y,0,0,0
111,1,a0,97424,14681,6.70915
111,1,a1,0,0,0
111,1,b0,97424,14681,6.70915
111,1,b1,0,0,0
111,1,a0.b0,97424,14681,6.70915
111,1,a1.b1,0,0,0
112,1,X,97407,14679,6.67389
112,1,Y,0,0,0
112,1,a0,97407,14679,6.67389
112,1,a1,0,0,0
112,1,b0,97407,14679,6.67389
112,1,b1,0,0,0
112,1,a0.b0,97407,14679,6.67389
112,1,a1.b1,0,0,0
113,1,X,97268,14549,6.61777
113,1,Y,0,0,0
113,1,a0,97268,14549,6.61777
113,1,a1,0,0,0
113,1,b0,97268,14549,6.61777
113,1,b1,0,0,0
113,1,a0.b0,97268,14549,6.61777
113,1,a1.b1,0,0,0
114,1,X,97342,14618,6.70707
114,1,Y,0,0,0
114,1,a0,97342,14618,6.70707
114,1,a1,0,0,0
114,1,b0,97342,14618,6.70707
114,1,b1,0,0,0
114,1,a0.b0,97342,14618,6.70707
114,1,a1.b1,0,0,0
115,1,X,97234,14504,6.69202
115,1,Y,0,0,0
115,1,a0,97234,14504,6.69202
115,1,a1,0,0,0
115,1,b0,97234,14504,6.69202
115,1,b1,0,0,0
115,1,a0.b0,97234,14504,6.69202
115,1,a1.b1,0,0,0
116,1,X,97279,14729,6.68314
116,1,Y,0,0,0
116,1,a0,97279,14729,6.68314
116,1,a1,0,0,0
116,1,b0,97279,14729,6.68314
116,1,b1,0,0,0
116,1,a0.b0,97279,14729,6.68314
116,1,a1.b1,0,0,0
117,1,X,97193,14511,6.62746
117,1,Y,0,0,0
117,1,a0,97193,14511,6.62746
117,1,a1,0,0,0
117,1,b0,97193,14511,6.62746
117,1,b1,0,0,0
117,1,a0.b0,97193,14511,6.62746
117,1,a1.b1,0,0,0
118,1,X,97412,14427,6.67672
118,1,Y,0,0,0
118,1,a0,97412,14427,6.67672
118,1,a1,0,0,0
118,1,b0,97412,14427,6.67672
118,1,b1,0,0,0
118,1,a0.b0,97412,14427,6.67672
118,1,a1.b1,0,0,0
119,1,X,97289,14642,6.63147
119,1,Y,0,0,0
119,1,a0,97289,14642,6.63147
119,1,a1,0,0,0
119,1,b0,97289,14642,6.63147
119,1,b1,0,0,0
119,1,a0.b0,97289,14642,6.63147
119,1,a1.b1,0,0,0
120,1,X,97537,14509,6.73065
120,1,Y,0,0,0
120,1,a0,97537,14509,6.73065
120,1,a1,0,0,0
120,1,b0,97537,14509,6.73065
120,1,b1,0,0,0
120,1,a0.b0,97537,14509,6.73065
120,1,a1.b1,0,0,0
121,1,X,97319,14658,6.61038
121,1,Y,0,0,0
121,1,a0,97319,14658,6.61038
121,1,a1,0,0,0
121,1,b0,97319,14658,6.61038
121,1,b1,0,0,0
121,1,a0.b0,97319,14658,6.61038
121,1,a1.b1,0,0,0
122,1,X,97111,14815,6.63382
122,1,Y,0,0,0
122,1,a0,97111,14815,6.63382
122,1,a1,0,0,0
122,1,b0,97111,14815,6.63382
122,1,b1,0,0,0
122,1,a0.b0,97111,14815,6.63382
122,1,a1.b1,0,0,0
123,1,X,97151,14523,6.67328
123,1,Y,0,0,0
123,1,a0,97151,14523,6.67328
123,1,a1,0,0,0
123,1,b0,97151,14523,6.67328
123,1,b1,0,0,0
123,1,a0.b0,97151,14523,6.67328
123,1,a1.b1,0,0,0
124,1,X,96868,14530,6.66703
124,1,Y,0,0,0
124,1,a0,96868,14530,6.66703
124,1,a1,0,0,0
124,1,b0,96868,14530,6.66703
124,1,b1,0,0,0
124,1,a0.b0,96868,14530,6.66703
124,1,a1.b1,0,0,0
125,1,X,96889,14512,6.73022
125,1,Y,0,0,0
125,1,a0,96889,14512,6.73022
125,1,a1,0,0,0
125,1,b0,96889,14512,6.73022
125,1,b1,0,0,0
125,1,a0.b0,96889,14512,6.73022
125,1,a1.b1,0,0,0
126,1,X,97042,14466,6.63985
126,1,Y,0,0,0
126,1,a0,97042,14466,6.63985
126,1,a1,463,0,0
126,1,b0,97042,14466,6.63985
126,1,b1,463,0,0
126,1,a0.b0,97042,14466,6.63985
126,1,a1.b1,463,0,0
127,1,X,97136,14519,6.67835
127,1,Y,0,0,0
127,1,a0,97136,14519,6.67835
127,1,a1,717,82,1
127,1,b0,97136,14519,6.67835
127,1,b1,717,82,1
127,1,a0.b0,97136,14519,6.67835
127,1,a1.b1,717,82,1
128,1,X,97566,14486,6.58022
128,1,Y,0,0,0
128,1,a0,97566,14486,6.58022
128,1,a1,1007,96,1.32292
128,1,b0,97566,14486,6.58022
128,1,b1,1007,96,1.32292
128,1,a0.b0,97566,14486,6.58022
128,1,a1.b1,1007,96,1.32292
129,1,X,97865,14542,6.68519
129,1,Y,0,0,0
129,1,a0,97865,14542,6.68519
129,1,a1,1426,136,1.84559
129,1,b0,97865,14542,6.68519
129,1,b1,1426,136,1.84559
129,1,a0.b0,97865,14542,6.68519
129,1,a1.b1,1426,136,1.84559
130,1,X,97940,14601,6.63427
130,1,Y,0,0,0
130,1,a0,97940,14601,6.63427
130,1,a1,1682,222,2.11712
130,1,b0,97940,14601,6.63427
130,1,b1,1682,222,2.11712
130,1,a0.b0,97940,14601,6.63427
130,1,a1.b1,1682,222,2.11712
131,1,X,98019,14734,6.65949
131,1,Y,0,0,0
131,1,a0,98019,14734,6.65949
131,1,a1,1936,224,2.38839
131,1,b0,98019,14734,6.65949
131,1,b1,1936,224,2.38839
131,1,a0.b0,98019,14734,6.65949
131,1,a1.b1,1936,224,2.38839
132,1,X,97902,14632,6.67469
132,1,Y,0,0,0
132,1,a0,97902,14632,6.67469
132,1,a1,2221,270,2.66296
132,1,b0,97902,14632,6.67469
132,1,b1,2221,270,2.66296
132,1,a0.b0,97902,14632,6.67469
132,1,a1.b1,2221,270,2.66296
133,1,X,97630,14679,6.73166
133,1,Y,0,0,0
133,1,a0,97630,14679,6.73166
133,1,a1,2406,335,3.25672
133,1,b0,97630,14679,6.73166
133,1,b1,2406,335,3.25672
133,1,a0.b0,97630,14679,6.73166
133,1,a1.b1,2406,335,3.25672
134,1,X,97611,14551,6.71157
134,1,Y,0,0,0
134,1,a0,97611,14551,6.71157
134,1,a1,2509,342,3.48538
134,1,b0,97611,14551,6.71157
134,1,b1,2509,342,3.48538
134,1,a0.b0,97611,14551,6.71157
134,1,a1.b1,2509,342,3.48538
135,1,X,97129,14978,6.66357
135,1,Y,0,0,0
135,1,a0,97129,14978,6.66357
135,1,a1,2637,339,3.81416
135,1,b0,97129,14978,6.66357
135,1,b1,2637,339,3.81416
135,1,a0.b0,97129,14978,6.66357
135,1,a1.b1,2637,339,3.81416
136,1,X,96924,14694,6.72669
136,1,Y,0,0,0
136,1,a0,96924,14694,6.72669
136,1,a1,2679,374,4.24599
136,1,b0,96924,14694,6.72669
136,1,b1,2679,374,4.24599
136,1,a0.b0,96924,14694,6.72669
136,1,a1.b1,2679,374,4.24599
137,1,X,97001,14440,6.6099
137,1,Y,0,0,0
137,1,a0,97001,14440,6.6099
137,1,a1,2681,348,4.67816
137,1,b0,97001,14440,6.6099
137,1,b1,2681,348,4.67816
137,1,a0.b0,97001,14440,6.6099
137,1,a1.b1,2681,348,4.67816
138,1,X,97091,14627,6.70425
138,1,Y,0,0,0
138,1,a0,97091,14627,6.70425
138,1,a1,2669,404,5.14109
138,1,b0,97091,14627,6.70425
138,1,b1,2669,404,5.14109
138,1,a0.b0,97091,14627,6.70425
138,1,a1.b1,2669,404,5.14109
139,1,X,96974,14530,6.69002
139,1,Y,0,0,0
139,1,a0,96974,14530,6.69002
139,1,a1,2608,368,5.36685
139,1,b0,96974,14530,6.69002
139,1,b1,2608,368,5.36685
139,1,a0.b0,96974,14530,6.69002
139,1,a1.b1,2608,368,5.36685
140,1,X,96875,14696,6.73551
140,1,Y,0,0,0
140,1,a0,96875,14696,6.73551
140,1,a1,2509,370,5.74865
140,1,b0,96875,14696,6.73551
140,1,b1,2509,370,5.74865
140,1,a0.b0,96875,14696,6.73551
140,1,a1.b1,2509,370,5.74865
141,1,X,96752,14545,6.64716
141,1,Y,0,0,0
141,1,a0,96752,14545,6.64716
141,1,a1,2438,368,5.95924
141,1,b0,96752,14545,6.64716
141,1,b1,2438,368,5.95924
141,1,a0.b0,96752,14545,6.64716
141,1,a1.b1,2438,368,5.95924
142,1,X,96476,14785,6.64748
142,1,Y,0,0,0
142,1,a0,96476,14785,6.64748
142,1,a1,2268,360,6.53611
142,1,b0,96476,14785,6.64748
142,1,b1,2268,360,6.53611
142,1,a0.b0,96476,14785,6.64748
142,1,a1.b1,2268,360,6.53611
143,1,X,96339,14493,6.6056
143,1,Y,0,0,0
143,1,a0,96339,14493,6.6056
143,1,a1,2105,332,7.13253
143,1,b0,96339,14493,6.6056
143,1,b1,2105,332,7.13253
143,1,a0.b0,96339,14493,6.6056
143,1,a1.b1,2105,332,7.13253
144,1,X,96479,14445,6.64216
144,1,Y,0,0,0
144,1,a0,96479,14445,6.64216
144,1,a1,1980,326,7.46012
144,1,b0,96479,14445,6.64216
144,1,b1,1980,326,7.46012
144,1,a0.b0,96479,14445,6.64216
144,1,a1.b1,1980,326,7.46012
145,1,X,96495,14390,6.69562
145,1,Y,0,0,0
145,1,a0,96495,14390,6.69562
145,1,a1,1814,304,7.84868
145,1,b0,96495,14390,6.69562
145,1,b1,1814,304,7.84868
145,1,a0.b0,96495,14390,6.69562
145,1,a1.b1,1814,304,7.84868
146,1,X,96723,14487,6.75247
146,1,Y,0,0,0
146,1,a0,96723,14487,6.75247
146,1,a1,1674,275,8.50909
146,1,b0,96723,14487,6.75247
146,1,b1,1674,275,8.50909
146,1,a0.b0,96723,14487,6.75247
146,1,a1.b1,1674,275,8.50909
147,1,X,96808,14459,6.64334
147,1,Y,0,0,0
147,1,a0,96808,14459,6.64334
147,1,a1,1561,249,8.38956
147,1,b0,96808,14459,6.64334
147,1,b1,1561,249,8.38956
147,1,a0.b0,96808,14459,6.64334
147,1,a1.b1,1561,249,8.38956
148,1,X,97081,14380,6.67267
148,1,Y,0,0,0
148,1,a0,97081,14380,6.67267
148,1,a1,1440,225,8.11111
148,1,b0,97081,14380,6.67267
148,1,b1,1440,225,8.11111
148,1,a0.b0,97081,14380,6.67267
148,1,a1.b1,1440,225,8.11111
149,1,X,97324,14495,6.70845
149,1,Y,0,0,0
149,1,a0,97324,14495,6.70845
149,1,a1,1323,230,8.94348
149,1,b0,97324,14495,6.70845
149,1,b1,1323,230,8.94348
149,1,a0.b0,97324,14495,6.70845
149,1,a1.b1,1323,230,8.94348
150,1,X,97355,14732,6.66434
150,1,Y,0,0,0
150,1,a0,97355,14732,6.66434
150,1,a1,1223,184,9.53261
150,1,b0,97355,14732,6.66434
150,1,b1,1223,184,9.53261
150,1,a0.b0,97355,14732,6.66434
150,1,a1.b1,1223,184,9.53261
151,1,X,97235,14650,6.60334
151,1,Y,0,0,0
151,1,a0,97235,14650,6.60334
151,1,a1,1052,217,10.212
151,1,b0,97235,14650,6.60334
151,1,b1,1052,217,10.212
151,1,a0.b0,97235,14650,6.60334
151,1,a1.b1,1052,217,10.212
152,1,X,97282,14599,6.63936
152,1,Y,0,0,0
152,1,a0,97280,14599,6.63936
152,1,a1,1135,173,10.0809
152,1,b0,97279,14599,6.63936
152,1,b1,1132,173,10.0809
152,1,a0.b0,97279,14599,6.63936
152,1,a1.b1,1122,173,10.0809
153,1,X,97358,14567,6.5936
153,1,Y,0,0,0
153,1,a0,97354,14565,6.59437
153,1,a1,1187,191,8.01047
153,1,b0,97354,14564,6.59475
153,1,b1,1184,191,8.01047
153,1,a0.b0,97354,14564,6.59475
153,1,a1.b1,1168,190,8.04737
154,1,X,97121,14657,6.61411
154,1,Y,0,0,0
154,1,a0,97121,14653,6.61564
154,1,a1,1233,186,8.4086
154,1,b0,97121,14653,6.61564
154,1,b1,1224,188,8.32979
154,1,a0.b0,97121,14653,6.61564
154,1,a1.b1,1207,184,8.48913
155,1,X,97425,14356,6.6033
155,1,Y,0,0,0
155,1,a0,97423,14356,6.6033
155,1,a1,1486,174,7.8046
155,1,b0,97423,14356,6.6033
155,1,b1,1481,174,7.81609
155,1,a0.b0,97423,14356,6.6033
155,1,a1.b1,1439,172,7.87209
156,1,X,97247,14501,6.6763
156,1,Y,0,0,0
156,1,a0,97240,14500,6.67669
156,1,a1,1608,226,6.19027
156,1,b0,97240,14500,6.67669
156,1,b1,1596,228,6.13596
156,1,a0.b0,97240,14500,6.67669
156,1,a1.b1,1553,218,6.36239
157,1,X,97289,14702,6.7146
157,1,Y,0,0,0
157,1,a0,97284,14696,6.71693
157,1,a1,1821,252,6.5873
157,1,b0,97282,14696,6.71693
157,1,b1,1809,250,6.604
157,1,a0.b0,97282,14696,6.71693
157,1,a1.b1,1743,245,6.70612
158,1,X,97117,14745,6.64042
158,1,Y,0,0,0
158,1,a0,97113,14741,6.64195
158,1,a1,2216,235,5.69787
158,1,b0,97112,14739,6.64272
158,1,b1,2186,238,5.60924
158,1,a0.b0,97112,14739,6.64272
158,1,a1.b1,2097,228,5.77632
159,1,X,96984,14601,6.67858
159,1,Y,0,0,0
159,1,a0,96974,14597,6.67993
159,1,a1,2434,371,4.43127
159,1,b0,96974,14596,6.68032
159,1,b1,2413,366,4.46995
159,1,a0.b0,96974,14596,6.68032
159,1,a1.b1,2303,356,4.51966
160,1,X,97218,14426,6.67219
160,1,Y,0,0,0
160,1,a0,97208,14417,6.67573
160,1,a1,2668,341,4.81818
160,1,b0,97208,14417,6.67573
160,1,b1,2651,337,4.82493
160,1,a0.b0,97208,14417,6.67573
160,1,a1.b1,2524,325,4.90154
161,1,X,97362,14442,6.66189
161,1,Y,0,0,0
161,1,a0,97353,14433,6.66542
161,1,a1,2935,382,4.2801
161,1,b0,97353,14433,6.66542
161,1,b1,2924,370,4.31351
161,1,a0.b0,97353,14433,6.66542
161,1,a1.b1,2780,357,4.34454
162,1,X,97312,14696,6.7023
162,1,Y,0,0,0
162,1,a0,97299,14689,6.70502
162,1,a1,3136,434,4.59217
162,1,b0,97299,14689,6.70502
162,1,b1,3128,427,4.59485
162,1,a0.b0,97299,14689,6.70502
162,1,a1.b1,2977,407,4.6683
163,1,X,97169,14757,6.64586
163,1,Y,0,0,0
163,1,a0,97156,14745,6.65025
163,1,a1,3303,477,4.73795
163,1,b0,97155,14745,6.65025
163,1,b1,3286,486,4.71811
163,1,a0.b0,97154,14745,6.65025
163,1,a1.b1,3134,460,4.7913
164,1,X,97248,14483,6.71332
164,1,Y,0,0,0
164,1,a0,97240,14472,6.71766
164,1,a1,3547,485,4.57938
164,1,b0,97239,14470,6.71845
164,1,b1,3537,471,4.58811
164,1,a0.b0,97238,14470,6.71845
164,1,a1.b1,3367,454,4.59912
165,1,X,97077,14770,6.61192
165,1,Y,0,0,0
165,1,a0,97059,14763,6.61437
165,1,a1,3688,520,4.86346
165,1,b0,97061,14762,6.61475
165,1,b1,3690,517,4.88975
165,1,a0.b0,97057,14762,6.61475
165,1,a1.b1,3503,499,4.85972
166,1,X,97296,14450,6.7418
166,1,Y,0,0,0
166,1,a0,97288,14437,6.74697
166,1,a1,3721,570,5.01754
166,1,b0,97290,14436,6.74737
166,1,b1,3732,567,4.95767
166,1,a0.b0,97286,14436,6.74737
166,1,a1.b1,3537,545,4.99633
167,1,X,97272,14565,6.64305
167,1,Y,0,0,0
167,1,a0,97257,14562,6.64421
167,1,a1,3868,561,5.21925
167,1,b0,97259,14561,6.6446
167,1,b1,3873,570,5.2193
167,1,a0.b0,97254,14561,6.6446
167,1,a1.b1,3666,541,5.20333
168,1,X,97399,14507,6.65816
168,1,Y,0,0,0
168,1,a0,97381,14498,6.66168
168,1,a1,3870,596,4.9547
168,1,b0,97386,14495,6.66264
168,1,b1,3876,594,4.93098
168,1,a0.b0,97379,14495,6.66264
168,1,a1.b1,3673,565,4.9646
169,1,X,97066,14815,6.72676
169,1,Y,0,0,0
169,1,a0,97058,14804,6.73082
169,1,a1,3870,572,5.55769
169,1,b0,97065,14802,6.73159
169,1,b1,3872,576,5.53472
169,1,a0.b0,97058,14802,6.73159
169,1,a1.b1,3663,553,5.53707
170,1,X,97268,14355,6.70512
170,1,Y,0,0,0
170,1,a0,97256,14352,6.7061
170,1,a1,3982,539,5.45083
170,1,b0,97261,14354,6.70552
170,1,b1,3985,545,5.45321
170,1,a0.b0,97255,14352,6.7061
170,1,a1.b1,3765,519,5.48555
171,1,X,97488,14449,6.57457
171,1,Y,0,0,0
171,1,a0,97481,14442,6.57727
171,1,a1,3900,625,5.8768
171,1,b0,97485,14443,6.57689
171,1,b1,3901,621,5.84702
171,1,a0.b0,97480,14442,6.57727
171,1,a1.b1,3697,581,5.80207
172,1,X,97400,14780,6.50419
172,1,Y,0,0,0
172,1,a0,97391,14777,6.50477
172,1,a1,3774,582,5.79553
172,1,b0,97394,14778,6.50494
172,1,b1,3777,584,5.77055
172,1,a0.b0,97390,14777,6.50477
172,1,a1.b1,3570,559,5.81932
173,1,X,97707,14412,6.66445
173,1,Y,0,0,0
173,1,a0,97696,14406,6.66632
173,1,a1,3734,574,6.15505
173,1,b0,97698,14407,6.66641
173,1,b1,3741,575,6.0887
173,1,a0.b0,97695,14406,6.66632
173,1,a1.b1,3539,545,6.10826
174,1,X,97384,14619,6.6668
174,1,Y,0,0,0
174,1,a0,97381,14610,6.66975
174,1,a1,3550,602,6.56811
174,1,b0,97383,14610,6.67009
174,1,b1,3558,601,6.54077
174,1,a0.b0,97381,14609,6.66993
174,1,a1.b1,3365,574,6.50174
175,1,X,97213,14627,6.7346
175,1,Y,0,0,0
175,1,a0,97209,14626,6.73499
175,1,a1,3430,541,6.60259
175,1,b0,97211,14626,6.73499
175,1,b1,3445,539,6.61039
175,1,a0.b0,97209,14626,6.73499
175,1,a1.b1,3253,517,6.60542
176,1,X,97265,14444,6.6395
176,1,Y,0,0,0
176,1,a0,97256,14443,6.63989
176,1,a1,3364,482,7.05187
176,1,b0,97258,14443,6.63989
176,1,b1,3383,482,6.98548
176,1,a0.b0,97256,14443,6.63989
176,1,a1.b1,3201,452,7.0177
177,1,X,97212,14554,6.78363
177,1,Y,0,0,0
177,1,a0,97208,14547,6.78587
177,1,a1,3165,522,6.9272
177,1,b0,97209,14548,6.78602
177,1,b1,3174,534,6.79775
177,1,a0.b0,97208,14547,6.78587
177,1,a1.b1,3003,502,6.87052
178,1,X,97323,14434,6.73313
178,1,Y,0,0,0
178,1,a0,97320,14431,6.73349
178,1,a1,3074,470,7.6234
178,1,b0,97320,14432,6.73392
178,1,b1,3075,465,7.6043
178,1,a0.b0,97320,14431,6.73349
178,1,a1.b1,2907,444,7.54054
179,1,X,97195,14539,6.70156
179,1,Y,0,0,0
179,1,a0,97193,14536,6.70253
179,1,a1,3044,449,7.78619
179,1,b0,97193,14536,6.70253
179,1,b1,3049,445,7.8809
179,1,a0.b0,97193,14536,6.70253
179,1,a1.b1,2875,425,7.75059
180,1,X,97130,14584,6.67423
180,1,Y,0,0,0
180,1,a0,97125,14582,6.67501
180,1,a1,2898,509,7.56582
180,1,b0,97125,14582,6.67501
180,1,b1,2899,504,7.59524
180,1,a0.b0,97125,14582,6.67501
180,1,a1.b1,2732,480,7.57708
181,1,X,97070,14673,6.66878
181,1,Y,0,0,0
181,1,a0,97069,14668,6.67071
181,1,a1,2973,435,7.0092
181,1,b0,97069,14668,6.67071
181,1,b1,2961,429,7.17949
181,1,a0.b0,97069,14668,6.67071
181,1,a1.b1,2797,403,7.12407
182,1,X,96992,14545,6.73812
182,1,Y,0,0,0
182,1,a0,96988,14544,6.73852
182,1,a1,3024,437,7.32723
182,1,b0,96988,14544,6.73852
182,1,b1,3012,437,7.35469
182,1,a0.b0,96988,14544,6.73852
182,1,a1.b1,2841,416,7.35096
183,1,X,96950,14587,6.7445
183,1,Y,0,0,0
183,1,a0,96942,14583,6.74607
183,1,a1,3090,451,7.36364
183,1,b0,96943,14583,6.74607
183,1,b1,3063,450,7.42222
183,1,a0.b0,96942,14583,6.74607
183,1,a1.b1,2881,425,7.44235
184,1,X,97018,14391,6.7019
184,1,Y,0,0,0
184,1,a0,97012,14384,6.70467
184,1,a1,3249,474,6.6519
184,1,b0,97014,14384,6.70467
184,1,b1,3209,470,6.65319
184,1,a0.b0,97012,14384,6.70467
184,1,a1.b1,3014,443,6.71106
185,1,X,97069,14594,6.67261
185,1,Y,0,0,0
185,1,a0,97055,14591,6.67377
185,1,a1,3445,481,6.22037
185,1,b0,97058,14591,6.67377
185,1,b1,3401,465,6.48387
185,1,a0.b0,97053,14591,6.67377
185,1,a1.b1,3188,442,6.36878
186,1,X,97046,14549,6.77332
186,1,Y,0,0,0
186,1,a0,97032,14540,6.77689
186,1,a1,3583,553,6.24774
186,1,b0,97036,14539,6.77729
186,1,b1,3549,538,6.3197
186,1,a0.b0,97031,14538,6.77769
186,1,a1.b1,3319,505,6.23168
187,1,X,97087,14511,6.65564
187,1,Y,0,0,0
187,1,a0,97074,14503,6.65869
187,1,a1,3824,527,5.73245
187,1,b0,97078,14503,6.65876
187,1,b1,3766,543,5.93186
187,1,a0.b0,97073,14502,6.65908
187,1,a1.b1,3524,504,5.83135
188,1,X,96822,14478,6.63773
188,1,Y,0,0,0
188,1,a0,96806,14471,6.64025
188,1,a1,4018,612,5.96405
188,1,b0,96812,14470,6.64064
188,1,b1,3937,604,6.0447
188,1,a0.b0,96805,14470,6.64064
188,1,a1.b1,3687,571,6.0035
189,1,X,97024,14389,6.62617
189,1,Y,0,0,0
189,1,a0,97002,14382,6.62891
189,1,a1,4138,652,5.55521
189,1,b0,97010,14381,6.6293
189,1,b1,4081,625,5.6384
189,1,a0.b0,97000,14381,6.6293
189,1,a1.b1,3796,598,5.67893
190,1,X,97386,14603,6.74807
190,1,Y,0,0,0
190,1,a0,97365,14588,6.75356
190,1,a1,4487,634,5.70189
190,1,b0,97371,14590,6.75298
190,1,b1,4406,627,5.77512
190,1,a0.b0,97362,14586,6.75435
190,1,a1.b1,4103,586,5.76962
191,1,X,97668,14529,6.66288
191,1,Y,0,0,0
191,1,a0,97638,14516,6.66761
191,1,a1,4746,702,5.10399
191,1,b0,97648,14515,6.66834
191,1,b1,4637,698,5.12321
191,1,a0.b0,97638,14513,6.66878
191,1,a1.b1,4317,650,5.11538
192,1,X,97477,14691,6.71377
192,1,Y,0,0,0
192,1,a0,97449,14670,6.7214
192,1,a1,4911,707,5.4314
192,1,b0,97459,14671,6.72135
192,1,b1,4806,691,5.5615
192,1,a0.b0,97448,14670,6.7214
192,1,a1.b1,4469,644,5.5264
193,1,X,97826,14462,6.57094
193,1,Y,0,0,0
193,1,a0,97802,14446,6.57711
193,1,a1,5194,718,5.38997
193,1,b0,97818,14445,6.5775
193,1,b1,5090,705,5.35887
193,1,a0.b0,97802,14445,6.5775
193,1,a1.b1,4721,651,5.43625
194,1,X,97987,14500,6.62855
194,1,Y,0,0,0
194,1,a0,97955,14491,6.63136
194,1,a1,5473,737,5.28087
194,1,b0,97969,14493,6.63127
194,1,b1,5350,728,5.19506
194,1,a0.b0,97952,14491,6.63136
194,1,a1.b1,4967,675,5.25037
195,1,X,97717,14868,6.60829
195,1,Y,0,0,0
195,1,a0,97687,14852,6.61372
195,1,a1,5612,808,5.18069
195,1,b0,97706,14851,6.61471
195,1,b1,5494,779,5.13864
195,1,a0.b0,97686,14849,6.61486
195,1,a1.b1,5089,733,5.15007
196,1,X,97509,14795,6.6686
196,1,Y,0,0,0
196,1,a0,97477,14781,6.67248
196,1,a1,5829,839,5.45411
196,1,b0,97488,14784,6.67262
196,1,b1,5700,811,5.43403
196,1,a0.b0,97470,14780,6.67287
196,1,a1.b1,5282,757,5.43329
197,1,X,97544,14593,6.73796
197,1,Y,0,0,0
197,1,a0,97506,14577,6.74371
197,1,a1,5897,915,5.45792
197,1,b0,97526,14572,6.74623
197,1,b1,5750,894,5.50336
197,1,a0.b0,97504,14570,6.74647
197,1,a1.b1,5342,829,5.55368
198,1,X,97329,14527,6.64439
198,1,Y,0,0,0
198,1,a0,97298,14512,6.65022
198,1,a1,5996,845,5.4213
198,1,b0,97320,14510,6.651
198,1,b1,5834,827,5.3942
198,1,a0.b0,97295,14510,6.651
198,1,a1.b1,5410,769,5.43823
199,1,X,97345,14578,6.72369
199,1,Y,0,0,0
199,1,a0,97306,14568,6.72632
199,1,a1,6167,874,5.5286
199,1,b0,97327,14570,6.72684
199,1,b1,6000,849,5.58539
199,1,a0.b0,97303,14565,6.7275
199,1,a1.b1,5563,795,5.54088
200,1,X,97282,14559,6.68082
200,1,Y,0,0,0
200,1,a0,97246,14541,6.68689
200,1,a1,6187,919,5.73341
200,1,b0,97266,14542,6.68746
200,1,b1,6042,909,5.80638
200,1,a0.b0,97242,14538,6.68806
200,1,a1.b1,5586,837,5.74552
201,1,X,97187,14601,6.63489
201,1,Y,0,0,0
201,1,a0,97146,14587,6.63886
201,1,a1,6255,914,5.85558
201,1,b0,97162,14586,6.64048
201,1,b1,6068,906,5.88411
201,1,a0.b0,97140,14583,6.6404
201,1,a1.b1,5615,833,5.92797
202,1,X,97271,14802,6.69822
202,1,Y,0,0,0
202,1,a0,97234,14782,6.70505
202,1,a1,6277,976,5.91393
202,1,b0,97251,14779,6.70708
202,1,b1,6104,952,5.89916
202,1,a0.b0,97231,14777,6.70698
202,1,a1.b1,5646,878,5.91572
203,1,X,97357,14520,6.65661
203,1,Y,0,0,0
203,1,a0,97327,14501,6.6632
203,1,a1,6266,931,6.13963
203,1,b0,97344,14503,6.66317
203,1,b1,6100,901,6.16204
203,1,a0.b0,97326,14499,6.66391
203,1,a1.b1,5630,841,6.10939
204,1,X,97428,14587,6.67581
204,1,Y,0,0,0
204,1,a0,97387,14576,6.67988
204,1,a1,6288,920,6.46087
204,1,b0,97410,14575,6.68021
204,1,b1,6100,900,6.41889
204,1,a0.b0,97386,14575,6.68021
204,1,a1.b1,5634,836,6.49163
205,1,X,97760,14286,6.62929
205,1,Y,0,0,0
205,1,a0,97729,14265,6.63596
205,1,a1,6249,931,6.01396
205,1,b0,97747,14269,6.63599
205,1,b1,6082,907,6.05072
205,1,a0.b0,97727,14264,6.63636
205,1,a1.b1,5609,839,6.04768
206,1,X,97475,14881,6.67186
206,1,Y,0,0,0
206,1,a0,97452,14867,6.67566
206,1,a1,6085,946,6.31184
206,1,b0,97468,14868,6.67662
206,1,b1,5921,927,6.29018
206,1,a0.b0,97450,14865,6.67642
206,1,a1.b1,5456,844,6.26066
207,1,X,97165,14585,6.78361
207,1,Y,0,0,0
207,1,a0,97139,14579,6.78551
207,1,a1,6064,942,6.59766
207,1,b0,97155,14579,6.78599
207,1,b1,5881,911,6.54446
207,1,a0.b0,97137,14577,6.78631
207,1,a1.b1,5427,848,6.5908
208,1,X,97335,14478,6.66605
208,1,Y,0,0,0
208,1,a0,97308,14469,6.66701
208,1,a1,5991,934,6.54069
208,1,b0,97323,14470,6.66918
208,1,b1,5862,875,6.60457
208,1,a0.b0,97307,14467,6.6678
208,1,a1.b1,5386,815,6.57669
209,1,X,97510,14486,6.71579
209,1,Y,0,0,0
