Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_previous_num_coital_acts,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_previous_num_coital_acts,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
1,0,397.748,0,F,1,1,267,0,0,26.6075,0,1,1,0,0,0,1,1,0,0,0,0,7972,0,1,29.9576,0,1,1,0,0,0,1,1,0,0,0,0
2,0,107.509,0,F,1,1,4237,0,0,33.5408,0,1,1,0,0,0,1,1,1,0,0,0,4790,0,1,24.0044,0,1,1,0,0,0,1,1,0,0,0,0
3,0,264.078,0,F,1,1,4373,0,0,19.4626,0,1,1,0,0,0,1,1,1,0,0,0,4523,0,1,21.3322,0,1,1,0,0,0,1,1,1,0,0,0
4,0,1365.59,0,F,1,1,8433,0,0,38.5259,0,1,1,0,0,0,1,1,0,0,0,0,1876,0,1,32.4289,0,1,1,0,0,0,1,1,0,0,0,0
5,0,24.3836,0,F,1,1,9970,0,0,20.1435,0,1,1,0,0,0,1,1,1,0,0,0,15446,0,1,17.7121,0,1,1,0,0,0,1,1,0,0,0,0
6,0,242.781,0,F,1,1,12490,0,0,29.1189,0,1,1,0,0,0,1,1,0,0,0,0,13619,0,1,29.1032,0,1,1,0,0,0,1,1,1,0,0,0
7,0,268.036,0,F,1,1,13020,0,0,22.0294,0,1,1,0,0,0,1,1,1,0,0,0,16226,0,1,21.296,0,1,1,0,0,0,1,1,0,0,0,0
8,0,1093.67,1,F,1,1,694,0,0,27.8057,0,1,0,1,0,0,1,1,7,0,0,0,2143,0,1,28.448,0,1,0,1,0,0,1,1,0,0,0,0
9,0,2177.95,1,F,1,1,3757,0,0,24.6249,0,1,0,1,0,0,1,1,1,0,0,0,2862,0,1,26.0187,0,1,0,1,0,0,1,1,3,0,0,0
10,0,663.257,1,F,1,1,6649,0,0,37.5997,0,1,0,1,0,0,1,1,1,0,0,0,1402,0,1,34.4165,0,1,0,1,0,0,1,1,0,0,0,0
