Time,NodeID,Species,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,MigrationFromCountLocal,MigrationFromCountRegional,AvailableHabitat,EggCrowdingCorrection
101,340461476,pyrethroid_resistant,1000,22292,2424,5359,14509,30638,30532,184384,1006960,503480,3750,204,3750,199,2811,0,2203,402,384,0,0,26522.2,0.0256058
101,340461476,carbamate_resistant,1000,22518,2507,5339,14672,30641,30551,184650,1026560,513280,3795,209,3841,202,2874,0,2101,406,389,0,0,26256.2,0.0249914
101,340461476,organochlorines_resistant,1000,22535,2523,5467,14545,30690,30074,184563,1027360,513680,3779,229,3840,229,3025,0,2153,422,423,0,0,26343.2,0.0262831
102,340461476,pyrethroid_resistant,1000,22771,2529,4927,15315,30683,30252,184601,1014800,507400,0,0,3830,204,2971,0,2074,0,418,0,0,26305.2,0.0263388
102,340461476,carbamate_resistant,1000,21200,2308,4686,14206,30738,30326,184336,1015520,507760,0,0,3761,219,3078,0,2137,1854,405,0,0,26570.2,0.0255768
102,340461476,organochlorines_resistant,1000,20879,2401,4705,13773,30503,30219,184620,1022080,511040,0,0,3802,215,2824,0,2096,1981,403,0,0,26286.2,0.0256416
103,340461476,pyrethroid_resistant,1000,22947,2569,4717,15661,30632,30380,184733,1019680,509840,0,0,5434,319,2905,0,2166,0,563,0,0,26173.3,0.0259216
103,340461476,carbamate_resistant,1000,19409,2158,4029,13222,30650,30493,184373,1024760,512380,0,0,4739,275,2956,0,1960,2279,508,0,0,26533.3,0.0261642
103,340461476,organochlorines_resistant,1000,19099,2174,4062,12863,30587,30254,184739,1005680,502840,0,0,4614,265,2915,0,1941,2240,514,0,0,26167.3,0.0257184
104,340461476,pyrethroid_resistant,1000,23057,2594,4572,15891,30752,30132,184918,1016680,508340,0,0,6126,340,2935,0,2200,0,625,0,0,25988.3,0.0256681
104,340461476,carbamate_resistant,1000,17471,1896,3602,11973,30616,30427,184509,1027960,513980,0,0,4902,290,2814,0,1836,2414,502,0,0,26397.3,0.0258922
104,340461476,organochlorines_resistant,1000,17211,1846,3603,11762,30493,30666,184065,1019000,509500,0,0,4760,284,2895,0,1855,2436,492,0,0,26841.3,0.0260195
105,340461476,pyrethroid_resistant,1000,23195,2629,4333,16233,30852,30305,184220,525600,262800,0,0,5322,287,3006,0,2294,0,574,0,0,26686.4,0.0255619
105,340461476,carbamate_resistant,1000,16721,1747,3240,11734,30524,30363,184335,529520,264760,0,0,3586,180,3077,0,1657,1774,396,0,0,26571.4,0.0256793
105,340461476,organochlorines_resistant,1000,16363,1706,3221,11436,30655,30555,184610,535760,267880,0,0,3588,166,2899,0,1596,1784,367,0,0,26296.4,0.0263408
106,340461476,pyrethroid_resistant,1000,23240,2655,4151,16434,30759,30271,184782,756600,378300,0,0,5338,272,2847,0,2207,0,595,0,0,26124.4,0.0507731
106,340461476,carbamate_resistant,1000,15901,1632,2873,11396,30509,30286,184630,676680,338340,0,0,3684,197,3007,0,1596,1839,392,0,0,26276.4,0.0501801
106,340461476,organochlorines_resistant,1000,15478,1579,2902,10997,30678,30568,184437,652280,326140,0,0,3568,172,2893,0,1560,1848,370,0,0,26469.4,0.0490823
107,340461476,pyrethroid_resistant,1000,23332,2710,4016,16606,30870,30340,184368,870440,435220,0,0,5613,344,2939,0,2240,0,607,0,0,26538.4,0.0345287
107,340461476,carbamate_resistant,1000,15023,1421,2694,10908,30570,30486,184356,693920,346960,0,0,3797,180,2929,0,1509,1929,369,0,0,26550.4,0.0388313
107,340461476,organochlorines_resistant,1000,14671,1390,2623,10658,30835,30473,184705,678760,339380,0,0,3677,197,2844,0,1436,1847,368,0,0,26201.4,0.0405798
108,340461476,pyrethroid_resistant,1000,23411,2678,3982,16751,30721,30498,184483,753240,376620,0,0,5473,281,2874,0,2233,0,562,0,0,26423.5,0.0304885
108,340461476,carbamate_resistant,1000,14475,1314,2504,10657,30550,30380,184672,510120,255060,0,0,3342,134,2886,0,1413,1694,327,0,0,26234.5,0.0382615
108,340461476,organochlorines_resistant,1000,14352,1246,2512,10594,30905,30258,184534,516560,258280,0,0,3361,140,3052,0,1380,1658,333,0,0,26372.5,0.0386019
109,340461476,pyrethroid_resistant,1000,23718,2683,3973,17062,30787,30385,184189,758800,379400,0,0,5474,274,3099,0,2249,0,543,0,0,26717.5,0.0350797
109,340461476,carbamate_resistant,1000,14073,1237,2310,10526,30524,30141,184762,537480,268740,0,0,3267,137,2983,0,1370,1676,339,0,0,26144.5,0.051428
109,340461476,organochlorines_resistant,1000,13923,1184,2345,10394,30861,30122,185057,508520,254260,0,0,3277,125,2952,0,1397,1648,336,0,0,25849.5,0.051054
110,340461476,pyrethroid_resistant,1000,23779,2542,4126,17111,30796,30508,184631,796840,398420,0,0,5709,297,2899,0,2254,0,584,0,0,26275.5,0.0352102
110,340461476,carbamate_resistant,1000,13598,1036,2254,10308,30407,30207,184666,545440,272720,0,0,3370,156,2888,0,1336,1653,374,0,0,26240.5,0.0486427
110,340461476,organochlorines_resistant,1000,13561,983,2282,10296,30825,30000,184539,530320,265160,0,0,3299,126,2934,0,1361,1579,356,0,0,26367.5,0.0508328
111,340461476,pyrethroid_resistant,1000,23870,2506,4223,17141,30845,30313,184994,785120,392560,0,0,5735,265,2932,0,2211,0,630,0,0,25912.5,0.0329746
111,340461476,carbamate_resistant,1000,13395,895,2221,10279,30609,30158,184815,482760,241380,0,0,3131,101,2973,0,1280,1536,360,0,0,26091.5,0.0481089
111,340461476,organochlorines_resistant,1000,13273,872,2194,10207,30862,30040,184338,466280,233140,0,0,3075,102,2881,0,1320,1516,333,0,0,26568.5,0.04972
112,340461476,pyrethroid_resistant,1000,23994,2489,4180,17325,30898,30320,184540,778080,389040,0,0,5627,291,2965,0,2271,0,570,0,0,26366.5,0.0330045
112,340461476,carbamate_resistant,1000,13179,809,2206,10164,30544,30205,184595,467880,233940,0,0,3162,82,2878,0,1219,1551,324,0,0,26311.5,0.0540466
112,340461476,organochlorines_resistant,1000,13042,774,2150,10118,30736,29947,184497,469360,234680,0,0,3219,108,2896,0,1241,1536,350,0,0,26409.5,0.0569797
113,340461476,pyrethroid_resistant,1000,24081,2412,4285,17384,30851,30395,184587,809760,404880,0,0,5718,283,3012,0,2320,0,605,0,0,26319.5,0.0338867
113,340461476,carbamate_resistant,1000,12907,708,2137,10062,30421,30383,184469,474360,237180,0,0,3037,87,2877,0,1256,1570,323,0,0,26437.5,0.0562356
113,340461476,organochlorines_resistant,1000,12854,681,2118,10055,30710,30355,184458,460360,230180,0,0,3043,77,2835,0,1180,1508,335,0,0,26448.5,0.0562671
114,340461476,pyrethroid_resistant,1000,24141,2376,4385,17380,30900,30570,184479,807320,403660,0,0,5621,258,2908,0,2271,0,577,0,0,26427.6,0.0325029
114,340461476,carbamate_resistant,1000,12854,638,2142,10074,30474,30315,184443,440880,220440,0,0,3022,73,2954,0,1229,1482,296,0,0,26463.6,0.0557331
114,340461476,organochlorines_resistant,1000,12792,642,2091,10059,30679,30446,184817,443360,221680,0,0,3037,79,2892,0,1208,1454,292,0,0,26089.6,0.0574519
115,340461476,pyrethroid_resistant,1000,24139,2352,4350,17437,30623,30574,184532,808680,404340,0,0,5658,259,2970,0,2385,0,587,0,0,26374.6,0.0327349
115,340461476,carbamate_resistant,1000,12810,577,2111,10122,30495,30342,184532,447760,223880,0,0,3025,63,2993,0,1245,1490,302,0,0,26374.6,0.0600244
115,340461476,organochlorines_resistant,1000,12656,587,2090,9979,30763,30376,184679,459400,229700,0,0,2973,76,2941,0,1212,1550,315,0,0,26227.6,0.0588451
116,340461476,pyrethroid_resistant,1000,24203,2349,4402,17452,30745,30368,184837,795640,397820,0,0,5792,277,2953,0,2282,0,607,0,0,26069.6,0.0326144
116,340461476,carbamate_resistant,1000,12660,545,2097,10018,30491,30383,184678,425040,212520,0,0,3007,67,2923,0,1226,1525,322,0,0,26228.6,0.0589034
116,340461476,organochlorines_resistant,1000,12539,554,2073,9912,30827,30662,184546,431240,215620,0,0,2953,45,2890,0,1222,1469,316,0,0,26360.6,0.0570909
117,340461476,pyrethroid_resistant,1000,24303,2308,4427,17568,30825,30339,184208,798840,399420,0,0,5683,245,3016,0,2322,0,594,0,0,26698.6,0.0327656
117,340461476,carbamate_resistant,1000,12587,493,2111,9983,30573,30369,184261,431040,215520,0,0,2911,56,2959,0,1274,1463,295,0,0,26645.6,0.0617085
117,340461476,organochlorines_resistant,1000,12513,505,2043,9965,30851,30602,184432,429120,214560,0,0,2891,57,2942,0,1231,1455,282,0,0,26474.6,0.0611274
118,340461476,pyrethroid_resistant,1000,24354,2302,4424,17628,30853,30156,184766,801240,400620,0,0,5740,231,2973,0,2284,0,638,0,0,26140.6,0.0334217
118,340461476,carbamate_resistant,1000,12447,442,2132,9873,30509,30358,184733,423320,211660,0,0,2986,43,2928,0,1267,1494,307,0,0,26173.6,0.061817
118,340461476,organochlorines_resistant,1000,12462,484,1997,9981,30932,30722,184467,427680,213840,0,0,2944,58,3022,0,1197,1573,303,0,0,26439.6,0.0616951
119,340461476,pyrethroid_resistant,1000,24337,2326,4371,17640,30817,30184,184949,821880,410940,0,0,5718,245,2913,0,2353,0,577,0,0,25957.6,0.0326252
119,340461476,carbamate_resistant,1000,12503,446,2090,9967,30517,30409,184319,425280,212640,0,0,2995,47,2947,0,1121,1438,332,0,0,26587.6,0.0618294
119,340461476,organochlorines_resistant,1000,12297,435,2010,9852,30956,30776,184624,408480,204240,0,0,2939,46,2839,0,1182,1488,334,0,0,26282.6,0.061821
120,340461476,pyrethroid_resistant,1000,24251,2299,4387,17565,30661,30558,184248,801280,400640,0,0,5711,307,2887,0,2363,0,610,0,0,26658.6,0.0315832
120,340461476,carbamate_resistant,1000,12457,419,2086,9952,30531,30444,184563,414000,207000,0,0,2919,48,2946,0,1238,1441,313,0,0,26343.6,0.0625179
120,340461476,organochlorines_resistant,1000,12388,421,1992,9975,31199,30472,184362,422120,211060,0,0,2826,44,3004,0,1120,1489,304,0,0,26544.6,0.0643425
121,340461476,pyrethroid_resistant,1000,24291,2310,4395,17586,30861,30546,184527,812040,406020,0,0,5778,261,2988,0,2296,0,652,0,0,26379.6,0.03327
121,340461476,carbamate_resistant,1000,12529,412,2122,9995,30658,30255,184882,415640,207820,0,0,3048,39,2944,0,1210,1363,299,0,0,26024.6,0.0636319
121,340461476,organochlorines_resistant,1000,12458,380,1993,10085,31108,30171,184836,420600,210300,0,0,2949,42,3029,0,1175,1506,278,0,0,26070.6,0.0628841
122,340461476,pyrethroid_resistant,1000,24192,2321,4429,17442,30866,30769,184445,811840,405920,0,0,5765,243,2827,0,2322,0,604,0,0,26461.6,0.0324856
122,340461476,carbamate_resistant,1000,12421,402,2105,9914,30712,30346,184524,426560,213280,0,0,2899,37,2838,0,1148,1508,290,0,0,26382.6,0.0626134
122,340461476,organochlorines_resistant,1000,12571,363,2009,10199,31072,29853,184888,409880,204940,0,0,2929,38,3043,0,1163,1464,303,0,0,26018.6,0.0619844
123,340461476,pyrethroid_resistant,1000,24211,2282,4495,17434,30825,30655,184501,809800,404900,0,0,5722,262,2918,0,2299,0,600,0,0,26405.6,0.0325946
123,340461476,carbamate_resistant,1000,12476,383,2094,9999,30689,30222,184766,414840,207420,0,0,2921,30,2941,0,1171,1433,282,0,0,26140.6,0.0618497
123,340461476,organochlorines_resistant,1000,12432,346,2052,10034,30949,30035,184210,406720,203360,0,0,2972,37,2860,0,1232,1439,328,0,0,26696.6,0.0634786
124,340461476,pyrethroid_resistant,1000,24351,2304,4418,17629,30948,30354,184817,810520,405260,0,0,5565,268,3087,0,2371,0,576,0,0,26089.6,0.0326076
124,340461476,carbamate_resistant,1000,12446,390,2105,9951,30710,30216,184316,428760,214380,0,0,3013,50,2897,0,1226,1417,284,0,0,26590.6,0.0630138
124,340461476,organochlorines_resistant,1000,12425,353,2053,10019,30991,30179,184527,421680,210840,0,0,2852,35,2949,0,1203,1461,292,0,0,26379.6,0.0656388
125,340461476,pyrethroid_resistant,1000,24440,2322,4447,17671,31171,30304,184523,815680,407840,0,0,5790,272,2976,0,2275,0,612,0,0,26383.6,0.0321888
125,340461476,carbamate_resistant,1000,12378,375,2138,9865,30799,30401,184590,415280,207640,0,0,2910,35,2851,0,1179,1451,289,0,0,26316.6,0.0620175
125,340461476,organochlorines_resistant,1000,12195,349,2058,9788,30899,30589,184443,413280,206640,0,0,2917,29,2819,0,1199,1547,303,0,0,26463.6,0.0625584
126,340461476,pyrethroid_resistant,1000,24496,2324,4471,17701,31108,30211,184683,805480,402740,0,0,5858,252,2966,0,2315,0,595,0,0,26223.6,0.0323456
126,340461476,carbamate_resistant,1000,12412,394,2041,9977,30829,30334,184693,416320,208160,0,0,2853,40,3037,0,1200,1509,294,0,0,26213.6,0.0633708
126,340461476,organochlorines_resistant,1000,12225,349,2055,9821,30749,30527,184802,414320,207160,0,0,2877,34,2849,0,1173,1401,245,0,0,26104.6,0.0640332
127,340461476,pyrethroid_resistant,1000,24442,2328,4453,17661,31085,30144,184275,792480,396240,0,0,5754,259,2940,0,2403,0,591,0,0,26631.6,0.0325565
127,340461476,carbamate_resistant,1000,12384,366,2027,9991,30764,30364,184469,435200,217600,0,0,2892,49,2941,0,1167,1522,280,0,0,26437.6,0.0629651
127,340461476,organochlorines_resistant,1000,12325,342,2083,9900,30778,30480,184490,407600,203800,0,0,2902,44,2994,0,1195,1407,292,0,0,26416.6,0.0630059
128,340461476,pyrethroid_resistant,1000,24404,2328,4460,17616,31063,30145,184537,827720,413860,0,0,5818,251,2889,0,2316,0,611,0,0,26369.6,0.0336054
128,340461476,carbamate_resistant,1000,12411,378,2073,9960,30855,30260,185060,414320,207160,0,0,3005,41,2962,0,1127,1488,320,0,0,25846.6,0.0607482
128,340461476,organochlorines_resistant,1000,12374,341,2060,9973,30683,30425,184198,404960,202480,0,0,2903,36,2935,0,1140,1452,294,0,0,26708.6,0.0648102
129,340461476,pyrethroid_resistant,1000,24537,2366,4463,17708,30958,30373,184734,822600,411300,0,0,5797,288,2978,0,2233,0,612,0,0,26172.6,0.0318581
129,340461476,carbamate_resistant,1000,12450,365,2106,9979,30820,30349,184298,403000,201500,0,0,2913,47,2963,0,1201,1450,273,0,0,26608.6,0.0623832
129,340461476,organochlorines_resistant,1000,12427,342,2064,10021,30711,30289,184199,412880,206440,0,0,2840,35,3039,0,1189,1517,280,0,0,26707.6,0.0659537
130,340461476,pyrethroid_resistant,1000,24451,2388,4428,17635,31033,30259,184458,822080,411040,0,0,5678,253,2922,0,2385,0,623,0,0,26448.6,0.031817
130,340461476,carbamate_resistant,1000,12350,355,2155,9840,30808,30230,184865,418360,209180,0,0,2908,37,2875,0,1196,1458,321,0,0,26041.6,0.0660264
130,340461476,organochlorines_resistant,1000,12477,346,2098,10033,30495,30455,184583,411240,205620,0,0,2988,36,2933,0,1159,1440,284,0,0,26323.6,0.0646862
131,340461476,pyrethroid_resistant,1000,24412,2378,4439,17595,31044,30188,184860,819840,409920,0,0,5844,256,2862,0,2369,0,532,0,0,26046.6,0.0321728
131,340461476,carbamate_resistant,1000,12281,344,2135,9802,30779,30512,184152,422040,211020,0,0,2938,39,2888,0,1203,1446,308,0,0,26754.6,0.0622469
131,340461476,organochlorines_resistant,1000,12495,343,2127,10025,30531,30350,184682,415600,207800,0,0,2921,40,2927,0,1165,1467,277,0,0,26224.6,0.0640104
132,340461476,pyrethroid_resistant,1000,24312,2380,4444,17488,30938,30461,183754,807680,403840,0,0,5818,241,2865,0,2357,0,608,0,0,27152.6,0.0317704
132,340461476,carbamate_resistant,1000,12227,358,2089,9780,30768,30738,184350,408600,204300,0,0,2874,35,2938,0,1209,1462,321,0,0,26556.6,0.0633936
132,340461476,organochlorines_resistant,1000,12553,344,2144,10065,30446,30321,184217,411080,205540,0,0,2911,35,2965,0,1150,1449,308,0,0,26689.6,0.0631006
133,340461476,pyrethroid_resistant,1000,24335,2357,4433,17545,30982,30350,184551,793680,396840,0,0,5641,255,3005,0,2391,0,591,0,0,26355.6,0.033618
133,340461476,carbamate_resistant,1000,12342,353,2087,9902,30913,30368,184913,404560,202280,0,0,2878,40,2976,0,1171,1400,290,0,0,25993.6,0.0649942
133,340461476,organochlorines_resistant,1000,12534,371,2127,10036,30407,30241,184472,434040,217020,0,0,2994,33,3001,0,1272,1449,299,0,0,26434.6,0.0649256
134,340461476,pyrethroid_resistant,1000,24318,2360,4393,17565,30980,30215,184661,824880,412440,0,0,5831,293,2915,0,2335,0,597,0,0,26245.6,0.0332069
134,340461476,carbamate_resistant,1000,12222,351,2063,9808,30804,30284,184531,412760,206380,0,0,2929,32,2922,0,1232,1480,330,0,0,26375.6,0.0642516
134,340461476,organochlorines_resistant,1000,12488,366,2122,10000,30510,30002,184961,416920,208460,0,0,2926,34,2920,0,1190,1500,276,0,0,25945.6,0.0609037
135,340461476,pyrethroid_resistant,1000,24348,2397,4393,17558,30861,30438,184518,827760,413880,0,0,5791,244,2787,0,2206,0,551,0,0,26388.6,0.0318175
135,340461476,carbamate_resistant,1000,12467,358,2096,10013,30726,30090,184309,408280,204140,0,0,2952,33,3050,0,1132,1400,273,0,0,26597.6,0.0639006
135,340461476,organochlorines_resistant,1000,12352,371,2098,9883,30487,30241,184227,404840,202420,0,0,2919,54,2850,0,1234,1463,289,0,0,26679.6,0.0622317
136,340461476,pyrethroid_resistant,1000,24527,2458,4394,17675,31057,30238,184467,813920,406960,0,0,5631,248,2989,0,2259,0,551,0,0,26439.6,0.0318796
136,340461476,carbamate_resistant,1000,12386,361,2040,9985,30821,30098,185070,408280,204140,0,0,2866,42,2929,0,1171,1551,288,0,0,25836.6,0.0651456
136,340461476,organochlorines_resistant,1000,12447,349,2095,10003,30466,30253,184513,429960,214980,0,0,2852,30,2957,0,1099,1471,292,0,0,26393.6,0.0659017
137,340461476,pyrethroid_resistant,1000,24603,2430,4500,17673,31054,30198,184577,832040,416020,0,0,5962,271,2916,0,2241,0,599,0,0,26329.6,0.0324843
137,340461476,carbamate_resistant,1000,12393,370,2022,10001,30766,30295,184256,412240,206120,0,0,2806,47,2925,0,1207,1459,252,0,0,26650.6,0.0632816
137,340461476,organochlorines_resistant,1000,12359,339,2077,9943,30588,30269,184653,429240,214620,0,0,2996,42,2886,0,1152,1516,306,0,0,26253.6,0.0613862
138,340461476,pyrethroid_resistant,1000,24524,2398,4507,17619,31028,30179,184587,827920,413960,0,0,5854,283,2931,0,2364,0,646,0,0,26319.6,0.0316447
138,340461476,carbamate_resistant,1000,12375,375,1993,10007,30738,30375,184659,429040,214520,0,0,3039,45,2922,0,1159,1448,333,0,0,26247.6,0.0646483
138,340461476,organochlorines_resistant,1000,12231,348,2063,9820,30583,30430,184728,415120,207560,0,0,2843,38,2841,0,1207,1472,290,0,0,26178.6,0.061163
139,340461476,pyrethroid_resistant,1000,24565,2386,4506,17673,31032,29996,184724,797440,398720,0,0,5662,286,2993,0,2323,0,629,0,0,26182.6,0.0317901
139,340461476,carbamate_resistant,1000,12250,339,2064,9847,30748,30609,184022,409080,204540,0,0,2859,36,2884,0,1260,1448,301,0,0,26884.6,0.0611776
139,340461476,organochlorines_resistant,1000,12345,355,2065,9925,30593,30237,184487,407720,203860,0,0,2892,36,3010,0,1179,1423,294,0,0,26419.6,0.0630628
140,340461476,pyrethroid_resistant,1000,24411,2348,4533,17530,30911,30223,184514,840040,420020,0,0,5949,259,2859,0,2411,0,602,0,0,26392.6,0.0328333
140,340461476,carbamate_resistant,1000,12414,336,2074,10004,30698,30307,185034,395880,197940,0,0,2872,34,3049,0,1182,1424,279,0,0,25872.6,0.0657197
140,340461476,organochlorines_resistant,1000,12239,344,2065,9830,30662,30232,184404,422800,211400,0,0,2923,43,2923,0,1188,1547,294,0,0,26502.6,0.0647985
141,340461476,pyrethroid_resistant,1000,24386,2362,4538,17486,30937,30300,184469,832520,416260,0,0,5814,261,2871,0,2269,0,627,0,0,26437.6,0.0314183
141,340461476,carbamate_resistant,1000,12382,334,2159,9889,30770,30369,184469,430320,215160,0,0,3109,47,2864,0,1088,1504,304,0,0,26437.6,0.0653547
141,340461476,organochlorines_resistant,1000,12349,357,2027,9965,30730,30242,184742,409640,204820,0,0,2903,37,2948,0,1144,1411,283,0,0,26164.6,0.0626836
142,340461476,pyrethroid_resistant,1000,24357,2399,4495,17463,30910,30420,184108,792080,396040,0,0,5646,265,2893,0,2363,0,559,0,0,26798.6,0.0317561
142,340461476,carbamate_resistant,1000,12487,363,2142,9982,30694,30267,184669,407880,203940,0,0,2871,41,2945,0,1139,1399,302,0,0,26237.6,0.0614371
142,340461476,organochlorines_resistant,1000,12416,369,2031,10016,30713,30283,184344,412160,206080,0,0,2940,43,2965,0,1159,1450,289,0,0,26562.6,0.0638722
143,340461476,pyrethroid_resistant,1000,24432,2417,4456,17559,30870,30146,184686,838360,419180,0,0,5723,246,2979,0,2306,0,598,0,0,26220.6,0.0338332
143,340461476,carbamate_resistant,1000,12587,357,2164,10066,30706,30056,184533,415520,207760,0,0,2927,43,3030,0,1111,1521,298,0,0,26373.6,0.0643268
143,340461476,organochlorines_resistant,1000,12344,357,2021,9966,30700,30409,184524,409080,204540,0,0,2898,29,2908,0,1197,1462,321,0,0,26382.6,0.0644474
144,340461476,pyrethroid_resistant,1000,24380,2399,4520,17461,30912,30581,184046,826760,413380,0,0,5879,292,2931,0,2336,0,647,0,0,26860.6,0.0312761
144,340461476,carbamate_resistant,1000,12452,349,2100,10003,30686,30332,184246,444200,222100,0,0,3029,40,2867,0,1227,1474,301,0,0,26660.6,0.0634714
144,340461476,organochlorines_resistant,1000,12260,350,2050,9860,30762,30409,184738,418640,209320,0,0,2868,34,2876,0,1197,1490,273,0,0,26168.6,0.0644926
145,340461476,pyrethroid_resistant,1000,24346,2418,4428,17500,30779,30523,184430,791360,395680,0,0,5820,274,2919,0,2349,0,604,0,0,26476.6,0.032489
145,340461476,carbamate_resistant,1000,12424,356,2072,9996,30678,30283,184713,411080,205540,0,0,2969,35,2947,0,1217,1470,288,0,0,26193.6,0.0600194
145,340461476,organochlorines_resistant,1000,12245,353,2021,9871,30697,30371,184783,430000,215000,0,0,2871,45,2902,0,1179,1464,274,0,0,26123.6,0.0625087
146,340461476,pyrethroid_resistant,1000,24518,2388,4461,17669,30810,30595,184376,820440,410220,0,0,5704,255,3011,0,2261,0,578,0,0,26530.6,0.0334571
146,340461476,carbamate_resistant,1000,12396,362,2085,9949,30600,30403,184758,410960,205480,0,0,2848,34,2922,0,1154,1488,308,0,0,26148.6,0.063719
146,340461476,organochlorines_resistant,1000,12214,325,2063,9826,30699,30268,184359,398240,199120,0,0,2869,35,2997,0,1208,1505,315,0,0,26547.6,0.0607526
147,340461476,pyrethroid_resistant,1000,24376,2396,4464,17516,30743,30766,184933,828920,414460,0,0,5802,272,2858,0,2399,0,601,0,0,25973.6,0.0323371
147,340461476,carbamate_resistant,1000,12337,345,2084,9908,30506,30506,184449,424120,212060,0,0,2972,43,2932,0,1177,1508,306,0,0,26457.6,0.0636282
147,340461476,organochlorines_resistant,1000,12274,352,2098,9824,30671,30457,184670,407160,203580,0,0,2966,39,2911,0,1111,1436,304,0,0,26236.6,0.0666624
148,340461476,pyrethroid_resistant,1000,24609,2407,4469,17733,30824,30387,184591,819120,409560,0,0,5684,263,3188,0,2318,0,637,0,0,26315.6,0.0313343
148,340461476,carbamate_resistant,1000,12381,358,2042,9981,30670,30242,184943,419520,209760,0,0,2944,38,2951,0,1200,1427,280,0,0,25963.6,0.0623824
148,340461476,organochlorines_resistant,1000,12372,335,2059,9978,30749,30470,184357,413160,206580,0,0,2872,30,2924,0,1138,1430,258,0,0,26549.6,0.0644381
149,340461476,pyrethroid_resistant,1000,24480,2417,4452,17611,30828,30445,184291,816000,408000,0,0,5967,266,2852,0,2335,0,646,0,0,26615.6,0.0321267
149,340461476,carbamate_resistant,1000,12382,373,2067,9942,30615,30343,184160,397200,198600,0,0,2896,29,2867,0,1164,1417,285,0,0,26746.6,0.0618889
149,340461476,organochlorines_resistant,1000,12372,330,2085,9957,30795,30462,184470,412800,206400,0,0,2946,29,2902,0,1167,1435,300,0,0,26436.6,0.0642599
150,340461476,pyrethroid_resistant,1000,24574,2399,4425,17750,30873,30229,185072,823680,411840,0,0,5748,281,3061,0,2363,0,604,0,0,25834.6,0.0326172
150,340461476,carbamate_resistant,1000,12323,351,2035,9937,30669,30111,185060,422400,211200,0,0,2873,51,2902,0,1169,1482,310,0,0,25846.6,0.0673379
150,340461476,organochlorines_resistant,1000,12364,351,2042,9971,30717,30369,184708,424360,212180,0,0,2962,39,2924,0,1175,1451,306,0,0,26198.6,0.0640422
151,340461476,pyrethroid_resistant,1000,24541,2392,4478,17671,31018,30054,184540,792800,396400,0,0,5732,262,2947,0,2372,0,608,0,0,26366.6,0.0313649
151,340461476,carbamate_resistant,1000,12401,365,2002,10034,30624,30429,184377,421720,210860,0,0,2921,43,2972,0,1161,1435,298,0,0,26529.6,0.0611899
151,340461476,organochlorines_resistant,1000,12317,337,2049,9931,30812,30242,184640,411920,205960,0,0,2920,38,2915,0,1176,1453,333,0,0,26266.6,0.0617368
152,340461476,pyrethroid_resistant,1000,23897,2349,5232,16316,30934,30053,184225,840240,420120,5893,274,5784,276,2994,0,2404,615,619,0,0,26681.6,0.0332576
152,340461476,carbamate_resistant,1000,13581,395,2651,10535,30656,30267,185109,425000,212500,2934,39,3052,40,2923,0,1149,276,318,0,0,25797.6,0.0629082
152,340461476,organochlorines_resistant,1000,13511,374,2620,10517,30902,30320,184813,418520,209260,2907,30,2874,34,2937,0,1146,308,289,0,0,26093.6,0.0637663
153,340461476,pyrethroid_resistant,1000,23755,2310,5250,16195,30983,29995,184686,813880,406940,3294,131,3335,146,2883,0,2284,371,370,0,0,26220.6,0.0317548
153,340461476,carbamate_resistant,1000,14746,441,2956,11349,30609,30312,184488,407560,203780,2223,24,2320,28,2941,0,1255,246,275,0,0,26418.6,0.0607003
153,340461476,organochlorines_resistant,1000,14728,428,2951,11349,30894,30217,184879,425440,212720,2344,27,2303,34,2941,0,1248,242,234,0,0,26027.6,0.0623474
154,340461476,pyrethroid_resistant,1000,23712,2351,5222,16139,30923,30255,184223,797480,398740,3289,146,3190,117,2828,0,2222,340,309,0,0,26683.6,0.0322168
154,340461476,carbamate_resistant,1000,15759,493,3249,12017,30590,30443,184614,413920,206960,2312,28,2264,35,2922,0,1423,247,239,0,0,26292.6,0.0648214
154,340461476,organochlorines_resistant,1000,15822,512,3239,12071,30941,30330,184610,412000,206000,2278,28,2303,30,2892,0,1369,218,211,0,0,26296.6,0.0611781
155,340461476,pyrethroid_resistant,1000,23242,2258,5552,15432,30928,30159,185149,1569840,784920,5077,254,5156,272,2885,0,2286,501,568,0,0,25757.6,0.0334599
155,340461476,carbamate_resistant,1000,16574,518,3720,12336,30679,30192,184852,801880,400940,3190,39,3352,62,3002,0,1511,315,361,0,0,26054.6,0.063521
155,340461476,organochlorines_resistant,1000,16492,571,3698,12223,30907,30445,184471,778400,389200,3161,52,3202,79,2870,0,1560,322,318,0,0,26435.6,0.0638268
156,340461476,pyrethroid_resistant,1000,23176,2270,5563,15343,30989,30378,184351,876880,438440,3434,129,3460,153,2863,0,2227,363,339,0,0,26555.6,0.0164078
156,340461476,carbamate_resistant,1000,17220,572,3984,12664,30689,30439,184524,605280,302640,2781,37,2767,38,2797,0,1564,320,267,0,0,26382.6,0.0324919
