Time, NodeID, NumIndividuals, NumInfected,AvgParasiteDensity,AvgGametocyteDensity,NumInfections,NoMarkers,A,B,A-B
38,1,1000,90,2850.88,13.7719,90,90,0,0,0
39,4,1000,88,411.644,127.428,91,0,46,45,0
39,3,1000,114,539.482,152.891,114,0,0,114,0
39,2,1000,79,363.566,110.604,79,0,79,0,0
39,1,1000,90,428.92,116.857,90,90,0,0,0
40,4,1000,88,956.319,96.5678,91,0,46,45,0
40,3,1000,114,1255.73,115.867,114,0,0,114,0
40,2,1000,79,845.668,83.8165,79,0,79,0,0
40,1,1000,90,998.464,88.5618,90,90,0,0,0
41,4,1000,88,140.887,390.735,91,0,46,45,0
41,3,1000,114,185.192,480.911,114,0,0,114,0
41,2,1000,79,124.695,338.467,79,0,79,0,0
41,1,1000,90,147.257,375.174,90,90,0,0,0
42,4,1000,88,318.445,296.122,91,0,46,45,0
42,3,1000,114,419.167,364.472,114,0,0,114,0
42,2,1000,79,282.126,256.508,79,0,79,0,0
42,1,1000,90,333.328,284.343,90,90,0,0,0
43,4,1000,88,46.2346,607.406,91,0,46,45,0
43,3,1000,114,60.8837,761.079,114,0,0,114,0
43,2,1000,79,40.9694,527.817,79,0,79,0,0
43,1,1000,90,48.4156,598.855,90,90,0,0,0
44,4,1000,88,103.063,460.34,91,0,46,45,0
44,3,1000,114,135.866,576.823,114,0,0,114,0
44,2,1000,79,91.4015,400.022,79,0,79,0,0
44,1,1000,90,108.051,453.88,90,90,0,0,0
45,4,1000,88,14.8144,633.327,91,0,46,45,0
45,3,1000,114,19.534,802.889,114,0,0,114,0
45,2,1000,79,13.1395,552.006,79,0,79,0,0
45,1,1000,90,15.535,634.482,90,90,0,0,0
46,4,1000,88,32.7932,479.993,91,0,46,45,0
46,3,1000,114,43.2812,608.521,114,0,0,114,0
46,2,1000,79,29.1077,418.363,79,0,79,0,0
46,1,1000,90,34.4222,480.889,90,90,0,0,0
47,4,1000,88,4.6898,506.176,91,0,46,45,0
47,3,1000,114,6.19041,646.44,114,0,0,114,0
47,2,1000,79,4.16288,442.307,79,0,79,0,0
47,1,1000,90,4.9233,511.731,90,90,0,0,0
48,4,1000,88,10.3454,383.631,91,0,46,45,0
48,3,1000,114,13.667,489.952,114,0,0,114,0
48,2,1000,79,9.1896,335.227,79,0,79,0,0
48,1,1000,90,10.8706,387.856,90,90,0,0,0
49,4,1000,88,1.47564,346.581,91,0,46,45,0
49,3,1000,114,1.94956,444.416,114,0,0,114,0
49,2,1000,79,1.31086,303.33,79,0,79,0,0
49,1,1000,90,1.55068,352.068,90,90,0,0,0
50,4,1000,88,3.24972,262.676,91,0,46,45,0
50,3,1000,114,4.29673,336.836,114,0,0,114,0
50,2,1000,79,2.88864,229.897,79,0,79,0,0
50,1,1000,90,3.41792,266.844,90,90,0,0,0
51,4,1000,88,0.462889,218.567,91,0,46,45,0
51,3,1000,114,0.612108,280.888,114,0,0,114,0
51,2,1000,79,0.411493,191.473,79,0,79,0,0
51,1,1000,90,0.486898,222.599,90,90,0,0,0
52,4,1000,88,1.01866,165.654,91,0,46,45,0
52,3,1000,114,1.34791,212.893,114,0,0,114,0
52,2,1000,79,0.906175,145.12,79,0,79,0,0
52,1,1000,90,1.07223,168.716,90,90,0,0,0
53,4,1000,88,0.145016,132.038,91,0,46,45,0
53,3,1000,114,0.191875,169.901,114,0,0,114,0
53,2,1000,79,0.129004,115.737,79,0,79,0,0
53,1,1000,90,0.152637,134.669,90,90,0,0,0
54,4,1000,88,0.319023,100.073,91,0,46,45,0
54,3,1000,114,0.422401,128.773,114,0,0,114,0
54,2,1000,79,0.283991,87.7185,79,0,79,0,0
54,1,1000,91,0.33604,102.07,91,91,0,0,0
55,4,1000,88,0.0453931,77.9458,91,0,46,45,0
55,3,1000,114,0.0601164,100.37,114,0,0,114,0
55,2,1000,79,0.0404147,68.3457,79,0,79,0,0
55,1,1000,92,0.0478195,79.565,92,92,0,0,0
56,4,1000,94,0.0998542,59.0757,97,0,51,46,0
56,3,1000,126,0.132313,76.0735,127,0,0,127,0
56,2,1000,82,0.0889889,51.8002,82,0,82,0,0
56,1,1000,95,0.105281,60.3052,95,95,0,0,0
57,4,1000,95,0.0142058,45.4422,98,0,51,47,0
57,3,1000,131,0.0188243,58.5405,133,0,0,133,0
57,2,1000,84,0.0126611,39.8533,84,0,84,0,0
57,1,1000,98,0.0149774,46.409,99,99,0,0,0
58,4,1000,96,0.0312639,34.4411,99,0,51,48,0
58,3,1000,140,0.0414403,44.3697,144,0,0,144,0
58,2,1000,86,0.0278608,30.2054,87,0,87,0,0
58,1,1000,109,0.0329712,35.1751,111,111,0,0,0
59,4,1000,104,0.00444725,26.314,107,0,56,51,0
59,3,1000,158,0.00589811,33.9077,163,0,0,163,0
59,2,1000,90,0.00396437,23.0804,91,0,91,0,0
59,1,1000,119,0.00468903,26.8822,122,122,0,0,0
60,4,1000,107,0.00978575,19.9437,110,0,57,53,0
60,3,1000,170,0.0129687,25.6998,178,0,0,178,0
60,2,1000,96,0.00872396,17.493,97,0,97,0,0
60,1,1000,127,0.0103142,20.3749,130,130,0,0,0
61,4,1000,112,0.00139121,15.1817,116,0,58,57,1
61,3,1000,179,0.00184492,19.5662,188,0,0,188,0
61,2,1000,102,0.00124064,13.3171,103,0,103,0,0
61,1,1000,151,0.00148141,15.5126,157,157,0,0,0
62,4,1000,128,0.00306455,11.5064,134,0,65,67,2
62,3,1000,192,0.00406332,14.8299,207,0,0,207,0
62,2,1000,105,0.00273363,10.0933,107,0,107,0,0
62,1,1000,156,0.00325808,11.7575,163,163,0,0,0
63,4,1000,133,0.00054613,8.74153,140,0,67,71,2
63,3,1000,200,0.000748254,11.2676,217,0,0,217,0
63,2,1000,109,0.000462864,7.66835,111,0,111,0,0
63,1,1000,166,0.000721211,8.9333,177,177,0,0,0
64,4,1000,140,0.00107617,6.62528,149,0,71,75,3
64,3,1000,214,0.00152621,8.54008,233,0,0,233,0
64,2,1000,116,0.00099278,5.81195,120,0,120,0,0
64,1,1000,194,0.00150568,6.77089,210,210,0,0,0
65,4,1000,156,0.00190758,5.02785,168,0,79,84,5
65,3,1000,225,0.00308649,6.48143,247,0,0,247,0
65,2,1000,120,0.00139542,4.41076,125,0,125,0,0
65,1,1000,208,0.00450613,5.13876,229,229,0,0,0
66,4,1000,166,0.00246071,3.81067,182,0,87,90,5
66,3,1000,241,0.00485526,4.9125,265,0,0,265,0
66,2,1000,127,0.00254644,3.34297,133,0,133,0,0
66,1,1000,224,0.00840134,3.89487,249,249,0,0,0
67,4,1000,177,0.0279317,2.89021,196,0,92,99,5
67,3,1000,250,0.0458231,3.72609,274,0,0,274,0
67,2,1000,141,0.0200343,2.53552,148,0,148,0,0
67,1,1000,243,0.0683445,2.95424,278,278,0,0,0
68,4,1000,195,0.0339453,2.19052,220,0,105,110,5
68,3,1000,262,0.0698409,2.82414,286,0,0,286,0
68,2,1000,152,0.0357051,1.92171,159,0,159,0,0
68,1,1000,252,0.126664,2.23912,289,289,0,0,0
69,4,1000,207,0.434389,1.66087,238,0,114,119,5
69,3,1000,275,0.712423,2.14135,306,0,0,306,0
69,2,1000,163,0.311099,1.45709,170,0,170,0,0
69,1,1000,266,1.06322,1.69778,306,306,0,0,0
70,4,1000,214,0.526885,1.25879,247,0,117,125,5
70,3,1000,292,1.08442,1.62299,330,0,0,330,0
70,2,1000,171,0.553845,1.10433,180,0,180,0,0
70,1,1000,295,1.96518,1.2868,345,345,0,0,0
71,4,1000,233,6.75838,0.954243,271,0,134,132,5
71,3,1000,308,11.0783,1.2304,355,0,0,355,0
71,2,1000,178,4.83666,0.837162,188,0,188,0,0
71,1,1000,302,15.8674,0.975519,355,355,0,0,0
72,4,1000,243,7.94693,0.723228,283,0,140,138,5
72,3,1000,323,16.5403,0.932555,374,0,0,374,0
72,2,1000,187,8.30808,0.634502,198,0,198,0,0
72,1,1000,321,25.7607,0.739388,381,381,0,0,0
73,4,1000,251,91.9346,0.5482,291,0,142,144,5
73,3,1000,332,152.899,0.706891,386,0,0,386,0
73,2,1000,208,55.0156,0.480951,219,0,219,0,0
73,1,1000,340,119.038,0.560478,406,406,0,0,0
74,4,1000,258,80.1599,0.415487,300,0,145,150,5
74,3,1000,352,193.99,0.535789,414,0,0,414,0
74,2,1000,216,78.0973,0.36453,228,0,228,0,0
74,1,1000,354,181.339,0.424814,426,426,0,0,0
75,4,1000,273,474.652,0.314914,318,0,150,163,5
75,3,1000,365,969.749,0.406112,435,0,0,435,0
75,2,1000,222,287.424,0.276302,237,0,237,0,0
75,1,1000,378,574.258,0.322003,455,455,0,0,0
76,4,1000,279,422.475,0.238679,327,0,155,167,5
76,3,1000,378,1085.1,0.307809,458,0,0,458,0
76,2,1000,239,361.084,0.209418,257,0,257,0,0
76,1,1000,401,811.06,0.242362,489,489,0,0,0
77,4,1000,288,1310.06,0.180901,338,0,160,173,5
77,3,1000,394,3290.93,0.233316,488,0,0,488,0
77,2,1000,248,878.515,0.158726,270,0,270,0,0
77,1,1000,423,1924.01,0.183763,522,522,0,0,0
78,4,1000,298,1329.2,0.130866,353,0,167,181,5
78,3,1000,391,3474.73,0.169026,490,0,0,490,0
78,2,1000,251,1005.36,0.116431,277,0,277,0,0
78,1,1000,429,2521.06,0.140515,532,532,0,0,0
79,4,1000,308,2156.88,0.09844,370,0,178,187,5
79,3,1000,410,6496.9,0.126754,521,0,0,521,0
79,2,1000,272,1844.53,0.0885681,306,0,306,0,0
79,1,1000,454,4354.37,0.107721,569,569,0,0,0
80,4,1000,313,2807.25,0.0760645,375,0,178,192,5
80,3,1000,419,6794.36,0.104615,538,0,0,538,0
80,2,1000,274,2004.34,0.0670073,314,0,314,0,0
80,1,1000,448,5700.94,0.0945029,561,561,0,0,0
81,4,1000,320,3548.97,0.0563736,386,0,182,199,5
81,3,1000,429,9731.44,0.0837725,559,0,0,559,0
81,2,1000,280,2949.69,0.0560299,324,0,324,0,0
81,1,1000,454,6863.14,0.0881044,573,573,0,0,0
82,4,1000,300,4405.01,0.164695,357,0,168,184,5
82,3,1000,424,9302.94,0.265372,553,0,0,553,0
82,2,1000,274,3129.3,0.126289,318,0,318,0,0
82,1,1000,448,9758,0.358955,558,558,0,0,0
83,4,1000,311,6146.65,0.152458,370,0,174,191,5
83,3,1000,437,11785,0.32026,572,0,0,572,0
83,2,1000,283,3904.49,0.174189,329,0,329,0,0
83,1,1000,456,9569.64,0.562966,571,571,0,0,0
84,4,1000,305,6192.33,1.95133,367,0,170,192,5
84,3,1000,420,10510.7,3.2215,556,0,0,556,0
84,2,1000,261,4045.12,1.1656,302,0,302,0,0
84,1,1000,447,12953.3,2.60752,554,554,0,0,0
85,4,1000,312,8732.4,1.96106,381,0,177,199,5
85,3,1000,440,12719.5,4.28912,583,0,0,583,0
85,2,1000,274,5029.75,1.84571,318,0,318,0,0
85,1,1000,454,13183.3,4.36158,572,572,0,0,0
86,4,1000,317,8318.7,10.7194,385,0,177,203,5
86,3,1000,450,11057.1,21.604,598,0,0,598,0
86,2,1000,279,5239.18,6.66676,327,0,327,0,0
86,1,1000,460,15207.8,13.5696,584,584,0,0,0
87,4,1000,330,11020.1,12.6086,398,0,183,210,5
87,3,1000,465,13270.7,29.514,615,0,0,615,0
87,2,1000,287,6423.2,9.945,336,0,336,0,0
87,1,1000,465,15380.2,21.9381,595,595,0,0,0
88,4,1000,338,10779.5,33.6934,407,0,186,216,5
88,3,1000,476,11287.2,82.4619,641,0,0,641,0
88,2,1000,299,7023.85,23.1428,351,0,351,0,0
88,1,1000,485,16579.8,50.3448,625,625,0,0,0
89,4,1000,351,12731.2,45.0825,425,0,190,230,5
89,3,1000,483,13622.1,111.712,652,0,0,652,0
89,2,1000,304,7737.88,32.2325,359,0,359,0,0
89,1,1000,497,16555.4,76.4183,645,645,0,0,0
90,4,1000,359,12947,70.0548,438,0,199,234,5
90,3,1000,490,12374.6,198.371,665,0,0,665,0
90,2,1000,308,8451.88,56.5521,367,0,367,0,0
90,1,1000,502,16448.1,131.112,655,655,0,0,0
91,4,1000,365,12653.7,99.1389,444,0,204,235,5
91,3,1000,501,14822.9,253.576,688,0,0,688,0
91,2,1000,312,8557.48,73.4945,374,0,374,0,0
91,1,1000,510,18282.1,192.642,666,666,0,0,0
92,4,1000,367,13902.4,132.831,448,0,207,236,5
92,3,1000,502,14396.8,358.985,697,0,0,697,0
92,2,1000,317,9370.78,105.806,383,0,383,0,0
92,1,1000,516,15911.5,253.188,676,676,0,0,0
93,4,1000,367,11653.7,170.778,449,0,207,237,5
93,3,1000,502,16069.8,415.144,701,0,0,701,0
93,2,1000,321,9027.92,129.461,392,0,392,0,0
93,1,1000,521,19963,359.555,686,686,0,0,0
94,4,1000,374,13168.8,234.496,460,0,216,239,5
94,3,1000,505,15496.9,516.066,715,0,0,715,0
94,2,1000,323,10622.6,163.483,396,0,396,0,0
94,1,1000,528,16951,418.253,699,699,0,0,0
95,4,1000,378,10557.9,271.608,465,0,219,241,5
95,3,1000,506,17091.5,552.715,717,0,0,717,0
95,2,1000,324,9571.99,187.935,397,0,397,0,0
95,1,1000,534,20629.4,537.302,712,712,0,0,0
96,4,1000,379,12277.9,356.554,472,0,221,246,5
96,3,1000,512,16401,636.49,726,0,0,726,0
96,2,1000,329,11352.7,226.794,403,0,403,0,0
96,1,1000,534,18994.5,616.356,715,715,0,0,0
97,4,1000,382,10353.7,397.242,479,0,226,248,5
97,3,1000,519,17473,651.629,736,0,0,736,0
97,2,1000,330,10649.6,254.817,405,0,405,0,0
97,1,1000,535,20419,718.807,718,718,0,0,0
98,4,1000,386,11746.3,488.952,483,0,229,249,5
98,3,1000,522,17842.4,721.809,742,0,0,742,0
98,2,1000,331,12089.6,299.86,407,0,407,0,0
98,1,1000,535,21239.7,792.283,722,722,0,0,0
99,4,1000,391,11560.8,539.481,491,0,229,257,5
99,3,1000,523,17450.5,719.682,743,0,0,743,0
99,2,1000,333,11697.3,341.116,411,0,411,0,0
99,1,1000,536,18586.2,873.412,726,726,0,0,0
100,4,1000,394,11562.8,620.107,494,0,232,257,5
100,3,1000,525,19003.6,778.078,749,0,0,749,0
100,2,1000,337,13407.9,384.147,415,0,415,0,0
100,1,1000,539,21407.6,930.874,732,732,0,0,0
101,4,1000,394,12762.2,681.41,494,0,232,257,5
101,3,1000,526,18396.7,781.968,750,0,0,750,0
101,2,1000,339,12123.2,430.461,417,0,417,0,0
101,1,1000,540,15831.7,969.025,735,735,0,0,0
102,4,1000,394,11102.7,717.545,495,0,232,258,5
102,3,1000,528,19094.4,842.114,752,0,0,752,0
102,2,1000,345,13257.9,463.75,424,0,424,0,0
102,1,1000,542,19073.4,1044.27,738,738,0,0,0
103,4,1000,395,12339.2,779.508,500,0,235,260,5
103,3,1000,530,19887.4,866.983,759,0,0,759,0
103,2,1000,346,11870.8,507.316,426,0,426,0,0
103,1,1000,542,14125.9,1033.18,739,739,0,0,0
104,4,1000,395,10613.3,769.686,500,0,235,260,5
104,3,1000,533,18558.6,924.363,765,0,0,765,0
104,2,1000,346,12120.8,526.506,427,0,427,0,0
104,1,1000,543,15929.9,1128.58,745,745,0,0,0
105,4,1000,396,11579.3,809.562,501,0,236,260,5
105,3,1000,535,20125,947.421,768,0,0,768,0
105,2,1000,352,10909.7,579.322,434,0,434,0,0
105,1,1000,543,13332.6,1112.57,746,746,0,0,0
106,4,1000,400,10552.8,774.319,506,0,238,263,5
106,3,1000,542,18029.9,1003.11,781,0,0,781,0
106,2,1000,353,10992.1,587.136,435,0,435,0,0
106,1,1000,548,13556.2,1194.36,752,752,0,0,0
107,4,1000,400,10973.3,797.577,507,0,239,263,5
107,3,1000,545,18844.9,1022.12,790,0,0,790,0
107,2,1000,356,10066.3,637.407,439,0,439,0,0
107,1,1000,554,13217.4,1206.4,762,762,0,0,0
108,4,1000,407,10800.7,764.683,516,0,244,266,6
108,3,1000,552,16726.9,1061.53,801,0,0,801,0
108,2,1000,358,9933.66,651.187,444,0,444,0,0
108,1,1000,558,12347.4,1248.3,770,770,0,0,0
109,4,1000,414,10440.4,776.04,524,0,248,270,6
109,3,1000,564,16878.5,1097.38,821,0,0,821,0
109,2,1000,361,9696.4,695.174,450,0,450,0,0
109,1,1000,565,13891.8,1300.36,784,784,0,0,0
110,4,1000,419,10966.8,776.173,532,0,251,275,6
110,3,1000,570,14599.4,1110.26,833,0,0,833,0
110,2,1000,366,8730.67,711.721,455,0,455,0,0
110,1,1000,571,12122,1272.24,806,806,0,0,0
111,4,1000,424,9599.66,773.079,541,0,254,281,6
111,3,1000,572,14361.7,1157.64,844,0,0,844,0
111,2,1000,371,8874.06,765.576,468,0,468,0,0
111,1,1000,580,13271.1,1336.06,828,828,0,0,0
112,4,1000,433,9490.71,801.453,561,0,267,288,6
112,3,1000,593,12479,1172.85,886,0,0,886,0
112,2,1000,383,7468.5,769.938,485,0,485,0,0
112,1,1000,588,11512.8,1245.39,853,853,0,0,0
113,4,1000,449,8223.77,779.454,587,0,280,299,8
113,3,1000,601,11665.5,1199.43,904,0,0,904,0
113,2,1000,389,7659.03,806.192,491,0,491,0,0
113,1,1000,603,11382.5,1278.1,895,895,0,0,0
114,4,1000,452,7026.27,800.135,602,0,288,306,8
114,3,1000,615,9883.91,1238.46,929,0,0,929,0
114,2,1000,392,6351.79,799.702,497,0,497,0,0
114,1,1000,621,10138.4,1181.15,931,931,0,0,0
115,4,1000,459,6930.98,772.198,614,0,291,315,8
115,3,1000,632,9252.25,1232.39,968,0,0,968,0
115,2,1000,403,6227.41,807.079,516,0,516,0,0
115,1,1000,639,9236.12,1167.15,968,968,0,0,0
116,4,1000,468,5402.63,779.383,631,0,300,322,9
116,3,1000,644,7359.55,1271.83,1009,0,0,1009,0
116,2,1000,412,4939.28,786.345,529,0,529,0,0
116,1,1000,663,8457.9,1094.92,1030,1030,0,0,0
117,4,1000,483,5997.91,758.958,656,1,312,334,9
117,3,1000,659,7349.01,1248.76,1061,0,0,1061,0
117,2,1000,418,4904.54,778.226,537,0,537,0,0
117,1,1000,680,7169.99,1052.94,1077,1077,0,0,0
118,4,1000,499,4907.85,755.924,678,1,318,350,9
118,3,1000,677,5666.17,1260.86,1110,0,0,1110,0
118,2,1000,441,3748.55,751.612,575,0,575,0,0
118,1,1000,694,6512.39,1015.68,1125,1125,0,0,0
119,4,1000,524,5118.06,749.291,714,1,340,362,11
119,3,1000,694,6076.45,1222.15,1170,0,0,1170,0
119,2,1000,448,3993.49,731.899,591,0,591,0,0
119,1,1000,713,5432.26,964.763,1189,1189,0,0,0
120,4,1000,545,4687.86,735.021,748,3,360,373,12
120,3,1000,712,4360.29,1207.45,1231,0,0,1231,0
120,2,1000,464,3065.64,714.548,616,0,616,0,0
120,1,1000,729,4754.98,966.779,1237,1237,0,0,0
121,4,1000,565,3945.37,740.689,796,3,378,398,17
121,3,1000,725,5036.45,1147.24,1292,0,0,1292,0
121,2,1000,479,3628,680.296,647,0,647,0,0
121,1,1000,745,4355.12,921.266,1288,1288,0,0,0
122,4,1000,575,3712.93,713.293,819,3,386,412,18
122,3,1000,745,3208.31,1108.45,1365,0,0,1365,0
122,2,1000,498,2667.16,664.56,678,0,678,0,0
122,1,1000,758,3479.02,921.742,1347,1347,0,0,0
123,4,1000,597,2632.08,698,877,4,409,441,23
123,3,1000,766,4040.07,1040.52,1441,0,0,1441,0
123,2,1000,513,3405.52,620.923,700,0,700,0,0
123,1,1000,775,3723.71,881.487,1410,1410,0,0,0
124,4,1000,618,2752.22,662.784,932,5,432,471,24
124,3,1000,787,2671.03,980.968,1530,0,0,1530,0
124,2,1000,542,2544.27,599.526,758,0,758,0,0
124,1,1000,795,2652.86,856.109,1504,1504,0,0,0
125,4,1000,630,1925.42,614.143,965,5,452,483,25
