Year, NodeId, Gender, IsCircumcised, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever HIVPos, Tested Ever HIVNeg, Tested Positive, Tested Negative
1963.46,1,1,0,78,0,0,0,0,1,0,0,0,0,0,0
1963.46,1,1,0,79,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,80,1,1,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,81,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,82,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,83,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,84,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,86,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,87,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,88,1,0,0,0,1,0,0,0,0,0,0
1963.46,1,1,0,89,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,90,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,91,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,92,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,93,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,94,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,95,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,96,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,97,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,98,0,0,0,0,0,0,0,0,0,0,0
1963.46,1,1,0,99,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,0,29,6,7,0,5,2,0,0,0,0,0
1964.03,1,0,0,1,31,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,2,26,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,3,24,4,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,4,11,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,5,9,3,1,0,1,1,0,0,0,0,0
1964.03,1,0,0,6,5,2,0,0,1,1,0,0,0,0,0
1964.03,1,0,0,7,10,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,8,6,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,9,4,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,10,3,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,11,9,6,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,12,12,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,13,8,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,14,6,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,15,9,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,16,4,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,17,12,7,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,18,11,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,19,9,5,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,20,5,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,21,4,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,22,9,8,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,23,6,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,24,3,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,25,4,1,0,0,1,1,0,0,0,0,0
1964.03,1,0,0,26,9,7,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,27,5,4,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,28,6,4,0,0,1,1,0,0,0,0,0
1964.03,1,0,0,29,5,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,30,2,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,31,9,4,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,32,6,4,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,33,3,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,34,2,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,35,6,5,0,0,1,1,0,0,0,0,0
1964.03,1,0,0,36,5,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,37,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,38,10,7,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,39,2,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,40,4,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,41,3,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,42,3,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,43,4,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,44,10,4,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,45,3,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,46,3,2,1,0,0,0,0,0,0,0,0
1964.03,1,0,0,47,5,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,48,4,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,49,1,1,0,0,1,0,0,0,0,0,0
1964.03,1,0,0,50,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,51,5,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,52,2,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,53,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,54,3,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,55,3,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,56,2,1,0,0,1,1,0,0,0,0,0
1964.03,1,0,0,57,1,1,0,0,1,0,0,0,0,0,0
1964.03,1,0,0,58,4,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,59,2,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,60,4,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,61,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,62,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,63,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,64,2,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,65,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,66,2,0,0,0,1,1,0,0,0,0,0
1964.03,1,0,0,67,2,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,68,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,69,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,70,1,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,71,3,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,72,2,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,73,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,74,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,75,2,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,76,2,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,77,1,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,78,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,79,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,80,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,81,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,82,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,83,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,84,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,85,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,86,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,87,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,88,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,89,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,90,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,91,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,92,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,93,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,94,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,95,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,96,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,97,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,98,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,3,6,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,4,9,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,5,13,5,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,6,16,8,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,7,6,4,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,8,9,3,1,0,0,0,0,0,0,0,0
1964.03,1,0,1,9,5,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,10,10,6,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,11,9,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,12,5,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,13,10,5,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,14,3,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,15,3,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,16,1,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,17,7,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,18,6,4,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,19,10,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,20,9,8,0,0,1,0,0,0,0,0,0
1964.03,1,0,1,21,6,4,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,22,13,8,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,23,14,11,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,24,8,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,25,9,5,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,26,5,4,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,27,14,6,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,28,3,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,29,6,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,30,9,4,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,31,7,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,32,5,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,33,5,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,34,5,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,35,6,5,0,0,1,1,0,0,0,0,0
1964.03,1,0,1,36,5,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,37,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,38,7,4,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,39,7,5,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,40,1,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,41,10,4,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,42,5,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,43,4,2,0,0,1,1,0,0,0,0,0
1964.03,1,0,1,44,3,1,0,0,1,0,0,0,0,0,0
1964.03,1,0,1,45,4,2,0,0,1,1,0,0,0,0,0
1964.03,1,0,1,46,10,6,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,47,4,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,48,6,3,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,49,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,50,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,51,4,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,52,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,53,1,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,54,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,55,2,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,56,4,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,57,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,58,0,0,0,0,1,1,0,0,0,0,0
1964.03,1,0,1,59,3,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,61,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,62,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,63,1,1,0,0,1,1,0,0,0,0,0
1964.03,1,0,1,64,3,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,65,4,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,66,3,1,0,0,1,0,0,0,0,0,0
1964.03,1,0,1,67,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,68,3,2,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,69,1,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,70,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,71,2,1,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,72,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,73,1,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,74,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,75,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,76,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,77,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,78,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,79,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,80,1,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,81,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,82,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,83,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,84,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,85,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,86,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,87,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,88,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,89,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,90,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,91,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,92,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,93,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,94,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,95,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,96,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,97,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,98,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,0,25,5,4,0,5,1,0,0,0,0,0
1964.03,1,1,0,1,28,4,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,2,22,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,3,33,6,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,4,20,5,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,5,23,6,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,6,18,6,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,7,23,6,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,8,16,2,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,9,24,9,0,0,1,1,0,0,0,0,0
1964.03,1,1,0,10,13,3,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,11,10,2,0,0,1,1,0,0,0,0,0
1964.03,1,1,0,12,11,5,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,13,17,8,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,14,14,6,2,0,1,1,0,0,0,0,0
1964.03,1,1,0,15,17,6,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,16,22,10,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,17,8,1,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,18,13,4,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,19,16,12,1,0,0,0,0,0,0,0,0
1964.03,1,1,0,20,19,10,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,21,21,11,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,22,14,8,1,0,0,0,0,0,0,0,0
1964.03,1,1,0,23,14,7,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,24,13,5,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,25,21,16,0,0,1,0,0,0,0,0,0
1964.03,1,1,0,26,18,11,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,27,17,11,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,28,13,7,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,29,14,10,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,30,9,6,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,31,15,9,1,0,0,0,0,0,0,0,0
1964.03,1,1,0,32,9,6,0,0,1,1,0,0,0,0,0
1964.03,1,1,0,33,11,8,0,0,1,1,0,0,0,0,0
1964.03,1,1,0,34,9,7,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,35,14,6,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,36,9,7,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,37,7,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,38,8,5,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,39,10,3,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,40,5,4,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,41,13,7,0,0,1,1,0,0,0,0,0
1964.03,1,1,0,42,4,3,0,0,1,1,0,0,0,0,0
1964.03,1,1,0,43,5,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,44,9,4,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,45,10,4,0,0,1,1,0,0,0,0,0
1964.03,1,1,0,46,8,5,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,47,8,4,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,48,8,2,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,49,8,3,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,50,8,5,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,51,12,4,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,52,4,3,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,53,4,2,0,0,1,1,0,0,0,0,0
1964.03,1,1,0,54,4,3,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,55,6,3,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,56,6,3,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,57,8,3,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,58,4,1,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,59,3,3,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,60,5,2,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,61,4,1,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,62,2,1,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,63,3,3,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,64,3,3,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,65,1,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,66,6,4,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,67,5,4,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,68,1,1,0,0,1,0,0,0,0,0,0
1964.03,1,1,0,69,2,1,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,70,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,71,3,3,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,72,3,1,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,73,1,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,74,2,2,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,75,3,1,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,76,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,77,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,78,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,79,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,80,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,81,1,1,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,82,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,83,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,84,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,85,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,86,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,87,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,88,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,89,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,90,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,91,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,92,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,93,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,94,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,95,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,96,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,97,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,98,0,0,0,0,0,0,0,0,0,0,0
1964.03,1,1,0,99,0,0,0,0,0,0,0,0,0,0,0
