Time,Year,Node_ID,Coital_Act_ID,Rel_ID,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,A_ID,B_ID,A_Gender,B_Gender,A_Age,B_Age,A_Is_Infected,B_Is_Infected,Did_Use_Condom,Risk_Multiplier,Transmission_Multiplier,Acquisition_Multiplier,Infection_Was_Transmitted,A_Num_Current_Rels,B_Num_Current_Rels,A_Is_Circumcised,B_Is_Circumcised,A_Has_CoInfection,B_Has_CoInfection,A_HIV_Infection_Stage,B_HIV_Infection_Stage,A_Is_On_ART,B_Is_On_ART
930,1963.05,1,131849,1,0,F,3,75,MALE,FEMALE,16.0445,22.7711,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0
930,1963.05,1,131850,1,0,F,3,75,MALE,FEMALE,16.0445,22.7711,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0
930,1963.05,1,131851,1,0,F,3,75,MALE,FEMALE,16.0445,22.7711,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0
930,1963.05,1,131852,1,0,F,3,75,MALE,FEMALE,16.0445,22.7711,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0
930,1963.05,1,131853,1,0,F,3,75,MALE,FEMALE,16.0445,22.7711,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0
930,1963.05,1,131854,1,0,F,3,75,MALE,FEMALE,16.0445,22.7711,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0
930,1963.05,1,131855,1,0,F,3,75,MALE,FEMALE,16.0445,22.7711,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0
930,1963.05,1,131856,1,0,F,3,75,MALE,FEMALE,16.0445,22.7711,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0
930,1963.05,1,131857,1,0,F,3,75,MALE,FEMALE,16.0445,22.7711,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0
930,1963.05,1,131858,1,0,F,3,75,MALE,FEMALE,16.0445,22.7711,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0
930,1963.05,1,131915,6,0,F,14,182,MALE,FEMALE,17.9944,24.16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
930,1963.05,1,131916,6,0,F,14,182,MALE,FEMALE,17.9944,24.16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
930,1963.05,1,131917,6,0,F,14,182,MALE,FEMALE,17.9944,24.16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
930,1963.05,1,131918,6,0,F,14,182,MALE,FEMALE,17.9944,24.16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
930,1963.05,1,131919,6,0,F,14,182,MALE,FEMALE,17.9944,24.16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
930,1963.05,1,131920,6,0,F,14,182,MALE,FEMALE,17.9944,24.16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
