Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_previous_num_coital_acts,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_previous_num_coital_acts,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
1,29,762.807,0,F,1,1,235,0,0,47.0126,0,1,1,0,0,0,1,1,0,0,0,0,2154,0,1,27.5511,0,1,1,0,0,0,1,1,0,0,0,0
2,29,986.478,0,F,1,1,3090,1,0,20.6965,0,1,1,0,0,0,1,1,0,0,0,0,1490,0,1,18.3371,0,1,1,0,0,0,1,1,0,0,0,0
3,29,52.0637,0,F,1,1,4512,0,0,42.3345,0,1,1,0,0,0,1,1,0,0,0,0,3080,0,1,29.2736,0,1,1,0,0,0,1,1,0,0,0,0
4,29,514.143,0,F,1,1,5514,0,0,16.6334,0,1,1,0,0,0,1,1,0,0,0,0,1505,0,1,22.3933,0,1,1,0,0,0,1,1,0,0,0,0
5,29,316.993,0,F,1,1,5641,0,0,16.9052,0,1,1,0,0,0,1,1,0,0,0,0,5506,0,1,21.4057,0,1,1,0,0,0,1,1,0,0,0,0
6,29,308.385,0,F,1,1,7543,0,0,42.0741,0,1,1,0,0,0,1,1,0,0,0,0,16474,0,1,44.6493,0,1,1,0,0,0,1,1,0,0,0,0
7,29,63.3706,0,F,1,1,8749,0,0,19.5576,0,1,1,0,0,0,1,1,0,0,0,0,7907,0,1,25.7049,0,1,1,0,0,0,1,1,0,0,0,0
8,29,208.046,0,F,1,1,16307,1,0,36.8857,0,1,1,0,0,0,1,1,0,0,0,0,4832,0,1,33.0013,0,1,1,0,0,0,1,1,0,0,0,0
9,29,715.019,0,F,1,1,16329,0,0,18.1304,0,1,1,0,0,0,1,1,0,0,0,0,11431,0,1,16.1918,0,1,1,0,0,0,1,1,0,0,0,0
10,29,401.741,0,F,1,1,2794,0,0,23.2928,0,1,1,0,0,0,1,1,0,0,0,0,10076,0,1,20.5221,0,1,1,0,0,0,1,1,0,0,0,0
11,29,50.0176,0,F,1,1,3712,1,0,28.0722,0,1,1,0,0,0,1,1,0,0,0,0,904,0,1,28.5997,0,1,1,0,0,0,1,1,0,0,0,0
12,29,331.213,0,F,1,1,4732,0,0,24.0858,0,1,1,0,0,0,1,1,0,0,0,0,16716,1,1,16.5747,0,1,1,0,0,0,1,1,0,0,0,0
13,29,323.567,0,F,1,1,6302,0,0,30.0692,0,1,1,0,0,0,1,1,0,0,0,0,11681,0,1,26.9199,0,1,1,0,0,0,1,1,0,0,0,0
14,29,177,0,F,1,1,6357,0,0,20.009,0,1,1,0,0,0,1,1,0,0,0,0,13612,1,1,19.6494,0,1,1,0,0,0,1,1,0,0,0,0
15,29,42.2425,0,F,1,1,7716,0,0,24.8397,0,1,1,0,0,0,1,1,0,0,0,0,2609,0,1,19.8916,0,1,1,0,0,0,1,1,0,0,0,0
16,29,496.728,0,F,1,1,8524,0,0,30.367,0,1,1,0,0,0,1,1,0,0,0,0,5302,0,1,23.2906,0,1,1,0,0,0,1,1,0,0,0,0
