Time,NodeID,Alleles,VectorPopulation,VectorPopulationNumDied,VectorPopulationAvgAgeAtDeath
108,1,a0.b0,97463,14569,6.6531
108,1,a1.b1,0,0,0
109,1,X,97317,14631,6.6938
109,1,Y,0,0,0
109,1,a0,97317,14631,6.6938
109,1,a1,0,0,0
109,1,b0,97317,14631,6.6938
109,1,b1,0,0,0
109,1,a0.b0,97317,14631,6.6938
109,1,a1.b1,0,0,0
110,1,X,97407,14535,6.65855
110,1,Y,0,0,0
110,1,a0,97407,14535,6.65855
110,1,a1,0,0,0
110,1,b0,97407,14535,6.65855
110,1,b1,0,0,0
110,1,a0.b0,97407,14535,6.65855
110,1,a1.b1,0,0,0
111,1,X,97115,14768,6.63502
111,1,Y,0,0,0
111,1,a0,97115,14768,6.63502
111,1,a1,0,0,0
111,1,b0,97115,14768,6.63502
111,1,b1,0,0,0
111,1,a0.b0,97115,14768,6.63502
111,1,a1.b1,0,0,0
112,1,X,97390,14352,6.65649
112,1,Y,0,0,0
112,1,a0,97390,14352,6.65649
112,1,a1,0,0,0
112,1,b0,97390,14352,6.65649
112,1,b1,0,0,0
112,1,a0.b0,97390,14352,6.65649
112,1,a1.b1,0,0,0
113,1,X,97516,14522,6.59716
113,1,Y,0,0,0
113,1,a0,97516,14522,6.59716
113,1,a1,0,0,0
113,1,b0,97516,14522,6.59716
113,1,b1,0,0,0
113,1,a0.b0,97516,14522,6.59716
113,1,a1.b1,0,0,0
114,1,X,97606,14432,6.67059
114,1,Y,0,0,0
114,1,a0,97606,14432,6.67059
114,1,a1,0,0,0
114,1,b0,97606,14432,6.67059
114,1,b1,0,0,0
114,1,a0.b0,97606,14432,6.67059
114,1,a1.b1,0,0,0
115,1,X,97625,14588,6.74637
115,1,Y,0,0,0
115,1,a0,97625,14588,6.74637
115,1,a1,0,0,0
115,1,b0,97625,14588,6.74637
115,1,b1,0,0,0
115,1,a0.b0,97625,14588,6.74637
115,1,a1.b1,0,0,0
116,1,X,97613,14596,6.6806
116,1,Y,0,0,0
116,1,a0,97613,14596,6.6806
116,1,a1,0,0,0
116,1,b0,97613,14596,6.6806
116,1,b1,0,0,0
116,1,a0.b0,97613,14596,6.6806
116,1,a1.b1,0,0,0
117,1,X,97423,14636,6.6758
117,1,Y,0,0,0
117,1,a0,97423,14636,6.6758
117,1,a1,0,0,0
117,1,b0,97423,14636,6.6758
117,1,b1,0,0,0
117,1,a0.b0,97423,14636,6.6758
117,1,a1.b1,0,0,0
118,1,X,97372,14605,6.70318
118,1,Y,0,0,0
118,1,a0,97372,14605,6.70318
118,1,a1,0,0,0
118,1,b0,97372,14605,6.70318
118,1,b1,0,0,0
118,1,a0.b0,97372,14605,6.70318
118,1,a1.b1,0,0,0
119,1,X,97625,14602,6.72737
119,1,Y,0,0,0
119,1,a0,97625,14602,6.72737
119,1,a1,0,0,0
119,1,b0,97625,14602,6.72737
119,1,b1,0,0,0
119,1,a0.b0,97625,14602,6.72737
119,1,a1.b1,0,0,0
120,1,X,97824,14601,6.70002
120,1,Y,0,0,0
120,1,a0,97824,14601,6.70002
120,1,a1,0,0,0
120,1,b0,97824,14601,6.70002
120,1,b1,0,0,0
120,1,a0.b0,97824,14601,6.70002
120,1,a1.b1,0,0,0
121,1,X,97824,14745,6.56385
121,1,Y,0,0,0
121,1,a0,97824,14745,6.56385
121,1,a1,0,0,0
121,1,b0,97824,14745,6.56385
121,1,b1,0,0,0
121,1,a0.b0,97824,14745,6.56385
121,1,a1.b1,0,0,0
122,1,X,98063,14336,6.66804
122,1,Y,0,0,0
122,1,a0,98063,14336,6.66804
122,1,a1,0,0,0
122,1,b0,98063,14336,6.66804
122,1,b1,0,0,0
122,1,a0.b0,98063,14336,6.66804
122,1,a1.b1,0,0,0
123,1,X,97594,14952,6.65463
123,1,Y,0,0,0
123,1,a0,97594,14952,6.65463
123,1,a1,0,0,0
123,1,b0,97594,14952,6.65463
123,1,b1,0,0,0
123,1,a0.b0,97594,14952,6.65463
123,1,a1.b1,0,0,0
124,1,X,97597,14617,6.7245
124,1,Y,0,0,0
124,1,a0,97597,14617,6.7245
124,1,a1,0,0,0
124,1,b0,97597,14617,6.7245
124,1,b1,0,0,0
124,1,a0.b0,97597,14617,6.7245
124,1,a1.b1,0,0,0
125,1,X,97661,14739,6.71362
125,1,Y,0,0,0
125,1,a0,97661,14739,6.71362
125,1,a1,0,0,0
125,1,b0,97661,14739,6.71362
125,1,b1,0,0,0
125,1,a0.b0,97661,14739,6.71362
125,1,a1.b1,0,0,0
126,1,X,97439,14674,6.64495
126,1,Y,0,0,0
126,1,a0,97439,14674,6.64495
126,1,a1,460,0,0
126,1,b0,97439,14674,6.64495
126,1,b1,460,0,0
126,1,a0.b0,97439,14674,6.64495
126,1,a1.b1,460,0,0
127,1,X,97159,14784,6.67025
127,1,Y,0,0,0
127,1,a0,97159,14784,6.67025
127,1,a1,707,96,1
127,1,b0,97159,14784,6.67025
127,1,b1,707,96,1
127,1,a0.b0,97159,14784,6.67025
127,1,a1.b1,707,96,1
128,1,X,97181,14583,6.66255
128,1,Y,0,0,0
128,1,a0,97181,14583,6.66255
128,1,a1,955,106,1.37736
128,1,b0,97181,14583,6.66255
128,1,b1,955,106,1.37736
128,1,a0.b0,97181,14583,6.66255
128,1,a1.b1,955,106,1.37736
129,1,X,97453,14643,6.65608
129,1,Y,0,0,0
129,1,a0,97453,14643,6.65608
129,1,a1,1414,120,1.81667
129,1,b0,97453,14643,6.65608
129,1,b1,1414,120,1.81667
129,1,a0.b0,97453,14643,6.65608
129,1,a1.b1,1414,120,1.81667
130,1,X,97654,14565,6.71603
130,1,Y,0,0,0
130,1,a0,97654,14565,6.71603
130,1,a1,1677,236,2.24576
130,1,b0,97654,14565,6.71603
130,1,b1,1677,236,2.24576
130,1,a0.b0,97654,14565,6.71603
130,1,a1.b1,1677,236,2.24576
131,1,X,97472,14568,6.64717
131,1,Y,0,0,0
131,1,a0,97472,14568,6.64717
131,1,a1,1898,243,2.33745
131,1,b0,97472,14568,6.64717
131,1,b1,1898,243,2.33745
131,1,a0.b0,97472,14568,6.64717
131,1,a1.b1,1898,243,2.33745
132,1,X,97423,14524,6.65381
132,1,Y,0,0,0
132,1,a0,97423,14524,6.65381
132,1,a1,2165,237,2.80169
132,1,b0,97423,14524,6.65381
132,1,b1,2165,237,2.80169
132,1,a0.b0,97423,14524,6.65381
132,1,a1.b1,2165,237,2.80169
133,1,X,97503,14630,6.64928
133,1,Y,0,0,0
133,1,a0,97503,14630,6.64928
133,1,a1,2379,315,3.15238
133,1,b0,97503,14630,6.64928
133,1,b1,2379,315,3.15238
133,1,a0.b0,97503,14630,6.64928
133,1,a1.b1,2379,315,3.15238
134,1,X,97549,14547,6.71279
134,1,Y,0,0,0
134,1,a0,97549,14547,6.71279
134,1,a1,2474,347,3.34582
134,1,b0,97549,14547,6.71279
134,1,b1,2474,347,3.34582
134,1,a0.b0,97549,14547,6.71279
134,1,a1.b1,2474,347,3.34582
135,1,X,97449,14643,6.73332
135,1,Y,0,0,0
135,1,a0,97449,14643,6.73332
135,1,a1,2576,347,3.91354
135,1,b0,97449,14643,6.73332
135,1,b1,2576,347,3.91354
135,1,a0.b0,97449,14643,6.73332
135,1,a1.b1,2576,347,3.91354
136,1,X,97346,14635,6.62467
136,1,Y,0,0,0
136,1,a0,97346,14635,6.62467
136,1,a1,2659,350,4.20571
136,1,b0,97346,14635,6.62467
136,1,b1,2659,350,4.20571
136,1,a0.b0,97346,14635,6.62467
136,1,a1.b1,2659,350,4.20571
137,1,X,97290,14572,6.66998
137,1,Y,0,0,0
137,1,a0,97290,14572,6.66998
137,1,a1,2701,358,4.80447
137,1,b0,97290,14572,6.66998
137,1,b1,2701,358,4.80447
137,1,a0.b0,97290,14572,6.66998
137,1,a1.b1,2701,358,4.80447
138,1,X,97170,14673,6.61944
138,1,Y,0,0,0
138,1,a0,97170,14673,6.61944
138,1,a1,2664,398,4.6206
138,1,b0,97170,14673,6.61944
138,1,b1,2664,398,4.6206
138,1,a0.b0,97170,14673,6.61944
138,1,a1.b1,2664,398,4.6206
139,1,X,97190,14645,6.73199
139,1,Y,0,0,0
139,1,a0,97190,14645,6.73199
139,1,a1,2609,394,5.55584
139,1,b0,97190,14645,6.73199
139,1,b1,2609,394,5.55584
139,1,a0.b0,97190,14645,6.73199
139,1,a1.b1,2609,394,5.55584
140,1,X,97128,14603,6.6598
140,1,Y,0,0,0
140,1,a0,97128,14603,6.6598
140,1,a1,2552,382,5.46597
140,1,b0,97128,14603,6.6598
140,1,b1,2552,382,5.46597
140,1,a0.b0,97128,14603,6.6598
140,1,a1.b1,2552,382,5.46597
141,1,X,97088,14533,6.60992
141,1,Y,0,0,0
141,1,a0,97088,14533,6.60992
141,1,a1,2457,383,5.83812
141,1,b0,97088,14533,6.60992
141,1,b1,2457,383,5.83812
141,1,a0.b0,97088,14533,6.60992
141,1,a1.b1,2457,383,5.83812
142,1,X,96882,14664,6.71147
142,1,Y,0,0,0
142,1,a0,96882,14664,6.71147
142,1,a1,2357,355,6.16901
142,1,b0,96882,14664,6.71147
142,1,b1,2357,355,6.16901
142,1,a0.b0,96882,14664,6.71147
142,1,a1.b1,2357,355,6.16901
143,1,X,96937,14603,6.66603
143,1,Y,0,0,0
143,1,a0,96937,14603,6.66603
143,1,a1,2171,373,6.65952
143,1,b0,96937,14603,6.66603
143,1,b1,2171,373,6.65952
143,1,a0.b0,96937,14603,6.66603
143,1,a1.b1,2171,373,6.65952
144,1,X,96517,14605,6.62225
144,1,Y,0,0,0
144,1,a0,96517,14605,6.62225
144,1,a1,2008,325,6.84
144,1,b0,96517,14605,6.62225
144,1,b1,2008,325,6.84
144,1,a0.b0,96517,14605,6.62225
144,1,a1.b1,2008,325,6.84
145,1,X,96574,14525,6.72613
145,1,Y,0,0,0
145,1,a0,96574,14525,6.72613
145,1,a1,1860,315,8.2
145,1,b0,96574,14525,6.72613
145,1,b1,1860,315,8.2
145,1,a0.b0,96574,14525,6.72613
145,1,a1.b1,1860,315,8.2
146,1,X,96954,14476,6.64707
146,1,Y,0,0,0
146,1,a0,96954,14476,6.64707
146,1,a1,1730,260,7.93462
146,1,b0,96954,14476,6.64707
146,1,b1,1730,260,7.93462
146,1,a0.b0,96954,14476,6.64707
146,1,a1.b1,1730,260,7.93462
147,1,X,97135,14512,6.62741
147,1,Y,0,0,0
147,1,a0,97135,14512,6.62741
147,1,a1,1606,249,8.29317
147,1,b0,97135,14512,6.62741
147,1,b1,1606,249,8.29317
147,1,a0.b0,97135,14512,6.62741
147,1,a1.b1,1606,249,8.29317
148,1,X,96860,14798,6.61792
148,1,Y,0,0,0
148,1,a0,96860,14798,6.61792
148,1,a1,1471,261,9.09579
148,1,b0,96860,14798,6.61792
148,1,b1,1471,261,9.09579
148,1,a0.b0,96860,14798,6.61792
148,1,a1.b1,1471,261,9.09579
149,1,X,96860,14463,6.62007
149,1,Y,0,0,0
149,1,a0,96860,14463,6.62007
149,1,a1,1306,236,9.1017
149,1,b0,96860,14463,6.62007
149,1,b1,1306,236,9.1017
149,1,a0.b0,96860,14463,6.62007
149,1,a1.b1,1306,236,9.1017
150,1,X,96839,14645,6.73827
150,1,Y,0,0,0
150,1,a0,96839,14645,6.73827
150,1,a1,1210,186,8.75806
150,1,b0,96839,14645,6.73827
150,1,b1,1210,186,8.75806
150,1,a0.b0,96839,14645,6.73827
150,1,a1.b1,1210,186,8.75806
151,1,X,96978,14698,6.6739
151,1,Y,0,0,0
151,1,a0,96978,14698,6.6739
151,1,a1,1126,174,9.92529
151,1,b0,96978,14698,6.6739
151,1,b1,1126,174,9.92529
151,1,a0.b0,96978,14698,6.6739
151,1,a1.b1,1126,174,9.92529
152,1,X,96926,14626,6.65848
152,1,Y,0,0,0
152,1,a0,96925,14626,6.65848
152,1,a1,1180,184,10.3859
152,1,b0,96925,14626,6.65848
152,1,b1,1180,184,10.3859
152,1,a0.b0,96925,14626,6.65848
152,1,a1.b1,1170,184,10.3859
153,1,X,97200,14348,6.63709
153,1,Y,0,0,0
153,1,a0,97198,14348,6.63709
153,1,a1,1233,173,8.6474
153,1,b0,97198,14348,6.63709
153,1,b1,1236,171,8.73684
153,1,a0.b0,97198,14348,6.63709
153,1,a1.b1,1218,170,8.78235
154,1,X,97312,14525,6.68089
154,1,Y,0,0,0
154,1,a0,97310,14525,6.68089
154,1,a1,1267,200,8.895
154,1,b0,97310,14525,6.68089
154,1,b1,1275,203,8.78325
154,1,a0.b0,97310,14525,6.68089
154,1,a1.b1,1249,197,9.01015
155,1,X,97132,14666,6.67653
155,1,Y,0,0,0
155,1,a0,97126,14666,6.67653
155,1,a1,1514,197,7.7665
155,1,b0,97124,14666,6.67653
155,1,b1,1514,202,7.59406
155,1,a0.b0,97124,14666,6.67653
155,1,a1.b1,1477,196,7.79082
156,1,X,97360,14551,6.62937
156,1,Y,0,0,0
156,1,a0,97351,14551,6.62937
156,1,a1,1680,249,5.57831
156,1,b0,97350,14550,6.62976
156,1,b1,1681,246,5.63008
156,1,a0.b0,97350,14550,6.62976
156,1,a1.b1,1635,241,5.70954
157,1,X,97311,14586,6.66694
157,1,Y,0,0,0
157,1,a0,97301,14586,6.66694
157,1,a1,1865,260,6.46923
157,1,b0,97299,14586,6.66694
157,1,b1,1873,261,6.44444
157,1,a0.b0,97299,14586,6.66694
157,1,a1.b1,1809,254,6.57874
158,1,X,97637,14364,6.64453
158,1,Y,0,0,0
158,1,a0,97621,14363,6.64492
158,1,a1,2154,290,5.16207
158,1,b0,97620,14362,6.64517
158,1,b1,2144,300,5.11
158,1,a0.b0,97620,14362,6.64517
158,1,a1.b1,2074,286,5.22028
159,1,X,97446,14773,6.6231
159,1,Y,0,0,0
159,1,a0,97428,14772,6.62327
159,1,a1,2473,344,4.75872
159,1,b0,97428,14772,6.62327
159,1,b1,2474,342,4.74561
159,1,a0.b0,97427,14772,6.62327
159,1,a1.b1,2377,332,4.84337
160,1,X,97511,14492,6.56521
160,1,Y,0,0,0
160,1,a0,97490,14491,6.56539
160,1,a1,2736,368,4.5163
160,1,b0,97487,14491,6.56539
160,1,b1,2733,373,4.47721
160,1,a0.b0,97486,14491,6.56539
160,1,a1.b1,2634,353,4.59207
161,1,X,97310,14697,6.65551
161,1,Y,0,0,0
161,1,a0,97280,14696,6.65576
161,1,a1,3012,401,5.06733
161,1,b0,97278,14694,6.65632
161,1,b1,3013,395,5.11899
161,1,a0.b0,97276,14694,6.65632
161,1,a1.b1,2887,385,5.14026
162,1,X,97020,14600,6.73295
162,1,Y,0,0,0
162,1,a0,96993,14595,6.73361
162,1,a1,3239,467,4.61456
162,1,b0,96993,14594,6.734
162,1,b1,3225,467,4.57602
162,1,a0.b0,96990,14594,6.734
162,1,a1.b1,3090,448,4.64063
163,1,X,97223,14318,6.78363
163,1,Y,0,0,0
163,1,a0,97190,14316,6.78374
163,1,a1,3441,455,4.32308
163,1,b0,97191,14316,6.78374
163,1,b1,3440,448,4.32589
163,1,a0.b0,97187,14316,6.78374
163,1,a1.b1,3289,433,4.3649
164,1,X,97250,14700,6.65646
164,1,Y,0,0,0
164,1,a0,97206,14697,6.65714
164,1,a1,3721,469,4.58422
164,1,b0,97206,14698,6.65689
164,1,b1,3738,460,4.61087
164,1,a0.b0,97201,14697,6.65714
164,1,a1.b1,3565,443,4.65011
165,1,X,97304,14558,6.69048
165,1,Y,0,0,0
165,1,a0,97260,14553,6.69134
165,1,a1,3913,528,4.55492
165,1,b0,97260,14551,6.69212
165,1,b1,3921,530,4.53019
165,1,a0.b0,97255,14551,6.69212
165,1,a1.b1,3737,503,4.56461
166,1,X,97578,14357,6.66553
166,1,Y,0,0,0
166,1,a0,97521,14355,6.66493
166,1,a1,4037,570,4.92632
166,1,b0,97522,14354,6.66504
166,1,b1,4055,557,4.94434
166,1,a0.b0,97516,14354,6.66504
166,1,a1.b1,3846,542,4.95756
167,1,X,97641,14671,6.73212
167,1,Y,0,0,0
167,1,a0,97587,14660,6.7352
167,1,a1,4118,596,5.3104
167,1,b0,97589,14661,6.73467
167,1,b1,4139,594,5.34343
167,1,a0.b0,97583,14659,6.73518
167,1,a1.b1,3920,566,5.39929
168,1,X,97569,14693,6.61295
168,1,Y,0,0,0
168,1,a0,97520,14684,6.61482
168,1,a1,4193,623,5.04334
168,1,b0,97520,14686,6.61412
168,1,b1,4211,627,5.04625
168,1,a0.b0,97516,14684,6.61482
168,1,a1.b1,3991,592,5.08615
169,1,X,97521,14682,6.6433
169,1,Y,0,0,0
169,1,a0,97466,14676,6.64432
169,1,a1,4214,605,5.08926
169,1,b0,97469,14675,6.6445
169,1,b1,4245,601,5.11481
169,1,a0.b0,97463,14675,6.6445
169,1,a1.b1,4015,579,5.12263
170,1,X,97502,14537,6.58554
170,1,Y,0,0,0
170,1,a0,97448,14531,6.58613
170,1,a1,4262,597,5.59129
170,1,b0,97452,14531,6.58613
170,1,b1,4271,616,5.56656
170,1,a0.b0,97445,14531,6.58613
170,1,a1.b1,4057,570,5.57018
171,1,X,97352,14622,6.65142
171,1,Y,0,0,0
171,1,a0,97302,14610,6.65222
171,1,a1,4218,634,5.76656
171,1,b0,97304,14612,6.65193
171,1,b1,4224,627,5.80542
171,1,a0.b0,97298,14610,6.65222
171,1,a1.b1,4008,603,5.77446
172,1,X,97335,14442,6.65891
172,1,Y,0,0,0
172,1,a0,97286,14435,6.66082
172,1,a1,4088,611,5.79705
172,1,b0,97292,14433,6.66126
172,1,b1,4100,603,5.82919
172,1,a0.b0,97284,14433,6.66126
172,1,a1.b1,3884,579,5.84283
173,1,X,97166,14570,6.69842
173,1,Y,0,0,0
173,1,a0,97122,14562,6.69874
173,1,a1,3966,595,6.40672
173,1,b0,97125,14565,6.69846
173,1,b1,3990,586,6.37201
173,1,a0.b0,97120,14562,6.69874
173,1,a1.b1,3773,562,6.40036
174,1,X,97176,14644,6.69435
174,1,Y,0,0,0
174,1,a0,97137,14637,6.69222
174,1,a1,3898,570,6.81579
174,1,b0,97140,14637,6.69222
174,1,b1,3911,589,6.73005
174,1,a0.b0,97135,14637,6.69222
174,1,a1.b1,3703,546,6.78938
175,1,X,97176,14572,6.7478
175,1,Y,0,0,0
175,1,a0,97133,14569,6.74803
175,1,a1,3715,582,6.64605
175,1,b0,97137,14568,6.74746
175,1,b1,3710,593,6.62732
175,1,a0.b0,97132,14568,6.74746
175,1,a1.b1,3525,551,6.6824
176,1,X,97192,14507,6.75081
176,1,Y,0,0,0
176,1,a0,97154,14498,6.75072
176,1,a1,3591,542,7.0203
176,1,b0,97156,14500,6.75062
176,1,b1,3598,535,7.19065
176,1,a0.b0,97153,14498,6.75072
176,1,a1.b1,3417,511,7.09393
177,1,X,97208,14618,6.74408
177,1,Y,0,0,0
177,1,a0,97176,14610,6.74298
177,1,a1,3457,534,7.92135
177,1,b0,97177,14610,6.74298
177,1,b1,3453,532,7.94925
177,1,a0.b0,97174,14610,6.74298
177,1,a1.b1,3277,514,7.96109
178,1,X,97491,14556,6.63129
178,1,Y,0,0,0
178,1,a0,97459,14552,6.6307
178,1,a1,3382,510,7.55882
178,1,b0,97459,14552,6.63105
178,1,b1,3372,511,7.58708
178,1,a0.b0,97457,14551,6.63109
178,1,a1.b1,3203,486,7.6214
179,1,X,97454,14458,6.61392
179,1,Y,0,0,0
179,1,a0,97428,14451,6.61283
179,1,a1,3295,523,7.05927
179,1,b0,97428,14451,6.61283
179,1,b1,3288,521,7.17658
179,1,a0.b0,97426,14451,6.61283
179,1,a1.b1,3122,496,7.09274
180,1,X,97243,14730,6.63157
180,1,Y,0,0,0
180,1,a0,97218,14727,6.63156
180,1,a1,3242,464,7.84483
180,1,b0,97220,14727,6.63156
180,1,b1,3229,463,7.93737
180,1,a0.b0,97216,14727,6.63156
180,1,a1.b1,3069,437,7.88787
181,1,X,97324,14673,6.69972
181,1,Y,0,0,0
181,1,a0,97293,14671,6.70022
181,1,a1,3257,490,7.46122
181,1,b0,97295,14671,6.70022
181,1,b1,3243,486,7.40329
181,1,a0.b0,97291,14671,6.70022
181,1,a1.b1,3068,464,7.46336
182,1,X,97146,14764,6.64888
182,1,Y,0,0,0
182,1,a0,97118,14759,6.64679
182,1,a1,3263,488,7.2459
182,1,b0,97119,14760,6.6479
182,1,b1,3237,493,7.30629
182,1,a0.b0,97115,14759,6.64679
182,1,a1.b1,3071,457,7.28009
183,1,X,97210,14528,6.58287
183,1,Y,0,0,0
183,1,a0,97178,14527,6.5825
183,1,a1,3329,479,7.35699
183,1,b0,97182,14525,6.58182
183,1,b1,3300,470,7.24894
183,1,a0.b0,97176,14525,6.58182
183,1,a1.b1,3124,451,7.30377
184,1,X,96980,14659,6.63203
184,1,Y,0,0,0
184,1,a0,96945,14655,6.63241
184,1,a1,3482,481,7.27443
184,1,b0,96944,14657,6.63185
184,1,b1,3439,483,7.26294
184,1,a0.b0,96940,14655,6.63241
184,1,a1.b1,3248,455,7.32527
185,1,X,96838,14694,6.71989
185,1,Y,0,0,0
185,1,a0,96801,14689,6.71856
185,1,a1,3652,527,6.6945
185,1,b0,96800,14689,6.71856
185,1,b1,3606,509,6.8664
185,1,a0.b0,96795,14689,6.71856
185,1,a1.b1,3395,490,6.84898
186,1,X,96864,14592,6.63254
186,1,Y,0,0,0
186,1,a0,96819,14586,6.63246
186,1,a1,3829,555,6.30631
186,1,b0,96821,14586,6.63259
186,1,b1,3782,558,6.41577
186,1,a0.b0,96813,14585,6.63277
186,1,a1.b1,3553,522,6.39847
187,1,X,96987,14426,6.69382
187,1,Y,0,0,0
187,1,a0,96943,14418,6.69594
187,1,a1,4100,597,6.32998
187,1,b0,96939,14420,6.69515
187,1,b1,4039,590,6.44746
187,1,a0.b0,96933,14418,6.69594
187,1,a1.b1,3789,551,6.41198
188,1,X,96943,14641,6.73711
188,1,Y,0,0,0
188,1,a0,96894,14636,6.7364
188,1,a1,4344,654,5.78287
188,1,b0,96889,14636,6.7364
188,1,b1,4318,632,5.9557
188,1,a0.b0,96881,14636,6.7364
188,1,a1.b1,4024,605,5.97025
189,1,X,96806,14606,6.71813
189,1,Y,0,0,0
189,1,a0,96754,14601,6.7179
189,1,a1,4561,675,5.97037
189,1,b0,96751,14600,6.71801
189,1,b1,4544,656,5.91311
189,1,a0.b0,96742,14600,6.71801
189,1,a1.b1,4224,622,5.9791
190,1,X,97020,14404,6.70175
190,1,Y,0,0,0
190,1,a0,96963,14395,6.70163
190,1,a1,4943,664,5.48795
190,1,b0,96961,14393,6.70201
190,1,b1,4861,665,5.47218
190,1,a0.b0,96952,14391,6.70197
190,1,a1.b1,4527,621,5.44444
191,1,X,97111,14558,6.5963
191,1,Y,0,0,0
191,1,a0,97056,14547,6.59689
191,1,a1,5209,747,5.43106
191,1,b0,97054,14550,6.59746
191,1,b1,5124,729,5.56516
191,1,a0.b0,97045,14547,6.59689
191,1,a1.b1,4766,685,5.52847
192,1,X,97462,14530,6.61225
192,1,Y,0,0,0
192,1,a0,97408,14519,6.61485
192,1,a1,5578,780,5.36154
192,1,b0,97407,14519,6.61457
192,1,b1,5495,752,5.47207
192,1,a0.b0,97395,14518,6.61496
192,1,a1.b1,5093,715,5.4993
193,1,X,97551,14546,6.65998
193,1,Y,0,0,0
193,1,a0,97493,14533,6.66174
193,1,a1,5903,795,5.13208
193,1,b0,97491,14530,6.66222
193,1,b1,5788,794,5.17758
193,1,a0.b0,97480,14529,6.66261
193,1,a1.b1,5383,730,5.23014
194,1,X,97268,14762,6.70993
194,1,Y,0,0,0
194,1,a0,97207,14753,6.71118
194,1,a1,6204,868,5.32143
194,1,b0,97207,14754,6.7116
194,1,b1,6109,835,5.32575
194,1,a0.b0,97194,14751,6.71195
194,1,a1.b1,5674,776,5.38015
195,1,X,97114,14686,6.61099
195,1,Y,0,0,0
195,1,a0,97050,14672,6.61348
195,1,a1,6439,902,5.13193
195,1,b0,97052,14669,6.6132
195,1,b1,6305,903,5.18605
195,1,a0.b0,97038,14668,6.61358
195,1,a1.b1,5863,839,5.118
196,1,X,97527,14303,6.63553
196,1,Y,0,0,0
196,1,a0,97453,14292,6.63595
196,1,a1,6743,868,5.3606
196,1,b0,97458,14291,6.63585
196,1,b1,6582,859,5.35157
196,1,a0.b0,97444,14289,6.63657
196,1,a1.b1,6142,786,5.40712
197,1,X,97566,14586,6.5772
197,1,Y,0,0,0
197,1,a0,97490,14574,6.58021
197,1,a1,6870,965,5.36269
197,1,b0,97499,14571,6.58012
197,1,b1,6711,940,5.32234
197,1,a0.b0,97482,14571,6.58012
197,1,a1.b1,6267,870,5.32759
198,1,X,97662,14624,6.7671
198,1,Y,0,0,0
198,1,a0,97563,14613,6.76904
198,1,a1,6924,1033,5.65344
198,1,b0,97571,14618,6.76864
198,1,b1,6797,994,5.71227
198,1,a0.b0,97555,14612,6.76944
198,1,a1.b1,6327,937,5.69584
199,1,X,97302,14788,6.67893
199,1,Y,0,0,0
199,1,a0,97197,14778,6.68122
199,1,a1,6955,1048,5.80153
199,1,b0,97210,14778,6.68081
199,1,b1,6817,1032,5.77035
199,1,a0.b0,97190,14777,6.68092
199,1,a1.b1,6336,971,5.83934
200,1,X,97122,14641,6.66102
200,1,Y,0,0,0
200,1,a0,97006,14632,6.66177
200,1,a1,7058,973,5.87975
200,1,b0,97023,14630,6.66179
200,1,b1,6916,949,5.96417
200,1,a0.b0,96997,14630,6.66179
200,1,a1.b1,6415,883,5.96149
201,1,X,96949,14774,6.72485
201,1,Y,0,0,0
201,1,a0,96837,14756,6.72669
201,1,a1,6988,1112,6.31565
201,1,b0,96857,14755,6.72762
201,1,b1,6799,1113,6.20575
201,1,a0.b0,96833,14751,6.72795
201,1,a1.b1,6306,1031,6.28322
202,1,X,96987,14470,6.66455
202,1,Y,0,0,0
202,1,a0,96878,14451,6.66867
202,1,a1,6972,1039,5.85563
202,1,b0,96898,14453,6.66796
202,1,b1,6784,1008,5.9246
202,1,a0.b0,96874,14450,6.66879
202,1,a1.b1,6291,934,5.94111
203,1,X,97007,14483,6.70731
203,1,Y,0,0,0
203,1,a0,96892,14471,6.70721
203,1,a1,6954,1037,6.22372
203,1,b0,96910,14473,6.70711
203,1,b1,6779,1007,6.32373
203,1,a0.b0,96885,14470,6.70657
203,1,a1.b1,6303,928,6.32328
204,1,X,96882,14565,6.59993
204,1,Y,0,0,0
204,1,a0,96772,14545,6.60076
204,1,a1,6957,997,6.37312
204,1,b0,96785,14548,6.60187
204,1,b1,6782,996,6.28213
204,1,a0.b0,96762,14544,6.60114
204,1,a1.b1,6306,913,6.37349
205,1,X,96911,14616,6.69691
205,1,Y,0,0,0
205,1,a0,96806,14594,6.69953
205,1,a1,6903,1091,6.35014
205,1,b0,96818,14595,6.69942
205,1,b1,6762,1053,6.32859
205,1,a0.b0,96792,14594,6.69953
205,1,a1.b1,6248,999,6.33534
206,1,X,97158,14419,6.69152
206,1,Y,0,0,0
206,1,a0,97062,14399,6.69227
206,1,a1,6857,1003,6.51745
206,1,b0,97074,14401,6.69231
206,1,b1,6710,981,6.45973
206,1,a0.b0,97048,14397,6.69257
206,1,a1.b1,6186,910,6.45604
207,1,X,97335,14626,6.63934
207,1,Y,0,0,0
207,1,a0,97237,14611,6.64164
207,1,a1,6886,981,6.49235
207,1,b0,97247,14613,6.64162
207,1,b1,6712,971,6.5829
207,1,a0.b0,97225,14608,6.64232
207,1,a1.b1,6209,889,6.53318
208,1,X,97127,14810,6.67198
208,1,Y,0,0,0
208,1,a0,97022,14798,6.67077
208,1,a1,6830,1019,6.74387
208,1,b0,97034,14797,6.67162
208,1,b1,6663,1003,6.64506
208,1,a0.b0,97009,14796,6.67099
208,1,a1.b1,6148,936,6.70299
209,1,X,97211,14616,6.62685
209,1,Y,0,0,0
