Time,NodeID,Alleles,VectorPopulation,VectorPopulationNumDied,VectorPopulationAvgAgeAtDeath
15,1,b0,638,150,17.9333
15,1,b1,0,0,0
15,1,a0.b0,638,150,17.9333
15,1,a1.b1,0,0,0
16,1,X,495,143,18.8322
16,1,Y,0,0,0
16,1,a0,495,143,18.8322
16,1,a1,0,0,0
16,1,b0,495,143,18.8322
16,1,b1,0,0,0
16,1,a0.b0,495,143,18.8322
16,1,a1.b1,0,0,0
17,1,X,413,82,19.6829
17,1,Y,0,0,0
17,1,a0,413,82,19.6829
17,1,a1,0,0,0
17,1,b0,413,82,19.6829
17,1,b1,0,0,0
17,1,a0.b0,413,82,19.6829
17,1,a1.b1,0,0,0
18,1,X,320,93,20.957
18,1,Y,0,0,0
18,1,a0,320,93,20.957
18,1,a1,0,0,0
18,1,b0,320,93,20.957
18,1,b1,0,0,0
18,1,a0.b0,320,93,20.957
18,1,a1.b1,0,0,0
19,1,X,244,76,21.8816
19,1,Y,0,0,0
19,1,a0,244,76,21.8816
19,1,a1,0,0,0
19,1,b0,244,76,21.8816
19,1,b1,0,0,0
19,1,a0.b0,244,76,21.8816
19,1,a1.b1,0,0,0
20,1,X,193,51,22.8039
20,1,Y,0,0,0
20,1,a0,193,51,22.8039
20,1,a1,0,0,0
20,1,b0,193,51,22.8039
20,1,b1,0,0,0
20,1,a0.b0,193,51,22.8039
20,1,a1.b1,0,0,0
21,1,X,147,46,23.9783
21,1,Y,0,0,0
21,1,a0,147,46,23.9783
21,1,a1,0,0,0
21,1,b0,147,46,23.9783
21,1,b1,0,0,0
21,1,a0.b0,147,46,23.9783
21,1,a1.b1,0,0,0
22,1,X,23240,23,24.7826
22,1,Y,0,0,0
22,1,a0,23240,23,24.7826
22,1,a1,0,0,0
22,1,b0,23240,23,24.7826
22,1,b1,0,0,0
22,1,a0.b0,23240,23,24.7826
22,1,a1.b1,0,0,0
23,1,X,28929,4411,1.19134
23,1,Y,0,0,0
23,1,a0,28929,4411,1.19134
23,1,a1,0,0,0
23,1,b0,28929,4411,1.19134
23,1,b1,0,0,0
23,1,a0.b0,28929,4411,1.19134
23,1,a1.b1,0,0,0
24,1,X,36502,3867,1.60434
24,1,Y,0,0,0
24,1,a0,36502,3867,1.60434
24,1,a1,0,0,0
24,1,b0,36502,3867,1.60434
24,1,b1,0,0,0
24,1,a0.b0,36502,3867,1.60434
24,1,a1.b1,0,0,0
25,1,X,43410,4688,2.02282
25,1,Y,0,0,0
25,1,a0,43410,4688,2.02282
25,1,a1,0,0,0
25,1,b0,43410,4688,2.02282
25,1,b1,0,0,0
25,1,a0.b0,43410,4688,2.02282
25,1,a1.b1,0,0,0
26,1,X,47786,6974,2.68755
26,1,Y,0,0,0
26,1,a0,47786,6974,2.68755
26,1,a1,0,0,0
26,1,b0,47786,6974,2.68755
26,1,b1,0,0,0
26,1,a0.b0,47786,6974,2.68755
26,1,a1.b1,0,0,0
27,1,X,52724,6522,2.82275
27,1,Y,0,0,0
27,1,a0,52724,6522,2.82275
27,1,a1,0,0,0
27,1,b0,52724,6522,2.82275
27,1,b1,0,0,0
27,1,a0.b0,52724,6522,2.82275
27,1,a1.b1,0,0,0
28,1,X,57008,7237,3.17203
28,1,Y,0,0,0
28,1,a0,57008,7237,3.17203
28,1,a1,0,0,0
28,1,b0,57008,7237,3.17203
28,1,b1,0,0,0
28,1,a0.b0,57008,7237,3.17203
28,1,a1.b1,0,0,0
29,1,X,60268,8438,3.80529
29,1,Y,0,0,0
29,1,a0,60268,8438,3.80529
29,1,a1,0,0,0
29,1,b0,60268,8438,3.80529
29,1,b1,0,0,0
29,1,a0.b0,60268,8438,3.80529
29,1,a1.b1,0,0,0
30,1,X,63614,8368,3.84931
30,1,Y,0,0,0
30,1,a0,63614,8368,3.84931
30,1,a1,0,0,0
30,1,b0,63614,8368,3.84931
30,1,b1,0,0,0
30,1,a0.b0,63614,8368,3.84931
30,1,a1.b1,0,0,0
31,1,X,62297,8939,4.09542
31,1,Y,0,0,0
31,1,a0,62297,8939,4.09542
31,1,a1,0,0,0
31,1,b0,62297,8939,4.09542
31,1,b1,0,0,0
31,1,a0.b0,62297,8939,4.09542
31,1,a1.b1,0,0,0
32,1,X,60894,8951,4.96704
32,1,Y,0,0,0
32,1,a0,60894,8951,4.96704
32,1,a1,0,0,0
32,1,b0,60894,8951,4.96704
32,1,b1,0,0,0
32,1,a0.b0,60894,8951,4.96704
32,1,a1.b1,0,0,0
33,1,X,59884,8576,5.10075
33,1,Y,0,0,0
33,1,a0,59884,8576,5.10075
33,1,a1,0,0,0
33,1,b0,59884,8576,5.10075
33,1,b1,0,0,0
33,1,a0.b0,59884,8576,5.10075
33,1,a1.b1,0,0,0
34,1,X,55312,8718,5.47247
34,1,Y,0,0,0
34,1,a0,55312,8718,5.47247
34,1,a1,0,0,0
34,1,b0,55312,8718,5.47247
34,1,b1,0,0,0
34,1,a0.b0,55312,8718,5.47247
34,1,a1.b1,0,0,0
35,1,X,51723,8041,6.50031
35,1,Y,0,0,0
35,1,a0,51723,8041,6.50031
35,1,a1,0,0,0
35,1,b0,51723,8041,6.50031
35,1,b1,0,0,0
35,1,a0.b0,51723,8041,6.50031
35,1,a1.b1,0,0,0
36,1,X,48445,7548,6.65355
36,1,Y,0,0,0
36,1,a0,48445,7548,6.65355
36,1,a1,0,0,0
36,1,b0,48445,7548,6.65355
36,1,b1,0,0,0
36,1,a0.b0,48445,7548,6.65355
36,1,a1.b1,0,0,0
37,1,X,43311,7291,7.06638
37,1,Y,0,0,0
37,1,a0,43311,7291,7.06638
37,1,a1,0,0,0
37,1,b0,43311,7291,7.06638
37,1,b1,0,0,0
37,1,a0.b0,43311,7291,7.06638
37,1,a1.b1,0,0,0
38,1,X,38924,6579,8.03481
38,1,Y,0,0,0
38,1,a0,38924,6579,8.03481
38,1,a1,0,0,0
38,1,b0,38924,6579,8.03481
38,1,b1,0,0,0
38,1,a0.b0,38924,6579,8.03481
38,1,a1.b1,0,0,0
39,1,X,35100,5868,8.4332
39,1,Y,0,0,0
39,1,a0,35100,5868,8.4332
39,1,a1,0,0,0
39,1,b0,35100,5868,8.4332
39,1,b1,0,0,0
39,1,a0.b0,35100,5868,8.4332
39,1,a1.b1,0,0,0
40,1,X,30740,5534,8.80647
40,1,Y,0,0,0
40,1,a0,30740,5534,8.80647
40,1,a1,0,0,0
40,1,b0,30740,5534,8.80647
40,1,b1,0,0,0
40,1,a0.b0,30740,5534,8.80647
40,1,a1.b1,0,0,0
41,1,X,27018,4774,9.72748
41,1,Y,0,0,0
41,1,a0,27018,4774,9.72748
41,1,a1,0,0,0
41,1,b0,27018,4774,9.72748
41,1,b1,0,0,0
41,1,a0.b0,27018,4774,9.72748
41,1,a1.b1,0,0,0
42,1,X,23718,4277,10.1789
42,1,Y,0,0,0
42,1,a0,23718,4277,10.1789
42,1,a1,0,0,0
42,1,b0,23718,4277,10.1789
42,1,b1,0,0,0
42,1,a0.b0,23718,4277,10.1789
42,1,a1.b1,0,0,0
43,1,X,20425,3838,10.8809
43,1,Y,0,0,0
43,1,a0,20425,3838,10.8809
43,1,a1,0,0,0
43,1,b0,20425,3838,10.8809
43,1,b1,0,0,0
43,1,a0.b0,20425,3838,10.8809
43,1,a1.b1,0,0,0
44,1,X,17581,3315,11.654
44,1,Y,0,0,0
44,1,a0,17581,3315,11.654
44,1,a1,0,0,0
44,1,b0,17581,3315,11.654
44,1,b1,0,0,0
44,1,a0.b0,17581,3315,11.654
44,1,a1.b1,0,0,0
45,1,X,15256,2830,11.9495
45,1,Y,0,0,0
45,1,a0,15256,2830,11.9495
45,1,a1,0,0,0
45,1,b0,15256,2830,11.9495
45,1,b1,0,0,0
45,1,a0.b0,15256,2830,11.9495
45,1,a1.b1,0,0,0
46,1,X,12903,2620,12.492
46,1,Y,0,0,0
46,1,a0,12903,2620,12.492
46,1,a1,0,0,0
46,1,b0,12903,2620,12.492
46,1,b1,0,0,0
46,1,a0.b0,12903,2620,12.492
46,1,a1.b1,0,0,0
47,1,X,10981,2156,13.4072
47,1,Y,0,0,0
47,1,a0,10981,2156,13.4072
47,1,a1,0,0,0
47,1,b0,10981,2156,13.4072
47,1,b1,0,0,0
47,1,a0.b0,10981,2156,13.4072
47,1,a1.b1,0,0,0
48,1,X,123026,1933,13.9969
48,1,Y,0,0,0
48,1,a0,123026,1933,13.9969
48,1,a1,0,0,0
48,1,b0,123026,1933,13.9969
48,1,b1,0,0,0
48,1,a0.b0,123026,1933,13.9969
48,1,a1.b1,0,0,0
49,1,X,103749,23055,1.9512
49,1,Y,0,0,0
49,1,a0,103749,23055,1.9512
49,1,a1,0,0,0
49,1,b0,103749,23055,1.9512
49,1,b1,0,0,0
49,1,a0.b0,103749,23055,1.9512
49,1,a1.b1,0,0,0
50,1,X,106524,11436,3.48085
50,1,Y,0,0,0
50,1,a0,106524,11436,3.48085
50,1,a1,0,0,0
50,1,b0,106524,11436,3.48085
50,1,b1,0,0,0
50,1,a0.b0,106524,11436,3.48085
50,1,a1.b1,0,0,0
51,1,X,106937,12680,3.6955
51,1,Y,0,0,0
51,1,a0,106937,12680,3.6955
51,1,a1,0,0,0
51,1,b0,106937,12680,3.6955
51,1,b1,0,0,0
51,1,a0.b0,106937,12680,3.6955
51,1,a1.b1,0,0,0
52,1,X,100270,19300,4.14746
52,1,Y,0,0,0
52,1,a0,100270,19300,4.14746
52,1,a1,0,0,0
52,1,b0,100270,19300,4.14746
52,1,b1,0,0,0
52,1,a0.b0,100270,19300,4.14746
52,1,a1.b1,0,0,0
53,1,X,100864,12329,4.46241
53,1,Y,0,0,0
53,1,a0,100864,12329,4.46241
53,1,a1,0,0,0
53,1,b0,100864,12329,4.46241
53,1,b1,0,0,0
53,1,a0.b0,100864,12329,4.46241
53,1,a1.b1,0,0,0
54,1,X,100594,13076,4.81585
54,1,Y,0,0,0
54,1,a0,100594,13076,4.81585
54,1,a1,0,0,0
54,1,b0,100594,13076,4.81585
54,1,b1,0,0,0
54,1,a0.b0,100594,13076,4.81585
54,1,a1.b1,0,0,0
55,1,X,95944,17087,5.63569
55,1,Y,0,0,0
55,1,a0,95944,17087,5.63569
55,1,a1,0,0,0
55,1,b0,95944,17087,5.63569
55,1,b1,0,0,0
55,1,a0.b0,95944,17087,5.63569
55,1,a1.b1,0,0,0
56,1,X,96052,12577,5.37783
56,1,Y,0,0,0
56,1,a0,96052,12577,5.37783
56,1,a1,0,0,0
56,1,b0,96052,12577,5.37783
56,1,b1,0,0,0
56,1,a0.b0,96052,12577,5.37783
56,1,a1.b1,0,0,0
57,1,X,95501,13024,5.77887
57,1,Y,0,0,0
57,1,a0,95501,13024,5.77887
57,1,a1,0,0,0
57,1,b0,95501,13024,5.77887
57,1,b1,0,0,0
57,1,a0.b0,95501,13024,5.77887
57,1,a1.b1,0,0,0
58,1,X,92436,15570,6.6088
58,1,Y,0,0,0
58,1,a0,92436,15570,6.6088
58,1,a1,0,0,0
58,1,b0,92436,15570,6.6088
58,1,b1,0,0,0
58,1,a0.b0,92436,15570,6.6088
58,1,a1.b1,0,0,0
59,1,X,91705,13029,6.07737
59,1,Y,0,0,0
59,1,a0,91705,13029,6.07737
59,1,a1,0,0,0
59,1,b0,91705,13029,6.07737
59,1,b1,0,0,0
59,1,a0.b0,91705,13029,6.07737
59,1,a1.b1,0,0,0
60,1,X,90514,13333,6.26873
60,1,Y,0,0,0
60,1,a0,90514,13333,6.26873
60,1,a1,0,0,0
60,1,b0,90514,13333,6.26873
60,1,b1,0,0,0
60,1,a0.b0,90514,13333,6.26873
60,1,a1.b1,0,0,0
61,1,X,88141,14580,7.18477
61,1,Y,0,0,0
61,1,a0,88141,14580,7.18477
61,1,a1,0,0,0
61,1,b0,88141,14580,7.18477
61,1,b1,0,0,0
61,1,a0.b0,88141,14580,7.18477
61,1,a1.b1,0,0,0
62,1,X,87510,12828,6.54981
62,1,Y,0,0,0
62,1,a0,87510,12828,6.54981
62,1,a1,0,0,0
62,1,b0,87510,12828,6.54981
62,1,b1,0,0,0
62,1,a0.b0,87510,12828,6.54981
62,1,a1.b1,0,0,0
63,1,X,87039,12779,6.68221
63,1,Y,0,0,0
63,1,a0,87039,12779,6.68221
63,1,a1,0,0,0
63,1,b0,87039,12779,6.68221
63,1,b1,0,0,0
63,1,a0.b0,87039,12779,6.68221
63,1,a1.b1,0,0,0
64,1,X,85601,13563,7.33282
64,1,Y,0,0,0
64,1,a0,85601,13563,7.33282
64,1,a1,0,0,0
64,1,b0,85601,13563,7.33282
64,1,b1,0,0,0
64,1,a0.b0,85601,13563,7.33282
64,1,a1.b1,0,0,0
65,1,X,84978,12826,6.77351
65,1,Y,0,0,0
65,1,a0,84978,12826,6.77351
65,1,a1,0,0,0
65,1,b0,84978,12826,6.77351
65,1,b1,0,0,0
65,1,a0.b0,84978,12826,6.77351
65,1,a1.b1,0,0,0
66,1,X,105098,12812,6.88948
66,1,Y,0,0,0
66,1,a0,105098,12812,6.88948
66,1,a1,0,0,0
66,1,b0,105098,12812,6.88948
66,1,b1,0,0,0
66,1,a0.b0,105098,12812,6.88948
66,1,a1.b1,0,0,0
67,1,X,98954,16975,5.9061
67,1,Y,0,0,0
67,1,a0,98954,16975,5.9061
67,1,a1,0,0,0
67,1,b0,98954,16975,5.9061
67,1,b1,0,0,0
67,1,a0.b0,98954,16975,5.9061
67,1,a1.b1,0,0,0
68,1,X,99699,13865,6.38219
68,1,Y,0,0,0
68,1,a0,99699,13865,6.38219
68,1,a1,0,0,0
68,1,b0,99699,13865,6.38219
68,1,b1,0,0,0
68,1,a0.b0,99699,13865,6.38219
68,1,a1.b1,0,0,0
69,1,X,99763,14318,6.31457
69,1,Y,0,0,0
69,1,a0,99763,14318,6.31457
69,1,a1,0,0,0
69,1,b0,99763,14318,6.31457
69,1,b1,0,0,0
69,1,a0.b0,99763,14318,6.31457
69,1,a1.b1,0,0,0
70,1,X,98588,15454,6.42863
70,1,Y,0,0,0
70,1,a0,98588,15454,6.42863
70,1,a1,0,0,0
70,1,b0,98588,15454,6.42863
70,1,b1,0,0,0
70,1,a0.b0,98588,15454,6.42863
70,1,a1.b1,0,0,0
71,1,X,98560,14194,6.42617
71,1,Y,0,0,0
71,1,a0,98560,14194,6.42617
71,1,a1,0,0,0
71,1,b0,98560,14194,6.42617
71,1,b1,0,0,0
71,1,a0.b0,98560,14194,6.42617
71,1,a1.b1,0,0,0
72,1,X,98378,14324,6.47633
72,1,Y,0,0,0
72,1,a0,98378,14324,6.47633
72,1,a1,0,0,0
72,1,b0,98378,14324,6.47633
72,1,b1,0,0,0
72,1,a0.b0,98378,14324,6.47633
72,1,a1.b1,0,0,0
73,1,X,97213,15329,6.59051
73,1,Y,0,0,0
73,1,a0,97213,15329,6.59051
73,1,a1,0,0,0
73,1,b0,97213,15329,6.59051
73,1,b1,0,0,0
73,1,a0.b0,97213,15329,6.59051
73,1,a1.b1,0,0,0
74,1,X,97118,14322,6.5539
74,1,Y,0,0,0
74,1,a0,97118,14322,6.5539
74,1,a1,0,0,0
74,1,b0,97118,14322,6.5539
74,1,b1,0,0,0
74,1,a0.b0,97118,14322,6.5539
74,1,a1.b1,0,0,0
75,1,X,97015,14414,6.5981
75,1,Y,0,0,0
75,1,a0,97015,14414,6.5981
75,1,a1,0,0,0
75,1,b0,97015,14414,6.5981
75,1,b1,0,0,0
75,1,a0.b0,97015,14414,6.5981
75,1,a1.b1,0,0,0
76,1,X,96455,14853,6.73083
76,1,Y,0,0,0
76,1,a0,96455,14853,6.73083
76,1,a1,0,0,0
76,1,b0,96455,14853,6.73083
76,1,b1,0,0,0
76,1,a0.b0,96455,14853,6.73083
76,1,a1.b1,0,0,0
77,1,X,96430,14213,6.68902
77,1,Y,0,0,0
77,1,a0,96430,14213,6.68902
77,1,a1,0,0,0
77,1,b0,96430,14213,6.68902
77,1,b1,0,0,0
77,1,a0.b0,96430,14213,6.68902
77,1,a1.b1,0,0,0
78,1,X,96146,14596,6.63572
78,1,Y,0,0,0
78,1,a0,96146,14596,6.63572
78,1,a1,0,0,0
78,1,b0,96146,14596,6.63572
78,1,b1,0,0,0
78,1,a0.b0,96146,14596,6.63572
78,1,a1.b1,0,0,0
79,1,X,95546,14674,6.87304
79,1,Y,0,0,0
79,1,a0,95546,14674,6.87304
79,1,a1,0,0,0
79,1,b0,95546,14674,6.87304
79,1,b1,0,0,0
79,1,a0.b0,95546,14674,6.87304
79,1,a1.b1,0,0,0
80,1,X,95474,14138,6.58283
80,1,Y,0,0,0
80,1,a0,95474,14138,6.58283
80,1,a1,0,0,0
80,1,b0,95474,14138,6.58283
80,1,b1,0,0,0
80,1,a0.b0,95474,14138,6.58283
80,1,a1.b1,0,0,0
81,1,X,95584,14187,6.65398
81,1,Y,0,0,0
81,1,a0,95584,14187,6.65398
81,1,a1,0,0,0
81,1,b0,95584,14187,6.65398
81,1,b1,0,0,0
81,1,a0.b0,95584,14187,6.65398
81,1,a1.b1,0,0,0
82,1,X,95327,14397,6.84184
82,1,Y,0,0,0
82,1,a0,95327,14397,6.84184
82,1,a1,0,0,0
82,1,b0,95327,14397,6.84184
82,1,b1,0,0,0
82,1,a0.b0,95327,14397,6.84184
82,1,a1.b1,0,0,0
83,1,X,95210,14265,6.73481
83,1,Y,0,0,0
83,1,a0,95210,14265,6.73481
83,1,a1,0,0,0
83,1,b0,95210,14265,6.73481
83,1,b1,0,0,0
83,1,a0.b0,95210,14265,6.73481
83,1,a1.b1,0,0,0
84,1,X,99105,14124,6.814
84,1,Y,0,0,0
84,1,a0,99105,14124,6.814
84,1,a1,0,0,0
84,1,b0,99105,14124,6.814
84,1,b1,0,0,0
84,1,a0.b0,99105,14124,6.814
84,1,a1.b1,0,0,0
85,1,X,97498,15083,6.48664
85,1,Y,0,0,0
85,1,a0,97498,15083,6.48664
85,1,a1,0,0,0
85,1,b0,97498,15083,6.48664
85,1,b1,0,0,0
85,1,a0.b0,97498,15083,6.48664
85,1,a1.b1,0,0,0
86,1,X,98015,14260,6.67959
86,1,Y,0,0,0
86,1,a0,98015,14260,6.67959
86,1,a1,0,0,0
86,1,b0,98015,14260,6.67959
86,1,b1,0,0,0
86,1,a0.b0,98015,14260,6.67959
86,1,a1.b1,0,0,0
87,1,X,97988,14725,6.52312
87,1,Y,0,0,0
87,1,a0,97988,14725,6.52312
87,1,a1,0,0,0
87,1,b0,97988,14725,6.52312
87,1,b1,0,0,0
87,1,a0.b0,97988,14725,6.52312
87,1,a1.b1,0,0,0
88,1,X,97665,14901,6.66277
88,1,Y,0,0,0
88,1,a0,97665,14901,6.66277
88,1,a1,0,0,0
88,1,b0,97665,14901,6.66277
88,1,b1,0,0,0
88,1,a0.b0,97665,14901,6.66277
88,1,a1.b1,0,0,0
89,1,X,97878,14310,6.67945
89,1,Y,0,0,0
89,1,a0,97878,14310,6.67945
89,1,a1,0,0,0
89,1,b0,97878,14310,6.67945
89,1,b1,0,0,0
89,1,a0.b0,97878,14310,6.67945
89,1,a1.b1,0,0,0
90,1,X,98063,14495,6.66133
90,1,Y,0,0,0
90,1,a0,98063,14495,6.66133
90,1,a1,0,0,0
90,1,b0,98063,14495,6.66133
90,1,b1,0,0,0
90,1,a0.b0,98063,14495,6.66133
90,1,a1.b1,0,0,0
91,1,X,97899,14700,6.64347
91,1,Y,0,0,0
91,1,a0,97899,14700,6.64347
91,1,a1,0,0,0
91,1,b0,97899,14700,6.64347
91,1,b1,0,0,0
91,1,a0.b0,97899,14700,6.64347
91,1,a1.b1,0,0,0
92,1,X,97669,14921,6.6391
92,1,Y,0,0,0
92,1,a0,97669,14921,6.6391
92,1,a1,0,0,0
92,1,b0,97669,14921,6.6391
92,1,b1,0,0,0
92,1,a0.b0,97669,14921,6.6391
92,1,a1.b1,0,0,0
93,1,X,97535,14657,6.64863
93,1,Y,0,0,0
93,1,a0,97535,14657,6.64863
93,1,a1,0,0,0
93,1,b0,97535,14657,6.64863
93,1,b1,0,0,0
93,1,a0.b0,97535,14657,6.64863
93,1,a1.b1,0,0,0
94,1,X,97530,14471,6.70306
94,1,Y,0,0,0
94,1,a0,97530,14471,6.70306
94,1,a1,0,0,0
94,1,b0,97530,14471,6.70306
94,1,b1,0,0,0
94,1,a0.b0,97530,14471,6.70306
94,1,a1.b1,0,0,0
95,1,X,97632,14515,6.61385
95,1,Y,0,0,0
95,1,a0,97632,14515,6.61385
95,1,a1,0,0,0
95,1,b0,97632,14515,6.61385
95,1,b1,0,0,0
95,1,a0.b0,97632,14515,6.61385
95,1,a1.b1,0,0,0
96,1,X,97413,14724,6.67312
96,1,Y,0,0,0
96,1,a0,97413,14724,6.67312
96,1,a1,0,0,0
96,1,b0,97413,14724,6.67312
96,1,b1,0,0,0
96,1,a0.b0,97413,14724,6.67312
96,1,a1.b1,0,0,0
97,1,X,97201,14581,6.68761
97,1,Y,0,0,0
97,1,a0,97201,14581,6.68761
97,1,a1,0,0,0
97,1,b0,97201,14581,6.68761
97,1,b1,0,0,0
97,1,a0.b0,97201,14581,6.68761
97,1,a1.b1,0,0,0
98,1,X,97063,14551,6.68147
98,1,Y,0,0,0
98,1,a0,97063,14551,6.68147
98,1,a1,0,0,0
98,1,b0,97063,14551,6.68147
98,1,b1,0,0,0
98,1,a0.b0,97063,14551,6.68147
98,1,a1.b1,0,0,0
99,1,X,96856,14594,6.73585
99,1,Y,0,0,0
99,1,a0,96856,14594,6.73585
99,1,a1,0,0,0
99,1,b0,96856,14594,6.73585
99,1,b1,0,0,0
99,1,a0.b0,96856,14594,6.73585
99,1,a1.b1,0,0,0
100,1,X,96972,14559,6.78762
100,1,Y,0,0,0
100,1,a0,96972,14559,6.78762
100,1,a1,0,0,0
100,1,b0,96972,14559,6.78762
100,1,b1,0,0,0
100,1,a0.b0,96972,14559,6.78762
100,1,a1.b1,0,0,0
101,1,X,96828,14660,6.67299
101,1,Y,0,0,0
101,1,a0,96828,14660,6.67299
101,1,a1,0,0,0
101,1,b0,96828,14660,6.67299
101,1,b1,0,0,0
101,1,a0.b0,96828,14660,6.67299
101,1,a1.b1,0,0,0
102,1,X,97618,14499,6.73136
102,1,Y,0,0,0
102,1,a0,97618,14499,6.73136
102,1,a1,0,0,0
102,1,b0,97618,14499,6.73136
102,1,b1,0,0,0
102,1,a0.b0,97618,14499,6.73136
102,1,a1.b1,0,0,0
103,1,X,97039,14724,6.67312
103,1,Y,0,0,0
103,1,a0,97039,14724,6.67312
103,1,a1,0,0,0
103,1,b0,97039,14724,6.67312
103,1,b1,0,0,0
103,1,a0.b0,97039,14724,6.67312
103,1,a1.b1,0,0,0
104,1,X,97294,14431,6.76842
104,1,Y,0,0,0
104,1,a0,97294,14431,6.76842
104,1,a1,0,0,0
104,1,b0,97294,14431,6.76842
104,1,b1,0,0,0
104,1,a0.b0,97294,14431,6.76842
104,1,a1.b1,0,0,0
105,1,X,97097,14724,6.58279
105,1,Y,0,0,0
105,1,a0,97097,14724,6.58279
105,1,a1,0,0,0
105,1,b0,97097,14724,6.58279
105,1,b1,0,0,0
105,1,a0.b0,97097,14724,6.58279
105,1,a1.b1,0,0,0
106,1,X,97343,14444,6.66741
106,1,Y,0,0,0
106,1,a0,97343,14444,6.66741
106,1,a1,0,0,0
106,1,b0,97343,14444,6.66741
106,1,b1,0,0,0
106,1,a0.b0,97343,14444,6.66741
106,1,a1.b1,0,0,0
107,1,X,97383,14556,6.68989
107,1,Y,0,0,0
107,1,a0,97383,14556,6.68989
107,1,a1,0,0,0
107,1,b0,97383,14556,6.68989
107,1,b1,0,0,0
107,1,a0.b0,97383,14556,6.68989
107,1,a1.b1,0,0,0
108,1,X,97463,14569,6.6531
108,1,Y,0,0,0
108,1,a0,97463,14569,6.6531
108,1,a1,0,0,0
108,1,b0,97463,14569,6.6531
108,1,b1,0,0,0
