Time,NodeID,NodePopulation,InterventionName,FractionHas,AvgNumberOfInterventions,AvgEfficacy-Attracting,AvgEfficacy-Repelling,AvgEfficacy-Blocking,AvgEfficacy-Killing,AvgEfficacy-Usage,AvgEfficacy-AcquisitionBlocking,AvgEfficacy-TransmissionBlocking,AvgEfficacy-MortalityBlocking,DrugConcentration
137,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0398147
137,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
137,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0412447
137,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
137,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0410569
137,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
137,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0441661
137,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
138,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.037247
138,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
138,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0385848
138,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
138,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0384091
138,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
138,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0413177
138,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
139,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0348448
139,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
139,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0360964
139,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
139,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.035932
139,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
139,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0386531
139,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
140,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0325976
140,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
140,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0337684
140,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
140,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0336146
140,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
140,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0361602
140,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
141,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0304952
141,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
141,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0315905
141,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
141,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0314466
141,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
141,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0338281
141,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
142,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0285285
142,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
142,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0295532
142,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
142,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0294186
142,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
142,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0316465
142,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
143,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0266886
143,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
143,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0276473
143,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
143,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0275213
143,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
143,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0296055
143,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
144,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0249675
144,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
144,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0258643
144,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
144,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0257465
144,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
144,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0276962
144,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
145,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0233572
145,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
145,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0241962
145,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
145,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.024086
145,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
145,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.02591
145,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
146,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0218508
146,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
146,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0226356
146,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
146,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0225326
146,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
146,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0242389
146,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
147,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0204416
147,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
147,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0211758
147,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
147,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0210794
147,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
147,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0226757
147,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
148,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0191233
148,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
148,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0198102
148,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
148,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.01972
148,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
148,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0212133
148,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
149,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0178899
149,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
149,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0185325
149,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,1,0,0,0,0
149,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0184481
149,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
149,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0198452
149,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,1,0,0,0,0
150,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0167362
150,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
150,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0173373
150,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
150,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0172583
150,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
150,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0185653
150,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
151,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0156568
151,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
151,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0162192
151,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
151,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0161453
151,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
151,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.017368
151,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
152,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.014647
152,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
152,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0151731
152,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
152,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.015104
152,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
152,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0162478
152,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
153,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0137024
153,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
153,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0141946
153,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
153,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.01413
153,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
153,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0152
153,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
154,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0128187
154,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
154,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0132791
154,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
154,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0132186
154,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
154,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0142196
154,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
155,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.011992
155,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
155,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0124227
155,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
155,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0123661
155,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
155,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0133026
155,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
156,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0112186
156,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
156,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0116216
156,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
156,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0115686
156,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
156,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0124447
156,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
157,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0104951
157,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
157,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.010872
157,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
157,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0108225
157,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
157,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0116421
157,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
158,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0098182
158,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
158,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0101708
158,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
158,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0101245
158,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
158,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0108912
158,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
159,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.009185
159,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
159,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00951491
159,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.799997,0,0,0,0
159,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.00947157
159,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
159,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0101888
159,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.799997,0,0,0,0
160,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.00859265
160,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
160,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00890128
160,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
160,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.00886074
160,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
160,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.00953175
160,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
161,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0080385
161,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
161,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00832723
161,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
161,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.00828931
161,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
161,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.00891705
161,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
162,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.00752007
162,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
162,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00779018
162,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
162,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.00775471
162,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
162,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.00834195
162,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
163,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.00703507
163,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
163,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00728776
163,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
163,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.00725457
163,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
163,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.00780395
163,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
164,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.00658136
164,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
164,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00681775
164,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
164,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.0067867
164,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
164,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.00730065
164,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
165,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.0061569
165,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
165,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00637805
165,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
165,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.006349
165,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
165,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.0068298
165,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
166,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.00575983
166,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
166,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00596671
166,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
166,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.00593955
166,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
166,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.00638933
166,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
167,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.00538836
167,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
167,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00558189
167,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
167,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.00555648
167,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
167,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.00597726
167,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
168,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.00504084
168,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
168,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.0052219
168,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
168,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.00519812
168,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
168,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.00559176
168,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
169,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.00471576
169,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
169,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00488514
169,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.600003,0,0,0,0
169,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.00486289
169,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
169,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.00523115
169,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.600003,0,0,0,0
170,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.00441162
170,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.399999,0,0,0,0
170,3,1000,AdherentDrug-Piperaquine,0.492,1,0,0,0,0,0,0,0,0,0.00457007
170,3,1000,SimpleBednet,0.482,1,0,0.0999997,0.899996,0.700001,0.399999,0,0,0,0
170,2,1000,AdherentDrug-Piperaquine,0.526,1,0,0,0,0,0,0,0,0,0.00454925
170,2,1000,SimpleBednet,0.505,1,0,0.0999996,0.899996,0.700002,0.399998,0,0,0,0
170,1,1000,AdherentDrug-Piperaquine,0.467,1,0,0,0,0,0,0,0,0,0.00489376
170,1,1000,SimpleBednet,0.491,1,0,0.0999996,0.899996,0.700002,0.399999,0,0,0,0
171,4,1000,AdherentDrug-Piperaquine,0.484,1,0,0,0,0,0,0,0,0,0.00412709
171,4,1000,SimpleBednet,0.484,1,0,0.0999997,0.899996,0.700001,0.399999,0,0,0,0
