Time,ID,FromNodeID,ToNodeID,State,Genome,Species,Age,Population
400,20262204,1487482892,1487548428,STATE_MALE,X:Y,arabiensis,0,1
400,20265050,1487482892,1487417355,STATE_MALE,X:Y,arabiensis,0,1
400,20270742,1487482892,1487417355,STATE_MALE,X:Y,arabiensis,1,1
400,20272165,1487482892,1487548427,STATE_MALE,X:Y,arabiensis,2,2
400,20273588,1487482892,1487548428,STATE_MALE,X:Y,arabiensis,2,2
400,20275011,1487482892,1487482891,STATE_MALE,X:Y,arabiensis,2,1
400,20276434,1487482892,1487417355,STATE_MALE,X:Y,arabiensis,2,1
400,20286395,1487482892,1487482891,STATE_MALE,X:Y,arabiensis,9,1
400,20290664,1487482892,1487548428,STATE_MALE,X:Y,arabiensis,10,1
400,20292087,1487482892,1487482891,STATE_MALE,X:Y,arabiensis,10,1
400,20296356,1487482892,1487548428,STATE_MALE,X:Y,arabiensis,17,1
400,20293772,1488203781,1488203780,STATE_MALE,X:Y,arabiensis,2,1
400,20300887,1488203781,1488203780,STATE_MALE,X:Y,arabiensis,3,1
400,20302310,1488203781,1488269316,STATE_MALE,X:Y,arabiensis,3,1
400,20308002,1488203781,1488203780,STATE_MALE,X:Y,arabiensis,5,1
400,20313694,1488203781,1488138246,STATE_MALE,X:Y,arabiensis,6,1
400,19544042,1489252353,1489186816,STATE_MALE,X:Y,arabiensis,2,1
400,19546888,1489252353,1489252352,STATE_MALE,X:Y,arabiensis,3,1
400,19554003,1489252353,1489317888,STATE_MALE,X:Y,arabiensis,4,2
400,19555426,1489252353,1489252352,STATE_MALE,X:Y,arabiensis,5,1
400,19563964,1489252353,1489252352,STATE_MALE,X:Y,arabiensis,14,1
400,20612617,1485254658,1485320193,STATE_MALE,X:Y,arabiensis,1,1
400,20615463,1485254658,1485320195,STATE_MALE,X:Y,arabiensis,1,2
400,20621155,1485254658,1485320195,STATE_MALE,X:Y,arabiensis,5,1
400,19526692,1485516806,1485582343,STATE_MALE,X:Y,arabiensis,6,1
400,17926983,1485778959,1485844494,STATE_MALE,X:Y,arabiensis,2,2
400,18920218,1486237714,1486303251,STATE_MALE,X:Y,arabiensis,0,1
400,18927333,1486237714,1486237713,STATE_MALE,X:Y,arabiensis,3,1
400,18915949,1486237714,1486237713,STATE_ADULT,X:X,arabiensis,0,10
400,21298043,1486368789,1486303252,STATE_MALE,X:Y,arabiensis,12,1
400,21302312,1486368789,1486303252,STATE_MALE,X:Y,arabiensis,21,1
401,20304894,1487482892,1487482891,STATE_MALE,X:Y,arabiensis,0,1
401,20306317,1487482892,1487417355,STATE_MALE,X:Y,arabiensis,0,1
401,20312009,1487482892,1487417355,STATE_MALE,X:Y,arabiensis,1,1
401,20341892,1487482892,1487548427,STATE_MALE,X:Y,arabiensis,18,1
401,20320809,1488203781,1488269316,STATE_MALE,X:Y,arabiensis,0,1
401,20322232,1488203781,1488138245,STATE_MALE,X:Y,arabiensis,0,1
401,20326501,1488203781,1488138244,STATE_MALE,X:Y,arabiensis,3,1
401,20327924,1488203781,1488269316,STATE_MALE,X:Y,arabiensis,3,1
401,20330770,1488203781,1488138246,STATE_MALE,X:Y,arabiensis,3,1
401,20342154,1488203781,1488269316,STATE_MALE,X:Y,arabiensis,7,1
401,19573925,1489252353,1489252352,STATE_MALE,X:Y,arabiensis,5,1
401,19583886,1489252353,1489186816,STATE_MALE,X:Y,arabiensis,8,1
401,20636808,1485254658,1485320195,STATE_MALE,X:Y,arabiensis,0,1
401,20639654,1485254658,1485320193,STATE_MALE,X:Y,arabiensis,0,3
401,20642500,1485254658,1485320195,STATE_MALE,X:Y,arabiensis,2,1
401,20643923,1485254658,1485254657,STATE_MALE,X:Y,arabiensis,2,2
401,20645346,1485254658,1485320193,STATE_MALE,X:Y,arabiensis,2,3
401,20646769,1485254658,1485320194,STATE_MALE,X:Y,arabiensis,2,1
401,20651038,1485254658,1485320193,STATE_MALE,X:Y,arabiensis,6,1
401,19546614,1485516806,1485582341,STATE_MALE,X:Y,arabiensis,0,1
401,19557998,1485516806,1485582342,STATE_MALE,X:Y,arabiensis,3,1
401,19542345,1485516806,1485516805,STATE_ADULT,X:X,arabiensis,0,10
401,19543768,1485516806,1485582343,STATE_ADULT,X:X,arabiensis,0,10
401,17948328,1485778959,1485778958,STATE_MALE,X:Y,arabiensis,3,2
401,17951174,1485778959,1485844494,STATE_MALE,X:Y,arabiensis,3,1
401,17954020,1485778959,1485844495,STATE_MALE,X:Y,arabiensis,4,1
401,18934448,1486237714,1486303249,STATE_MALE,X:Y,arabiensis,1,3
401,18935871,1486237714,1486303251,STATE_MALE,X:Y,arabiensis,1,1
401,18941563,1486237714,1486303251,STATE_MALE,X:Y,arabiensis,4,2
