Time,ID,FromNodeID,ToNodeID,State,Genome,Species,Age,Population
401,21316542,1486368789,1486303252,STATE_MALE,X:Y,arabiensis,0,3
401,21317965,1486368789,1486368788,STATE_MALE,X:Y,arabiensis,0,4
401,21319388,1486368789,1486434324,STATE_MALE,X:Y,arabiensis,0,4
402,20350430,1487482892,1487482891,STATE_MALE,X:Y,arabiensis,0,1
402,20357545,1487482892,1487548427,STATE_MALE,X:Y,arabiensis,1,1
402,20370352,1487482892,1487417355,STATE_MALE,X:Y,arabiensis,4,1
402,20371775,1487482892,1487548428,STATE_MALE,X:Y,arabiensis,4,1
402,20223783,1487482892,1487548427,STATE_INFECTED,X:X,arabiensis,3,10
402,20346161,1487482892,1487417355,STATE_ADULT,X:X,arabiensis,0,10
402,20349269,1488203781,1488203780,STATE_MALE,X:Y,arabiensis,1,2
402,20356384,1488203781,1488203780,STATE_MALE,X:Y,arabiensis,4,2
402,20357807,1488203781,1488138245,STATE_MALE,X:Y,arabiensis,4,1
402,20372037,1488203781,1488138245,STATE_MALE,X:Y,arabiensis,8,1
402,20373460,1488203781,1488138246,STATE_MALE,X:Y,arabiensis,8,1
402,19589578,1489252353,1489317888,STATE_MALE,X:Y,arabiensis,0,1
402,19591001,1489252353,1489252352,STATE_MALE,X:Y,arabiensis,0,1
402,19593847,1489252353,1489317888,STATE_MALE,X:Y,arabiensis,4,1
402,20675229,1485254658,1485320193,STATE_MALE,X:Y,arabiensis,3,1
402,20680921,1485254658,1485320193,STATE_MALE,X:Y,arabiensis,7,2
402,20686613,1485254658,1485320193,STATE_MALE,X:Y,arabiensis,10,1
402,19597842,1485516806,1485582342,STATE_MALE,X:Y,arabiensis,11,1
402,17976788,1485778959,1485844494,STATE_MALE,X:Y,arabiensis,11,1
402,18951524,1486237714,1486303251,STATE_MALE,X:Y,arabiensis,2,1
402,18958639,1486237714,1486237713,STATE_MALE,X:Y,arabiensis,5,1
402,21342156,1486368789,1486434324,STATE_MALE,X:Y,arabiensis,1,6
402,21343579,1486368789,1486368788,STATE_MALE,X:Y,arabiensis,1,2
402,21345002,1486368789,1486303252,STATE_MALE,X:Y,arabiensis,1,1
402,21353540,1486368789,1486303252,STATE_MALE,X:Y,arabiensis,6,1
402,21310850,1486368789,1486434324,STATE_ADULT,X:X,arabiensis,1,10
403,20394543,1487482892,1487548428,STATE_MALE,X:Y,arabiensis,1,3
403,20415888,1487482892,1487548427,STATE_MALE,X:Y,arabiensis,5,1
403,20417311,1487482892,1487548428,STATE_MALE,X:Y,arabiensis,5,1
403,20432964,1487482892,1487548427,STATE_MALE,X:Y,arabiensis,20,1
403,20344738,1487482892,1487482891,STATE_ADULT,X:X,arabiensis,1,10
403,20381998,1488203781,1488138246,STATE_MALE,X:Y,arabiensis,2,1
403,20383421,1488203781,1488203780,STATE_MALE,X:Y,arabiensis,5,1
403,20386267,1488203781,1488269316,STATE_MALE,X:Y,arabiensis,5,2
403,20396228,1488203781,1488138246,STATE_MALE,X:Y,arabiensis,6,1
403,19615192,1489252353,1489252352,STATE_MALE,X:Y,arabiensis,1,1
403,19616615,1489252353,1489186816,STATE_MALE,X:Y,arabiensis,1,1
403,20712227,1485254658,1485320195,STATE_MALE,X:Y,arabiensis,4,1
403,20713650,1485254658,1485320193,STATE_MALE,X:Y,arabiensis,4,1
403,19607803,1485516806,1485582341,STATE_MALE,X:Y,arabiensis,0,1
403,19613495,1485516806,1485582342,STATE_MALE,X:Y,arabiensis,2,1
403,19614918,1485516806,1485582341,STATE_MALE,X:Y,arabiensis,2,2
403,17991018,1485778959,1485778958,STATE_MALE,X:Y,arabiensis,0,2
403,17992441,1485778959,1485844494,STATE_MALE,X:Y,arabiensis,0,3
403,17995287,1485778959,1485778958,STATE_MALE,X:Y,arabiensis,5,2
403,17998133,1485778959,1485844495,STATE_MALE,X:Y,arabiensis,6,1
403,17875755,1485778959,1485844495,STATE_ADULT,X:X,arabiensis,5,10
403,21373462,1486368789,1486434324,STATE_MALE,X:Y,arabiensis,2,1
403,21374885,1486368789,1486368788,STATE_MALE,X:Y,arabiensis,2,2
403,21306581,1486368789,1486368788,STATE_ADULT,X:X,arabiensis,2,10
404,20438656,1487482892,1487548427,STATE_MALE,X:Y,arabiensis,2,2
404,20440079,1487482892,1487482891,STATE_MALE,X:Y,arabiensis,2,2
404,20441502,1487482892,1487548428,STATE_MALE,X:Y,arabiensis,2,1
404,20442925,1487482892,1487417355,STATE_MALE,X:Y,arabiensis,2,1
404,20457155,1487482892,1487482891,STATE_MALE,X:Y,arabiensis,5,1
404,20472808,1487482892,1487548427,STATE_MALE,X:Y,arabiensis,13,1
404,20409035,1488203781,1488269316,STATE_MALE,X:Y,arabiensis,0,1
404,20411881,1488203781,1488138244,STATE_MALE,X:Y,arabiensis,0,2
404,20420419,1488203781,1488138245,STATE_MALE,X:Y,arabiensis,3,1
404,20423265,1488203781,1488269316,STATE_MALE,X:Y,arabiensis,6,1
404,20406189,1488203781,1488269316,STATE_ADULT,X:X,arabiensis,0,10
404,19637960,1489252353,1489186816,STATE_MALE,X:Y,arabiensis,1,1
404,19642229,1489252353,1489186816,STATE_MALE,X:Y,arabiensis,2,1
404,20739264,1485254658,1485320194,STATE_MALE,X:Y,arabiensis,1,1
404,20749225,1485254658,1485254657,STATE_MALE,X:Y,arabiensis,5,1
404,20760609,1485254658,1485254657,STATE_MALE,X:Y,arabiensis,17,1
404,20471740,1485254658,1485320195,STATE_INFECTED,X:X,arabiensis,9,10
404,19633417,1485516806,1485451269,STATE_MALE,X:Y,arabiensis,1,1
404,18006671,1485778959,1485844494,STATE_MALE,X:Y,arabiensis,1,1
404,18008094,1485778959,1485844495,STATE_MALE,X:Y,arabiensis,1,2
404,18009517,1485778959,1485778958,STATE_MALE,X:Y,arabiensis,1,2
404,18010940,1485778959,1485844494,STATE_MALE,X:Y,arabiensis,6,1
404,18019478,1485778959,1485844494,STATE_MALE,X:Y,arabiensis,13,1
404,21403345,1486368789,1486434324,STATE_MALE,X:Y,arabiensis,3,1
404,21406191,1486368789,1486303252,STATE_MALE,X:Y,arabiensis,3,1
404,21312273,1486368789,1486368788,STATE_ADULT,X:X,arabiensis,3,10
404,21308004,1486368789,1486303252,STATE_ADULT,X:X,arabiensis,3,10
405,20479923,1487482892,1487417355,STATE_MALE,X:Y,arabiensis,0,2
405,20488461,1487482892,1487548428,STATE_MALE,X:Y,arabiensis,3,2
405,20489884,1487482892,1487548427,STATE_MALE,X:Y,arabiensis,3,1
405,20505537,1487482892,1487548428,STATE_MALE,X:Y,arabiensis,7,1
405,20511229,1487482892,1487548428,STATE_MALE,X:Y,arabiensis,11,1
405,20450302,1488203781,1488138245,STATE_MALE,X:Y,arabiensis,0,1
405,20451725,1488203781,1488203780,STATE_MALE,X:Y,arabiensis,0,1
405,20453148,1488203781,1488138246,STATE_MALE,X:Y,arabiensis,1,1
405,20457417,1488203781,1488138245,STATE_MALE,X:Y,arabiensis,1,1
405,20463109,1488203781,1488269316,STATE_MALE,X:Y,arabiensis,4,1
405,20467378,1488203781,1488138246,STATE_MALE,X:Y,arabiensis,7,1
405,20477339,1488203781,1488269316,STATE_MALE,X:Y,arabiensis,8,1
405,20487300,1488203781,1488203780,STATE_MALE,X:Y,arabiensis,11,1
405,19662151,1489252353,1489317888,STATE_MALE,X:Y,arabiensis,0,2
405,19663574,1489252353,1489252352,STATE_MALE,X:Y,arabiensis,0,1
405,19664997,1489252353,1489186816,STATE_MALE,X:Y,arabiensis,0,3
405,19670689,1489252353,1489317888,STATE_MALE,X:Y,arabiensis,3,1
405,19586732,1489252353,1489186816,STATE_INFECTED,X:X,arabiensis,3,10
405,20780531,1485254658,1485320193,STATE_MALE,X:Y,arabiensis,10,1
405,18023747,1485778959,1485844495,STATE_MALE,X:Y,arabiensis,2,4
405,18026593,1485778959,1485778958,STATE_MALE,X:Y,arabiensis,2,1
405,17982480,1485778959,1485778958,STATE_ADULT,X:X,arabiensis,2,10
405,18991368,1486237714,1486303251,STATE_MALE,X:Y,arabiensis,5,1
405,18995637,1486237714,1486237713,STATE_MALE,X:Y,arabiensis,5,1
405,21433228,1486368789,1486368788,STATE_MALE,X:Y,arabiensis,2,1
405,21434651,1486368789,1486434324,STATE_MALE,X:Y,arabiensis,4,2
405,21436074,1486368789,1486303252,STATE_MALE,X:Y,arabiensis,4,2
405,21437497,1486368789,1486368788,STATE_MALE,X:Y,arabiensis,4,1
405,21448881,1486368789,1486303252,STATE_MALE,X:Y,arabiensis,13,1
