Year, NodeId, Gender, HasHIV, On_Art_Dim, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative, HasIntervention(Persistant_ART),Stopped_Using_ART
1967.5,1,0,1,0,45,96,96,0,0,5,4,0,0,0,0,0,0,21
1967.5,1,0,1,0,60,48,48,0,0,8,4,0,0,0,0,0,0,7
1967.5,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,0,1,1,0,3,3,0,3,0,0,3,0,0,0,0,3,0
1967.5,1,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,0,1,1,30,2,2,0,2,0,0,2,0,0,0,0,2,0
1967.5,1,0,1,1,45,2,2,0,2,0,0,2,0,0,0,0,2,0
1967.5,1,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,0,0,0,2300,0,0,0,7,0,0,0,0,0,0,0,0
1967.5,1,1,0,0,15,1005,0,0,0,3,0,0,0,0,0,0,0,0
1967.5,1,1,0,0,30,792,0,0,0,7,0,0,0,0,0,0,0,0
1967.5,1,1,0,0,45,545,0,0,0,4,0,0,0,0,0,0,0,0
1967.5,1,1,0,0,60,296,0,0,0,10,0,0,0,0,0,0,0,0
1967.5,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,1,0,0,14,14,2,0,5,5,0,0,0,0,0,0,1
1967.5,1,1,1,0,15,254,254,27,0,2,1,0,0,0,0,0,0,45
1967.5,1,1,1,0,30,84,84,4,0,5,4,0,0,0,0,0,0,14
1967.5,1,1,1,0,45,11,11,1,0,0,0,0,0,0,0,0,0,1
1967.5,1,1,1,0,60,2,2,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,1,1,15,4,4,0,4,0,0,4,0,0,0,0,4,0
1967.5,1,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.5,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,0,0,0,1981,0,0,0,13,0,0,0,0,0,0,0,0
1968,1,0,0,0,15,1024,0,0,0,1,0,0,0,0,0,0,0,0
1968,1,0,0,0,30,616,0,0,0,3,0,0,0,0,0,0,0,0
1968,1,0,0,0,45,365,0,0,0,7,0,0,0,0,0,0,0,0
1968,1,0,0,0,60,195,0,0,0,3,0,0,0,0,0,0,0,0
1968,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,1,0,0,81,81,5,0,11,11,0,0,0,0,0,0,3
1968,1,0,1,0,15,249,249,7,0,4,2,0,0,0,0,0,0,0
1968,1,0,1,0,30,218,218,6,0,5,5,0,0,0,0,0,0,2
1968,1,0,1,0,45,97,97,1,0,5,4,0,0,0,0,0,0,2
1968,1,0,1,0,60,43,43,0,0,6,3,0,0,0,0,0,0,0
1968,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,0,0,0,2304,0,0,0,10,0,0,0,0,0,0,0,0
1968,1,1,0,0,15,1009,0,0,0,1,0,0,0,0,0,0,0,0
1968,1,1,0,0,30,797,0,0,0,3,0,0,0,0,0,0,0,0
1968,1,1,0,0,45,559,0,0,0,1,0,0,0,0,0,0,0,0
1968,1,1,0,0,60,299,0,0,0,8,0,0,0,0,0,0,0,0
1968,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,1,0,0,18,18,8,0,2,2,0,0,0,0,0,0,0
1968,1,1,1,0,15,274,274,25,0,6,5,0,0,0,0,0,0,4
1968,1,1,1,0,30,90,90,5,0,2,2,0,0,0,0,0,0,0
1968,1,1,1,0,45,11,11,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,1,0,60,3,3,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,0,0,0,2031,0,0,0,10,0,0,0,0,0,0,0,0
1968.5,1,0,0,0,15,1023,0,0,0,1,0,0,0,0,0,0,0,0
1968.5,1,0,0,0,30,615,0,0,0,3,0,0,0,0,0,0,0,0
1968.5,1,0,0,0,45,370,0,0,0,4,0,0,0,0,0,0,0,0
1968.5,1,0,0,0,60,199,0,0,0,6,0,0,0,0,0,0,0,0
1968.5,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,1,0,0,79,79,8,0,9,9,0,0,0,0,0,0,0
1968.5,1,0,1,0,15,237,237,4,0,6,5,0,0,0,0,0,0,0
1968.5,1,0,1,0,30,228,228,8,0,4,3,0,0,0,0,0,0,0
1968.5,1,0,1,0,45,95,95,0,0,6,4,0,0,0,0,0,0,0
1968.5,1,0,1,0,60,38,38,0,0,5,1,0,0,0,0,0,0,0
1968.5,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,0,0,0,2332,0,0,0,10,0,0,0,0,0,0,0,0
1968.5,1,1,0,0,15,1026,0,0,0,2,0,0,0,0,0,0,0,0
1968.5,1,1,0,0,30,784,0,0,0,3,0,0,0,0,0,0,0,0
1968.5,1,1,0,0,45,567,0,0,0,6,0,0,0,0,0,0,0,0
1968.5,1,1,0,0,60,302,0,0,0,10,0,0,0,0,0,0,0,0
1968.5,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,1,0,0,18,18,7,0,8,5,0,0,0,0,0,0,0
1968.5,1,1,1,0,15,280,280,14,0,1,1,0,0,0,0,0,0,0
1968.5,1,1,1,0,30,97,97,4,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,1,0,45,13,13,1,0,1,0,0,0,0,0,0,0,0
1968.5,1,1,1,0,60,3,3,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.5,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,0,0,0,2080,0,0,0,8,0,0,0,0,0,0,0,0
1969,1,0,0,0,15,1023,0,0,0,5,0,0,0,0,0,0,0,0
1969,1,0,0,0,30,622,0,0,0,3,0,0,0,0,0,0,0,0
1969,1,0,0,0,45,381,0,0,0,2,0,0,0,0,0,0,0,0
1969,1,0,0,0,60,193,0,0,0,8,0,0,0,0,0,0,0,0
1969,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,1,0,0,80,80,8,0,5,5,0,0,0,0,0,0,0
1969,1,0,1,0,15,231,231,6,0,5,5,0,0,0,0,0,0,0
1969,1,0,1,0,30,225,225,2,0,8,7,0,0,0,0,0,0,0
1969,1,0,1,0,45,99,99,1,0,1,1,0,0,0,0,0,0,0
1969,1,0,1,0,60,37,37,1,0,3,1,0,0,0,0,0,0,0
1969,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,0,0,0,2350,0,0,0,8,0,0,0,0,0,0,0,0
1969,1,1,0,0,15,1027,0,0,0,3,0,0,0,0,0,0,0,0
1969,1,1,0,0,30,788,0,0,0,2,0,0,0,0,0,0,0,0
1969,1,1,0,0,45,564,0,0,0,2,0,0,0,0,0,0,0,0
1969,1,1,0,0,60,306,0,0,0,13,0,0,0,0,0,0,0,0
1969,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,1,0,0,18,18,3,0,3,2,0,0,0,0,0,0,0
1969,1,1,1,0,15,292,292,21,0,1,1,0,0,0,0,0,0,0
1969,1,1,1,0,30,102,102,1,0,3,2,0,0,0,0,0,0,0
1969,1,1,1,0,45,14,14,0,0,1,1,0,0,0,0,0,0,0
1969,1,1,1,0,60,3,3,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,0,0,0,2098,0,0,0,15,0,0,0,0,0,0,0,0
1969.5,1,0,0,0,15,1055,0,0,0,4,0,0,0,0,0,0,0,0
1969.5,1,0,0,0,30,606,0,0,0,3,0,0,0,0,0,0,0,0
1969.5,1,0,0,0,45,381,0,0,0,5,0,0,0,0,0,0,0,0
1969.5,1,0,0,0,60,199,0,0,0,6,0,0,0,0,0,0,0,0
1969.5,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,1,0,0,74,74,3,0,7,6,0,0,0,0,0,0,0
1969.5,1,0,1,0,15,222,222,5,0,6,4,0,0,0,0,0,0,0
1969.5,1,0,1,0,30,222,222,7,0,9,8,0,0,0,0,0,0,0
1969.5,1,0,1,0,45,103,103,0,0,4,2,0,0,0,0,0,0,0
1969.5,1,0,1,0,60,35,35,1,0,3,3,0,0,0,0,0,0,0
1969.5,1,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,0,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,0,0,0,2369,0,0,0,8,0,0,0,0,0,0,0,0
1969.5,1,1,0,0,15,1047,0,0,0,4,0,0,0,0,0,0,0,0
1969.5,1,1,0,0,30,787,0,0,0,4,0,0,0,0,0,0,0,0
1969.5,1,1,0,0,45,564,0,0,0,4,0,0,0,0,0,0,0,0
1969.5,1,1,0,0,60,314,0,0,0,5,0,0,0,0,0,0,0,0
1969.5,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,1,0,0,23,23,9,0,3,3,0,0,0,0,0,0,0
1969.5,1,1,1,0,15,295,295,17,0,7,5,0,0,0,0,0,0,0
1969.5,1,1,1,0,30,114,114,6,0,2,1,0,0,0,0,0,0,0
1969.5,1,1,1,0,45,17,17,2,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,1,0,60,3,3,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.5,1,1,1,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0
