Time, NodeID, Gender, AgeYears, NumIndividuals, NumInfected
0,9,M,40,12,0
0,9,M,80,14,0
0,9,M,125,25,0
0,9,F,40,11,0
0,9,F,80,18,0
0,9,F,125,20,0
0,8,M,40,15,0
0,8,M,80,11,0
0,8,M,125,21,0
0,8,F,40,17,0
0,8,F,80,16,0
0,8,F,125,20,0
0,7,M,40,18,0
0,7,M,80,16,0
0,7,M,125,15,0
0,7,F,40,15,0
0,7,F,80,16,0
0,7,F,125,20,0
0,6,M,40,11,0
0,6,M,80,21,0
0,6,M,125,17,0
0,6,F,40,12,0
0,6,F,80,21,0
0,6,F,125,18,0
0,5,M,40,18,0
0,5,M,80,18,0
0,5,M,125,21,0
0,5,F,40,10,0
0,5,F,80,17,0
0,5,F,125,16,0
0,4,M,40,20,0
0,4,M,80,15,0
0,4,M,125,9,0
0,4,F,40,15,0
0,4,F,80,19,0
0,4,F,125,22,0
0,3,M,40,16,0
0,3,M,80,23,0
0,3,M,125,12,0
0,3,F,40,8,0
0,3,F,80,20,0
0,3,F,125,21,0
0,2,M,40,20,0
0,2,M,80,12,0
0,2,M,125,19,0
0,2,F,40,13,0
0,2,F,80,17,0
0,2,F,125,19,0
0,1,M,40,17,0
0,1,M,80,18,0
0,1,M,125,16,0
0,1,F,40,17,0
0,1,F,80,13,0
0,1,F,125,19,0
1,9,M,40,10,0
1,9,M,80,11,0
1,9,M,125,31,0
1,9,F,40,6,0
1,9,F,80,9,0
1,9,F,125,31,0
1,8,M,40,10,0
1,8,M,80,5,0
1,8,M,125,24,0
1,8,F,40,14,0
1,8,F,80,18,0
1,8,F,125,31,0
1,7,M,40,15,0
1,7,M,80,15,0
1,7,M,125,29,0
1,7,F,40,6,0
1,7,F,80,12,0
1,7,F,125,29,0
1,6,M,40,5,0
1,6,M,80,18,0
1,6,M,125,7,0
1,6,F,40,11,0
1,6,F,80,31,0
1,6,F,125,18,0
1,5,M,40,19,0
1,5,M,80,35,0
1,5,M,125,21,0
1,5,F,40,7,0
1,5,F,80,17,0
1,5,F,125,8,0
1,4,M,40,12,0
1,4,M,80,19,0
1,4,M,125,7,0
1,4,F,40,18,0
1,4,F,80,38,0
1,4,F,125,17,0
1,3,M,40,27,0
1,3,M,80,23,0
1,3,M,125,11,0
1,3,F,40,14,0
1,3,F,80,14,0
1,3,F,125,12,0
1,2,M,40,22,0
1,2,M,80,7,0
1,2,M,125,10,0
1,2,F,40,21,0
1,2,F,80,12,0
1,2,F,125,18,0
1,1,M,40,27,0
1,1,M,80,15,0
1,1,M,125,15,0
1,1,F,40,21,0
1,1,F,80,6,0
1,1,F,125,11,0
2,9,M,40,13,0
2,9,M,80,12,0
2,9,M,125,38,0
2,9,F,40,6,0
2,9,F,80,9,0
2,9,F,125,37,0
2,8,M,40,5,0
2,8,M,80,1,0
2,8,M,125,27,0
2,8,F,40,12,0
2,8,F,80,15,0
2,8,F,125,42,0
2,7,M,40,8,0
2,7,M,80,14,0
2,7,M,125,40,0
2,7,F,40,5,0
