Time,NodeID,Species,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor, VECTOR_WOLBACHIA_FREE, VECTOR_WOLBACHIA_A, VECTOR_WOLBACHIA_B, VECTOR_WOLBACHIA_AB,MigrationFromCountLocal,MigrationFromCountRegional,AvailableHabitat,EggCrowdingCorrection
653,340461476,funestus,1000,9392,514,2661,6217,12235,12014,145260,384320,192160,3822,74,0,0,1178,0,926,367,0,9392,0,0,0,0,0,16728.4,0.0482406
653,340461476,gambiae,1000,28166,0,0,28166,19808,21673,326786,1512000,756000,10660,0,0,0,2062,0,716,1052,0,0,28166,0,0,0,0,38576.2,0.028403
654,340461476,arabiensis,1000,14335,584,3919,9832,18281,19129,295196,580160,290080,2263,26,2318,29,2190,0,1363,214,232,14335,0,0,0,0,0,36872.8,0.0668377
654,340461476,funestus,1000,9447,510,2649,6288,12311,11659,144655,390640,195320,2999,61,0,0,1291,0,922,314,0,9447,0,0,0,0,0,17079.2,0.0435272
654,340461476,gambiae,1000,28848,0,0,28848,20270,21051,327809,1646600,823300,9740,0,0,0,2353,0,707,964,0,0,28848,0,0,0,0,41156.3,0.0255134
655,340461476,arabiensis,1000,14382,597,4015,9770,18294,20561,296869,501760,250880,2227,25,2247,35,1846,0,1349,232,218,14382,0,0,0,0,0,36454,0.0635562
655,340461476,funestus,1000,9430,503,2668,6259,12252,11727,144693,338800,169400,2843,61,0,0,1175,0,906,286,0,9430,0,0,0,0,0,16789.5,0.043721
655,340461476,gambiae,1000,29227,0,0,29227,20303,22589,330396,1411600,705800,8888,0,0,0,1949,0,669,901,0,0,29227,0,0,0,0,39962.9,0.0249947
656,340461476,arabiensis,1000,14360,613,4119,9628,18480,21661,298429,743480,371740,2699,43,2647,51,1893,0,1389,262,264,14360,0,0,0,0,0,35717.2,0.0726523
656,340461476,funestus,1000,9336,529,2775,6032,12217,11684,144375,513360,256680,3624,90,0,0,1084,0,819,359,0,9336,0,0,0,0,0,16858.4,0.0495558
656,340461476,gambiae,1000,29522,0,0,29522,20488,23959,330981,1903400,951700,10857,0,0,0,2030,0,693,1042,0,0,29522,0,0,0,0,40292.6,0.0283103
657,340461476,arabiensis,1000,14404,666,4148,9590,18624,23871,297902,602080,301040,2298,33,2388,33,1847,0,1332,235,236,14404,0,0,0,0,0,37681.9,0.0480406
657,340461476,funestus,1000,9248,565,2722,5961,12225,12202,143639,390120,195060,2931,66,0,0,1083,0,887,284,0,9248,0,0,0,0,0,17347.7,0.0328393
657,340461476,gambiae,1000,29705,0,0,29705,20571,26489,330801,1719600,859800,10062,0,0,0,2020,0,777,1060,0,0,29705,0,0,0,0,42070,0.0211687
658,340461476,arabiensis,1000,14440,677,4145,9618,18658,32855,292173,586240,293120,2272,36,2245,44,1875,0,1395,209,235,14440,0,0,0,0,0,43016.5,0.0625862
658,340461476,funestus,1000,9143,583,2725,5835,12174,16160,139797,378520,189260,2858,68,0,0,1069,0,874,300,0,9143,0,0,0,0,0,20945.5,0.0444676
658,340461476,gambiae,1000,30186,0,0,30186,20588,36507,325166,1576200,788100,9377,0,0,0,2159,0,705,973,0,0,30186,0,0,0,0,47266.8,0.024465
659,340461476,arabiensis,1000,14791,829,4097,9865,19269,32456,299665,708880,354440,2579,44,2616,50,2267,0,1387,277,252,14791,0,0,0,0,0,33805.7,0.0733769
659,340461476,funestus,1000,9142,680,2661,5801,12049,16019,143756,474600,237300,3348,79,0,0,1199,0,857,343,0,9142,0,0,0,0,0,16744.8,0.0553353
659,340461476,gambiae,1000,30836,0,0,30836,21197,36311,332786,1922200,961100,11156,0,0,0,2520,0,754,1116,0,0,30836,0,0,0,0,37737,0.0299878
660,340461476,arabiensis,1000,15211,834,4197,10180,19772,32378,297210,622240,311120,2519,71,2591,79,2299,0,1362,259,258,15211,0,0,0,0,0,35434,0.0476889
660,340461476,funestus,1000,9092,647,2663,5782,11979,15917,143036,394240,197120,3011,124,0,0,1135,0,890,295,0,9092,0,0,0,0,0,17225.4,0.0352818
660,340461476,gambiae,1000,31557,0,0,31557,21722,36196,330237,1765000,882500,10700,0,0,0,2541,0,776,1044,0,0,31557,0,0,0,0,39367.5,0.0196322
661,340461476,arabiensis,1000,15949,867,4288,10794,20529,31116,297291,607280,303640,2498,56,2566,75,2695,0,1417,283,257,15949,0,0,0,0,0,34751.6,0.0569459
661,340461476,funestus,1000,9183,667,2576,5940,12166,15607,142646,373200,186600,2877,89,0,0,1282,0,892,299,0,9183,0,0,0,0,0,17378.5,0.0436928
661,340461476,gambiae,1000,32749,0,0,32749,22656,34970,330237,1648800,824400,10201,0,0,0,2993,0,767,1034,0,0,32749,0,0,0,0,38699.2,0.0223045
662,340461476,arabiensis,1000,18771,875,4445,13451,23716,25880,296088,693760,346880,2971,80,2891,88,4925,0,1490,290,323,18771,0,0,0,0,0,35000.3,0.0572249
662,340461476,funestus,1000,10348,667,2585,7096,13473,12946,142653,441600,220800,3343,138,0,0,2383,0,875,343,0,10348,0,0,0,0,0,17136.9,0.0465662
662,340461476,gambiae,1000,36338,0,0,36338,26105,28828,329335,1963200,981600,12068,0,0,0,5645,0,805,1251,0,0,36338,0,0,0,0,38540.9,0.0234711
663,340461476,arabiensis,1000,18701,875,4985,12841,23885,36326,284921,671120,335560,3830,83,3824,76,2486,0,1804,394,358,18701,0,0,0,0,0,44474.8,0.0504501
663,340461476,funestus,1000,10202,663,2799,6740,13438,18002,137540,395960,197980,4043,122,0,0,1246,0,966,426,0,10202,0,0,0,0,0,22017.7,0.0388065
663,340461476,gambiae,1000,36885,0,0,36885,26493,40316,316802,1904200,952100,14262,0,0,0,2835,0,889,1399,0,0,36885,0,0,0,0,49193.4,0.0196317
664,340461476,arabiensis,1000,18891,938,4990,12963,24146,36599,293708,669000,334500,2760,79,2765,71,2519,0,1785,273,271,18891,0,0,0,0,0,35695.1,0.0662695
664,340461476,funestus,1000,10138,694,2769,6675,13358,17911,142659,381360,190680,3004,101,0,0,1264,0,994,334,0,10138,0,0,0,0,0,16668.8,0.0556059
664,340461476,gambiae,1000,37683,0,0,37683,26771,40812,326101,1801400,900700,11141,0,0,0,2757,0,864,1095,0,0,37683,0,0,0,0,39902.5,0.0258342
665,340461476,arabiensis,1000,18914,1129,4925,12860,24246,36980,292824,767920,383960,3046,91,2994,97,2413,0,1780,295,315,18914,0,0,0,0,0,35782.6,0.0533558
665,340461476,funestus,1000,10059,794,2621,6644,13409,17820,141263,436720,218360,3299,139,0,0,1269,0,1006,342,0,10059,0,0,0,0,0,17837.2,0.0437089
665,340461476,gambiae,1000,38104,0,0,38104,26994,41185,324851,2130200,1065100,12686,0,0,0,2717,0,995,1301,0,0,38104,0,0,0,0,40267.5,0.0221508
666,340461476,arabiensis,1000,19011,1171,5168,12672,24576,36691,292545,1026600,513300,3579,86,3616,81,2628,0,1793,354,384,19011,0,0,0,0,0,33426.1,0.0465967
666,340461476,funestus,1000,9963,832,2709,6422,13407,17818,141368,532840,266420,3767,130,0,0,1243,0,922,417,0,9963,0,0,0,0,0,17506.9,0.0408436
666,340461476,gambiae,1000,38463,0,0,38463,27323,41267,324786,2531000,1265500,14562,0,0,0,2749,0,940,1450,0,0,38463,0,0,0,0,37404.2,0.0189031
667,340461476,arabiensis,1000,22737,1184,5240,16313,28091,30012,289332,739200,369600,2972,68,3033,79,6068,0,1761,294,287,22737,0,0,0,0,0,35912.3,0.03256
667,340461476,funestus,1000,11617,811,2752,8054,15073,14465,141421,396280,198140,3074,112,0,0,2840,0,910,276,0,11617,0,0,0,0,0,17230.8,0.0328558
667,340461476,gambiae,1000,42939,0,0,42939,31371,33578,321927,1981400,990700,11951,0,0,0,6630,0,907,1247,0,0,42939,0,0,0,0,39455.6,0.0147784
668,340461476,arabiensis,1000,22577,1197,5812,15568,28306,29927,289015,788080,394040,4564,96,4609,74,2972,0,2212,459,461,22577,0,0,0,0,0,35260.9,0.0485826
668,340461476,funestus,1000,11466,804,3001,7661,15022,14415,141333,446080,223040,4718,138,0,0,1365,0,1087,429,0,11466,0,0,0,0,0,17098,0.0434814
668,340461476,gambiae,1000,43534,0,0,43534,31757,33166,321300,2225800,1112900,16696,0,0,0,3291,0,1042,1654,0,0,43534,0,0,0,0,39006.7,0.019913
669,340461476,arabiensis,1000,22547,1236,5902,15409,28571,30355,287613,964280,482140,3701,88,3719,96,2908,0,2162,408,368,22547,0,0,0,0,0,54433.6,0.0447428
669,340461476,funestus,1000,11452,824,3020,7608,14975,14453,140571,496120,248060,3691,112,0,0,1417,0,1058,373,0,11452,0,0,0,0,0,18551.2,0.0383294
669,340461476,gambiae,1000,44088,0,0,44088,32041,33633,319370,2569400,1284700,15248,0,0,0,3175,0,1081,1540,0,0,44088,0,0,0,0,60681.8,0.0175248
670,340461476,arabiensis,1000,22543,1268,5925,15350,28639,40565,295705,798240,399120,3227,90,3332,88,2843,0,2150,344,353,22543,0,0,0,0,0,60763.2,0.05645
670,340461476,funestus,1000,11398,823,3009,7566,14991,18824,137241,409240,204620,3290,114,0,0,1403,0,1113,344,0,11398,0,0,0,0,0,22565.6,0.0373926
670,340461476,gambiae,1000,44966,0,0,44966,32231,44839,328862,2110200,1055100,12980,0,0,0,3221,0,1067,1276,0,0,44966,0,0,0,0,67213.8,0.0236171
671,340461476,arabiensis,1000,22490,1291,6162,15037,28853,41115,318522,1216240,608120,4220,87,4320,98,3009,0,2165,456,441,22490,0,0,0,0,0,55066,0.0761215
671,340461476,funestus,1000,11244,805,3144,7295,14931,18959,142221,636080,318040,4392,126,0,0,1352,0,1048,458,0,11244,0,0,0,0,0,18263.1,0.0551402
671,340461476,gambiae,1000,45320,0,0,45320,32380,45755,353377,2965800,1482900,17034,0,0,0,3177,0,1125,1698,0,0,45320,0,0,0,0,61720.8,0.0318519
672,340461476,arabiensis,1000,22421,1331,6195,14895,28962,42941,331441,971960,485980,3798,101,3700,87,2902,0,2205,410,356,22421,0,0,0,0,0,55020.3,0.0452756
672,340461476,funestus,1000,11122,832,3099,7191,14841,20094,141397,490200,245100,3625,105,0,0,1323,0,1071,374,0,11122,0,0,0,0,0,19757.8,0.0287119
672,340461476,gambiae,1000,45791,0,0,45791,32452,47818,368451,2693800,1346900,15756,0,0,0,3149,0,1114,1564,0,0,45791,0,0,0,0,60950.4,0.0208108
673,340461476,arabiensis,1000,22706,1461,6019,15226,29253,42050,345629,864600,432300,3504,88,3337,94,3123,0,2133,342,363,22706,0,0,0,0,0,49143.1,0.0566075
673,340461476,funestus,1000,11154,839,3039,7276,14794,19934,143207,438000,219000,3350,121,0,0,1465,0,1075,358,0,11154,0,0,0,0,0,18611.8,0.0403056
673,340461476,gambiae,1000,46682,0,0,46682,32748,46804,383742,2296400,1148200,13860,0,0,0,3457,0,1177,1389,0,0,46682,0,0,0,0,54893.7,0.0226262
674,340461476,arabiensis,1000,26040,1456,6247,18337,32786,35004,352136,1131480,565740,4192,94,4177,98,6290,0,2128,402,426,26040,0,0,0,0,0,50487.7,0.0568391
674,340461476,funestus,1000,12563,844,3075,8644,16266,16898,143477,576360,288180,4148,128,0,0,2916,0,1051,456,0,12563,0,0,0,0,0,18999.2,0.0424927
674,340461476,gambiae,1000,50702,0,0,50702,36697,39144,391701,3018800,1509400,17529,0,0,0,6940,0,1179,1741,0,0,50702,0,0,0,0,55658.7,0.0239042
675,340461476,arabiensis,1000,26001,1466,6798,17737,33192,34154,360091,994440,497220,5187,119,5255,110,3445,0,2402,539,543,26001,0,0,0,0,0,50916,0.0446209
675,340461476,funestus,1000,12544,858,3287,8399,16233,16872,144078,483040,241520,4974,140,0,0,1658,0,1172,505,0,12544,0,0,0,0,0,19049,0.0329641
675,340461476,gambiae,1000,51415,0,0,51415,36965,38305,399951,2772000,1386000,19568,0,0,0,3921,0,1278,1930,0,0,51415,0,0,0,0,56723.5,0.0184374
676,340461476,arabiensis,1000,26551,1559,6758,18234,33902,32899,366863,914240,457120,3792,114,3782,91,3795,0,2432,418,395,26551,0,0,0,0,0,52579.3,0.0512007
676,340461476,funestus,1000,12753,867,3261,8625,16644,16322,144702,441360,220680,3650,124,0,0,1820,0,1177,434,0,12753,0,0,0,0,0,19069.3,0.0394356
676,340461476,gambiae,1000,52930,0,0,52930,37773,36398,408029,2439200,1219600,15214,0,0,0,4321,0,1256,1550,0,0,52930,0,0,0,0,58018,0.020463
677,340461476,arabiensis,1000,26254,1571,6934,17749,33706,35792,372609,1113520,556760,4506,115,4418,103,3078,0,2448,461,466,26254,0,0,0,0,0,53999.2,0.0575115
677,340461476,funestus,1000,12552,860,3274,8418,16669,17804,143671,546880,273440,4375,119,0,0,1514,0,1219,496,0,12552,0,0,0,0,0,20738.1,0.0432057
677,340461476,gambiae,1000,53179,0,0,53179,37524,39559,413845,3119000,1559500,18847,0,0,0,3410,0,1246,1915,0,0,53179,0,0,0,0,60164.1,0.0237857
678,340461476,arabiensis,1000,26085,1696,7083,17306,33718,35619,381744,1406880,703440,4823,146,4884,139,3297,0,2513,460,493,26085,0,0,0,0,0,52603.6,0.0484941
678,340461476,funestus,1000,12515,917,3304,8294,16615,17448,146338,668800,334400,4642,129,0,0,1610,0,1173,474,0,12515,0,0,0,0,0,18702.6,0.0379208
678,340461476,gambiae,1000,53564,0,0,53564,37691,39322,423862,3473000,1736500,19652,0,0,0,3617,0,1310,1922,0,0,53564,0,0,0,0,58746.5,0.0192896
679,340461476,arabiensis,1000,25867,1756,7039,17072,33608,35639,388024,996640,498320,3995,123,3860,118,3098,0,2507,417,392,25867,0,0,0,0,0,55490.8,0.0373903
679,340461476,funestus,1000,12506,936,3263,8307,16614,17485,146195,475040,237520,3772,124,0,0,1608,0,1218,399,0,12506,0,0,0,0,0,19470.7,0.0279644
679,340461476,gambiae,1000,54076,0,0,54076,37776,39625,431887,2686400,1343200,16136,0,0,0,3454,0,1297,1645,0,0,54076,0,0,0,0,60907.3,0.0169152
680,340461476,arabiensis,1000,25835,2142,6739,16954,33605,34876,396943,1186240,593120,4353,134,4285,121,3294,0,2432,465,429,25835,0,0,0,0,0,52113.2,0.0556779
680,340461476,funestus,1000,12511,1085,3123,8303,16615,17278,147164,567280,283640,4248,145,0,0,1625,0,1187,433,0,12511,0,0,0,0,0,19120.6,0.0409876
680,340461476,gambiae,1000,54438,0,0,54438,37558,39019,441238,3324800,1662400,18925,0,0,0,3530,0,1295,1873,0,0,54438,0,0,0,0,57713.4,0.0226724
681,340461476,arabiensis,1000,26436,2138,6794,17504,34380,33307,401372,1287560,643780,4671,156,4690,124,4054,0,2462,508,483,26436,0,0,0,0,0,52381.8,0.0439314
681,340461476,funestus,1000,12936,1074,3168,8694,16996,16369,147468,615200,307600,4482,154,0,0,2078,0,1217,436,0,12936,0,0,0,0,0,19429.4,0.0337058
681,340461476,gambiae,1000,55577,0,0,55577,38573,37072,446542,3480400,1740200,19770,0,0,0,4486,0,1399,1948,0,0,55577,0,0,0,0,57628.9,0.0173585
682,340461476,arabiensis,1000,26295,2126,6890,17279,34324,33231,405602,1025600,512800,4355,127,4259,127,3294,0,2553,438,444,26295,0,0,0,0,0,52683,0.040683
682,340461476,funestus,1000,12782,1064,3230,8488,16921,16406,148371,497480,248740,4281,121,0,0,1545,0,1256,443,0,12782,0,0,0,0,0,19133,0.0315822
682,340461476,gambiae,1000,56098,0,0,56098,38528,37000,450436,2833200,1416600,17580,0,0,0,3673,0,1364,1788,0,0,56098,0,0,0,0,58769.6,0.0165581
683,340461476,arabiensis,1000,26159,2226,6773,17160,34527,56929,386205,1153880,576940,4322,168,4342,148,3229,0,2459,446,460,26159,0,0,0,0,0,72516.1,0.051368
683,340461476,funestus,1000,12740,1075,3279,8386,16947,23715,141325,564720,282360,4200,149,0,0,1592,0,1201,433,0,12740,0,0,0,0,0,26779.5,0.0384597
683,340461476,gambiae,1000,56501,0,0,56501,38635,62921,429498,3358000,1679000,19392,0,0,0,3728,0,1353,1972,0,0,56501,0,0,0,0,80192.2,0.0207432
684,340461476,arabiensis,1000,25749,2379,6658,16712,34382,62055,405392,1236240,618120,4545,153,4464,133,3001,0,2463,468,480,25749,0,0,0,0,0,57170.5,0.0628455
684,340461476,funestus,1000,12642,1129,3250,8263,16834,23772,149312,591280,295640,4359,143,0,0,1576,0,1235,439,0,12642,0,0,0,0,0,19387,0.0474208
684,340461476,gambiae,1000,56454,0,0,56454,38431,68527,450388,3510800,1755400,20125,0,0,0,3328,0,1389,1986,0,0,56454,0,0,0,0,63570.4,0.0238809
685,340461476,arabiensis,1000,25716,2395,6652,16669,34285,65919,407546,1148440,574220,4154,134,4181,118,3293,0,2514,410,402,25716,0,0,0,0,0,59312.8,0.0462455
685,340461476,funestus,1000,12613,1131,3254,8228,16810,24237,148835,564120,282060,4185,122,0,0,1616,0,1205,440,0,12613,0,0,0,0,0,20452.6,0.0327882
685,340461476,gambiae,1000,56893,0,0,56893,38325,73315,452715,3106000,1553000,17866,0,0,0,3650,0,1401,1810,0,0,56893,0,0,0,0,66017,0.0181071
686,340461476,arabiensis,1000,25531,2420,6617,16494,34353,53390,427858,1144120,572060,4232,154,4350,179,3195,0,2481,452,447,25531,0,0,0,0,0,43790.4,0.0516464
686,340461476,funestus,1000,12494,1146,3268,8080,16818,18744,155442,553480,276740,4209,155,0,0,1541,0,1217,443,0,12494,0,0,0,0,0,14428.3,0.0362557
686,340461476,gambiae,1000,57108,0,0,57108,38144,59121,475604,3428800,1714400,19678,0,0,0,3596,0,1403,1978,0,0,57108,0,0,0,0,48449.8,0.0212547
687,340461476,arabiensis,1000,33504,2092,6918,24494,42213,38980,417775,1176640,588320,4379,170,4302,190,11418,0,2523,459,463,33504,0,0,0,0,0,60052.8,0.0382743
687,340461476,funestus,1000,14896,994,3451,10451,19247,14008,149721,579440,289720,4240,147,0,0,4022,0,1195,425,0,14896,0,0,0,0,0,20726.1,0.0260682
687,340461476,gambiae,1000,65952,0,0,65952,46986,43783,463775,3544000,1772000,20185,0,0,0,12384,0,1490,2050,0,0,65952,0,0,0,0,67144.8,0.0141303
688,340461476,arabiensis,1000,34379,2489,7717,24173,43731,37763,423909,1105280,552640,7653,125,7688,148,5632,0,3212,795,750,34379,0,0,0,0,0,55529.2,0.0510375
688,340461476,funestus,1000,14668,1167,3676,9825,19266,14297,150689,559520,279760,6283,135,0,0,1780,0,1345,663,0,14668,0,0,0,0,0,20329.2,0.0357692
688,340461476,gambiae,1000,67845,0,0,67845,48786,42553,471643,3142800,1571400,26444,0,0,0,6246,0,1666,2687,0,0,67845,0,0,0,0,61066.1,0.018946
689,340461476,arabiensis,1000,35400,2516,7976,24908,45070,37153,425347,1128920,564460,5224,162,5356,155,5416,0,3330,525,540,35400,0,0,0,0,0,57899.6,0.05024
689,340461476,funestus,1000,14815,1200,3637,9978,19482,14202,151540,552080,276040,4357,162,0,0,1971,0,1387,437,0,14815,0,0,0,0,0,20043.6,0.0363333
689,340461476,gambiae,1000,70063,0,0,70063,50413,41977,471818,3479200,1739600,22248,0,0,0,6103,0,1669,2216,0,0,70063,0,0,0,0,65122.6,0.0194305
690,340461476,arabiensis,1000,30883,2508,8197,20178,40854,47785,428465,1148240,574120,5243,206,5228,192,0,0,3390,595,532,30883,0,0,0,0,0,56793.2,0.0512876
690,340461476,funestus,1000,12960,1230,3624,8106,17647,17967,151909,563200,281600,4521,167,0,0,0,0,1412,443,0,12960,0,0,0,0,0,20234.3,0.0363056
690,340461476,gambiae,1000,65989,0,0,65989,45671,53627,476207,3545600,1772800,22514,0,0,0,0,0,1802,2272,0,0,65989,0,0,0,0,62968.8,0.0187177
691,340461476,arabiensis,1000,31306,2497,8128,20681,41375,48881,430339,2058200,1029100,5156,138,5131,136,4446,0,2948,548,527,31306,0,0,0,0,0,56966.3,0.0494611
691,340461476,funestus,1000,12875,1218,3486,8171,17642,18659,151964,832720,416360,4172,140,0,0,1717,0,1354,448,0,12875,0,0,0,0,0,20733.4,0.0359274
691,340461476,gambiae,1000,67245,0,0,67245,46392,54963,477549,4651400,2325700,22034,0,0,0,5033,0,1666,2111,0,0,67245,0,0,0,0,63901.4,0.0177597
692,340461476,arabiensis,1000,31756,2166,8640,20950,42221,49279,431865,1395840,697920,5406,163,5409,159,4548,0,2971,560,567,31756,0,0,0,0,0,56529.6,0.0276778
692,340461476,funestus,1000,13006,1048,3588,8370,17663,18394,153325,570600,285300,4376,151,0,0,1801,0,1218,452,0,13006,0,0,0,0,0,19921,0.0248984
692,340461476,gambiae,1000,68504,0,0,68504,47167,55629,479943,3946200,1973100,23443,0,0,0,5206,0,1636,2311,0,0,68504,0,0,0,0,62717.8,0.0137381
693,340461476,arabiensis,1000,32207,2111,8853,21243,42860,50286,432375,1391760,695880,5456,198,5419,169,4598,0,2998,577,572,32207,0,0,0,0,0,58538.8,0.0404986
693,340461476,funestus,1000,13086,1041,3639,8406,17794,18350,153423,596200,298100,4574,151,0,0,1800,0,1253,467,0,13086,0,0,0,0,0,20366.1,0.0349124
693,340461476,gambiae,1000,69639,0,0,69639,47936,56244,479913,3960600,1980300,23609,0,0,0,5192,0,1709,2348,0,0,69639,0,0,0,0,65546.9,0.0158932
694,340461476,arabiensis,1000,32817,2169,8902,21746,43494,50306,435490,1347320,673660,5394,154,5393,117,4707,0,3037,521,539,32817,0,0,0,0,0,58502.6,0.042061
694,340461476,funestus,1000,12988,1075,3518,8395,17860,18281,154107,541960,270980,4279,151,0,0,1646,0,1289,455,0,12988,0,0,0,0,0,20219.8,0.0341598
694,340461476,gambiae,1000,70564,0,0,70564,48694,56224,483686,3924000,1962000,23414,0,0,0,5164,0,1777,2462,0,0,70564,0,0,0,0,65194.6,0.0165497
695,340461476,arabiensis,1000,33277,2164,9008,22105,44163,50427,437355,1428880,714440,5611,197,5599,154,4796,0,3177,594,565,33277,0,0,0,0,0,58860.1,0.0434214
695,340461476,funestus,1000,13198,1077,3538,8583,18217,18005,154348,575880,287940,4329,170,0,0,1923,0,1245,468,0,13198,0,0,0,0,0,20511.1,0.0373086
695,340461476,gambiae,1000,71956,0,0,71956,49699,55325,486949,4146600,2073300,24475,0,0,0,5525,0,1735,2398,0,0,71956,0,0,0,0,64401.1,0.0166143
696,340461476,arabiensis,1000,33852,2167,9190,22495,44862,50355,440132,1455120,727560,5681,183,5806,170,4831,0,3120,575,561,33852,0,0,0,0,0,59456.3,0.0411932
696,340461476,funestus,1000,13109,1092,3582,8435,18151,18079,154818,596120,298060,4630,170,0,0,1688,0,1318,459,0,13109,0,0,0,0,0,20568,0.0356169
696,340461476,gambiae,1000,73007,0,0,73007,50531,55276,489321,4184600,2092300,25019,0,0,0,5342,0,1715,2576,0,0,73007,0,0,0,0,65777.1,0.0155311
697,340461476,arabiensis,1000,34430,2164,9195,23071,45702,55327,438361,1428960,714480,5688,141,5703,166,5022,0,3226,577,641,34430,0,0,0,0,0,63931,0.0408601
697,340461476,funestus,1000,13143,1074,3589,8480,18225,20122,153342,568400,284200,4309,146,0,0,1717,0,1242,441,0,13143,0,0,0,0,0,22565.7,0.0345032
697,340461476,gambiae,1000,74313,0,0,74313,51075,60695,486521,4117000,2058500,24560,0,0,0,5594,0,1823,2465,0,0,74313,0,0,0,0,71581.3,0.0157189
698,340461476,arabiensis,1000,34667,2502,9037,23128,46015,56085,444632,1480280,740140,5850,155,5958,172,4780,0,3294,608,641,34667,0,0,0,0,0,58911.7,0.0447395
698,340461476,funestus,1000,13132,1158,3493,8481,18150,20144,155799,564760,282380,4275,173,0,0,1695,0,1253,453,0,13132,0,0,0,0,0,20625.2,0.0397004
698,340461476,gambiae,1000,75210,0,0,75210,51393,61433,494895,4341600,2170800,25791,0,0,0,5278,0,1722,2659,0,0,75210,0,0,0,0,64598.1,0.0173867
699,340461476,arabiensis,1000,34905,2539,9121,23245,46526,57237,444936,1529400,764700,5873,169,5970,189,4860,0,3369,636,617,34905,0,0,0,0,0,119988,0.0397977
699,340461476,funestus,1000,13163,1133,3479,8551,18161,20234,155963,611960,305980,4554,166,0,0,1780,0,1258,491,0,13163,0,0,0,0,0,24193.8,0.0365203
699,340461476,gambiae,1000,75928,0,0,75928,51737,63079,494734,4399600,2199800,25878,0,0,0,5253,0,1913,2622,0,0,75928,0,0,0,0,132959,0.0148789
700,340461476,arabiensis,1000,35106,2659,9175,23272,46980,53975,511165,1494400,747200,5766,216,5865,208,4794,0,3376,597,620,35106,0,0,0,0,0,110666,0.0784541
700,340461476,funestus,1000,13197,1146,3505,8546,18186,18715,161709,573480,286740,4439,171,0,0,1700,0,1230,436,0,13197,0,0,0,0,0,22143.1,0.039535
700,340461476,gambiae,1000,76836,0,0,76836,52164,59419,566817,4345600,2172800,25510,0,0,0,5385,0,1848,2629,0,0,76836,0,0,0,0,124107,0.0302207
701,340461476,arabiensis,1000,37176,2662,9331,25183,49139,51917,557916,1561440,780720,6048,200,5964,206,6648,0,3323,623,632,37176,0,0,0,0,0,116531,0.0740541
701,340461476,funestus,1000,13946,1141,3522,9283,18956,17663,162567,572080,286040,4346,177,0,0,2450,0,1253,448,0,13946,0,0,0,0,0,24943.4,0.0386118
701,340461476,gambiae,1000,79393,0,0,79393,54383,57524,618437,4543600,2271800,26559,0,0,0,7109,0,1871,2681,0,0,79393,0,0,0,0,130949,0.0285592
702,340461476,arabiensis,1000,37573,2657,9792,25124,49730,51455,606709,1551480,775740,6738,161,6800,213,5306,0,3517,692,700,37573,0,0,0,0,0,116854,0.0746306
702,340461476,funestus,1000,13834,1133,3623,9078,18964,17913,166610,589760,294880,5098,161,0,0,1784,0,1344,552,0,13834,0,0,0,0,0,24522.2,0.0436013
702,340461476,gambiae,1000,80395,0,0,80395,54876,57245,673240,4546000,2273000,28225,0,0,0,5790,0,1964,2824,0,0,80395,0,0,0,0,130719,0.0288205
703,340461476,arabiensis,1000,38225,2655,9893,25677,50589,51531,649565,1551720,775860,6183,203,6231,235,5540,0,3570,674,644,38225,0,0,0,0,0,119767,0.0753176
703,340461476,funestus,1000,13859,1131,3654,9074,18986,17723,170158,592520,296260,4518,167,0,0,1829,0,1338,466,0,13859,0,0,0,0,0,24559.7,0.0415799
703,340461476,gambiae,1000,81893,0,0,81893,55685,57312,721812,4503800,2251900,26756,0,0,0,6134,0,1992,2644,0,0,81893,0,0,0,0,133002,0.0287546
704,340461476,arabiensis,1000,37324,2695,10075,24554,49713,54120,692113,1587640,793820,6328,180,6505,220,4006,0,3587,635,685,37324,0,0,0,0,0,116339,0.0771835
704,340461476,funestus,1000,13319,1134,3712,8473,18450,19059,173281,576440,288220,4479,165,0,0,1248,0,1354,434,0,13319,0,0,0,0,0,24986.4,0.0414496
704,340461476,gambiae,1000,81245,0,0,81245,54974,60285,769134,4695200,2347600,27975,0,0,0,4273,0,2023,2898,0,0,81245,0,0,0,0,129146,0.029531
705,340461476,arabiensis,1000,38024,2712,10124,25188,50379,53690,726176,1795000,897500,6209,188,6242,184,5474,0,3519,627,628,38024,0,0,0,0,0,118549,0.0732778
705,340461476,funestus,1000,13470,1122,3689,8659,18669,19175,175956,663880,331940,4444,174,0,0,1871,0,1235,485,0,13470,0,0,0,0,0,25825.6,0.043346
705,340461476,gambiae,1000,82434,0,0,82434,55850,59955,807482,4983600,2491800,27606,0,0,0,5908,0,1977,2742,0,0,82434,0,0,0,0,131101,0.0275059
706,340461476,arabiensis,1000,38209,2751,10312,25146,50654,54048,759946,1650360,825180,6568,192,6494,201,4985,0,3493,670,637,38209,0,0,0,0,0,120546,0.0660439
