Year,Event_Name,Individual_ID,Age,Gender,Infectiousness
0.0273973,Teen_Is_Post_Debut,99,18553.7,F,0
0.0273973,Teen_Is_Post_Debut,100,13178.1,M,0
0.0273973,Teen_Is_Post_Debut,101,10801.4,M,0
0.0273973,Teen_Is_Post_Debut,102,11588.4,M,0
0.0273973,Teen_Is_Pre_Debut,103,1892.48,F,0
0.0273973,Teen_Is_Pre_Debut,104,6012.23,M,0
0.0273973,Teen_Is_Post_Debut,105,13352.7,F,0
0.0273973,Teen_Is_Pre_Debut,106,514.691,M,0
0.0273973,Teen_Is_Post_Debut,107,10098.2,M,0
0.0273973,Teen_Is_Pre_Debut,108,2031.19,M,0
0.0273973,Teen_Is_Post_Debut,109,6649.9,F,0
0.0273973,Teen_Is_Post_Debut,110,11834.6,M,0
0.0273973,Teen_Is_Pre_Debut,111,1126.04,M,0
0.0273973,Teen_Is_Post_Debut,112,10933.6,M,0
0.0273973,Teen_Is_Post_Debut,113,11482.7,F,0
0.0273973,Teen_Is_Post_Debut,114,14966.9,M,0
0.0273973,Teen_Is_Pre_Debut,115,3376.29,F,0
0.0273973,Teen_Is_Post_Debut,116,12496.8,M,0
0.0273973,Teen_Is_Pre_Debut,117,4655.12,F,0
0.0273973,Teen_Is_Post_Debut,118,22482.8,M,0
0.0273973,Teen_Is_Pre_Debut,119,4139.34,F,0
0.0273973,Teen_Is_Post_Debut,120,14872.2,F,0
0.0273973,Teen_Is_Pre_Debut,121,5512.36,F,0
0.0273973,Teen_Is_Pre_Debut,122,1835.18,M,0
0.0273973,Teen_Is_Post_Debut,123,24182.7,F,0
0.0273973,Teen_Is_Post_Debut,124,26320.9,M,0
0.0273973,Teen_Is_Post_Debut,125,11441.4,F,0
0.0273973,Teen_Is_Post_Debut,126,12814.1,M,0
0.0273973,Teen_Is_Pre_Debut,127,553.255,F,0
0.0273973,Teen_Is_Post_Debut,128,12225.3,F,0
0.0273973,Teen_Is_Post_Debut,129,6180.23,F,0
0.0273973,Teen_Is_Post_Debut,130,16469,F,0
0.0273973,Teen_Is_Pre_Debut,131,2937.56,M,0
0.0273973,Teen_Is_Post_Debut,132,25293.9,M,0
0.0273973,Teen_Is_Post_Debut,133,12867.3,M,0
0.0273973,Teen_Is_Post_Debut,134,21089.7,F,0
0.0273973,Teen_Is_Post_Debut,135,5922.93,F,0
0.0273973,Teen_Is_Pre_Debut,136,3421.53,M,0
0.0273973,Teen_Is_Pre_Debut,137,4889.97,F,0
0.0273973,Teen_Is_Post_Debut,138,8605.13,M,0
0.0273973,Teen_Is_Post_Debut,139,23050.3,M,0
0.0273973,Teen_Is_Post_Debut,140,10639.4,F,0
0.0273973,Teen_Is_Post_Debut,141,13817.5,F,0
0.0273973,Teen_Is_Post_Debut,142,11825.7,F,0
0.0273973,Teen_Is_Post_Debut,143,8545.88,M,0
0.0273973,Teen_Is_Pre_Debut,144,4071.26,F,0
0.0273973,Teen_Is_Post_Debut,145,13089.1,M,0
0.0273973,Teen_Is_Post_Debut,146,5550.75,F,0
0.0273973,Teen_Is_Post_Debut,147,17138.6,F,0
0.0273973,Teen_Is_Post_Debut,148,11012.5,F,0
0.0273973,Teen_Is_Post_Debut,149,19027.2,F,0
0.0273973,Teen_Is_Post_Debut,150,8731.08,F,0
0.0273973,Teen_Is_Pre_Debut,151,241.623,F,0
0.0273973,Teen_Is_Post_Debut,152,13162.9,F,0
0.0273973,Teen_Is_Post_Debut,153,10836.6,M,0
0.0273973,Teen_Is_Pre_Debut,154,2388.29,F,0
0.0273973,Teen_Is_Post_Debut,155,8892.74,F,0
0.0273973,Teen_Is_Post_Debut,156,14273.9,M,0
0.0273973,Teen_Is_Pre_Debut,157,1452.43,F,0
0.0273973,Teen_Is_Post_Debut,158,26748.2,M,0
0.0273973,Teen_Is_Pre_Debut,159,2235.17,M,0
0.0273973,Teen_Is_Pre_Debut,160,3068.12,M,0
0.0273973,Teen_Is_Post_Debut,161,21323.2,F,0
0.0273973,Teen_Is_Pre_Debut,162,3011.42,F,0
0.0273973,Teen_Is_Pre_Debut,163,1751.21,F,0
0.0273973,Teen_Is_Post_Debut,164,27970.5,M,0
0.0273973,Teen_Is_Post_Debut,165,15769.4,F,0
0.0273973,Teen_Is_Post_Debut,166,7777.36,F,0
0.0273973,Teen_Is_Post_Debut,167,17613.9,M,0
0.0273973,Teen_Is_Post_Debut,168,20064.4,M,0
0.0273973,Teen_Is_Post_Debut,169,12984.7,M,0
0.0273973,Teen_Is_Pre_Debut,170,3160.18,F,0
0.0273973,Teen_Is_Post_Debut,171,18698.1,M,0
0.0273973,Teen_Is_Post_Debut,172,8257.7,F,0
0.0273973,Teen_Is_Post_Debut,173,10149.2,F,0
0.0273973,Teen_Is_Pre_Debut,174,5561.22,M,0
0.0273973,Teen_Is_Post_Debut,175,7919.82,F,0
0.0273973,Teen_Is_Pre_Debut,176,119.357,F,0
0.0273973,Teen_Is_Post_Debut,177,26345,F,0
0.0273973,Teen_Is_Pre_Debut,178,587.707,M,0
0.0273973,Teen_Is_Pre_Debut,179,2040.82,F,0
0.0273973,Teen_Is_Pre_Debut,180,604.12,M,0
0.0273973,Teen_Is_Pre_Debut,181,2632.22,M,0
0.0273973,Teen_Is_Pre_Debut,182,16.5074,F,0
0.0273973,Teen_Is_Pre_Debut,183,1337.86,F,0
0.0273973,Teen_Is_Post_Debut,184,19010.1,M,0
0.0273973,Teen_Is_Pre_Debut,185,1081.67,F,0
0.0273973,Teen_Is_Pre_Debut,186,25.4469,M,0
0.0273973,Teen_Is_Pre_Debut,187,3904.04,F,0
0.0273973,Teen_Is_Post_Debut,188,16381.6,M,0
0.0273973,Teen_Is_Post_Debut,189,11880.6,F,0
0.0273973,Teen_Is_Post_Debut,190,6249,M,0
0.0273973,Teen_Is_Pre_Debut,191,305.391,F,0
0.0273973,Teen_Is_Pre_Debut,192,3630.86,M,0
0.0273973,Teen_Is_Post_Debut,193,16700.9,F,0
0.0273973,Teen_Is_Pre_Debut,194,1368.6,F,0
0.0273973,Teen_Is_Post_Debut,195,18288.3,F,0
0.0273973,Teen_Is_Post_Debut,196,7413.95,F,0
0.0273973,Teen_Is_Post_Debut,197,10051.1,M,0
0.0273973,Teen_Is_Post_Debut,198,16345.1,M,0
0.0273973,Teen_Is_Post_Debut,199,11501.9,M,0
0.0273973,Teen_Is_Post_Debut,200,7159.68,F,0
0.0273973,Teen_Is_Post_Debut,201,8382.9,M,0
0.0273973,Teen_Is_Pre_Debut,202,1225.01,M,0
0.0273973,Teen_Is_Pre_Debut,203,2345.49,M,0
0.0273973,Teen_Is_Pre_Debut,204,4903.8,F,0
0.0273973,Teen_Is_Post_Debut,205,17619.4,F,0
0.0273973,Teen_Is_Post_Debut,206,21548.4,F,0
0.0273973,Teen_Is_Pre_Debut,207,540.72,M,0
0.0273973,Teen_Is_Pre_Debut,208,5176.62,F,0
0.0273973,Teen_Is_Pre_Debut,209,291.377,M,0
0.0273973,Teen_Is_Post_Debut,210,8227.63,F,0
0.0273973,Teen_Is_Pre_Debut,211,2090.55,F,0
0.0273973,Teen_Is_Post_Debut,212,11411.8,F,0
0.0273973,Teen_Is_Pre_Debut,213,2508.15,M,0
0.0273973,Teen_Is_Pre_Debut,214,1453.32,M,0
0.0273973,Teen_Is_Pre_Debut,215,1981.03,F,0
0.0273973,Teen_Is_Post_Debut,216,13970.5,F,0
0.0273973,Teen_Is_Post_Debut,217,21374,F,0
0.0273973,Teen_Is_Post_Debut,218,8190.33,M,0
0.0273973,Teen_Is_Post_Debut,219,15694.2,M,0
0.0273973,Teen_Is_Pre_Debut,220,1115.53,M,0
0.0273973,Teen_Is_Post_Debut,221,19097.8,M,0
0.0273973,Teen_Is_Pre_Debut,222,4390.38,F,0
0.0273973,Teen_Is_Pre_Debut,223,4634.21,F,0
0.0273973,Teen_Is_Pre_Debut,224,3359.23,F,0
0.0273973,Teen_Is_Post_Debut,225,7221.69,F,0
0.0273973,Teen_Is_Post_Debut,226,26569,M,0
0.0273973,Teen_Is_Post_Debut,227,16142.1,F,0
0.0273973,Teen_Is_Pre_Debut,228,4344.35,M,0
0.0273973,Teen_Is_Post_Debut,229,7301.67,M,0
0.0273973,Teen_Is_Post_Debut,230,23698.6,M,0
0.0273973,Teen_Is_Post_Debut,231,17557.7,F,0
0.0273973,Teen_Is_Post_Debut,232,6007.45,F,0
0.0273973,Teen_Is_Pre_Debut,233,114,M,0
0.0273973,Teen_Is_Post_Debut,234,20319.6,F,0
0.0273973,Teen_Is_Post_Debut,235,19653.9,M,0
0.0273973,Teen_Is_Pre_Debut,236,5641.1,M,0
0.0273973,Teen_Is_Post_Debut,237,13369.1,F,0
0.0273973,Teen_Is_Pre_Debut,238,1622.07,F,0
0.0273973,Teen_Is_Pre_Debut,239,1131.78,M,0
0.0273973,Teen_Is_Pre_Debut,240,2672.4,M,0
0.0273973,Teen_Is_Post_Debut,241,13970.7,F,0
0.0273973,Teen_Is_Post_Debut,242,10278.8,M,0
0.0273973,Teen_Is_Post_Debut,243,22446.5,F,0
0.0273973,Teen_Is_Post_Debut,244,14454.7,F,0
0.0273973,Teen_Is_Pre_Debut,245,3116.8,F,0
0.0273973,Teen_Is_Pre_Debut,246,4397.17,F,0
0.0273973,Teen_Is_Post_Debut,247,18456,M,0
0.0273973,Teen_Is_Post_Debut,248,6861.87,M,0
0.0273973,Teen_Is_Pre_Debut,249,3131.4,M,0
0.0273973,Teen_Is_Pre_Debut,250,2283.92,F,0
0.0273973,Teen_Is_Post_Debut,251,16667.6,M,0
0.0273973,Teen_Is_Post_Debut,252,22557.5,F,0
0.0273973,Teen_Is_Pre_Debut,253,5297.66,F,0
0.0273973,Teen_Is_Pre_Debut,254,3318.64,F,0
0.0273973,Teen_Is_Pre_Debut,255,258.793,M,0
0.0273973,Teen_Is_Pre_Debut,256,2507.77,M,0
0.0273973,Teen_Is_Post_Debut,257,7946.71,F,0
0.0273973,Teen_Is_Pre_Debut,258,1463.03,F,0
0.0273973,Teen_Is_Pre_Debut,259,972.511,F,0
0.0273973,Teen_Is_Post_Debut,260,6518.28,M,0
0.0273973,Teen_Is_Pre_Debut,261,4509.5,F,0
0.0273973,Teen_Is_Pre_Debut,262,1146.52,F,0
0.0273973,Teen_Is_Pre_Debut,263,800.285,M,0
0.0273973,Teen_Is_Pre_Debut,264,2367.92,M,0
0.0273973,Teen_Is_Post_Debut,265,8624.46,F,0
0.0273973,Teen_Is_Post_Debut,266,5849.41,F,0
0.0273973,Teen_Is_Post_Debut,267,8071.94,M,0
0.0273973,Teen_Is_Post_Debut,268,7423.37,M,0
0.0273973,Teen_Is_Post_Debut,269,12085.8,M,0
0.0273973,Teen_Is_Post_Debut,270,10845.7,M,0
0.0273973,Teen_Is_Post_Debut,271,7609.09,F,0
0.0273973,Teen_Is_Pre_Debut,272,3991.01,M,0
0.0273973,Teen_Is_Post_Debut,273,8275.55,F,0
0.0273973,Teen_Is_Pre_Debut,274,928.376,F,0
0.0273973,Teen_Is_Post_Debut,275,24334.2,F,0
0.0273973,Teen_Is_Pre_Debut,276,5570.17,M,0
0.0273973,Teen_Is_Pre_Debut,277,959.837,F,0
0.0273973,Teen_Is_Post_Debut,278,13453.4,M,0
0.0273973,Teen_Is_Pre_Debut,279,799.137,F,0
0.0273973,Teen_Is_Post_Debut,280,10646.2,M,0
0.0273973,Teen_Is_Post_Debut,281,10353,F,0
0.0273973,Teen_Is_Post_Debut,282,12408.5,M,0
0.0273973,Teen_Is_Pre_Debut,283,5137.37,F,0
0.0273973,Teen_Is_Post_Debut,284,27410,M,0
0.0273973,Teen_Is_Post_Debut,285,17479.5,M,0
0.0273973,Teen_Is_Post_Debut,286,15214.7,F,0
0.0273973,Teen_Is_Pre_Debut,287,5836.27,F,0
0.0273973,Teen_Is_Post_Debut,288,23606.5,F,0
0.0273973,Teen_Is_Pre_Debut,289,1127.53,F,0
0.0273973,Teen_Is_Pre_Debut,290,3479.78,M,0
0.0273973,Teen_Is_Pre_Debut,291,4805.42,M,0
0.0273973,Teen_Is_Post_Debut,292,6233.48,F,0
0.0273973,Teen_Is_Pre_Debut,293,2298.38,F,0
0.0273973,Teen_Is_Post_Debut,294,10243.8,M,0
0.0273973,Teen_Is_Post_Debut,295,6386.56,F,0
0.0273973,Teen_Is_Post_Debut,296,10569.8,M,0
0.0273973,Teen_Is_Pre_Debut,297,3961.17,M,0
0.0273973,Teen_Is_Pre_Debut,298,1394.35,M,0
0.0273973,Teen_Is_Post_Debut,299,21980.2,F,0
0.0273973,Teen_Is_Post_Debut,300,16197.3,F,0
0.0273973,Teen_Is_Pre_Debut,301,5089.17,M,0
0.0273973,Teen_Is_Post_Debut,302,27933.4,F,0
0.0273973,Teen_Is_Post_Debut,303,11928.8,F,0
0.0273973,Teen_Is_Pre_Debut,304,1315.01,F,0
0.0273973,Teen_Is_Post_Debut,305,14994.3,F,0
0.0273973,Teen_Is_Pre_Debut,306,623.097,F,0
0.0273973,Teen_Is_Pre_Debut,307,3148.14,F,0
0.0273973,Teen_Is_Pre_Debut,308,544.817,F,0
0.0273973,Teen_Is_Post_Debut,309,13533.8,M,0
0.0273973,Teen_Is_Post_Debut,310,21827.1,M,0
0.0273973,Teen_Is_Pre_Debut,311,5036.33,F,0
0.0273973,Teen_Is_Post_Debut,312,15913.1,F,0
0.0273973,Teen_Is_Pre_Debut,313,2166.93,M,0
0.0273973,Teen_Is_Post_Debut,314,12719.7,F,0
0.0273973,Teen_Is_Post_Debut,315,13137,F,0
0.0273973,Teen_Is_Post_Debut,316,12620.6,M,0
0.0273973,Teen_Is_Post_Debut,317,7807.96,M,0
0.0273973,Teen_Is_Post_Debut,318,11035.3,M,0
0.0273973,Teen_Is_Pre_Debut,319,379.46,M,0
0.0273973,Teen_Is_Post_Debut,320,19834.3,F,0
0.0273973,Teen_Is_Post_Debut,321,13288.6,M,0
0.0273973,Teen_Is_Post_Debut,322,22236.7,F,0
0.0273973,Teen_Is_Pre_Debut,323,3534.8,M,0
0.0273973,Teen_Is_Post_Debut,324,13337.9,F,0
0.0273973,Teen_Is_Post_Debut,325,5445.49,F,0
0.0273973,Teen_Is_Pre_Debut,326,235.997,M,0
0.0273973,Teen_Is_Post_Debut,327,12612.9,M,0
0.0273973,Teen_Is_Pre_Debut,328,4043.61,M,0
0.0273973,Teen_Is_Post_Debut,329,8793.56,M,0
0.0273973,Teen_Is_Post_Debut,330,19158.2,M,0
0.0273973,Teen_Is_Post_Debut,331,19139.8,F,0
0.0273973,Teen_Is_Post_Debut,332,16156.1,F,0
0.0273973,Teen_Is_Post_Debut,333,7763.58,M,0
0.0273973,Teen_Is_Post_Debut,334,8875.54,F,0
0.0273973,Teen_Is_Pre_Debut,335,1665.22,M,0
0.0273973,Teen_Is_Post_Debut,336,14472.3,F,0
0.0273973,Teen_Is_Pre_Debut,337,1286.14,M,0
0.0273973,Teen_Is_Post_Debut,338,8774.37,M,0
0.0273973,Teen_Is_Pre_Debut,339,4101.63,M,0
0.0273973,Teen_Is_Post_Debut,340,24602.8,F,0
0.0273973,Teen_Is_Pre_Debut,341,2837.68,F,0
0.0273973,Teen_Is_Pre_Debut,342,1624.14,M,0
0.0273973,Teen_Is_Post_Debut,343,21590.6,M,0
0.0273973,Teen_Is_Pre_Debut,344,4740.62,M,0
0.0273973,Teen_Is_Post_Debut,345,6335.76,F,0
0.0273973,Teen_Is_Post_Debut,346,9966.03,M,0
0.0273973,Teen_Is_Post_Debut,347,12192.5,F,0
0.0273973,Teen_Is_Post_Debut,348,15899.1,M,0
0.0273973,Teen_Is_Pre_Debut,349,284.743,M,0
0.0273973,Teen_Is_Pre_Debut,350,760.951,F,0
0.0273973,Teen_Is_Pre_Debut,351,3023.74,F,0
0.0273973,Teen_Is_Post_Debut,352,7650.83,F,0
0.0273973,Teen_Is_Pre_Debut,353,1669.25,M,0
0.0273973,Teen_Is_Post_Debut,354,9628.62,F,0
0.0273973,Teen_Is_Post_Debut,355,12250.2,M,0
0.0273973,Teen_Is_Post_Debut,356,7785.74,M,0
0.0273973,Teen_Is_Post_Debut,357,11023.5,F,0
0.0273973,Teen_Is_Post_Debut,358,16038.1,F,0
0.0273973,Teen_Is_Pre_Debut,359,3246.36,M,0
0.0273973,Teen_Is_Pre_Debut,360,3775.14,F,0
0.0273973,Teen_Is_Pre_Debut,361,4018.26,M,0
0.0273973,Teen_Is_Pre_Debut,362,1919.72,M,0
0.0273973,Teen_Is_Post_Debut,363,11227.2,F,0
0.0273973,Teen_Is_Pre_Debut,364,188.98,F,0
0.0273973,Teen_Is_Post_Debut,365,12020.4,F,0
0.0273973,Teen_Is_Pre_Debut,366,860.842,M,0
0.0273973,Teen_Is_Pre_Debut,367,1632.48,F,0
0.0273973,Teen_Is_Pre_Debut,368,4097.54,M,0
0.0273973,Teen_Is_Post_Debut,369,26942.2,M,0
0.0273973,Teen_Is_Post_Debut,370,8045.02,F,0
0.0273973,Teen_Is_Post_Debut,371,5318.9,F,0
0.0273973,Teen_Is_Pre_Debut,372,150.573,M,0
0.0273973,Teen_Is_Pre_Debut,373,3359.43,M,0
0.0273973,Teen_Is_Post_Debut,374,6680.77,F,0
0.0273973,Teen_Is_Pre_Debut,375,3351.93,F,0
0.0273973,Teen_Is_Post_Debut,376,14224.2,M,0
0.0273973,Teen_Is_Pre_Debut,377,841.361,M,0
0.0273973,Teen_Is_Pre_Debut,378,2051.54,M,0
0.0273973,Teen_Is_Post_Debut,379,6564.73,M,0
0.0273973,Teen_Is_Pre_Debut,380,790.989,F,0
0.0273973,Teen_Is_Pre_Debut,381,1493.07,M,0
0.0273973,Teen_Is_Post_Debut,382,8314.25,F,0
0.0273973,Teen_Is_Post_Debut,383,9868.8,M,0
0.0273973,Teen_Is_Pre_Debut,384,924.25,M,0
0.0273973,Teen_Is_Post_Debut,385,22490.4,M,0
0.0273973,Teen_Is_Post_Debut,386,14736.9,F,0
0.0273973,Teen_Is_Pre_Debut,387,4215.91,M,0
0.0273973,Teen_Is_Pre_Debut,388,3528.78,F,0
0.0273973,Teen_Is_Pre_Debut,389,3408.66,M,0
0.0273973,Teen_Is_Pre_Debut,390,4050.74,F,0
0.0273973,Teen_Is_Post_Debut,391,9937.54,M,0
0.0273973,Teen_Is_Post_Debut,392,20232,F,0
0.0273973,Teen_Is_Pre_Debut,393,2730.95,F,0
0.0273973,Teen_Is_Post_Debut,394,10324.7,M,0
0.0273973,Teen_Is_Post_Debut,395,7088.46,F,0
0.0273973,Teen_Is_Pre_Debut,396,555.755,F,0
0.0273973,Teen_Is_Pre_Debut,397,5316.01,F,0
0.0273973,Teen_Is_Pre_Debut,398,3734.63,F,0
0.0273973,Teen_Is_Post_Debut,399,25314.4,M,0
0.0273973,Teen_Is_Post_Debut,400,12670.8,F,0
0.0273973,Teen_Is_Post_Debut,401,21322.3,F,0
0.0273973,Teen_Is_Pre_Debut,402,314.938,F,0
0.0273973,Teen_Is_Post_Debut,403,6987.81,F,0
0.0273973,Teen_Is_Post_Debut,404,6236.66,F,0
0.0273973,Teen_Is_Pre_Debut,405,5873.31,F,0
0.0273973,Teen_Is_Pre_Debut,406,506.455,F,0
0.0273973,Teen_Is_Post_Debut,407,6549.78,F,0
0.0273973,Teen_Is_Post_Debut,408,13523,F,0
0.0273973,Teen_Is_Pre_Debut,409,4152.79,F,0
0.0273973,Teen_Is_Post_Debut,410,12082.6,M,0
0.0273973,Teen_Is_Pre_Debut,411,63.0279,M,0
0.0273973,Teen_Is_Post_Debut,412,5837.77,F,0
0.0273973,Teen_Is_Post_Debut,413,15716.5,M,0
0.0273973,Teen_Is_Post_Debut,414,11037.9,M,0
0.0273973,Teen_Is_Pre_Debut,415,4106.62,F,0
0.0273973,Teen_Is_Post_Debut,416,29897.2,M,0
0.0273973,Teen_Is_Pre_Debut,417,1485.79,F,0
0.0273973,Teen_Is_Pre_Debut,418,5004.17,M,0
0.0273973,Teen_Is_Post_Debut,419,5877.19,F,0
0.0273973,Teen_Is_Pre_Debut,420,1213.73,F,0
0.0273973,Teen_Is_Post_Debut,421,18971.5,F,0
0.0273973,Teen_Is_Pre_Debut,422,3366.26,M,0
0.0273973,Teen_Is_Post_Debut,423,18296.9,F,0
0.0273973,Teen_Is_Pre_Debut,424,2772.7,F,0
0.0273973,Teen_Is_Pre_Debut,425,229.344,M,0
0.0273973,Teen_Is_Post_Debut,426,19824.7,F,0
0.0273973,Teen_Is_Pre_Debut,427,2697.61,F,0
0.0273973,Teen_Is_Pre_Debut,428,2207.75,M,0
0.0273973,Teen_Is_Post_Debut,429,8875.83,F,0
0.0273973,Teen_Is_Post_Debut,430,17532.1,M,0
0.0273973,Teen_Is_Post_Debut,431,24230,M,0
0.0273973,Teen_Is_Pre_Debut,432,1876.25,F,0
0.0273973,Teen_Is_Post_Debut,433,6577.62,M,0
0.0273973,Teen_Is_Post_Debut,434,11045.3,M,0
0.0273973,Teen_Is_Pre_Debut,435,3549,F,0
0.0273973,Teen_Is_Post_Debut,436,7792.67,F,0
0.0273973,Teen_Is_Post_Debut,437,7843.91,M,0
0.0273973,Teen_Is_Pre_Debut,438,5010.39,F,0
0.0273973,Teen_Is_Pre_Debut,439,2628.23,M,0
0.0273973,Teen_Is_Post_Debut,440,17285.9,M,0
0.0273973,Teen_Is_Post_Debut,441,17781.1,M,0
0.0273973,Teen_Is_Pre_Debut,442,1992.07,M,0
0.0273973,Teen_Is_Post_Debut,443,15030,F,0
0.0273973,Teen_Is_Pre_Debut,444,338.702,M,0
0.0273973,Teen_Is_Post_Debut,445,18583.2,F,0
0.0273973,Teen_Is_Post_Debut,446,26809.2,F,0
0.0273973,Teen_Is_Post_Debut,447,7191.58,M,0
0.0273973,Teen_Is_Post_Debut,448,11988.7,F,0
0.0273973,Teen_Is_Pre_Debut,449,1707.14,M,0
0.0273973,Teen_Is_Post_Debut,450,18667.6,M,0
0.0273973,Teen_Is_Pre_Debut,451,255.259,M,0
0.0273973,Teen_Is_Pre_Debut,452,483.712,F,0
0.0273973,Teen_Is_Pre_Debut,453,153.079,M,0
0.0273973,Teen_Is_Post_Debut,454,11396,F,0
0.0273973,Teen_Is_Post_Debut,455,8174.82,M,0
0.0273973,Teen_Is_Pre_Debut,456,403.248,M,0
0.0273973,Teen_Is_Pre_Debut,457,420.861,M,0
0.0273973,Teen_Is_Post_Debut,458,8722.49,F,0
0.0273973,Teen_Is_Post_Debut,459,22587.3,F,0
0.0273973,Teen_Is_Pre_Debut,460,2030.35,F,0
0.0273973,Teen_Is_Post_Debut,461,8597.73,F,0
0.0273973,Teen_Is_Post_Debut,462,7698.67,F,0
0.0273973,Teen_Is_Pre_Debut,463,1246.95,F,0
0.0273973,Teen_Is_Pre_Debut,464,635.227,M,0
0.0273973,Teen_Is_Post_Debut,465,22794.8,M,0
0.0273973,Teen_Is_Post_Debut,466,10300.9,M,0
0.0273973,Teen_Is_Pre_Debut,467,939.106,F,0
0.0273973,Teen_Is_Post_Debut,468,24843.3,F,0
0.0273973,Teen_Is_Post_Debut,469,7538.47,F,0
0.0273973,Teen_Is_Post_Debut,470,7539.6,F,0
0.0273973,Teen_Is_Post_Debut,471,9259.49,M,0
0.0273973,Teen_Is_Pre_Debut,472,1675.65,F,0
0.0273973,Teen_Is_Pre_Debut,473,3177.29,M,0
0.0273973,Teen_Is_Post_Debut,474,11325.3,F,0
0.0273973,Teen_Is_Pre_Debut,475,3454.14,M,0
0.0273973,Teen_Is_Post_Debut,476,7932.29,F,0
0.0273973,Teen_Is_Post_Debut,477,19896.5,F,0
0.0273973,Teen_Is_Post_Debut,478,12064.7,F,0
0.0273973,Teen_Is_Pre_Debut,479,787.217,M,0
0.0273973,Teen_Is_Pre_Debut,480,3968.37,F,0
0.0273973,Teen_Is_Post_Debut,481,16068.1,F,0
0.0273973,Teen_Is_Pre_Debut,482,5913.92,M,0
0.0273973,Teen_Is_Post_Debut,483,17353.1,F,0
0.0273973,Teen_Is_Post_Debut,484,11347.9,F,0
0.0273973,Teen_Is_Pre_Debut,485,3933.18,F,0
0.0273973,Teen_Is_Pre_Debut,486,1983.71,F,0
0.0273973,Teen_Is_Pre_Debut,487,2643.91,F,0
0.0273973,Teen_Is_Pre_Debut,488,2725.04,M,0
0.0273973,Teen_Is_Post_Debut,489,30379.8,F,0
0.0273973,Teen_Is_Pre_Debut,490,3745.48,F,0
0.0273973,Teen_Is_Post_Debut,491,11773.6,M,0
0.0273973,Teen_Is_Pre_Debut,492,2942.8,M,0
0.0273973,Teen_Is_Pre_Debut,493,4693.14,F,0
0.0273973,Teen_Is_Post_Debut,494,12384.3,M,0
0.0273973,Teen_Is_Post_Debut,495,18134.1,M,0
0.0273973,Teen_Is_Pre_Debut,496,303.85,M,0
0.0273973,Teen_Is_Pre_Debut,497,2357.32,F,0
0.0273973,Teen_Is_Pre_Debut,498,448.847,M,0
0.0273973,Teen_Is_Pre_Debut,499,5671.31,F,0
0.0273973,Teen_Is_Post_Debut,500,9331.47,M,0
0.0273973,Teen_Is_Pre_Debut,501,1868.96,M,0
0.0273973,Teen_Is_Pre_Debut,502,4790.28,M,0
0.0273973,Teen_Is_Pre_Debut,503,3927.43,F,0
0.0273973,Teen_Is_Post_Debut,504,13229.8,M,0
0.0273973,Teen_Is_Post_Debut,505,19269.9,M,0
0.0273973,Teen_Is_Post_Debut,506,7091.65,M,0
0.0273973,Teen_Is_Post_Debut,507,12539,F,0
0.0273973,Teen_Is_Pre_Debut,508,2832.73,M,0
0.0273973,Teen_Is_Post_Debut,509,15724.1,M,0
0.0273973,Teen_Is_Post_Debut,510,16960.8,M,0
0.0273973,Teen_Is_Post_Debut,511,9041.53,F,0
0.0273973,Teen_Is_Pre_Debut,512,3827.53,F,0
0.0273973,Teen_Is_Pre_Debut,513,1487.89,F,0
0.0273973,Teen_Is_Post_Debut,514,18687.6,M,0
0.0273973,Teen_Is_Pre_Debut,515,753.733,F,0
0.0273973,Teen_Is_Post_Debut,516,16590.8,F,0
0.0273973,Teen_Is_Post_Debut,517,23175.5,M,0
0.0273973,Teen_Is_Post_Debut,518,15110.6,M,0
0.0273973,Teen_Is_Post_Debut,519,8984.97,F,0
0.0273973,Teen_Is_Post_Debut,520,14748.8,M,0
0.0273973,Teen_Is_Pre_Debut,521,2305.65,M,0
0.0273973,Teen_Is_Post_Debut,522,22925.7,F,0
0.0273973,Teen_Is_Post_Debut,523,16457.8,M,0
0.0273973,Teen_Is_Pre_Debut,524,2050.29,M,0
0.0273973,Teen_Is_Post_Debut,525,18021.4,M,0
0.0273973,Teen_Is_Post_Debut,526,7918.76,F,0
0.0273973,Teen_Is_Post_Debut,527,7184.68,F,0
0.0273973,Teen_Is_Pre_Debut,528,4987.29,F,0
0.0273973,Teen_Is_Post_Debut,529,9595.03,M,0
0.0273973,Teen_Is_Post_Debut,530,18967.1,F,0
0.0273973,Teen_Is_Post_Debut,531,18752.2,F,0
0.0273973,Teen_Is_Post_Debut,532,6189.72,F,0
0.0273973,Teen_Is_Post_Debut,533,28401.9,F,0
0.0273973,Teen_Is_Pre_Debut,534,5626.32,F,0
0.0273973,Teen_Is_Post_Debut,535,9814.02,F,0
0.0273973,Teen_Is_Pre_Debut,536,247.071,F,0
0.0273973,Teen_Is_Post_Debut,537,11059,F,0
0.0273973,Teen_Is_Post_Debut,538,12853.8,F,0
0.0273973,Teen_Is_Pre_Debut,539,3701.46,F,0
0.0273973,Teen_Is_Pre_Debut,540,3715.81,F,0
0.0273973,Teen_Is_Post_Debut,541,16195.6,M,0
0.0273973,Teen_Is_Post_Debut,542,9437.87,F,0
0.0273973,Teen_Is_Post_Debut,543,10642.6,M,0
0.0273973,Teen_Is_Post_Debut,544,5978.7,F,0
0.0273973,Teen_Is_Pre_Debut,545,111.835,M,0
