Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,MigrationFromCountLocal,MigrationFromCountRegional,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected
2,2,1000,6671,0,0,6671,7365,0,26815,510400,255200,2431,0,0,0,0,0,756,228,0,0,0,10780.8,0.0170094,0,0,0,6671,0,0,0,2431,0,0,0,0,0,0,0,0
2,1,1000,6711,0,0,6711,7448,0,26849,470600,235300,2228,0,0,0,0,0,727,211,0,0,0,10746.8,0.0168655,0,0,0,6711,0,0,0,2228,0,0,0,0,0,0,0,0
3,4,1000,5825,0,0,5825,6751,0,35060,411600,205800,1960,0,0,0,0,0,633,196,0,0,0,11103.6,0.0221337,0,0,0,5825,0,0,0,1960,0,0,0,0,0,0,0,0
3,3,1000,5867,0,0,5867,6687,0,35072,397200,198600,1885,0,0,0,0,0,621,191,0,0,0,11091.6,0.0222512,0,0,0,5867,0,0,0,1885,0,0,0,0,0,0,0,0
3,2,1000,5829,0,0,5829,6686,0,34957,381200,190600,1802,0,0,0,0,0,645,197,0,0,0,11206.6,0.0211223,0,0,0,5829,0,0,0,1802,0,0,0,0,0,0,0,0
3,1,1000,5934,0,0,5934,6793,0,35275,420200,210100,2008,0,0,0,0,0,595,182,0,0,0,10888.6,0.0228364,0,0,0,5934,0,0,0,2008,0,0,0,0,0,0,0,0
4,4,1000,5054,0,0,5054,6119,0,42908,352400,176200,1674,0,0,0,0,0,597,174,0,0,0,11514.7,0.0269767,0,0,0,5054,0,0,0,1674,0,0,0,0,0,0,0,0
4,3,1000,5128,0,0,5128,6080,0,42842,375000,187500,1778,0,0,0,0,0,566,173,0,0,0,11580.7,0.0279245,0,0,0,5128,0,0,0,1778,0,0,0,0,0,0,0,0
4,2,1000,5092,0,0,5092,6044,0,42821,361800,180900,1725,0,0,0,0,0,570,167,0,0,0,11601.7,0.0293983,0,0,0,5092,0,0,0,1725,0,0,0,0,0,0,0,0
4,1,1000,5180,0,0,5180,6157,0,42743,369600,184800,1762,0,0,0,0,0,596,158,0,0,0,11679.7,0.0259129,0,0,0,5180,0,0,0,1762,0,0,0,0,0,0,0,0
5,4,1000,4423,0,0,4423,5524,0,50379,326000,163000,1533,0,0,0,0,0,476,155,0,0,0,12005.1,0.032675,0,0,0,4423,0,0,0,1533,0,0,0,0,0,0,0,0
5,3,1000,4474,0,0,4474,5491,0,50286,326000,163000,1553,0,0,0,0,0,503,151,0,0,0,12098.1,0.0308818,0,0,0,4474,0,0,0,1553,0,0,0,0,0,0,0,0
5,2,1000,4463,0,0,4463,5477,0,50304,343400,171700,1633,0,0,0,0,0,485,144,0,0,0,12080.1,0.0320666,0,0,0,4463,0,0,0,1633,0,0,0,0,0,0,0,0
5,1,1000,4523,0,0,4523,5545,0,50294,314600,157300,1481,0,0,0,0,0,522,135,0,0,0,12090.1,0.0316009,0,0,0,4523,0,0,0,1481,0,0,0,0,0,0,0,0
6,4,1000,3834,0,0,3834,4982,0,57647,269800,134900,1284,0,0,0,0,0,454,135,0,0,0,12411.7,0.0368256,0,0,0,3834,0,0,0,1284,0,0,0,0,0,0,0,0
6,3,1000,3909,0,0,3909,4966,0,57640,263800,131900,1264,0,0,0,0,0,440,125,0,0,0,12418.7,0.0371109,0,0,0,3909,0,0,0,1264,0,0,0,0,0,0,0,0
6,2,1000,3913,0,0,3913,4933,0,57507,252800,126400,1196,0,0,0,0,0,415,135,0,0,0,12551.7,0.0351781,0,0,0,3913,0,0,0,1196,0,0,0,0,0,0,0,0
6,1,1000,3986,0,0,3986,5015,0,57683,283000,141500,1348,0,0,0,0,0,402,135,0,0,0,12375.7,0.0384302,0,0,0,3986,0,0,0,1348,0,0,0,0,0,0,0,0
7,4,1000,3361,0,0,3361,4538,0,64631,235200,117600,1132,0,0,0,0,0,363,110,0,0,0,12825.8,0.0460034,0,0,0,3361,0,0,0,1132,0,0,0,0,0,0,0,0
7,3,1000,3439,0,0,3439,4505,0,64759,248600,124300,1175,0,0,0,0,0,341,129,0,0,0,12697.8,0.0470763,0,0,0,3439,0,0,0,1175,0,0,0,0,0,0,0,0
7,2,1000,3401,0,0,3401,4460,0,64564,248400,124200,1189,0,0,0,0,0,405,107,0,0,0,12892.8,0.0496508,0,0,0,3401,0,0,0,1189,0,0,0,0,0,0,0,0
7,1,1000,3517,0,0,3517,4514,0,64343,256600,128300,1218,0,0,0,0,0,345,124,0,0,0,13113.8,0.0437305,0,0,0,3517,0,0,0,1218,0,0,0,0,0,0,0,0
8,4,1000,2953,0,0,2953,4117,0,71513,220000,110000,1038,0,0,0,0,0,315,93,0,0,0,13075.2,0.0545313,0,0,0,2953,0,0,0,1038,0,0,0,0,0,0,0,0
8,3,1000,2989,0,0,2989,4056,0,71256,222400,111200,1059,0,0,0,0,0,339,111,0,0,0,13332.2,0.0510771,0,0,0,2989,0,0,0,1059,0,0,0,0,0,0,0,0
8,2,1000,2982,0,0,2982,4017,0,71308,227800,113900,1083,0,0,0,0,0,313,106,0,0,0,13280.2,0.0519032,0,0,0,2982,0,0,0,1083,0,0,0,0,0,0,0,0
8,1,1000,3084,0,0,3084,4125,0,71490,212600,106300,1020,0,0,0,0,0,343,90,0,0,0,13098.2,0.0511059,0,0,0,3084,0,0,0,1020,0,0,0,0,0,0,0,0
9,4,1000,2555,0,0,2555,3751,0,77737,176000,88000,828,0,0,0,0,0,301,97,0,0,0,13725.7,0.0594329,0,0,0,2555,0,0,0,828,0,0,0,0,0,0,0,0
9,3,1000,2596,0,0,2596,3705,0,77699,177600,88800,846,0,0,0,0,0,294,99,0,0,0,13763.7,0.0599471,0,0,0,2596,0,0,0,846,0,0,0,0,0,0,0,0
9,2,1000,2613,0,0,2613,3605,0,77609,164000,82000,781,0,0,0,0,0,291,78,0,0,0,13853.7,0.0582978,0,0,0,2613,0,0,0,781,0,0,0,0,0,0,0,0
9,1,1000,2692,0,0,2692,3711,0,77746,191400,95700,914,0,0,0,0,0,306,86,0,0,0,13716.7,0.0616098,0,0,0,2692,0,0,0,914,0,0,0,0,0,0,0,0
10,4,1000,2228,0,0,2228,3363,0,83875,156200,78100,740,0,0,0,0,0,260,67,0,0,0,14214.5,0.0779871,0,0,0,2228,0,0,0,740,0,0,0,0,0,0,0,0
10,3,1000,2287,0,0,2287,3377,0,84366,163200,81600,758,0,0,0,0,0,239,70,0,0,0,13723.5,0.0774985,0,0,0,2287,0,0,0,758,0,0,0,0,0,0,0,0
10,2,1000,2293,0,0,2293,3234,0,84173,171400,85700,807,0,0,0,0,0,227,93,0,0,0,13916.5,0.0844739,0,0,0,2293,0,0,0,807,0,0,0,0,0,0,0,0
10,1,1000,2363,0,0,2363,3383,0,84124,172800,86400,821,0,0,0,0,0,246,83,0,0,0,13965.5,0.0716652,0,0,0,2363,0,0,0,821,0,0,0,0,0,0,0,0
11,4,1000,1953,0,0,1953,3046,0,90067,149400,74700,706,0,0,0,0,0,204,71,0,0,0,14410.5,0.091002,0,0,0,1953,0,0,0,706,0,0,0,0,0,0,0,0
11,3,1000,2002,0,0,2002,3054,0,89869,149800,74900,712,0,0,0,0,0,212,73,0,0,0,14608.5,0.0840901,0,0,0,2002,0,0,0,712,0,0,0,0,0,0,0,0
11,2,1000,2022,0,0,2022,2911,0,90135,157200,78600,751,0,0,0,0,0,196,75,0,0,0,14342.5,0.0811932,0,0,0,2022,0,0,0,751,0,0,0,0,0,0,0,0
11,1,1000,2056,0,0,2056,3052,0,90209,142000,71000,673,0,0,0,0,0,216,91,0,0,0,14268.5,0.0808189,0,0,0,2056,0,0,0,673,0,0,0,0,0,0,0,0
12,4,1000,1707,0,0,1707,2771,0,95940,113400,56700,541,0,0,0,0,0,194,52,0,0,0,14695.3,0.0964559,0,0,0,1707,0,0,0,541,0,0,0,0,0,0,0,0
12,3,1000,1750,0,0,1750,2754,0,96167,119600,59800,577,0,0,0,0,0,190,62,0,0,0,14468.3,0.0975201,0,0,0,1750,0,0,0,577,0,0,0,0,0,0,0,0
12,2,1000,1756,0,0,1756,2632,0,95935,111200,55600,521,0,0,0,0,0,219,47,0,0,0,14700.3,0.0912373,0,0,0,1756,0,0,0,521,0,0,0,0,0,0,0,0
12,1,1000,1797,0,0,1797,2784,0,95870,129200,64600,613,0,0,0,0,0,198,61,0,0,0,14765.3,0.100482,0,0,0,1797,0,0,0,613,0,0,0,0,0,0,0,0
13,4,1000,1495,0,0,1495,2492,0,101661,105600,52800,497,0,0,0,0,0,163,49,0,0,0,14910.3,0.129588,0,0,0,1495,0,0,0,497,0,0,0,0,0,0,0,0
13,3,1000,1527,0,0,1527,2494,0,101748,106600,53300,512,0,0,0,0,0,173,50,0,0,0,14823.3,0.120973,0,0,0,1527,0,0,0,512,0,0,0,0,0,0,0,0
13,2,1000,1511,0,0,1511,2394,0,101185,108000,54000,510,0,0,0,0,0,196,49,0,0,0,15386.3,0.132197,0,0,0,1511,0,0,0,510,0,0,0,0,0,0,0,0
13,1,1000,1567,0,0,1567,2505,0,101548,117600,58800,558,0,0,0,0,0,169,61,0,0,0,15023.3,0.114283,0,0,0,1567,0,0,0,558,0,0,0,0,0,0,0,0
14,4,1000,1303,0,0,1303,2257,0,106655,102000,51000,487,0,0,0,0,0,143,49,0,0,0,15638.3,0.141196,0,0,0,1303,0,0,0,487,0,0,0,0,0,0,0,0
14,3,1000,1314,0,0,1314,2264,0,106963,99200,49600,471,0,0,0,0,0,154,59,0,0,0,15330.3,0.139055,0,0,0,1314,0,0,0,471,0,0,0,0,0,0,0,0
14,2,1000,1300,0,0,1300,2163,0,107064,99800,49900,482,0,0,0,0,0,165,46,0,0,0,15229.3,0.142465,0,0,0,1300,0,0,0,482,0,0,0,0,0,0,0,0
14,1,1000,1389,0,0,1389,2262,0,107180,92400,46200,441,0,0,0,0,0,142,36,0,0,0,15113.3,0.127749,0,0,0,1389,0,0,0,441,0,0,0,0,0,0,0,0
15,4,1000,1147,0,0,1147,2032,0,112030,74600,37300,357,0,0,0,0,0,117,39,0,0,0,15779.1,0.153317,0,0,0,1147,0,0,0,357,0,0,0,0,0,0,0,0
15,3,1000,1158,0,0,1158,2051,0,111891,79600,39800,380,0,0,0,0,0,122,34,0,0,0,15918.1,0.154539,0,0,0,1158,0,0,0,380,0,0,0,0,0,0,0,0
15,2,1000,1147,0,0,1147,1954,0,112387,73800,36900,347,0,0,0,0,0,118,35,0,0,0,15422.1,0.152598,0,0,0,1147,0,0,0,347,0,0,0,0,0,0,0,0
15,1,1000,1224,0,0,1224,2053,0,112249,88600,44300,431,0,0,0,0,0,124,41,0,0,0,15560.1,0.163564,0,0,0,1224,0,0,0,431,0,0,0,0,0,0,0,0
16,4,1000,997,0,0,997,1843,0,117193,72200,36100,355,0,0,0,0,0,119,31,0,0,0,15933.2,0.211517,0,0,0,997,0,0,0,355,0,0,0,0,0,0,0,0
16,3,1000,1011,0,0,1011,1859,0,117253,72600,36300,343,0,0,0,0,0,114,33,0,0,0,15873.2,0.199977,0,0,0,1011,0,0,0,343,0,0,0,0,0,0,0,0
16,2,1000,1008,0,0,1008,1776,0,117101,71000,35500,347,0,0,0,0,0,116,23,0,0,0,16025.2,0.208972,0,0,0,1008,0,0,0,347,0,0,0,0,0,0,0,0
16,1,1000,1088,0,0,1088,1876,0,117169,77800,38900,377,0,0,0,0,0,102,34,0,0,0,15957.2,0.175622,0,0,0,1088,0,0,0,377,0,0,0,0,0,0,0,0
17,4,1000,865,0,0,865,1660,0,121852,66000,33000,311,0,0,0,0,0,99,33,0,0,0,16399.7,0.220682,0,0,0,865,0,0,0,311,0,0,0,0,0,0,0,0
17,3,1000,895,0,0,895,1676,0,122229,63800,31900,305,0,0,0,0,0,90,26,0,0,0,16022.7,0.21864,0,0,0,895,0,0,0,305,0,0,0,0,0,0,0,0
17,2,1000,910,0,0,910,1615,0,121842,70000,35000,334,0,0,0,0,0,81,17,0,0,0,16409.7,0.225708,0,0,0,910,0,0,0,334,0,0,0,0,0,0,0,0
17,1,1000,968,0,0,968,1707,0,122090,67400,33700,318,0,0,0,0,0,89,31,0,0,0,16161.7,0.205106,0,0,0,968,0,0,0,318,0,0,0,0,0,0,0,0
18,4,1000,754,0,0,754,1501,0,126745,47400,23700,225,0,0,0,0,0,88,23,0,0,0,16447.5,0.248481,0,0,0,754,0,0,0,225,0,0,0,0,0,0,0,0
18,3,1000,794,0,0,794,1526,0,126693,55000,27500,264,0,0,0,0,0,74,27,0,0,0,16499.5,0.25114,0,0,0,794,0,0,0,264,0,0,0,0,0,0,0,0
18,2,1000,805,0,0,805,1469,0,126723,49400,24700,234,0,0,0,0,0,82,23,0,0,0,16469.5,0.234425,0,0,0,805,0,0,0,234,0,0,0,0,0,0,0,0
18,1,1000,850,0,0,850,1545,0,126761,61000,30500,293,0,0,0,0,0,89,29,0,0,0,16431.5,0.239788,0,0,0,850,0,0,0,293,0,0,0,0,0,0,0,0
19,4,1000,670,0,0,670,1349,0,131161,48600,24300,233,0,0,0,0,0,70,14,0,0,0,16794.3,0.346995,0,0,0,670,0,0,0,233,0,0,0,0,0,0,0,0
19,3,1000,687,0,0,687,1396,0,131371,49600,24800,236,0,0,0,0,0,84,23,0,0,0,16584.3,0.299992,0,0,0,687,0,0,0,236,0,0,0,0,0,0,0,0
19,2,1000,690,0,0,690,1340,0,131183,50400,25200,242,0,0,0,0,0,81,34,0,0,0,16772.3,0.333392,0,0,0,690,0,0,0,242,0,0,0,0,0,0,0,0
19,1,1000,757,0,0,757,1388,0,130921,52400,26200,249,0,0,0,0,0,75,18,0,0,0,17034.3,0.26937,0,0,0,757,0,0,0,249,0,0,0,0,0,0,0,0
20,4,1000,578,0,0,578,1234,0,135740,42400,21200,202,0,0,0,0,0,65,27,0,0,0,16806.5,0.345562,0,0,0,578,0,0,0,202,0,0,0,0,0,0,0,0
20,3,1000,599,0,0,599,1248,0,135563,43400,21700,203,0,0,0,0,0,64,24,0,0,0,16983.5,0.334361,0,0,0,599,0,0,0,203,0,0,0,0,0,0,0,0
20,2,1000,598,0,0,598,1196,0,135423,49600,24800,241,0,0,0,0,0,65,27,0,0,0,17123.5,0.332784,0,0,0,598,0,0,0,241,0,0,0,0,0,0,0,0
20,1,1000,677,0,0,677,1246,0,135626,48200,24100,228,0,0,0,0,0,60,20,0,0,0,16920.5,0.325083,0,0,0,677,0,0,0,228,0,0,0,0,0,0,0,0
21,4,1000,497,0,0,497,1115,0,139640,31800,15900,155,0,0,0,0,0,66,15,0,0,0,17332.2,0.396379,0,0,0,497,0,0,0,155,0,0,0,0,0,0,0,0
21,3,1000,528,0,0,528,1146,0,139389,36600,18300,178,0,0,0,0,0,54,17,0,0,0,17583.2,0.391325,0,0,0,528,0,0,0,178,0,0,0,0,0,0,0,0
21,2,1000,531,0,0,531,1086,0,139781,31400,15700,151,0,0,0,0,0,53,14,0,0,0,17191.2,0.345232,0,0,0,531,0,0,0,151,0,0,0,0,0,0,0,0
21,1,1000,593,0,0,593,1108,0,139683,41400,20700,198,0,0,0,0,0,64,20,0,0,0,17289.2,0.351047,0,0,0,593,0,0,0,198,0,0,0,0,0,0,0,0
22,4,1000,435,0,0,435,1010,0,143673,35000,17500,167,0,0,0,0,0,44,18,0,0,0,17565.5,0.545038,0,0,0,435,0,0,0,167,0,0,0,0,0,0,0,0
22,3,1000,458,0,0,458,1032,0,143658,33200,16600,159,0,0,0,0,0,54,16,0,0,0,17580.5,0.480415,0,0,0,458,0,0,0,159,0,0,0,0,0,0,0,0
22,2,1000,468,0,0,468,983,0,143815,35200,17600,167,0,0,0,0,0,46,17,0,0,0,17423.5,0.547491,0,0,0,468,0,0,0,167,0,0,0,0,0,0,0,0
22,1,1000,506,0,0,506,1006,0,143760,36200,18100,172,0,0,0,0,0,59,28,0,0,0,17478.5,0.417614,0,0,0,506,0,0,0,172,0,0,0,0,0,0,0,0
23,4,1000,391,0,0,391,903,2114,145479,27800,13900,130,0,0,0,0,0,34,10,0,0,0,19872,0.50187,0,0,0,391,0,0,0,130,0,0,0,0,0,0,0,0
23,3,1000,394,0,0,394,935,2293,145221,29800,14900,140,0,0,0,0,0,48,16,0,0,0,20130,0.529532,0,0,0,394,0,0,0,140,0,0,0,0,0,0,0,0
23,2,1000,401,0,0,401,896,2094,145470,30800,15400,147,0,0,0,0,0,52,15,0,0,0,19881,0.494984,0,0,0,401,0,0,0,147,0,0,0,0,0,0,0,0
23,1,1000,445,0,0,445,902,2098,145562,32800,16400,159,0,0,0,0,0,48,13,0,0,0,19789,0.48283,0,0,0,445,0,0,0,159,0,0,0,0,0,0,0,0
24,4,1000,339,0,0,339,817,2896,150514,21200,10600,100,0,0,0,0,0,45,7,0,0,0,18801.3,0.714819,0,0,0,339,0,0,0,100,0,0,0,0,0,0,0,0
24,3,1000,339,0,0,339,852,3095,150507,22400,11200,107,0,0,0,0,0,44,11,0,0,0,18808.3,0.675502,0,0,0,339,0,0,0,107,0,0,0,0,0,0,0,0
24,2,1000,362,0,0,362,814,2963,150780,21600,10800,104,0,0,0,0,0,32,7,0,0,0,18535.3,0.645486,0,0,0,362,0,0,0,104,0,0,0,0,0,0,0,0
24,1,1000,379,0,0,379,822,2980,150189,27000,13500,129,0,0,0,0,0,52,14,0,0,0,19126.3,0.603322,0,0,0,379,0,0,0,129,0,0,0,0,0,0,0,0
25,4,1000,299,0,0,299,742,3734,153661,21200,10600,100,0,0,0,0,0,36,4,0,0,0,19475.8,0.886854,0,0,0,299,0,0,0,100,0,0,0,0,0,0,0,0
25,3,1000,286,0,0,286,786,3953,153999,19200,9600,94,0,0,0,0,0,44,9,0,0,0,19137.8,0.839656,0,0,0,286,0,0,0,94,0,0,0,0,0,0,0,0
25,2,1000,317,0,0,317,741,3884,153949,23400,11700,110,0,0,0,0,0,33,12,0,0,0,19187.8,0.858116,0,0,0,317,0,0,0,110,0,0,0,0,0,0,0,0
25,1,1000,344,0,0,344,732,3869,153807,23000,11500,110,0,0,0,0,0,25,10,0,0,0,19329.8,0.708381,0,0,0,344,0,0,0,110,0,0,0,0,0,0,0,0
26,4,1000,257,0,0,257,672,4604,157393,19800,9900,90,0,0,0,0,0,35,7,0,0,0,19427.6,0.918669,0,0,0,257,0,0,0,90,0,0,0,0,0,0,0,0
26,3,1000,253,0,0,253,700,4853,157125,19000,9500,90,0,0,0,0,0,24,9,0,0,0,19695.6,0.996759,0,0,0,253,0,0,0,90,0,0,0,0,0,0,0,0
26,2,1000,276,0,0,276,661,4769,157149,22200,11100,103,0,0,0,0,0,30,11,0,0,0,19671.6,0.819991,0,0,0,276,0,0,0,103,0,0,0,0,0,0,0,0
26,1,1000,300,0,0,300,656,4676,157337,23800,11900,111,0,0,0,0,0,36,8,0,0,0,19483.6,0.840425,0,0,0,300,0,0,0,111,0,0,0,0,0,0,0,0
27,4,1000,893,0,0,893,1333,4038,160542,14000,7000,64,0,0,0,675,0,30,9,0,0,0,19829.6,0.98119,0,0,0,893,0,0,0,64,0,0,0,0,0,0,0,0
27,3,1000,991,0,0,991,1400,4193,159805,15400,7700,71,0,0,0,772,0,28,6,0,0,0,20566.6,1,0,0,0,991,0,0,0,71,0,0,0,0,0,0,0,0
27,2,1000,958,0,0,958,1309,4197,160416,14400,7200,69,0,0,0,710,0,24,4,0,0,0,19955.6,0.886106,0,0,0,958,0,0,0,69,0,0,0,0,0,0,0,0
27,1,1000,1009,0,0,1009,1271,4107,160599,17000,8500,83,0,0,0,748,0,32,7,0,0,0,19772.6,0.818637,0,0,0,1009,0,0,0,83,0,0,0,0,0,0,0,0
28,4,1000,1058,0,0,1058,1568,4284,158179,13400,6700,642,0,0,0,320,0,85,70,0,0,0,25615.7,1,0,0,0,1058,0,0,0,642,0,0,0,0,0,0,0,0
28,3,1000,1141,0,0,1141,1571,4488,158748,13000,6500,718,0,0,0,330,0,101,79,0,0,0,25046.7,1,0,0,0,1141,0,0,0,718,0,0,0,0,0,0,0,0
28,2,1000,1143,0,0,1143,1546,4386,158311,16000,8000,678,0,0,0,338,0,87,66,0,0,0,25483.7,1,0,0,0,1143,0,0,0,678,0,0,0,0,0,0,0,0
28,1,1000,1195,0,0,1195,1504,4369,160941,15800,7900,710,0,0,0,362,0,103,73,0,0,0,22853.7,1,0,0,0,1195,0,0,0,710,0,0,0,0,0,0,0,0
29,4,1000,1275,0,0,1275,1797,4437,155237,14400,7200,340,0,0,0,359,0,112,30,0,0,0,31857.5,1,0,0,0,1275,0,0,0,340,0,0,0,0,0,0,0,0
29,3,1000,1366,0,0,1366,1787,4673,155136,11200,5600,326,0,0,0,406,0,141,40,0,0,0,31958.5,1,0,0,0,1366,0,0,0,326,0,0,0,0,0,0,0,0
29,2,1000,1407,0,0,1407,1814,4608,157909,15800,7900,359,0,0,0,412,0,109,39,0,0,0,29185.5,1,0,0,0,1407,0,0,0,359,0,0,0,0,0,0,0,0
29,1,1000,1461,0,0,1461,1735,4514,160012,16600,8300,392,0,0,0,408,0,108,34,0,0,0,27082.5,1,0,0,0,1461,0,0,0,392,0,0,0,0,0,0,0,0
30,4,1000,1497,0,0,1497,2013,4678,153420,9800,4900,343,0,0,0,412,0,147,43,0,0,0,36855.3,1,0,0,0,1497,0,0,0,343,0,0,0,0,0,0,0,0
30,3,1000,1663,0,0,1663,2034,4687,150136,9000,4500,390,0,0,0,467,0,137,33,0,0,0,40139.3,1,0,0,0,1663,0,0,0,390,0,0,0,0,0,0,0,0
30,2,1000,1640,0,0,1640,2039,4753,157038,10200,5100,397,0,0,0,404,0,124,47,0,0,0,33237.3,1,0,0,0,1640,0,0,0,397,0,0,0,0,0,0,0,0
30,1,1000,1689,0,0,1689,1949,4751,159994,11800,5900,405,0,0,0,386,0,118,40,0,0,0,30281.3,1,0,0,0,1689,0,0,0,405,0,0,0,0,0,0,0,0
31,4,1000,1719,0,0,1719,2283,4765,147281,86400,43200,769,0,0,0,440,0,139,79,0,0,0,46060.5,1,0,0,0,1719,0,0,0,769,0,0,0,0,0,0,0,0
31,3,1000,1849,0,0,1849,2316,4805,143383,95800,47900,849,0,0,0,445,0,184,75,0,0,0,49958.5,1,0,0,0,1849,0,0,0,849,0,0,0,0,0,0,0,0
31,2,1000,1819,0,0,1819,2295,4860,150903,100800,50400,828,0,0,0,424,0,168,77,0,0,0,42438.5,1,0,0,0,1819,0,0,0,828,0,0,0,0,0,0,0,0
31,1,1000,1868,0,0,1868,2164,4932,155171,104200,52100,833,0,0,0,405,0,145,81,0,0,0,38170.5,1,0,0,0,1868,0,0,0,833,0,0,0,0,0,0,0,0
32,4,1000,1972,0,0,1972,2506,4966,178063,49400,24700,619,0,0,0,474,0,168,53,0,0,0,18234.3,0.533108,0,0,0,1972,0,0,0,619,0,0,0,0,0,0,0,0
32,3,1000,2075,0,0,2075,2512,5013,178113,43800,21900,580,0,0,0,486,0,195,65,0,0,0,18184.3,0.521488,0,0,0,2075,0,0,0,580,0,0,0,0,0,0,0,0
32,2,1000,2039,0,0,2039,2540,4956,177414,50200,25100,610,0,0,0,461,0,168,73,0,0,0,18883.3,0.421017,0,0,0,2039,0,0,0,610,0,0,0,0,0,0,0,0
32,1,1000,2075,0,0,2075,2437,5169,176778,56000,28000,612,0,0,0,462,0,190,65,0,0,0,19519.3,0.36632,0,0,0,2075,0,0,0,612,0,0,0,0,0,0,0,0
33,4,1000,2171,0,0,2171,2712,5217,177664,45600,22800,612,0,0,0,445,0,183,63,0,0,0,21482.5,0.369114,0,0,0,2171,0,0,0,612,0,0,0,0,0,0,0,0
33,3,1000,2224,0,0,2224,2748,5127,177794,54400,27200,678,0,0,0,435,0,215,71,0,0,0,21352.5,0.415166,0,0,0,2224,0,0,0,678,0,0,0,0,0,0,0,0
33,2,1000,2274,0,0,2274,2752,5051,177996,58000,29000,668,0,0,0,479,0,174,70,0,0,0,21150.5,0.37616,0,0,0,2274,0,0,0,668,0,0,0,0,0,0,0,0
33,1,1000,2284,0,0,2284,2670,5291,177746,59600,29800,674,0,0,0,458,0,171,78,0,0,0,21400.5,0.348558,0,0,0,2284,0,0,0,674,0,0,0,0,0,0,0,0
