Time,NodeID,Alleles,STATE_MALE
0,1,Be,0
0,1,Bw,8954
0,1,X,8954
0,1,Y,8954
1,1,Be,0
1,1,Bw,7990
1,1,X,7990
1,1,Y,7990
2,1,Be,0
2,1,Bw,7096
2,1,X,7096
2,1,Y,7096
3,1,Be,0
3,1,Bw,6324
3,1,X,6324
3,1,Y,6324
4,1,Be,0
4,1,Bw,5617
4,1,X,5617
4,1,Y,5617
5,1,Be,0
5,1,Bw,4974
5,1,X,4974
5,1,Y,4974
6,1,Be,0
6,1,Bw,4383
6,1,X,4383
6,1,Y,4383
7,1,Be,0
7,1,Bw,3849
7,1,X,3849
7,1,Y,3849
8,1,Be,0
8,1,Bw,3336
8,1,X,3336
8,1,Y,3336
9,1,Be,0
9,1,Bw,2883
9,1,X,2883
9,1,Y,2883
10,1,Be,0
10,1,Bw,2505
10,1,X,2505
10,1,Y,2505
11,1,Be,0
11,1,Bw,2154
11,1,X,2154
11,1,Y,2154
12,1,Be,0
12,1,Bw,1819
12,1,X,1819
12,1,Y,1819
13,1,Be,0
13,1,Bw,1530
13,1,X,1530
13,1,Y,1530
14,1,Be,0
14,1,Bw,1286
14,1,X,1286
14,1,Y,1286
15,1,Be,0
15,1,Bw,1087
15,1,X,1087
15,1,Y,1087
16,1,Be,0
16,1,Bw,886
16,1,X,886
16,1,Y,886
17,1,Be,0
17,1,Bw,724
17,1,X,724
17,1,Y,724
18,1,Be,0
18,1,Bw,607
18,1,X,607
18,1,Y,607
19,1,Be,0
19,1,Bw,484
19,1,X,484
19,1,Y,484
20,1,Be,0
20,1,Bw,365
20,1,X,365
20,1,Y,365
21,1,Be,0
21,1,Bw,294
21,1,X,294
21,1,Y,294
22,1,Be,0
22,1,Bw,35742
22,1,X,35742
22,1,Y,35742
23,1,Be,0
23,1,Bw,65341
23,1,X,65341
23,1,Y,65341
24,1,Be,0
24,1,Bw,88654
24,1,X,88654
24,1,Y,88654
25,1,Be,0
25,1,Bw,80686
25,1,X,80686
25,1,Y,80686
26,1,Be,0
26,1,Bw,74655
26,1,X,74655
26,1,Y,74655
27,1,Be,0
27,1,Bw,69489
27,1,X,69489
27,1,Y,69489
28,1,Be,0
28,1,Bw,64580
28,1,X,64580
28,1,Y,64580
29,1,Be,0
29,1,Bw,59434
29,1,X,59434
29,1,Y,59434
30,1,Be,0
30,1,Bw,54834
30,1,X,54834
30,1,Y,54834
31,1,Be,0
31,1,Bw,50366
31,1,X,50366
31,1,Y,50366
32,1,Be,0
32,1,Bw,45723
32,1,X,45723
32,1,Y,45723
33,1,Be,0
33,1,Bw,41006
33,1,X,41006
33,1,Y,41006
34,1,Be,0
34,1,Bw,36834
34,1,X,36834
34,1,Y,36834
35,1,Be,0
35,1,Bw,32848
35,1,X,32848
35,1,Y,32848
36,1,Be,0
36,1,Bw,29079
36,1,X,29079
36,1,Y,29079
37,1,Be,0
37,1,Bw,25703
37,1,X,25703
37,1,Y,25703
38,1,Be,0
38,1,Bw,22595
38,1,X,22595
38,1,Y,22595
39,1,Be,0
39,1,Bw,19784
39,1,X,19784
39,1,Y,19784
40,1,Be,0
40,1,Bw,17242
40,1,X,17242
40,1,Y,17242
41,1,Be,0
41,1,Bw,14857
41,1,X,14857
41,1,Y,14857
42,1,Be,0
42,1,Bw,12900
42,1,X,12900
42,1,Y,12900
43,1,Be,0
43,1,Bw,11136
43,1,X,11136
43,1,Y,11136
44,1,Be,0
44,1,Bw,9480
44,1,X,9480
44,1,Y,9480
45,1,Be,0
45,1,Bw,8072
45,1,X,8072
45,1,Y,8072
46,1,Be,0
46,1,Bw,6823
46,1,X,6823
46,1,Y,6823
47,1,Be,0
47,1,Bw,5778
47,1,X,5778
47,1,Y,5778
48,1,Be,0
48,1,Bw,18930
48,1,X,18930
48,1,Y,18930
49,1,Be,0
49,1,Bw,40741
49,1,X,40741
49,1,Y,40741
50,1,Be,0
50,1,Bw,69321
50,1,X,69321
50,1,Y,69321
51,1,Be,0
51,1,Bw,90632
51,1,X,90632
51,1,Y,90632
52,1,Be,0
52,1,Bw,106960
52,1,X,106960
52,1,Y,106960
53,1,Be,0
53,1,Bw,104861
53,1,X,104861
53,1,Y,104861
54,1,Be,0
54,1,Bw,103916
54,1,X,103916
54,1,Y,103916
55,1,Be,0
55,1,Bw,102801
55,1,X,102801
55,1,Y,102801
56,1,Be,0
56,1,Bw,101652
56,1,X,101652
56,1,Y,101652
57,1,Be,0
57,1,Bw,100624
57,1,X,100624
57,1,Y,100624
58,1,Be,0
58,1,Bw,99622
58,1,X,99622
58,1,Y,99622
59,1,Be,0
59,1,Bw,98526
59,1,X,98526
59,1,Y,98526
60,1,Be,0
60,1,Bw,97433
60,1,X,97433
60,1,Y,97433
61,1,Be,0
61,1,Bw,96369
61,1,X,96369
61,1,Y,96369
62,1,Be,0
62,1,Bw,94256
62,1,X,94256
62,1,Y,94256
63,1,Be,0
63,1,Bw,90077
63,1,X,90077
63,1,Y,90077
64,1,Be,0
64,1,Bw,85565
64,1,X,85565
64,1,Y,85565
65,1,Be,0
65,1,Bw,80644
65,1,X,80644
65,1,Y,80644
66,1,Be,0
66,1,Bw,75960
66,1,X,75960
66,1,Y,75960
67,1,Be,0
67,1,Bw,70680
67,1,X,70680
67,1,Y,70680
68,1,Be,0
68,1,Bw,65247
68,1,X,65247
68,1,Y,65247
69,1,Be,0
69,1,Bw,59897
69,1,X,59897
69,1,Y,59897
70,1,Be,0
70,1,Bw,54689
70,1,X,54689
70,1,Y,54689
71,1,Be,0
71,1,Bw,49721
71,1,X,49721
71,1,Y,49721
72,1,Be,0
72,1,Bw,45354
72,1,X,45354
72,1,Y,45354
73,1,Be,0
73,1,Bw,40524
73,1,X,40524
73,1,Y,40524
74,1,Be,0
74,1,Bw,41990
74,1,X,41990
74,1,Y,41990
75,1,Be,0
75,1,Bw,52094
75,1,X,52094
75,1,Y,52094
76,1,Be,0
76,1,Bw,72010
76,1,X,72010
76,1,Y,72010
77,1,Be,0
77,1,Bw,98071
77,1,X,98071
77,1,Y,98071
78,1,Be,0
78,1,Bw,106886
78,1,X,106886
78,1,Y,106886
79,1,Be,0
79,1,Bw,106105
79,1,X,106105
79,1,Y,106105
80,1,Be,0
80,1,Bw,105891
80,1,X,105891
80,1,Y,105891
81,1,Be,0
81,1,Bw,104956
81,1,X,104956
81,1,Y,104956
82,1,Be,0
82,1,Bw,104185
82,1,X,104185
82,1,Y,104185
83,1,Be,0
83,1,Bw,103297
83,1,X,103297
83,1,Y,103297
84,1,Be,0
84,1,Bw,102391
84,1,X,102391
84,1,Y,102391
85,1,Be,0
85,1,Bw,101448
85,1,X,101448
85,1,Y,101448
86,1,Be,0
86,1,Bw,100386
86,1,X,100386
86,1,Y,100386
87,1,Be,0
87,1,Bw,99157
87,1,X,99157
87,1,Y,99157
88,1,Be,0
88,1,Bw,98052
88,1,X,98052
88,1,Y,98052
89,1,Be,0
