Time,NodeID,Genome,VectorPopulation
123,1,X-Bw:X-Bw,101367
124,1,X-Be:X-Be,0
124,1,X-Be:X-Bw,0
124,1,X-Bw:X-Bw,101245
125,1,X-Be:X-Be,0
125,1,X-Be:X-Bw,0
125,1,X-Bw:X-Bw,101310
126,1,X-Be:X-Be,0
126,1,X-Be:X-Bw,0
126,1,X-Bw:X-Bw,101098
127,1,X-Be:X-Be,0
127,1,X-Be:X-Bw,0
127,1,X-Bw:X-Bw,101004
128,1,X-Be:X-Be,0
128,1,X-Be:X-Bw,0
128,1,X-Bw:X-Bw,100631
129,1,X-Be:X-Be,0
129,1,X-Be:X-Bw,0
129,1,X-Bw:X-Bw,101060
130,1,X-Be:X-Be,0
130,1,X-Be:X-Bw,0
130,1,X-Bw:X-Bw,100994
131,1,X-Be:X-Be,0
131,1,X-Be:X-Bw,0
131,1,X-Bw:X-Bw,101334
132,1,X-Be:X-Be,0
132,1,X-Be:X-Bw,0
132,1,X-Bw:X-Bw,101363
133,1,X-Be:X-Be,0
133,1,X-Be:X-Bw,0
133,1,X-Bw:X-Bw,101403
134,1,X-Be:X-Be,0
134,1,X-Be:X-Bw,0
134,1,X-Bw:X-Bw,101308
135,1,X-Be:X-Be,0
135,1,X-Be:X-Bw,0
135,1,X-Bw:X-Bw,101261
136,1,X-Be:X-Be,0
136,1,X-Be:X-Bw,0
136,1,X-Bw:X-Bw,101410
137,1,X-Be:X-Be,0
137,1,X-Be:X-Bw,0
137,1,X-Bw:X-Bw,101530
138,1,X-Be:X-Be,0
138,1,X-Be:X-Bw,0
138,1,X-Bw:X-Bw,101461
139,1,X-Be:X-Be,0
139,1,X-Be:X-Bw,0
139,1,X-Bw:X-Bw,101424
140,1,X-Be:X-Be,0
140,1,X-Be:X-Bw,0
140,1,X-Bw:X-Bw,101392
141,1,X-Be:X-Be,0
141,1,X-Be:X-Bw,0
141,1,X-Bw:X-Bw,101487
142,1,X-Be:X-Be,0
142,1,X-Be:X-Bw,0
142,1,X-Bw:X-Bw,101326
143,1,X-Be:X-Be,0
143,1,X-Be:X-Bw,0
143,1,X-Bw:X-Bw,101374
144,1,X-Be:X-Be,0
144,1,X-Be:X-Bw,0
144,1,X-Bw:X-Bw,101323
145,1,X-Be:X-Be,0
145,1,X-Be:X-Bw,0
145,1,X-Bw:X-Bw,101257
146,1,X-Be:X-Be,0
146,1,X-Be:X-Bw,0
146,1,X-Bw:X-Bw,101428
147,1,X-Be:X-Be,0
147,1,X-Be:X-Bw,0
147,1,X-Bw:X-Bw,101159
148,1,X-Be:X-Be,0
148,1,X-Be:X-Bw,0
148,1,X-Bw:X-Bw,101161
149,1,X-Be:X-Be,0
149,1,X-Be:X-Bw,0
149,1,X-Bw:X-Bw,101044
150,1,X-Be:X-Be,0
150,1,X-Be:X-Bw,0
150,1,X-Bw:X-Bw,100846
151,1,X-Be:X-Be,0
151,1,X-Be:X-Bw,0
151,1,X-Bw:X-Bw,100883
152,1,X-Be:X-Be,0
152,1,X-Be:X-Bw,0
152,1,X-Bw:X-Bw,101051
153,1,X-Be:X-Be,0
153,1,X-Be:X-Bw,0
153,1,X-Bw:X-Bw,101090
154,1,X-Be:X-Be,0
154,1,X-Be:X-Bw,0
154,1,X-Bw:X-Bw,101036
155,1,X-Be:X-Be,0
155,1,X-Be:X-Bw,0
155,1,X-Bw:X-Bw,100971
156,1,X-Be:X-Be,0
156,1,X-Be:X-Bw,0
156,1,X-Bw:X-Bw,100919
157,1,X-Be:X-Be,0
157,1,X-Be:X-Bw,0
157,1,X-Bw:X-Bw,100794
158,1,X-Be:X-Be,0
158,1,X-Be:X-Bw,0
158,1,X-Bw:X-Bw,100720
159,1,X-Be:X-Be,0
159,1,X-Be:X-Bw,0
159,1,X-Bw:X-Bw,100570
160,1,X-Be:X-Be,0
160,1,X-Be:X-Bw,0
160,1,X-Bw:X-Bw,100702
161,1,X-Be:X-Be,0
161,1,X-Be:X-Bw,0
161,1,X-Bw:X-Bw,101094
162,1,X-Be:X-Be,0
162,1,X-Be:X-Bw,0
162,1,X-Bw:X-Bw,100953
163,1,X-Be:X-Be,0
163,1,X-Be:X-Bw,0
163,1,X-Bw:X-Bw,100936
164,1,X-Be:X-Be,0
164,1,X-Be:X-Bw,0
164,1,X-Bw:X-Bw,100976
165,1,X-Be:X-Be,0
165,1,X-Be:X-Bw,0
165,1,X-Bw:X-Bw,101091
166,1,X-Be:X-Be,0
166,1,X-Be:X-Bw,0
166,1,X-Bw:X-Bw,101161
167,1,X-Be:X-Be,0
167,1,X-Be:X-Bw,0
167,1,X-Bw:X-Bw,101412
168,1,X-Be:X-Be,0
168,1,X-Be:X-Bw,0
168,1,X-Bw:X-Bw,101177
169,1,X-Be:X-Be,0
169,1,X-Be:X-Bw,0
169,1,X-Bw:X-Bw,101418
170,1,X-Be:X-Be,0
170,1,X-Be:X-Bw,0
170,1,X-Bw:X-Bw,101360
171,1,X-Be:X-Be,0
171,1,X-Be:X-Bw,0
171,1,X-Bw:X-Bw,101147
172,1,X-Be:X-Be,0
172,1,X-Be:X-Bw,0
172,1,X-Bw:X-Bw,101020
173,1,X-Be:X-Be,0
173,1,X-Be:X-Bw,0
173,1,X-Bw:X-Bw,101169
174,1,X-Be:X-Be,0
174,1,X-Be:X-Bw,0
174,1,X-Bw:X-Bw,101093
175,1,X-Be:X-Be,0
175,1,X-Be:X-Bw,0
175,1,X-Bw:X-Bw,101291
176,1,X-Be:X-Be,0
176,1,X-Be:X-Bw,0
176,1,X-Bw:X-Bw,101321
177,1,X-Be:X-Be,0
177,1,X-Be:X-Bw,0
177,1,X-Bw:X-Bw,101181
178,1,X-Be:X-Be,0
178,1,X-Be:X-Bw,0
178,1,X-Bw:X-Bw,100851
179,1,X-Be:X-Be,0
179,1,X-Be:X-Bw,0
179,1,X-Bw:X-Bw,100783
180,1,X-Be:X-Be,0
180,1,X-Be:X-Bw,0
180,1,X-Bw:X-Bw,100924
181,1,X-Be:X-Be,0
181,1,X-Be:X-Bw,0
181,1,X-Bw:X-Bw,100783
182,1,X-Be:X-Be,0
182,1,X-Be:X-Bw,0
182,1,X-Bw:X-Bw,100698
183,1,X-Be:X-Be,0
183,1,X-Be:X-Bw,0
183,1,X-Bw:X-Bw,100664
184,1,X-Be:X-Be,0
184,1,X-Be:X-Bw,0
184,1,X-Bw:X-Bw,100948
185,1,X-Be:X-Be,0
185,1,X-Be:X-Bw,0
185,1,X-Bw:X-Bw,100957
186,1,X-Be:X-Be,0
186,1,X-Be:X-Bw,0
186,1,X-Bw:X-Bw,100974
187,1,X-Be:X-Be,0
187,1,X-Be:X-Bw,0
187,1,X-Bw:X-Bw,100936
188,1,X-Be:X-Be,0
188,1,X-Be:X-Bw,0
188,1,X-Bw:X-Bw,101144
189,1,X-Be:X-Be,0
189,1,X-Be:X-Bw,0
189,1,X-Bw:X-Bw,100926
190,1,X-Be:X-Be,0
190,1,X-Be:X-Bw,0
190,1,X-Bw:X-Bw,101055
191,1,X-Be:X-Be,0
191,1,X-Be:X-Bw,0
191,1,X-Bw:X-Bw,101045
192,1,X-Be:X-Be,0
192,1,X-Be:X-Bw,0
192,1,X-Bw:X-Bw,100888
193,1,X-Be:X-Be,0
193,1,X-Be:X-Bw,0
193,1,X-Bw:X-Bw,100944
194,1,X-Be:X-Be,0
194,1,X-Be:X-Bw,0
194,1,X-Bw:X-Bw,100928
195,1,X-Be:X-Be,0
195,1,X-Be:X-Bw,0
195,1,X-Bw:X-Bw,100862
196,1,X-Be:X-Be,0
196,1,X-Be:X-Bw,0
196,1,X-Bw:X-Bw,101091
197,1,X-Be:X-Be,0
197,1,X-Be:X-Bw,0
197,1,X-Bw:X-Bw,100994
198,1,X-Be:X-Be,0
198,1,X-Be:X-Bw,0
198,1,X-Bw:X-Bw,100859
199,1,X-Be:X-Be,0
199,1,X-Be:X-Bw,0
199,1,X-Bw:X-Bw,100859
200,1,X-Be:X-Be,0
200,1,X-Be:X-Bw,0
200,1,X-Bw:X-Bw,100854
201,1,X-Be:X-Be,0
201,1,X-Be:X-Bw,0
201,1,X-Bw:X-Bw,100718
202,1,X-Be:X-Be,0
202,1,X-Be:X-Bw,0
202,1,X-Bw:X-Bw,100807
203,1,X-Be:X-Be,0
203,1,X-Be:X-Bw,0
203,1,X-Bw:X-Bw,100941
204,1,X-Be:X-Be,0
204,1,X-Be:X-Bw,0
204,1,X-Bw:X-Bw,100992
205,1,X-Be:X-Be,0
205,1,X-Be:X-Bw,0
205,1,X-Bw:X-Bw,101021
206,1,X-Be:X-Be,0
206,1,X-Be:X-Bw,0
206,1,X-Bw:X-Bw,101001
207,1,X-Be:X-Be,0
207,1,X-Be:X-Bw,0
207,1,X-Bw:X-Bw,101097
208,1,X-Be:X-Be,0
208,1,X-Be:X-Bw,0
208,1,X-Bw:X-Bw,101088
209,1,X-Be:X-Be,0
209,1,X-Be:X-Bw,0
209,1,X-Bw:X-Bw,101130
210,1,X-Be:X-Be,0
210,1,X-Be:X-Bw,0
210,1,X-Bw:X-Bw,100885
211,1,X-Be:X-Be,0
211,1,X-Be:X-Bw,0
211,1,X-Bw:X-Bw,100906
212,1,X-Be:X-Be,0
212,1,X-Be:X-Bw,0
212,1,X-Bw:X-Bw,100904
213,1,X-Be:X-Be,0
213,1,X-Be:X-Bw,0
213,1,X-Bw:X-Bw,101036
214,1,X-Be:X-Be,0
214,1,X-Be:X-Bw,0
214,1,X-Bw:X-Bw,101085
215,1,X-Be:X-Be,0
215,1,X-Be:X-Bw,0
215,1,X-Bw:X-Bw,101062
216,1,X-Be:X-Be,0
216,1,X-Be:X-Bw,0
216,1,X-Bw:X-Bw,101152
217,1,X-Be:X-Be,0
217,1,X-Be:X-Bw,0
217,1,X-Bw:X-Bw,101051
218,1,X-Be:X-Be,0
218,1,X-Be:X-Bw,0
218,1,X-Bw:X-Bw,100822
219,1,X-Be:X-Be,0
219,1,X-Be:X-Bw,0
219,1,X-Bw:X-Bw,100805
220,1,X-Be:X-Be,0
220,1,X-Be:X-Bw,0
220,1,X-Bw:X-Bw,101137
221,1,X-Be:X-Be,0
221,1,X-Be:X-Bw,0
221,1,X-Bw:X-Bw,101113
222,1,X-Be:X-Be,0
222,1,X-Be:X-Bw,0
222,1,X-Bw:X-Bw,101041
223,1,X-Be:X-Be,0
223,1,X-Be:X-Bw,0
223,1,X-Bw:X-Bw,101041
224,1,X-Be:X-Be,0
224,1,X-Be:X-Bw,0
224,1,X-Bw:X-Bw,101090
225,1,X-Be:X-Be,0
225,1,X-Be:X-Bw,0
225,1,X-Bw:X-Bw,101190
226,1,X-Be:X-Be,0
226,1,X-Be:X-Bw,0
226,1,X-Bw:X-Bw,101093
227,1,X-Be:X-Be,0
227,1,X-Be:X-Bw,0
227,1,X-Bw:X-Bw,100957
228,1,X-Be:X-Be,0
228,1,X-Be:X-Bw,0
228,1,X-Bw:X-Bw,100745
229,1,X-Be:X-Be,0
229,1,X-Be:X-Bw,0
229,1,X-Bw:X-Bw,100818
230,1,X-Be:X-Be,0
230,1,X-Be:X-Bw,0
230,1,X-Bw:X-Bw,100789
231,1,X-Be:X-Be,0
231,1,X-Be:X-Bw,0
231,1,X-Bw:X-Bw,100834
232,1,X-Be:X-Be,0
232,1,X-Be:X-Bw,0
232,1,X-Bw:X-Bw,100916
233,1,X-Be:X-Be,0
233,1,X-Be:X-Bw,0
233,1,X-Bw:X-Bw,100897
234,1,X-Be:X-Be,0
234,1,X-Be:X-Bw,0
234,1,X-Bw:X-Bw,100968
235,1,X-Be:X-Be,0
235,1,X-Be:X-Bw,0
235,1,X-Bw:X-Bw,100919
236,1,X-Be:X-Be,0
236,1,X-Be:X-Bw,0
236,1,X-Bw:X-Bw,101195
237,1,X-Be:X-Be,0
237,1,X-Be:X-Bw,0
237,1,X-Bw:X-Bw,101058
238,1,X-Be:X-Be,0
238,1,X-Be:X-Bw,0
238,1,X-Bw:X-Bw,101038
239,1,X-Be:X-Be,0
239,1,X-Be:X-Bw,0
239,1,X-Bw:X-Bw,101175
240,1,X-Be:X-Be,0
240,1,X-Be:X-Bw,0
240,1,X-Bw:X-Bw,101293
241,1,X-Be:X-Be,0
241,1,X-Be:X-Bw,0
241,1,X-Bw:X-Bw,100895
242,1,X-Be:X-Be,0
242,1,X-Be:X-Bw,0
242,1,X-Bw:X-Bw,100779
243,1,X-Be:X-Be,0
243,1,X-Be:X-Bw,0
243,1,X-Bw:X-Bw,100738
244,1,X-Be:X-Be,0
244,1,X-Be:X-Bw,0
244,1,X-Bw:X-Bw,100848
245,1,X-Be:X-Be,0
245,1,X-Be:X-Bw,0
245,1,X-Bw:X-Bw,100733
246,1,X-Be:X-Be,0
246,1,X-Be:X-Bw,0
246,1,X-Bw:X-Bw,100442
247,1,X-Be:X-Be,0
247,1,X-Be:X-Bw,0
247,1,X-Bw:X-Bw,100391
248,1,X-Be:X-Be,0
248,1,X-Be:X-Bw,0
248,1,X-Bw:X-Bw,100376
249,1,X-Be:X-Be,0
249,1,X-Be:X-Bw,0
249,1,X-Bw:X-Bw,100503
250,1,X-Be:X-Be,0
250,1,X-Be:X-Bw,0
250,1,X-Bw:X-Bw,100524
251,1,X-Be:X-Be,0
251,1,X-Be:X-Bw,0
251,1,X-Bw:X-Bw,100645
252,1,X-Be:X-Be,0
252,1,X-Be:X-Bw,0
252,1,X-Bw:X-Bw,100794
253,1,X-Be:X-Be,0
253,1,X-Be:X-Bw,0
253,1,X-Bw:X-Bw,100941
254,1,X-Be:X-Be,0
254,1,X-Be:X-Bw,0
254,1,X-Bw:X-Bw,101267
255,1,X-Be:X-Be,0
255,1,X-Be:X-Bw,0
255,1,X-Bw:X-Bw,101166
256,1,X-Be:X-Be,0
256,1,X-Be:X-Bw,0
256,1,X-Bw:X-Bw,101141
257,1,X-Be:X-Be,0
257,1,X-Be:X-Bw,0
257,1,X-Bw:X-Bw,101289
258,1,X-Be:X-Be,0
258,1,X-Be:X-Bw,0
258,1,X-Bw:X-Bw,100791
259,1,X-Be:X-Be,0
259,1,X-Be:X-Bw,0
259,1,X-Bw:X-Bw,100818
260,1,X-Be:X-Be,0
260,1,X-Be:X-Bw,0
260,1,X-Bw:X-Bw,100769
261,1,X-Be:X-Be,0
261,1,X-Be:X-Bw,0
261,1,X-Bw:X-Bw,100767
262,1,X-Be:X-Be,0
262,1,X-Be:X-Bw,0
262,1,X-Bw:X-Bw,100938
263,1,X-Be:X-Be,0
263,1,X-Be:X-Bw,0
263,1,X-Bw:X-Bw,100797
264,1,X-Be:X-Be,0
264,1,X-Be:X-Bw,0
264,1,X-Bw:X-Bw,100791
265,1,X-Be:X-Be,0
265,1,X-Be:X-Bw,0
265,1,X-Bw:X-Bw,100905
266,1,X-Be:X-Be,0
266,1,X-Be:X-Bw,0
266,1,X-Bw:X-Bw,100700
267,1,X-Be:X-Be,0
267,1,X-Be:X-Bw,0
267,1,X-Bw:X-Bw,100748
268,1,X-Be:X-Be,0
